actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
15,PT10M58.00S,2022-04-07T23:13:00.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626179,19.136005256241788,94.36274509803921,1610612766,2,0,2022-04-07T23:13:05Z,150000,-222.0,127.0,1,left,MISS T. Rozier 25' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,25.58,Missed,,,,,,,,,,,,,,,,,,,
16,PT10M55.00S,2022-04-07T23:13:03.4Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,2,0,2022-04-07T23:13:05Z,160000,,,0,,M. Bamba REBOUND (Off:0 Def:1),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,
17,PT10M46.00S,2022-04-07T23:13:11.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628365,93.11760840998686,54.41176470588235,1610612753,2,2,2022-04-07T23:13:16Z,170000,22.0,12.0,1,right,M. Fultz driving reverse Layup (2 PTS),[1628365],1610612753.0,ORL,driving reverse,,,Fultz,M. Fultz,,,,,2.52,Made,,,,,,,2.0,,,,,,,,,,,,
18,PT10M32.00S,2022-04-07T23:13:25.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,5.995400788436268,53.67647058823529,1610612766,4,2,2022-04-07T23:13:56Z,180000,-18.0,4.0,1,left,P. Washington Layup (2 PTS) (T. Rozier 1 AST),"[1629023, 1626179]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,1.88,Made,,,,,,,2.0,,,T. Rozier,1626179.0,1.0,,,,,,,
20,PT10M23.00S,2022-04-07T23:13:38.5Z,1,REGULAR,foul,personal,[],203486,,,1610612753,4,2,2022-04-07T23:13:50Z,200000,,,0,,M. Plumlee personal FOUL (1 PF),"[203486, 1628964]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,201638.0,,,,,1.0,0.0,Bamba,1628964.0,,,
22,PT10M13.00S,2022-04-07T23:14:04.2Z,1,REGULAR,2pt,Jump Shot,[],1628365,79.58278580814718,23.774509803921568,1610612753,4,4,2022-04-07T23:14:09Z,220000,-131.0,139.0,1,right,M. Fultz 19' pullup Jump Shot (4 PTS),[1628365],1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,19.14,Made,,,,,,,4.0,,,,,,,,,,,,
23,PT09M56.00S,2022-04-07T23:14:28.7Z,1,REGULAR,foul,personal,[],1628964,,,1610612766,4,4,2022-04-07T23:14:38Z,230000,,,0,,M. Bamba personal FOUL (1 PF),"[1628964, 203486]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,201638.0,,,,,1.0,0.0,Plumlee,203486.0,,,
25,PT09M50.00S,2022-04-07T23:14:48.7Z,1,REGULAR,3pt,Jump Shot,[],1630163,28.465834428383708,78.67647058823529,1610612766,4,4,2022-04-07T23:14:53Z,250000,-143.0,215.0,1,left,MISS L. Ball 25' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,25.85,Missed,,,,,,,,,,,,,,,,,,,
26,PT09M46.00S,2022-04-07T23:14:52.7Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,4,4,2022-04-07T23:14:53Z,260000,,,0,,M. Bamba REBOUND (Off:0 Def:2),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,25.0,2.0,2.0,0.0,,,,,,,,,,,,,
27,PT09M35.00S,2022-04-07T23:15:02.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629643,93.64323258869908,51.225490196078425,1610612753,4,6,2022-04-07T23:15:07Z,270000,6.0,7.0,1,right,C. Okeke driving DUNK (2 PTS) (M. Bamba 1 AST),"[1629643, 1628964]",1610612753.0,ORL,driving,,,Okeke,C. Okeke,,,,,0.95,Made,,,,,,,2.0,,,M. Bamba,1628964.0,1.0,,,,,,,
29,PT09M31.00S,2022-04-07T23:15:13.0Z,1,REGULAR,foul,offensive,[],203486,,,1610612766,4,6,2022-04-07T23:15:25Z,290000,,,0,,M. Plumlee charge offensive FOUL (2 PF),"[203486, 1629021]",1610612766.0,CHA,charge,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,1179.0,,,,,2.0,0.0,Wagner,1629021.0,,,
31,PT09M31.00S,2022-04-07T23:15:13.0Z,1,REGULAR,turnover,offensive foul,[],203486,,,1610612766,4,6,2022-04-07T23:15:13Z,310000,,,0,,M. Plumlee offensive foul TURNOVER (1 TO),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,1179.0,1.0,,,,,,,,,,
32,PT09M19.00S,2022-04-07T23:15:48.8Z,1,REGULAR,turnover,out-of-bounds,[],1628365,,,1610612753,4,6,2022-04-07T23:15:59Z,320000,,,0,,M. Fultz lost ball out-of-bounds TURNOVER (1 TO),[1628365],1610612753.0,ORL,lost ball,,,Fultz,M. Fultz,,,,,,,,,,,,,,201638.0,1.0,,,,,,,,,,
33,PT09M11.00S,2022-04-07T23:16:02.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,4,6,2022-04-07T23:16:02Z,330000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT09M01.00S,2022-04-07T23:16:20.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630163,24.78646517739816,87.00980392156863,1610612766,4,6,2022-04-07T23:16:24Z,340000,-185.0,180.0,1,left,MISS L. Ball 25' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,25.85,Missed,,,,,,,,,,,,,,,,,,,
35,PT08M58.00S,2022-04-07T23:16:23.7Z,1,REGULAR,rebound,defensive,[],1629643,,,1610612753,4,6,2022-04-07T23:16:24Z,350000,,,0,,C. Okeke REBOUND (Off:0 Def:1),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,
36,PT08M43.00S,2022-04-07T23:16:38.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629643,80.76544021024968,58.333333333333336,1610612753,4,8,2022-04-07T23:16:42Z,360000,42.0,128.0,1,right,C. Okeke 13' pullup Jump Shot (4 PTS) (M. Bamba 2 AST),"[1629643, 1628964]",1610612753.0,ORL,pullup,,,Okeke,C. Okeke,,,,,13.49,Made,,,,,,,4.0,,,M. Bamba,1628964.0,2.0,,,,,,,
38,PT08M36.00S,2022-04-07T23:16:48.9Z,1,REGULAR,foul,personal,['2freethrow'],1630591,,,1610612766,4,8,2022-04-07T23:17:04Z,380000,,,0,,J. Suggs shooting personal FOUL (1 PF) (Plumlee 2 FT),"[1630591, 203486]",1610612753.0,ORL,shooting,,,Suggs,J. Suggs,,,,,,,,,,,,,,1628171.0,,,,,1.0,0.0,Plumlee,203486.0,,,
40,PT08M36.00S,2022-04-07T23:17:18.8Z,1,REGULAR,freethrow,1 of 2,[],203486,,,1610612766,5,8,2022-04-07T23:17:18Z,400000,,,0,,M. Plumlee Free Throw 1 of 2 (3 PTS),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,Made,,,,,,,3.0,,,,,,,,,,,,
41,PT08M36.00S,2022-04-07T23:17:36.4Z,1,REGULAR,freethrow,2 of 2,[],203486,,,1610612766,6,8,2022-04-07T23:17:36Z,410000,,,0,,M. Plumlee Free Throw 2 of 2 (4 PTS),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,Made,,,,,,,4.0,,,,,,,,,,,,
42,PT08M16.00S,2022-04-07T23:17:56.3Z,1,REGULAR,3pt,Jump Shot,[],1630591,68.01905387647832,63.725490196078425,1610612753,6,11,2022-04-07T23:18:02Z,420000,69.0,248.0,1,right,J. Suggs 25' 3PT pullup (3 PTS),[1630591],1610612753.0,ORL,pullup,,,Suggs,J. Suggs,,,,,25.74,Made,,,,,,,3.0,,,,,,,,,,,,
43,PT08M03.00S,2022-04-07T23:18:09.4Z,1,REGULAR,turnover,lost ball,[],1629023,,,1610612766,6,11,2022-04-07T23:20:50Z,430000,,,0,,P. Washington lost ball TURNOVER (1 TO),"[1629023, 1630591]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,1.0,,,,,,,,Suggs,1630591.0,
44,PT08M03.00S,2022-04-07T23:18:09.4Z,1,REGULAR,steal,,[],1630591,,,1610612753,6,11,2022-04-07T23:20:50Z,440000,,,0,,J. Suggs STEAL (1 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT07M58.00S,2022-04-07T23:18:14.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628964,93.51182654402102,50.49019607843137,1610612753,6,13,2022-04-07T23:18:20Z,450000,2.0,8.0,1,right,M. Bamba cutting Layup (2 PTS) (J. Suggs 1 AST),"[1628964, 1630591]",1610612753.0,ORL,cutting,,,Bamba,M. Bamba,,,,,0.89,Made,,,,,,,2.0,,,J. Suggs,1630591.0,1.0,,,,,,,
47,PT07M48.00S,2022-04-07T23:18:24.1Z,1,REGULAR,3pt,Jump Shot,[],1628970,7.30946123521682,94.85294117647058,1610612766,6,13,2022-04-07T23:18:28Z,470000,-224.0,16.0,1,left,MISS M. Bridges 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,22.49,Missed,,,,,,,,,,,,,,,,,,,
48,PT07M45.00S,2022-04-07T23:18:27.3Z,1,REGULAR,rebound,defensive,[],1628365,,,1610612753,6,13,2022-04-07T23:18:27Z,480000,,,0,,M. Fultz REBOUND (Off:0 Def:1),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,47.0,1.0,1.0,0.0,,,,,,,,,,,,,
49,PT07M39.00S,2022-04-07T23:18:34.4Z,1,REGULAR,3pt,Jump Shot,[],1628964,66.96780551905388,60.29411764705882,1610612753,6,13,2022-04-07T23:18:38Z,490000,51.0,258.0,1,right,MISS M. Bamba 26' 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,26.31,Missed,,,,,,,,,,,,,,,,,,,
50,PT07M36.00S,2022-04-07T23:18:37.4Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,6,13,2022-04-07T23:18:38Z,500000,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,49.0,1.0,1.0,0.0,,,,,,,,,,,,,
51,PT07M32.00S,2022-04-07T23:18:41.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630163,38.4526938239159,42.64705882352941,1610612766,9,13,2022-04-07T23:18:46Z,510000,37.0,309.0,1,left,L. Ball 31' 3PT  (3 PTS) (T. Rozier 2 AST),"[1630163, 1626179]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,31.12,Made,,,,,,,3.0,,,T. Rozier,1626179.0,2.0,,,,,,,
53,PT07M30.00S,2022-04-07T23:18:53.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,9,13,2022-04-07T23:18:53Z,530000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M30.00S,2022-04-07T23:21:18.8Z,1,REGULAR,substitution,out,[],203486,,,1610612753,9,13,2022-04-07T23:21:58Z,540000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M30.00S,2022-04-07T23:21:18.8Z,1,REGULAR,substitution,out,[],1628964,,,1610612753,9,13,2022-04-07T23:21:58Z,550000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M30.00S,2022-04-07T23:21:18.8Z,1,REGULAR,substitution,out,[],1630591,,,1610612753,9,13,2022-04-07T23:21:58Z,560000,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M30.00S,2022-04-07T23:21:18.8Z,1,REGULAR,substitution,in,[],1628998,,,1610612753,9,13,2022-04-07T23:21:58Z,570000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M30.00S,2022-04-07T23:21:18.8Z,1,REGULAR,substitution,in,[],1630181,,,1610612753,9,13,2022-04-07T23:21:58Z,580000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M30.00S,2022-04-07T23:21:18.8Z,1,REGULAR,substitution,in,[],1629678,,,1610612753,9,13,2022-04-07T23:21:58Z,590000,,,0,,SUB in: A. Schofield,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M16.00S,2022-04-07T23:22:00.6Z,1,REGULAR,turnover,lost ball,[],1629678,,,1610612753,9,13,2022-04-07T23:22:04Z,600000,,,0,,A. Schofield lost ball TURNOVER (1 TO),"[1629678, 1626179]",1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,1.0,,,,,,,,Rozier,1626179.0,
61,PT07M16.00S,2022-04-07T23:22:00.6Z,1,REGULAR,steal,,[],1626179,,,1610612766,9,13,2022-04-07T23:22:03Z,610000,,,0,,T. Rozier STEAL (1 STL),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M07.00S,2022-04-07T23:22:10.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628970,27.283180026281208,19.852941176470587,1610612766,9,13,2022-04-07T23:22:14Z,620000,151.0,204.0,1,left,MISS M. Bridges 25' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,25.36,Missed,,,,,,,,,,,,,,,,,,,
63,PT07M05.00S,2022-04-07T23:22:12.0Z,1,REGULAR,rebound,defensive,[],1629021,,,1610612753,9,13,2022-04-07T23:22:14Z,630000,,,0,,M. Wagner REBOUND (Off:0 Def:1),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,62.0,1.0,1.0,0.0,,,,,,,,,,,,,
64,PT06M54.00S,2022-04-07T23:22:22.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628365,93.51182654402102,54.41176470588235,1610612753,9,15,2022-04-07T23:22:27Z,640000,22.0,8.0,1,right,M. Fultz driving Layup (6 PTS),[1628365],1610612753.0,ORL,driving,,,Fultz,M. Fultz,,,,,2.37,Made,,,,,,,6.0,,,,,,,,,,,,
65,PT06M45.00S,2022-04-07T23:22:42.0Z,1,REGULAR,foul,personal,['2freethrow'],1630181,,,1610612766,9,15,2022-04-07T23:22:52Z,650000,,,0,,R. Hampton shooting personal FOUL (1 PF) (Washington 2 FT),"[1630181, 1629023]",1610612753.0,ORL,shooting,,,Hampton,R. Hampton,,,,,,,,,,,,,,201638.0,,,,,1.0,0.0,Washington,1629023.0,,,
67,PT06M45.00S,2022-04-07T23:23:05.9Z,1,REGULAR,freethrow,1 of 2,[],1629023,,,1610612766,9,15,2022-04-07T23:23:05Z,670000,,,0,,MISS P. Washington Free Throw 1 of 2,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,Missed,,,,,,,,,,,,,,,,,,,
68,PT06M45.00S,2022-04-07T23:23:05.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,9,15,2022-04-07T23:23:05Z,680000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,
69,PT06M45.00S,2022-04-07T23:23:18.9Z,1,REGULAR,freethrow,2 of 2,[],1629023,,,1610612766,10,15,2022-04-07T23:23:18Z,690000,,,0,,P. Washington Free Throw 2 of 2 (3 PTS),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,Made,,,,,,,3.0,,,,,,,,,,,,
70,PT06M31.00S,2022-04-07T23:23:43.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628365,87.59855453350855,42.40196078431372,1610612753,10,15,2022-04-07T23:23:48Z,700000,-38.0,64.0,1,right,MISS M. Fultz 7' driving Layup - blocked,"[1628365, 1626179]",1610612753.0,ORL,driving,,,Fultz,M. Fultz,,,,,7.45,Missed,Rozier,1626179.0,,,,,,,,,,,,,,,,,
71,PT06M31.00S,2022-04-07T23:23:43.5Z,1,REGULAR,block,,[],1626179,,,1610612753,10,15,2022-04-07T23:23:46Z,710000,,,0,,T. Rozier BLOCK (1 BLK),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M31.00S,2022-04-07T23:23:43.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,10,15,2022-04-07T23:23:48Z,720000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,
73,PT06M31.00S,2022-04-07T23:23:49.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,10,15,2022-04-07T23:23:49Z,730000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M21.00S,2022-04-07T23:24:04.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628365,93.24901445466492,53.431372549019606,1610612753,10,17,2022-04-07T23:24:09Z,740000,17.0,11.0,1,right,M. Fultz driving reverse Layup (8 PTS),[1628365],1610612753.0,ORL,driving reverse,,,Fultz,M. Fultz,,,,,2.04,Made,,,,,,,8.0,,,,,,,,,,,,
75,PT06M10.00S,2022-04-07T23:24:15.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,7.440867279894875,48.77450980392157,1610612766,12,17,2022-04-07T23:24:20Z,750000,6.0,17.0,1,left,L. Ball driving finger roll Layup (5 PTS),[1630163],1610612766.0,CHA,driving finger roll,,,Ball,L. Ball,,,,,1.84,Made,,,,,,,5.0,,,,,,,,,,,,
76,PT05M55.00S,2022-04-07T23:24:30.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628365,87.33574244415243,44.36274509803921,1610612753,12,17,2022-04-07T23:24:36Z,760000,-28.0,67.0,1,right,MISS M. Fultz 7' fadeaway Shot,[1628365],1610612753.0,ORL,fadeaway,,,Fultz,M. Fultz,,,,,7.22,Missed,,,,,,,,,,,,,,,,,,,
77,PT05M53.00S,2022-04-07T23:24:32.5Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,12,17,2022-04-07T23:24:36Z,770000,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,76.0,1.0,1.0,0.0,,,,,,,,,,,,,
78,PT05M42.00S,2022-04-07T23:24:43.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629023,6.258212877792378,48.77450980392157,1610612766,14,17,2022-04-07T23:24:48Z,780000,6.0,6.0,1,left,P. Washington driving DUNK (5 PTS) (T. Rozier 3 AST),"[1629023, 1626179]",1610612766.0,CHA,driving,,,Washington,P. Washington,,,,,0.88,Made,,,,,,,5.0,,,T. Rozier,1626179.0,3.0,,,,,,,
80,PT05M21.00S,2022-04-07T23:25:05.4Z,1,REGULAR,3pt,Jump Shot,[],1629021,68.54467805519053,31.372549019607842,1610612753,14,20,2022-04-07T23:25:10Z,800000,-93.0,243.0,1,right,M. Wagner 26' 3PT  (3 PTS) (M. Fultz 1 AST),"[1629021, 1628365]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,26.04,Made,,,,,,,3.0,,,M. Fultz,1628365.0,1.0,,,,,,,
82,PT05M04.00S,2022-04-07T23:25:22.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,8.492115637319317,52.94117647058824,1610612766,14,20,2022-04-07T23:25:27Z,820000,-15.0,27.0,1,left,MISS M. Bridges driving Layup - blocked,"[1628970, 1629643]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,3.1,Missed,Okeke,1629643.0,,,,,,,,,,,,,,,,,
83,PT05M04.00S,2022-04-07T23:25:22.4Z,1,REGULAR,block,,[],1629643,,,1610612766,14,20,2022-04-07T23:25:25Z,830000,,,0,,C. Okeke BLOCK (1 BLK),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M00.00S,2022-04-07T23:25:26.4Z,1,REGULAR,rebound,defensive,[],1630181,,,1610612753,14,20,2022-04-07T23:25:27Z,840000,,,0,,R. Hampton REBOUND (Off:0 Def:1),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,82.0,1.0,1.0,0.0,,,,,,,,,,,,,
85,PT04M55.00S,2022-04-07T23:25:30.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629643,69.59592641261499,23.284313725490197,1610612753,14,20,2022-04-07T23:25:37Z,850000,-134.0,233.0,1,right,MISS C. Okeke 26' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,26.88,Missed,,,,,,,,,,,,,,,,,,,
86,PT04M52.00S,2022-04-07T23:25:33.6Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,14,20,2022-04-07T23:25:37Z,860000,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,85.0,1.0,1.0,0.0,,,,,,,,,,,,,
87,PT04M41.00S,2022-04-07T23:25:43.9Z,1,REGULAR,2pt,Jump Shot,[],1630163,21.50131406044678,51.225490196078425,1610612766,16,20,2022-04-07T23:25:50Z,870000,-6.0,150.0,1,left,L. Ball 14' driving floating Jump Shot (7 PTS),[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,14.97,Made,,,,,,,7.0,,,,,,,,,,,,
88,PT04M26.00S,2022-04-07T23:26:00.4Z,1,REGULAR,3pt,Jump Shot,[],1629021,66.44218134034165,53.67647058823529,1610612753,16,20,2022-04-07T23:26:03Z,880000,18.0,263.0,1,right,MISS M. Wagner 26' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,26.35,Missed,,,,,,,,,,,,,,,,,,,
89,PT04M23.00S,2022-04-07T23:26:03.4Z,1,REGULAR,rebound,defensive,[],1628998,,,1610612766,16,20,2022-04-07T23:26:03Z,890000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,88.0,1.0,1.0,0.0,,,,,,,,,,,,,
