actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
16,PT10M42.00S,2022-01-30T18:12:06.7Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,0,2,2022-01-30T18:12:09Z,160000,,,0,,I. Zubac REBOUND (Off:0 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,15.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
17,PT10M29.00S,2022-01-30T18:12:19.9Z,1,REGULAR,2pt,Jump Shot,[],202704,77.34888304862024,48.529411764705884,1610612746,0,2,2022-01-30T18:12:25Z,170000,-7.0,160.0,1,right,MISS R. Jackson 16' step back Shot,[202704],1610612746.0,LAC,step back,,,Jackson,R. Jackson,,,,,16.06,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M27.00S,2022-01-30T18:12:21.9Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,0,2,2022-01-30T18:12:25Z,180000,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
19,PT10M18.00S,2022-01-30T18:12:30.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,18.084756898817346,62.745098039215684,1610612766,0,2,2022-01-30T18:12:35Z,190000,-64.0,117.0,1,left,MISS L. Ball 13' floating Shot,[1630163],1610612766.0,CHA,floating,,,Ball,L. Ball,,,,,13.37,Missed,,,,,,,,,,,,,,,,,,,
20,PT10M16.00S,2022-01-30T18:12:32.6Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,0,2,2022-01-30T18:12:32Z,200000,,,0,,I. Zubac REBOUND (Off:0 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,19.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
21,PT10M12.00S,2022-01-30T18:12:37.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629611,85.10183968462549,41.911764705882355,1610612746,0,2,2022-01-30T18:13:48Z,210000,-40.0,88.0,1,right,MISS T. Mann 9' fadeaway Shot,[1629611],1610612746.0,LAC,fadeaway,,,Mann,T. Mann,,,,,9.64,Missed,,,,,,,,,,,,,,,,,,,
22,PT10M10.00S,2022-01-30T18:12:39.1Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,0,2,2022-01-30T18:12:41Z,220000,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
23,PT09M58.00S,2022-01-30T18:12:50.9Z,1,REGULAR,3pt,Jump Shot,[],1630163,31.225361366622867,67.15686274509804,1610612766,0,2,2022-01-30T18:14:13Z,230000,-86.0,241.0,1,left,MISS L. Ball 25' pullup 3PT,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,25.58,Missed,,,,,,,,,,,,,,,,,,,
24,PT09M55.00S,2022-01-30T18:12:53.9Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,0,2,2022-01-30T18:12:55Z,240000,,,0,,I. Zubac REBOUND (Off:0 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,23.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
25,PT09M42.00S,2022-01-30T18:13:08.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,0,2,2022-01-30T18:13:08Z,250000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PT09M34.00S,2022-01-30T18:13:30.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202704,91.67214191852825,47.05882352941176,1610612746,0,4,2022-01-30T18:13:34Z,260000,-15.0,26.0,1,right,R. Jackson driving Layup (2 PTS),[202704],1610612746.0,LAC,driving,,,Jackson,R. Jackson,,,,,2.97,Made,,,,,2.0,,,,,,,,,,,,,,
27,PT09M19.00S,2022-01-30T18:13:45.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,7.966491458607096,49.01960784313725,1610612766,2,4,2022-01-30T18:13:50Z,270000,5.0,22.0,1,left,M. Bridges driving finger roll Layup (2 PTS),[1628970],1610612766.0,CHA,driving finger roll,,,Bridges,M. Bridges,,,,,2.29,Made,,,,,2.0,,,,,,,,,,,,,,
28,PT08M59.00S,2022-01-30T18:14:04.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629599,87.46714848883047,50.73529411764706,1610612746,2,6,2022-01-30T18:14:08Z,280000,4.0,65.0,1,right,A. Coffey 6' turnaround Jump Shot (2 PTS) (T. Mann 1 AST),"[1629599, 1629611]",1610612746.0,LAC,turnaround,,,Coffey,A. Coffey,,,,,6.54,Made,,,,,2.0,T. Mann,1629611.0,1.0,,,,,,,,,,,
30,PT08M48.00S,2022-01-30T18:14:15.5Z,1,REGULAR,3pt,Jump Shot,[],1628970,27.414586070959263,19.362745098039216,1610612766,2,6,2022-01-30T18:15:59Z,300000,153.0,205.0,1,left,MISS M. Bridges 25' pullup 3PT,[1628970],1610612766.0,CHA,pullup,,,Bridges,M. Bridges,,,,,25.61,Missed,,,,,,,,,,,,,,,,,,,
31,PT08M46.00S,2022-01-30T18:14:17.5Z,1,REGULAR,rebound,defensive,[],1629599,,,1610612746,2,6,2022-01-30T18:14:19Z,310000,,,0,,A. Coffey REBOUND (Off:0 Def:1),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
32,PT08M40.00S,2022-01-30T18:14:26.2Z,1,REGULAR,turnover,out-of-bounds,[],1629599,,,1610612746,2,6,2022-01-30T18:14:32Z,320000,,,0,,A. Coffey bad pass out-of-bounds TURNOVER (1 TO),[1629599],1610612746.0,LAC,bad pass,,,Coffey,A. Coffey,,,,,,,,,,,,,,,201639.0,1.0,,,,,,,,,
33,PT08M30.00S,2022-01-30T18:14:47.2Z,1,REGULAR,foul,personal,[],1629599,,,1610612766,2,6,2022-01-30T18:14:56Z,330000,,,0,,A. Coffey personal FOUL (1 PF),"[1629599, 203486]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,1199.0,,1.0,0.0,Plumlee,203486.0,,,,,
35,PT08M18.00S,2022-01-30T18:15:14.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628970,8.754927726675426,49.26470588235294,1610612766,4,6,2022-01-30T18:15:19Z,350000,4.0,30.0,1,left,M. Bridges driving finger roll Layup (4 PTS) (L. Ball 1 AST),"[1628970, 1630163]",1610612766.0,CHA,driving finger roll,,,Bridges,M. Bridges,,,,,3.0,Made,,,,,4.0,L. Ball,1630163.0,1.0,,,,,,,,,,,
37,PT08M09.00S,2022-01-30T18:15:26.7Z,1,REGULAR,foul,personal,[],1628998,,,1610612746,4,6,2022-01-30T18:15:34Z,370000,,,0,,C. Martin personal FOUL (1 PF),"[1628998, 202704]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,201639.0,,1.0,0.0,Jackson,202704.0,,,,,
39,PT08M05.00S,2022-01-30T18:15:48.3Z,1,REGULAR,2pt,Jump Shot,[],202694,89.83245729303549,17.892156862745097,1610612746,4,6,2022-01-30T18:15:53Z,390000,-161.0,43.0,1,right,MISS M. Morris Sr. 16' Jump Shot,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,16.62,Missed,,,,,,,,,,,,,,,,,,,
40,PT08M02.00S,2022-01-30T18:15:51.3Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,4,6,2022-01-30T18:15:53Z,400000,,,0,,M. Plumlee REBOUND (Off:0 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,39.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
41,PT07M48.00S,2022-01-30T18:16:05.3Z,1,REGULAR,3pt,Jump Shot,[],1628998,29.38567674113009,73.2843137254902,1610612766,7,6,2022-01-30T18:16:10Z,410000,-116.0,224.0,1,left,C. Martin 25' 3PT  (3 PTS) (M. Plumlee 1 AST),"[1628998, 203486]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,25.22,Made,,,,,3.0,M. Plumlee,203486.0,1.0,,,,,,,,,,,
43,PT07M35.00S,2022-01-30T18:16:18.7Z,1,REGULAR,3pt,Jump Shot,[],1629599,89.17542706964521,2.450980392156863,1610612746,7,9,2022-01-30T18:16:22Z,430000,-238.0,49.0,1,right,A. Coffey 24' 3PT  (5 PTS) (I. Zubac 1 AST),"[1629599, 1627826]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,24.28,Made,,,,,5.0,I. Zubac,1627826.0,1.0,,,,,,,,,,,
45,PT07M20.00S,2022-01-30T18:16:33.2Z,1,REGULAR,2pt,Hook,[],1628970,6.783837056504599,30.392156862745097,1610612766,7,9,2022-01-30T18:16:42Z,450000,98.0,11.0,1,left,MISS M. Bridges 9' Hook,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,9.86,Missed,,,,,,,,,,,,,,,,,,,
46,PT07M18.00S,2022-01-30T18:16:35.2Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,7,9,2022-01-30T18:16:42Z,460000,,,0,,T. Mann REBOUND (Off:0 Def:2),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,45.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
47,PT07M15.00S,2022-01-30T18:16:38.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202704,92.9862023653088,50.245098039215684,1610612746,7,11,2022-01-30T18:16:48Z,470000,1.0,13.0,1,right,R. Jackson running Layup (4 PTS) (T. Mann 2 AST),"[202704, 1629611]",1610612746.0,LAC,running,,,Jackson,R. Jackson,,,,,1.35,Made,,,,,4.0,T. Mann,1629611.0,2.0,,,,,,,,,,,
49,PT07M08.00S,2022-01-30T18:16:49.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,7,11,2022-01-30T18:16:49Z,490000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT06M59.00S,2022-01-30T18:20:10.5Z,1,REGULAR,3pt,Jump Shot,[],1626179,31.61957950065703,36.51960784313725,1610612766,7,11,2022-01-30T18:20:16Z,500000,67.0,245.0,1,left,MISS T. Rozier 25' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,25.38,Missed,,,,,,,,,,,,,,,,,,,
51,PT06M56.00S,2022-01-30T18:20:13.5Z,1,REGULAR,rebound,offensive,[],203486,,,1610612766,7,11,2022-01-30T18:20:43Z,510000,,,0,,M. Plumlee REBOUND (Off:1 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,50.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
54,PT06M55.00S,2022-01-30T18:20:19.9Z,1,REGULAR,foul,personal,[],202704,,,1610612766,7,11,2022-01-30T18:20:28Z,540000,,,0,,R. Jackson personal FOUL (1 PF),"[202704, 1628970]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,201639.0,,1.0,0.0,Bridges,1628970.0,,,,,
56,PT06M48.00S,2022-01-30T18:20:42.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628970,12.565703022339028,53.431372549019606,1610612766,7,11,2022-01-30T18:23:29Z,560000,-17.0,66.0,1,left,MISS M. Bridges 6' floating Shot,[1628970],1610612766.0,CHA,floating,,,Bridges,M. Bridges,,,,,6.78,Missed,,,,,,,,,,,,,,,,,,,
57,PT06M48.00S,2022-01-30T18:20:42.7Z,1,REGULAR,rebound,offensive,[],203486,,,1610612766,7,11,2022-01-30T18:20:47Z,570000,,,0,,M. Plumlee REBOUND (Off:2 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,56.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
58,PT06M46.00S,2022-01-30T18:20:47.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,7,11,2022-01-30T18:20:47Z,580000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M38.00S,2022-01-30T18:21:14.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630163,9.806176084099869,95.58823529411765,1610612766,10,11,2022-01-30T18:21:17Z,590000,-228.0,40.0,1,left,L. Ball 3PT  (3 PTS) (C. Martin 1 AST),"[1630163, 1628998]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,23.13,Made,,,,,3.0,C. Martin,1628998.0,1.0,,,,,,,,,,,
61,PT06M18.00S,2022-01-30T18:21:33.9Z,1,REGULAR,3pt,Jump Shot,[],202704,89.43823915900131,2.2058823529411766,1610612746,10,11,2022-01-30T18:21:38Z,610000,-239.0,47.0,1,right,MISS R. Jackson 24' 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,24.35,Missed,,,,,,,,,,,,,,,,,,,
62,PT06M15.00S,2022-01-30T18:21:36.9Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,10,11,2022-01-30T18:21:38Z,620000,,,0,,M. Plumlee REBOUND (Off:2 Def:3),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,61.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
63,PT06M10.00S,2022-01-30T18:21:42.2Z,1,REGULAR,turnover,bad pass,[],203486,,,1610612766,10,11,2022-01-30T18:21:46Z,630000,,,0,,M. Plumlee bad pass TURNOVER (1 TO),"[203486, 202694]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,1.0,,,,,Morris Sr.,202694.0,,,
64,PT06M10.00S,2022-01-30T18:21:42.2Z,1,REGULAR,steal,,[],202694,,,1610612746,10,11,2022-01-30T18:21:44Z,640000,,,0,,M. Morris Sr. STEAL (1 STL),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M00.00S,2022-01-30T18:21:52.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202694,84.57621550591328,43.627450980392155,1610612746,10,13,2022-01-30T18:21:57Z,650000,-32.0,92.0,1,right,M. Morris Sr. 9' turnaround Jump Shot (2 PTS),[202694],1610612746.0,LAC,turnaround,,,Morris Sr.,M. Morris Sr.,,,,,9.78,Made,,,,,2.0,,,,,,,,,,,,,,
66,PT05M44.00S,2022-01-30T18:22:07.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,9.937582128777924,49.26470588235294,1610612766,12,13,2022-01-30T18:25:20Z,660000,4.0,41.0,1,left,L. Ball driving floating Jump Shot (5 PTS) (T. Rozier 1 AST),"[1630163, 1626179]",1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,4.11,Made,,,,,5.0,T. Rozier,1626179.0,1.0,,,,,,,,,,,
68,PT05M25.00S,2022-01-30T18:22:27.6Z,1,REGULAR,3pt,Jump Shot,[],1629599,92.06636005256242,96.81372549019608,1610612746,12,13,2022-01-30T18:22:34Z,680000,234.0,22.0,1,right,MISS A. Coffey 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,23.51,Missed,,,,,,,,,,,,,,,,,,,
69,PT05M22.00S,2022-01-30T18:22:30.0Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,12,13,2022-01-30T18:22:30Z,690000,,,0,,I. Zubac REBOUND (Off:1 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,68.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
70,PT05M18.00S,2022-01-30T18:22:33.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629611,92.59198423127464,50.98039215686274,1610612746,12,15,2022-01-30T18:22:41Z,700000,5.0,17.0,1,right,T. Mann cutting finger roll Layup (2 PTS) (I. Zubac 2 AST),"[1629611, 1627826]",1610612746.0,LAC,cutting finger roll,,,Mann,T. Mann,,,,,1.78,Made,,,,,2.0,I. Zubac,1627826.0,2.0,,,,,,,,,,,
72,PT05M08.00S,2022-01-30T18:22:46.9Z,1,REGULAR,foul,personal,['2freethrow'],1627826,,,1610612766,12,15,2022-01-30T18:22:58Z,720000,,,0,,I. Zubac shooting personal FOUL (1 PF) (Plumlee 2 FT),"[1627826, 203486]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,,,,,,,,,,,1628954.0,,1.0,0.0,Plumlee,203486.0,,,,,
74,PT05M08.00S,2022-01-30T18:23:20.3Z,1,REGULAR,freethrow,1 of 2,[],203486,,,1610612766,12,15,2022-01-30T18:23:20Z,740000,,,0,,MISS M. Plumlee Free Throw 1 of 2,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,Missed,,,,,,,,,,,,,,,,,,,
75,PT05M08.00S,2022-01-30T18:23:20.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,12,15,2022-01-30T18:23:20Z,750000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,
76,PT05M08.00S,2022-01-30T18:23:21.2Z,1,REGULAR,substitution,out,[],1628998,,,1610612766,12,15,2022-01-30T18:23:28Z,760000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M08.00S,2022-01-30T18:23:21.2Z,1,REGULAR,substitution,out,[],1627826,,,1610612766,12,15,2022-01-30T18:23:28Z,770000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M08.00S,2022-01-30T18:23:21.2Z,1,REGULAR,substitution,in,[],1630547,,,1610612766,12,15,2022-01-30T18:23:28Z,780000,,,0,,SUB in: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M08.00S,2022-01-30T18:23:21.2Z,1,REGULAR,substitution,in,[],1628392,,,1610612766,12,15,2022-01-30T18:23:28Z,790000,,,0,,SUB in: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M08.00S,2022-01-30T18:23:20.3Z,1,REGULAR,freethrow,2 of 2,[],203486,,,1610612766,12,15,2022-01-30T18:23:55Z,800000,,,0,,MISS M. Plumlee Free Throw 2 of 2,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,Missed,,,,,,,,,,,,,,,,,,,
81,PT05M05.00S,2022-01-30T18:23:23.3Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612746,12,15,2022-01-30T18:23:55Z,810000,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
82,PT04M57.00S,2022-01-30T18:23:56.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,88.51839684625493,53.92156862745098,1610612746,12,17,2022-01-30T18:26:42Z,820000,20.0,55.0,1,right,R. Jackson floating Jump Shot (6 PTS),[202704],1610612746.0,LAC,floating,,,Jackson,R. Jackson,,,,,5.88,Made,,,,,6.0,,,,,,,,,,,,,,
83,PT04M40.00S,2022-01-30T18:24:17.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630547,6.652431011826544,48.77450980392157,1610612766,14,17,2022-01-30T18:24:36Z,830000,6.0,10.0,1,left,J. Bouknight driving bank Jump Shot (2 PTS) (L. Ball 2 AST),"[1630547, 1630163]",1610612766.0,CHA,driving bank,,,Bouknight,J. Bouknight,,,,,1.17,Made,,,,,2.0,L. Ball,1630163.0,2.0,,,,,,,,,,,
85,PT04M40.00S,2022-01-30T18:24:19.3Z,1,REGULAR,foul,personal,['1freethrow'],1629611,,,1610612766,14,17,2022-01-30T18:24:42Z,850000,,,0,,T. Mann shooting personal FOUL (1 PF) (Bouknight 1 FT),"[1629611, 1630547]",1610612746.0,LAC,shooting,,,Mann,T. Mann,,,,,,,,,,,,,,,201639.0,,1.0,0.0,Bouknight,1630547.0,,,,,
87,PT04M40.00S,2022-01-30T18:24:37.2Z,1,REGULAR,substitution,out,[],1629611,,,1610612766,14,17,2022-01-30T18:24:50Z,870000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M40.00S,2022-01-30T18:24:37.2Z,1,REGULAR,substitution,in,[],1628379,,,1610612766,14,17,2022-01-30T18:24:50Z,880000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M40.00S,2022-01-30T18:24:49.9Z,1,REGULAR,freethrow,1 of 1,[],1630547,,,1610612766,14,17,2022-01-30T18:24:52Z,890000,,,0,,MISS J. Bouknight Free Throw 1 of 1,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,Missed,,,,,,,,,,,,,,,,,,,
90,PT04M38.00S,2022-01-30T18:24:51.9Z,1,REGULAR,rebound,defensive,[],1629599,,,1610612746,14,17,2022-01-30T18:24:52Z,900000,,,0,,A. Coffey REBOUND (Off:0 Def:2),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,89.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
91,PT04M21.00S,2022-01-30T18:25:07.4Z,1,REGULAR,3pt,Jump Shot,[],202694,66.5735873850197,33.088235294117645,1610612746,14,17,2022-01-30T18:25:11Z,910000,-85.0,262.0,1,right,MISS M. Morris Sr. 27' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,27.5,Missed,,,,,,,,,,,,,,,,,,,
92,PT04M19.00S,2022-01-30T18:25:09.4Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,14,17,2022-01-30T18:25:11Z,920000,,,0,,T. Rozier REBOUND (Off:0 Def:2),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,91.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
