actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
556,PT09M15.00S,2021-11-01T00:55:08.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,100,95,2021-11-01T00:55:08Z,5450000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT09M15.00S,2021-11-01T00:55:10.8Z,4,REGULAR,substitution,out,[],1629014,,,1610612766,100,95,2021-11-01T00:55:14Z,5460000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,
558,PT09M15.00S,2021-11-01T00:55:10.8Z,4,REGULAR,substitution,in,[],203081,,,1610612766,100,95,2021-11-01T00:55:14Z,5470000,,,0,,SUB in: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,
559,PT09M12.00S,2021-11-01T00:55:26.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,7.835085413929041,50.49019607843137,1610612766,100,95,2021-11-01T00:55:40Z,5480000,-2.0,21.0,1,left,MISS M. Bridges driving floating bank Shot,[1628970],1610612766.0,CHA,driving floating bank,,,Bridges,M. Bridges,,,,,2.12,Missed,,,,,,,,,,,,,,,,,,
560,PT09M12.00S,2021-11-01T00:55:26.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612757,100,95,2021-11-01T00:55:40Z,5490000,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,559.0,,,,,,,,,,,,,,,,,
561,PT09M12.00S,2021-11-01T00:55:35.5Z,4,REGULAR,foul,personal,[],203486,,,1610612757,100,95,2021-11-01T00:55:54Z,5500000,,,0,,M. Plumlee loose ball personal FOUL (2 PF),"[203486, 203994]",1610612766.0,CHA,loose ball,,,Plumlee,M. Plumlee,,,,,,,,,,,,203592.0,2.0,0.0,Nurkic,203994.0,,,,,,,,
563,PT08M53.00S,2021-11-01T00:56:09.8Z,4,REGULAR,3pt,Jump Shot,[],203081,68.80749014454665,67.64705882352942,1610612757,100,95,2021-11-01T00:56:17Z,5520000,88.0,241.0,1,right,MISS D. Lillard 25' 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,25.64,Missed,,,,,,,,,,,,,,,,,,
564,PT08M49.00S,2021-11-01T00:56:13.8Z,4,REGULAR,rebound,offensive,[],203496,,,1610612757,100,95,2021-11-01T00:56:17Z,5530000,,,0,,R. Covington REBOUND (Off:1 Def:3),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,563.0,,,,,,,,,,,4.0,3.0,1.0,,,,
565,PT08M47.00S,2021-11-01T00:56:16.4Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],203468,75.24638633377135,48.529411764705884,1610612757,100,95,2021-11-01T01:28:38Z,5540000,-7.0,180.0,1,right,MISS C. McCollum 18' pullup Shot,[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,18.04,Missed,,,,,,,,,,,,,,,,,,
566,PT08M44.00S,2021-11-01T00:56:19.4Z,4,REGULAR,rebound,defensive,[],203486,,,1610612766,100,95,2021-11-01T00:56:21Z,5550000,,,0,,M. Plumlee REBOUND (Off:3 Def:3),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,565.0,,,,,,,,,,,6.0,3.0,3.0,,,,
567,PT08M37.00S,2021-11-01T00:56:26.3Z,4,REGULAR,3pt,Jump Shot,[],1626162,31.225361366622867,69.11764705882352,1610612766,103,95,2021-11-01T00:56:34Z,5560000,-96.0,241.0,1,left,K. Oubre Jr. 25' 3PT  (21 PTS) (I. Smith 5 AST),"[1626162, 202397]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,25.93,Made,,21.0,I. Smith,202397.0,5.0,,,,,,,,,,,,,
569,PT08M27.00S,2021-11-01T00:56:40.7Z,4,REGULAR,foul,personal,[],203486,,,1610612757,103,95,2021-11-01T00:56:50Z,5580000,,,0,,M. Plumlee personal FOUL (3 PF),"[203486, 203081]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,203592.0,3.0,0.0,Lillard,203081.0,,,,,,,,
571,PT08M27.00S,2021-11-01T00:56:47.7Z,4,REGULAR,substitution,out,[],202397,,,1610612757,103,95,2021-11-01T00:57:00Z,5600000,,,0,,SUB out: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
572,PT08M27.00S,2021-11-01T00:56:47.7Z,4,REGULAR,substitution,out,[],202330,,,1610612757,103,95,2021-11-01T00:57:00Z,5610000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
573,PT08M27.00S,2021-11-01T00:56:47.7Z,4,REGULAR,substitution,in,[],1630163,,,1610612757,103,95,2021-11-01T00:57:00Z,5620000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
574,PT08M27.00S,2021-11-01T00:56:47.7Z,4,REGULAR,substitution,in,[],1626179,,,1610612757,103,95,2021-11-01T00:57:00Z,5630000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
575,PT08M21.00S,2021-11-01T00:57:06.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203994,92.85479632063075,49.01960784313725,1610612757,103,97,2021-11-01T00:57:13Z,5640000,-5.0,15.0,1,right,J. Nurkic Layup (13 PTS) (N. Powell 5 AST),"[203994, 1626181]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,1.55,Made,,13.0,N. Powell,1626181.0,5.0,,,,,,,,,,,,,
577,PT08M03.00S,2021-11-01T00:57:24.3Z,4,REGULAR,3pt,Jump Shot,[],1628970,25.837713534822605,14.950980392156863,1610612766,103,97,2021-11-01T00:57:29Z,5660000,175.0,190.0,1,left,MISS M. Bridges 25' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,25.87,Missed,,,,,,,,,,,,,,,,,,
578,PT08M01.00S,2021-11-01T00:57:26.3Z,4,REGULAR,rebound,defensive,[],203994,,,1610612757,103,97,2021-11-01T00:57:29Z,5670000,,,0,,J. Nurkic REBOUND (Off:5 Def:9),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,577.0,,,,,,,,,,,14.0,9.0,5.0,,,,
579,PT07M52.00S,2021-11-01T00:57:35.9Z,4,REGULAR,3pt,Jump Shot,[],203496,74.06373193166885,12.5,1610612757,103,97,2021-11-01T00:57:40Z,5680000,-188.0,191.0,1,right,MISS R. Covington 26' 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,26.79,Missed,,,,,,,,,,,,,,,,,,
580,PT07M49.00S,2021-11-01T00:57:38.9Z,4,REGULAR,rebound,defensive,[],1630163,,,1610612766,103,97,2021-11-01T00:57:40Z,5690000,,,0,,L. Ball REBOUND (Off:1 Def:5),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,579.0,,,,,,,,,,,6.0,5.0,1.0,,,,
581,PT07M37.00S,2021-11-01T00:57:50.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,15.456636005256241,63.48039215686274,1610612766,105,97,2021-11-01T00:57:54Z,5700000,-67.0,93.0,1,left,L. Ball 11' floating Jump Shot (23 PTS),[1630163],1610612766.0,CHA,floating,,,Ball,L. Ball,,,,,11.47,Made,,23.0,,,,,,,,,,,,,,,,
582,PT07M25.00S,2021-11-01T00:58:02.9Z,4,REGULAR,3pt,Jump Shot,[],203081,72.61826544021025,11.27450980392157,1610612757,105,97,2021-11-01T00:58:07Z,5710000,-194.0,205.0,1,right,MISS D. Lillard 28' 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,28.19,Missed,,,,,,,,,,,,,,,,,,
583,PT07M21.00S,2021-11-01T00:58:06.9Z,4,REGULAR,rebound,defensive,[],1630163,,,1610612766,105,97,2021-11-01T00:58:07Z,5720000,,,0,,L. Ball REBOUND (Off:1 Def:6),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,582.0,,,,,,,,,,,7.0,6.0,1.0,,,,
584,PT07M06.00S,2021-11-01T00:58:21.1Z,4,REGULAR,3pt,Jump Shot,[],1626179,5.732588699080158,96.32352941176471,1610612766,105,97,2021-11-01T00:58:27Z,5730000,-232.0,1.0,1,left,MISS T. Rozier 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,23.16,Missed,,,,,,,,,,,,,,,,,,
585,PT07M03.00S,2021-11-01T00:58:24.1Z,4,REGULAR,rebound,offensive,[],1626162,,,1610612766,105,97,2021-11-01T00:58:27Z,5740000,,,0,,K. Oubre Jr. REBOUND (Off:3 Def:2),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,584.0,,,,,,,,,,,5.0,2.0,3.0,,,,
586,PT07M02.00S,2021-11-01T00:58:25.0Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1626162,5.732588699080158,51.470588235294116,1610612766,107,97,2021-11-01T00:58:36Z,5750000,-7.0,1.0,1,left,K. Oubre Jr. putback DUNK (23 PTS),[1626162],1610612766.0,CHA,putback,,,Oubre Jr.,K. Oubre Jr.,,,,,0.75,Made,,23.0,,,,,,,,,,,,,,,,
587,PT06M47.00S,2021-11-01T00:58:40.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203081,91.5407358738502,52.20588235294118,1610612757,107,97,2021-11-01T00:58:50Z,5760000,11.0,27.0,1,right,MISS D. Lillard driving finger roll Layup - blocked,"[203081, 1628970]",1610612757.0,POR,driving finger roll,,,Lillard,D. Lillard,,,,,2.92,Missed,,,,,,,,,,,,,,,,,Bridges,1628970.0
588,PT06M47.00S,2021-11-01T00:58:40.2Z,4,REGULAR,block,,[],1628970,,,1610612757,107,97,2021-11-01T00:58:42Z,5770000,,,0,,M. Bridges BLOCK (1 BLK),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
589,PT06M45.00S,2021-11-01T00:58:42.2Z,4,REGULAR,rebound,defensive,[],1626162,,,1610612766,107,97,2021-11-01T00:58:50Z,5780000,,,0,,K. Oubre Jr. REBOUND (Off:3 Def:3),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,587.0,,,,,,,,,,,6.0,3.0,3.0,,,,
590,PT06M44.00S,2021-11-01T00:58:46.6Z,4,REGULAR,turnover,palming,[],1630163,,,1610612766,107,97,2021-11-01T00:59:11Z,5790000,,,0,,L. Ball palming TURNOVER (1 TO),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,203592.0,,,,,1.0,,,,,,,
591,PT06M44.00S,2021-11-01T00:58:49.6Z,4,REGULAR,substitution,out,[],203994,,,1610612757,107,97,2021-11-01T00:58:58Z,5800000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,
592,PT06M44.00S,2021-11-01T00:58:49.6Z,4,REGULAR,substitution,in,[],203469,,,1610612757,107,97,2021-11-01T00:58:58Z,5810000,,,0,,SUB in: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,
593,PT06M23.00S,2021-11-01T00:59:34.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203468,89.56964520367937,54.166666666666664,1610612757,107,99,2021-11-01T00:59:39Z,5820000,21.0,46.0,1,right,C. McCollum driving Layup (19 PTS),[203468],1610612757.0,POR,driving,,,McCollum,C. McCollum,,,,,5.0,Made,,19.0,,,,,,,,,,,,,,,,
594,PT06M06.00S,2021-11-01T00:59:54.2Z,4,REGULAR,foul,personal,[],203468,,,1610612766,107,99,2021-11-01T01:00:24Z,5830000,,,0,,C. McCollum personal FOUL (3 PF),"[203468, 203486]",1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,203592.0,3.0,0.0,Plumlee,203486.0,,,,,,,,
596,PT06M06.00S,2021-11-01T01:00:05.2Z,4,REGULAR,substitution,out,[],203486,,,1610612766,107,99,2021-11-01T01:00:08Z,5850000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
597,PT06M06.00S,2021-11-01T01:00:05.2Z,4,REGULAR,substitution,in,[],1629023,,,1610612766,107,99,2021-11-01T01:00:08Z,5860000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
598,PT05M57.00S,2021-11-01T01:00:24.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629023,7.835085413929041,50.0,1610612766,109,99,2021-11-01T01:28:49Z,5870000,0.0,21.0,1,left,P. Washington DUNK (13 PTS) (T. Rozier 5 AST),"[1629023, 1626179]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,2.11,Made,,13.0,T. Rozier,1626179.0,5.0,,,,,,,,,,,,,
600,PT05M50.00S,2021-11-01T01:00:34.3Z,4,REGULAR,foul,personal,[],1629023,,,1610612757,109,99,2021-11-01T01:00:49Z,5890000,,,0,,P. Washington personal FOUL (2 PF),"[1629023, 1626181]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,203592.0,2.0,0.0,Powell,1626181.0,,,,,,,,
602,PT05M43.00S,2021-11-01T01:00:55.3Z,4,REGULAR,3pt,Jump Shot,[],203468,68.67608409986859,29.65686274509804,1610612757,109,102,2021-11-01T01:00:59Z,5910000,-102.0,242.0,1,right,C. McCollum 26' 3PT  (22 PTS),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,26.24,Made,,22.0,,,,,,,,,,,,,,,,
603,PT05M26.00S,2021-11-01T01:01:13.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,6.521024967148489,52.20588235294118,1610612766,111,102,2021-11-01T01:01:17Z,5920000,-11.0,9.0,1,left,M. Bridges reverse Layup (16 PTS) (P. Washington 3 AST),"[1628970, 1629023]",1610612766.0,CHA,reverse,,,Bridges,M. Bridges,,,,,1.41,Made,,16.0,P. Washington,1629023.0,3.0,,,,,,,,,,,,,
605,PT05M03.00S,2021-11-01T01:01:35.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,91.67214191852825,38.48039215686275,1610612757,111,102,2021-11-01T01:01:43Z,5940000,-58.0,26.0,1,right,MISS C. McCollum 6' floating Shot - blocked,"[203468, 1629023]",1610612757.0,POR,floating,,,McCollum,C. McCollum,,,,,6.31,Missed,,,,,,,,,,,,,,,,,Washington,1629023.0
678,PT05M03.00S,2021-11-01T01:01:35.6Z,4,REGULAR,block,,[],1629023,,,1610612757,111,102,2021-11-01T01:17:33Z,5945000,,,0,,P. Washington BLOCK (1 BLK),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
606,PT05M01.00S,2021-11-01T01:01:37.6Z,4,REGULAR,rebound,defensive,[],1629023,,,1610612766,111,102,2021-11-01T01:01:43Z,5950000,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,605.0,,,,,,,,,,,1.0,1.0,0.0,,,,
607,PT04M55.00S,2021-11-01T01:01:46.5Z,4,REGULAR,foul,personal,['2freethrow'],203081,,,1610612766,111,102,2021-11-01T01:01:55Z,5960000,,,0,,D. Lillard shooting personal FOUL (3 PF) (Bridges 2 FT),"[203081, 1628970]",1610612757.0,POR,shooting,,,Lillard,D. Lillard,,,,,,,,,,,,203592.0,3.0,0.0,Bridges,1628970.0,,,,,,,,
609,PT04M55.00S,2021-11-01T01:02:11.0Z,4,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,112,102,2021-11-01T01:02:39Z,5980000,,,0,,M. Bridges Free Throw 1 of 2 (17 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,,17.0,,,,,,,,,,,,,,,,
610,PT04M55.00S,2021-11-01T01:02:22.6Z,4,REGULAR,substitution,out,[],203496,,,1610612766,112,102,2021-11-01T01:02:26Z,5990000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,
611,PT04M55.00S,2021-11-01T01:02:22.6Z,4,REGULAR,substitution,in,[],1629642,,,1610612766,112,102,2021-11-01T01:02:26Z,6000000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,
612,PT04M55.00S,2021-11-01T01:02:11.0Z,4,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,112,102,2021-11-01T01:02:39Z,6010000,,,0,,MISS M. Bridges Free Throw 2 of 2,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Missed,,,,,,,,,,,,,,,,,,
613,PT04M53.00S,2021-11-01T01:02:13.0Z,4,REGULAR,rebound,defensive,[],203469,,,1610612757,112,102,2021-11-01T01:02:39Z,6020000,,,0,,C. Zeller REBOUND (Off:2 Def:4),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,612.0,,,,,,,,,,,6.0,4.0,2.0,,,,
614,PT04M44.00S,2021-11-01T01:02:46.1Z,4,REGULAR,3pt,Jump Shot,[],1626181,94.03745072273325,96.81372549019608,1610612757,112,102,2021-11-01T01:02:51Z,6030000,234.0,4.0,1,right,MISS N. Powell 3PT,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,23.41,Missed,,,,,,,,,,,,,,,,,,
615,PT04M39.00S,2021-11-01T01:02:50.6Z,4,REGULAR,rebound,offensive,[],1629642,,,1610612757,112,102,2021-11-01T01:02:50Z,6040000,,,0,,N. Little REBOUND (Off:2 Def:2),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,614.0,,,,,,,,,,,4.0,2.0,2.0,,,,
616,PT04M28.00S,2021-11-01T01:03:01.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629642,95.3515111695138,4.901960784313726,1610612757,112,105,2021-11-01T01:03:06Z,6050000,-225.0,-9.0,1,right,N. Little 3PT  (8 PTS) (C. McCollum 6 AST),"[1629642, 203468]",1610612757.0,POR,,,,Little,N. Little,,,,,22.57,Made,,8.0,C. McCollum,203468.0,6.0,,,,,,,,,,,,,
618,PT04M12.00S,2021-11-01T01:03:18.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,9.937582128777924,45.588235294117645,1610612766,114,105,2021-11-01T01:29:01Z,6070000,22.0,41.0,1,left,L. Ball driving floating Jump Shot (25 PTS),[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,4.65,Made,,25.0,,,,,,,,,,,,,,,,
619,PT04M12.00S,2021-11-01T01:03:25.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,114,105,2021-11-01T01:03:25Z,6080000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT04M12.00S,2021-11-01T01:04:39.4Z,4,REGULAR,substitution,out,[],203469,,,1610612757,114,105,2021-11-01T01:06:18Z,6090000,,,0,,SUB out: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,
622,PT04M12.00S,2021-11-01T01:04:39.4Z,4,REGULAR,substitution,in,[],1626204,,,1610612757,114,105,2021-11-01T01:06:18Z,6100000,,,0,,SUB in: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,
623,PT03M52.00S,2021-11-01T01:06:38.5Z,4,REGULAR,3pt,Jump Shot,[],203081,67.36202365308804,55.14705882352941,1610612757,114,108,2021-11-01T01:06:44Z,6110000,26.0,254.0,1,right,D. Lillard 25' 3PT  (14 PTS) (C. McCollum 7 AST),"[203081, 203468]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,25.56,Made,,14.0,C. McCollum,203468.0,7.0,,,,,,,,,,,,,
625,PT03M23.00S,2021-11-01T01:07:07.7Z,4,REGULAR,2pt,Jump Shot,[],1626179,18.478975032851512,33.82352941176471,1610612766,114,108,2021-11-01T01:07:14Z,6130000,81.0,121.0,1,left,MISS T. Rozier 14' turnaround fadeaway Shot,[1626179],1610612766.0,CHA,turnaround fadeaway,,,Rozier,T. Rozier,,,,,14.57,Missed,,,,,,,,,,,,,,,,,,
626,PT03M20.00S,2021-11-01T01:07:10.7Z,4,REGULAR,rebound,defensive,[],1629642,,,1610612757,114,108,2021-11-01T01:07:14Z,6140000,,,0,,N. Little REBOUND (Off:2 Def:3),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,625.0,,,,,,,,,,,5.0,3.0,2.0,,,,
627,PT03M08.00S,2021-11-01T01:07:22.4Z,4,REGULAR,3pt,Jump Shot,[],203081,73.27529566360053,84.80392156862744,1610612757,114,108,2021-11-01T01:07:31Z,6150000,174.0,199.0,1,right,MISS D. Lillard 26' fadeaway 3PT,[203081],1610612757.0,POR,fadeaway,,,Lillard,D. Lillard,,,,,26.41,Missed,,,,,,,,,,,,,,,,,,
628,PT03M06.00S,2021-11-01T01:07:24.4Z,4,REGULAR,rebound,defensive,[],1629023,,,1610612766,114,108,2021-11-01T01:07:31Z,6160000,,,0,,P. Washington REBOUND (Off:0 Def:2),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,627.0,,,,,,,,,,,2.0,2.0,0.0,,,,
629,PT02M54.00S,2021-11-01T01:07:36.4Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629023,7.440867279894875,51.470588235294116,1610612766,116,108,2021-11-01T01:07:41Z,6170000,-7.0,17.0,1,left,P. Washington turnaround Hook (15 PTS) (L. Ball 6 AST),"[1629023, 1630163]",1610612766.0,CHA,turnaround,,,Washington,P. Washington,,,,,1.89,Made,,15.0,L. Ball,1630163.0,6.0,,,,,,,,,,,,,
631,PT02M39.00S,2021-11-01T01:07:52.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,87.86136662286465,48.28431372549019,1610612757,116,108,2021-11-01T01:29:14Z,6190000,-9.0,62.0,1,right,MISS C. McCollum 6' driving floating Shot,[203468],1610612757.0,POR,driving floating,,,McCollum,C. McCollum,,,,,6.22,Missed,,,,,,,,,,,,,,,,,,
632,PT02M36.00S,2021-11-01T01:07:55.2Z,4,REGULAR,rebound,defensive,[],1630163,,,1610612766,116,108,2021-11-01T01:29:14Z,6200000,,,0,,L. Ball REBOUND (Off:1 Def:7),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,631.0,,,,,,,,,,,8.0,7.0,1.0,,,,
633,PT02M32.00S,2021-11-01T01:07:58.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1626162,30.962549277266753,27.941176470588236,1610612766,119,108,2021-11-01T01:29:25Z,6210000,110.0,239.0,1,left,K. Oubre Jr. 26' 3PT running (26 PTS) (L. Ball 7 AST),"[1626162, 1630163]",1610612766.0,CHA,running,,,Oubre Jr.,K. Oubre Jr.,,,,,26.28,Made,,26.0,L. Ball,1630163.0,7.0,,,,,,,,,,,,,
635,PT02M21.00S,2021-11-01T01:08:09.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,92.06636005256242,52.450980392156865,1610612757,119,108,2021-11-01T01:08:16Z,6230000,12.0,22.0,1,right,MISS N. Powell reverse Layup,[1626181],1610612757.0,POR,reverse,,,Powell,N. Powell,,,,,2.53,Missed,,,,,,,,,,,,,,,,,,
636,PT02M19.00S,2021-11-01T01:08:11.7Z,4,REGULAR,rebound,defensive,[],1626162,,,1610612766,119,108,2021-11-01T01:08:16Z,6240000,,,0,,K. Oubre Jr. REBOUND (Off:3 Def:4),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,635.0,,,,,,,,,,,7.0,4.0,3.0,,,,
637,PT02M14.00S,2021-11-01T01:08:19.3Z,4,REGULAR,foul,personal,['2freethrow'],1626204,,,1610612766,119,108,2021-11-01T01:29:38Z,6250000,,,0,,L. Nance Jr. shooting personal FOUL (3 PF) (Bridges 2 FT),"[1626204, 1628970]",1610612757.0,POR,shooting,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,1627519.0,3.0,0.0,Bridges,1628970.0,,,,,,,,
639,PT02M14.00S,2021-11-01T01:08:43.0Z,4,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,120,108,2021-11-01T01:08:43Z,6270000,,,0,,M. Bridges Free Throw 1 of 2 (18 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,,18.0,,,,,,,,,,,,,,,,
640,PT02M14.00S,2021-11-01T01:08:55.0Z,4,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,121,108,2021-11-01T01:08:55Z,6280000,,,0,,M. Bridges Free Throw 2 of 2 (19 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,,19.0,,,,,,,,,,,,,,,,
641,PT02M09.00S,2021-11-01T01:09:04.6Z,4,REGULAR,3pt,Jump Shot,[],203081,66.5735873850197,46.07843137254902,1610612757,121,108,2021-11-01T01:09:09Z,6290000,-20.0,262.0,1,right,MISS D. Lillard 26' 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,26.24,Missed,,,,,,,,,,,,,,,,,,
642,PT02M06.00S,2021-11-01T01:09:07.5Z,4,REGULAR,rebound,offensive,[],1629642,,,1610612757,121,108,2021-11-01T01:09:07Z,6300000,,,0,,N. Little REBOUND (Off:3 Def:3),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,641.0,,,,,,,,,,,6.0,3.0,3.0,,,,
643,PT02M00.00S,2021-11-01T01:09:14.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626204,93.38042049934296,49.26470588235294,1610612757,121,110,2021-11-01T01:09:18Z,6310000,-4.0,10.0,1,right,L. Nance Jr. reverse Layup (8 PTS) (C. McCollum 8 AST),"[1626204, 203468]",1610612757.0,POR,reverse,,,Nance Jr.,L. Nance Jr.,,,,,1.04,Made,,8.0,C. McCollum,203468.0,8.0,,,,,,,,,,,,,
645,PT01M41.00S,2021-11-01T01:09:35.6Z,4,REGULAR,3pt,Jump Shot,[],1626162,6.258212877792378,98.0392156862745,1610612766,121,110,2021-11-01T01:09:39Z,6330000,-240.0,6.0,1,left,MISS K. Oubre Jr. 24' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,24.03,Missed,,,,,,,,,,,,,,,,,,
