actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
449,PT04M35.00S,2022-03-06T01:33:03.3Z,3,REGULAR,freethrow,1 of 2,[],1626149,,,1610612766,85,85,2022-03-06T01:33:03Z,4440000,,,0,,MISS M. Harrell Free Throw 1 of 2,[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,,,Missed,,,,,,,,,,,,,,,,,
450,PT04M35.00S,2022-03-06T01:33:03.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,85,85,2022-03-06T01:33:03Z,4450000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,449.0,,,,,,,,,,,,,,,,
451,PT04M35.00S,2022-03-06T01:33:23.8Z,3,REGULAR,freethrow,2 of 2,[],1626149,,,1610612766,86,85,2022-03-06T01:33:23Z,4460000,,,0,,M. Harrell Free Throw 2 of 2 (13 PTS),[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,,,Made,,,,,,,,,13.0,,,,,,,,
452,PT04M19.00S,2022-03-06T01:33:44.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626162,,,1610612759,86,85,2022-03-06T01:33:54Z,4470000,,,0,,K. Oubre Jr. personal FOUL (2 PF) (Jones 2 FT),"[1626162, 1630200]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,1363.0,,,,,,,,2.0,0.0,Jones,1630200.0,,,,,,,,,
454,PT04M19.00S,2022-03-06T01:34:17.9Z,3,REGULAR,freethrow,1 of 2,[],1630200,,,1610612759,86,86,2022-03-06T01:34:17Z,4490000,,,0,,T. Jones Free Throw 1 of 2 (3 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,Made,,,,,,,,,3.0,,,,,,,,
455,PT04M19.00S,2022-03-06T01:34:32.5Z,3,REGULAR,freethrow,2 of 2,[],1630200,,,1610612759,86,87,2022-03-06T01:34:32Z,4500000,,,0,,T. Jones Free Throw 2 of 2 (4 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,Made,,,,,,,,,4.0,,,,,,,,
456,PT03M54.00S,2022-03-06T01:35:01.0Z,3,REGULAR,2pt,Jump Shot,[],1628970,21.23850197109067,63.970588235294116,1610612766,86,87,2022-03-06T01:35:05Z,4510000,-70.0,147.0,1,left,MISS M. Bridges 16' step back Shot,[1628970],1610612766.0,CHA,step back,,,Bridges,M. Bridges,,,,,,,16.29,Missed,,,,,,,,,,,,,,,,,
457,PT03M51.00S,2022-03-06T01:35:03.8Z,3,REGULAR,rebound,defensive,[],1628380,,,1610612759,86,87,2022-03-06T01:35:03Z,4520000,,,0,,Z. Collins REBOUND (Off:1 Def:6),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,456.0,7.0,6.0,1.0,,,,,,,,,,,,,
458,PT03M34.00S,2022-03-06T01:35:20.3Z,3,REGULAR,3pt,Jump Shot,[],1629640,72.88107752956637,14.215686274509803,1610612759,86,87,2022-03-06T01:35:25Z,4530000,-179.0,202.0,1,right,MISS K. Johnson 27' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,27.01,Missed,,,,,,,,,,,,,,,,,
459,PT03M31.00S,2022-03-06T01:35:23.3Z,3,REGULAR,rebound,offensive,[],1628380,,,1610612759,86,87,2022-03-06T01:35:25Z,4540000,,,0,,Z. Collins REBOUND (Off:2 Def:6),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,458.0,8.0,6.0,2.0,,,,,,,,,,,,,
460,PT03M29.00S,2022-03-06T01:35:26.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630200,81.68528252299606,51.71568627450981,1610612759,86,87,2022-03-06T01:38:20Z,4550000,9.0,120.0,1,right,MISS T. Jones 12' driving floating Shot,[1630200],1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,,,12.0,Missed,,,,,,,,,,,,,,,,,
461,PT03M26.00S,2022-03-06T01:35:29.2Z,3,REGULAR,rebound,offensive,[],1629640,,,1610612759,86,87,2022-03-06T01:35:30Z,4560000,,,0,,K. Johnson REBOUND (Off:3 Def:5),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,460.0,8.0,5.0,3.0,,,,,,,,,,,,,
462,PT03M26.00S,2022-03-06T01:35:29.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629640,94.43166885676742,52.20588235294118,1610612759,86,89,2022-03-06T01:38:32Z,4570000,11.0,0.0,1,right,K. Johnson putback Layup (30 PTS),[1629640],1610612759.0,SAS,putback,,,Johnson,K. Johnson,,,,,,,1.1,Made,,,,,,,,,30.0,,,,,,,,
463,PT03M26.00S,2022-03-06T01:35:33.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,86,89,2022-03-06T01:35:33Z,4580000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT03M26.00S,2022-03-06T01:37:27.9Z,3,REGULAR,substitution,out,[],1628970,,,1610612766,86,89,2022-03-06T01:38:11Z,4590000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT03M26.00S,2022-03-06T01:37:27.9Z,3,REGULAR,substitution,in,[],1629023,,,1610612766,86,89,2022-03-06T01:38:11Z,4600000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT03M11.00S,2022-03-06T01:38:36.9Z,3,REGULAR,3pt,Jump Shot,[],1626179,8.09789750328515,97.05882352941177,1610612766,89,89,2022-03-06T01:38:41Z,4610000,-235.0,24.0,1,left,T. Rozier 3PT step back (25 PTS) (K. Oubre Jr. 1 AST),"[1626179, 1626162]",1610612766.0,CHA,step back,,,Rozier,T. Rozier,,,,,,,23.65,Made,,,,,,,,,25.0,K. Oubre Jr.,1626162.0,1.0,,,,,
469,PT02M59.00S,2022-03-06T01:38:48.5Z,3,REGULAR,3pt,Jump Shot,[],1629022,74.85216819973719,12.990196078431374,1610612759,89,89,2022-03-06T01:38:54Z,4620000,-185.0,184.0,1,right,MISS L. Walker IV 26' 3PT,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,26.09,Missed,,,,,,,,,,,,,,,,,
470,PT02M55.00S,2022-03-06T01:38:52.5Z,3,REGULAR,rebound,defensive,[],1626162,,,1610612766,89,89,2022-03-06T01:38:54Z,4630000,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,469.0,1.0,1.0,0.0,,,,,,,,,,,,,
471,PT02M45.00S,2022-03-06T01:39:03.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,11.12023653088042,48.529411764705884,1610612766,89,89,2022-03-06T01:39:10Z,4640000,7.0,52.0,1,left,MISS T. Rozier Layup,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,5.25,Missed,,,,,,,,,,,,,,,,,
472,PT02M43.00S,2022-03-06T01:39:05.5Z,3,REGULAR,rebound,defensive,[],1628380,,,1610612759,89,89,2022-03-06T01:39:10Z,4650000,,,0,,Z. Collins REBOUND (Off:2 Def:7),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,471.0,9.0,7.0,2.0,,,,,,,,,,,,,
473,PT02M31.00S,2022-03-06T01:39:16.6Z,3,REGULAR,3pt,Jump Shot,[],1629640,69.07030223390277,70.34313725490196,1610612759,89,92,2022-03-06T01:39:22Z,4660000,102.0,238.0,1,right,K. Johnson 25' 3PT  (33 PTS) (T. Jones 6 AST),"[1629640, 1630200]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,25.9,Made,,,,,,,,,33.0,T. Jones,1630200.0,6.0,,,,,
475,PT02M01.00S,2022-03-06T01:39:45.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626149,12.434296977660972,50.73529411764706,1610612766,89,92,2022-03-06T01:39:49Z,4680000,-4.0,64.0,1,left,MISS M. Harrell 6' cutting Layup,[1626149],1610612766.0,CHA,cutting,,,Harrell,M. Harrell,,,,,,,6.45,Missed,,,,,,,,,,,,,,,,,
476,PT02M00.00S,2022-03-06T01:39:47.7Z,3,REGULAR,rebound,defensive,[],1630563,,,1610612759,89,92,2022-03-06T01:39:47Z,4690000,,,0,,J. Primo REBOUND (Off:0 Def:2),[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,475.0,2.0,2.0,0.0,,,,,,,,,,,,,
477,PT01M52.00S,2022-03-06T01:39:55.5Z,3,REGULAR,3pt,Jump Shot,[],1630563,73.01248357424441,85.5392156862745,1610612759,89,95,2022-03-06T01:40:02Z,4700000,178.0,201.0,1,right,J. Primo 26' 3PT  (8 PTS) (T. Jones 7 AST),"[1630563, 1630200]",1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,26.84,Made,,,,,,,,,8.0,T. Jones,1630200.0,7.0,,,,,
479,PT01M33.00S,2022-03-06T01:40:14.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,7.046649145860711,50.245098039215684,1610612766,89,95,2022-03-06T01:40:20Z,4720000,-1.0,14.0,1,left,MISS T. Rozier driving Layup,[1626179],1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,,,1.38,Missed,,,,,,,,,,,,,,,,,
480,PT01M30.00S,2022-03-06T01:40:17.6Z,3,REGULAR,rebound,offensive,[],1626149,,,1610612766,89,95,2022-03-06T01:40:17Z,4730000,,,0,,M. Harrell REBOUND (Off:3 Def:3),[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,,,,479.0,6.0,3.0,3.0,,,,,,,,,,,,,
481,PT01M30.00S,2022-03-06T01:40:17.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1626149,5.590000152587891,50.0,1610612766,91,95,2022-03-06T01:40:17Z,4740000,0.0,0.0,1,left,M. Harrell putback DUNK (15 PTS),[1626149],1610612766.0,CHA,putback,,,Harrell,M. Harrell,,,,,,,0.0,Made,,,,,,,,,15.0,,,,,,,,
482,PT01M13.00S,2022-03-06T01:40:34.0Z,3,REGULAR,2pt,Jump Shot,[],1629022,75.24638633377135,50.73529411764706,1610612759,91,97,2022-03-06T01:40:56Z,4750000,4.0,180.0,1,right,L. Walker IV 18' pullup Jump Shot (5 PTS),[1629022],1610612759.0,SAS,pullup,,,Walker IV,L. Walker IV,,,,,,,18.02,Made,,,,,,,,,5.0,,,,,,,,
483,PT00M55.40S,2022-03-06T01:40:54.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,7.835085413929041,50.49019607843137,1610612766,93,97,2022-03-06T01:40:59Z,4760000,-2.0,21.0,1,left,K. Oubre Jr. cutting Layup (11 PTS) (P. Washington 1 AST),"[1626162, 1629023]",1610612766.0,CHA,cutting,,,Oubre Jr.,K. Oubre Jr.,,,,,,,2.12,Made,,,,,,,,,11.0,P. Washington,1629023.0,1.0,,,,,
485,PT00M55.40S,2022-03-06T01:41:03.6Z,3,REGULAR,foul,personal,['1freethrow'],1628380,,,1610612766,93,97,2022-03-06T01:41:15Z,4780000,,,0,,Z. Collins shooting personal FOUL (3 PF) (Oubre Jr. 1 FT),"[1628380, 1626162]",1610612759.0,SAS,shooting,,,Collins,Z. Collins,,,,,1363.0,,,,,,,,3.0,0.0,Oubre Jr.,1626162.0,,,,,,,,,
487,PT00M55.40S,2022-03-06T01:41:18.8Z,3,REGULAR,foul,technical,['1freethrow'],1628380,,,1610612766,93,97,2022-03-06T01:41:24Z,4800000,,,0,,Z. Collins technical FOUL (1 Tech),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,1363.0,,,,,,,,3.0,1.0,,,,,,,,,,,
488,PT00M55.40S,2022-03-06T01:41:29.4Z,3,REGULAR,freethrow,1 of 1,[],1626179,,,1610612766,94,97,2022-03-06T01:41:29Z,4810000,,,0,,T. Rozier technical Free Throw 1 of 1 (26 PTS),[1626179],1610612766.0,CHA,technical,,,Rozier,T. Rozier,,,,,,,,Made,,,,,,,,,26.0,,,,,,,,
489,PT00M55.40S,2022-03-06T01:41:35.0Z,3,REGULAR,substitution,out,[],1626179,,,1610612766,94,97,2022-03-06T01:41:43Z,4820000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT00M55.40S,2022-03-06T01:41:35.0Z,3,REGULAR,substitution,out,[],1626149,,,1610612766,94,97,2022-03-06T01:41:43Z,4830000,,,0,,SUB out: M. Harrell,[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT00M55.40S,2022-03-06T01:41:35.0Z,3,REGULAR,substitution,out,[],1629640,,,1610612766,94,97,2022-03-06T01:41:43Z,4840000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT00M55.40S,2022-03-06T01:41:35.0Z,3,REGULAR,substitution,in,[],1628970,,,1610612766,94,97,2022-03-06T01:41:43Z,4850000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT00M55.40S,2022-03-06T01:41:35.0Z,3,REGULAR,substitution,in,[],1630163,,,1610612766,94,97,2022-03-06T01:41:43Z,4860000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT00M55.40S,2022-03-06T01:41:35.0Z,3,REGULAR,substitution,in,[],1627749,,,1610612766,94,97,2022-03-06T01:41:43Z,4870000,,,0,,SUB in: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT00M55.40S,2022-03-06T01:41:56.6Z,3,REGULAR,freethrow,1 of 1,[],1626162,,,1610612766,95,97,2022-03-06T01:41:56Z,4880000,,,0,,K. Oubre Jr. Free Throw 1 of 1 (12 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Made,,,,,,,,,12.0,,,,,,,,
496,PT00M40.80S,2022-03-06T01:42:13.9Z,3,REGULAR,3pt,Jump Shot,[],1630200,89.70105124835742,98.2843137254902,1610612759,95,97,2022-03-06T01:42:26Z,4890000,241.0,44.0,1,right,MISS T. Jones 24' 3PT,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,24.54,Missed,,,,,,,,,,,,,,,,,
497,PT00M37.90S,2022-03-06T01:42:16.8Z,3,REGULAR,rebound,defensive,[],1628998,,,1610612766,95,97,2022-03-06T01:42:26Z,4900000,,,0,,C. Martin REBOUND (Off:1 Def:1),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,496.0,2.0,1.0,1.0,,,,,,,,,,,,,
498,PT00M28.50S,2022-03-06T01:42:26.2Z,3,REGULAR,3pt,Jump Shot,[],1629023,33.327858081471746,55.392156862745104,1610612766,95,97,2022-03-06T01:42:31Z,4910000,-27.0,261.0,1,left,MISS P. Washington 26' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,26.22,Missed,,,,,,,,,,,,,,,,,
499,PT00M25.10S,2022-03-06T01:42:29.6Z,3,REGULAR,rebound,defensive,[],1628380,,,1610612759,95,97,2022-03-06T01:42:31Z,4920000,,,0,,Z. Collins REBOUND (Off:2 Def:8),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,498.0,10.0,8.0,2.0,,,,,,,,,,,,,
500,PT00M08.00S,2022-03-06T01:42:46.6Z,3,REGULAR,turnover,bad pass,[],1627749,,,1610612759,95,97,2022-03-06T01:42:52Z,4930000,,,0,,D. Murray bad pass TURNOVER (2 TO),"[1627749, 1628998]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,,2.0,,,,,,,,,,,,,,,,,Martin,1628998.0,
501,PT00M08.00S,2022-03-06T01:42:46.6Z,3,REGULAR,steal,,[],1628998,,,1610612766,95,97,2022-03-06T01:42:48Z,4940000,,,0,,C. Martin STEAL (1 STL),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT00M05.80S,2022-03-06T01:42:49.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628998,6.389618922470433,50.73529411764706,1610612766,97,97,2022-03-06T01:43:00Z,4950000,-4.0,8.0,1,left,C. Martin running DUNK (6 PTS),[1628998],1610612766.0,CHA,running,,,Martin,C. Martin,,,,,,,0.85,Made,,,,,,,,,6.0,,,,,,,,
503,PT00M03.00S,2022-03-06T01:43:05.7Z,3,REGULAR,foul,offensive,[],1628380,,,1610612759,97,97,2022-03-06T01:43:35Z,4960000,,,0,,Z. Collins offensive FOUL (4 PF),"[1628380, 1628998]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,202049.0,,,,,,,,4.0,1.0,Martin,1628998.0,,,,,,,,,
505,PT00M03.00S,2022-03-06T01:43:05.7Z,3,REGULAR,turnover,offensive foul,[],1628380,,,1610612759,97,97,2022-03-06T01:43:05Z,4980000,,,0,,Z. Collins offensive foul TURNOVER (1 TO),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,202049.0,1.0,,,,,,,,,,,,,,,,,,,
506,PT00M03.00S,2022-03-06T01:43:16.9Z,3,REGULAR,substitution,out,[],1628998,,,1610612766,97,97,2022-03-06T01:43:21Z,4990000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT00M03.00S,2022-03-06T01:43:16.9Z,3,REGULAR,substitution,in,[],1626179,,,1610612766,97,97,2022-03-06T01:43:21Z,5000000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT00M00.00S,2022-03-06T01:43:46.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629023,6.1268068331143235,47.30392156862745,1610612766,99,97,2022-03-06T01:43:51Z,5010000,13.0,5.0,1,left,P. Washington driving Layup (12 PTS) (L. Ball 6 AST),"[1629023, 1630163]",1610612766.0,CHA,driving,,,Washington,P. Washington,,,,,,,1.44,Made,,,,,,,,,12.0,L. Ball,1630163.0,6.0,,,,,
510,PT00M00.00S,2022-03-06T01:43:59.4Z,3,REGULAR,instantreplay,request,[],0,,,1610612759,99,97,2022-03-06T01:44:26Z,5030000,,,0,,,[],,,support,,,,,,,,,202049.0,,,,,,,,,,,,,,,,,,,,End Period - Good Basket
511,PT00M00.00S,2022-03-06T01:44:29.9Z,3,REGULAR,period,end,[],0,,,1610612759,99,97,2022-03-06T01:44:29Z,5040000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT12M00.00S,2022-03-06T01:45:06.3Z,4,REGULAR,substitution,out,['startperiod'],1626179,,,1610612759,99,97,2022-03-06T01:46:33Z,5050000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT12M00.00S,2022-03-06T01:45:06.3Z,4,REGULAR,substitution,out,['startperiod'],1630200,,,1610612759,99,97,2022-03-06T01:46:33Z,5060000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT12M00.00S,2022-03-06T01:45:06.3Z,4,REGULAR,substitution,in,['startperiod'],1628998,,,1610612759,99,97,2022-03-06T01:46:33Z,5070000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT12M00.00S,2022-03-06T01:45:06.3Z,4,REGULAR,substitution,in,['startperiod'],1630170,,,1610612759,99,97,2022-03-06T01:46:33Z,5080000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT12M00.00S,2022-03-06T01:46:36.6Z,4,REGULAR,period,start,[],0,,,1610612766,99,97,2022-03-06T01:46:36Z,5090000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT11M46.00S,2022-03-06T01:46:49.7Z,4,REGULAR,turnover,bad pass,[],1630163,,,1610612766,99,97,2022-03-06T01:46:54Z,5100000,,,0,,L. Ball bad pass TURNOVER (4 TO),"[1630163, 1628380]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,4.0,,,,,,,,,,,,,,,,,Collins,1628380.0,
519,PT11M46.00S,2022-03-06T01:46:49.7Z,4,REGULAR,steal,,[],1628380,,,1610612759,99,97,2022-03-06T01:47:20Z,5110000,,,0,,Z. Collins STEAL (1 STL),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT11M46.00S,2022-03-06T01:46:54.4Z,4,REGULAR,foul,personal,[],1628970,,,1610612759,99,97,2022-03-06T01:47:55Z,5120000,,,0,,M. Bridges take personal FOUL (3 PF),"[1628970, 1630563]",1610612766.0,CHA,take,,,Bridges,M. Bridges,,,,,201638.0,,,,,,,,3.0,0.0,Primo,1630563.0,,,,,,,,,
522,PT11M34.00S,2022-03-06T01:47:18.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629022,93.24901445466492,56.372549019607845,1610612759,99,97,2022-03-06T01:47:26Z,5140000,32.0,11.0,1,right,MISS L. Walker IV driving Layup - blocked,"[1629022, 1629023]",1610612759.0,SAS,driving,,,Walker IV,L. Walker IV,,,,,,,3.37,Missed,,,,,,,,,,,,,Washington,1629023.0,,,
523,PT11M34.00S,2022-03-06T01:47:18.3Z,4,REGULAR,block,,[],1629023,,,1610612759,99,97,2022-03-06T01:47:20Z,5150000,,,0,,P. Washington BLOCK (1 BLK),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT11M31.00S,2022-03-06T01:47:21.3Z,4,REGULAR,rebound,defensive,[],1629023,,,1610612766,99,97,2022-03-06T01:49:13Z,5160000,,,0,,P. Washington REBOUND (Off:1 Def:4),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,522.0,5.0,4.0,1.0,,,,,,,,,,,,,
525,PT11M28.00S,2022-03-06T01:47:27.6Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,99,97,2022-03-06T01:47:27Z,5170000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT11M11.00S,2022-03-06T01:47:53.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,11.12023653088042,50.49019607843137,1610612766,99,97,2022-03-06T01:48:00Z,5180000,-2.0,52.0,1,left,MISS M. Bridges driving Layup - blocked,"[1628970, 1630170]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,,,5.21,Missed,,,,,,,,,,,,,Vassell,1630170.0,,,
527,PT11M11.00S,2022-03-06T01:47:53.2Z,4,REGULAR,block,,[],1630170,,,1610612766,99,97,2022-03-06T01:47:55Z,5190000,,,0,,D. Vassell BLOCK (2 BLK),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT11M09.00S,2022-03-06T01:47:55.2Z,4,REGULAR,rebound,defensive,[],1630170,,,1610612759,99,97,2022-03-06T01:48:00Z,5200000,,,0,,D. Vassell REBOUND (Off:0 Def:3),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,526.0,3.0,3.0,0.0,,,,,,,,,,,,,
529,PT11M07.00S,2022-03-06T01:47:57.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628380,94.03745072273325,51.470588235294116,1610612759,99,99,2022-03-06T01:48:07Z,5210000,7.0,4.0,1,right,Z. Collins cutting Layup (5 PTS) (D. Murray 9 AST),"[1628380, 1627749]",1610612759.0,SAS,cutting,,,Collins,Z. Collins,,,,,,,0.82,Made,,,,,,,,,5.0,D. Murray,1627749.0,9.0,,,,,
531,PT10M51.00S,2022-03-06T01:48:13.0Z,4,REGULAR,3pt,Jump Shot,[],1628970,23.078186596583443,88.23529411764706,1610612766,99,99,2022-03-06T01:48:18Z,5230000,-191.0,164.0,1,left,MISS M. Bridges 25' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,25.22,Missed,,,,,,,,,,,,,,,,,
532,PT10M48.00S,2022-03-06T01:48:16.0Z,4,REGULAR,rebound,offensive,[],1628970,,,1610612766,99,99,2022-03-06T01:48:18Z,5240000,,,0,,M. Bridges REBOUND (Off:1 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,531.0,3.0,2.0,1.0,,,,,,,,,,,,,
533,PT10M47.00S,2022-03-06T01:48:17.7Z,4,REGULAR,turnover,bad pass,[],1628970,,,1610612766,99,99,2022-03-06T01:48:22Z,5250000,,,0,,M. Bridges bad pass TURNOVER (1 TO),"[1628970, 1629022]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,1.0,,,,,,,,,,,,,,,,,Walker IV,1629022.0,
534,PT10M47.00S,2022-03-06T01:48:17.7Z,4,REGULAR,steal,,[],1629022,,,1610612759,99,99,2022-03-06T01:48:19Z,5260000,,,0,,L. Walker IV STEAL (1 STL),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT10M36.00S,2022-03-06T01:48:28.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627749,89.04402102496715,60.29411764705882,1610612759,99,101,2022-03-06T01:48:33Z,5270000,51.0,50.0,1,right,D. Murray 7' turnaround Jump Shot (17 PTS),[1627749],1610612759.0,SAS,turnaround,,,Murray,D. Murray,,,,,,,7.21,Made,,,,,,,,,17.0,,,,,,,,
536,PT10M25.00S,2022-03-06T01:48:42.2Z,4,REGULAR,foul,personal,['2freethrow'],1627749,,,1610612766,99,101,2022-03-06T01:48:50Z,5280000,,,0,,D. Murray shooting personal FOUL (2 PF) (Ball 2 FT),"[1627749, 1630163]",1610612759.0,SAS,shooting,,,Murray,D. Murray,,,,,202049.0,,,,,,,,2.0,0.0,Ball,1630163.0,,,,,,,,,
