actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
17,PT10M52.00S,2021-10-20T23:14:34.7Z,1,REGULAR,rebound,defensive,[],203200,,,1610612754,0,2,2021-10-20T23:15:40Z,170000,,,0,,J. Holiday REBOUND (Off:0 Def:1),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,
18,PT10M45.00S,2021-10-20T23:14:41.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,5.863994743758213,52.20588235294118,1610612754,0,4,2021-10-20T23:14:45Z,180000,-11.0,3.0,1,left,D. Sabonis Layup (4 PTS) (M. Turner 1 AST),"[1627734, 1626167]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,1.13,Made,4.0,M. Turner,1626167.0,1.0,,,,,,,,,,
20,PT10M26.00S,2021-10-20T23:15:00.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,91.14651773981603,53.92156862745098,1610612766,0,4,2021-10-20T23:15:11Z,200000,20.0,31.0,1,right,MISS L. Ball driving floating Shot,[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,,,,,,3.64,Missed,,,,,,,,,,,,,,
21,PT10M24.00S,2021-10-20T23:15:02.7Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,0,4,2021-10-20T23:15:11Z,210000,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,20.0,2.0,2.0,0.0,,,,,,
22,PT10M20.00S,2021-10-20T23:15:07.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627763,31.61957950065703,32.59803921568628,1610612754,0,4,2021-10-20T23:15:16Z,220000,87.0,245.0,1,left,MISS M. Brogdon 25' 3PT,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,25.97,Missed,,,,,,,,,,,,,,
23,PT10M14.00S,2021-10-20T23:15:12.7Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,0,4,2021-10-20T23:15:12Z,230000,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,22.0,1.0,1.0,0.0,,,,,,
24,PT10M11.00S,2021-10-20T23:15:16.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203486,93.38042049934296,46.568627450980394,1610612766,0,4,2021-10-20T23:15:21Z,240000,-17.0,10.0,1,right,MISS M. Plumlee Layup - blocked,"[203486, 1626167]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,1.97,Missed,,,,,,,,,Turner,1626167.0,,,,
25,PT10M11.00S,2021-10-20T23:15:16.4Z,1,REGULAR,block,,[],1626167,,,1610612766,0,4,2021-10-20T23:15:20Z,250000,,,0,,M. Turner BLOCK (2 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
26,PT10M05.00S,2021-10-20T23:15:22.4Z,1,REGULAR,rebound,defensive,[],1630537,,,1610612754,0,4,2021-10-20T23:15:21Z,260000,,,0,,C. Duarte REBOUND (Off:0 Def:1),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,24.0,1.0,1.0,0.0,,,,,,
27,PT10M01.00S,2021-10-20T23:15:26.4Z,1,REGULAR,2pt,Jump Shot,[],1630537,11.645860709592641,31.127450980392158,1610612754,0,6,2021-10-20T23:15:36Z,270000,94.0,57.0,1,left,C. Duarte 11' bank Jump Shot (2 PTS) (D. Sabonis 1 AST),"[1630537, 1627734]",1610612754.0,IND,bank,,,Duarte,C. Duarte,,,,,,,,,,11.03,Made,2.0,D. Sabonis,1627734.0,1.0,,,,,,,,,,
28,PT09M51.00S,2021-10-20T23:15:38.1Z,1,REGULAR,3pt,Jump Shot,[],1630163,67.23061760840999,36.029411764705884,1610612766,3,6,2021-10-20T23:18:04Z,280000,-70.0,256.0,1,right,L. Ball 26' 3PT step back (3 PTS),[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,,,,,,26.49,Made,3.0,,,,,,,,,,,,,
29,PT09M35.00S,2021-10-20T23:15:53.6Z,1,REGULAR,3pt,Jump Shot,[],1626167,30.831143232588698,33.33333333333333,1610612754,3,6,2021-10-20T23:16:02Z,290000,83.0,237.0,1,left,MISS M. Turner 25' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,25.15,Missed,,,,,,,,,,,,,,
30,PT09M32.00S,2021-10-20T23:15:56.6Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,3,6,2021-10-20T23:16:02Z,300000,,,0,,L. Ball REBOUND (Off:0 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,29.0,2.0,2.0,0.0,,,,,,
31,PT09M30.00S,2021-10-20T23:16:01.7Z,1,REGULAR,foul,personal,['2freethrow'],1630537,,,1610612766,3,6,2021-10-20T23:16:13Z,310000,,,0,,C. Duarte shooting personal FOUL (1 PF) (Hayward 2 FT),"[1630537, 202330]",1610612754.0,IND,shooting,,,Duarte,C. Duarte,,,,,1627524.0,1.0,0.0,Hayward,202330.0,,,,,,,,,,,,,,,,
33,PT09M30.00S,2021-10-20T23:16:27.5Z,1,REGULAR,freethrow,1 of 2,[],202330,,,1610612766,3,6,2021-10-20T23:16:27Z,330000,,,0,,MISS G. Hayward Free Throw 1 of 2,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,Missed,,,,,,,,,,,,,,
34,PT09M30.00S,2021-10-20T23:16:27.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,3,6,2021-10-20T23:16:27Z,340000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,
35,PT09M30.00S,2021-10-20T23:16:39.8Z,1,REGULAR,freethrow,2 of 2,[],202330,,,1610612766,4,6,2021-10-20T23:16:39Z,350000,,,0,,G. Hayward Free Throw 2 of 2 (1 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
36,PT09M15.00S,2021-10-20T23:16:57.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,6.652431011826544,51.71568627450981,1610612754,4,8,2021-10-20T23:17:01Z,360000,-9.0,10.0,1,left,D. Sabonis cutting Layup (6 PTS) (M. Brogdon 1 AST),"[1627734, 1627763]",1610612754.0,IND,cutting,,,Sabonis,D. Sabonis,,,,,,,,,,1.32,Made,6.0,M. Brogdon,1627763.0,1.0,,,,,,,,,,
38,PT09M08.00S,2021-10-20T23:17:03.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,93.11760840998686,46.07843137254902,1610612766,6,8,2021-10-20T23:19:24Z,380000,-20.0,12.0,1,right,K. Oubre Jr. driving Layup (2 PTS) (L. Ball 1 AST),"[1626162, 1630163]",1610612766.0,CHA,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,2.31,Made,2.0,L. Ball,1630163.0,1.0,,,,,,,,,,
40,PT09M04.00S,2021-10-20T23:17:23.4Z,1,REGULAR,stoppage,other,[],0,,,1610612754,6,8,2021-10-20T23:17:23Z,400000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT08M52.00S,2021-10-20T23:17:34.4Z,1,REGULAR,turnover,bad pass,[],1627734,,,1610612754,6,8,2021-10-20T23:17:44Z,410000,,,0,,D. Sabonis bad pass TURNOVER (1 TO),"[1627734, 1628970]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,1.0,Bridges,1628970.0,
42,PT08M52.00S,2021-10-20T23:17:34.4Z,1,REGULAR,steal,,[],1628970,,,1610612766,6,8,2021-10-20T23:17:41Z,420000,,,0,,M. Bridges STEAL (1 STL),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT08M50.00S,2021-10-20T23:17:44.3Z,1,REGULAR,turnover,out-of-bounds,[],1628970,,,1610612766,6,8,2021-10-20T23:17:50Z,430000,,,0,,M. Bridges bad pass out-of-bounds TURNOVER (1 TO),[1628970],1610612766.0,CHA,bad pass,,,Bridges,M. Bridges,,,,,1198.0,,,,,,,,,,,,,,,,,1.0,,,
44,PT08M40.00S,2021-10-20T23:17:57.9Z,1,REGULAR,turnover,bad pass,[],1626167,,,1610612754,6,8,2021-10-20T23:18:04Z,440000,,,0,,M. Turner bad pass TURNOVER (1 TO),"[1626167, 1630163]",1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,1.0,Ball,1630163.0,
45,PT08M40.00S,2021-10-20T23:17:57.9Z,1,REGULAR,steal,,[],1630163,,,1610612766,6,8,2021-10-20T23:18:01Z,450000,,,0,,L. Ball STEAL (1 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M35.00S,2021-10-20T23:18:02.2Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630163,93.9060446780552,50.245098039215684,1610612766,8,8,2021-10-20T23:20:56Z,460000,1.0,5.0,1,right,L. Ball running DUNK (5 PTS),[1630163],1610612766.0,CHA,running,,,Ball,L. Ball,,,,,,,,,,0.49,Made,5.0,,,,,,,,,,,,,
47,PT08M24.00S,2021-10-20T23:18:24.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627734,7.966491458607096,50.98039215686274,1610612754,8,10,2021-10-20T23:18:31Z,470000,-5.0,22.0,1,left,D. Sabonis DUNK (8 PTS) (J. Holiday 2 AST),"[1627734, 203200]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,2.29,Made,8.0,J. Holiday,203200.0,2.0,,,,,,,,,,
49,PT08M20.00S,2021-10-20T23:18:30.5Z,1,REGULAR,turnover,out-of-bounds,[],1630163,,,1610612766,8,10,2021-10-20T23:18:39Z,490000,,,0,,L. Ball bad pass out-of-bounds TURNOVER (1 TO),[1630163],1610612766.0,CHA,bad pass,,,Ball,L. Ball,,,,,1179.0,,,,,,,,,,,,,,,,,1.0,,,
50,PT08M10.00S,2021-10-20T23:18:47.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626167,5.995400788436268,52.450980392156865,1610612754,8,12,2021-10-20T23:21:57Z,500000,-12.0,4.0,1,left,M. Turner cutting Layup (2 PTS) (M. Brogdon 2 AST),"[1626167, 1627763]",1610612754.0,IND,cutting,,,Turner,M. Turner,,,,,,,,,,1.29,Made,2.0,M. Brogdon,1627763.0,2.0,,,,,,,,,,
52,PT08M01.00S,2021-10-20T23:18:56.9Z,1,REGULAR,3pt,Jump Shot,[],1626162,71.30420499342969,75.73529411764706,1610612766,8,12,2021-10-20T23:19:00Z,520000,129.0,217.0,1,right,MISS K. Oubre Jr. 25' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,25.25,Missed,,,,,,,,,,,,,,
53,PT07M58.00S,2021-10-20T23:18:59.9Z,1,REGULAR,rebound,defensive,[],203200,,,1610612754,8,12,2021-10-20T23:19:00Z,530000,,,0,,J. Holiday REBOUND (Off:0 Def:2),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,52.0,2.0,2.0,0.0,,,,,,
54,PT07M53.00S,2021-10-20T23:19:07.4Z,1,REGULAR,foul,personal,['3freethrow'],1628970,,,1610612754,8,12,2021-10-20T23:19:32Z,540000,,,0,,M. Bridges shooting personal FOUL (1 PF) (Duarte 3 FT),"[1628970, 1630537]",1610612766.0,CHA,shooting,,,Bridges,M. Bridges,,,,,1627524.0,1.0,0.0,Duarte,1630537.0,,,,,,,,,,,,,,,,
57,PT07M53.00S,2021-10-20T23:19:37.8Z,1,REGULAR,freethrow,1 of 3,[],1630537,,,1610612754,8,13,2021-10-20T23:19:37Z,560000,,,0,,C. Duarte Free Throw 1 of 3 (3 PTS),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
58,PT07M53.00S,2021-10-20T23:19:47.7Z,1,REGULAR,freethrow,2 of 3,[],1630537,,,1610612754,8,14,2021-10-20T23:19:47Z,570000,,,0,,C. Duarte Free Throw 2 of 3 (4 PTS),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
59,PT07M53.00S,2021-10-20T23:20:01.0Z,1,REGULAR,freethrow,3 of 3,[],1630537,,,1610612754,8,15,2021-10-20T23:20:01Z,580000,,,0,,C. Duarte Free Throw 3 of 3 (5 PTS),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
60,PT07M38.00S,2021-10-20T23:20:17.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,93.9060446780552,46.81372549019608,1610612766,10,15,2021-10-20T23:20:22Z,590000,-16.0,5.0,1,right,M. Bridges driving Layup (2 PTS) (G. Hayward 1 AST),"[1628970, 202330]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,,,,,,1.66,Made,2.0,G. Hayward,202330.0,1.0,,,,,,,,,,
62,PT07M28.00S,2021-10-20T23:20:27.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630537,7.046649145860711,54.65686274509803,1610612754,10,15,2021-10-20T23:23:28Z,610000,-23.0,14.0,1,left,MISS C. Duarte driving Layup,[1630537],1610612754.0,IND,driving,,,Duarte,C. Duarte,,,,,,,,,,2.7,Missed,,,,,,,,,,,,,,
63,PT07M24.00S,2021-10-20T23:20:32.0Z,1,REGULAR,rebound,offensive,[],203200,,,1610612754,10,15,2021-10-20T23:20:32Z,620000,,,0,,J. Holiday REBOUND (Off:1 Def:2),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,62.0,3.0,2.0,1.0,,,,,,
64,PT07M21.00S,2021-10-20T23:20:34.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,6.521024967148489,46.07843137254902,1610612754,10,17,2021-10-20T23:20:42Z,630000,20.0,9.0,1,left,D. Sabonis Layup (10 PTS) (C. Duarte 1 AST),"[1627734, 1630537]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,2.15,Made,10.0,C. Duarte,1630537.0,1.0,,,,,,,,,,
66,PT07M14.00S,2021-10-20T23:20:50.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,10,17,2021-10-20T23:20:50Z,650000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT07M14.00S,2021-10-20T23:23:11.3Z,1,REGULAR,substitution,out,[],202330,,,1610612766,10,17,2021-10-20T23:23:40Z,660000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT07M14.00S,2021-10-20T23:23:11.3Z,1,REGULAR,substitution,out,[],203200,,,1610612766,10,17,2021-10-20T23:23:40Z,670000,,,0,,SUB out: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT07M14.00S,2021-10-20T23:23:11.3Z,1,REGULAR,substitution,out,[],1630537,,,1610612766,10,17,2021-10-20T23:23:40Z,680000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT07M14.00S,2021-10-20T23:23:11.3Z,1,REGULAR,substitution,in,[],1628998,,,1610612766,10,17,2021-10-20T23:23:40Z,690000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT07M14.00S,2021-10-20T23:23:11.3Z,1,REGULAR,substitution,in,[],1628470,,,1610612766,10,17,2021-10-20T23:23:40Z,700000,,,0,,SUB in: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT07M14.00S,2021-10-20T23:23:11.3Z,1,REGULAR,substitution,in,[],203087,,,1610612766,10,17,2021-10-20T23:23:40Z,710000,,,0,,SUB in: J. Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT07M06.00S,2021-10-20T23:23:56.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,10,17,2021-10-20T23:23:56Z,720000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT07M01.00S,2021-10-20T23:24:15.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203486,91.93495400788436,47.05882352941176,1610612766,10,17,2021-10-20T23:24:22Z,730000,-15.0,23.0,1,right,MISS M. Plumlee Layup - blocked,"[203486, 203087]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,2.75,Missed,,,,,,,,,Lamb,203087.0,,,,
75,PT07M01.00S,2021-10-20T23:24:15.0Z,1,REGULAR,block,,[],203087,,,1610612766,10,17,2021-10-20T23:24:17Z,740000,,,0,,J. Lamb BLOCK (1 BLK),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT07M01.00S,2021-10-20T23:24:15.0Z,1,REGULAR,rebound,offensive,[],203486,,,1610612766,10,17,2021-10-20T23:24:22Z,750000,,,0,,M. Plumlee REBOUND (Off:1 Def:0),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,74.0,1.0,0.0,1.0,,,,,,
77,PT07M01.00S,2021-10-20T23:24:20.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203486,93.11760840998686,49.01960784313725,1610612766,12,17,2021-10-20T23:24:30Z,760000,-5.0,12.0,1,right,M. Plumlee putback Layup (2 PTS),[203486],1610612766.0,CHA,putback,,,Plumlee,M. Plumlee,,,,,,,,,,1.31,Made,2.0,,,,,,,,,,,,,
78,PT07M01.00S,2021-10-20T23:24:27.2Z,1,REGULAR,foul,personal,['1freethrow'],1627734,,,1610612766,12,17,2021-10-20T23:24:38Z,770000,,,0,,D. Sabonis shooting personal FOUL (1 PF) (Plumlee 1 FT),"[1627734, 203486]",1610612754.0,IND,shooting,,,Sabonis,D. Sabonis,,,,,1627524.0,1.0,0.0,Plumlee,203486.0,,,,,,,,,,,,,,,,
80,PT07M01.00S,2021-10-20T23:24:39.7Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],203486,,,1610612766,12,17,2021-10-20T23:24:39Z,790000,,,0,,MISS M. Plumlee Free Throw 1 of 1,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,Missed,,,,,,,,,,,,,,
81,PT06M55.00S,2021-10-20T23:24:40.7Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,12,17,2021-10-20T23:24:40Z,800000,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,80.0,1.0,1.0,0.0,,,,,,
82,PT06M50.00S,2021-10-20T23:24:45.6Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1627763,18.084756898817346,27.205882352941174,1610612754,12,17,2021-10-20T23:24:52Z,810000,114.0,117.0,1,left,MISS M. Brogdon 16' pullup Shot,[1627763],1610612754.0,IND,pullup,,,Brogdon,M. Brogdon,,,,,,,,,,16.37,Missed,,,,,,,,,,,,,,
83,PT06M47.00S,2021-10-20T23:24:48.6Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,12,17,2021-10-20T23:24:52Z,820000,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,82.0,2.0,2.0,0.0,,,,,,
84,PT06M35.00S,2021-10-20T23:25:00.4Z,1,REGULAR,3pt,Jump Shot,[],1628970,68.9388961892247,27.941176470588236,1610612766,12,17,2021-10-20T23:25:06Z,830000,-110.0,239.0,1,right,MISS M. Bridges 26' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,26.37,Missed,,,,,,,,,,,,,,
85,PT06M31.00S,2021-10-20T23:25:04.4Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,12,17,2021-10-20T23:25:06Z,840000,,,0,,M. Turner REBOUND (Off:0 Def:3),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,84.0,3.0,3.0,0.0,,,,,,
86,PT06M20.00S,2021-10-20T23:25:14.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203087,7.966491458607096,52.69607843137255,1610612754,12,17,2021-10-20T23:26:06Z,850000,-13.0,22.0,1,left,MISS J. Lamb driving floating Shot,[203087],1610612754.0,IND,driving floating,,,Lamb,J. Lamb,,,,,,,,,,2.62,Missed,,,,,,,,,,,,,,
87,PT06M18.00S,2021-10-20T23:25:16.9Z,1,REGULAR,rebound,defensive,[],1628998,,,1610612766,12,17,2021-10-20T23:26:06Z,860000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,86.0,1.0,1.0,0.0,,,,,,
88,PT06M14.00S,2021-10-20T23:25:22.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626162,94.1688567674113,97.54901960784314,1610612766,12,17,2021-10-20T23:25:28Z,870000,238.0,2.0,1,right,MISS K. Oubre Jr. 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,23.77,Missed,,,,,,,,,,,,,,
89,PT06M10.00S,2021-10-20T23:25:25.4Z,1,REGULAR,rebound,offensive,[],1628970,,,1610612766,12,17,2021-10-20T23:25:25Z,880000,,,0,,M. Bridges REBOUND (Off:1 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,88.0,3.0,2.0,1.0,,,,,,
