actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
180,PT10M33.00S,2021-11-20T00:45:05.3Z,2,REGULAR,substitution,out,[],204456,,,1610612754,32,26,2021-11-20T00:46:21Z,1750000,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT10M33.00S,2021-11-20T00:45:05.3Z,2,REGULAR,substitution,in,[],1629048,,,1610612754,32,26,2021-11-20T00:46:21Z,1760000,,,0,,SUB in: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT10M14.00S,2021-11-20T00:46:55.6Z,2,REGULAR,3pt,Jump Shot,[],1627763,76.95466491458606,88.23529411764706,1610612754,32,26,2021-11-20T00:46:59Z,1770000,191.0,164.0,1,right,MISS M. Brogdon 25' 3PT,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,25.2,Missed,,,,,,,,,,,,,,,,,,,
183,PT10M11.00S,2021-11-20T00:46:58.6Z,2,REGULAR,rebound,defensive,[],1626162,,,1610612766,32,26,2021-11-20T00:46:59Z,1780000,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,182.0,1.0,1.0,0.0,,,,,,,,,,
184,PT10M06.00S,2021-11-20T00:47:03.3Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",202330,13.485545335085414,45.588235294117645,1610612766,32,26,2021-11-20T00:47:27Z,1790000,22.0,74.0,1,left,MISS G. Hayward 7' driving floating Shot,[202330],1610612766.0,CHA,driving floating,,,Hayward,G. Hayward,,,,,7.75,Missed,,,,,,,,,,,,,,,,,,,
185,PT10M03.00S,2021-11-20T00:47:06.3Z,2,REGULAR,rebound,defensive,[],1629048,,,1610612754,32,26,2021-11-20T00:47:09Z,1800000,,,0,,G. Bitadze REBOUND (Off:0 Def:1),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,184.0,1.0,1.0,0.0,,,,,,,,,,
186,PT09M53.00S,2021-11-20T00:47:15.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,79.97700394218134,43.872549019607845,1610612754,32,26,2021-11-20T00:47:25Z,1810000,-31.0,136.0,1,right,MISS C. LeVert 13' pullup Shot - blocked,"[1627747, 1629667]",1610612754.0,IND,pullup,,,LeVert,C. LeVert,,,,,13.91,Missed,,,,,,,,,,,,,,,,,McDaniels,1629667.0,
187,PT09M53.00S,2021-11-20T00:47:15.9Z,2,REGULAR,block,,[],1629667,,,1610612754,32,26,2021-11-20T00:47:18Z,1820000,,,0,,J. McDaniels BLOCK (1 BLK),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT09M52.00S,2021-11-20T00:47:16.9Z,2,REGULAR,rebound,defensive,[],1629667,,,1610612766,32,26,2021-11-20T00:47:25Z,1830000,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,186.0,1.0,1.0,0.0,,,,,,,,,,
189,PT09M52.00S,2021-11-20T00:47:20.7Z,2,REGULAR,foul,personal,[],1627763,,,1610612766,32,26,2021-11-20T00:48:44Z,1840000,,,0,,M. Brogdon take personal FOUL (1 PF),"[1627763, 1626179]",1610612754.0,IND,take,,,Brogdon,M. Brogdon,,,,,,,,101283.0,,,,,,,,1.0,0.0,Rozier,1626179.0,,,,,,
191,PT09M41.00S,2021-11-20T00:47:44.9Z,2,REGULAR,3pt,Jump Shot,[],1629667,30.305519053876477,69.36274509803921,1610612766,35,26,2021-11-20T00:47:49Z,1860000,-97.0,232.0,1,left,J. McDaniels 25' 3PT  (3 PTS) (M. Plumlee 2 AST),"[1629667, 203486]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,25.18,Made,3.0,,,,,,,,,,,,,M. Plumlee,203486.0,2.0,,,
193,PT09M25.00S,2021-11-20T00:48:00.7Z,2,REGULAR,3pt,Jump Shot,[],1629048,94.1688567674113,2.941176470588235,1610612754,35,26,2021-11-20T00:48:05Z,1880000,-235.0,2.0,1,right,MISS G. Bitadze 3PT,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,23.53,Missed,,,,,,,,,,,,,,,,,,,
194,PT09M23.00S,2021-11-20T00:48:02.7Z,2,REGULAR,rebound,defensive,[],1629667,,,1610612766,35,26,2021-11-20T00:48:05Z,1890000,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,193.0,2.0,2.0,0.0,,,,,,,,,,
195,PT09M18.00S,2021-11-20T00:48:08.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626162,25.706307490144546,12.745098039215685,1610612766,35,26,2021-11-20T00:48:14Z,1900000,186.0,189.0,1,left,MISS K. Oubre Jr. 26' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,26.55,Missed,,,,,,,,,,,,,,,,,,,
196,PT09M15.00S,2021-11-20T00:48:11.4Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612754,35,26,2021-11-20T00:48:14Z,1910000,,,0,,C. LeVert REBOUND (Off:0 Def:5),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,195.0,5.0,5.0,0.0,,,,,,,,,,
197,PT09M07.00S,2021-11-20T00:48:21.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,35,26,2021-11-20T00:48:21Z,1920000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M07.00S,2021-11-20T00:48:21.9Z,2,REGULAR,substitution,out,[],202330,,,1610612754,35,26,2021-11-20T00:48:31Z,1930000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT09M07.00S,2021-11-20T00:48:21.9Z,2,REGULAR,substitution,in,[],1628970,,,1610612754,35,26,2021-11-20T00:48:31Z,1940000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M02.00S,2021-11-20T00:48:42.1Z,2,REGULAR,3pt,Jump Shot,[],1627763,67.62483574244416,29.65686274509804,1610612754,35,29,2021-11-20T00:48:47Z,1950000,-102.0,252.0,1,right,M. Brogdon 27' 3PT  (9 PTS),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,27.16,Made,9.0,,,,,,,,,,,,,,,,,,
201,PT08M35.00S,2021-11-20T00:49:09.2Z,2,REGULAR,2pt,Jump Shot,[],1626179,5.995400788436268,85.7843137254902,1610612766,37,29,2021-11-20T00:49:13Z,1960000,-179.0,4.0,1,left,T. Rozier 17' step back Jump Shot (6 PTS),[1626179],1610612766.0,CHA,step back,,,Rozier,T. Rozier,,,,,17.89,Made,6.0,,,,,,,,,,,,,,,,,,
202,PT08M20.00S,2021-11-20T00:49:23.2Z,2,REGULAR,3pt,Jump Shot,[],1627763,66.96780551905388,53.18627450980392,1610612754,37,32,2021-11-20T00:49:29Z,1970000,16.0,258.0,1,right,M. Brogdon 25' 3PT  (12 PTS) (K. Martin 1 AST),"[1627763, 1629103]",1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,25.85,Made,12.0,,,,,,,,,,,,,K. Martin,1629103.0,1.0,,,
204,PT08M11.00S,2021-11-20T00:49:32.8Z,2,REGULAR,3pt,Jump Shot,[],1626179,28.203022339027594,79.16666666666666,1610612766,37,32,2021-11-20T00:49:37Z,1990000,-146.0,213.0,1,left,MISS T. Rozier 25' pullup 3PT,[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,25.78,Missed,,,,,,,,,,,,,,,,,,,
205,PT08M09.00S,2021-11-20T00:49:34.8Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612754,37,32,2021-11-20T00:49:37Z,2000000,,,0,,D. Sabonis REBOUND (Off:0 Def:3),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,204.0,3.0,3.0,0.0,,,,,,,,,,
206,PT08M05.00S,2021-11-20T00:49:39.5Z,2,REGULAR,turnover,lost ball,[],1627763,,,1610612754,37,32,2021-11-20T00:49:44Z,2010000,,,0,,M. Brogdon lost ball TURNOVER (2 TO),"[1627763, 1626162]",1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,2.0,Oubre Jr.,1626162.0,,,,,,,,,,,,,,
207,PT08M05.00S,2021-11-20T00:49:39.5Z,2,REGULAR,steal,,[],1626162,,,1610612766,37,32,2021-11-20T00:49:41Z,2020000,,,0,,K. Oubre Jr. STEAL (1 STL),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M05.00S,2021-11-20T00:49:45.4Z,2,REGULAR,foul,personal,[],1629048,,,1610612766,37,32,2021-11-20T00:50:09Z,2030000,,,0,,G. Bitadze take personal FOUL (1 PF),"[1629048, 1626162]",1610612754.0,IND,take,,,Bitadze,G. Bitadze,,,,,,,,201245.0,,,,,,,,1.0,0.0,Oubre Jr.,1626162.0,,,,,,
210,PT08M05.00S,2021-11-20T00:50:10.5Z,2,REGULAR,instantreplay,request,[],0,,,1610612766,37,32,2021-11-20T00:50:51Z,2050000,,,0,,,[],,,support,,,,,,,,,,,,101283.0,,,,,,,,,,,,,,,,,Common Foul Upheld
211,PT07M50.00S,2021-11-20T00:51:10.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626179,24.655059132720105,82.35294117647058,1610612766,37,32,2021-11-20T00:51:15Z,2060000,-162.0,179.0,1,left,MISS T. Rozier 24' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,24.15,Missed,,,,,,,,,,,,,,,,,,,
212,PT07M47.00S,2021-11-20T00:51:14.1Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612754,37,32,2021-11-20T00:51:14Z,2070000,,,0,,D. Sabonis REBOUND (Off:0 Def:4),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,211.0,4.0,4.0,0.0,,,,,,,,,,
213,PT07M29.00S,2021-11-20T00:51:32.1Z,2,REGULAR,3pt,Jump Shot,[],1627734,91.14651773981603,3.6764705882352944,1610612754,37,32,2021-11-20T00:51:37Z,2080000,-232.0,31.0,1,right,MISS D. Sabonis 3PT,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,23.36,Missed,,,,,,,,,,,,,,,,,,,
214,PT07M26.00S,2021-11-20T00:51:35.1Z,2,REGULAR,rebound,offensive,[],1629048,,,1610612754,37,32,2021-11-20T00:51:37Z,2090000,,,0,,G. Bitadze REBOUND (Off:1 Def:1),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,213.0,2.0,1.0,1.0,,,,,,,,,,
215,PT07M21.00S,2021-11-20T00:51:40.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627747,91.27792378449409,50.0,1610612754,37,34,2021-11-20T00:51:44Z,2100000,0.0,29.0,1,right,C. LeVert driving Layup (6 PTS),[1627747],1610612754.0,IND,driving,,,LeVert,C. LeVert,,,,,2.95,Made,6.0,,,,,,,,,,,,,,,,,,
216,PT06M57.00S,2021-11-20T00:52:04.7Z,2,REGULAR,3pt,Jump Shot,[],1628970,25.837713534822605,81.86274509803921,1610612766,37,34,2021-11-20T00:52:12Z,2110000,-159.0,190.0,1,left,MISS M. Bridges 24' 3PT - blocked,"[1628970, 1627763]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,24.83,Missed,,,,,,,,,,,,,,,,,Brogdon,1627763.0,
217,PT06M57.00S,2021-11-20T00:52:04.7Z,2,REGULAR,block,,[],1627763,,,1610612766,37,34,2021-11-20T00:52:07Z,2120000,,,0,,M. Brogdon BLOCK (1 BLK),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M54.00S,2021-11-20T00:52:07.7Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612754,37,34,2021-11-20T00:52:12Z,2130000,,,0,,M. Brogdon REBOUND (Off:0 Def:1),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,216.0,1.0,1.0,0.0,,,,,,,,,,
219,PT06M53.00S,2021-11-20T00:52:11.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629103,76.95466491458606,91.42156862745098,1610612754,37,37,2021-11-20T00:52:25Z,2140000,207.0,164.0,1,right,K. Martin 26' 3PT  (3 PTS) (M. Brogdon 2 AST),"[1629103, 1627763]",1610612754.0,IND,,,,Martin,K. Martin,,,,,26.42,Made,3.0,,,,,,,,,,,,,M. Brogdon,1627763.0,2.0,,,
221,PT06M53.00S,2021-11-20T00:52:18.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,37,37,2021-11-20T00:52:18Z,2160000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M53.00S,2021-11-20T00:53:55.7Z,2,REGULAR,substitution,out,[],1626179,,,1610612766,37,37,2021-11-20T00:54:38Z,2170000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M53.00S,2021-11-20T00:53:55.7Z,2,REGULAR,substitution,out,[],1626162,,,1610612766,37,37,2021-11-20T00:54:38Z,2180000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M53.00S,2021-11-20T00:53:55.7Z,2,REGULAR,substitution,out,[],1627747,,,1610612766,37,37,2021-11-20T00:54:38Z,2190000,,,0,,SUB out: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M53.00S,2021-11-20T00:53:55.7Z,2,REGULAR,substitution,in,[],1628998,,,1610612766,37,37,2021-11-20T00:54:38Z,2200000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M53.00S,2021-11-20T00:53:55.7Z,2,REGULAR,substitution,in,[],1630163,,,1610612766,37,37,2021-11-20T00:54:38Z,2210000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M53.00S,2021-11-20T00:53:55.7Z,2,REGULAR,substitution,in,[],1630537,,,1610612766,37,37,2021-11-20T00:54:38Z,2220000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M34.00S,2021-11-20T00:55:29.6Z,2,REGULAR,3pt,Jump Shot,[],1630163,27.54599211563732,79.41176470588235,1610612766,37,37,2021-11-20T00:55:35Z,2230000,-147.0,206.0,1,left,MISS L. Ball 25' step back 3PT,[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,25.35,Missed,,,,,,,,,,,,,,,,,,,
229,PT06M30.00S,2021-11-20T00:55:33.6Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612754,37,37,2021-11-20T00:55:35Z,2240000,,,0,,D. Sabonis REBOUND (Off:0 Def:5),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,228.0,5.0,5.0,0.0,,,,,,,,,,
230,PT06M21.00S,2021-11-20T00:55:42.6Z,2,REGULAR,3pt,Jump Shot,[],1627763,71.04139290407359,74.75490196078431,1610612754,37,37,2021-11-20T00:55:47Z,2250000,124.0,220.0,1,right,MISS M. Brogdon 25' pullup 3PT,[1627763],1610612754.0,IND,pullup,,,Brogdon,M. Brogdon,,,,,25.22,Missed,,,,,,,,,,,,,,,,,,,
231,PT06M17.00S,2021-11-20T00:55:46.6Z,2,REGULAR,rebound,defensive,[],1629667,,,1610612766,37,37,2021-11-20T00:55:47Z,2260000,,,0,,J. McDaniels REBOUND (Off:0 Def:3),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,230.0,3.0,3.0,0.0,,,,,,,,,,
232,PT06M00.00S,2021-11-20T00:56:03.2Z,2,REGULAR,3pt,Jump Shot,[],1628970,29.517082785808146,74.26470588235294,1610612766,40,37,2021-11-20T00:56:08Z,2270000,-121.0,225.0,1,left,M. Bridges 25' 3PT  (3 PTS) (L. Ball 1 AST),"[1628970, 1630163]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,25.56,Made,3.0,,,,,,,,,,,,,L. Ball,1630163.0,1.0,,,
234,PT05M44.00S,2021-11-20T00:56:19.4Z,2,REGULAR,2pt,Jump Shot,[],1629103,91.01511169513797,26.96078431372549,1610612754,40,37,2021-11-20T00:56:23Z,2290000,-115.0,32.0,1,right,MISS K. Martin 11' pullup Shot,[1629103],1610612754.0,IND,pullup,,,Martin,K. Martin,,,,,11.96,Missed,,,,,,,,,,,,,,,,,,,
236,PT05M41.00S,2021-11-20T00:56:22.4Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,40,37,2021-11-20T00:56:23Z,2310000,,,0,,L. Ball REBOUND (Off:1 Def:3),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,234.0,4.0,3.0,1.0,,,,,,,,,,
237,PT05M38.00S,2021-11-20T00:56:26.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,5.206964520367937,52.69607843137255,1610612766,42,37,2021-11-20T00:57:36Z,2320000,-13.0,-4.0,1,left,L. Ball running Layup (11 PTS),[1630163],1610612766.0,CHA,running,,,Ball,L. Ball,,,,,1.4,Made,11.0,,,,,,,,,,,,,,,,,,
238,PT05M38.00S,2021-11-20T00:56:29.8Z,2,REGULAR,foul,personal,['1freethrow'],1629048,,,1610612766,42,37,2021-11-20T00:56:58Z,2330000,,,0,,G. Bitadze shooting personal FOUL (2 PF) (Ball 1 FT),"[1629048, 1630163]",1610612754.0,IND,shooting,,,Bitadze,G. Bitadze,,,,,,,,203593.0,,,,,,,,2.0,0.0,Ball,1630163.0,,,,,,
240,PT05M38.00S,2021-11-20T00:56:42.3Z,2,REGULAR,substitution,out,[],1627763,,,1610612766,42,37,2021-11-20T00:57:12Z,2350000,,,0,,SUB out: M. Brogdon,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M38.00S,2021-11-20T00:56:42.3Z,2,REGULAR,substitution,out,[],1627734,,,1610612766,42,37,2021-11-20T00:57:12Z,2360000,,,0,,SUB out: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M38.00S,2021-11-20T00:56:42.3Z,2,REGULAR,substitution,out,[],1629048,,,1610612766,42,37,2021-11-20T00:57:12Z,2370000,,,0,,SUB out: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M38.00S,2021-11-20T00:56:42.3Z,2,REGULAR,substitution,in,[],1628470,,,1610612766,42,37,2021-11-20T00:57:12Z,2380000,,,0,,SUB in: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M38.00S,2021-11-20T00:56:42.3Z,2,REGULAR,substitution,in,[],1626167,,,1610612766,42,37,2021-11-20T00:57:12Z,2390000,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M38.00S,2021-11-20T00:56:42.3Z,2,REGULAR,substitution,in,[],204456,,,1610612766,42,37,2021-11-20T00:57:12Z,2400000,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M38.00S,2021-11-20T00:57:03.3Z,2,REGULAR,freethrow,1 of 1,[],1630163,,,1610612766,43,37,2021-11-20T00:57:03Z,2410000,,,0,,L. Ball Free Throw 1 of 1 (12 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
247,PT05M25.00S,2021-11-20T00:57:18.5Z,2,REGULAR,turnover,lost ball,[],1630537,,,1610612754,43,37,2021-11-20T00:58:41Z,2420000,,,0,,C. Duarte lost ball TURNOVER (1 TO),"[1630537, 1628970]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,1.0,Bridges,1628970.0,,,,,,,,,,,,,,
248,PT05M25.00S,2021-11-20T00:57:18.5Z,2,REGULAR,steal,,[],1628970,,,1610612766,43,37,2021-11-20T00:57:20Z,2430000,,,0,,M. Bridges STEAL (1 STL),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M25.00S,2021-11-20T00:57:24.3Z,2,REGULAR,foul,personal,[],1630537,,,1610612766,43,37,2021-11-20T00:59:18Z,2440000,,,0,,C. Duarte take personal FOUL (3 PF),"[1630537, 1628970]",1610612754.0,IND,take,,,Duarte,C. Duarte,,,,,,,,101283.0,,,,,,,,3.0,0.0,Bridges,1628970.0,,,,,,
251,PT05M25.00S,2021-11-20T00:57:38.8Z,2,REGULAR,substitution,out,[],203486,,,1610612766,43,37,2021-11-20T00:57:47Z,2460000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M25.00S,2021-11-20T00:57:38.8Z,2,REGULAR,substitution,out,[],1630537,,,1610612766,43,37,2021-11-20T00:57:47Z,2470000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M25.00S,2021-11-20T00:57:38.8Z,2,REGULAR,substitution,in,[],202330,,,1610612766,43,37,2021-11-20T00:57:47Z,2480000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M25.00S,2021-11-20T00:57:38.8Z,2,REGULAR,substitution,in,[],203200,,,1610612766,43,37,2021-11-20T00:57:47Z,2490000,,,0,,SUB in: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M16.00S,2021-11-20T00:58:05.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628470,,,1610612766,43,37,2021-11-20T00:58:15Z,2500000,,,0,,T. Craig shooting personal FOUL (1 PF) (Ball 2 FT),"[1628470, 1630163]",1610612754.0,IND,shooting,,,Craig,T. Craig,,,,,,,,201245.0,,,,,,,,1.0,0.0,Ball,1630163.0,,,,,,
257,PT05M16.00S,2021-11-20T00:58:26.5Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630163,,,1610612766,44,37,2021-11-20T00:58:26Z,2520000,,,0,,L. Ball Free Throw 1 of 2 (13 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
258,PT05M16.00S,2021-11-20T00:58:42.8Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630163,,,1610612766,45,37,2021-11-20T00:58:42Z,2530000,,,0,,L. Ball Free Throw 2 of 2 (14 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
259,PT04M58.00S,2021-11-20T00:59:03.5Z,2,REGULAR,3pt,Jump Shot,[],1628470,93.64323258869908,1.715686274509804,1610612754,45,40,2021-11-20T00:59:09Z,2540000,-241.0,7.0,1,right,T. Craig 24' 3PT  (3 PTS) (K. Martin 2 AST),"[1628470, 1629103]",1610612754.0,IND,,,,Craig,T. Craig,,,,,24.15,Made,3.0,,,,,,,,,,,,,K. Martin,1629103.0,2.0,,,
261,PT04M45.00S,2021-11-20T00:59:16.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,10.726018396846255,35.049019607843135,1610612766,47,40,2021-11-20T00:59:26Z,2560000,75.0,48.0,1,left,L. Ball 8' Jump Shot (16 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,8.9,Made,16.0,,,,,,,,,,,,,,,,,,
262,PT04M37.00S,2021-11-20T00:59:24.9Z,2,REGULAR,3pt,Jump Shot,[],1628470,94.03745072273325,4.6568627450980395,1610612754,47,40,2021-11-20T00:59:29Z,2570000,-227.0,4.0,1,right,MISS T. Craig 3PT,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,22.67,Missed,,,,,,,,,,,,,,,,,,,
263,PT04M34.00S,2021-11-20T00:59:27.6Z,2,REGULAR,rebound,offensive,[],1626167,,,1610612754,47,40,2021-11-20T00:59:27Z,2580000,,,0,,M. Turner REBOUND (Off:2 Def:0),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,262.0,2.0,0.0,2.0,,,,,,,,,,
264,PT04M33.00S,2021-11-20T00:59:28.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626167,93.51182654402102,50.49019607843137,1610612754,47,42,2021-11-20T01:00:33Z,2590000,2.0,8.0,1,right,M. Turner putback Layup (4 PTS),[1626167],1610612754.0,IND,putback,,,Turner,M. Turner,,,,,0.89,Made,4.0,,,,,,,,,,,,,,,,,,
265,PT04M20.00S,2021-11-20T00:59:42.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,8.754927726675426,48.529411764705884,1610612766,47,42,2021-11-20T00:59:47Z,2600000,7.0,30.0,1,left,MISS L. Ball driving finger roll Layup,[1630163],1610612766.0,CHA,driving finger roll,,,Ball,L. Ball,,,,,3.07,Missed,,,,,,,,,,,,,,,,,,,
266,PT04M19.00S,2021-11-20T00:59:43.7Z,2,REGULAR,rebound,defensive,[],1626167,,,1610612754,47,42,2021-11-20T00:59:43Z,2610000,,,0,,M. Turner REBOUND (Off:2 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,265.0,3.0,1.0,2.0,,,,,,,,,,
