actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
15,PT10M36.00S,2022-01-15T00:12:26.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,0,3,2022-01-15T00:12:26Z,150000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,PT10M29.00S,2022-01-15T00:12:45.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629643,94.43166885676742,3.431372549019608,1610612753,0,6,2022-01-15T00:12:49Z,160000,-233.0,0.0,1,right,C. Okeke 3PT  (3 PTS) (G. Harris 1 AST),"[1629643, 203914]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,23.28,Made,3.0,,,,,,,,G. Harris,203914.0,1.0,,,,,,,,
18,PT10M18.00S,2022-01-15T00:12:56.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,7.046649145860711,51.71568627450981,1610612766,2,6,2022-01-15T00:13:00Z,180000,-9.0,14.0,1,left,L. Ball driving Layup (2 PTS),[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,1.62,Made,2.0,,,,,,,,,,,,,,,,,,
19,PT10M06.00S,2022-01-15T00:13:08.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630532,93.24901445466492,52.450980392156865,1610612753,2,8,2022-01-15T00:13:14Z,190000,12.0,11.0,1,right,F. Wagner cutting DUNK (2 PTS) (R. Lopez 1 AST),"[1630532, 201577]",1610612753.0,ORL,cutting,,,Wagner,F. Wagner,,,,,1.65,Made,2.0,,,,,,,,R. Lopez,201577.0,1.0,,,,,,,,
21,PT09M41.00S,2022-01-15T00:13:33.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,6.389618922470433,48.529411764705884,1610612766,4,8,2022-01-15T00:13:37Z,210000,7.0,8.0,1,left,M. Plumlee alley-oop DUNK (2 PTS) (L. Ball 1 AST),"[203486, 1630163]",1610612766.0,CHA,alley-oop,,,Plumlee,M. Plumlee,,,,,1.06,Made,2.0,,,,,,,,L. Ball,1630163.0,1.0,,,,,,,,
23,PT09M28.00S,2022-01-15T00:13:45.4Z,1,REGULAR,3pt,Jump Shot,[],203914,66.96780551905388,36.51960784313725,1610612753,4,8,2022-01-15T00:13:49Z,230000,-67.0,258.0,1,right,MISS G. Harris 26' 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,26.67,Missed,,,,,,,,,,,,,,,,,,,
24,PT09M26.00S,2022-01-15T00:13:47.4Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,4,8,2022-01-15T00:13:49Z,240000,,,0,,G. Hayward REBOUND (Off:0 Def:2),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,23.0,2.0,2.0,0.0,,,,,,,,,,,,,,
25,PT09M09.00S,2022-01-15T00:14:05.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,12.565703022339028,38.48039215686275,1610612766,6,8,2022-01-15T00:15:30Z,250000,58.0,66.0,1,left,L. Ball 8' driving floating Jump Shot (4 PTS),[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,8.73,Made,4.0,,,,,,,,,,,,,,,,,,
26,PT08M54.00S,2022-01-15T00:14:19.6Z,1,REGULAR,3pt,Jump Shot,[],203914,72.09264126149803,79.90196078431373,1610612753,6,8,2022-01-15T00:14:24Z,260000,150.0,210.0,1,right,MISS G. Harris 25' 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,25.76,Missed,,,,,,,,,,,,,,,,,,,
27,PT08M52.00S,2022-01-15T00:14:21.6Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,6,8,2022-01-15T00:14:24Z,270000,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,,
28,PT08M43.00S,2022-01-15T00:14:31.3Z,1,REGULAR,turnover,lost ball,[],202330,,,1610612766,6,8,2022-01-15T00:14:36Z,280000,,,0,,G. Hayward lost ball TURNOVER (1 TO),"[202330, 1630532]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,1.0,Wagner,1630532.0,,,,,,,,,,,
29,PT08M43.00S,2022-01-15T00:14:31.3Z,1,REGULAR,steal,,[],1630532,,,1610612753,6,8,2022-01-15T00:14:33Z,290000,,,0,,F. Wagner STEAL (1 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT08M39.00S,2022-01-15T00:14:35.6Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630175,93.24901445466492,51.9607843137255,1610612753,6,10,2022-01-15T00:16:22Z,300000,10.0,11.0,1,right,C. Anthony running alley-oop DUNK (2 PTS) (F. Wagner 1 AST),"[1630175, 1630532]",1610612753.0,ORL,running alley-oop,,,Anthony,C. Anthony,,,,,1.47,Made,2.0,,,,,,,,F. Wagner,1630532.0,1.0,,,,,,,,
32,PT08M12.00S,2022-01-15T00:15:04.9Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612766,6,10,2022-01-15T00:15:14Z,320000,,,0,,CHA shot clock Team TURNOVER,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,1628487.0,,,,,,,
33,PT07M49.00S,2022-01-15T00:15:43.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630175,73.9323258869908,71.56862745098039,1610612753,6,10,2022-01-15T00:15:49Z,330000,108.0,193.0,1,right,MISS C. Anthony 22' step back Shot,[1630175],1610612753.0,ORL,step back,,,Anthony,C. Anthony,,,,,22.06,Missed,,,,,,,,,,,,,,,,,,,
34,PT07M46.00S,2022-01-15T00:15:46.3Z,1,REGULAR,rebound,offensive,[],1630532,,,1610612753,6,10,2022-01-15T00:15:49Z,340000,,,0,,F. Wagner REBOUND (Off:1 Def:0),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,33.0,1.0,0.0,1.0,,,,,,,,,,,,,,
35,PT07M44.00S,2022-01-15T00:15:48.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203914,93.11760840998686,97.54901960784314,1610612753,6,13,2022-01-15T00:15:52Z,350000,238.0,12.0,1,right,G. Harris 3PT  (6 PTS) (F. Wagner 2 AST),"[203914, 1630532]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,23.8,Made,6.0,,,,,,,,F. Wagner,1630532.0,2.0,,,,,,,,
37,PT07M43.00S,2022-01-15T00:15:54.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,6,13,2022-01-15T00:15:54Z,370000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PT07M30.00S,2022-01-15T00:18:58.8Z,1,REGULAR,3pt,Jump Shot,[],1630163,34.37910643889619,51.9607843137255,1610612766,9,13,2022-01-15T00:19:03Z,380000,-10.0,271.0,1,left,L. Ball 27' 3PT  (7 PTS) (M. Bridges 1 AST),"[1630163, 1628970]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,27.09,Made,7.0,,,,,,,,M. Bridges,1628970.0,1.0,,,,,,,,
40,PT07M15.00S,2022-01-15T00:19:16.2Z,1,REGULAR,turnover,out-of-bounds,[],1630532,,,1610612753,9,13,2022-01-15T00:19:25Z,400000,,,0,,F. Wagner bad pass out-of-bounds TURNOVER (1 TO),[1630532],1610612753.0,ORL,bad pass,,,Wagner,F. Wagner,,,,,,,,,,,,1.0,,,,,,1162.0,,,,,,,
41,PT07M08.00S,2022-01-15T00:19:26.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630163,31.61957950065703,76.9607843137255,1610612766,9,13,2022-01-15T00:19:31Z,410000,-135.0,245.0,1,left,MISS L. Ball 27' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,27.94,Missed,,,,,,,,,,,,,,,,,,,
42,PT07M05.00S,2022-01-15T00:19:29.1Z,1,REGULAR,rebound,defensive,[],1629643,,,1610612753,9,13,2022-01-15T00:19:29Z,420000,,,0,,C. Okeke REBOUND (Off:0 Def:2),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,41.0,2.0,2.0,0.0,,,,,,,,,,,,,,
43,PT06M57.00S,2022-01-15T00:19:37.1Z,1,REGULAR,3pt,Jump Shot,[],1629643,66.17936925098554,54.65686274509803,1610612753,9,13,2022-01-15T00:19:41Z,430000,23.0,265.0,1,right,MISS C. Okeke 26' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,26.64,Missed,,,,,,,,,,,,,,,,,,,
44,PT06M55.00S,2022-01-15T00:19:39.1Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,9,13,2022-01-15T00:19:41Z,440000,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,43.0,1.0,1.0,0.0,,,,,,,,,,,,,,
45,PT06M42.00S,2022-01-15T00:19:52.8Z,1,REGULAR,3pt,Jump Shot,[],1628970,27.020367936925098,80.3921568627451,1610612766,9,13,2022-01-15T00:19:58Z,450000,-152.0,201.0,1,left,MISS M. Bridges 25' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,25.24,Missed,,,,,,,,,,,,,,,,,,,
46,PT06M38.00S,2022-01-15T00:19:56.8Z,1,REGULAR,rebound,offensive,[],1630163,,,1610612766,9,13,2022-01-15T00:19:58Z,460000,,,0,,L. Ball REBOUND (Off:1 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,45.0,2.0,1.0,1.0,,,,,,,,,,,,,,
47,PT06M38.00S,2022-01-15T00:19:56.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630163,5.338370565045992,51.71568627450981,1610612766,9,13,2022-01-15T00:20:42Z,470000,-9.0,-2.0,1,left,MISS L. Ball putback Layup - blocked,"[1630163, 1630532]",1610612766.0,CHA,putback,,,Ball,L. Ball,,,,,0.89,Missed,,,,,,,,,,,,,Wagner,1630532.0,,,,,
48,PT06M38.00S,2022-01-15T00:19:56.4Z,1,REGULAR,block,,[],1630532,,,1610612766,9,13,2022-01-15T00:19:59Z,480000,,,0,,F. Wagner BLOCK (1 BLK),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT06M38.00S,2022-01-15T00:19:56.4Z,1,REGULAR,rebound,offensive,[],1630163,,,1610612766,9,13,2022-01-15T00:20:01Z,490000,,,0,,L. Ball REBOUND (Off:2 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,47.0,3.0,1.0,2.0,,,,,,,,,,,,,,
50,PT06M34.00S,2022-01-15T00:20:05.3Z,1,REGULAR,foul,personal,['2freethrow'],1630532,,,1610612766,9,13,2022-01-15T00:20:11Z,500000,,,0,,F. Wagner shooting personal FOUL (1 PF) (Rozier 2 FT),"[1630532, 1626179]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,1628487.0,,,1.0,0.0,Rozier,1626179.0,
52,PT06M34.00S,2022-01-15T00:20:32.8Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1626179,,,1610612766,10,13,2022-01-15T00:20:32Z,520000,,,0,,T. Rozier Free Throw 1 of 2 (1 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
53,PT06M34.00S,2022-01-15T00:20:34.4Z,1,REGULAR,substitution,out,[],1630532,,,1610612766,10,13,2022-01-15T00:20:38Z,530000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M34.00S,2022-01-15T00:20:34.4Z,1,REGULAR,substitution,in,[],203082,,,1610612766,10,13,2022-01-15T00:20:38Z,540000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M34.00S,2022-01-15T00:20:51.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1626179,,,1610612766,11,13,2022-01-15T00:20:51Z,550000,,,0,,T. Rozier Free Throw 2 of 2 (2 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
56,PT06M19.00S,2022-01-15T00:21:09.8Z,1,REGULAR,3pt,Jump Shot,[],203914,66.83639947437582,31.372549019607842,1610612753,11,13,2022-01-15T00:21:14Z,560000,-93.0,259.0,1,right,MISS G. Harris 27' 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,27.54,Missed,,,,,,,,,,,,,,,,,,,
57,PT06M15.00S,2022-01-15T00:21:13.8Z,1,REGULAR,rebound,offensive,[],1630175,,,1610612753,11,13,2022-01-15T00:21:14Z,570000,,,0,,C. Anthony REBOUND (Off:1 Def:0),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,56.0,1.0,0.0,1.0,,,,,,,,,,,,,,
58,PT06M13.00S,2022-01-15T00:21:15.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203914,71.04139290407359,17.892156862745097,1610612753,11,13,2022-01-15T00:21:19Z,580000,-161.0,220.0,1,right,MISS G. Harris 27' 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,27.21,Missed,,,,,,,,,,,,,,,,,,,
59,PT06M10.00S,2022-01-15T00:21:18.2Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,11,13,2022-01-15T00:21:19Z,590000,,,0,,M. Plumlee REBOUND (Off:0 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,58.0,2.0,2.0,0.0,,,,,,,,,,,,,,
60,PT06M06.00S,2022-01-15T00:21:22.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628970,5.601182654402102,48.529411764705884,1610612766,13,13,2022-01-15T00:22:26Z,600000,7.0,0.0,1,left,M. Bridges running reverse Layup (2 PTS) (M. Plumlee 1 AST),"[1628970, 203486]",1610612766.0,CHA,running reverse,,,Bridges,M. Bridges,,,,,0.74,Made,2.0,,,,,,,,M. Plumlee,203486.0,1.0,,,,,,,,
62,PT06M00.00S,2022-01-15T00:21:28.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203914,93.77463863337714,51.470588235294116,1610612753,13,15,2022-01-15T00:23:46Z,620000,7.0,6.0,1,right,G. Harris running reverse Layup (8 PTS) (C. Anthony 1 AST),"[203914, 1630175]",1610612753.0,ORL,running reverse,,,Harris,G. Harris,,,,,0.95,Made,8.0,,,,,,,,C. Anthony,1630175.0,1.0,,,,,,,,
64,PT05M49.00S,2022-01-15T00:21:39.6Z,1,REGULAR,3pt,Jump Shot,[],1626179,8.623521681997373,96.56862745098039,1610612766,16,15,2022-01-15T00:23:09Z,640000,-233.0,29.0,1,left,T. Rozier 3PT  (5 PTS) (L. Ball 2 AST),"[1626179, 1630163]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,23.46,Made,5.0,,,,,,,,L. Ball,1630163.0,2.0,,,,,,,,
66,PT05M49.00S,2022-01-15T00:21:43.7Z,1,REGULAR,foul,personal,['1freethrow'],1630175,,,1610612766,16,15,2022-01-15T00:21:51Z,660000,,,0,,C. Anthony shooting personal FOUL (1 PF) (Rozier 1 FT),"[1630175, 1626179]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,1627541.0,,,1.0,0.0,Rozier,1626179.0,
68,PT05M49.00S,2022-01-15T00:22:30.3Z,1,REGULAR,freethrow,1 of 1,[],1626179,,,1610612766,17,15,2022-01-15T00:22:30Z,680000,,,0,,T. Rozier Free Throw 1 of 1 (6 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
69,PT05M36.00S,2022-01-15T00:22:45.8Z,1,REGULAR,turnover,bad pass,[],203082,,,1610612753,17,15,2022-01-15T00:22:50Z,690000,,,0,,T. Ross bad pass TURNOVER (1 TO),"[203082, 1630163]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,1.0,Ball,1630163.0,,,,,,,,,,,
70,PT05M36.00S,2022-01-15T00:22:45.8Z,1,REGULAR,steal,,[],1630163,,,1610612766,17,15,2022-01-15T00:22:47Z,700000,,,0,,L. Ball STEAL (1 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M36.00S,2022-01-15T00:22:49.2Z,1,REGULAR,foul,personal,[],203082,,,1610612766,17,15,2022-01-15T00:24:53Z,710000,,,0,,T. Ross take personal FOUL (1 PF),"[203082, 1626179]",1610612753.0,ORL,take,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,1627541.0,,,1.0,0.0,Rozier,1626179.0,
73,PT05M26.00S,2022-01-15T00:23:16.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203486,6.652431011826544,48.529411764705884,1610612766,19,15,2022-01-15T00:23:24Z,730000,7.0,10.0,1,left,M. Plumlee alley-oop DUNK (4 PTS) (L. Ball 3 AST),"[203486, 1630163]",1610612766.0,CHA,alley-oop,,,Plumlee,M. Plumlee,,,,,1.24,Made,4.0,,,,,,,,L. Ball,1630163.0,3.0,,,,,,,,
75,PT05M10.00S,2022-01-15T00:23:34.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201577,92.32917214191852,51.470588235294116,1610612753,19,17,2022-01-15T00:25:41Z,750000,7.0,20.0,1,right,R. Lopez cutting Layup (2 PTS) (T. Ross 1 AST),"[201577, 203082]",1610612753.0,ORL,cutting,,,Lopez,R. Lopez,,,,,2.1,Made,2.0,,,,,,,,T. Ross,203082.0,1.0,,,,,,,,
77,PT05M10.00S,2022-01-15T00:23:37.1Z,1,REGULAR,foul,personal,['1freethrow'],202330,,,1610612753,19,17,2022-01-15T00:23:46Z,770000,,,0,,G. Hayward shooting personal FOUL (1 PF) (Lopez 1 FT),"[202330, 201577]",1610612766.0,CHA,shooting,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,1627541.0,,,1.0,0.0,Lopez,201577.0,
79,PT05M10.00S,2022-01-15T00:23:47.5Z,1,REGULAR,substitution,out,[],1630175,,,1610612753,19,17,2022-01-15T00:23:51Z,790000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M10.00S,2022-01-15T00:23:47.5Z,1,REGULAR,substitution,in,[],1630591,,,1610612753,19,17,2022-01-15T00:23:51Z,800000,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M10.00S,2022-01-15T00:24:01.4Z,1,REGULAR,freethrow,1 of 1,[],201577,,,1610612753,19,18,2022-01-15T00:24:01Z,810000,,,0,,R. Lopez Free Throw 1 of 1 (3 PTS),[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
82,PT04M53.00S,2022-01-15T00:24:20.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,15.588042049934298,64.70588235294117,1610612766,21,18,2022-01-15T00:26:23Z,820000,-74.0,94.0,1,left,L. Ball 11' driving floating Jump Shot (9 PTS) (M. Plumlee 2 AST),"[1630163, 203486]",1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,11.93,Made,9.0,,,,,,,,M. Plumlee,203486.0,2.0,,,,,,,,
84,PT04M43.00S,2022-01-15T00:24:30.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203082,86.67871222076215,45.588235294117645,1610612753,21,20,2022-01-15T00:24:34Z,840000,-22.0,73.0,1,right,T. Ross 7' floating Jump Shot (2 PTS) (J. Suggs 1 AST),"[203082, 1630591]",1610612753.0,ORL,floating,,,Ross,T. Ross,,,,,7.6,Made,2.0,,,,,,,,J. Suggs,1630591.0,1.0,,,,,,,,
86,PT04M28.00S,2022-01-15T00:24:45.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,7.966491458607096,52.69607843137255,1610612766,21,20,2022-01-15T00:24:55Z,860000,-13.0,22.0,1,left,MISS M. Bridges driving reverse Layup,[1628970],1610612766.0,CHA,driving reverse,,,Bridges,M. Bridges,,,,,2.62,Missed,,,,,,,,,,,,,,,,,,,
87,PT04M28.00S,2022-01-15T00:24:45.2Z,1,REGULAR,rebound,defensive,[],201577,,,1610612753,21,20,2022-01-15T00:24:55Z,870000,,,0,,R. Lopez REBOUND (Off:0 Def:1),[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,86.0,1.0,1.0,0.0,,,,,,,,,,,,,,
88,PT04M28.00S,2022-01-15T00:24:52.0Z,1,REGULAR,foul,personal,[],203486,,,1610612753,21,20,2022-01-15T00:24:57Z,880000,,,0,,M. Plumlee personal FOUL (1 PF),"[203486, 201577]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,1162.0,,,1.0,0.0,Lopez,201577.0,
90,PT04M28.00S,2022-01-15T00:24:57.5Z,1,REGULAR,substitution,out,[],1630163,,,1610612753,21,20,2022-01-15T00:25:00Z,900000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M28.00S,2022-01-15T00:24:57.5Z,1,REGULAR,substitution,in,[],1628998,,,1610612753,21,20,2022-01-15T00:25:00Z,910000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M16.00S,2022-01-15T00:25:23.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,21,20,2022-01-15T00:25:23Z,920000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M09.00S,2022-01-15T00:25:38.6Z,1,REGULAR,3pt,Jump Shot,[],203082,82.47371879106439,3.1862745098039214,1610612753,21,23,2022-01-15T00:25:44Z,930000,-234.0,112.0,1,right,T. Ross 25' 3PT pullup (5 PTS) (G. Harris 2 AST),"[203082, 203914]",1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,25.96,Made,5.0,,,,,,,,G. Harris,203914.0,2.0,,,,,,,,
