actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
451,PT01M29.00S,2021-12-07T01:42:45.9Z,3,REGULAR,3pt,Jump Shot,[],1627788,67.09921156373193,60.29411764705882,1610612755,88,93,2021-12-07T01:42:53Z,4410000,51.0,257.0,1,right,MISS F. Korkmaz 26' 3PT,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,26.19,Missed,,,,,,,,,,,,,,,,,,,
452,PT01M26.00S,2021-12-07T01:42:48.9Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612766,88,93,2021-12-07T01:42:53Z,4420000,,,0,,P. Washington REBOUND (Off:1 Def:5),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,451.0,6.0,5.0,1.0,,,,,,,,,,,,,,
453,PT01M19.00S,2021-12-07T01:42:55.7Z,3,REGULAR,3pt,Jump Shot,[],1626162,28.86005256241787,21.813725490196077,1610612766,88,93,2021-12-07T01:45:11Z,4430000,141.0,219.0,1,left,MISS K. Oubre Jr. 26' pullup 3PT,[1626162],1610612766.0,CHA,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,26.02,Missed,,,,,,,,,,,,,,,,,,,
454,PT01M17.00S,2021-12-07T01:42:57.7Z,3,REGULAR,rebound,defensive,[],1627788,,,1610612755,88,93,2021-12-07T01:43:01Z,4440000,,,0,,F. Korkmaz REBOUND (Off:0 Def:1),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,453.0,1.0,1.0,0.0,,,,,,,,,,,,,,
455,PT00M57.40S,2021-12-07T01:43:18.6Z,3,REGULAR,2pt,Jump Shot,[],203954,85.49605781865965,23.284313725490197,1610612755,88,95,2021-12-07T01:43:24Z,4450000,-134.0,84.0,1,right,J. Embiid 15' Jump Shot (30 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,15.77,Made,30.0,,,,,,,,,,,,,,,,,,
456,PT00M41.40S,2021-12-07T01:43:38.0Z,3,REGULAR,3pt,Jump Shot,[],1629023,28.86005256241787,76.22549019607843,1610612766,91,95,2021-12-07T01:43:43Z,4460000,-131.0,219.0,1,left,P. Washington 25' 3PT  (14 PTS) (J. Thor 2 AST),"[1629023, 1630550]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,25.51,Made,14.0,,,,,J. Thor,1630550.0,2.0,,,,,,,,,,,
457,PT00M36.70S,2021-12-07T01:43:47.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203552,64.86530880420499,81.12745098039215,1610612755,91,95,2021-12-07T01:48:38Z,4470000,156.0,278.0,1,right,MISS S. Curry 31' pullup 3PT,[203552],1610612755.0,PHI,pullup,,,Curry,S. Curry,,,,,31.84,Missed,,,,,,,,,,,,,,,,,,,
458,PT00M33.50S,2021-12-07T01:43:51.1Z,3,REGULAR,rebound,defensive,[],1630550,,,1610612766,91,95,2021-12-07T01:43:56Z,4480000,,,0,,J. Thor REBOUND (Off:0 Def:2),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,457.0,2.0,2.0,0.0,,,,,,,,,,,,,,
459,PT00M22.80S,2021-12-07T01:44:04.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,7.5722733245729295,46.568627450980394,1610612766,91,95,2021-12-07T01:44:14Z,4490000,17.0,19.0,1,left,MISS P. Washington Layup - blocked,"[1629023, 1627777]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,2.54,Missed,,,,,,,,,,,Niang,1627777.0,,,,,,,
460,PT00M22.80S,2021-12-07T01:44:04.7Z,3,REGULAR,block,,[],1627777,,,1610612766,91,95,2021-12-07T01:44:07Z,4500000,,,0,,G. Niang BLOCK (1 BLK),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT00M22.80S,2021-12-07T01:44:04.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612766,91,95,2021-12-07T01:44:14Z,4510000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,459.0,,,,,,,,,,,,,,,,,
462,PT00M22.80S,2021-12-07T01:44:09.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,91,95,2021-12-07T01:44:09Z,4520000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT00M22.80S,2021-12-07T01:44:14.4Z,3,REGULAR,substitution,out,[],203954,,,1610612766,91,95,2021-12-07T01:44:19Z,4530000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT00M22.80S,2021-12-07T01:44:14.4Z,3,REGULAR,substitution,in,[],203083,,,1610612766,91,95,2021-12-07T01:44:19Z,4540000,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT00M22.80S,2021-12-07T01:44:14.4Z,3,REGULAR,substitution,out,[],203552,,,1610612766,91,95,2021-12-07T01:44:26Z,4550000,,,0,,SUB out: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT00M22.80S,2021-12-07T01:44:14.4Z,3,REGULAR,substitution,in,[],1630198,,,1610612766,91,95,2021-12-07T01:44:26Z,4560000,,,0,,SUB in: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT00M15.90S,2021-12-07T01:44:40.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630550,31.225361366622867,28.186274509803923,1610612766,91,95,2021-12-07T01:44:49Z,4570000,109.0,241.0,1,left,MISS J. Thor 26' 3PT,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,26.45,Missed,,,,,,,,,,,,,,,,,,,
468,PT00M11.90S,2021-12-07T01:44:44.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612766,91,95,2021-12-07T01:44:49Z,4580000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,467.0,,,,,,,,,,,,,,,,,
469,PT00M11.90S,2021-12-07T01:44:46.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,91,95,2021-12-07T01:44:46Z,4590000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT00M00.00S,2021-12-07T01:45:15.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202330,8.229303547963205,52.450980392156865,1610612766,93,95,2021-12-07T01:45:20Z,4600000,-12.0,25.0,1,left,G. Hayward Layup (9 PTS) (K. Oubre Jr. 3 AST),"[202330, 1626162]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,2.78,Made,9.0,,,,,K. Oubre Jr.,1626162.0,3.0,,,,,,,,,,,
472,PT00M00.00S,2021-12-07T01:45:42.4Z,3,REGULAR,instantreplay,request,[],0,,,1610612755,93,95,2021-12-07T01:45:53Z,4620000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,201639.0,,,,,,,,,,End Period - Good Basket
473,PT00M00.00S,2021-12-07T01:45:58.1Z,3,REGULAR,period,end,[],0,,,1610612755,93,95,2021-12-07T01:45:58Z,4630000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT12M00.00S,2021-12-07T01:47:59.1Z,4,REGULAR,period,start,[],0,,,1610612766,93,95,2021-12-07T01:47:59Z,4640000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT11M51.00S,2021-12-07T01:48:09.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,6.258212877792378,48.77450980392157,1610612766,95,95,2021-12-07T01:48:24Z,4650000,6.0,6.0,1,left,P. Washington cutting finger roll Layup (16 PTS) (G. Hayward 6 AST),"[1629023, 202330]",1610612766.0,CHA,cutting finger roll,,,Washington,P. Washington,,,,,0.88,Made,16.0,,,,,G. Hayward,202330.0,6.0,,,,,,,,,,,
477,PT11M51.00S,2021-12-07T01:48:12.2Z,4,REGULAR,foul,personal,['1freethrow'],1630198,,,1610612766,95,95,2021-12-07T01:48:23Z,4670000,,,0,,I. Joe shooting personal FOUL (2 PF) (Washington 1 FT),"[1630198, 1629023]",1610612755.0,PHI,shooting,,,Joe,I. Joe,,,,,,,,,,,,,,,1627961.0,,,,2.0,0.0,Washington,1629023.0,,,
479,PT11M51.00S,2021-12-07T01:48:34.2Z,4,REGULAR,freethrow,1 of 1,[],1629023,,,1610612766,95,95,2021-12-07T01:48:34Z,4690000,,,0,,MISS P. Washington Free Throw 1 of 1,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,Missed,,,,,,,,,,,,,,,,,,,
480,PT11M48.00S,2021-12-07T01:48:37.2Z,4,REGULAR,rebound,defensive,[],1627788,,,1610612755,95,95,2021-12-07T01:48:39Z,4700000,,,0,,F. Korkmaz REBOUND (Off:0 Def:2),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,479.0,2.0,2.0,0.0,,,,,,,,,,,,,,
481,PT11M34.00S,2021-12-07T01:48:49.9Z,4,REGULAR,3pt,Jump Shot,[],1627777,91.27792378449409,98.52941176470588,1610612755,95,98,2021-12-07T01:48:55Z,4710000,243.0,29.0,1,right,G. Niang 24' 3PT  (6 PTS) (F. Korkmaz 2 AST),"[1627777, 1627788]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,24.44,Made,6.0,,,,,F. Korkmaz,1627788.0,2.0,,,,,,,,,,,
483,PT11M20.00S,2021-12-07T01:49:03.2Z,4,REGULAR,3pt,Jump Shot,[],202330,31.09395532194481,29.901960784313726,1610612766,98,98,2021-12-07T01:52:38Z,4730000,100.0,240.0,1,left,G. Hayward 26' 3PT pullup (12 PTS),[202330],1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,26.0,Made,12.0,,,,,,,,,,,,,,,,,,
484,PT11M02.00S,2021-12-07T01:49:21.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1627788,92.72339027595268,54.65686274509803,1610612755,98,98,2021-12-07T01:49:31Z,4740000,23.0,16.0,1,right,MISS F. Korkmaz DUNK - blocked,"[1627788, 1630550]",1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,2.82,Missed,,,,,,,,,,,Thor,1630550.0,,,,,,,
485,PT11M02.00S,2021-12-07T01:49:21.5Z,4,REGULAR,block,,[],1630550,,,1610612755,98,98,2021-12-07T01:49:23Z,4750000,,,0,,J. Thor BLOCK (1 BLK),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT11M02.00S,2021-12-07T01:49:21.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612755,98,98,2021-12-07T01:49:31Z,4760000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,484.0,,,,,,,,,,,,,,,,,
487,PT11M02.00S,2021-12-07T01:49:30.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,98,98,2021-12-07T01:49:30Z,4770000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT10M59.00S,2021-12-07T01:49:47.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629680,92.72339027595268,51.470588235294116,1610612755,98,100,2021-12-07T01:49:52Z,4780000,7.0,16.0,1,right,M. Thybulle DUNK (2 PTS) (A. Drummond 2 AST),"[1629680, 203083]",1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,1.75,Made,2.0,,,,,A. Drummond,203083.0,2.0,,,,,,,,,,,
490,PT10M36.00S,2021-12-07T01:50:10.7Z,4,REGULAR,turnover,lost ball,[],1626162,,,1610612766,98,100,2021-12-07T01:50:18Z,4800000,,,0,,K. Oubre Jr. lost ball TURNOVER (1 TO),"[1626162, 203083]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,1.0,,,,,,,Drummond,203083.0,
491,PT10M36.00S,2021-12-07T01:50:10.7Z,4,REGULAR,steal,,[],203083,,,1610612755,98,100,2021-12-07T01:50:12Z,4810000,,,0,,A. Drummond STEAL (1 STL),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT10M32.00S,2021-12-07T01:50:14.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203083,93.11760840998686,52.450980392156865,1610612755,98,102,2021-12-07T01:53:56Z,4820000,12.0,12.0,1,right,A. Drummond running DUNK (6 PTS),[203083],1610612755.0,PHI,running,,,Drummond,A. Drummond,,,,,1.73,Made,6.0,,,,,,,,,,,,,,,,,,
493,PT10M24.00S,2021-12-07T01:50:22.2Z,4,REGULAR,2pt,Jump Shot,['fastbreak'],202330,20.581471747700395,62.745098039215684,1610612766,98,102,2021-12-07T01:54:09Z,4830000,-64.0,141.0,1,left,MISS G. Hayward 15' pullup Shot,[202330],1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,15.47,Missed,,,,,,,,,,,,,,,,,,,
494,PT10M24.00S,2021-12-07T01:50:22.2Z,4,REGULAR,rebound,defensive,[],1629680,,,1610612755,98,102,2021-12-07T01:51:21Z,4840000,,,0,,M. Thybulle REBOUND (Off:1 Def:1),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,493.0,2.0,1.0,1.0,,,,,,,,,,,,,,
495,PT10M13.00S,2021-12-07T01:50:33.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627788,86.5473061760841,46.81372549019608,1610612755,98,104,2021-12-07T01:54:44Z,4850000,-16.0,74.0,1,right,F. Korkmaz 7' driving floating Jump Shot (8 PTS),[1627788],1610612755.0,PHI,driving floating,,,Korkmaz,F. Korkmaz,,,,,7.57,Made,8.0,,,,,,,,,,,,,,,,,,
496,PT10M13.00S,2021-12-07T01:50:36.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,98,104,2021-12-07T01:50:36Z,4860000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT10M13.00S,2021-12-07T01:50:56.4Z,4,REGULAR,foul,technical,['1freethrow'],1626162,,,1610612766,98,104,2021-12-07T01:53:13Z,4870000,,,0,,K. Oubre Jr. technical FOUL (1 Tech),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,1627962.0,,,,0.0,1.0,,,,,
499,PT10M13.00S,2021-12-07T01:52:47.6Z,4,REGULAR,substitution,out,[],1626162,,,1610612766,98,104,2021-12-07T01:53:00Z,4880000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT10M13.00S,2021-12-07T01:52:47.6Z,4,REGULAR,substitution,in,[],1628970,,,1610612766,98,104,2021-12-07T01:53:00Z,4890000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT10M13.00S,2021-12-07T01:53:43.5Z,4,REGULAR,freethrow,1 of 1,[],1627777,,,1610612766,98,105,2021-12-07T01:53:43Z,4900000,,,0,,G. Niang technical Free Throw 1 of 1 (7 PTS),[1627777],1610612755.0,PHI,technical,,,Niang,G. Niang,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
502,PT09M58.00S,2021-12-07T01:54:12.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629023,8.623521681997373,52.20588235294118,1610612766,98,105,2021-12-07T01:56:13Z,4910000,-11.0,29.0,1,left,MISS P. Washington cutting DUNK - blocked,"[1629023, 203083]",1610612766.0,CHA,cutting,,,Washington,P. Washington,,,,,3.06,Missed,,,,,,,,,,,Drummond,203083.0,,,,,,,
503,PT09M58.00S,2021-12-07T01:54:12.0Z,4,REGULAR,block,,[],203083,,,1610612766,98,105,2021-12-07T01:54:14Z,4920000,,,0,,A. Drummond BLOCK (2 BLK),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT09M56.00S,2021-12-07T01:54:14.0Z,4,REGULAR,rebound,defensive,[],1627788,,,1610612755,98,105,2021-12-07T01:54:18Z,4930000,,,0,,F. Korkmaz REBOUND (Off:0 Def:3),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,502.0,3.0,3.0,0.0,,,,,,,,,,,,,,
505,PT09M51.00S,2021-12-07T01:54:19.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203083,92.72339027595268,54.41176470588235,1610612755,98,105,2021-12-07T01:54:48Z,4940000,22.0,16.0,1,right,MISS A. Drummond alley-oop Layup,[203083],1610612755.0,PHI,alley-oop,,,Drummond,A. Drummond,,,,,2.72,Missed,,,,,,,,,,,,,,,,,,,
506,PT09M48.00S,2021-12-07T01:54:22.2Z,4,REGULAR,rebound,defensive,[],1629023,,,1610612766,98,105,2021-12-07T01:54:22Z,4950000,,,0,,P. Washington REBOUND (Off:1 Def:6),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,505.0,7.0,6.0,1.0,,,,,,,,,,,,,,
507,PT09M45.00S,2021-12-07T01:54:25.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630547,5.338370565045992,4.6568627450980395,1610612766,101,105,2021-12-07T01:54:55Z,4960000,227.0,-2.0,1,left,J. Bouknight 3PT  (7 PTS) (G. Hayward 7 AST),"[1630547, 202330]",1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,22.67,Made,7.0,,,,,G. Hayward,202330.0,7.0,,,,,,,,,,,
509,PT09M21.00S,2021-12-07T01:54:49.7Z,4,REGULAR,3pt,Jump Shot,[],1627788,65.65374507227332,69.36274509803921,1610612755,101,105,2021-12-07T01:57:03Z,4980000,97.0,270.0,1,right,MISS F. Korkmaz 28' pullup 3PT,[1627788],1610612755.0,PHI,pullup,,,Korkmaz,F. Korkmaz,,,,,28.72,Missed,,,,,,,,,,,,,,,,,,,
510,PT09M21.00S,2021-12-07T01:54:49.7Z,4,REGULAR,rebound,defensive,[],1630547,,,1610612766,101,105,2021-12-07T01:55:01Z,4990000,,,0,,J. Bouknight REBOUND (Off:3 Def:1),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,509.0,4.0,1.0,3.0,,,,,,,,,,,,,,
511,PT09M12.00S,2021-12-07T01:54:58.0Z,4,REGULAR,3pt,Jump Shot,[],1630547,24.26084099868594,87.25490196078431,1610612766,101,105,2021-12-07T01:57:53Z,5000000,-186.0,176.0,1,left,MISS J. Bouknight 25' step back 3PT,[1630547],1610612766.0,CHA,step back,,,Bouknight,J. Bouknight,,,,,25.6,Missed,,,,,,,,,,,,,,,,,,,
512,PT09M09.00S,2021-12-07T01:55:01.0Z,4,REGULAR,rebound,defensive,[],1627788,,,1610612755,101,105,2021-12-07T01:55:05Z,5010000,,,0,,F. Korkmaz REBOUND (Off:0 Def:4),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,511.0,4.0,4.0,0.0,,,,,,,,,,,,,,
513,PT08M54.00S,2021-12-07T01:55:16.5Z,4,REGULAR,3pt,Jump Shot,[],1630198,75.24638633377135,12.254901960784313,1610612755,101,108,2021-12-07T01:55:21Z,5020000,-189.0,180.0,1,right,I. Joe 26' 3PT  (9 PTS) (F. Korkmaz 3 AST),"[1630198, 1627788]",1610612755.0,PHI,,,,Joe,I. Joe,,,,,26.09,Made,9.0,,,,,F. Korkmaz,1627788.0,3.0,,,,,,,,,,,
515,PT08M27.00S,2021-12-07T01:55:42.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,6.783837056504599,50.245098039215684,1610612766,103,108,2021-12-07T01:58:31Z,5040000,-1.0,11.0,1,left,M. Bridges driving finger roll Layup (11 PTS),[1628970],1610612766.0,CHA,driving finger roll,,,Bridges,M. Bridges,,,,,1.14,Made,11.0,,,,,,,,,,,,,,,,,,
516,PT08M13.00S,2021-12-07T01:55:59.8Z,4,REGULAR,foul,personal,['2freethrow'],1628970,,,1610612755,103,108,2021-12-07T01:56:08Z,5050000,,,0,,M. Bridges shooting personal FOUL (4 PF) (Drummond 2 FT),"[1628970, 203083]",1610612766.0,CHA,shooting,,,Bridges,M. Bridges,,,,,,,,,,,,,,,1627961.0,,,,4.0,1.0,Drummond,203083.0,,,
518,PT08M13.00S,2021-12-07T01:56:26.4Z,4,REGULAR,freethrow,1 of 2,[],203083,,,1610612755,103,108,2021-12-07T01:56:44Z,5070000,,,0,,MISS A. Drummond Free Throw 1 of 2,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,Missed,,,,,,,,,,,,,,,,,,,
519,PT08M13.00S,2021-12-07T01:56:26.4Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612755,103,108,2021-12-07T01:56:44Z,5080000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,518.0,,,,,,,,,,,,,,,,,
520,PT08M13.00S,2021-12-07T01:56:26.4Z,4,REGULAR,freethrow,2 of 2,[],203083,,,1610612755,103,108,2021-12-07T01:56:44Z,5090000,,,0,,MISS A. Drummond Free Throw 2 of 2,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,Missed,,,,,,,,,,,,,,,,,,,
521,PT08M11.00S,2021-12-07T01:56:28.4Z,4,REGULAR,rebound,defensive,[],202330,,,1610612766,103,108,2021-12-07T01:56:44Z,5100000,,,0,,G. Hayward REBOUND (Off:0 Def:3),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,520.0,3.0,3.0,0.0,,,,,,,,,,,,,,
522,PT07M59.00S,2021-12-07T01:56:56.8Z,4,REGULAR,foul,personal,['2freethrow'],203083,,,1610612766,103,108,2021-12-07T01:57:03Z,5110000,,,0,,A. Drummond shooting personal FOUL (3 PF) (Bouknight 2 FT),"[203083, 1630547]",1610612755.0,PHI,shooting,,,Drummond,A. Drummond,,,,,,,,,,,,,,,1627961.0,,,,3.0,0.0,Bouknight,1630547.0,,,
524,PT07M59.00S,2021-12-07T01:57:27.0Z,4,REGULAR,freethrow,1 of 2,[],1630547,,,1610612766,104,108,2021-12-07T01:57:27Z,5130000,,,0,,J. Bouknight Free Throw 1 of 2 (8 PTS),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
525,PT07M59.00S,2021-12-07T01:57:27.9Z,4,REGULAR,substitution,out,[],1629680,,,1610612766,104,108,2021-12-07T01:57:36Z,5140000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT07M59.00S,2021-12-07T01:57:27.9Z,4,REGULAR,substitution,in,[],202699,,,1610612766,104,108,2021-12-07T01:57:36Z,5150000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT07M59.00S,2021-12-07T01:57:49.4Z,4,REGULAR,freethrow,2 of 2,[],1630547,,,1610612766,105,108,2021-12-07T01:57:49Z,5160000,,,0,,J. Bouknight Free Throw 2 of 2 (9 PTS),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
528,PT07M43.00S,2021-12-07T01:58:06.9Z,4,REGULAR,3pt,Jump Shot,[],1627788,91.80354796320631,2.941176470588235,1610612755,105,108,2021-12-07T01:58:12Z,5170000,-235.0,25.0,1,right,MISS F. Korkmaz 3PT,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,23.66,Missed,,,,,,,,,,,,,,,,,,,
529,PT07M39.00S,2021-12-07T01:58:10.9Z,4,REGULAR,rebound,defensive,[],1628970,,,1610612766,105,108,2021-12-07T01:58:12Z,5180000,,,0,,M. Bridges REBOUND (Off:1 Def:4),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,528.0,5.0,4.0,1.0,,,,,,,,,,,,,,
530,PT07M32.00S,2021-12-07T01:58:16.8Z,4,REGULAR,3pt,Jump Shot,[],1629023,33.327858081471746,46.32352941176471,1610612766,105,108,2021-12-07T01:58:22Z,5190000,18.0,261.0,1,left,MISS P. Washington 26' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,26.14,Missed,,,,,,,,,,,,,,,,,,,
531,PT07M29.00S,2021-12-07T01:58:19.8Z,4,REGULAR,rebound,defensive,[],202699,,,1610612755,105,108,2021-12-07T01:58:22Z,5200000,,,0,,T. Harris REBOUND (Off:2 Def:6),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,530.0,8.0,6.0,2.0,,,,,,,,,,,,,,
532,PT07M20.00S,2021-12-07T01:58:35.5Z,4,REGULAR,foul,personal,[],202330,,,1610612755,105,108,2021-12-07T02:00:15Z,5210000,,,0,,G. Hayward personal FOUL (1 PF),"[202330, 202699]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,1627961.0,,,,1.0,0.0,Harris,202699.0,,,
534,PT07M20.00S,2021-12-07T01:58:46.7Z,4,REGULAR,substitution,out,[],1630198,,,1610612755,105,108,2021-12-07T01:58:54Z,5230000,,,0,,SUB out: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT07M20.00S,2021-12-07T01:58:46.7Z,4,REGULAR,substitution,out,[],1627788,,,1610612755,105,108,2021-12-07T01:58:54Z,5240000,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT07M20.00S,2021-12-07T01:58:46.7Z,4,REGULAR,substitution,in,[],203552,,,1610612755,105,108,2021-12-07T01:58:54Z,5250000,,,0,,SUB in: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT07M20.00S,2021-12-07T01:58:46.7Z,4,REGULAR,substitution,in,[],1629003,,,1610612755,105,108,2021-12-07T01:58:54Z,5260000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
