actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
20,PT10M55.00S,2021-11-01T23:12:08.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202330,90.88370565045992,2.941176470588235,1610612766,3,2,2021-11-01T23:12:13Z,200000,-235.0,33.0,1,right,G. Hayward 3PT  (3 PTS) (M. Plumlee 1 AST),"[202330, 203486]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,23.76,Made,,,,,,,,,3.0,M. Plumlee,203486.0,1.0,,,,,
22,PT10M34.00S,2021-11-01T23:12:29.3Z,1,REGULAR,3pt,Jump Shot,[],1628374,34.247700394218136,50.245098039215684,1610612739,3,2,2021-11-01T23:12:35Z,220000,-1.0,269.0,1,left,MISS L. Markkanen 26' 3PT,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,26.94,Missed,,,,,,,,,,,,,,,,,
23,PT10M30.00S,2021-11-01T23:12:33.3Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,3,2,2021-11-01T23:12:35Z,230000,,,0,,J. Allen REBOUND (Off:1 Def:0),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,22.0,1.0,0.0,1.0,,,,,,,,,,,
24,PT10M19.00S,2021-11-01T23:12:44.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628374,6.915243101182654,95.34313725490196,1610612739,3,2,2021-11-01T23:12:49Z,240000,-227.0,13.0,1,left,MISS L. Markkanen 3PT,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,22.7,Missed,,,,,,,,,,,,,,,,,
25,PT10M15.00S,2021-11-01T23:12:48.7Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,3,2,2021-11-01T23:12:49Z,250000,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,
26,PT10M10.00S,2021-11-01T23:12:53.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202330,91.67214191852825,3.1862745098039214,1610612766,3,2,2021-11-01T23:12:58Z,260000,-234.0,26.0,1,right,MISS G. Hayward 3PT,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,23.55,Missed,,,,,,,,,,,,,,,,,
27,PT10M07.00S,2021-11-01T23:12:56.5Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,3,2,2021-11-01T23:12:56Z,270000,,,0,,D. Garland REBOUND (Off:0 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,
28,PT10M01.00S,2021-11-01T23:13:02.5Z,1,REGULAR,3pt,Jump Shot,[],1628374,31.750985545335087,65.19607843137256,1610612739,3,2,2021-11-01T23:13:08Z,280000,-76.0,246.0,1,left,MISS L. Markkanen 25' 3PT,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,25.75,Missed,,,,,,,,,,,,,,,,,
29,PT10M00.00S,2021-11-01T23:13:03.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612766,3,2,2021-11-01T23:13:08Z,290000,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,
30,PT10M00.00S,2021-11-01T23:13:08.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,3,2,2021-11-01T23:13:08Z,300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PT09M40.00S,2021-11-01T23:13:35.4Z,1,REGULAR,3pt,Jump Shot,[],1628970,72.61826544021025,17.892156862745097,1610612766,3,2,2021-11-01T23:13:39Z,310000,-161.0,205.0,1,right,MISS M. Bridges 26' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,26.03,Missed,,,,,,,,,,,,,,,,,
32,PT09M38.00S,2021-11-01T23:13:37.4Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,3,2,2021-11-01T23:13:39Z,320000,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,,,,
33,PT09M34.00S,2021-11-01T23:13:46.3Z,1,REGULAR,foul,personal,[],1630163,,,1610612739,3,2,2021-11-01T23:13:58Z,330000,,,0,,L. Ball personal FOUL (1 PF),"[1630163, 1629012]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,1628171.0,,,,,,,,,,,,,,,,1.0,0.0,Sexton,1629012.0,
35,PT09M17.00S,2021-11-01T23:14:17.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,7.046649145860711,61.274509803921575,1610612739,3,2,2021-11-01T23:14:23Z,350000,-56.0,14.0,1,left,MISS L. Markkanen driving Layup,[1628374],1610612739.0,CLE,driving,,,Markkanen,L. Markkanen,,,,,,,5.8,Missed,,,,,,,,,,,,,,,,,
36,PT09M14.00S,2021-11-01T23:14:20.2Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,3,2,2021-11-01T23:14:23Z,360000,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,35.0,1.0,1.0,0.0,,,,,,,,,,,
37,PT09M11.00S,2021-11-01T23:14:23.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628970,93.77463863337714,53.67647058823529,1610612766,5,2,2021-11-01T23:14:28Z,370000,18.0,6.0,1,right,M. Bridges running Layup (2 PTS),[1628970],1610612766.0,CHA,running,,,Bridges,M. Bridges,,,,,,,1.94,Made,,,,,,,,,2.0,,,,,,,,
38,PT08M59.00S,2021-11-01T23:14:37.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,10.726018396846255,52.20588235294118,1610612739,5,2,2021-11-01T23:14:43Z,380000,-11.0,48.0,1,left,MISS C. Sexton driving Layup - blocked,"[1629012, 203486]",1610612739.0,CLE,driving,,,Sexton,C. Sexton,,,,,,,4.95,Missed,Plumlee,203486.0,,,,,,,,,,,,,,,
39,PT08M59.00S,2021-11-01T23:14:37.4Z,1,REGULAR,block,,[],203486,,,1610612739,5,2,2021-11-01T23:14:40Z,390000,,,0,,M. Plumlee BLOCK (1 BLK),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT08M59.00S,2021-11-01T23:14:37.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,5,2,2021-11-01T23:14:43Z,400000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,
41,PT08M59.00S,2021-11-01T23:14:42.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,5,2,2021-11-01T23:14:42Z,410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M46.00S,2021-11-01T23:15:06.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628386,5.863994743758213,52.69607843137255,1610612739,5,4,2021-11-01T23:15:12Z,420000,-13.0,3.0,1,left,J. Allen reverse DUNK (2 PTS) (E. Mobley 1 AST),"[1628386, 1630596]",1610612739.0,CLE,reverse,,,Allen,J. Allen,,,,,,,1.37,Made,,,,,,,,,2.0,E. Mobley,1630596.0,1.0,,,,,
44,PT08M40.00S,2021-11-01T23:15:15.6Z,1,REGULAR,foul,personal,['2freethrow'],1628386,,,1610612766,5,4,2021-11-01T23:15:29Z,440000,,,0,,J. Allen shooting personal FOUL (1 PF) (Bridges 2 FT),"[1628386, 1628970]",1610612739.0,CLE,shooting,,,Allen,J. Allen,,,,,1628171.0,,,,,,,,,,,,,,,,1.0,0.0,Bridges,1628970.0,
46,PT08M40.00S,2021-11-01T23:15:36.9Z,1,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,6,4,2021-11-01T23:15:36Z,460000,,,0,,M. Bridges Free Throw 1 of 2 (3 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,Made,,,,,,,,,3.0,,,,,,,,
47,PT08M40.00S,2021-11-01T23:15:49.3Z,1,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,7,4,2021-11-01T23:15:49Z,470000,,,0,,M. Bridges Free Throw 2 of 2 (4 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,Made,,,,,,,,,4.0,,,,,,,,
48,PT08M34.00S,2021-11-01T23:15:58.9Z,1,REGULAR,3pt,Jump Shot,[],1629012,7.966491458607096,3.431372549019608,1610612739,7,4,2021-11-01T23:16:05Z,480000,233.0,22.0,1,left,MISS C. Sexton 3PT,[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,23.39,Missed,,,,,,,,,,,,,,,,,
49,PT08M30.00S,2021-11-01T23:16:02.9Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,7,4,2021-11-01T23:16:05Z,490000,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,48.0,1.0,1.0,0.0,,,,,,,,,,,
50,PT08M27.00S,2021-11-01T23:16:08.8Z,1,REGULAR,turnover,out-of-bounds,[],1630163,,,1610612766,7,4,2021-11-01T23:16:17Z,500000,,,0,,L. Ball step out-of-bounds TURNOVER (1 TO),[1630163],1610612766.0,CHA,step,,,Ball,L. Ball,,,,,2003.0,1.0,,,,,,,,,,,,,,,,,,,
51,PT08M10.00S,2021-11-01T23:16:33.6Z,1,REGULAR,foul,personal,['2freethrow'],1630163,,,1610612739,7,4,2021-11-01T23:16:48Z,510000,,,0,,L. Ball shooting personal FOUL (2 PF) (Markkanen 2 FT),"[1630163, 1628374]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,2003.0,,,,,,,,,,,,,,,,2.0,0.0,Markkanen,1628374.0,
53,PT08M10.00S,2021-11-01T23:16:58.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628374,,,1610612739,7,5,2021-11-01T23:16:58Z,530000,,,0,,L. Markkanen Free Throw 1 of 2 (1 PTS),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,Made,,,,,,,,,1.0,,,,,,,,
54,PT08M10.00S,2021-11-01T23:17:13.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628374,,,1610612739,7,6,2021-11-01T23:17:13Z,540000,,,0,,L. Markkanen Free Throw 2 of 2 (2 PTS),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,Made,,,,,,,,,2.0,,,,,,,,
55,PT07M58.00S,2021-11-01T23:17:28.7Z,1,REGULAR,turnover,bad pass,[],203486,,,1610612766,7,6,2021-11-01T23:17:35Z,550000,,,0,,M. Plumlee bad pass TURNOVER (1 TO),"[203486, 1628374]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,1.0,,,,,,,,,Markkanen,1628374.0,,,,,,,,,
56,PT07M58.00S,2021-11-01T23:17:28.7Z,1,REGULAR,steal,,[],1628374,,,1610612739,7,6,2021-11-01T23:17:30Z,560000,,,0,,L. Markkanen STEAL (1 STL),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M52.00S,2021-11-01T23:17:34.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629636,23.340998685939553,88.48039215686273,1610612739,7,6,2021-11-01T23:17:43Z,570000,-192.0,167.0,1,left,MISS D. Garland 25' step back 3PT,[1629636],1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,,,25.47,Missed,,,,,,,,,,,,,,,,,
58,PT07M47.00S,2021-11-01T23:17:39.6Z,1,REGULAR,rebound,offensive,[],1628374,,,1610612739,7,6,2021-11-01T23:17:39Z,580000,,,0,,L. Markkanen REBOUND (Off:1 Def:1),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,57.0,2.0,1.0,1.0,,,,,,,,,,,
59,PT07M47.00S,2021-11-01T23:17:39.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628374,5.590000152587891,50.0,1610612739,7,8,2021-11-01T23:17:39Z,590000,0.0,0.0,1,left,L. Markkanen tip Layup (4 PTS),[1628374],1610612739.0,CLE,tip,,,Markkanen,L. Markkanen,,,,,,,0.0,Made,,,,,,,,,4.0,,,,,,,,
60,PT07M42.00S,2021-11-01T23:17:45.1Z,1,REGULAR,turnover,lost ball,[],1628970,,,1610612766,7,8,2021-11-01T23:17:49Z,600000,,,0,,M. Bridges lost ball TURNOVER (1 TO),"[1628970, 1630596]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,1.0,,,,,,,,,Mobley,1630596.0,,,,,,,,,
61,PT07M42.00S,2021-11-01T23:17:45.1Z,1,REGULAR,steal,,[],1630596,,,1610612739,7,8,2021-11-01T23:17:47Z,610000,,,0,,E. Mobley STEAL (2 STL),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M34.00S,2021-11-01T23:17:52.7Z,1,REGULAR,turnover,lost ball,[],1629012,,,1610612739,7,8,2021-11-01T23:17:59Z,620000,,,0,,C. Sexton lost ball TURNOVER (1 TO),"[1629012, 1628970]",1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,1.0,,,,,,,,,Bridges,1628970.0,,,,,,,,,
63,PT07M34.00S,2021-11-01T23:17:52.7Z,1,REGULAR,steal,,[],1628970,,,1610612766,7,8,2021-11-01T23:17:54Z,630000,,,0,,M. Bridges STEAL (1 STL),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M33.00S,2021-11-01T23:17:58.7Z,1,REGULAR,turnover,palming,[],1626179,,,1610612766,7,8,2021-11-01T23:18:09Z,640000,,,0,,T. Rozier palming TURNOVER (2 TO),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,202007.0,2.0,,,,,,,,,,,,,,,,,,,
65,PT07M14.00S,2021-11-01T23:18:25.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629636,24.655059132720105,57.59803921568627,1610612739,7,10,2021-11-01T23:18:30Z,650000,-38.0,179.0,1,left,D. Garland 18' Jump Shot (2 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,18.33,Made,,,,,,,,,2.0,,,,,,,,
66,PT06M56.00S,2021-11-01T23:18:43.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203486,92.72339027595268,45.83333333333333,1610612766,7,10,2021-11-01T23:18:47Z,660000,-21.0,16.0,1,right,MISS M. Plumlee Layup,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,2.62,Missed,,,,,,,,,,,,,,,,,
67,PT06M54.00S,2021-11-01T23:18:45.4Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612739,7,10,2021-11-01T23:18:47Z,670000,,,0,,L. Markkanen REBOUND (Off:1 Def:2),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,66.0,3.0,2.0,1.0,,,,,,,,,,,
68,PT06M50.00S,2021-11-01T23:18:50.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628386,5.995400788436268,49.754901960784316,1610612739,7,12,2021-11-01T23:19:00Z,680000,1.0,4.0,1,left,J. Allen DUNK (4 PTS) (D. Garland 1 AST),"[1628386, 1629636]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,0.41,Made,,,,,,,,,4.0,D. Garland,1629636.0,1.0,,,,,
70,PT06M50.00S,2021-11-01T23:18:57.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,7,12,2021-11-01T23:18:57Z,700000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M50.00S,2021-11-01T23:19:20.6Z,1,REGULAR,substitution,out,[],1630163,,,1610612766,7,12,2021-11-01T23:21:35Z,710000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M50.00S,2021-11-01T23:19:20.6Z,1,REGULAR,substitution,out,[],202330,,,1610612766,7,12,2021-11-01T23:21:35Z,720000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M50.00S,2021-11-01T23:19:20.6Z,1,REGULAR,substitution,out,[],203486,,,1610612766,7,12,2021-11-01T23:21:35Z,730000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M50.00S,2021-11-01T23:19:20.6Z,1,REGULAR,substitution,out,[],1629012,,,1610612766,7,12,2021-11-01T23:21:35Z,740000,,,0,,SUB out: C. Sexton,[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M50.00S,2021-11-01T23:19:20.6Z,1,REGULAR,substitution,in,[],1626162,,,1610612766,7,12,2021-11-01T23:21:35Z,750000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M50.00S,2021-11-01T23:19:20.6Z,1,REGULAR,substitution,in,[],1629023,,,1610612766,7,12,2021-11-01T23:21:35Z,760000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M50.00S,2021-11-01T23:19:20.6Z,1,REGULAR,substitution,in,[],202397,,,1610612766,7,12,2021-11-01T23:21:35Z,770000,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M50.00S,2021-11-01T23:19:20.6Z,1,REGULAR,substitution,in,[],201937,,,1610612766,7,12,2021-11-01T23:21:35Z,780000,,,0,,SUB in: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M32.00S,2021-11-01T23:22:02.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,91.80354796320631,63.725490196078425,1610612766,7,12,2021-11-01T23:22:09Z,790000,69.0,25.0,1,right,MISS T. Rozier 7' driving floating Shot,[1626179],1610612766.0,CHA,driving floating,,,Rozier,T. Rozier,,,,,,,7.28,Missed,,,,,,,,,,,,,,,,,
80,PT06M31.00S,2021-11-01T23:22:03.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612739,7,12,2021-11-01T23:22:09Z,800000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,
81,PT06M31.00S,2021-11-01T23:22:07.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,7,12,2021-11-01T23:22:07Z,810000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M16.00S,2021-11-01T23:22:22.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,10.33180026281209,41.66666666666667,1610612739,7,12,2021-11-01T23:22:29Z,820000,42.0,45.0,1,left,MISS E. Mobley 6' turnaround Shot - blocked,"[1630596, 1629023]",1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,,,6.11,Missed,Washington,1629023.0,,,,,,,,,,,,,,,
83,PT06M16.00S,2021-11-01T23:22:22.4Z,1,REGULAR,block,,[],1629023,,,1610612739,7,12,2021-11-01T23:22:25Z,830000,,,0,,P. Washington BLOCK (1 BLK),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M13.00S,2021-11-01T23:22:25.4Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,7,12,2021-11-01T23:22:29Z,840000,,,0,,E. Mobley REBOUND (Off:1 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,82.0,2.0,1.0,1.0,,,,,,,,,,,
85,PT06M11.00S,2021-11-01T23:22:28.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629636,5.995400788436268,96.32352941176471,1610612739,7,15,2021-11-01T23:22:32Z,850000,-232.0,4.0,1,left,D. Garland 3PT  (5 PTS) (E. Mobley 2 AST),"[1629636, 1630596]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,23.16,Made,,,,,,,,,5.0,E. Mobley,1630596.0,2.0,,,,,
