actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
19,PT10M54.00S,2021-12-28T00:12:25.8Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,3,0,2021-12-28T00:12:27Z,190000,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,
20,PT10M48.00S,2021-12-28T00:12:34.5Z,1,REGULAR,foul,personal,[],1629717,,,1610612766,3,0,2021-12-28T00:12:46Z,200000,,,0,,A. Brooks personal FOUL (1 PF),"[1629717, 202330]",1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Hayward,202330.0,,,,
22,PT10M29.00S,2021-12-28T00:13:03.3Z,1,REGULAR,3pt,Jump Shot,[],1629667,82.47371879106439,93.38235294117648,1610612766,6,0,2021-12-28T00:13:08Z,220000,217.0,112.0,1,right,J. McDaniels 24' 3PT  (3 PTS) (T. Rozier 1 AST),"[1629667, 1626179]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,24.42,Made,3.0,T. Rozier,1626179.0,1.0,,,,,,,,,,,,,,,
24,PT10M14.00S,2021-12-28T00:13:18.9Z,1,REGULAR,3pt,Jump Shot,[],1626174,32.276609724047304,30.88235294117647,1610612745,6,3,2021-12-28T00:13:23Z,240000,96.0,251.0,1,left,C. Wood 26' 3PT  (3 PTS) (A. Brooks 1 AST),"[1626174, 1629717]",1610612745.0,HOU,,,,Wood,C. Wood,,,,,26.85,Made,3.0,A. Brooks,1629717.0,1.0,,,,,,,,,,,,,,,
26,PT09M59.00S,2021-12-28T00:13:33.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629667,92.59198423127464,35.049019607843135,1610612766,8,3,2021-12-28T00:14:29Z,260000,-75.0,17.0,1,right,J. McDaniels 7' driving bank Jump Shot (5 PTS),[1629667],1610612766.0,CHA,driving bank,,,McDaniels,J. McDaniels,,,,,7.67,Made,5.0,,,,,,,,,,,,,,,,,,
27,PT09M43.00S,2021-12-28T00:13:49.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201569,7.835085413929041,42.8921568627451,1610612745,8,3,2021-12-28T00:14:00Z,270000,36.0,21.0,1,left,MISS E. Gordon cutting Layup - blocked,"[201569, 203486]",1610612745.0,HOU,cutting,,,Gordon,E. Gordon,,,,,4.13,Missed,,,,,Plumlee,203486.0,,,,,,,,,,,,,
28,PT09M43.00S,2021-12-28T00:13:49.2Z,1,REGULAR,block,,[],203486,,,1610612745,8,3,2021-12-28T00:13:51Z,280000,,,0,,M. Plumlee BLOCK (2 BLK),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT09M41.00S,2021-12-28T00:13:51.2Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,8,3,2021-12-28T00:14:00Z,290000,,,0,,M. Plumlee REBOUND (Off:0 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,27.0,2.0,2.0,0.0,,,,,,,,,
30,PT09M36.00S,2021-12-28T00:13:57.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626179,72.22404730617609,79.41176470588235,1610612766,11,3,2021-12-28T00:15:29Z,300000,147.0,209.0,1,right,T. Rozier 25' 3PT step back (3 PTS) (G. Hayward 1 AST),"[1626179, 202330]",1610612766.0,CHA,step back,,,Rozier,T. Rozier,,,,,25.52,Made,3.0,G. Hayward,202330.0,1.0,,,,,,,,,,,,,,,
32,PT09M17.00S,2021-12-28T00:14:15.8Z,1,REGULAR,3pt,Jump Shot,[],201569,32.14520367936925,26.47058823529412,1610612745,11,6,2021-12-28T00:15:47Z,320000,118.0,250.0,1,left,E. Gordon 27' 3PT pullup (3 PTS) (C. Wood 1 AST),"[201569, 1626174]",1610612745.0,HOU,pullup,,,Gordon,E. Gordon,,,,,27.6,Made,3.0,C. Wood,1626174.0,1.0,,,,,,,,,,,,,,,
34,PT08M59.00S,2021-12-28T00:14:33.9Z,1,REGULAR,3pt,Jump Shot,[],1626179,87.72996057818659,95.09803921568627,1610612766,11,6,2021-12-28T00:14:39Z,340000,225.0,63.0,1,right,MISS T. Rozier 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,23.41,Missed,,,,,,,,,,,,,,,,,,,
35,PT08M56.00S,2021-12-28T00:14:36.6Z,1,REGULAR,rebound,offensive,[],203486,,,1610612766,11,6,2021-12-28T00:14:36Z,350000,,,0,,M. Plumlee REBOUND (Off:1 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,34.0,3.0,2.0,1.0,,,,,,,,,
36,PT08M50.00S,2021-12-28T00:14:43.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629667,87.86136662286465,44.11764705882353,1610612766,13,6,2021-12-28T00:16:31Z,360000,-29.0,62.0,1,right,J. McDaniels 6' floating Jump Shot (7 PTS) (L. Ball 1 AST),"[1629667, 1630163]",1610612766.0,CHA,floating,,,McDaniels,J. McDaniels,,,,,6.83,Made,7.0,L. Ball,1630163.0,1.0,,,,,,,,,,,,,,,
38,PT08M36.00S,2021-12-28T00:14:56.6Z,1,REGULAR,3pt,Jump Shot,[],1629717,35.29894875164258,69.6078431372549,1610612745,13,9,2021-12-28T00:15:03Z,380000,-98.0,279.0,1,left,A. Brooks 29' 3PT  (3 PTS) (E. Gordon 1 AST),"[1629717, 201569]",1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,29.6,Made,3.0,E. Gordon,201569.0,1.0,,,,,,,,,,,,,,,
40,PT08M28.00S,2021-12-28T00:15:04.6Z,1,REGULAR,3pt,Jump Shot,[],1630163,72.35545335085413,85.29411764705883,1610612766,13,9,2021-12-28T00:17:09Z,400000,176.0,207.0,1,right,MISS L. Ball 27' pullup 3PT,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,27.23,Missed,,,,,,,,,,,,,,,,,,,
41,PT08M24.00S,2021-12-28T00:15:08.6Z,1,REGULAR,rebound,defensive,[],201569,,,1610612745,13,9,2021-12-28T00:15:11Z,410000,,,0,,E. Gordon REBOUND (Off:0 Def:1),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,40.0,1.0,1.0,0.0,,,,,,,,,
42,PT08M17.00S,2021-12-28T00:15:15.9Z,1,REGULAR,3pt,Jump Shot,[],1628021,27.283180026281208,81.37254901960785,1610612745,13,12,2021-12-28T00:15:22Z,420000,-157.0,204.0,1,left,D. Nwaba 25' 3PT  (3 PTS) (C. Wood 2 AST),"[1628021, 1626174]",1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,25.74,Made,3.0,C. Wood,1626174.0,2.0,,,,,,,,,,,,,,,
44,PT08M01.00S,2021-12-28T00:15:34.5Z,1,REGULAR,turnover,out-of-bounds,[],1629667,,,1610612766,13,12,2021-12-28T00:15:40Z,440000,,,0,,J. McDaniels bad pass out-of-bounds TURNOVER (1 TO),[1629667],1610612766.0,CHA,bad pass,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,1627529.0,,,,,1.0,,,
45,PT07M47.00S,2021-12-28T00:15:53.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626174,28.07161629434954,20.833333333333336,1610612745,13,12,2021-12-28T00:15:58Z,450000,146.0,211.0,1,left,MISS C. Wood 25' 3PT,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,25.68,Missed,,,,,,,,,,,,,,,,,,,
46,PT07M45.00S,2021-12-28T00:15:55.5Z,1,REGULAR,rebound,defensive,[],1629667,,,1610612766,13,12,2021-12-28T00:15:58Z,460000,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,45.0,1.0,1.0,0.0,,,,,,,,,
47,PT07M36.00S,2021-12-28T00:16:08.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,13,12,2021-12-28T00:16:08Z,470000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M27.00S,2021-12-28T00:16:26.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,89.56964520367937,63.970588235294116,1610612766,13,12,2021-12-28T00:16:34Z,480000,70.0,46.0,1,right,MISS T. Rozier 8' bank Shot,[1626179],1610612766.0,CHA,bank,,,Rozier,T. Rozier,,,,,8.34,Missed,,,,,,,,,,,,,,,,,,,
49,PT07M24.00S,2021-12-28T00:16:29.9Z,1,REGULAR,rebound,offensive,[],1629667,,,1610612766,13,12,2021-12-28T00:16:34Z,490000,,,0,,J. McDaniels REBOUND (Off:1 Def:1),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,48.0,2.0,1.0,1.0,,,,,,,,,
50,PT07M18.00S,2021-12-28T00:16:36.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630163,75.77201051248358,26.225490196078432,1610612766,13,12,2021-12-28T00:16:42Z,500000,-119.0,175.0,1,right,MISS L. Ball 21' step back Shot,[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,21.17,Missed,,,,,,,,,,,,,,,,,,,
51,PT07M15.00S,2021-12-28T00:16:39.5Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,13,12,2021-12-28T00:16:42Z,510000,,,0,,C. Wood REBOUND (Off:0 Def:1),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,50.0,1.0,1.0,0.0,,,,,,,,,
52,PT07M09.00S,2021-12-28T00:16:44.4Z,1,REGULAR,turnover,lost ball,[],1626174,,,1610612745,13,12,2021-12-28T00:16:49Z,520000,,,0,,C. Wood lost ball TURNOVER (1 TO),"[1626174, 203486]",1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,1.0,Plumlee,203486.0,
53,PT07M09.00S,2021-12-28T00:16:44.4Z,1,REGULAR,steal,,[],203486,,,1610612766,13,12,2021-12-28T00:17:31Z,530000,,,0,,M. Plumlee STEAL (1 STL),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M05.00S,2021-12-28T00:16:48.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203486,92.72339027595268,47.05882352941176,1610612766,15,12,2021-12-28T00:16:57Z,540000,-15.0,16.0,1,right,M. Plumlee running Layup (2 PTS) (T. Rozier 2 AST),"[203486, 1626179]",1610612766.0,CHA,running,,,Plumlee,M. Plumlee,,,,,2.17,Made,2.0,T. Rozier,1626179.0,2.0,,,,,,,,,,,,,,,
56,PT06M55.00S,2021-12-28T00:17:01.6Z,1,REGULAR,foul,personal,['2freethrow'],203486,,,1610612745,15,12,2021-12-28T00:17:25Z,560000,,,0,,M. Plumlee shooting personal FOUL (1 PF) (Wood 2 FT),"[203486, 1626174]",1610612766.0,CHA,shooting,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Wood,1626174.0,,,,
58,PT06M55.00S,2021-12-28T00:17:32.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,15,12,2021-12-28T00:17:32Z,580000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M55.00S,2021-12-28T00:17:35.1Z,1,REGULAR,substitution,out,[],202330,,,1610612745,15,12,2021-12-28T00:19:51Z,590000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M55.00S,2021-12-28T00:17:35.1Z,1,REGULAR,substitution,in,[],1626162,,,1610612745,15,12,2021-12-28T00:19:51Z,600000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M55.00S,2021-12-28T00:20:24.4Z,1,REGULAR,freethrow,1 of 2,[],1626174,,,1610612745,15,12,2021-12-28T00:20:24Z,610000,,,0,,MISS C. Wood Free Throw 1 of 2,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Missed,,,,,,,,,,,,,,,,,,,
62,PT06M55.00S,2021-12-28T00:20:24.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,15,12,2021-12-28T00:20:24Z,620000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,61.0,,,,,,,,,,,,
63,PT06M55.00S,2021-12-28T00:20:40.1Z,1,REGULAR,freethrow,2 of 2,[],1626174,,,1610612745,15,13,2021-12-28T00:20:40Z,630000,,,0,,C. Wood Free Throw 2 of 2 (4 PTS),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
64,PT06M42.00S,2021-12-28T00:20:56.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203486,90.75229960578186,50.49019607843137,1610612766,17,13,2021-12-28T00:21:02Z,640000,2.0,34.0,1,right,M. Plumlee Hook (4 PTS) (J. McDaniels 1 AST),"[203486, 1629667]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,3.45,Made,4.0,J. McDaniels,1629667.0,1.0,,,,,,,,,,,,,,,
66,PT06M23.00S,2021-12-28T00:21:14.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626174,7.046649145860711,49.754901960784316,1610612745,17,15,2021-12-28T00:21:20Z,660000,1.0,14.0,1,left,C. Wood driving DUNK (6 PTS),[1626174],1610612745.0,HOU,driving,,,Wood,C. Wood,,,,,1.38,Made,6.0,,,,,,,,,,,,,,,,,,
67,PT06M08.00S,2021-12-28T00:21:30.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629667,92.72339027595268,54.41176470588235,1610612766,17,15,2021-12-28T00:21:36Z,670000,22.0,16.0,1,right,MISS J. McDaniels driving Layup,[1629667],1610612766.0,CHA,driving,,,McDaniels,J. McDaniels,,,,,2.72,Missed,,,,,,,,,,,,,,,,,,,
68,PT06M03.00S,2021-12-28T00:21:34.6Z,1,REGULAR,rebound,defensive,[],1628021,,,1610612745,17,15,2021-12-28T00:21:34Z,680000,,,0,,D. Nwaba REBOUND (Off:0 Def:1),[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,,,,,,,,67.0,1.0,1.0,0.0,,,,,,,,,
69,PT05M58.00S,2021-12-28T00:21:40.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628021,6.783837056504599,50.98039215686274,1610612745,17,17,2021-12-28T00:21:47Z,690000,-5.0,11.0,1,left,D. Nwaba driving Layup (5 PTS),[1628021],1610612745.0,HOU,driving,,,Nwaba,D. Nwaba,,,,,1.23,Made,5.0,,,,,,,,,,,,,,,,,,
70,PT05M53.00S,2021-12-28T00:21:45.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629667,92.72339027595268,53.18627450980392,1610612766,17,17,2021-12-28T00:21:51Z,700000,16.0,16.0,1,right,MISS J. McDaniels alley-oop Layup,[1629667],1610612766.0,CHA,alley-oop,,,McDaniels,J. McDaniels,,,,,2.25,Missed,,,,,,,,,,,,,,,,,,,
71,PT05M53.00S,2021-12-28T00:21:45.2Z,1,REGULAR,rebound,defensive,[],1628021,,,1610612745,17,17,2021-12-28T00:21:51Z,710000,,,0,,D. Nwaba REBOUND (Off:0 Def:2),[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,,,,,,,,70.0,2.0,2.0,0.0,,,,,,,,,
72,PT05M45.00S,2021-12-28T00:21:58.5Z,1,REGULAR,2pt,Jump Shot,[],201569,10.463206307490145,31.61764705882353,1610612745,17,19,2021-12-28T00:22:05Z,720000,92.0,46.0,1,left,E. Gordon 10' bank Jump Shot (5 PTS) (A. Brooks 2 AST),"[201569, 1629717]",1610612745.0,HOU,bank,,,Gordon,E. Gordon,,,,,10.27,Made,5.0,A. Brooks,1629717.0,2.0,,,,,,,,,,,,,,,
73,PT05M45.00S,2021-12-28T00:22:04.6Z,1,REGULAR,foul,personal,['1freethrow'],1630163,,,1610612745,17,19,2021-12-28T00:22:14Z,730000,,,0,,L. Ball shooting personal FOUL (2 PF) (Gordon 1 FT),"[1630163, 201569]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,,,,,,,,,,,,,1627529.0,2.0,0.0,Gordon,201569.0,,,,
75,PT05M45.00S,2021-12-28T00:22:15.1Z,1,REGULAR,substitution,out,[],1629667,,,1610612745,17,19,2021-12-28T00:22:42Z,750000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M45.00S,2021-12-28T00:22:15.1Z,1,REGULAR,substitution,out,[],203486,,,1610612745,17,19,2021-12-28T00:22:42Z,760000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M45.00S,2021-12-28T00:22:15.1Z,1,REGULAR,substitution,out,[],1628021,,,1610612745,17,19,2021-12-28T00:22:42Z,770000,,,0,,SUB out: D. Nwaba,[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M45.00S,2021-12-28T00:22:15.1Z,1,REGULAR,substitution,out,[],1630528,,,1610612745,17,19,2021-12-28T00:22:42Z,780000,,,0,,SUB out: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M45.00S,2021-12-28T00:22:15.1Z,1,REGULAR,substitution,in,[],1630208,,,1610612745,17,19,2021-12-28T00:22:42Z,790000,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M45.00S,2021-12-28T00:22:15.1Z,1,REGULAR,substitution,in,[],1628998,,,1610612745,17,19,2021-12-28T00:22:42Z,800000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M45.00S,2021-12-28T00:22:15.1Z,1,REGULAR,substitution,in,[],1630243,,,1610612745,17,19,2021-12-28T00:22:42Z,810000,,,0,,SUB in: T. Queen,[1630243],1610612745.0,HOU,,,,Queen,T. Queen,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M45.00S,2021-12-28T00:22:15.1Z,1,REGULAR,substitution,in,[],1630578,,,1610612745,17,19,2021-12-28T00:22:42Z,820000,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M45.00S,2021-12-28T00:22:35.8Z,1,REGULAR,freethrow,1 of 1,[],201569,,,1610612745,17,20,2021-12-28T00:22:35Z,830000,,,0,,E. Gordon Free Throw 1 of 1 (6 PTS),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
84,PT05M39.00S,2021-12-28T00:22:40.5Z,1,REGULAR,turnover,lost ball,[],1630163,,,1610612766,17,20,2021-12-28T00:22:48Z,840000,,,0,,L. Ball lost ball TURNOVER (1 TO),"[1630163, 1630243]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,1.0,Queen,1630243.0,
85,PT05M39.00S,2021-12-28T00:22:40.5Z,1,REGULAR,steal,,[],1630243,,,1610612745,17,20,2021-12-28T00:22:42Z,850000,,,0,,T. Queen STEAL (1 STL),[1630243],1610612745.0,HOU,,,,Queen,T. Queen,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M19.00S,2021-12-28T00:23:03.5Z,1,REGULAR,turnover,out-of-bounds,[],201569,,,1610612745,17,20,2021-12-28T00:30:18Z,860000,,,0,,E. Gordon lost ball out-of-bounds TURNOVER (1 TO),[201569],1610612745.0,HOU,lost ball,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,201639.0,,,,,1.0,,,
87,PT05M09.00S,2021-12-28T00:23:20.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626162,68.41327201051249,29.166666666666668,1610612766,17,20,2021-12-28T00:23:25Z,870000,-104.0,244.0,1,right,MISS K. Oubre Jr. 26' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,26.57,Missed,,,,,,,,,,,,,,,,,,,
88,PT05M04.00S,2021-12-28T00:23:25.0Z,1,REGULAR,rebound,defensive,[],1630243,,,1610612745,17,20,2021-12-28T00:23:25Z,880000,,,0,,T. Queen REBOUND (Off:0 Def:1),[1630243],1610612745.0,HOU,,,,Queen,T. Queen,,,,,,,,,,,,,87.0,1.0,1.0,0.0,,,,,,,,,
89,PT04M52.00S,2021-12-28T00:23:36.6Z,1,REGULAR,3pt,Jump Shot,[],1629717,5.075558475689881,95.09803921568627,1610612745,17,20,2021-12-28T00:23:40Z,890000,-225.0,-5.0,1,left,MISS A. Brooks 3PT,[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,22.56,Missed,,,,,,,,,,,,,,,,,,,
90,PT04M52.00S,2021-12-28T00:23:36.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612766,17,20,2021-12-28T00:23:40Z,900000,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,89.0,,,,,,,,,,,,
91,PT04M52.00S,2021-12-28T00:23:41.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,17,20,2021-12-28T00:23:41Z,910000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
