actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
259,PT05M52.00S,2022-03-19T23:53:33.2Z,2,REGULAR,freethrow,2 of 2,[],203486,,,1610612766,46,43,2022-03-19T23:53:59Z,2580000,,,0,,MISS M. Plumlee Free Throw 2 of 2,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,Missed,,,,,,,,,,,,,,,,,,,
260,PT05M50.00S,2022-03-19T23:53:35.2Z,2,REGULAR,rebound,defensive,[],203939,,,1610612742,46,43,2022-03-19T23:53:59Z,2590000,,,0,,D. Powell REBOUND (Off:1 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,259.0,2.0,1.0,1.0,,,
261,PT05M26.00S,2022-03-19T23:54:21.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627827,13.748357424441524,41.66666666666667,1610612742,46,45,2022-03-19T23:54:24Z,2600000,42.0,77.0,1,left,D. Finney-Smith 8' floating Jump Shot (8 PTS) (L. Doncic 1 AST),"[1627827, 1629029]",1610612742.0,DAL,floating,,,Finney-Smith,D. Finney-Smith,,,,,8.73,Made,8.0,L. Doncic,1629029.0,1.0,,,,,,,,,,,,,,,
263,PT05M09.00S,2022-03-19T23:54:38.4Z,2,REGULAR,3pt,Jump Shot,[],1628998,92.72339027595268,3.9215686274509802,1610612766,46,45,2022-03-19T23:54:42Z,2620000,-230.0,16.0,1,right,MISS C. Martin 3PT,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,23.09,Missed,,,,,,,,,,,,,,,,,,,
264,PT05M05.00S,2022-03-19T23:54:41.7Z,2,REGULAR,rebound,defensive,[],203939,,,1610612742,46,45,2022-03-19T23:54:41Z,2630000,,,0,,D. Powell REBOUND (Off:1 Def:2),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,263.0,3.0,2.0,1.0,,,
265,PT04M56.00S,2022-03-19T23:54:55.3Z,2,REGULAR,foul,personal,[],1626179,,,1610612742,46,45,2022-03-19T23:55:03Z,2640000,,,0,,T. Rozier personal FOUL (1 PF),"[1626179, 1629029]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,202026.0,1.0,0.0,Doncic,1629029.0,,,,,,,,,,
267,PT04M42.00S,2022-03-19T23:55:29.7Z,2,REGULAR,3pt,Jump Shot,[],1627827,28.07161629434954,77.20588235294117,1610612742,46,45,2022-03-19T23:55:34Z,2660000,-136.0,211.0,1,left,MISS D. Finney-Smith 25' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,25.14,Missed,,,,,,,,,,,,,,,,,,,
268,PT04M39.00S,2022-03-19T23:55:32.7Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,46,45,2022-03-19T23:55:34Z,2670000,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,267.0,3.0,3.0,0.0,,,
269,PT04M34.00S,2022-03-19T23:55:38.0Z,2,REGULAR,turnover,lost ball,[],1626179,,,1610612766,46,45,2022-03-19T23:55:45Z,2680000,,,0,,T. Rozier lost ball TURNOVER (2 TO),"[1626179, 1628973]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,2.0,Brunson,1628973.0,,,,,,,
270,PT04M34.00S,2022-03-19T23:55:38.0Z,2,REGULAR,steal,,[],1628973,,,1610612742,46,45,2022-03-19T23:56:34Z,2690000,,,0,,J. Brunson STEAL (2 STL),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT04M27.00S,2022-03-19T23:55:44.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628373,6.1268068331143235,50.73529411764706,1610612742,46,47,2022-03-19T23:55:58Z,2700000,-4.0,5.0,1,left,F. Ntilikina running Layup (2 PTS),[1628373],1610612742.0,DAL,running,,,Ntilikina,F. Ntilikina,,,,,0.63,Made,2.0,,,,,,,,,,,,,,,,,,
272,PT04M16.00S,2022-03-19T23:56:00.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,46,47,2022-03-19T23:56:00Z,2710000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M16.00S,2022-03-19T23:58:18.2Z,2,REGULAR,substitution,out,[],203486,,,1610612766,46,47,2022-03-19T23:58:50Z,2720000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M16.00S,2022-03-19T23:58:18.2Z,2,REGULAR,substitution,out,[],1628973,,,1610612766,46,47,2022-03-19T23:58:50Z,2730000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT04M16.00S,2022-03-19T23:58:18.2Z,2,REGULAR,substitution,in,[],1626162,,,1610612766,46,47,2022-03-19T23:58:50Z,2740000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M16.00S,2022-03-19T23:58:18.2Z,2,REGULAR,substitution,in,[],1630182,,,1610612766,46,47,2022-03-19T23:58:50Z,2750000,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M10.00S,2022-03-19T23:59:02.4Z,2,REGULAR,3pt,Jump Shot,[],1626179,70.51576872536137,23.03921568627451,1610612766,46,47,2022-03-19T23:59:12Z,2760000,-135.0,225.0,1,right,MISS T. Rozier 26' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,26.2,Missed,,,,,,,,,,,,,,,,,,,
278,PT04M06.00S,2022-03-19T23:59:06.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612742,46,47,2022-03-19T23:59:12Z,2770000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,277.0,,,,,,
279,PT04M06.00S,2022-03-19T23:59:10.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,46,47,2022-03-19T23:59:10Z,2780000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M56.00S,2022-03-19T23:59:32.7Z,2,REGULAR,3pt,Jump Shot,[],1630182,8.09789750328515,2.696078431372549,1610612742,46,47,2022-03-19T23:59:37Z,2790000,237.0,24.0,1,left,MISS J. Green 3PT,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,23.77,Missed,,,,,,,,,,,,,,,,,,,
281,PT03M52.00S,2022-03-19T23:59:36.7Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,46,47,2022-03-19T23:59:37Z,2800000,,,0,,M. Bridges REBOUND (Off:0 Def:4),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,280.0,4.0,4.0,0.0,,,
282,PT03M49.00S,2022-03-19T23:59:42.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628373,,,1610612766,46,47,2022-03-19T23:59:54Z,2810000,,,0,,F. Ntilikina shooting personal FOUL (1 PF) (Bridges 2 FT),"[1628373, 1628970]",1610612742.0,DAL,shooting,,,Ntilikina,F. Ntilikina,,,,,,,,,,,1627529.0,1.0,0.0,Bridges,1628970.0,,,,,,,,,,
284,PT03M49.00S,2022-03-20T00:00:07.4Z,2,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,47,47,2022-03-20T00:00:07Z,2830000,,,0,,M. Bridges Free Throw 1 of 2 (9 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
285,PT03M49.00S,2022-03-20T00:00:26.0Z,2,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,48,47,2022-03-20T00:00:26Z,2840000,,,0,,M. Bridges Free Throw 2 of 2 (10 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
286,PT03M40.00S,2022-03-20T00:00:38.5Z,2,REGULAR,3pt,Jump Shot,[],1629029,36.21879106438896,51.225490196078425,1610612742,48,47,2022-03-20T00:00:42Z,2850000,-6.0,288.0,1,left,MISS L. Doncic 28' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,28.81,Missed,,,,,,,,,,,,,,,,,,,
287,PT03M37.00S,2022-03-20T00:00:41.5Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,48,47,2022-03-20T00:00:42Z,2860000,,,0,,M. Bridges REBOUND (Off:0 Def:5),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,286.0,5.0,5.0,0.0,,,
288,PT03M19.00S,2022-03-20T00:00:59.9Z,2,REGULAR,3pt,Jump Shot,[],1629023,73.80091984231275,85.29411764705883,1610612766,48,47,2022-03-20T00:01:04Z,2870000,176.0,194.0,1,right,MISS P. Washington 26' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,26.21,Missed,,,,,,,,,,,,,,,,,,,
289,PT03M15.00S,2022-03-20T00:01:03.9Z,2,REGULAR,rebound,defensive,[],1628373,,,1610612742,48,47,2022-03-20T00:01:04Z,2880000,,,0,,F. Ntilikina REBOUND (Off:0 Def:1),[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,288.0,1.0,1.0,0.0,,,
290,PT03M01.00S,2022-03-20T00:01:16.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,8.09789750328515,49.01960784313725,1610612742,48,49,2022-03-20T00:01:50Z,2890000,5.0,24.0,1,left,L. Doncic driving floating Jump Shot (16 PTS),[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,2.41,Made,16.0,,,,,,,,,,,,,,,,,,
291,PT02M38.00S,2022-03-20T00:01:39.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628970,87.59855453350855,50.73529411764706,1610612766,50,49,2022-03-20T00:01:44Z,2900000,4.0,64.0,1,right,M. Bridges 6' driving Hook (12 PTS),[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,6.42,Made,12.0,,,,,,,,,,,,,,,,,,
292,PT02M22.00S,2022-03-20T00:01:56.0Z,2,REGULAR,3pt,Jump Shot,[],1627827,5.075558475689881,96.81372549019608,1610612742,50,49,2022-03-20T00:02:04Z,2910000,-234.0,-5.0,1,left,MISS D. Finney-Smith 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,23.41,Missed,,,,,,,,,,,,,,,,,,,
293,PT02M18.00S,2022-03-20T00:02:00.0Z,2,REGULAR,rebound,offensive,[],203939,,,1610612742,50,49,2022-03-20T00:02:04Z,2920000,,,0,,D. Powell REBOUND (Off:2 Def:2),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,292.0,4.0,2.0,2.0,,,
294,PT02M15.00S,2022-03-20T00:02:02.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628373,29.122864651773984,73.77450980392157,1610612742,50,52,2022-03-20T00:02:06Z,2930000,-119.0,221.0,1,left,F. Ntilikina 25' 3PT  (5 PTS) (L. Doncic 2 AST),"[1628373, 1629029]",1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,25.12,Made,5.0,L. Doncic,1629029.0,2.0,,,,,,,,,,,,,,,
296,PT01M57.00S,2022-03-20T00:02:21.7Z,2,REGULAR,3pt,Jump Shot,[],1626162,96.27135348226018,96.56862745098039,1610612766,53,52,2022-03-20T00:02:25Z,2950000,233.0,-17.0,1,right,K. Oubre Jr. 3PT  (3 PTS) (C. Martin 2 AST),"[1626162, 1628998]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,23.35,Made,3.0,C. Martin,1628998.0,2.0,,,,,,,,,,,,,,,
298,PT01M38.00S,2022-03-20T00:02:40.3Z,2,REGULAR,3pt,Jump Shot,[],1628373,8.229303547963205,3.1862745098039214,1610612742,53,52,2022-03-20T00:02:47Z,2970000,234.0,25.0,1,left,MISS F. Ntilikina 3PT,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,23.54,Missed,,,,,,,,,,,,,,,,,,,
299,PT01M35.00S,2022-03-20T00:02:43.3Z,2,REGULAR,rebound,defensive,[],1628998,,,1610612766,53,52,2022-03-20T00:02:47Z,2980000,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,298.0,2.0,2.0,0.0,,,
300,PT01M33.00S,2022-03-20T00:02:47.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627827,,,1610612766,53,52,2022-03-20T00:03:10Z,2990000,,,0,,D. Finney-Smith shooting personal FOUL (1 PF) (Oubre Jr. 2 FT),"[1627827, 1626162]",1610612742.0,DAL,shooting,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,202058.0,1.0,0.0,Oubre Jr.,1626162.0,,,,,,,,,,
302,PT01M33.00S,2022-03-20T00:03:20.3Z,2,REGULAR,timeout,full,['team'],0,,,1610612766,53,52,2022-03-20T00:03:20Z,3010000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT01M33.00S,2022-03-20T00:03:36.7Z,2,REGULAR,substitution,out,[],1628373,,,1610612766,53,52,2022-03-20T00:04:35Z,3020000,,,0,,SUB out: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT01M33.00S,2022-03-20T00:03:36.7Z,2,REGULAR,substitution,out,[],1630182,,,1610612766,53,52,2022-03-20T00:04:35Z,3030000,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT01M33.00S,2022-03-20T00:03:36.7Z,2,REGULAR,substitution,in,[],1628467,,,1610612766,53,52,2022-03-20T00:04:35Z,3040000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT01M33.00S,2022-03-20T00:03:36.7Z,2,REGULAR,substitution,in,[],1628973,,,1610612766,53,52,2022-03-20T00:04:35Z,3050000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT01M33.00S,2022-03-20T00:04:50.9Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1626162,,,1610612766,54,52,2022-03-20T00:04:50Z,3060000,,,0,,K. Oubre Jr. Free Throw 1 of 2 (4 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
308,PT01M33.00S,2022-03-20T00:05:06.8Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1626162,,,1610612766,55,52,2022-03-20T00:05:06Z,3070000,,,0,,K. Oubre Jr. Free Throw 2 of 2 (5 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
309,PT01M18.00S,2022-03-20T00:05:29.8Z,2,REGULAR,foul,personal,['2freethrow'],1626162,,,1610612742,55,52,2022-03-20T00:05:40Z,3080000,,,0,,K. Oubre Jr. shooting personal FOUL (2 PF) (Doncic 2 FT),"[1626162, 1629029]",1610612766.0,CHA,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,202058.0,2.0,0.0,Doncic,1629029.0,,,,,,,,,,
311,PT01M18.00S,2022-03-20T00:05:58.6Z,2,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,55,52,2022-03-20T00:06:20Z,3100000,,,0,,MISS L. Doncic Free Throw 1 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Missed,,,,,,,,,,,,,,,,,,,
312,PT01M18.00S,2022-03-20T00:05:58.6Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612742,55,52,2022-03-20T00:06:20Z,3110000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,311.0,,,,,,
313,PT01M18.00S,2022-03-20T00:05:59.7Z,2,REGULAR,substitution,out,[],1628998,,,1610612742,55,52,2022-03-20T00:06:04Z,3120000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT01M18.00S,2022-03-20T00:05:59.7Z,2,REGULAR,substitution,in,[],1630163,,,1610612742,55,52,2022-03-20T00:06:04Z,3130000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT01M18.00S,2022-03-20T00:05:58.6Z,2,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,55,52,2022-03-20T00:06:20Z,3140000,,,0,,MISS L. Doncic Free Throw 2 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Missed,,,,,,,,,,,,,,,,,,,
316,PT01M15.00S,2022-03-20T00:06:01.6Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,55,52,2022-03-20T00:06:20Z,3150000,,,0,,M. Bridges REBOUND (Off:0 Def:6),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,315.0,6.0,6.0,0.0,,,
317,PT00M59.90S,2022-03-20T00:06:35.4Z,2,REGULAR,3pt,Jump Shot,[],1626162,65.65374507227332,50.245098039215684,1610612766,55,52,2022-03-20T00:06:39Z,3160000,1.0,270.0,1,right,MISS K. Oubre Jr. 27' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,27.04,Missed,,,,,,,,,,,,,,,,,,,
318,PT00M57.50S,2022-03-20T00:06:37.8Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,55,52,2022-03-20T00:06:39Z,3170000,,,0,,L. Doncic REBOUND (Off:0 Def:4),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,317.0,4.0,4.0,0.0,,,
319,PT00M45.50S,2022-03-20T00:06:50.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203939,8.09789750328515,58.57843137254902,1610612742,55,52,2022-03-20T00:06:54Z,3180000,-43.0,24.0,1,left,MISS D. Powell DUNK - blocked,"[203939, 1630163]",1610612742.0,DAL,,,,Powell,D. Powell,,,,,4.9,Missed,,,,,,,,,,,,,,,,,Ball,1630163.0,
320,PT00M45.50S,2022-03-20T00:06:50.3Z,2,REGULAR,block,,[],1630163,,,1610612742,55,52,2022-03-20T00:06:52Z,3190000,,,0,,L. Ball BLOCK (1 BLK),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT00M43.10S,2022-03-20T00:06:52.7Z,2,REGULAR,rebound,defensive,[],1626179,,,1610612766,55,52,2022-03-20T00:06:54Z,3200000,,,0,,T. Rozier REBOUND (Off:0 Def:3),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,319.0,3.0,3.0,0.0,,,
322,PT00M32.40S,2022-03-20T00:07:03.3Z,2,REGULAR,3pt,Jump Shot,[],1629023,66.96780551905388,56.61764705882353,1610612766,58,52,2022-03-20T00:07:12Z,3210000,33.0,258.0,1,right,P. Washington 26' 3PT  (9 PTS) (T. Rozier 2 AST),"[1629023, 1626179]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,26.01,Made,9.0,T. Rozier,1626179.0,2.0,,,,,,,,,,,,,,,
324,PT00M12.00S,2022-03-20T00:07:27.3Z,2,REGULAR,3pt,Jump Shot,[],1628973,5.338370565045992,96.56862745098039,1610612742,58,52,2022-03-20T00:07:31Z,3230000,-233.0,-2.0,1,left,MISS J. Brunson 3PT,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,23.28,Missed,,,,,,,,,,,,,,,,,,,
325,PT00M09.40S,2022-03-20T00:07:29.9Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,58,52,2022-03-20T00:07:29Z,3240000,,,0,,L. Ball REBOUND (Off:1 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,324.0,2.0,1.0,1.0,,,
326,PT00M04.50S,2022-03-20T00:07:34.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626162,78.0059132720105,7.107843137254902,1610612766,61,52,2022-03-20T00:07:59Z,3250000,-214.0,154.0,1,right,K. Oubre Jr. 26' 3PT running (8 PTS) (L. Ball 3 AST),"[1626162, 1630163]",1610612766.0,CHA,running,,,Oubre Jr.,K. Oubre Jr.,,,,,26.42,Made,8.0,L. Ball,1630163.0,3.0,,,,,,,,,,,,,,,
328,PT00M02.90S,2022-03-20T00:07:41.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,61,52,2022-03-20T00:07:41Z,3270000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT00M00.00S,2022-03-20T00:08:00.4Z,2,REGULAR,3pt,Jump Shot,[],203939,49.885019710906704,11.27450980392157,1610612742,61,52,2022-03-20T00:08:05Z,3280000,194.0,416.0,1,left,MISS D. Powell 45' running 3PT,[203939],1610612742.0,DAL,running,,,Powell,D. Powell,,,,,45.92,Missed,,,,,,,,,,,,,,,,,,,
330,PT00M00.00S,2022-03-20T00:08:00.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,61,52,2022-03-20T00:08:05Z,3290000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,329.0,,,,,,
331,PT00M00.00S,2022-03-20T00:08:05.6Z,2,REGULAR,period,end,[],0,,,1610612742,61,52,2022-03-20T00:08:05Z,3300000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2022-03-20T00:22:39.0Z,3,REGULAR,substitution,out,['startperiod'],1626162,,,1610612742,61,52,2022-03-20T00:23:22Z,3310000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2022-03-20T00:22:39.0Z,3,REGULAR,substitution,in,['startperiod'],203486,,,1610612742,61,52,2022-03-20T00:23:22Z,3320000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2022-03-20T00:23:39.9Z,3,REGULAR,period,start,[],0,,,1610612742,61,52,2022-03-20T00:23:39Z,3330000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT11M40.00S,2022-03-20T00:23:59.4Z,3,REGULAR,turnover,lost ball,[],1628467,,,1610612742,61,52,2022-03-20T00:24:06Z,3340000,,,0,,M. Kleber lost ball TURNOVER (1 TO),"[1628467, 1628970]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,1.0,Bridges,1628970.0,,,,,,,
336,PT11M40.00S,2022-03-20T00:23:59.4Z,3,REGULAR,steal,,[],1628970,,,1610612766,61,52,2022-03-20T00:24:01Z,3350000,,,0,,M. Bridges STEAL (1 STL),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT11M35.00S,2022-03-20T00:24:04.2Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629023,6.1268068331143235,51.71568627450981,1610612766,63,52,2022-03-20T00:24:42Z,3360000,-9.0,5.0,1,left,P. Washington running DUNK (11 PTS) (M. Bridges 3 AST),"[1629023, 1628970]",1610612766.0,CHA,running,,,Washington,P. Washington,,,,,1.0,Made,11.0,M. Bridges,1628970.0,3.0,,,,,,,,,,,,,,,
339,PT11M19.00S,2022-03-20T00:24:19.2Z,3,REGULAR,3pt,Jump Shot,[],1628467,95.22010512483574,98.2843137254902,1610612742,63,52,2022-03-20T00:24:23Z,3380000,241.0,-8.0,1,right,MISS M. Kleber 24' 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,24.15,Missed,,,,,,,,,,,,,,,,,,,
340,PT11M16.00S,2022-03-20T00:24:22.2Z,3,REGULAR,rebound,defensive,[],1630163,,,1610612766,63,52,2022-03-20T00:24:23Z,3390000,,,0,,L. Ball REBOUND (Off:1 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,339.0,3.0,2.0,1.0,,,
341,PT11M12.00S,2022-03-20T00:24:26.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1626179,26.363337713534822,82.35294117647058,1610612766,63,52,2022-03-20T00:24:32Z,3400000,-162.0,195.0,1,left,MISS T. Rozier 25' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,25.36,Missed,,,,,,,,,,,,,,,,,,,
342,PT11M09.00S,2022-03-20T00:24:29.2Z,3,REGULAR,rebound,defensive,[],1628973,,,1610612742,63,52,2022-03-20T00:24:32Z,3410000,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,341.0,1.0,1.0,0.0,,,
343,PT10M50.00S,2022-03-20T00:24:48.9Z,3,REGULAR,3pt,Jump Shot,[],1629029,71.43561103810775,22.54901960784314,1610612742,63,55,2022-03-20T00:24:53Z,3420000,-137.0,216.0,1,right,L. Doncic 25' 3PT step back (19 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,25.59,Made,19.0,,,,,,,,,,,,,,,,,,
344,PT10M35.00S,2022-03-20T00:25:04.0Z,3,REGULAR,3pt,Jump Shot,[],1628970,7.046649145860711,4.166666666666666,1610612766,63,55,2022-03-20T00:25:09Z,3430000,229.0,14.0,1,left,MISS M. Bridges 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,22.96,Missed,,,,,,,,,,,,,,,,,,,
