actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
35,PT09M08.00S,2022-02-10T00:50:41.5Z,1,REGULAR,foul,personal,[],203486,,,1610612741,6,4,2022-02-10T00:50:50Z,350000,,,0,,M. Plumlee personal FOUL (1 PF),"[203486, 203897]",1610612766.0,CHA,1193.0,Plumlee,M. Plumlee,,,,,,,,,,,,,,1.0,0.0,LaVine,203897.0,,,,,,,,,
37,PT08M59.00S,2022-02-10T00:51:02.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,88.64980289093299,44.6078431372549,1610612741,6,6,2022-02-10T00:51:11Z,370000,-27.0,54.0,1,right,N. Vucevic 6' floating Jump Shot (4 PTS) (D. DeRozan 1 AST),"[202696, 201942]",1610612741.0,CHI,,Vucevic,N. Vucevic,floating,,,,,,6.06,Made,,,,,,,,,,4.0,,,D. DeRozan,201942.0,1.0,,,
39,PT08M44.00S,2022-02-10T00:51:21.0Z,1,REGULAR,foul,personal,[],203897,,,1610612766,6,6,2022-02-10T00:51:44Z,390000,,,0,,Z. LaVine personal FOUL (1 PF),"[203897, 1626179]",1610612741.0,CHI,2004.0,LaVine,Z. LaVine,,,,,,,,,,,,,,1.0,0.0,Rozier,1626179.0,,,,,,,,,
41,PT08M32.00S,2022-02-10T00:51:46.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626162,6.258212877792378,50.98039215686274,1610612766,8,6,2022-02-10T00:51:56Z,410000,-5.0,6.0,1,left,K. Oubre Jr. driving DUNK (4 PTS),[1626162],1610612766.0,CHA,,Oubre Jr.,K. Oubre Jr.,driving,,,,,,0.8,Made,,,,,,,,,,4.0,,,,,,,,
42,PT08M18.00S,2022-02-10T00:52:00.7Z,1,REGULAR,turnover,bad pass,[],202696,,,1610612741,8,6,2022-02-10T00:52:05Z,420000,,,0,,N. Vucevic bad pass TURNOVER (1 TO),"[202696, 1630163]",1610612741.0,CHI,,Vucevic,N. Vucevic,,,,,,,,,,,,,1.0,,,,,,Ball,1630163.0,,,,,,
43,PT08M18.00S,2022-02-10T00:52:00.7Z,1,REGULAR,steal,,[],1630163,,,1610612766,8,6,2022-02-10T00:52:02Z,430000,,,0,,L. Ball STEAL (1 STL),[1630163],1610612766.0,CHA,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT08M07.00S,2022-02-10T00:52:11.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630163,6.258212877792378,3.9215686274509802,1610612766,11,6,2022-02-10T00:52:17Z,440000,230.0,6.0,1,left,L. Ball 3PT  (3 PTS) (M. Bridges 1 AST),"[1630163, 1628970]",1610612766.0,CHA,,Ball,L. Ball,,,,,,,23.05,Made,,,,,,,,,,3.0,,,M. Bridges,1628970.0,1.0,,,
46,PT07M49.00S,2022-02-10T00:52:29.1Z,1,REGULAR,2pt,Jump Shot,[],201942,83.13074901445466,87.25490196078431,1610612741,11,8,2022-02-10T00:52:38Z,460000,186.0,106.0,1,right,D. DeRozan 21' Jump Shot (2 PTS) (J. Green 1 AST),"[201942, 1629750]",1610612741.0,CHI,,DeRozan,D. DeRozan,,,,,,,21.44,Made,,,,,,,,,,2.0,,,J. Green,1629750.0,1.0,,,
48,PT07M39.00S,2022-02-10T00:52:39.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,11.251642575558476,51.225490196078425,1610612766,11,8,2022-02-10T00:52:48Z,480000,-6.0,53.0,1,left,MISS K. Oubre Jr. Layup - blocked,"[1626162, 202696]",1610612766.0,CHA,,Oubre Jr.,K. Oubre Jr.,,,,,,,5.36,Missed,,,,,,,,,,,,,,,,Vucevic,202696.0,
49,PT07M39.00S,2022-02-10T00:52:39.1Z,1,REGULAR,block,,[],202696,,,1610612766,11,8,2022-02-10T00:52:41Z,490000,,,0,,N. Vucevic BLOCK (1 BLK),[202696],1610612741.0,CHI,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M36.00S,2022-02-10T00:52:42.1Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,11,8,2022-02-10T00:52:48Z,500000,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,Vucevic,N. Vucevic,,,,,,,,,48.0,2.0,2.0,0.0,,,,,,,,,,,,,,
51,PT07M28.00S,2022-02-10T00:52:50.6Z,1,REGULAR,2pt,Jump Shot,[],203897,72.88107752956637,58.333333333333336,1610612741,11,8,2022-02-10T00:52:58Z,510000,42.0,202.0,1,right,MISS Z. LaVine 20' Jump Shot,[203897],1610612741.0,CHI,,LaVine,Z. LaVine,,,,,,,20.67,Missed,,,,,,,,,,,,,,,,,,
52,PT07M25.00S,2022-02-10T00:52:53.6Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,11,8,2022-02-10T00:52:58Z,520000,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612766.0,CHA,,Rozier,T. Rozier,,,,,,,,,51.0,1.0,1.0,0.0,,,,,,,,,,,,,,
53,PT07M21.00S,2022-02-10T00:52:57.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630163,33.327858081471746,79.16666666666666,1610612766,14,8,2022-02-10T00:53:16Z,530000,-146.0,261.0,1,left,L. Ball 29' 3PT  (6 PTS) (T. Rozier 2 AST),"[1630163, 1626179]",1610612766.0,CHA,,Ball,L. Ball,,,,,,,29.88,Made,,,,,,,,,,6.0,,,T. Rozier,1626179.0,2.0,,,
55,PT07M03.00S,2022-02-10T00:53:15.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,84.31340341655716,44.36274509803921,1610612741,14,10,2022-02-10T00:53:25Z,550000,-28.0,95.0,1,right,D. DeRozan 9' Jump Shot (4 PTS),[201942],1610612741.0,CHI,,DeRozan,D. DeRozan,,,,,,,9.91,Made,,,,,,,,,,4.0,,,,,,,,
56,PT06M49.00S,2022-02-10T00:53:29.1Z,1,REGULAR,3pt,Jump Shot,[],1630163,33.85348226018397,49.26470588235294,1610612766,14,10,2022-02-10T00:53:34Z,560000,4.0,266.0,1,left,MISS L. Ball 26' 3PT,[1630163],1610612766.0,CHA,,Ball,L. Ball,,,,,,,26.57,Missed,,,,,,,,,,,,,,,,,,
57,PT06M47.00S,2022-02-10T00:53:31.1Z,1,REGULAR,rebound,defensive,[],1629750,,,1610612741,14,10,2022-02-10T00:53:34Z,570000,,,0,,J. Green REBOUND (Off:0 Def:2),[1629750],1610612741.0,CHI,,Green,J. Green,,,,,,,,,56.0,2.0,2.0,0.0,,,,,,,,,,,,,,
58,PT06M42.00S,2022-02-10T00:53:40.1Z,1,REGULAR,foul,personal,['2freethrow'],1630163,,,1610612741,14,10,2022-02-10T00:53:54Z,580000,,,0,,L. Ball shooting personal FOUL (1 PF) (LaVine 2 FT),"[1630163, 203897]",1610612766.0,CHA,2004.0,Ball,L. Ball,shooting,,,,,,,,,,,,,1.0,0.0,LaVine,203897.0,,,,,,,,,
60,PT06M42.00S,2022-02-10T00:53:57.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,14,10,2022-02-10T00:53:57Z,600000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M42.00S,2022-02-10T00:57:25.6Z,1,REGULAR,freethrow,1 of 2,[],203897,,,1610612741,14,11,2022-02-10T00:57:25Z,610000,,,0,,Z. LaVine Free Throw 1 of 2 (1 PTS),[203897],1610612741.0,CHI,,LaVine,Z. LaVine,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
62,PT06M42.00S,2022-02-10T00:57:40.4Z,1,REGULAR,freethrow,2 of 2,[],203897,,,1610612741,14,12,2022-02-10T00:57:40Z,620000,,,0,,Z. LaVine Free Throw 2 of 2 (2 PTS),[203897],1610612741.0,CHI,,LaVine,Z. LaVine,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
63,PT06M15.00S,2022-02-10T00:58:09.2Z,1,REGULAR,3pt,Jump Shot,[],1626179,8.623521681997373,2.450980392156863,1610612766,17,12,2022-02-10T00:58:15Z,630000,238.0,29.0,1,left,T. Rozier 3PT  (5 PTS) (M. Plumlee 2 AST),"[1626179, 203486]",1610612766.0,CHA,,Rozier,T. Rozier,,,,,,,23.94,Made,,,,,,,,,,5.0,,,M. Plumlee,203486.0,2.0,,,
65,PT06M00.00S,2022-02-10T00:58:30.6Z,1,REGULAR,turnover,traveling,[],201942,,,1610612741,17,12,2022-02-10T00:58:39Z,650000,,,0,,D. DeRozan traveling TURNOVER (2 TO),[201942],1610612741.0,CHI,1193.0,DeRozan,D. DeRozan,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
66,PT05M39.00S,2022-02-10T00:59:05.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626162,7.046649145860711,4.411764705882353,1610612766,20,12,2022-02-10T00:59:10Z,660000,228.0,14.0,1,left,K. Oubre Jr. 3PT  (7 PTS) (M. Bridges 2 AST),"[1626162, 1628970]",1610612766.0,CHA,,Oubre Jr.,K. Oubre Jr.,,,,,,,22.83,Made,,,,,,,,,,7.0,,,M. Bridges,1628970.0,2.0,,,
68,PT05M25.00S,2022-02-10T00:59:18.0Z,1,REGULAR,turnover,bad pass,[],201942,,,1610612741,20,12,2022-02-10T00:59:24Z,680000,,,0,,D. DeRozan bad pass TURNOVER (3 TO),"[201942, 1630163]",1610612741.0,CHI,,DeRozan,D. DeRozan,,,,,,,,,,,,,3.0,,,,,,Ball,1630163.0,,,,,,
69,PT05M25.00S,2022-02-10T00:59:18.0Z,1,REGULAR,steal,,[],1630163,,,1610612766,20,12,2022-02-10T00:59:20Z,690000,,,0,,L. Ball STEAL (2 STL),[1630163],1610612766.0,CHA,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M19.00S,2022-02-10T00:59:25.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626179,5.206964520367937,95.58823529411765,1610612766,20,12,2022-02-10T01:15:52Z,700000,-228.0,-4.0,1,left,MISS T. Rozier 3PT,[1626179],1610612766.0,CHA,,Rozier,T. Rozier,,,,,,,22.79,Missed,,,,,,,,,,,,,,,,,,
71,PT05M19.00S,2022-02-10T00:59:25.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612741,20,12,2022-02-10T01:15:52Z,710000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,
72,PT05M19.00S,2022-02-10T00:59:30.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,20,12,2022-02-10T00:59:30Z,720000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M19.00S,2022-02-10T00:59:30.8Z,1,REGULAR,substitution,out,[],1630163,,,1610612741,20,12,2022-02-10T00:59:52Z,730000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M19.00S,2022-02-10T00:59:30.8Z,1,REGULAR,substitution,out,[],1628970,,,1610612741,20,12,2022-02-10T00:59:52Z,740000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M19.00S,2022-02-10T00:59:30.8Z,1,REGULAR,substitution,out,[],201942,,,1610612741,20,12,2022-02-10T00:59:52Z,750000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M19.00S,2022-02-10T00:59:30.8Z,1,REGULAR,substitution,in,[],1629023,,,1610612741,20,12,2022-02-10T00:59:52Z,760000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M19.00S,2022-02-10T00:59:30.8Z,1,REGULAR,substitution,in,[],202397,,,1610612741,20,12,2022-02-10T00:59:52Z,770000,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M19.00S,2022-02-10T00:59:30.8Z,1,REGULAR,substitution,in,[],1628972,,,1610612741,20,12,2022-02-10T00:59:52Z,780000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612741.0,CHI,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M04.00S,2022-02-10T00:59:59.9Z,1,REGULAR,3pt,Jump Shot,[],1629632,72.88107752956637,80.14705882352942,1610612741,20,15,2022-02-10T01:00:08Z,790000,151.0,202.0,1,right,C. White 25' 3PT  (3 PTS) (Z. LaVine 2 AST),"[1629632, 203897]",1610612741.0,CHI,,White,C. White,,,,,,,25.23,Made,,,,,,,,,,3.0,,,Z. LaVine,203897.0,2.0,,,
81,PT04M54.00S,2022-02-10T01:00:09.2Z,1,REGULAR,3pt,Jump Shot,[],1626162,27.020367936925098,17.647058823529413,1610612766,20,15,2022-02-10T01:00:15Z,810000,162.0,201.0,1,left,MISS K. Oubre Jr. 25' 3PT,[1626162],1610612766.0,CHA,,Oubre Jr.,K. Oubre Jr.,,,,,,,25.84,Missed,,,,,,,,,,,,,,,,,,
82,PT04M51.00S,2022-02-10T01:00:12.2Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,20,15,2022-02-10T01:00:15Z,820000,,,0,,Z. LaVine REBOUND (Off:0 Def:3),[203897],1610612741.0,CHI,,LaVine,Z. LaVine,,,,,,,,,81.0,3.0,3.0,0.0,,,,,,,,,,,,,,
83,PT04M34.00S,2022-02-10T01:00:30.7Z,1,REGULAR,3pt,Jump Shot,[],203897,92.06636005256242,96.56862745098039,1610612741,20,18,2022-02-10T01:00:36Z,830000,233.0,22.0,1,right,Z. LaVine 3PT  (5 PTS) (N. Vucevic 2 AST),"[203897, 202696]",1610612741.0,CHI,,LaVine,Z. LaVine,,,,,,,23.38,Made,,,,,,,,,,5.0,,,N. Vucevic,202696.0,2.0,,,
85,PT04M22.00S,2022-02-10T01:00:47.7Z,1,REGULAR,foul,personal,[],202696,,,1610612766,20,18,2022-02-10T01:01:20Z,850000,,,0,,N. Vucevic personal FOUL (1 PF),"[202696, 203486]",1610612741.0,CHI,1204.0,Vucevic,N. Vucevic,,,,,,,,,,,,,,1.0,0.0,Plumlee,203486.0,,,,,,,,,
87,PT04M12.00S,2022-02-10T01:01:14.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,6.652431011826544,55.392156862745104,1610612766,20,18,2022-02-10T01:01:24Z,870000,-27.0,10.0,1,left,MISS M. Plumlee DUNK - blocked,"[203486, 202696]",1610612766.0,CHA,,Plumlee,M. Plumlee,,,,,,,2.88,Missed,,,,,,,,,,,,,,,,Vucevic,202696.0,
88,PT04M12.00S,2022-02-10T01:01:14.5Z,1,REGULAR,block,,[],202696,,,1610612766,20,18,2022-02-10T01:04:54Z,880000,,,0,,N. Vucevic BLOCK (2 BLK),[202696],1610612741.0,CHI,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M09.00S,2022-02-10T01:01:17.5Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,20,18,2022-02-10T01:01:17Z,890000,,,0,,N. Vucevic REBOUND (Off:0 Def:3),[202696],1610612741.0,CHI,,Vucevic,N. Vucevic,,,,,,,,,87.0,3.0,3.0,0.0,,,,,,,,,,,,,,
90,PT04M06.00S,2022-02-10T01:01:21.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203897,64.33968462549278,49.26470588235294,1610612741,20,18,2022-02-10T01:01:30Z,900000,-4.0,283.0,1,right,MISS Z. LaVine 28' 3PT,[203897],1610612741.0,CHI,,LaVine,Z. LaVine,,,,,,,28.27,Missed,,,,,,,,,,,,,,,,,,
91,PT04M06.00S,2022-02-10T01:01:21.3Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,20,18,2022-02-10T01:01:30Z,910000,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612766.0,CHA,,Plumlee,M. Plumlee,,,,,,,,,90.0,1.0,1.0,0.0,,,,,,,,,,,,,,
92,PT03M49.00S,2022-02-10T01:01:37.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,12.171484888304862,50.49019607843137,1610612766,20,18,2022-02-10T01:01:44Z,920000,-2.0,62.0,1,left,MISS T. Rozier 6' Layup,[1626179],1610612766.0,CHA,,Rozier,T. Rozier,,,,,,,6.2,Missed,,,,,,,,,,,,,,,,,,
93,PT03M46.00S,2022-02-10T01:01:40.6Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,20,18,2022-02-10T01:01:40Z,930000,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,White,C. White,,,,,,,,,92.0,1.0,1.0,0.0,,,,,,,,,,,,,,
94,PT03M36.00S,2022-02-10T01:01:51.7Z,1,REGULAR,3pt,Jump Shot,[],203897,92.85479632063075,3.431372549019608,1610612741,20,21,2022-02-10T01:01:59Z,940000,-233.0,15.0,1,right,Z. LaVine 3PT  (8 PTS) (T. Brown Jr. 1 AST),"[203897, 1628972]",1610612741.0,CHI,,LaVine,Z. LaVine,,,,,,,23.33,Made,,,,,,,,,,8.0,,,T. Brown Jr.,1628972.0,1.0,,,
