actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
443,PT03M34.00S,2022-01-08T02:19:16.9Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",201935,,,1610612749,72,94,2022-01-08T02:19:24Z,4320000,,,0,,J. Harden shooting personal FOUL (1 PF) (Antetokounmpo 1 FT),"[201935, 203507]",1610612751.0,BKN,shooting,,,Harden,J. Harden,,,,,,,,,,,,1199.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,
445,PT03M34.00S,2022-01-08T02:19:47.6Z,3,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,72,94,2022-01-08T02:19:47Z,4340000,,,0,,MISS G. Antetokounmpo Free Throw 1 of 1,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
446,PT03M31.00S,2022-01-08T02:19:50.6Z,3,REGULAR,rebound,defensive,[],201935,,,1610612751,72,94,2022-01-08T02:19:50Z,4350000,,,0,,J. Harden REBOUND (Off:0 Def:9),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,445.0,9.0,9.0,0.0,,,,,,,,,,,,,,,
447,PT03M23.00S,2022-01-08T02:19:57.5Z,3,REGULAR,3pt,Jump Shot,[],201142,73.53810775295663,80.63725490196079,1610612751,72,94,2022-01-08T02:20:14Z,4360000,153.0,196.0,1,right,MISS K. Durant 24' 3PT,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,24.89,Missed,,,,,,,,,,,,,,,,,,,
448,PT03M19.00S,2022-01-08T02:20:01.5Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,72,94,2022-01-08T02:20:14Z,4370000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:4),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,447.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
449,PT03M06.00S,2022-01-08T02:20:14.1Z,3,REGULAR,turnover,bad pass,[],203918,,,1610612749,72,94,2022-01-08T02:20:32Z,4380000,,,0,,R. Hood bad pass TURNOVER (1 TO),"[203918, 1630560]",1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,1.0,Thomas,1630560.0,,,,,,
450,PT03M06.00S,2022-01-08T02:20:14.1Z,3,REGULAR,steal,,[],1630560,,,1610612751,72,94,2022-01-08T02:20:32Z,4390000,,,0,,C. Thomas STEAL (1 STL),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT02M59.00S,2022-01-08T02:20:21.0Z,3,REGULAR,turnover,lost ball,[],201935,,,1610612751,72,94,2022-01-08T02:29:47Z,4400000,,,0,,J. Harden lost ball TURNOVER (3 TO),"[201935, 1630572]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,3.0,Mamukelashvili,1630572.0,,,,,,
452,PT02M59.00S,2022-01-08T02:20:21.0Z,3,REGULAR,steal,,[],1630572,,,1610612749,72,94,2022-01-08T02:20:23Z,4410000,,,0,,S. Mamukelashvili STEAL (1 STL),[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT02M53.00S,2022-01-08T02:20:27.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628400,7.046649145860711,3.1862745098039214,1610612749,72,94,2022-01-08T02:20:37Z,4420000,234.0,14.0,1,left,MISS S. Ojeleye 3PT,[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,23.45,Missed,,,,,,,,,,,,,,,,,,,
454,PT02M50.00S,2022-01-08T02:20:30.6Z,3,REGULAR,rebound,defensive,[],1630560,,,1610612751,72,94,2022-01-08T02:21:01Z,4430000,,,0,,C. Thomas REBOUND (Off:1 Def:3),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,453.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
455,PT02M50.00S,2022-01-08T02:20:43.4Z,3,REGULAR,foul,personal,[],1628400,,,1610612751,72,94,2022-01-08T02:20:55Z,4440000,,,0,,S. Ojeleye personal FOUL (2 PF),"[1628400, 1630560]",1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,202053.0,2.0,0.0,Thomas,1630560.0,,,,,,,,,
457,PT02M47.00S,2022-01-08T02:20:58.2Z,3,REGULAR,foul,personal,[],1628400,,,1610612751,72,94,2022-01-08T02:21:03Z,4460000,,,0,,S. Ojeleye personal FOUL (3 PF),"[1628400, 201142]",1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,201245.0,3.0,0.0,Durant,201142.0,,,,,,,,,
459,PT02M41.00S,2022-01-08T02:21:13.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201949,93.9060446780552,49.50980392156863,1610612751,74,94,2022-01-08T02:21:18Z,4480000,-2.0,5.0,1,right,J. Johnson cutting Layup (6 PTS) (K. Durant 6 AST),"[201949, 201142]",1610612751.0,BKN,cutting,,,Johnson,J. Johnson,,,,,0.54,Made,,,,,6.0,,,,,,,,,K. Durant,201142.0,6.0,,,
461,PT02M20.00S,2022-01-08T02:21:34.1Z,3,REGULAR,3pt,Jump Shot,[],1630572,18.2161629434954,93.38235294117648,1610612749,74,94,2022-01-08T02:21:37Z,4500000,-217.0,119.0,1,left,MISS S. Mamukelashvili 24' 3PT,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,24.73,Missed,,,,,,,,,,,,,,,,,,,
462,PT02M18.00S,2022-01-08T02:21:36.1Z,3,REGULAR,rebound,defensive,[],1628971,,,1610612751,74,94,2022-01-08T02:21:37Z,4510000,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,461.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
463,PT02M12.00S,2022-01-08T02:21:41.9Z,3,REGULAR,turnover,bad pass,[],201935,,,1610612751,74,94,2022-01-08T02:21:48Z,4520000,,,0,,J. Harden bad pass TURNOVER (4 TO),"[201935, 203918]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,4.0,Hood,203918.0,,,,,,
464,PT02M12.00S,2022-01-08T02:21:41.9Z,3,REGULAR,steal,,[],203918,,,1610612749,74,94,2022-01-08T02:21:44Z,4530000,,,0,,R. Hood STEAL (2 STL),[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT01M49.00S,2022-01-08T02:22:05.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],204038,17.69053876478318,5.88235294117647,1610612749,74,94,2022-01-08T02:22:16Z,4540000,221.0,114.0,1,left,MISS L. Galloway 24' 3PT,[204038],1610612749.0,MIL,,,,Galloway,L. Galloway,,,,,24.82,Missed,,,,,,,,,,,,,,,,,,,
466,PT01M47.00S,2022-01-08T02:22:07.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612749,74,94,2022-01-08T02:22:16Z,4550000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,465.0,,,,,,,,,,,,,,,,,,
467,PT01M47.00S,2022-01-08T02:22:13.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,74,94,2022-01-08T02:22:13Z,4560000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT01M47.00S,2022-01-08T02:22:13.7Z,3,REGULAR,substitution,out,[],201935,,,1610612749,74,94,2022-01-08T02:22:17Z,4570000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT01M47.00S,2022-01-08T02:22:13.7Z,3,REGULAR,substitution,in,[],201988,,,1610612749,74,94,2022-01-08T02:22:17Z,4580000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT01M46.00S,2022-01-08T02:22:34.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,74,94,2022-01-08T02:22:34Z,4590000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT01M41.00S,2022-01-08T02:22:44.6Z,3,REGULAR,turnover,lost ball,[],203507,,,1610612749,74,94,2022-01-08T02:22:48Z,4600000,,,0,,G. Antetokounmpo lost ball TURNOVER (3 TO),"[203507, 201988]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,3.0,Mills,201988.0,,,,,,
472,PT01M41.00S,2022-01-08T02:22:44.6Z,3,REGULAR,steal,,[],201988,,,1610612751,74,94,2022-01-08T02:22:47Z,4610000,,,0,,P. Mills STEAL (2 STL),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT01M37.00S,2022-01-08T02:22:48.4Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201988,74.06373193166885,15.686274509803921,1610612751,74,94,2022-01-08T02:22:53Z,4620000,-172.0,191.0,1,right,MISS P. Mills 25' running pullup 3PT,[201988],1610612751.0,BKN,running pullup,,,Mills,P. Mills,,,,,25.7,Missed,,,,,,,,,,,,,,,,,,,
474,PT01M36.00S,2022-01-08T02:22:49.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612749,74,94,2022-01-08T02:22:53Z,4630000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,473.0,,,,,,,,,,,,,,,,,,
475,PT01M36.00S,2022-01-08T02:22:53.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,74,94,2022-01-08T02:22:53Z,4640000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT01M18.00S,2022-01-08T02:23:21.8Z,3,REGULAR,3pt,Jump Shot,[],203918,30.305519053876477,32.35294117647059,1610612749,74,94,2022-01-08T02:23:27Z,4650000,88.0,232.0,1,left,MISS R. Hood 24' pullup 3PT,[203918],1610612749.0,MIL,pullup,,,Hood,R. Hood,,,,,24.86,Missed,,,,,,,,,,,,,,,,,,,
477,PT01M13.00S,2022-01-08T02:23:26.8Z,3,REGULAR,rebound,offensive,[],204038,,,1610612749,74,94,2022-01-08T02:23:27Z,4660000,,,0,,L. Galloway REBOUND (Off:1 Def:2),[204038],1610612749.0,MIL,,,,Galloway,L. Galloway,,,,,,,476.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
478,PT01M05.00S,2022-01-08T02:23:34.5Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],204038,7.5722733245729295,76.22549019607843,1610612749,74,94,2022-01-08T02:23:41Z,4670000,-131.0,19.0,1,left,MISS L. Galloway 13' pullup Shot,[204038],1610612749.0,MIL,pullup,,,Galloway,L. Galloway,,,,,13.24,Missed,,,,,,,,,,,,,,,,,,,
479,PT00M59.60S,2022-01-08T02:23:39.9Z,3,REGULAR,rebound,offensive,[],1630572,,,1610612749,74,94,2022-01-08T02:23:41Z,4680000,,,0,,S. Mamukelashvili REBOUND (Off:3 Def:1),[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,478.0,4.0,1.0,3.0,,,,,,,,,,,,,,,
480,PT00M59.60S,2022-01-08T02:23:39.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630572,5.590000152587891,50.0,1610612749,74,96,2022-01-08T02:23:39Z,4690000,0.0,0.0,1,left,S. Mamukelashvili tip Layup (4 PTS),[1630572],1610612749.0,MIL,tip,,,Mamukelashvili,S. Mamukelashvili,,,,,0.0,Made,,,,,4.0,,,,,,,,,,,,,,
481,PT00M53.40S,2022-01-08T02:23:49.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628400,,,1610612751,74,96,2022-01-08T02:23:59Z,4700000,,,0,,S. Ojeleye personal FOUL (4 PF) (Durant 2 FT),"[1628400, 201142]",1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,202053.0,4.0,0.0,Durant,201142.0,,,,,,,,,
483,PT00M53.40S,2022-01-08T02:24:16.4Z,3,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,75,96,2022-01-08T02:24:16Z,4720000,,,0,,K. Durant Free Throw 1 of 2 (24 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,,,,,24.0,,,,,,,,,,,,,,
484,PT00M53.40S,2022-01-08T02:24:17.2Z,3,REGULAR,substitution,out,[],203507,,,1610612751,75,96,2022-01-08T02:24:24Z,4730000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT00M53.40S,2022-01-08T02:24:17.2Z,3,REGULAR,substitution,out,[],1628400,,,1610612751,75,96,2022-01-08T02:24:24Z,4740000,,,0,,SUB out: S. Ojeleye,[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT00M53.40S,2022-01-08T02:24:17.2Z,3,REGULAR,substitution,in,[],1629670,,,1610612751,75,96,2022-01-08T02:24:24Z,4750000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT00M53.40S,2022-01-08T02:24:17.2Z,3,REGULAR,substitution,in,[],203114,,,1610612751,75,96,2022-01-08T02:24:24Z,4760000,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT00M53.40S,2022-01-08T02:24:38.3Z,3,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,76,96,2022-01-08T02:24:38Z,4770000,,,0,,K. Durant Free Throw 2 of 2 (25 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,,,,,25.0,,,,,,,,,,,,,,
489,PT00M38.50S,2022-01-08T02:24:54.8Z,3,REGULAR,turnover,lost ball,[],203114,,,1610612749,76,96,2022-01-08T02:25:00Z,4780000,,,0,,K. Middleton lost ball TURNOVER (2 TO),"[203114, 201949]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,2.0,Johnson,201949.0,,,,,,
490,PT00M38.50S,2022-01-08T02:24:54.8Z,3,REGULAR,steal,,[],201949,,,1610612751,76,96,2022-01-08T02:24:57Z,4790000,,,0,,J. Johnson STEAL (1 STL),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT00M35.80S,2022-01-08T02:24:59.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628971,93.64323258869908,51.225490196078425,1610612751,78,96,2022-01-08T02:25:08Z,4800000,6.0,7.0,1,right,B. Brown running DUNK (2 PTS) (J. Johnson 1 AST),"[1628971, 201949]",1610612751.0,BKN,running,,,Brown,B. Brown,,,,,0.95,Made,,,,,2.0,,,,,,,,,J. Johnson,201949.0,1.0,,,
493,PT00M22.40S,2022-01-08T02:25:17.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629670,12.040078843626807,40.44117647058824,1610612749,78,98,2022-01-08T02:28:41Z,4820000,48.0,61.0,1,left,J. Nwora 7' Hook (10 PTS) (K. Middleton 5 AST),"[1629670, 203114]",1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,7.73,Made,,,,,10.0,,,,,,,,,K. Middleton,203114.0,5.0,,,
495,PT00M03.70S,2022-01-08T02:25:41.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201142,93.64323258869908,51.71568627450981,1610612751,80,98,2022-01-08T02:25:46Z,4840000,9.0,7.0,1,right,K. Durant driving reverse Layup (27 PTS),[201142],1610612751.0,BKN,driving reverse,,,Durant,K. Durant,,,,,1.13,Made,,,,,27.0,,,,,,,,,,,,,,
496,PT00M00.00S,2022-01-08T02:25:46.3Z,3,REGULAR,3pt,Jump Shot,[],203918,45.15440210249672,16.176470588235293,1610612749,80,98,2022-01-08T02:29:11Z,4850000,169.0,372.0,1,left,MISS R. Hood 40' pullup 3PT,[203918],1610612749.0,MIL,pullup,,,Hood,R. Hood,,,,,40.86,Missed,,,,,,,,,,,,,,,,,,,
497,PT00M00.00S,2022-01-08T02:25:48.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612749,80,98,2022-01-08T02:25:48Z,4860000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,496.0,,,,,,,,,,,,,,,,,,
498,PT00M00.00S,2022-01-08T02:25:50.2Z,3,REGULAR,period,end,[],0,,,1610612749,80,98,2022-01-08T02:25:50Z,4870000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT12M00.00S,2022-01-08T02:28:17.2Z,4,REGULAR,substitution,out,['startperiod'],1628971,,,1610612749,80,98,2022-01-08T02:28:58Z,4880000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT12M00.00S,2022-01-08T02:28:17.2Z,4,REGULAR,substitution,out,['startperiod'],201949,,,1610612749,80,98,2022-01-08T02:28:58Z,4890000,,,0,,SUB out: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT12M00.00S,2022-01-08T02:28:17.2Z,4,REGULAR,substitution,out,['startperiod'],203918,,,1610612749,80,98,2022-01-08T02:28:58Z,4900000,,,0,,SUB out: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT12M00.00S,2022-01-08T02:28:17.2Z,4,REGULAR,substitution,in,['startperiod'],1629651,,,1610612749,80,98,2022-01-08T02:28:58Z,4910000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT12M00.00S,2022-01-08T02:28:17.2Z,4,REGULAR,substitution,in,['startperiod'],201935,,,1610612749,80,98,2022-01-08T02:28:58Z,4920000,,,0,,SUB in: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT12M00.00S,2022-01-08T02:28:17.2Z,4,REGULAR,substitution,in,['startperiod'],1626171,,,1610612749,80,98,2022-01-08T02:28:58Z,4930000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT12M00.00S,2022-01-08T02:28:17.2Z,4,REGULAR,substitution,out,['startperiod'],1630572,,,1610612749,80,98,2022-01-08T02:29:09Z,4940000,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT12M00.00S,2022-01-08T02:28:17.2Z,4,REGULAR,substitution,in,['startperiod'],202083,,,1610612749,80,98,2022-01-08T02:29:09Z,4950000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT12M00.00S,2022-01-08T02:29:29.3Z,4,REGULAR,period,start,[],0,,,1610612751,80,98,2022-01-08T02:29:29Z,4960000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT11M42.00S,2022-01-08T02:29:46.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201142,93.64323258869908,53.92156862745098,1610612751,82,98,2022-01-08T02:30:05Z,4970000,20.0,7.0,1,right,K. Durant driving Layup (29 PTS),[201142],1610612751.0,BKN,driving,,,Durant,K. Durant,,,,,2.09,Made,,,,,29.0,,,,,,,,,,,,,,
509,PT11M24.00S,2022-01-08T02:30:04.0Z,4,REGULAR,2pt,Jump Shot,[],1626171,7.835085413929041,74.01960784313727,1610612749,82,98,2022-01-08T02:30:09Z,4980000,-120.0,21.0,1,left,MISS B. Portis 12' turnaround fadeaway Shot,[1626171],1610612749.0,MIL,turnaround fadeaway,,,Portis,B. Portis,,,,,12.19,Missed,,,,,,,,,,,,,,,,,,,
510,PT11M20.00S,2022-01-08T02:30:08.0Z,4,REGULAR,rebound,defensive,[],201988,,,1610612751,82,98,2022-01-08T02:30:09Z,4990000,,,0,,P. Mills REBOUND (Off:0 Def:3),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,509.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
511,PT11M12.00S,2022-01-08T02:30:19.7Z,4,REGULAR,foul,personal,[],1629670,,,1610612751,82,98,2022-01-08T02:30:29Z,5000000,,,0,,J. Nwora personal FOUL (1 PF),"[1629670, 201988]",1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,1199.0,1.0,0.0,Mills,201988.0,,,,,,,,,
513,PT11M00.00S,2022-01-08T02:30:46.5Z,4,REGULAR,turnover,bad pass,[],201935,,,1610612751,82,98,2022-01-08T02:30:55Z,5020000,,,0,,J. Harden bad pass TURNOVER (5 TO),"[201935, 203114]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,5.0,Middleton,203114.0,,,,,,
514,PT11M00.00S,2022-01-08T02:30:46.5Z,4,REGULAR,steal,,[],203114,,,1610612749,82,98,2022-01-08T02:30:48Z,5030000,,,0,,K. Middleton STEAL (2 STL),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT10M56.00S,2022-01-08T02:30:52.3Z,4,REGULAR,turnover,out-of-bounds,[],1626171,,,1610612749,82,98,2022-01-08T02:31:01Z,5040000,,,0,,B. Portis lost ball out-of-bounds TURNOVER (1 TO),[1626171],1610612749.0,MIL,lost ball,,,Portis,B. Portis,,,,,,,,,,,,202053.0,,,,,1.0,,,,,,,,
516,PT10M43.00S,2022-01-08T02:31:13.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629651,92.46057818659659,48.77450980392157,1610612751,84,98,2022-01-08T02:31:18Z,5050000,-6.0,18.0,1,right,N. Claxton cutting finger roll Layup (8 PTS) (J. Harden 6 AST),"[1629651, 201935]",1610612751.0,BKN,cutting finger roll,,,Claxton,N. Claxton,,,,,1.94,Made,,,,,8.0,,,,,,,,,J. Harden,201935.0,6.0,,,
518,PT10M28.00S,2022-01-08T02:31:31.3Z,4,REGULAR,foul,personal,[],1629651,,,1610612749,84,98,2022-01-08T02:31:39Z,5070000,,,0,,N. Claxton personal FOUL (2 PF),"[1629651, 1629670]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,1199.0,2.0,0.0,Nwora,1629670.0,,,,,,,,,
520,PT10M28.00S,2022-01-08T02:31:39.7Z,4,REGULAR,substitution,out,[],204038,,,1610612749,84,98,2022-01-08T02:31:45Z,5090000,,,0,,SUB out: L. Galloway,[204038],1610612749.0,MIL,,,,Galloway,L. Galloway,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT10M28.00S,2022-01-08T02:31:39.7Z,4,REGULAR,substitution,in,[],203507,,,1610612749,84,98,2022-01-08T02:31:45Z,5100000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT10M20.00S,2022-01-08T02:32:05.9Z,4,REGULAR,3pt,Jump Shot,[],203114,32.802233902759525,49.01960784313725,1610612749,84,98,2022-01-08T02:32:50Z,5110000,5.0,256.0,1,left,MISS K. Middleton 25' pullup 3PT,[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,25.58,Missed,,,,,,,,,,,,,,,,,,,
523,PT10M17.00S,2022-01-08T02:32:08.9Z,4,REGULAR,rebound,defensive,[],1629651,,,1610612751,84,98,2022-01-08T02:32:11Z,5120000,,,0,,N. Claxton REBOUND (Off:4 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,522.0,5.0,1.0,4.0,,,,,,,,,,,,,,,
524,PT10M06.00S,2022-01-08T02:32:20.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,93.38042049934296,49.754901960784316,1610612751,86,98,2022-01-08T02:39:49Z,5130000,-1.0,10.0,1,right,N. Claxton DUNK (10 PTS) (J. Harden 7 AST),"[1629651, 201935]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,0.98,Made,,,,,10.0,,,,,,,,,J. Harden,201935.0,7.0,,,
526,PT09M52.00S,2022-01-08T02:32:33.2Z,4,REGULAR,3pt,Jump Shot,[],1629670,3.7614980289093296,96.07843137254902,1610612749,86,101,2022-01-08T02:32:39Z,5150000,-230.0,-17.0,1,left,J. Nwora 3PT  (13 PTS) (G. Antetokounmpo 6 AST),"[1629670, 203507]",1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,23.1,Made,,,,,13.0,,,,,,,,,G. Antetokounmpo,203507.0,6.0,,,
528,PT09M34.00S,2022-01-08T02:32:51.7Z,4,REGULAR,3pt,Jump Shot,[],201142,83.26215505913272,95.83333333333334,1610612751,86,101,2022-01-08T02:32:56Z,5170000,229.0,105.0,1,right,MISS K. Durant 25' 3PT,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,25.2,Missed,,,,,,,,,,,,,,,,,,,
529,PT09M31.00S,2022-01-08T02:32:54.7Z,4,REGULAR,rebound,defensive,[],203507,,,1610612749,86,101,2022-01-08T02:32:56Z,5180000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:5),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,528.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
530,PT09M12.00S,2022-01-08T02:33:13.6Z,4,REGULAR,3pt,Jump Shot,[],1629670,4.155716162943495,96.56862745098039,1610612749,86,101,2022-01-08T02:33:19Z,5190000,-233.0,-13.0,1,left,MISS J. Nwora 3PT,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,23.32,Missed,,,,,,,,,,,,,,,,,,,
531,PT09M09.00S,2022-01-08T02:33:16.6Z,4,REGULAR,rebound,defensive,[],201142,,,1610612751,86,101,2022-01-08T02:33:19Z,5200000,,,0,,K. Durant REBOUND (Off:2 Def:7),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,530.0,9.0,7.0,2.0,,,,,,,,,,,,,,,
