actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
558,PT10M14.00S,2021-11-17T02:35:20.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200746,16.507884362680684,53.67647058823529,1610612751,80,101,2021-11-17T02:35:30Z,5490000,-18.0,103.0,1,left,MISS L. Aldridge 10' turnaround Shot,[200746],1610612751.0,BKN,turnaround,,,Aldridge,L. Aldridge,,,,,,,,,,10.43,Missed,,,,,,,,,,,,,,
559,PT10M11.00S,2021-11-17T02:35:23.7Z,4,REGULAR,rebound,defensive,[],2738,,,1610612744,80,101,2021-11-17T02:35:30Z,5500000,,,0,,A. Iguodala REBOUND (Off:2 Def:2),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,558.0,4.0,2.0,2.0,,,,,
560,PT09M58.00S,2021-11-17T02:35:37.7Z,4,REGULAR,turnover,bad pass,[],2738,,,1610612744,80,101,2021-11-17T02:35:42Z,5510000,,,0,,A. Iguodala bad pass TURNOVER (1 TO),"[2738, 1630560]",1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,1.0,,,,,Thomas,1630560.0,,,
561,PT09M58.00S,2021-11-17T02:35:37.7Z,4,REGULAR,steal,,[],1630560,,,1610612751,80,101,2021-11-17T02:35:39Z,5520000,,,0,,C. Thomas STEAL (1 STL),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT09M54.00S,2021-11-17T02:35:41.9Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630560,30.56833114323259,72.79411764705883,1610612751,80,101,2021-11-17T02:35:49Z,5530000,-114.0,235.0,1,left,MISS C. Thomas 26' running pullup 3PT,[1630560],1610612751.0,BKN,running pullup,,,Thomas,C. Thomas,,,,,,,,,,26.1,Missed,,,,,,,,,,,,,,
563,PT09M52.00S,2021-11-17T02:35:43.6Z,4,REGULAR,rebound,offensive,[],1627761,,,1610612751,80,101,2021-11-17T02:35:43Z,5540000,,,0,,D. Bembry REBOUND (Off:1 Def:2),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,562.0,3.0,2.0,1.0,,,,,
564,PT09M50.00S,2021-11-17T02:35:45.5Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201988,25.969119579500656,86.51960784313727,1610612751,80,101,2021-11-17T02:35:52Z,5550000,-183.0,192.0,1,left,MISS P. Mills 26' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,26.47,Missed,,,,,,,,,,,,,,
565,PT09M47.00S,2021-11-17T02:35:48.5Z,4,REGULAR,rebound,offensive,[],1627761,,,1610612751,80,101,2021-11-17T02:35:52Z,5560000,,,0,,D. Bembry REBOUND (Off:2 Def:2),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,564.0,4.0,2.0,2.0,,,,,
566,PT09M46.00S,2021-11-17T02:35:49.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627761,7.440867279894875,59.068627450980394,1610612751,80,101,2021-11-17T02:35:55Z,5570000,-45.0,17.0,1,left,MISS D. Bembry putback Layup,[1627761],1610612751.0,BKN,putback,,,Bembry,D. Bembry,,,,,,,,,,4.85,Missed,,,,,,,,,,,,,,
567,PT09M46.00S,2021-11-17T02:35:49.8Z,4,REGULAR,rebound,defensive,[],1627814,,,1610612744,80,101,2021-11-17T02:35:55Z,5580000,,,0,,D. Lee REBOUND (Off:0 Def:3),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,566.0,3.0,3.0,0.0,,,,,
568,PT09M29.00S,2021-11-17T02:36:07.3Z,4,REGULAR,3pt,Jump Shot,[],201939,64.20827858081472,73.2843137254902,1610612744,80,104,2021-11-17T02:36:12Z,5590000,116.0,284.0,1,right,S. Curry 30' 3PT pullup (34 PTS),[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,,,,,,30.68,Made,34.0,,,,,,,,,,,,,
569,PT09M10.00S,2021-11-17T02:36:24.7Z,4,REGULAR,3pt,Jump Shot,[],201988,28.203022339027594,84.31372549019608,1610612751,80,104,2021-11-17T02:36:31Z,5600000,-172.0,213.0,1,left,MISS P. Mills 27' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,27.32,Missed,,,,,,,,,,,,,,
570,PT09M06.00S,2021-11-17T02:36:28.7Z,4,REGULAR,rebound,defensive,[],201939,,,1610612744,80,104,2021-11-17T02:36:31Z,5610000,,,0,,S. Curry REBOUND (Off:0 Def:7),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,569.0,7.0,7.0,0.0,,,,,
571,PT09M04.00S,2021-11-17T02:36:33.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627814,94.1688567674113,52.20588235294118,1610612744,80,106,2021-11-17T02:36:54Z,5620000,11.0,2.0,1,right,D. Lee running finger roll Layup (3 PTS) (S. Curry 5 AST),"[1627814, 201939]",1610612744.0,GSW,running finger roll,,,Lee,D. Lee,,,,,,,,,,1.12,Made,3.0,S. Curry,201939.0,5.0,,,,,,,,,,
573,PT09M04.00S,2021-11-17T02:36:36.1Z,4,REGULAR,foul,personal,['1freethrow'],1628971,,,1610612744,80,106,2021-11-17T02:36:50Z,5640000,,,0,,B. Brown shooting personal FOUL (4 PF) (Lee 1 FT),"[1628971, 1627814]",1610612751.0,BKN,shooting,,,Brown,B. Brown,,,,,203591.0,4.0,0.0,Lee,1627814.0,,,,,,,,,,,,,,,,
575,PT09M04.00S,2021-11-17T02:36:55.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612744,80,106,2021-11-17T02:41:10Z,5660000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT09M04.00S,2021-11-17T02:36:58.6Z,4,REGULAR,substitution,out,[],200746,,,1610612744,80,106,2021-11-17T02:41:10Z,5670000,,,0,,SUB out: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT09M04.00S,2021-11-17T02:36:58.6Z,4,REGULAR,substitution,out,[],1628971,,,1610612744,80,106,2021-11-17T02:41:10Z,5680000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT09M04.00S,2021-11-17T02:36:58.6Z,4,REGULAR,substitution,out,[],201988,,,1610612744,80,106,2021-11-17T02:41:10Z,5690000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT09M04.00S,2021-11-17T02:36:58.6Z,4,REGULAR,substitution,in,[],1630549,,,1610612744,80,106,2021-11-17T02:41:10Z,5710000,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT09M04.00S,2021-11-17T02:36:58.6Z,4,REGULAR,substitution,in,[],1630556,,,1610612744,80,106,2021-11-17T02:41:10Z,5720000,,,0,,SUB in: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT09M04.00S,2021-11-17T02:36:58.6Z,4,REGULAR,substitution,in,[],1628975,,,1610612744,80,106,2021-11-17T02:41:10Z,5730000,,,0,,SUB in: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT09M04.00S,2021-11-17T02:40:33.5Z,4,REGULAR,freethrow,1 of 1,['fastbreak'],1627814,,,1610612744,80,107,2021-11-17T02:40:33Z,5750000,,,0,,D. Lee Free Throw 1 of 1 (4 PTS),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
585,PT08M48.00S,2021-11-17T02:40:49.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630549,6.1268068331143235,52.94117647058824,1610612751,82,107,2021-11-17T02:40:54Z,5760000,-15.0,5.0,1,left,D. Sharpe Layup (2 PTS) (C. Thomas 1 AST),"[1630549, 1630560]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,1.56,Made,2.0,C. Thomas,1630560.0,1.0,,,,,,,,,,
587,PT08M30.00S,2021-11-17T02:41:08.4Z,4,REGULAR,3pt,Jump Shot,[],203490,87.99277266754271,95.58823529411765,1610612744,82,107,2021-11-17T02:41:11Z,5780000,228.0,60.0,1,right,MISS O. Porter Jr. 3PT,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,23.58,Missed,,,,,,,,,,,,,,
588,PT08M28.00S,2021-11-17T02:41:10.4Z,4,REGULAR,rebound,defensive,[],1630549,,,1610612751,82,107,2021-11-17T02:41:14Z,5790000,,,0,,D. Sharpe REBOUND (Off:0 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,587.0,1.0,1.0,0.0,,,,,
589,PT08M23.00S,2021-11-17T02:41:14.9Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628975,31.35676741130092,27.696078431372552,1610612751,85,107,2021-11-17T02:41:26Z,5800000,112.0,242.0,1,left,J. Carter 26' 3PT  (3 PTS) (C. Thomas 2 AST),"[1628975, 1630560]",1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,26.67,Made,3.0,C. Thomas,1630560.0,2.0,,,,,,,,,,
591,PT08M06.00S,2021-11-17T02:41:31.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201939,90.22667542706965,50.49019607843137,1610612744,85,107,2021-11-17T02:41:38Z,5820000,2.0,39.0,1,right,MISS S. Curry driving finger roll Layup,[201939],1610612744.0,GSW,driving finger roll,,,Curry,S. Curry,,,,,,,,,,3.95,Missed,,,,,,,,,,,,,,
592,PT08M05.00S,2021-11-17T02:41:32.5Z,4,REGULAR,rebound,defensive,[],1627761,,,1610612751,85,107,2021-11-17T02:41:38Z,5830000,,,0,,D. Bembry REBOUND (Off:2 Def:3),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,591.0,5.0,3.0,2.0,,,,,
593,PT08M02.00S,2021-11-17T02:41:36.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630560,31.882391590013142,50.73529411764706,1610612751,85,107,2021-11-17T02:41:42Z,5840000,-4.0,247.0,1,left,MISS C. Thomas 24' running pullup 3PT,[1630560],1610612751.0,BKN,running pullup,,,Thomas,C. Thomas,,,,,,,,,,24.72,Missed,,,,,,,,,,,,,,
594,PT08M02.00S,2021-11-17T02:41:36.7Z,4,REGULAR,rebound,defensive,[],203490,,,1610612744,85,107,2021-11-17T02:41:42Z,5850000,,,0,,O. Porter Jr. REBOUND (Off:3 Def:2),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,593.0,5.0,2.0,3.0,,,,,
595,PT07M52.00S,2021-11-17T02:41:47.7Z,4,REGULAR,foul,personal,['2freethrow'],1627761,,,1610612744,85,107,2021-11-17T02:42:00Z,5860000,,,0,,D. Bembry shooting personal FOUL (4 PF) (Lee 2 FT),"[1627761, 1627814]",1610612751.0,BKN,shooting,,,Bembry,D. Bembry,,,,,203593.0,4.0,0.0,Lee,1627814.0,,,,,,,,,,,,,,,,
597,PT07M52.00S,2021-11-17T02:42:18.2Z,4,REGULAR,freethrow,1 of 2,[],1627814,,,1610612744,85,107,2021-11-17T02:42:18Z,5880000,,,0,,MISS D. Lee Free Throw 1 of 2,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,Missed,,,,,,,,,,,,,,
598,PT07M52.00S,2021-11-17T02:42:18.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,85,107,2021-11-17T02:42:18Z,5890000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,597.0,,,,,,,,
599,PT07M52.00S,2021-11-17T02:42:20.0Z,4,REGULAR,substitution,out,[],2738,,,1610612744,85,107,2021-11-17T02:42:33Z,5900000,,,0,,SUB out: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT07M52.00S,2021-11-17T02:42:20.0Z,4,REGULAR,substitution,in,[],203952,,,1610612744,85,107,2021-11-17T02:42:33Z,5910000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT07M52.00S,2021-11-17T02:42:44.1Z,4,REGULAR,freethrow,2 of 2,[],1627814,,,1610612744,85,108,2021-11-17T02:42:44Z,5920000,,,0,,D. Lee Free Throw 2 of 2 (5 PTS),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
602,PT07M38.00S,2021-11-17T02:43:02.8Z,4,REGULAR,turnover,out-of-bounds,[],1630549,,,1610612751,85,108,2021-11-17T02:43:08Z,5930000,,,0,,D. Sharpe bad pass out-of-bounds TURNOVER (1 TO),[1630549],1610612751.0,BKN,bad pass,,,Sharpe,D. Sharpe,,,,,203593.0,,,,,,,,,,,1.0,,,,,,,,,
603,PT07M30.00S,2021-11-17T02:43:14.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201939,64.07687253613666,50.49019607843137,1610612744,85,108,2021-11-17T02:43:18Z,5940000,2.0,285.0,1,right,MISS S. Curry 28' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,,,,,,28.52,Missed,,,,,,,,,,,,,,
604,PT07M27.00S,2021-11-17T02:43:17.8Z,4,REGULAR,rebound,defensive,[],1628975,,,1610612751,85,108,2021-11-17T02:43:18Z,5950000,,,0,,J. Carter REBOUND (Off:0 Def:1),[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,603.0,1.0,1.0,0.0,,,,,
605,PT07M16.00S,2021-11-17T02:43:28.9Z,4,REGULAR,2pt,Jump Shot,[],1630556,5.206964520367937,25.735294117647058,1610612751,85,108,2021-11-17T02:43:35Z,5960000,121.0,-4.0,1,left,MISS K. Edwards 12' pullup Shot,[1630556],1610612751.0,BKN,pullup,,,Edwards,K. Edwards,,,,,,,,,,12.14,Missed,,,,,,,,,,,,,,
606,PT07M16.00S,2021-11-17T02:43:31.3Z,4,REGULAR,rebound,offensive,[],1630560,,,1610612751,85,108,2021-11-17T02:43:31Z,5970000,,,0,,C. Thomas REBOUND (Off:1 Def:0),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,605.0,1.0,0.0,1.0,,,,,
608,PT07M16.00S,2021-11-17T02:43:37.2Z,4,REGULAR,foul,personal,[],1627814,,,1610612751,85,108,2021-11-17T02:43:43Z,5990000,,,0,,D. Lee personal FOUL (1 PF),"[1627814, 1630560]",1610612744.0,GSW,,,,Lee,D. Lee,,,,,203593.0,1.0,0.0,Thomas,1630560.0,,,,,,,,,,,,,,,,
610,PT07M10.00S,2021-11-17T02:43:53.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630560,10.85742444152431,53.431372549019606,1610612751,85,108,2021-11-17T02:43:59Z,6010000,-17.0,50.0,1,left,MISS C. Thomas driving Layup - blocked,"[1630560, 201939]",1610612751.0,BKN,driving,,,Thomas,C. Thomas,,,,,,,,,,5.25,Missed,,,,,,,,,,,,Curry,201939.0,
611,PT07M10.00S,2021-11-17T02:43:53.1Z,4,REGULAR,block,,[],201939,,,1610612751,85,108,2021-11-17T02:43:55Z,6020000,,,0,,S. Curry BLOCK (1 BLK),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT07M08.00S,2021-11-17T02:43:55.1Z,4,REGULAR,rebound,defensive,[],1627814,,,1610612744,85,108,2021-11-17T02:43:59Z,6030000,,,0,,D. Lee REBOUND (Off:0 Def:4),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,610.0,4.0,4.0,0.0,,,,,
613,PT07M06.00S,2021-11-17T02:43:57.8Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],201939,73.66951379763469,12.5,1610612744,85,111,2021-11-17T02:44:04Z,6040000,-188.0,195.0,1,right,S. Curry 27' 3PT running (37 PTS) (D. Lee 1 AST),"[201939, 1627814]",1610612744.0,GSW,running,,,Curry,S. Curry,,,,,,,,,,27.05,Made,37.0,D. Lee,1627814.0,1.0,,,,,,,,,,
615,PT06M45.00S,2021-11-17T02:44:18.1Z,4,REGULAR,3pt,Jump Shot,[],1628975,32.14520367936925,25.735294117647058,1610612751,85,111,2021-11-17T02:44:23Z,6060000,121.0,250.0,1,left,MISS J. Carter 27' 3PT,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,27.76,Missed,,,,,,,,,,,,,,
616,PT06M42.00S,2021-11-17T02:44:21.1Z,4,REGULAR,rebound,defensive,[],1627814,,,1610612744,85,111,2021-11-17T02:44:23Z,6070000,,,0,,D. Lee REBOUND (Off:0 Def:5),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,615.0,5.0,5.0,0.0,,,,,
617,PT06M34.00S,2021-11-17T02:44:29.5Z,4,REGULAR,turnover,lost ball,[],1627814,,,1610612744,85,111,2021-11-17T02:47:16Z,6080000,,,0,,D. Lee lost ball TURNOVER (1 TO),"[1627814, 1628975]",1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,1.0,,,,,Carter,1628975.0,,,
618,PT06M34.00S,2021-11-17T02:44:29.5Z,4,REGULAR,steal,,[],1628975,,,1610612751,85,111,2021-11-17T02:44:31Z,6090000,,,0,,J. Carter STEAL (1 STL),[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT06M25.00S,2021-11-17T02:44:38.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630560,24.129434954007884,88.23529411764706,1610612751,85,111,2021-11-17T02:44:50Z,6100000,-191.0,174.0,1,left,MISS C. Thomas 25' 3PT,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,25.87,Missed,,,,,,,,,,,,,,
620,PT06M20.00S,2021-11-17T02:44:43.4Z,4,REGULAR,rebound,defensive,[],1630228,,,1610612744,85,111,2021-11-17T02:44:43Z,6110000,,,0,,J. Kuminga REBOUND (Off:2 Def:3),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,619.0,5.0,3.0,2.0,,,,,
621,PT06M18.00S,2021-11-17T02:44:45.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203952,92.85479632063075,51.9607843137255,1610612744,85,113,2021-11-17T02:44:56Z,6120000,10.0,15.0,1,right,A. Wiggins running Layup (19 PTS) (J. Kuminga 1 AST),"[203952, 1630228]",1610612744.0,GSW,running,,,Wiggins,A. Wiggins,,,,,,,,,,1.77,Made,19.0,J. Kuminga,1630228.0,1.0,,,,,,,,,,
623,PT06M02.00S,2021-11-17T02:45:00.5Z,4,REGULAR,3pt,Jump Shot,[],1630549,31.61957950065703,30.637254901960787,1610612751,85,113,2021-11-17T02:45:05Z,6140000,97.0,245.0,1,left,MISS D. Sharpe 26' 3PT,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,26.32,Missed,,,,,,,,,,,,,,
624,PT05M59.00S,2021-11-17T02:45:03.5Z,4,REGULAR,rebound,offensive,[],1630556,,,1610612751,85,113,2021-11-17T02:45:05Z,6150000,,,0,,K. Edwards REBOUND (Off:1 Def:0),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,623.0,1.0,0.0,1.0,,,,,
625,PT05M56.00S,2021-11-17T02:45:07.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630556,26.888961892247043,83.82352941176471,1610612751,85,113,2021-11-17T02:45:13Z,6160000,-169.0,200.0,1,left,MISS K. Edwards 26' pullup 3PT,[1630556],1610612751.0,BKN,pullup,,,Edwards,K. Edwards,,,,,,,,,,26.21,Missed,,,,,,,,,,,,,,
626,PT05M52.00S,2021-11-17T02:45:11.9Z,4,REGULAR,rebound,defensive,[],203490,,,1610612744,85,113,2021-11-17T02:45:13Z,6170000,,,0,,O. Porter Jr. REBOUND (Off:3 Def:3),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,625.0,6.0,3.0,3.0,,,,,
627,PT05M36.00S,2021-11-17T02:45:26.7Z,4,REGULAR,3pt,Jump Shot,[],1630228,91.5407358738502,95.09803921568627,1610612744,85,113,2021-11-17T02:45:30Z,6180000,225.0,27.0,1,right,MISS J. Kuminga 3PT,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,22.71,Missed,,,,,,,,,,,,,,
628,PT05M34.00S,2021-11-17T02:45:28.7Z,4,REGULAR,rebound,defensive,[],1630556,,,1610612751,85,113,2021-11-17T02:45:30Z,6190000,,,0,,K. Edwards REBOUND (Off:1 Def:1),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,627.0,2.0,1.0,1.0,,,,,
629,PT05M23.00S,2021-11-17T02:45:40.9Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630549,10.85742444152431,52.20588235294118,1610612751,85,113,2021-11-17T02:45:45Z,6200000,-11.0,50.0,1,left,MISS D. Sharpe turnaround Hook,[1630549],1610612751.0,BKN,turnaround,,,Sharpe,D. Sharpe,,,,,,,,,,5.08,Missed,,,,,,,,,,,,,,
630,PT05M22.00S,2021-11-17T02:45:41.9Z,4,REGULAR,rebound,defensive,[],1627814,,,1610612744,85,113,2021-11-17T02:45:45Z,6210000,,,0,,D. Lee REBOUND (Off:0 Def:6),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,629.0,6.0,6.0,0.0,,,,,
632,PT05M19.00S,2021-11-17T02:45:53.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612744,85,113,2021-11-17T02:45:53Z,6230000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT05M19.00S,2021-11-17T02:46:53.6Z,4,REGULAR,substitution,out,[],1627814,,,1610612744,85,113,2021-11-17T02:47:15Z,6240000,,,0,,SUB out: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT05M19.00S,2021-11-17T02:46:53.6Z,4,REGULAR,substitution,out,[],201939,,,1610612744,85,113,2021-11-17T02:47:15Z,6250000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT05M19.00S,2021-11-17T02:46:53.6Z,4,REGULAR,substitution,out,[],203490,,,1610612744,85,113,2021-11-17T02:47:15Z,6260000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT05M19.00S,2021-11-17T02:46:53.6Z,4,REGULAR,substitution,out,[],203952,,,1610612744,85,113,2021-11-17T02:47:15Z,6270000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT05M19.00S,2021-11-17T02:46:53.6Z,4,REGULAR,substitution,in,[],1629673,,,1610612744,85,113,2021-11-17T02:47:15Z,6280000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT05M19.00S,2021-11-17T02:46:53.6Z,4,REGULAR,substitution,in,[],1630541,,,1610612744,85,113,2021-11-17T02:47:15Z,6290000,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT05M19.00S,2021-11-17T02:46:53.6Z,4,REGULAR,substitution,in,[],202357,,,1610612744,85,113,2021-11-17T02:47:15Z,6300000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT05M19.00S,2021-11-17T02:46:53.6Z,4,REGULAR,substitution,in,[],1629308,,,1610612744,85,113,2021-11-17T02:47:15Z,6310000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT05M14.00S,2021-11-17T02:47:35.3Z,4,REGULAR,turnover,bad pass,[],1629308,,,1610612744,85,113,2021-11-17T02:47:40Z,6320000,,,0,,J. Toscano-Anderson bad pass TURNOVER (1 TO),"[1629308, 1627761]",1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,1.0,,,,,Bembry,1627761.0,,,
642,PT05M14.00S,2021-11-17T02:47:35.3Z,4,REGULAR,steal,,[],1627761,,,1610612751,85,113,2021-11-17T02:47:36Z,6330000,,,0,,D. Bembry STEAL (2 STL),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT05M11.00S,2021-11-17T02:47:38.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627761,7.703679369250986,44.36274509803921,1610612751,87,113,2021-11-17T02:47:44Z,6340000,28.0,20.0,1,left,D. Bembry running Layup (9 PTS),[1627761],1610612751.0,BKN,running,,,Bembry,D. Bembry,,,,,,,,,,3.45,Made,9.0,,,,,,,,,,,,,
644,PT04M52.00S,2021-11-17T02:47:57.2Z,4,REGULAR,3pt,Jump Shot,[],1630541,72.09264126149803,17.401960784313726,1610612744,87,113,2021-11-17T02:48:03Z,6350000,-163.0,210.0,1,right,MISS M. Moody 26' 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,26.57,Missed,,,,,,,,,,,,,,
645,PT04M48.00S,2021-11-17T02:48:01.2Z,4,REGULAR,rebound,defensive,[],1630556,,,1610612751,87,113,2021-11-17T02:48:03Z,6360000,,,0,,K. Edwards REBOUND (Off:1 Def:2),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,644.0,3.0,2.0,1.0,,,,,
