actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
367,PT04M35.00S,2021-11-01T01:00:30.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202709,93.38042049934296,51.225490196078425,1610612765,83,64,2021-11-01T01:00:34Z,3610000,6.0,10.0,1,right,MISS C. Joseph driving reverse Layup,[202709],1610612765.0,DET,driving reverse,,,Joseph,C. Joseph,,,,,,,,,,Missed,,,1.15,,,,,,,,,,,,
368,PT04M33.00S,2021-11-01T01:00:32.2Z,3,REGULAR,rebound,defensive,[],201935,,,1610612751,83,64,2021-11-01T01:00:34Z,3620000,,,0,,J. Harden REBOUND (Off:0 Def:9),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,367.0,,,9.0,9.0,0.0,,,,,,,,,
369,PT04M29.00S,2021-11-01T01:00:36.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201935,33.459264126149804,27.696078431372552,1610612751,83,64,2021-11-01T01:00:43Z,3630000,112.0,262.0,1,left,MISS J. Harden 28' step back 3PT,[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,,,,,,Missed,,,28.47,,,,,,,,,,,,
370,PT04M26.00S,2021-11-01T01:00:39.5Z,3,REGULAR,rebound,defensive,[],203482,,,1610612765,83,64,2021-11-01T01:00:43Z,3640000,,,0,,K. Olynyk REBOUND (Off:0 Def:1),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,369.0,,,1.0,1.0,0.0,,,,,,,,,
371,PT04M21.00S,2021-11-01T01:00:46.6Z,3,REGULAR,foul,personal,['2freethrow'],203925,,,1610612765,83,64,2021-11-01T01:00:56Z,3650000,,,0,,J. Harris shooting personal FOUL (2 PF) (Joseph 2 FT),"[203925, 202709]",1610612751.0,BKN,shooting,,,Harris,J. Harris,,,,,202053.0,2.0,0.0,Joseph,202709.0,,,,,,,,,,,,,,,,
373,PT04M21.00S,2021-11-01T01:01:15.3Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],202709,,,1610612765,83,65,2021-11-01T01:01:15Z,3670000,,,0,,C. Joseph Free Throw 1 of 2 (6 PTS),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,Made,,6.0,,,,,,,,,,,,,
374,PT04M21.00S,2021-11-01T01:01:16.2Z,3,REGULAR,substitution,out,[],201933,,,1610612765,83,65,2021-11-01T01:01:26Z,3680000,,,0,,SUB out: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT04M21.00S,2021-11-01T01:01:16.2Z,3,REGULAR,substitution,in,[],200746,,,1610612765,83,65,2021-11-01T01:01:26Z,3690000,,,0,,SUB in: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT04M21.00S,2021-11-01T01:01:51.2Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],202709,,,1610612765,83,66,2021-11-01T01:01:51Z,3700000,,,0,,C. Joseph Free Throw 2 of 2 (7 PTS),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,Made,,7.0,,,,,,,,,,,,,
377,PT04M02.00S,2021-11-01T01:02:12.0Z,3,REGULAR,turnover,lost ball,[],201935,,,1610612751,83,66,2021-11-01T01:02:15Z,3710000,,,0,,J. Harden lost ball TURNOVER (5 TO),"[201935, 1626168]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,5.0,Lyles,1626168.0,,,
378,PT04M02.00S,2021-11-01T01:02:12.0Z,3,REGULAR,steal,,[],1626168,,,1610612765,83,66,2021-11-01T01:09:55Z,3720000,,,0,,T. Lyles STEAL (1 STL),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT03M59.00S,2021-11-01T01:02:16.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630180,94.69448094612353,48.77450980392157,1610612765,83,68,2021-11-01T01:08:29Z,3730000,-6.0,-3.0,1,right,S. Bey running finger roll Layup (9 PTS) (T. Lyles 3 AST),"[1630180, 1626168]",1610612765.0,DET,running finger roll,,,Bey,S. Bey,,,,,,,,,,Made,,9.0,0.66,,,,T. Lyles,1626168.0,3.0,,,,,,
381,PT03M59.00S,2021-11-01T01:02:22.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,83,68,2021-11-01T01:02:22Z,3750000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT03M38.00S,2021-11-01T01:05:36.1Z,3,REGULAR,2pt,Jump Shot,[],201142,15.719448094612352,29.65686274509804,1610612751,85,68,2021-11-01T01:05:40Z,3760000,102.0,95.0,1,left,K. Durant 13' fadeaway Jump Shot (23 PTS),[201142],1610612751.0,BKN,fadeaway,,,Durant,K. Durant,,,,,,,,,,Made,,23.0,13.94,,,,,,,,,,,,
383,PT03M23.00S,2021-11-01T01:05:53.4Z,3,REGULAR,foul,personal,['2freethrow'],201142,,,1610612765,85,68,2021-11-01T01:09:52Z,3770000,,,0,,K. Durant flagrant-type-2 personal FOUL (3 PF) (Olynyk 2 FT),"[201142, 203482]",1610612751.0,BKN,flagrant-type-2,,,Durant,K. Durant,,,,,200834.0,3.0,0.0,Olynyk,203482.0,,,,,,,,,,,,,,,,
385,PT03M23.00S,2021-11-01T01:06:17.5Z,3,REGULAR,instantreplay,request,[],0,,,1610612765,85,68,2021-11-01T01:08:53Z,3790000,,,0,,,[],,,overturned,,,,,,,,,200834.0,,,,,,,,,,,,,,,,,,,,Common Foul to Flagrant 2
386,PT03M23.00S,2021-11-01T01:09:12.0Z,3,REGULAR,ejection,other,[],201142,,,1610612765,85,68,2021-11-01T01:09:22Z,3800000,,,0,,Ejection K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,200834.0,,,,,,,,,,,,,,,,,,,,
387,PT03M23.00S,2021-11-01T01:09:17.8Z,3,REGULAR,substitution,out,[],201142,,,1610612765,85,68,2021-11-01T01:09:39Z,3810000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT03M23.00S,2021-11-01T01:09:17.8Z,3,REGULAR,substitution,in,[],1627761,,,1610612765,85,68,2021-11-01T01:09:39Z,3820000,,,0,,SUB in: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT03M23.00S,2021-11-01T01:09:53.6Z,3,REGULAR,freethrow,1 of 2,[],203482,,,1610612765,85,69,2021-11-01T01:09:53Z,3830000,,,0,,K. Olynyk flagrant Free Throw 1 of 2 (6 PTS),[203482],1610612765.0,DET,flagrant,,,Olynyk,K. Olynyk,,,,,,,,,,Made,,6.0,,,,,,,,,,,,,
390,PT03M23.00S,2021-11-01T01:09:58.7Z,3,REGULAR,freethrow,2 of 2,[],203482,,,1610612765,85,70,2021-11-01T01:09:58Z,3840000,,,0,,K. Olynyk flagrant Free Throw 2 of 2 (7 PTS),[203482],1610612765.0,DET,flagrant,,,Olynyk,K. Olynyk,,,,,,,,,,Made,,7.0,,,,,,,,,,,,,
391,PT03M14.00S,2021-11-01T01:10:26.4Z,3,REGULAR,2pt,Jump Shot,[],202709,81.8166885676741,23.284313725490197,1610612765,85,72,2021-11-01T01:10:31Z,3850000,-134.0,118.0,1,right,C. Joseph 17' Jump Shot (9 PTS) (K. Olynyk 2 AST),"[202709, 203482]",1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,Made,,9.0,17.85,,,,K. Olynyk,203482.0,2.0,,,,,,
393,PT02M51.00S,2021-11-01T01:10:49.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200746,17.427726675427067,46.81372549019608,1610612751,87,72,2021-11-01T01:10:54Z,3870000,16.0,111.0,1,left,L. Aldridge 11' Jump Shot (12 PTS) (J. Harden 8 AST),"[200746, 201935]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,Made,,12.0,11.24,,,,J. Harden,201935.0,8.0,,,,,,
395,PT02M30.00S,2021-11-01T01:11:10.1Z,3,REGULAR,3pt,Jump Shot,[],1630180,71.43561103810775,22.058823529411764,1610612765,87,72,2021-11-01T01:11:14Z,3890000,-140.0,216.0,1,right,MISS S. Bey 25' 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,Missed,,,25.72,,,,,,,,,,,,
396,PT02M26.00S,2021-11-01T01:11:14.1Z,3,REGULAR,rebound,defensive,[],201935,,,1610612751,87,72,2021-11-01T01:11:14Z,3900000,,,0,,J. Harden REBOUND (Off:0 Def:10),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,395.0,,,10.0,10.0,0.0,,,,,,,,,
397,PT02M08.00S,2021-11-01T01:11:33.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203925,5.995400788436268,49.01960784313725,1610612751,87,72,2021-11-01T01:11:37Z,3910000,5.0,4.0,1,left,MISS J. Harris driving Layup - blocked,"[203925, 1630180]",1610612751.0,BKN,driving,,,Harris,J. Harris,,,,,,,,,,Missed,,,0.63,,,,,,,,,,Bey,1630180.0,
398,PT02M08.00S,2021-11-01T01:11:33.0Z,3,REGULAR,block,,[],1630180,,,1610612751,87,72,2021-11-01T01:11:35Z,3920000,,,0,,S. Bey BLOCK (1 BLK),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT02M05.00S,2021-11-01T01:11:36.0Z,3,REGULAR,rebound,defensive,[],1628367,,,1610612765,87,72,2021-11-01T01:11:37Z,3930000,,,0,,J. Jackson REBOUND (Off:1 Def:3),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,397.0,,,4.0,3.0,1.0,,,,,,,,,
400,PT02M04.00S,2021-11-01T01:11:39.5Z,3,REGULAR,foul,personal,['2freethrow'],201988,,,1610612765,87,72,2021-11-01T01:11:57Z,3940000,,,0,,P. Mills shooting personal FOUL (1 PF) (Jackson 2 FT),"[201988, 1628367]",1610612751.0,BKN,shooting,,,Mills,P. Mills,,,,,200834.0,1.0,0.0,Jackson,1628367.0,,,,,,,,,,,,,,,,
402,PT02M04.00S,2021-11-01T01:12:10.4Z,3,REGULAR,freethrow,1 of 2,[],1628367,,,1610612765,87,72,2021-11-01T01:12:37Z,3960000,,,0,,MISS J. Jackson Free Throw 1 of 2,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,Missed,,,,,,,,,,,,,,,
403,PT02M04.00S,2021-11-01T01:12:10.4Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612765,87,72,2021-11-01T01:12:37Z,3970000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,402.0,,,,,,,,,,,,,,
404,PT02M04.00S,2021-11-01T01:12:11.2Z,3,REGULAR,substitution,out,[],203925,,,1610612765,87,72,2021-11-01T01:12:18Z,3980000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT02M04.00S,2021-11-01T01:12:11.2Z,3,REGULAR,substitution,out,[],1630180,,,1610612765,87,72,2021-11-01T01:12:18Z,3990000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT02M04.00S,2021-11-01T01:12:11.2Z,3,REGULAR,substitution,in,[],201949,,,1610612765,87,72,2021-11-01T01:12:18Z,4000000,,,0,,SUB in: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT02M04.00S,2021-11-01T01:12:11.2Z,3,REGULAR,substitution,in,[],1628402,,,1610612765,87,72,2021-11-01T01:12:18Z,4010000,,,0,,SUB in: F. Jackson,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT02M04.00S,2021-11-01T01:12:10.4Z,3,REGULAR,freethrow,2 of 2,[],1628367,,,1610612765,87,72,2021-11-01T01:12:37Z,4020000,,,0,,MISS J. Jackson Free Throw 2 of 2,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,Missed,,,,,,,,,,,,,,,
409,PT02M01.00S,2021-11-01T01:12:13.4Z,3,REGULAR,rebound,defensive,[],200746,,,1610612751,87,72,2021-11-01T01:12:37Z,4030000,,,0,,L. Aldridge REBOUND (Off:1 Def:2),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,408.0,,,3.0,2.0,1.0,,,,,,,,,
410,PT01M42.00S,2021-11-01T01:12:56.6Z,3,REGULAR,3pt,Jump Shot,[],201988,27.020367936925098,19.362745098039216,1610612751,90,72,2021-11-01T01:13:00Z,4040000,153.0,201.0,1,left,P. Mills 25' 3PT  (5 PTS) (J. Harden 9 AST),"[201988, 201935]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,Made,,5.0,25.31,,,,J. Harden,201935.0,9.0,,,,,,
412,PT01M21.00S,2021-11-01T01:13:17.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203482,92.72339027595268,48.77450980392157,1610612765,90,72,2021-11-01T01:13:21Z,4060000,-6.0,16.0,1,right,MISS K. Olynyk Layup,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,Missed,,,1.7,,,,,,,,,,,,
413,PT01M18.00S,2021-11-01T01:13:20.6Z,3,REGULAR,rebound,offensive,[],203482,,,1610612765,90,72,2021-11-01T01:13:21Z,4070000,,,0,,K. Olynyk REBOUND (Off:1 Def:1),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,412.0,,,2.0,1.0,1.0,,,,,,,,,
414,PT01M18.00S,2021-11-01T01:13:20.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203482,94.40999984741211,50.0,1610612765,90,72,2021-11-01T01:13:20Z,4080000,0.0,0.0,1,right,MISS K. Olynyk tip Layup,[203482],1610612765.0,DET,tip,,,Olynyk,K. Olynyk,,,,,,,,,,Missed,,,0.0,,,,,,,,,,,,
415,PT01M18.00S,2021-11-01T01:13:21.1Z,3,REGULAR,rebound,defensive,[],201949,,,1610612751,90,72,2021-11-01T01:13:21Z,4090000,,,0,,J. Johnson REBOUND (Off:0 Def:1),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,414.0,,,1.0,1.0,0.0,,,,,,,,,
416,PT01M09.00S,2021-11-01T01:13:29.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627761,5.601182654402102,45.83333333333333,1610612751,92,72,2021-11-01T01:13:35Z,4100000,21.0,0.0,1,left,D. Bembry driving Layup (9 PTS) (J. Harden 10 AST),"[1627761, 201935]",1610612751.0,BKN,driving,,,Bembry,D. Bembry,,,,,,,,,,Made,,9.0,2.08,,,,J. Harden,201935.0,10.0,,,,,,
418,PT00M51.00S,2021-11-01T01:13:48.3Z,3,REGULAR,3pt,Jump Shot,[],203482,66.83639947437582,50.0,1610612765,92,72,2021-11-01T01:13:54Z,4120000,0.0,259.0,1,right,MISS K. Olynyk 25' 3PT,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,Missed,,,25.92,,,,,,,,,,,,
419,PT00M49.40S,2021-11-01T01:13:49.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612751,92,72,2021-11-01T01:13:54Z,4130000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,418.0,,,,,,,,,,,,,,
420,PT00M49.40S,2021-11-01T01:13:57.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,92,72,2021-11-01T01:13:57Z,4140000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT00M34.60S,2021-11-01T01:14:20.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],200746,7.703679369250986,48.03921568627451,1610612751,94,72,2021-11-01T01:16:24Z,4150000,10.0,20.0,1,left,L. Aldridge Layup (14 PTS) (J. Harden 11 AST),"[200746, 201935]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,Made,,14.0,2.22,,,,J. Harden,201935.0,11.0,,,,,,
423,PT00M22.10S,2021-11-01T01:14:35.5Z,3,REGULAR,3pt,Jump Shot,[],1628402,93.11760840998686,4.166666666666666,1610612765,94,72,2021-11-01T01:14:42Z,4170000,-229.0,12.0,1,right,MISS F. Jackson 3PT,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,Missed,,,22.95,,,,,,,,,,,,
424,PT00M20.00S,2021-11-01T01:14:42.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612751,94,72,2021-11-01T01:14:42Z,4180000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,423.0,,,,,,,,,,,,,,
425,PT00M20.00S,2021-11-01T01:14:43.4Z,3,REGULAR,foul,personal,[],1626168,,,1610612751,94,72,2021-11-01T01:14:59Z,4190000,,,0,,T. Lyles loose ball personal FOUL (2 PF),"[1626168, 200746]",1610612765.0,DET,loose ball,,,Lyles,T. Lyles,,,,,1626302.0,2.0,0.0,Aldridge,200746.0,,,,,,,,,,,,,,,,
427,PT00M20.00S,2021-11-01T01:14:51.3Z,3,REGULAR,substitution,out,[],201949,,,1610612751,94,72,2021-11-01T01:15:01Z,4210000,,,0,,SUB out: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT00M20.00S,2021-11-01T01:14:51.3Z,3,REGULAR,substitution,in,[],203925,,,1610612751,94,72,2021-11-01T01:15:01Z,4220000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT00M20.00S,2021-11-01T01:14:51.3Z,3,REGULAR,substitution,in,[],1628977,,,1610612751,94,72,2021-11-01T01:15:15Z,4240000,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT00M20.00S,2021-11-01T01:14:51.3Z,3,REGULAR,substitution,out,[],203482,,,1610612751,94,72,2021-11-01T01:15:28Z,4250000,,,0,,SUB out: K. Olynyk,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT00M04.50S,2021-11-01T01:15:42.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627761,4.681340341655716,48.529411764705884,1610612751,96,72,2021-11-01T01:15:49Z,4260000,7.0,-8.0,1,left,D. Bembry alley-oop DUNK (11 PTS) (J. Harden 12 AST),"[1627761, 201935]",1610612751.0,BKN,alley-oop,,,Bembry,D. Bembry,,,,,,,,,,Made,,11.0,1.13,,,,J. Harden,201935.0,12.0,,,,,,
434,PT00M02.40S,2021-11-01T01:15:52.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627761,,,1610612765,96,72,2021-11-01T01:16:07Z,4280000,,,0,,D. Bembry personal FOUL (1 PF) (Jackson 2 FT),"[1627761, 1628367]",1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,202053.0,1.0,0.0,Jackson,1628367.0,,,,,,,,,,,,,,,,
436,PT00M02.40S,2021-11-01T01:16:24.4Z,3,REGULAR,freethrow,1 of 2,[],1628367,,,1610612765,96,73,2021-11-01T01:16:24Z,4300000,,,0,,J. Jackson Free Throw 1 of 2 (11 PTS),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,Made,,11.0,,,,,,,,,,,,,
437,PT00M02.40S,2021-11-01T01:16:25.2Z,3,REGULAR,substitution,out,[],203925,,,1610612765,96,73,2021-11-01T01:16:30Z,4310000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT00M02.40S,2021-11-01T01:16:25.2Z,3,REGULAR,substitution,in,[],201949,,,1610612765,96,73,2021-11-01T01:16:30Z,4320000,,,0,,SUB in: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT00M02.40S,2021-11-01T01:16:46.1Z,3,REGULAR,freethrow,2 of 2,[],1628367,,,1610612765,96,74,2021-11-01T01:16:46Z,4330000,,,0,,J. Jackson Free Throw 2 of 2 (12 PTS),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,Made,,12.0,,,,,,,,,,,,,
440,PT00M00.00S,2021-11-01T01:16:56.3Z,3,REGULAR,2pt,Jump Shot,[],201988,12.171484888304862,18.627450980392158,1610612751,96,74,2021-11-01T01:17:00Z,4340000,157.0,62.0,1,left,MISS P. Mills 16' Jump Shot,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,Missed,,,16.87,,,,,,,,,,,,
441,PT00M00.00S,2021-11-01T01:16:58.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612751,96,74,2021-11-01T01:16:58Z,4350000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,440.0,,,,,,,,,,,,,,
442,PT00M00.00S,2021-11-01T01:16:59.3Z,3,REGULAR,period,end,[],0,,,1610612751,96,74,2021-11-01T01:16:59Z,4360000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT12M00.00S,2021-11-01T01:17:17.6Z,4,REGULAR,substitution,out,['startperiod'],201935,,,1610612751,96,74,2021-11-01T01:19:05Z,4370000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT12M00.00S,2021-11-01T01:17:17.6Z,4,REGULAR,substitution,out,['startperiod'],1628977,,,1610612751,96,74,2021-11-01T01:19:05Z,4380000,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT12M00.00S,2021-11-01T01:17:17.6Z,4,REGULAR,substitution,out,['startperiod'],1626168,,,1610612751,96,74,2021-11-01T01:19:05Z,4390000,,,0,,SUB out: T. Lyles,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT12M00.00S,2021-11-01T01:17:17.6Z,4,REGULAR,substitution,in,['startperiod'],1628975,,,1610612751,96,74,2021-11-01T01:19:05Z,4400000,,,0,,SUB in: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT12M00.00S,2021-11-01T01:17:17.6Z,4,REGULAR,substitution,in,['startperiod'],203924,,,1610612751,96,74,2021-11-01T01:19:05Z,4410000,,,0,,SUB in: J. Grant,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT12M00.00S,2021-11-01T01:17:17.6Z,4,REGULAR,substitution,in,['startperiod'],203482,,,1610612751,96,74,2021-11-01T01:19:05Z,4420000,,,0,,SUB in: K. Olynyk,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT12M00.00S,2021-11-01T01:19:32.2Z,4,REGULAR,period,start,[],0,,,1610612751,96,74,2021-11-01T01:19:32Z,4430000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT11M52.00S,2021-11-01T01:19:39.9Z,4,REGULAR,turnover,lost ball,[],200746,,,1610612751,96,74,2021-11-01T01:19:43Z,4440000,,,0,,L. Aldridge lost ball TURNOVER (1 TO),"[200746, 1628402]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,1.0,Jackson,1628402.0,,,
451,PT11M52.00S,2021-11-01T01:19:39.9Z,4,REGULAR,steal,,[],1628402,,,1610612765,96,74,2021-11-01T01:19:42Z,4450000,,,0,,F. Jackson STEAL (1 STL),[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT11M37.00S,2021-11-01T01:19:54.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628367,68.80749014454665,64.70588235294117,1610612765,96,74,2021-11-01T01:20:00Z,4460000,74.0,241.0,1,right,MISS J. Jackson 25' step back 3PT,[1628367],1610612765.0,DET,step back,,,Jackson,J. Jackson,,,,,,,,,,Missed,,,25.17,,,,,,,,,,,,
453,PT11M34.00S,2021-11-01T01:19:57.5Z,4,REGULAR,rebound,defensive,[],201949,,,1610612751,96,74,2021-11-01T01:20:00Z,4470000,,,0,,J. Johnson REBOUND (Off:0 Def:2),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,452.0,,,2.0,2.0,0.0,,,,,,,,,
454,PT11M30.00S,2021-11-01T01:20:01.2Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",201949,5.075558475689881,48.529411764705884,1610612751,98,74,2021-11-01T01:20:08Z,4480000,7.0,-5.0,1,left,J. Johnson running DUNK (2 PTS),[201949],1610612751.0,BKN,running,,,Johnson,J. Johnson,,,,,,,,,,Made,,2.0,0.88,,,,,,,,,,,,
455,PT11M11.00S,2021-11-01T01:20:20.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203924,93.24901445466492,51.71568627450981,1610612765,98,74,2021-11-01T01:21:24Z,4490000,9.0,11.0,1,right,MISS J. Grant Layup,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,Missed,,,1.4,,,,,,,,,,,,
456,PT11M09.00S,2021-11-01T01:20:22.4Z,4,REGULAR,rebound,defensive,[],1627761,,,1610612751,98,74,2021-11-01T01:20:24Z,4500000,,,0,,D. Bembry REBOUND (Off:0 Def:2),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,455.0,,,2.0,2.0,0.0,,,,,,,,,
457,PT11M06.00S,2021-11-01T01:20:25.3Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],201988,20.18725361366623,92.15686274509804,1610612751,98,74,2021-11-01T01:21:44Z,4510000,-211.0,137.0,1,left,MISS P. Mills 25' running 3PT,[201988],1610612751.0,BKN,running,,,Mills,P. Mills,,,,,,,,,,Missed,,,25.16,,,,,,,,,,,,
