actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
364,PT00M05.20S,2021-10-24T21:07:23.2Z,2,REGULAR,substitution,in,[],1626162,,,1610612751,58,50,2021-10-24T21:07:29Z,3550000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
365,PT00M05.20S,2021-10-24T21:07:23.2Z,2,REGULAR,substitution,in,[],1629023,,,1610612751,58,50,2021-10-24T21:07:29Z,3560000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
366,PT00M05.20S,2021-10-24T21:07:16.2Z,2,REGULAR,freethrow,2 of 2,[],1628971,,,1610612751,58,50,2021-10-24T21:07:50Z,3570000,,,0,,MISS B. Brown Free Throw 2 of 2,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,
367,PT00M02.70S,2021-10-24T21:07:18.7Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,58,50,2021-10-24T21:07:50Z,3580000,,,0,,M. Bridges REBOUND (Off:1 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,366.0,3.0,2.0,1.0,,,,,,,,,,,,
368,PT00M00.00S,2021-10-24T21:07:48.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,19.66162943495401,34.80392156862745,1610612766,58,50,2021-10-24T21:08:18Z,3590000,76.0,132.0,1,left,MISS L. Ball 15' turnaround Shot - blocked,"[1630163, 1628975]",1610612766.0,CHA,turnaround,,,Ball,L. Ball,,,,,15.26,Missed,Carter,1628975.0,,,,,,,,,,,,,,,,
369,PT00M00.00S,2021-10-24T21:07:48.2Z,2,REGULAR,block,,[],1628975,,,1610612766,58,50,2021-10-24T21:07:51Z,3600000,,,0,,J. Carter BLOCK (1 BLK),[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,
370,PT00M00.00S,2021-10-24T21:07:48.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,58,50,2021-10-24T21:08:18Z,3610000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,368.0,,,,,,,,,,,,,,,
371,PT00M00.00S,2021-10-24T21:08:00.9Z,2,REGULAR,period,end,[],0,,,1610612766,58,50,2021-10-24T21:08:00Z,3620000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT12M00.00S,2021-10-24T21:22:12.8Z,3,REGULAR,substitution,out,['startperiod'],1628971,,,1610612766,58,50,2021-10-24T21:22:54Z,3630000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
373,PT12M00.00S,2021-10-24T21:22:12.8Z,3,REGULAR,substitution,out,['startperiod'],201988,,,1610612766,58,50,2021-10-24T21:22:54Z,3640000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
374,PT12M00.00S,2021-10-24T21:22:12.8Z,3,REGULAR,substitution,out,['startperiod'],1629023,,,1610612766,58,50,2021-10-24T21:22:54Z,3650000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
375,PT12M00.00S,2021-10-24T21:22:12.8Z,3,REGULAR,substitution,in,['startperiod'],203925,,,1610612766,58,50,2021-10-24T21:22:54Z,3660000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,
376,PT12M00.00S,2021-10-24T21:22:12.8Z,3,REGULAR,substitution,in,['startperiod'],201935,,,1610612766,58,50,2021-10-24T21:22:54Z,3670000,,,0,,SUB in: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
377,PT12M00.00S,2021-10-24T21:22:12.8Z,3,REGULAR,substitution,in,['startperiod'],203486,,,1610612766,58,50,2021-10-24T21:22:54Z,3680000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
378,PT12M00.00S,2021-10-24T21:23:08.2Z,3,REGULAR,period,start,[],0,,,1610612766,58,50,2021-10-24T21:23:08Z,3690000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT11M36.00S,2021-10-24T21:23:32.0Z,3,REGULAR,3pt,Jump Shot,[],1628970,69.20170827858082,31.862745098039213,1610612766,58,50,2021-10-24T21:23:42Z,3700000,-91.0,237.0,1,right,MISS M. Bridges 25' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,25.38,Missed,,,,,,,,,,,,,,,,,,
380,PT11M36.00S,2021-10-24T21:23:32.0Z,3,REGULAR,rebound,offensive,[],1628970,,,1610612766,58,50,2021-10-24T21:26:32Z,3710000,,,0,,M. Bridges REBOUND (Off:2 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,379.0,4.0,2.0,2.0,,,,,,,,,,,,
383,PT11M23.00S,2021-10-24T21:23:43.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak', '2ndchance']",202330,94.56307490144546,50.245098039215684,1610612766,58,52,2021-10-24T21:26:34Z,3740000,1.0,-1.0,1,right,G. Hayward Jump Shot (2 PTS) (M. Bridges 2 AST),"[202330, 1628970]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,0.18,Made,,,,,,,,,,,,2.0,M. Bridges,1628970.0,2.0,,,
384,PT11M10.00S,2021-10-24T21:24:02.8Z,3,REGULAR,foul,personal,[],1630163,,,1610612751,58,52,2021-10-24T21:24:25Z,3750000,,,0,,L. Ball personal FOUL (3 PF),"[1630163, 201142]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,1148.0,3.0,0.0,Durant,201142.0,,,,,,,
386,PT11M03.00S,2021-10-24T21:24:22.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,13.091327201051248,48.28431372549019,1610612751,58,52,2021-10-24T21:24:28Z,3770000,9.0,71.0,1,left,MISS J. Harden 7' floating Shot,[201935],1610612751.0,BKN,floating,,,Harden,J. Harden,,,,,7.11,Missed,,,,,,,,,,,,,,,,,,
387,PT11M00.00S,2021-10-24T21:24:25.8Z,3,REGULAR,rebound,defensive,[],1626162,,,1610612766,58,52,2021-10-24T21:24:28Z,3780000,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:3),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,386.0,4.0,3.0,1.0,,,,,,,,,,,,
388,PT10M58.00S,2021-10-24T21:24:27.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",202330,94.1688567674113,49.50980392156863,1610612766,58,54,2021-10-24T21:24:33Z,3790000,-2.0,2.0,1,right,G. Hayward alley-oop DUNK (4 PTS) (L. Ball 3 AST),"[202330, 1630163]",1610612766.0,CHA,alley-oop,,,Hayward,G. Hayward,,,,,0.34,Made,,,,,,,,,,,,4.0,L. Ball,1630163.0,3.0,,,
390,PT10M39.00S,2021-10-24T21:24:45.9Z,3,REGULAR,3pt,Jump Shot,[],201142,31.882391590013142,55.392156862745104,1610612751,61,54,2021-10-24T21:24:50Z,3810000,-27.0,247.0,1,left,K. Durant 24' 3PT  (23 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,24.87,Made,,,,,,,,,,,,23.0,,,,,,
391,PT10M22.00S,2021-10-24T21:25:03.4Z,3,REGULAR,3pt,Jump Shot,[],1628970,95.0886990801577,4.411764705882353,1610612766,61,54,2021-10-24T21:25:07Z,3820000,-228.0,-6.0,1,right,MISS M. Bridges 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,22.8,Missed,,,,,,,,,,,,,,,,,,
392,PT10M19.00S,2021-10-24T21:25:06.4Z,3,REGULAR,rebound,defensive,[],201935,,,1610612751,61,54,2021-10-24T21:25:07Z,3830000,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,391.0,2.0,2.0,0.0,,,,,,,,,,,,
393,PT10M17.00S,2021-10-24T21:25:12.1Z,3,REGULAR,turnover,out-of-bounds,[],201935,,,1610612751,61,54,2021-10-24T21:25:18Z,3840000,,,0,,J. Harden bad pass out-of-bounds TURNOVER (5 TO),[201935],1610612751.0,BKN,bad pass,,,Harden,J. Harden,,,,,,,,,,,,,1204.0,,,,,,,,,5.0,,
394,PT10M09.00S,2021-10-24T21:25:23.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630163,89.83245729303549,57.84313725490197,1610612766,61,56,2021-10-24T21:25:34Z,3850000,39.0,43.0,1,right,L. Ball Jump Shot (15 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,5.83,Made,,,,,,,,,,,,15.0,,,,,,
396,PT09M56.00S,2021-10-24T21:25:35.8Z,3,REGULAR,3pt,Jump Shot,[],203925,31.488173455978973,61.51960784313726,1610612751,61,56,2021-10-24T21:25:44Z,3860000,-58.0,243.0,1,left,MISS J. Harris 25' 3PT,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,25.02,Missed,,,,,,,,,,,,,,,,,,
397,PT09M53.00S,2021-10-24T21:25:38.8Z,3,REGULAR,rebound,defensive,[],1628970,,,1610612766,61,56,2021-10-24T21:25:44Z,3870000,,,0,,M. Bridges REBOUND (Off:2 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,396.0,5.0,3.0,2.0,,,,,,,,,,,,
398,PT09M51.00S,2021-10-24T21:25:42.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],202330,75.77201051248358,15.931372549019606,1610612766,61,56,2021-10-24T21:25:52Z,3880000,-170.0,175.0,1,right,MISS G. Hayward 24' 3PT,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,24.43,Missed,,,,,,,,,,,,,,,,,,
399,PT09M51.00S,2021-10-24T21:25:42.0Z,3,REGULAR,rebound,offensive,[],1626162,,,1610612766,61,56,2021-10-24T21:25:52Z,3890000,,,0,,K. Oubre Jr. REBOUND (Off:2 Def:3),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,398.0,5.0,3.0,2.0,,,,,,,,,,,,
400,PT09M48.00S,2021-10-24T21:25:49.8Z,3,REGULAR,foul,personal,[],1628975,,,1610612766,61,56,2021-10-24T21:25:55Z,3900000,,,0,,J. Carter personal FOUL (2 PF),"[1628975, 1626162]",1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,1148.0,2.0,0.0,Oubre Jr.,1626162.0,,,,,,,
402,PT09M41.00S,2021-10-24T21:26:12.0Z,3,REGULAR,foul,personal,['2freethrow'],1628975,,,1610612766,61,56,2021-10-24T21:26:23Z,3920000,,,0,,J. Carter shooting personal FOUL (3 PF) (Bridges 2 FT),"[1628975, 1628970]",1610612751.0,BKN,shooting,,,Carter,J. Carter,,,,,,,,,,,,,1627529.0,3.0,0.0,Bridges,1628970.0,,,,,,,
404,PT09M41.00S,2021-10-24T21:26:38.5Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1628970,,,1610612766,61,56,2021-10-24T21:26:38Z,3940000,,,0,,MISS M. Bridges Free Throw 1 of 2,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Missed,,,,,,,,,,,,,,,,,,
405,PT09M41.00S,2021-10-24T21:26:38.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,61,56,2021-10-24T21:26:38Z,3950000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,404.0,,,,,,,,,,,,,,,
406,PT09M41.00S,2021-10-24T21:26:51.2Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1628970,,,1610612766,61,57,2021-10-24T21:26:51Z,3960000,,,0,,M. Bridges Free Throw 2 of 2 (22 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,,,,,,,,,,,,22.0,,,,,,
407,PT09M27.00S,2021-10-24T21:27:05.9Z,3,REGULAR,3pt,Jump Shot,[],1628975,28.465834428383708,24.509803921568626,1610612751,64,57,2021-10-24T21:27:10Z,3970000,127.0,215.0,1,left,J. Carter 25' 3PT  (3 PTS) (J. Harden 5 AST),"[1628975, 201935]",1610612751.0,BKN,,,,Carter,J. Carter,,,,,25.0,Made,,,,,,,,,,,,3.0,J. Harden,201935.0,5.0,,,
409,PT09M06.00S,2021-10-24T21:27:27.2Z,3,REGULAR,3pt,Jump Shot,[],1630163,68.28186596583443,67.15686274509804,1610612766,64,57,2021-10-24T21:27:34Z,3990000,86.0,246.0,1,right,MISS L. Ball 26' pullup 3PT,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,26.03,Missed,,,,,,,,,,,,,,,,,,
410,PT09M04.00S,2021-10-24T21:27:29.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612751,64,57,2021-10-24T21:27:34Z,4000000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,409.0,,,,,,,,,,,,,,,
411,PT09M03.00S,2021-10-24T21:27:33.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,64,57,2021-10-24T21:27:33Z,4010000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT08M57.00S,2021-10-24T21:27:42.5Z,3,REGULAR,3pt,Jump Shot,[],1628975,26.757555847568987,19.607843137254903,1610612751,64,57,2021-10-24T21:27:49Z,4020000,152.0,199.0,1,left,MISS J. Carter 25' 3PT,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,25.04,Missed,,,,,,,,,,,,,,,,,,
413,PT08M54.00S,2021-10-24T21:27:46.2Z,3,REGULAR,rebound,offensive,[],1629651,,,1610612751,64,57,2021-10-24T21:27:46Z,4030000,,,0,,N. Claxton REBOUND (Off:1 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,412.0,4.0,3.0,1.0,,,,,,,,,,,,
414,PT08M50.00S,2021-10-24T21:27:49.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203925,5.732588699080158,50.0,1610612751,66,57,2021-10-24T21:27:53Z,4040000,0.0,1.0,1,left,J. Harris driving Layup (7 PTS) (N. Claxton 1 AST),"[203925, 1629651]",1610612751.0,BKN,driving,,,Harris,J. Harris,,,,,0.14,Made,,,,,,,,,,,,7.0,N. Claxton,1629651.0,1.0,,,
416,PT08M43.00S,2021-10-24T21:27:56.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,94.30026281208936,52.20588235294118,1610612766,66,59,2021-10-24T21:28:02Z,4060000,11.0,1.0,1,right,M. Bridges running Layup (24 PTS) (L. Ball 4 AST),"[1628970, 1630163]",1610612766.0,CHA,running,,,Bridges,M. Bridges,,,,,1.11,Made,,,,,,,,,,,,24.0,L. Ball,1630163.0,4.0,,,
418,PT08M24.00S,2021-10-24T21:28:16.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203925,11.777266754270697,38.48039215686275,1610612751,66,59,2021-10-24T21:28:20Z,4080000,58.0,58.0,1,left,MISS J. Harris 8' turnaround Shot,[203925],1610612751.0,BKN,turnaround,,,Harris,J. Harris,,,,,8.19,Missed,,,,,,,,,,,,,,,,,,
419,PT08M22.00S,2021-10-24T21:28:18.0Z,3,REGULAR,rebound,defensive,[],203486,,,1610612766,66,59,2021-10-24T21:28:20Z,4090000,,,0,,M. Plumlee REBOUND (Off:0 Def:4),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,418.0,4.0,4.0,0.0,,,,,,,,,,,,
420,PT08M16.00S,2021-10-24T21:28:24.3Z,3,REGULAR,3pt,Jump Shot,[],202330,96.00854139290408,4.6568627450980395,1610612766,66,59,2021-10-24T21:28:31Z,4100000,-227.0,-15.0,1,right,MISS G. Hayward 3PT,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,22.72,Missed,,,,,,,,,,,,,,,,,,
421,PT08M13.00S,2021-10-24T21:28:27.3Z,3,REGULAR,rebound,defensive,[],201935,,,1610612751,66,59,2021-10-24T21:28:31Z,4110000,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,420.0,3.0,3.0,0.0,,,,,,,,,,,,
422,PT08M08.00S,2021-10-24T21:28:31.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",201142,5.732588699080158,48.03921568627451,1610612751,68,59,2021-10-24T21:28:37Z,4120000,10.0,1.0,1,left,K. Durant running DUNK (25 PTS) (J. Harden 6 AST),"[201142, 201935]",1610612751.0,BKN,running,,,Durant,K. Durant,,,,,0.99,Made,,,,,,,,,,,,25.0,J. Harden,201935.0,6.0,,,
424,PT08M01.00S,2021-10-24T21:28:42.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,68,59,2021-10-24T21:28:42Z,4140000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT08M01.00S,2021-10-24T21:28:43.7Z,3,REGULAR,substitution,out,[],203486,,,1610612766,68,59,2021-10-24T21:31:24Z,4150000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
426,PT08M01.00S,2021-10-24T21:28:43.7Z,3,REGULAR,substitution,in,[],1629023,,,1610612766,68,59,2021-10-24T21:31:24Z,4160000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
427,PT07M44.00S,2021-10-24T21:31:57.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,86.81011826544021,51.225490196078425,1610612766,68,61,2021-10-24T21:32:08Z,4170000,6.0,71.0,1,right,L. Ball 7' driving floating Jump Shot (17 PTS),[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,7.18,Made,,,,,,,,,,,,17.0,,,,,,
428,PT07M44.00S,2021-10-24T21:32:05.7Z,3,REGULAR,foul,personal,['1freethrow'],203925,,,1610612766,68,61,2021-10-24T21:32:12Z,4180000,,,0,,J. Harris shooting personal FOUL (4 PF) (Ball 1 FT),"[203925, 1630163]",1610612751.0,BKN,shooting,,,Harris,J. Harris,,,,,,,,,,,,,1204.0,4.0,0.0,Ball,1630163.0,,,,,,,
430,PT07M44.00S,2021-10-24T21:32:26.6Z,3,REGULAR,freethrow,1 of 1,[],1630163,,,1610612766,68,62,2021-10-24T21:32:26Z,4200000,,,0,,L. Ball Free Throw 1 of 1 (18 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,Made,,,,,,,,,,,,18.0,,,,,,
431,PT07M30.00S,2021-10-24T21:32:41.6Z,3,REGULAR,2pt,Jump Shot,[],1628975,29.38567674113009,49.754901960784316,1610612751,68,62,2021-10-24T21:32:47Z,4210000,1.0,224.0,1,left,MISS J. Carter 22' pullup Shot,[1628975],1610612751.0,BKN,pullup,,,Carter,J. Carter,,,,,22.37,Missed,,,,,,,,,,,,,,,,,,
432,PT07M26.00S,2021-10-24T21:32:44.9Z,3,REGULAR,rebound,defensive,[],1626162,,,1610612766,68,62,2021-10-24T21:32:44Z,4220000,,,0,,K. Oubre Jr. REBOUND (Off:2 Def:4),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,431.0,6.0,4.0,2.0,,,,,,,,,,,,
433,PT07M14.00S,2021-10-24T21:32:56.8Z,3,REGULAR,3pt,Jump Shot,[],1630163,68.01905387647832,30.88235294117647,1610612766,68,62,2021-10-24T21:33:02Z,4230000,-96.0,248.0,1,right,MISS L. Ball 26' pullup 3PT,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,26.59,Missed,,,,,,,,,,,,,,,,,,
434,PT07M10.00S,2021-10-24T21:33:00.8Z,3,REGULAR,rebound,defensive,[],201142,,,1610612751,68,62,2021-10-24T21:33:02Z,4240000,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,433.0,2.0,2.0,0.0,,,,,,,,,,,,
435,PT07M02.00S,2021-10-24T21:33:09.5Z,3,REGULAR,3pt,Jump Shot,[],1628975,1.3961892247043364,95.58823529411765,1610612751,68,62,2021-10-24T21:33:14Z,4250000,-228.0,-39.0,1,left,MISS J. Carter step back 3PT,[1628975],1610612751.0,BKN,step back,,,Carter,J. Carter,,,,,23.13,Missed,,,,,,,,,,,,,,,,,,
436,PT06M58.00S,2021-10-24T21:33:13.5Z,3,REGULAR,rebound,defensive,[],1630163,,,1610612766,68,62,2021-10-24T21:33:14Z,4260000,,,0,,L. Ball REBOUND (Off:0 Def:5),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,435.0,5.0,5.0,0.0,,,,,,,,,,,,
437,PT06M49.00S,2021-10-24T21:33:21.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628970,86.41590013140605,49.01960784313725,1610612766,68,64,2021-10-24T21:33:27Z,4270000,-5.0,75.0,1,right,M. Bridges 7' turnaround Hook (26 PTS),[1628970],1610612766.0,CHA,turnaround,,,Bridges,M. Bridges,,,,,7.54,Made,,,,,,,,,,,,26.0,,,,,,
438,PT06M27.00S,2021-10-24T21:33:43.6Z,3,REGULAR,3pt,Jump Shot,[],203925,34.247700394218136,36.76470588235294,1610612751,68,64,2021-10-24T21:33:48Z,4280000,66.0,269.0,1,left,MISS J. Harris 27' 3PT,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,27.74,Missed,,,,,,,,,,,,,,,,,,
439,PT06M25.00S,2021-10-24T21:33:45.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612766,68,64,2021-10-24T21:33:48Z,4290000,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,438.0,,,,,,,,,,,,,,,
440,PT06M25.00S,2021-10-24T21:33:49.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,68,64,2021-10-24T21:33:49Z,4300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT06M25.00S,2021-10-24T21:33:49.9Z,3,REGULAR,substitution,out,[],203925,,,1610612766,68,64,2021-10-24T21:33:58Z,4310000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,
442,PT06M25.00S,2021-10-24T21:33:49.9Z,3,REGULAR,substitution,out,[],1629651,,,1610612766,68,64,2021-10-24T21:33:58Z,4320000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
443,PT06M25.00S,2021-10-24T21:33:49.9Z,3,REGULAR,substitution,in,[],1628971,,,1610612766,68,64,2021-10-24T21:33:58Z,4330000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
444,PT06M25.00S,2021-10-24T21:33:49.9Z,3,REGULAR,substitution,in,[],200746,,,1610612766,68,64,2021-10-24T21:33:58Z,4340000,,,0,,SUB in: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,
445,PT06M11.00S,2021-10-24T21:34:13.9Z,3,REGULAR,2pt,Jump Shot,[],1626162,94.03745072273325,73.52941176470588,1610612766,68,64,2021-10-24T22:24:06Z,4350000,118.0,4.0,1,right,MISS K. Oubre Jr. 11' step back Shot,[1626162],1610612766.0,CHA,step back,,,Oubre Jr.,K. Oubre Jr.,,,,,11.77,Missed,,,,,,,,,,,,,,,,,,
446,PT06M07.00S,2021-10-24T21:34:17.9Z,3,REGULAR,rebound,defensive,[],200746,,,1610612751,68,64,2021-10-24T21:34:20Z,4360000,,,0,,L. Aldridge REBOUND (Off:1 Def:4),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,445.0,5.0,4.0,1.0,,,,,,,,,,,,
447,PT06M00.00S,2021-10-24T21:34:24.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,5.469776609724048,48.77450980392157,1610612751,70,64,2021-10-24T22:24:36Z,4370000,6.0,-1.0,1,left,B. Brown reverse Layup (8 PTS) (J. Harden 7 AST),"[1628971, 201935]",1610612751.0,BKN,reverse,,,Brown,B. Brown,,,,,0.62,Made,,,,,,,,,,,,8.0,J. Harden,201935.0,7.0,,,
466,PT05M48.00S,2021-10-24T21:34:39.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202330,94.82588699080158,44.6078431372549,1610612766,70,64,2021-10-24T21:36:13Z,4400000,-27.0,-4.0,1,right,MISS G. Hayward driving reverse Layup - blocked,"[202330, 200746]",1610612766.0,CHA,driving reverse,,,Hayward,G. Hayward,,,,,2.73,Missed,Aldridge,200746.0,,,,,,,,,,,,,,,,
467,PT05M48.00S,2021-10-24T21:34:39.2Z,3,REGULAR,block,,[],200746,,,1610612766,70,64,2021-10-24T21:36:13Z,4410000,,,0,,L. Aldridge BLOCK (1 BLK),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,
468,PT05M48.00S,2021-10-24T21:34:39.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612766,70,64,2021-10-24T21:36:13Z,4415000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,466.0,,,,,,,,,,,,,,,
452,PT05M48.00S,2021-10-24T21:34:53.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,70,64,2021-10-24T21:34:53Z,4420000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT05M48.00S,2021-10-24T21:34:54.7Z,3,REGULAR,substitution,out,[],201935,,,1610612766,70,64,2021-10-24T21:35:00Z,4430000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
454,PT05M48.00S,2021-10-24T21:34:54.7Z,3,REGULAR,substitution,out,[],202330,,,1610612766,70,64,2021-10-24T21:35:00Z,4440000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
