actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
17,PT10M24.00S,2022-04-10T19:47:01.0Z,1,REGULAR,3pt,Jump Shot,[],1630169,26.231931668856767,20.098039215686274,1610612754,6,0,2022-04-10T19:47:06Z,170000,150.0,194.0,1,left,MISS T. Haliburton 24' step back 3PT,[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,24.5,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M21.00S,2022-04-10T19:47:04.0Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612751,6,0,2022-04-10T19:47:06Z,180000,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,
19,PT10M13.00S,2022-04-10T19:47:12.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,83.39356110381078,42.8921568627451,1610612751,8,0,2022-04-10T19:47:17Z,190000,-36.0,104.0,1,right,B. Brown 10' floating Jump Shot (2 PTS) (K. Durant 3 AST),"[1628971, 201142]",1610612751.0,BKN,floating,,,Brown,B. Brown,,,,,10.95,Made,2.0,K. Durant,201142.0,3.0,,,,,,,,,,,,,,,
21,PT10M11.00S,2022-04-10T19:47:19.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,8,0,2022-04-10T19:47:19Z,210000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,PT10M01.00S,2022-04-10T19:50:49.7Z,1,REGULAR,3pt,Jump Shot,[],204456,2.9730617608409986,96.32352941176471,1610612754,8,3,2022-04-10T19:50:54Z,220000,-232.0,-25.0,1,left,T. McConnell 3PT  (3 PTS) (T. Haliburton 1 AST),"[204456, 1630169]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,23.29,Made,3.0,T. Haliburton,1630169.0,1.0,,,,,,,,,,,,,,,
24,PT09M41.00S,2022-04-10T19:51:10.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203083,93.38042049934296,49.01960784313725,1610612751,10,3,2022-04-10T19:51:23Z,240000,-5.0,10.0,1,right,A. Drummond turnaround Hook (4 PTS) (K. Irving 1 AST),"[203083, 202681]",1610612751.0,BKN,turnaround,,,Drummond,A. Drummond,,,,,1.09,Made,4.0,K. Irving,202681.0,1.0,,,,,,,,,,,,,,,
26,PT09M26.00S,2022-04-10T19:51:24.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,5.338370565045992,48.03921568627451,1610612754,10,5,2022-04-10T19:51:29Z,260000,10.0,-2.0,1,left,I. Jackson alley-oop Layup (2 PTS) (T. McConnell 1 AST),"[1630543, 204456]",1610612754.0,IND,alley-oop,,,Jackson,I. Jackson,,,,,1.01,Made,2.0,T. McConnell,204456.0,1.0,,,,,,,,,,,,,,,
28,PT09M16.00S,2022-04-10T19:51:35.1Z,1,REGULAR,2pt,Jump Shot,[],202681,92.32917214191852,71.81372549019608,1610612751,10,5,2022-04-10T19:51:39Z,280000,109.0,20.0,1,right,MISS K. Irving 11' pullup Shot,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,11.08,Missed,,,,,,,,,,,,,,,,,,,
29,PT09M12.00S,2022-04-10T19:51:39.1Z,1,REGULAR,rebound,defensive,[],1630543,,,1610612754,10,5,2022-04-10T19:51:39Z,290000,,,0,,I. Jackson REBOUND (Off:0 Def:1),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,,
30,PT09M06.00S,2022-04-10T19:51:44.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629052,3.7614980289093296,96.56862745098039,1610612754,10,5,2022-04-10T19:51:49Z,300000,-233.0,-17.0,1,left,MISS O. Brissett 3PT,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,23.34,Missed,,,,,,,,,,,,,,,,,,,
31,PT09M03.00S,2022-04-10T19:51:47.6Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,10,5,2022-04-10T19:51:49Z,310000,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,
32,PT08M56.00S,2022-04-10T19:51:55.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630556,93.77463863337714,53.18627450980392,1610612751,12,5,2022-04-10T19:51:58Z,320000,16.0,6.0,1,right,K. Edwards cutting Layup (4 PTS) (K. Durant 4 AST),"[1630556, 201142]",1610612751.0,BKN,cutting,,,Edwards,K. Edwards,,,,,1.7,Made,4.0,K. Durant,201142.0,4.0,,,,,,,,,,,,,,,
34,PT08M46.00S,2022-04-10T19:52:04.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,12.171484888304862,48.28431372549019,1610612754,12,5,2022-04-10T19:52:09Z,340000,9.0,62.0,1,left,MISS T. Haliburton 6' driving floating Shot,[1630169],1610612754.0,IND,driving floating,,,Haliburton,T. Haliburton,,,,,6.25,Missed,,,,,,,,,,,,,,,,,,,
35,PT08M45.00S,2022-04-10T19:52:05.4Z,1,REGULAR,rebound,defensive,[],203083,,,1610612751,12,5,2022-04-10T19:52:09Z,350000,,,0,,A. Drummond REBOUND (Off:0 Def:3),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,34.0,3.0,3.0,0.0,,,,,,,,,
36,PT08M33.00S,2022-04-10T19:52:18.5Z,1,REGULAR,turnover,lost ball,[],201142,,,1610612751,12,5,2022-04-10T19:52:26Z,360000,,,0,,K. Durant lost ball TURNOVER (1 TO),"[201142, 204456]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,1.0,McConnell,204456.0,,,,,,
37,PT08M33.00S,2022-04-10T19:52:18.5Z,1,REGULAR,steal,,[],204456,,,1610612754,12,5,2022-04-10T19:52:20Z,370000,,,0,,T. McConnell STEAL (1 STL),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
38,PT08M33.00S,2022-04-10T19:52:27.8Z,1,REGULAR,foul,personal,['2freethrow'],202681,,,1610612754,12,5,2022-04-10T19:54:18Z,380000,,,0,,K. Irving clear-path personal FOUL (1 PF) (McConnell 2 FT),"[202681, 204456]",1610612751.0,BKN,clear-path,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,1830.0,1.0,0.0,McConnell,204456.0,
40,PT08M33.00S,2022-04-10T19:52:58.0Z,1,REGULAR,instantreplay,request,[],0,,,1610612754,12,5,2022-04-10T19:54:10Z,400000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,,,,,,,1830.0,,,,,Clear Path - Overturn Call
41,PT08M33.00S,2022-04-10T19:54:21.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],204456,,,1610612754,12,6,2022-04-10T19:54:50Z,410000,,,0,,T. McConnell clear-path Free Throw 1 of 2 (4 PTS),[204456],1610612754.0,IND,clear-path,,,McConnell,T. McConnell,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
42,PT08M33.00S,2022-04-10T19:54:21.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],204456,,,1610612754,12,6,2022-04-10T19:54:50Z,420000,,,0,,MISS T. McConnell clear-path Free Throw 2 of 2,[204456],1610612754.0,IND,clear-path,,,McConnell,T. McConnell,,,,,,Missed,,,,,,,,,,,,,,,,,,,
43,PT08M33.00S,2022-04-10T19:54:21.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,12,6,2022-04-10T19:54:50Z,430000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,
44,PT08M27.00S,2022-04-10T19:54:57.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629052,31.750985545335087,59.80392156862745,1610612754,12,6,2022-04-10T19:55:01Z,440000,-49.0,246.0,1,left,MISS O. Brissett 25' 3PT,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,25.08,Missed,,,,,,,,,,,,,,,,,,,
45,PT08M24.00S,2022-04-10T19:55:00.7Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612751,12,6,2022-04-10T19:55:01Z,450000,,,0,,B. Brown REBOUND (Off:0 Def:2),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,44.0,2.0,2.0,0.0,,,,,,,,,
46,PT08M19.00S,2022-04-10T19:55:08.3Z,1,REGULAR,foul,personal,['2freethrow'],204456,,,1610612751,12,6,2022-04-10T19:55:20Z,460000,,,0,,T. McConnell shooting personal FOUL (1 PF) (Brown 2 FT),"[204456, 1628971]",1610612754.0,IND,shooting,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,1627524.0,1.0,0.0,Brown,1628971.0,
48,PT08M19.00S,2022-04-10T19:55:27.4Z,1,REGULAR,freethrow,1 of 2,[],1628971,,,1610612751,13,6,2022-04-10T19:55:27Z,480000,,,0,,B. Brown Free Throw 1 of 2 (3 PTS),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
49,PT08M19.00S,2022-04-10T19:55:40.5Z,1,REGULAR,freethrow,2 of 2,[],1628971,,,1610612751,14,6,2022-04-10T19:55:40Z,490000,,,0,,B. Brown Free Throw 2 of 2 (4 PTS),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
50,PT08M03.00S,2022-04-10T19:55:56.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629052,8.623521681997373,48.28431372549019,1610612754,14,8,2022-04-10T19:58:06Z,500000,9.0,29.0,1,left,O. Brissett driving floating bank Jump Shot (2 PTS) (T. McConnell 2 AST),"[1629052, 204456]",1610612754.0,IND,driving floating bank,,,Brissett,O. Brissett,,,,,2.99,Made,2.0,T. McConnell,204456.0,2.0,,,,,,,,,,,,,,,
52,PT07M45.00S,2022-04-10T19:56:14.0Z,1,REGULAR,2pt,Jump Shot,[],202681,83.919185282523,75.49019607843137,1610612751,16,8,2022-04-10T19:56:34Z,520000,127.0,99.0,1,right,K. Irving 16' pullup bank Jump Shot (4 PTS) (B. Brown 1 AST),"[202681, 1628971]",1610612751.0,BKN,pullup bank,,,Irving,K. Irving,,,,,16.12,Made,4.0,B. Brown,1628971.0,1.0,,,,,,,,,,,,,,,
54,PT07M30.00S,2022-04-10T19:56:34.4Z,1,REGULAR,turnover,offensive goaltending,[],1630543,,,1610612754,16,8,2022-04-10T19:57:08Z,540000,,,0,,I. Jackson offensive goaltending TURNOVER (1 TO),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,1.0,,,1830.0,,,,,
55,PT07M17.00S,2022-04-10T19:56:55.6Z,1,REGULAR,turnover,bad pass,[],201142,,,1610612751,16,8,2022-04-10T19:56:59Z,550000,,,0,,K. Durant bad pass TURNOVER (2 TO),"[201142, 1630543]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,2.0,Jackson,1630543.0,,,,,,
56,PT07M17.00S,2022-04-10T19:56:55.6Z,1,REGULAR,steal,,[],1630543,,,1610612754,16,8,2022-04-10T19:56:57Z,560000,,,0,,I. Jackson STEAL (1 STL),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M12.00S,2022-04-10T19:57:00.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627741,28.597240473061763,75.0,1610612754,16,8,2022-04-10T19:57:11Z,570000,-125.0,216.0,1,left,MISS B. Hield 24' running 3PT,[1627741],1610612754.0,IND,running,,,Hield,B. Hield,,,,,24.98,Missed,,,,,,,,,,,,,,,,,,,
58,PT07M11.00S,2022-04-10T19:57:08.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,16,8,2022-04-10T19:57:08Z,580000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,57.0,,,,,,,,,,,,
59,PT07M11.00S,2022-04-10T19:57:09.6Z,1,REGULAR,foul,personal,[],1630556,,,1610612754,16,8,2022-04-10T19:57:26Z,590000,,,0,,K. Edwards loose ball personal FOUL (1 PF),"[1630556, 1630543]",1610612751.0,BKN,loose ball,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,1627524.0,1.0,0.0,Jackson,1630543.0,
61,PT06M57.00S,2022-04-10T19:57:34.8Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1630169,28.728646517739815,49.50980392156863,1610612754,16,8,2022-04-10T19:57:39Z,610000,2.0,218.0,1,left,MISS T. Haliburton 21' pullup Shot,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,21.75,Missed,,,,,,,,,,,,,,,,,,,
62,PT06M54.00S,2022-04-10T19:57:37.8Z,1,REGULAR,rebound,defensive,[],203083,,,1610612751,16,8,2022-04-10T19:57:39Z,620000,,,0,,A. Drummond REBOUND (Off:0 Def:4),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,61.0,4.0,4.0,0.0,,,,,,,,,
63,PT06M37.00S,2022-04-10T19:57:55.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203083,94.1688567674113,52.450980392156865,1610612751,18,8,2022-04-10T19:58:01Z,630000,12.0,2.0,1,right,A. Drummond reverse Layup (6 PTS),[203083],1610612751.0,BKN,reverse,,,Drummond,A. Drummond,,,,,1.25,Made,6.0,,,,,,,,,,,,,,,,,,
64,PT06M28.00S,2022-04-10T19:58:06.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629052,6.389618922470433,46.568627450980394,1610612754,18,8,2022-04-10T19:58:14Z,640000,17.0,8.0,1,left,MISS O. Brissett driving Layup - blocked,"[1629052, 203083]",1610612754.0,IND,driving,,,Brissett,O. Brissett,,,,,1.88,Missed,,,,,Drummond,203083.0,,,,,,,,,,,,,
65,PT06M28.00S,2022-04-10T19:58:06.4Z,1,REGULAR,block,,[],203083,,,1610612754,18,8,2022-04-10T19:58:11Z,650000,,,0,,A. Drummond BLOCK (2 BLK),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M28.00S,2022-04-10T19:58:06.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,18,8,2022-04-10T19:58:14Z,660000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,
67,PT06M28.00S,2022-04-10T19:58:15.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,18,8,2022-04-10T19:58:15Z,670000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M22.00S,2022-04-10T19:58:22.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629052,32.013797634691194,44.11764705882353,1610612754,18,11,2022-04-10T19:58:26Z,680000,29.0,248.0,1,left,O. Brissett 25' 3PT  (5 PTS) (T. Haliburton 2 AST),"[1629052, 1630169]",1610612754.0,IND,,,,Brissett,O. Brissett,,,,,25.01,Made,5.0,T. Haliburton,1630169.0,2.0,,,,,,,,,,,,,,,
70,PT06M14.00S,2022-04-10T19:58:30.9Z,1,REGULAR,turnover,bad pass,[],203083,,,1610612751,18,11,2022-04-10T19:58:36Z,700000,,,0,,A. Drummond bad pass TURNOVER (1 TO),"[203083, 1627741]",1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,1.0,Hield,1627741.0,,,,,,
71,PT06M14.00S,2022-04-10T19:58:30.9Z,1,REGULAR,steal,,[],1627741,,,1610612754,18,11,2022-04-10T19:58:33Z,710000,,,0,,B. Hield STEAL (1 STL),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M10.00S,2022-04-10T19:58:33.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627741,7.30946123521682,48.77450980392157,1610612754,18,13,2022-04-10T19:58:53Z,720000,6.0,16.0,1,left,B. Hield Layup (2 PTS),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,1.73,Made,2.0,,,,,,,,,,,,,,,,,,
73,PT06M09.00S,2022-04-10T19:58:40.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,18,13,2022-04-10T19:58:40Z,730000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M51.00S,2022-04-10T19:59:09.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201142,91.5407358738502,43.13725490196079,1610612751,18,13,2022-04-10T19:59:13Z,740000,-34.0,27.0,1,right,MISS K. Durant driving Layup,[201142],1610612751.0,BKN,driving,,,Durant,K. Durant,,,,,4.37,Missed,,,,,,,,,,,,,,,,,,,
75,PT05M49.00S,2022-04-10T19:59:11.2Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,18,13,2022-04-10T19:59:13Z,750000,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,74.0,1.0,1.0,0.0,,,,,,,,,
76,PT05M45.00S,2022-04-10T19:59:14.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,30.305519053876477,68.87254901960785,1610612754,18,13,2022-04-10T19:59:21Z,760000,-94.0,232.0,1,left,MISS B. Hield 25' running pullup 3PT,[1627741],1610612754.0,IND,running pullup,,,Hield,B. Hield,,,,,25.08,Missed,,,,,,,,,,,,,,,,,,,
77,PT05M42.00S,2022-04-10T19:59:17.7Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612751,18,13,2022-04-10T19:59:21Z,770000,,,0,,B. Brown REBOUND (Off:0 Def:3),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,76.0,3.0,3.0,0.0,,,,,,,,,
78,PT05M37.00S,2022-04-10T19:59:23.3Z,1,REGULAR,turnover,lost ball,[],201142,,,1610612751,18,13,2022-04-10T19:59:34Z,780000,,,0,,K. Durant lost ball TURNOVER (3 TO),"[201142, 204456]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,3.0,McConnell,204456.0,,,,,,
79,PT05M37.00S,2022-04-10T19:59:23.3Z,1,REGULAR,steal,,[],204456,,,1610612754,18,13,2022-04-10T19:59:42Z,790000,,,0,,T. McConnell STEAL (2 STL),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M30.00S,2022-04-10T19:59:30.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629052,7.046649145860711,46.07843137254902,1610612754,18,13,2022-04-10T19:59:37Z,800000,20.0,14.0,1,left,MISS O. Brissett driving Layup,[1629052],1610612754.0,IND,driving,,,Brissett,O. Brissett,,,,,2.39,Missed,,,,,,,,,,,,,,,,,,,
81,PT05M26.00S,2022-04-10T19:59:33.5Z,1,REGULAR,rebound,defensive,[],203083,,,1610612751,18,13,2022-04-10T19:59:33Z,810000,,,0,,A. Drummond REBOUND (Off:0 Def:5),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,80.0,5.0,5.0,0.0,,,,,,,,,
82,PT05M25.00S,2022-04-10T19:59:37.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628971,94.03745072273325,49.50980392156863,1610612751,20,13,2022-04-10T19:59:49Z,820000,-2.0,4.0,1,right,B. Brown running Layup (6 PTS) (K. Irving 2 AST),"[1628971, 202681]",1610612751.0,BKN,running,,,Brown,B. Brown,,,,,0.43,Made,6.0,K. Irving,202681.0,2.0,,,,,,,,,,,,,,,
83,PT05M25.00S,2022-04-10T19:59:43.5Z,1,REGULAR,foul,personal,['1freethrow'],1630543,,,1610612751,20,13,2022-04-10T19:59:56Z,830000,,,0,,I. Jackson shooting personal FOUL (1 PF) (Brown 1 FT),"[1630543, 1628971]",1610612754.0,IND,shooting,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,1627524.0,1.0,0.0,Brown,1628971.0,
86,PT05M25.00S,2022-04-10T19:59:59.4Z,1,REGULAR,substitution,out,[],1630543,,,1610612751,20,13,2022-04-10T20:00:10Z,850000,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M25.00S,2022-04-10T19:59:59.4Z,1,REGULAR,substitution,out,[],204456,,,1610612751,20,13,2022-04-10T20:00:10Z,860000,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M25.00S,2022-04-10T19:59:59.4Z,1,REGULAR,substitution,in,[],1630678,,,1610612751,20,13,2022-04-10T20:00:10Z,870000,,,0,,SUB in: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M25.00S,2022-04-10T19:59:59.4Z,1,REGULAR,substitution,in,[],202362,,,1610612751,20,13,2022-04-10T20:00:10Z,880000,,,0,,SUB in: L. Stephenson,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M25.00S,2022-04-10T20:00:23.1Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1628971,,,1610612751,20,13,2022-04-10T20:00:23Z,890000,,,0,,MISS B. Brown Free Throw 1 of 1,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
91,PT05M22.00S,2022-04-10T20:00:26.1Z,1,REGULAR,rebound,defensive,[],1629052,,,1610612754,20,13,2022-04-10T20:00:26Z,900000,,,0,,O. Brissett REBOUND (Off:0 Def:1),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,90.0,1.0,1.0,0.0,,,,,,,,,
