actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
368,PT09M21.00S,2022-04-09T00:59:37.1Z,3,REGULAR,turnover,out-of-bounds,[],201142,,,1610612751,70,62,2022-04-09T00:59:43Z,3680000,,,0,,K. Durant bad pass out-of-bounds TURNOVER (2 TO),[201142],1610612751.0,BKN,bad pass,,,Durant,K. Durant,,,,,1198.0,,,,,2.0,,,,,,,,,,,,,,
369,PT09M08.00S,2022-04-09T00:59:56.5Z,3,REGULAR,foul,personal,['2freethrow'],203083,,,1610612739,70,62,2022-04-09T01:00:15Z,3690000,,,0,,A. Drummond shooting personal FOUL (3 PF) (Okoro 2 FT),"[203083, 1630171]",1610612751.0,BKN,shooting,,,Drummond,A. Drummond,,,,,2715.0,3.0,0.0,Okoro,1630171.0,,,,,,,,,,,,,,,
371,PT09M08.00S,2022-04-09T01:00:26.5Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1630171,,,1610612739,70,63,2022-04-09T01:00:26Z,3710000,,,0,,I. Okoro Free Throw 1 of 2 (1 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,Made,,,,,,,1.0,,,,,
372,PT09M08.00S,2022-04-09T01:00:26.5Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1630171,,,1610612739,70,63,2022-04-09T01:00:44Z,3720000,,,0,,MISS I. Okoro Free Throw 2 of 2,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,Missed,,,,,,,,,,,,
373,PT09M06.00S,2022-04-09T01:00:28.5Z,3,REGULAR,rebound,defensive,[],201142,,,1610612751,70,63,2022-04-09T01:00:44Z,3730000,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,372.0,1.0,1.0,0.0,,,,,,,,
374,PT08M54.00S,2022-04-09T01:00:56.1Z,3,REGULAR,3pt,Jump Shot,[],202681,31.61957950065703,34.55882352941176,1610612751,70,63,2022-04-09T01:01:02Z,3740000,77.0,245.0,1,left,MISS K. Irving 25' 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,25.66,Missed,,,,,,,,,,,,
375,PT08M49.00S,2022-04-09T01:01:01.1Z,3,REGULAR,rebound,offensive,[],201142,,,1610612751,70,63,2022-04-09T01:01:02Z,3750000,,,0,,K. Durant REBOUND (Off:1 Def:1),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,374.0,2.0,1.0,1.0,,,,,,,,
376,PT08M49.00S,2022-04-09T01:01:07.2Z,3,REGULAR,turnover,bad pass,[],201142,,,1610612751,70,63,2022-04-09T01:01:29Z,3760000,,,0,,K. Durant bad pass TURNOVER (3 TO),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,3.0,,,,,,,,,,,,,,
377,PT08M49.00S,2022-04-09T01:01:10.8Z,3,REGULAR,foul,personal,[],202681,,,1610612739,70,63,2022-04-09T01:01:22Z,3770000,,,0,,K. Irving loose ball personal FOUL (2 PF),"[202681, 1630171]",1610612751.0,BKN,loose ball,,,Irving,K. Irving,,,,,202049.0,2.0,0.0,Okoro,1630171.0,,,,,,,,,,,,,,,
380,PT08M35.00S,2022-04-09T01:01:31.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629636,91.67214191852825,56.61764705882353,1610612739,70,65,2022-04-09T01:01:35Z,3790000,33.0,26.0,1,right,D. Garland driving Layup (18 PTS),[1629636],1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,,,,,,,4.2,Made,,,,,,,18.0,,,,,
381,PT08M23.00S,2022-04-09T01:01:43.6Z,3,REGULAR,3pt,Jump Shot,[],201142,31.61957950065703,57.84313725490197,1610612751,70,65,2022-04-09T01:01:48Z,3800000,-39.0,245.0,1,left,MISS K. Durant 24' 3PT,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,24.78,Missed,,,,,,,,,,,,
382,PT08M21.00S,2022-04-09T01:01:45.3Z,3,REGULAR,rebound,offensive,[],203083,,,1610612751,70,65,2022-04-09T01:01:45Z,3810000,,,0,,A. Drummond REBOUND (Off:2 Def:4),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,381.0,6.0,4.0,2.0,,,,,,,,
383,PT08M19.00S,2022-04-09T01:01:47.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,7.178055190538765,54.90196078431373,1610612751,72,65,2022-04-09T01:05:17Z,3820000,-25.0,15.0,1,left,A. Drummond putback Layup (7 PTS),[203083],1610612751.0,BKN,putback,,,Drummond,A. Drummond,,,,,,,,,,,2.87,Made,,,,,,,7.0,,,,,
384,PT08M09.00S,2022-04-09T01:01:56.7Z,3,REGULAR,3pt,Jump Shot,[],1628374,73.9323258869908,83.33333333333334,1610612739,72,68,2022-04-09T01:02:01Z,3830000,167.0,193.0,1,right,L. Markkanen 25' 3PT  (15 PTS) (C. LeVert 3 AST),"[1628374, 1627747]",1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,25.46,Made,,,,,,,15.0,C. LeVert,1627747.0,3.0,,
386,PT07M56.00S,2022-04-09T01:02:12.5Z,3,REGULAR,foul,personal,['2freethrow'],1628374,,,1610612751,72,68,2022-04-09T01:02:20Z,3850000,,,0,,L. Markkanen shooting personal FOUL (4 PF) (Durant 2 FT),"[1628374, 201142]",1610612739.0,CLE,shooting,,,Markkanen,L. Markkanen,,,,,1198.0,4.0,0.0,Durant,201142.0,,,,,,,,,,,,,,,
388,PT07M56.00S,2022-04-09T01:02:37.6Z,3,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,73,68,2022-04-09T01:02:37Z,3870000,,,0,,K. Durant Free Throw 1 of 2 (25 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,Made,,,,,,,25.0,,,,,
389,PT07M56.00S,2022-04-09T01:02:38.1Z,3,REGULAR,substitution,out,[],1628374,,,1610612751,73,68,2022-04-09T01:02:44Z,3880000,,,0,,SUB out: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,
390,PT07M56.00S,2022-04-09T01:02:38.1Z,3,REGULAR,substitution,in,[],1626224,,,1610612751,73,68,2022-04-09T01:02:44Z,3890000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,
391,PT07M56.00S,2022-04-09T01:03:00.4Z,3,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,74,68,2022-04-09T01:03:00Z,3900000,,,0,,K. Durant Free Throw 2 of 2 (26 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,Made,,,,,,,26.0,,,,,
392,PT07M46.00S,2022-04-09T01:03:17.6Z,3,REGULAR,foul,personal,['2freethrow'],203083,,,1610612739,74,68,2022-04-09T01:03:25Z,3910000,,,0,,A. Drummond shooting personal FOUL (4 PF) (Mobley 2 FT),"[203083, 1630596]",1610612751.0,BKN,shooting,,,Drummond,A. Drummond,,,,,1198.0,4.0,0.0,Mobley,1630596.0,,,,,,,,,,,,,,,
394,PT07M46.00S,2022-04-09T01:03:45.4Z,3,REGULAR,freethrow,1 of 2,[],1630596,,,1610612739,74,68,2022-04-09T01:03:45Z,3930000,,,0,,MISS E. Mobley Free Throw 1 of 2,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,Missed,,,,,,,,,,,,
395,PT07M46.00S,2022-04-09T01:03:45.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,74,68,2022-04-09T01:03:45Z,3940000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,394.0,,,,,,,,,,,
396,PT07M46.00S,2022-04-09T01:03:46.1Z,3,REGULAR,substitution,out,[],203083,,,1610612739,74,68,2022-04-09T01:03:50Z,3950000,,,0,,SUB out: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
397,PT07M46.00S,2022-04-09T01:03:46.1Z,3,REGULAR,substitution,in,[],1629651,,,1610612739,74,68,2022-04-09T01:03:50Z,3960000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
398,PT07M46.00S,2022-04-09T01:04:10.4Z,3,REGULAR,freethrow,2 of 2,[],1630596,,,1610612739,74,69,2022-04-09T01:04:10Z,3970000,,,0,,E. Mobley Free Throw 2 of 2 (11 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,Made,,,,,,,11.0,,,,,
399,PT07M28.00S,2022-04-09T01:04:30.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,8.492115637319317,44.85294117647059,1610612751,76,69,2022-04-09T01:04:34Z,3980000,26.0,27.0,1,left,N. Claxton DUNK (4 PTS) (B. Brown 7 AST),"[1629651, 1628971]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,3.75,Made,,,,,,,4.0,B. Brown,1628971.0,7.0,,
401,PT07M16.00S,2022-04-09T01:04:42.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,93.9060446780552,54.166666666666664,1610612739,76,71,2022-04-09T01:04:47Z,4000000,21.0,5.0,1,right,C. LeVert driving reverse Layup (14 PTS),[1627747],1610612739.0,CLE,driving reverse,,,LeVert,C. LeVert,,,,,,,,,,,2.13,Made,,,,,,,14.0,,,,,
402,PT07M00.00S,2022-04-09T01:04:57.9Z,3,REGULAR,3pt,Jump Shot,[],202681,5.206964520367937,96.81372549019608,1610612751,76,71,2022-04-09T01:05:02Z,4010000,-234.0,-4.0,1,left,MISS K. Irving 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,23.41,Missed,,,,,,,,,,,,
403,PT06M58.00S,2022-04-09T01:04:59.9Z,3,REGULAR,rebound,offensive,[],1628971,,,1610612751,76,71,2022-04-09T01:05:02Z,4020000,,,0,,B. Brown REBOUND (Off:4 Def:4),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,402.0,8.0,4.0,4.0,,,,,,,,
404,PT06M52.00S,2022-04-09T01:05:06.2Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],201142,12.171484888304862,20.833333333333336,1610612751,76,71,2022-04-09T01:08:46Z,4030000,146.0,62.0,1,left,MISS K. Durant 15' Jump Shot,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,15.84,Missed,,,,,,,,,,,,
405,PT06M48.00S,2022-04-09T01:05:10.2Z,3,REGULAR,rebound,defensive,[],1627747,,,1610612739,76,71,2022-04-09T01:12:10Z,4040000,,,0,,C. LeVert REBOUND (Off:0 Def:3),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,404.0,3.0,3.0,0.0,,,,,,,,
406,PT06M46.00S,2022-04-09T01:05:16.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,76,71,2022-04-09T01:05:16Z,4050000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT06M43.00S,2022-04-09T01:05:44.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,76,71,2022-04-09T01:05:44Z,4060000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT06M42.00S,2022-04-09T01:06:02.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628971,,,1610612739,76,71,2022-04-09T01:06:17Z,4070000,,,0,,B. Brown shooting personal FOUL (2 PF) (Garland 2 FT),"[1628971, 1629636]",1610612751.0,BKN,shooting,,,Brown,B. Brown,,,,,202049.0,2.0,0.0,Garland,1629636.0,,,,,,,,,,,,,,,
410,PT06M42.00S,2022-04-09T01:06:24.8Z,3,REGULAR,freethrow,1 of 2,[],1629636,,,1610612739,76,72,2022-04-09T01:06:24Z,4090000,,,0,,D. Garland Free Throw 1 of 2 (19 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,Made,,,,,,,19.0,,,,,
411,PT06M42.00S,2022-04-09T01:06:40.2Z,3,REGULAR,freethrow,2 of 2,[],1629636,,,1610612739,76,73,2022-04-09T01:06:40Z,4100000,,,0,,D. Garland Free Throw 2 of 2 (20 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,Made,,,,,,,20.0,,,,,
412,PT06M24.00S,2022-04-09T01:06:59.9Z,3,REGULAR,2pt,Jump Shot,[],201142,15.588042049934298,28.431372549019606,1610612751,78,73,2022-04-09T01:07:03Z,4110000,108.0,94.0,1,left,K. Durant 14' Jump Shot (28 PTS) (N. Claxton 1 AST),"[201142, 1629651]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,14.3,Made,,,,,,,28.0,N. Claxton,1629651.0,1.0,,
414,PT06M12.00S,2022-04-09T01:07:12.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,90.22667542706965,39.950980392156865,1610612739,78,73,2022-04-09T01:07:17Z,4130000,-50.0,39.0,1,right,MISS D. Garland 6' driving reverse Layup,[1629636],1610612739.0,CLE,driving reverse,,,Garland,D. Garland,,,,,,,,,,,6.38,Missed,,,,,,,,,,,,
415,PT06M11.00S,2022-04-09T01:07:14.1Z,3,REGULAR,rebound,offensive,[],1630596,,,1610612739,78,73,2022-04-09T01:07:14Z,4140000,,,0,,E. Mobley REBOUND (Off:2 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,414.0,5.0,3.0,2.0,,,,,,,,
416,PT06M11.00S,2022-04-09T01:07:15.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202681,,,1610612739,78,73,2022-04-09T01:07:25Z,4150000,,,0,,K. Irving shooting personal FOUL (3 PF) (Mobley 2 FT),"[202681, 1630596]",1610612751.0,BKN,shooting,,,Irving,K. Irving,,,,,2715.0,3.0,0.0,Mobley,1630596.0,,,,,,,,,,,,,,,
418,PT06M11.00S,2022-04-09T01:07:45.3Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1630596,,,1610612739,78,74,2022-04-09T01:07:45Z,4170000,,,0,,E. Mobley Free Throw 1 of 2 (12 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,Made,,,,,,,12.0,,,,,
419,PT06M11.00S,2022-04-09T01:08:02.1Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1630596,,,1610612739,78,75,2022-04-09T01:08:02Z,4180000,,,0,,E. Mobley Free Throw 2 of 2 (13 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,Made,,,,,,,13.0,,,,,
420,PT06M00.00S,2022-04-09T01:08:19.5Z,3,REGULAR,foul,technical,['1freethrow'],1626224,,,1610612751,78,75,2022-04-09T01:08:26Z,4190000,,,0,,C. Osman defensive-3-second technical FOUL (1 Tech),[1626224],1610612739.0,CLE,defensive-3-second,,,Osman,C. Osman,,,,,2715.0,1.0,1.0,,,,,,,,,,,,,,,,,
421,PT06M00.00S,2022-04-09T01:08:43.5Z,3,REGULAR,freethrow,1 of 1,[],202681,,,1610612751,79,75,2022-04-09T01:08:43Z,4200000,,,0,,K. Irving technical Free Throw 1 of 1 (14 PTS),[202681],1610612751.0,BKN,technical,,,Irving,K. Irving,,,,,,,,,,,,Made,,,,,,,14.0,,,,,
422,PT05M50.00S,2022-04-09T01:09:04.2Z,3,REGULAR,2pt,Jump Shot,[],202681,16.376478318002626,26.47058823529412,1610612751,79,75,2022-04-09T01:09:10Z,4210000,118.0,101.0,1,left,MISS K. Irving 15' fadeaway Shot,[202681],1610612751.0,BKN,fadeaway,,,Irving,K. Irving,,,,,,,,,,,15.53,Missed,,,,,,,,,,,,
423,PT05M50.00S,2022-04-09T01:09:04.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612739,79,75,2022-04-09T01:09:14Z,4220000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,422.0,,,,,,,,,,,
424,PT05M50.00S,2022-04-09T01:09:15.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629651,,,1610612739,79,75,2022-04-09T01:09:30Z,4230000,,,0,,N. Claxton loose ball personal FOUL (4 PF) (Osman 2 FT),"[1629651, 1626224]",1610612751.0,BKN,loose ball,,,Claxton,N. Claxton,,,,,2715.0,4.0,0.0,Osman,1626224.0,,,,,,,,,,,,,,,
426,PT05M50.00S,2022-04-09T01:09:48.2Z,3,REGULAR,freethrow,1 of 2,[],1626224,,,1610612739,79,76,2022-04-09T01:09:48Z,4250000,,,0,,C. Osman Free Throw 1 of 2 (6 PTS),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,Made,,,,,,,6.0,,,,,
427,PT05M50.00S,2022-04-09T01:09:48.7Z,3,REGULAR,substitution,out,[],1629651,,,1610612739,79,76,2022-04-09T01:09:56Z,4260000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
428,PT05M50.00S,2022-04-09T01:09:48.7Z,3,REGULAR,substitution,in,[],1630556,,,1610612739,79,76,2022-04-09T01:09:56Z,4270000,,,0,,SUB in: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
429,PT05M50.00S,2022-04-09T01:10:11.6Z,3,REGULAR,freethrow,2 of 2,[],1626224,,,1610612739,79,77,2022-04-09T01:10:11Z,4280000,,,0,,C. Osman Free Throw 2 of 2 (7 PTS),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,Made,,,,,,,7.0,,,,,
430,PT05M37.00S,2022-04-09T01:10:31.9Z,3,REGULAR,foul,personal,[],1627747,,,1610612751,79,77,2022-04-09T01:10:55Z,4290000,,,0,,C. LeVert personal FOUL (4 PF),"[1627747, 201142]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,2715.0,4.0,0.0,Durant,201142.0,,,,,,,,,,,,,,,
432,PT05M37.00S,2022-04-09T01:10:39.5Z,3,REGULAR,substitution,out,[],1627747,,,1610612751,79,77,2022-04-09T01:10:54Z,4310000,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,
433,PT05M37.00S,2022-04-09T01:10:39.5Z,3,REGULAR,substitution,out,[],1630596,,,1610612751,79,77,2022-04-09T01:10:54Z,4320000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,
434,PT05M37.00S,2022-04-09T01:10:39.5Z,3,REGULAR,substitution,in,[],201567,,,1610612751,79,77,2022-04-09T01:10:54Z,4330000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,
435,PT05M37.00S,2022-04-09T01:10:39.5Z,3,REGULAR,substitution,in,[],1630205,,,1610612751,79,77,2022-04-09T01:10:54Z,4340000,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,
436,PT05M21.00S,2022-04-09T01:11:15.5Z,3,REGULAR,2pt,Jump Shot,[],201142,21.895532194480946,38.48039215686275,1610612751,81,77,2022-04-09T01:11:18Z,4350000,58.0,153.0,1,left,K. Durant 16' pullup Jump Shot (30 PTS) (K. Edwards 1 AST),"[201142, 1630556]",1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,,,,,,,16.38,Made,,,,,,,30.0,K. Edwards,1630556.0,1.0,,
438,PT05M05.00S,2022-04-09T01:11:31.3Z,3,REGULAR,3pt,Jump Shot,[],1629636,63.9454664914586,48.28431372549019,1610612739,81,80,2022-04-09T01:11:35Z,4370000,-9.0,286.0,1,right,D. Garland 28' 3PT step back (23 PTS) (C. Osman 1 AST),"[1629636, 1626224]",1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,,,,,,,28.65,Made,,,,,,,23.0,C. Osman,1626224.0,1.0,,
440,PT04M50.00S,2022-04-09T01:11:46.4Z,3,REGULAR,2pt,Jump Shot,[],1630556,23.866622864651774,18.38235294117647,1610612751,81,80,2022-04-09T01:11:52Z,4390000,158.0,172.0,1,left,MISS K. Edwards 23' Jump Shot,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,23.35,Missed,,,,,,,,,,,,
441,PT04M45.00S,2022-04-09T01:11:51.4Z,3,REGULAR,rebound,defensive,[],1630205,,,1610612739,81,80,2022-04-09T01:11:52Z,4400000,,,0,,L. Stevens REBOUND (Off:0 Def:1),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,440.0,1.0,1.0,0.0,,,,,,,,
442,PT04M43.00S,2022-04-09T01:11:53.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629636,66.83639947437582,20.098039215686274,1610612739,81,80,2022-04-09T01:12:10Z,4410000,-150.0,259.0,1,right,MISS D. Garland 29' pullup 3PT,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,,,,,,,29.92,Missed,,,,,,,,,,,,
443,PT04M40.00S,2022-04-09T01:11:56.9Z,3,REGULAR,rebound,offensive,[],201567,,,1610612739,81,80,2022-04-09T01:11:56Z,4420000,,,0,,K. Love REBOUND (Off:3 Def:0),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,442.0,3.0,0.0,3.0,,,,,,,,
444,PT04M39.00S,2022-04-09T01:11:57.7Z,3,REGULAR,turnover,out-of-bounds,[],201567,,,1610612739,81,80,2022-04-09T01:12:22Z,4430000,,,0,,K. Love lost ball out-of-bounds TURNOVER (2 TO),[201567],1610612739.0,CLE,lost ball,,,Love,K. Love,,,,,1198.0,,,,,2.0,,,,,,,,,,,,,,
445,PT04M39.00S,2022-04-09T01:12:09.3Z,3,REGULAR,substitution,out,[],203552,,,1610612751,81,80,2022-04-09T01:12:16Z,4440000,,,0,,SUB out: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
446,PT04M39.00S,2022-04-09T01:12:09.3Z,3,REGULAR,substitution,in,[],201988,,,1610612751,81,80,2022-04-09T01:12:16Z,4450000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
447,PT04M21.00S,2022-04-09T01:12:36.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630556,7.5722733245729295,2.941176470588235,1610612751,81,80,2022-04-09T01:12:40Z,4460000,235.0,19.0,1,left,MISS K. Edwards 3PT,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,23.6,Missed,,,,,,,,,,,,
448,PT04M17.00S,2022-04-09T01:12:40.3Z,3,REGULAR,rebound,defensive,[],1630205,,,1610612739,81,80,2022-04-09T01:12:40Z,4470000,,,0,,L. Stevens REBOUND (Off:0 Def:2),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,447.0,2.0,2.0,0.0,,,,,,,,
449,PT04M05.00S,2022-04-09T01:12:51.2Z,3,REGULAR,2pt,Jump Shot,[],1629636,73.27529566360053,48.529411764705884,1610612739,81,80,2022-04-09T01:12:55Z,4480000,-7.0,199.0,1,right,MISS D. Garland 19' fadeaway Shot,[1629636],1610612739.0,CLE,fadeaway,,,Garland,D. Garland,,,,,,,,,,,19.88,Missed,,,,,,,,,,,,
450,PT04M03.00S,2022-04-09T01:12:53.2Z,3,REGULAR,rebound,defensive,[],202681,,,1610612751,81,80,2022-04-09T01:12:55Z,4490000,,,0,,K. Irving REBOUND (Off:0 Def:5),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,449.0,5.0,5.0,0.0,,,,,,,,
451,PT03M57.00S,2022-04-09T01:13:09.7Z,3,REGULAR,foul,personal,[],1629636,,,1610612751,81,80,2022-04-09T01:13:31Z,4500000,,,0,,D. Garland personal FOUL (1 PF),"[1629636, 201142]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,202049.0,1.0,0.0,Durant,201142.0,,,,,,,,,,,,,,,
453,PT03M51.00S,2022-04-09T01:13:31.4Z,3,REGULAR,violation,kicked ball,[],1626224,,,1610612751,81,80,2022-04-09T01:13:35Z,4520000,,,0,,C. Osman kicked ball VIOLATION,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,202049.0,,,,,,,,,,,,,,,,,,,
454,PT03M37.00S,2022-04-09T01:13:55.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201142,9.017739816031538,52.450980392156865,1610612751,81,80,2022-04-09T01:14:00Z,4530000,-12.0,32.0,1,left,MISS K. Durant driving Layup,[201142],1610612751.0,BKN,driving,,,Durant,K. Durant,,,,,,,,,,,3.46,Missed,,,,,,,,,,,,
455,PT03M35.00S,2022-04-09T01:13:57.9Z,3,REGULAR,rebound,defensive,[],201567,,,1610612739,81,80,2022-04-09T01:14:00Z,4540000,,,0,,K. Love REBOUND (Off:3 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,454.0,4.0,1.0,3.0,,,,,,,,
456,PT03M29.00S,2022-04-09T01:14:04.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,92.46057818659659,43.13725490196079,1610612739,81,82,2022-04-09T01:14:09Z,4550000,-34.0,18.0,1,right,I. Okoro driving Layup (3 PTS) (C. Osman 2 AST),"[1630171, 1626224]",1610612739.0,CLE,driving,,,Okoro,I. Okoro,,,,,,,,,,,3.89,Made,,,,,,,3.0,C. Osman,1626224.0,2.0,,
458,PT03M28.00S,2022-04-09T01:14:09.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,81,82,2022-04-09T01:14:09Z,4570000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT03M03.00S,2022-04-09T01:17:23.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,16.376478318002626,58.333333333333336,1610612751,81,82,2022-04-09T01:17:26Z,4580000,-42.0,101.0,1,left,MISS K. Irving 10' fadeaway Shot,[202681],1610612751.0,BKN,fadeaway,,,Irving,K. Irving,,,,,,,,,,,10.96,Missed,,,,,,,,,,,,
