actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
41,PT08M29.00S,2022-02-15T00:45:36.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,11,2,2022-02-15T00:45:36Z,400000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M22.00S,2022-02-15T00:48:42.7Z,1,REGULAR,foul,personal,[],1630556,,,1610612758,11,2,2022-02-15T00:49:03Z,410000,,,0,,K. Edwards personal FOUL (1 PF),"[1630556, 203084]",1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,1193.0,,1.0,0.0,Barnes,203084.0,,,,,
44,PT08M13.00S,2022-02-15T00:49:02.9Z,1,REGULAR,3pt,Jump Shot,[],203084,31.225361366622867,67.40196078431373,1610612758,11,2,2022-02-15T00:49:06Z,430000,-87.0,241.0,1,left,MISS H. Barnes 25' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,25.62,Missed,,,,,,,,,,,,,,,,,,,
45,PT08M11.00S,2022-02-15T00:49:04.9Z,1,REGULAR,rebound,defensive,[],203083,,,1610612751,11,2,2022-02-15T00:49:06Z,440000,,,0,,A. Drummond REBOUND (Off:0 Def:2),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,44.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
46,PT07M53.00S,2022-02-15T00:49:23.2Z,1,REGULAR,2pt,Jump Shot,[],1628971,96.13994743758212,8.333333333333332,1610612751,13,2,2022-02-15T00:49:36Z,450000,-208.0,-16.0,1,right,B. Brown 20' Jump Shot (4 PTS) (A. Drummond 1 AST),"[1628971, 203083]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,20.89,Made,,,,,4.0,A. Drummond,203083.0,1.0,,,,,,,,,,,
48,PT07M37.00S,2022-02-15T00:49:40.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,5.601182654402102,53.18627450980392,1610612758,13,4,2022-02-15T00:49:46Z,470000,-16.0,0.0,1,left,D. Sabonis Layup (2 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,1.59,Made,,,,,2.0,,,,,,,,,,,,,,
49,PT07M37.00S,2022-02-15T00:49:43.3Z,1,REGULAR,foul,personal,['1freethrow'],203083,,,1610612758,13,4,2022-02-15T00:49:51Z,480000,,,0,,A. Drummond shooting personal FOUL (1 PF) (Sabonis 1 FT),"[203083, 1627734]",1610612751.0,BKN,shooting,,,Drummond,A. Drummond,,,,,,,,,,,,,,,2004.0,,1.0,0.0,Sabonis,1627734.0,,,,,
51,PT07M37.00S,2022-02-15T00:50:07.8Z,1,REGULAR,freethrow,1 of 1,[],1627734,,,1610612758,13,5,2022-02-15T00:50:07Z,500000,,,0,,D. Sabonis Free Throw 1 of 1 (3 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
52,PT07M18.00S,2022-02-15T00:50:27.2Z,1,REGULAR,3pt,Jump Shot,[],201988,77.87450722733246,89.2156862745098,1610612751,16,5,2022-02-15T00:50:33Z,510000,196.0,155.0,1,right,P. Mills 25' 3PT  (6 PTS) (B. Brown 2 AST),"[201988, 1628971]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,25.03,Made,,,,,6.0,B. Brown,1628971.0,2.0,,,,,,,,,,,
54,PT07M03.00S,2022-02-15T00:50:42.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,18.2161629434954,37.99019607843137,1610612758,16,7,2022-02-15T00:50:47Z,530000,60.0,119.0,1,left,D. Fox 13' turnaround fadeaway Jump Shot (4 PTS),[1628368],1610612758.0,SAC,turnaround fadeaway,,,Fox,D. Fox,,,,,13.3,Made,,,,,4.0,,,,,,,,,,,,,,
55,PT06M47.00S,2022-02-15T00:50:58.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203552,86.28449408672799,48.529411764705884,1610612751,16,7,2022-02-15T00:51:03Z,540000,-7.0,76.0,1,right,MISS S. Curry 7' floating Shot,[203552],1610612751.0,BKN,floating,,,Curry,S. Curry,,,,,7.68,Missed,,,,,,,,,,,,,,,,,,,
56,PT06M43.00S,2022-02-15T00:51:02.7Z,1,REGULAR,rebound,defensive,[],203090,,,1610612758,16,7,2022-02-15T00:51:03Z,550000,,,0,,M. Harkless REBOUND (Off:0 Def:2),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,55.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
57,PT06M40.00S,2022-02-15T00:51:09.4Z,1,REGULAR,foul,personal,[],201988,,,1610612758,16,7,2022-02-15T00:51:42Z,560000,,,0,,P. Mills personal FOUL (1 PF),"[201988, 1627734]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,1628172.0,,1.0,0.0,Sabonis,1627734.0,,,,,
59,PT06M40.00S,2022-02-15T00:51:20.6Z,1,REGULAR,substitution,out,[],203083,,,1610612758,16,7,2022-02-15T00:51:25Z,580000,,,0,,SUB out: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M40.00S,2022-02-15T00:51:20.6Z,1,REGULAR,substitution,in,[],200746,,,1610612758,16,7,2022-02-15T00:51:25Z,590000,,,0,,SUB in: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M33.00S,2022-02-15T00:51:43.9Z,1,REGULAR,foul,personal,['2freethrow'],200746,,,1610612758,16,7,2022-02-15T00:51:58Z,600000,,,0,,L. Aldridge shooting personal FOUL (1 PF) (Fox 2 FT),"[200746, 1628368]",1610612751.0,BKN,shooting,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,2004.0,,1.0,0.0,Fox,1628368.0,,,,,
63,PT06M33.00S,2022-02-15T00:52:08.3Z,1,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,16,8,2022-02-15T00:52:59Z,620000,,,0,,D. Fox Free Throw 1 of 2 (5 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
64,PT06M33.00S,2022-02-15T00:52:18.5Z,1,REGULAR,substitution,out,[],201988,,,1610612758,16,8,2022-02-15T00:52:34Z,630000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M33.00S,2022-02-15T00:52:18.5Z,1,REGULAR,substitution,out,[],203200,,,1610612758,16,8,2022-02-15T00:52:34Z,640000,,,0,,SUB out: J. Holiday,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M33.00S,2022-02-15T00:52:18.5Z,1,REGULAR,substitution,in,[],1628975,,,1610612758,16,8,2022-02-15T00:52:34Z,650000,,,0,,SUB in: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M33.00S,2022-02-15T00:52:18.5Z,1,REGULAR,substitution,in,[],1630558,,,1610612758,16,8,2022-02-15T00:52:34Z,660000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M33.00S,2022-02-15T00:52:08.3Z,1,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,16,8,2022-02-15T00:52:59Z,670000,,,0,,MISS D. Fox Free Throw 2 of 2,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Missed,,,,,,,,,,,,,,,,,,,
69,PT06M25.00S,2022-02-15T00:52:16.3Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612751,16,8,2022-02-15T00:53:37Z,680000,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,68.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
70,PT06M17.00S,2022-02-15T00:53:07.0Z,1,REGULAR,2pt,Jump Shot,[],200746,75.77201051248358,37.745098039215684,1610612751,16,8,2022-02-15T00:53:29Z,690000,-61.0,175.0,1,right,MISS L. Aldridge 18' Jump Shot,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,18.56,Missed,,,,,,,,,,,,,,,,,,,
71,PT06M15.00S,2022-02-15T00:53:09.0Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,16,8,2022-02-15T00:53:29Z,700000,,,0,,H. Barnes REBOUND (Off:1 Def:2),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,70.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
72,PT06M07.00S,2022-02-15T00:53:16.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,16.90210249671485,46.07843137254902,1610612758,16,8,2022-02-15T00:53:31Z,710000,20.0,106.0,1,left,MISS D. Fox 10' turnaround Shot,[1628368],1610612758.0,SAC,turnaround,,,Fox,D. Fox,,,,,10.82,Missed,,,,,,,,,,,,,,,,,,,
73,PT06M04.00S,2022-02-15T00:53:19.8Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612751,16,8,2022-02-15T00:53:31Z,720000,,,0,,B. Brown REBOUND (Off:0 Def:2),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,72.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
74,PT05M59.00S,2022-02-15T00:53:25.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203552,66.44218134034165,51.225490196078425,1610612751,19,8,2022-02-15T00:53:34Z,730000,6.0,263.0,1,right,S. Curry 26' 3PT  (7 PTS) (B. Brown 3 AST),"[203552, 1628971]",1610612751.0,BKN,,,,Curry,S. Curry,,,,,26.3,Made,,,,,7.0,B. Brown,1628971.0,3.0,,,,,,,,,,,
76,PT05M42.00S,2022-02-15T00:53:41.3Z,1,REGULAR,3pt,Jump Shot,[],1630558,25.04927726675427,16.42156862745098,1610612758,19,11,2022-02-15T00:53:47Z,750000,168.0,183.0,1,left,D. Mitchell 24' 3PT  (3 PTS) (H. Barnes 1 AST),"[1630558, 203084]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,24.84,Made,,,,,3.0,H. Barnes,203084.0,1.0,,,,,,,,,,,
78,PT05M27.00S,2022-02-15T00:53:57.6Z,1,REGULAR,3pt,Jump Shot,[],1628971,75.3777923784494,14.215686274509803,1610612751,22,11,2022-02-15T00:54:02Z,770000,-179.0,179.0,1,right,B. Brown 25' 3PT  (7 PTS) (J. Carter 1 AST),"[1628971, 1628975]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,25.3,Made,,,,,7.0,J. Carter,1628975.0,1.0,,,,,,,,,,,
80,PT05M09.00S,2022-02-15T00:54:13.8Z,1,REGULAR,3pt,Jump Shot,[],203084,2.7102496714848883,96.07843137254902,1610612758,22,11,2022-02-15T00:54:18Z,790000,-230.0,-27.0,1,left,MISS H. Barnes 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,23.2,Missed,,,,,,,,,,,,,,,,,,,
81,PT05M07.00S,2022-02-15T00:54:15.8Z,1,REGULAR,rebound,defensive,[],1628975,,,1610612751,22,11,2022-02-15T00:54:18Z,800000,,,0,,J. Carter REBOUND (Off:0 Def:1),[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
82,PT04M48.00S,2022-02-15T00:54:38.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,94.03745072273325,53.431372549019606,1610612751,24,11,2022-02-15T00:54:43Z,810000,17.0,4.0,1,right,B. Brown driving Layup (9 PTS),[1628971],1610612751.0,BKN,driving,,,Brown,B. Brown,,,,,1.76,Made,,,,,9.0,,,,,,,,,,,,,,
83,PT04M48.00S,2022-02-15T00:54:41.2Z,1,REGULAR,foul,personal,['1freethrow'],203090,,,1610612751,24,11,2022-02-15T00:55:03Z,820000,,,0,,M. Harkless shooting personal FOUL (1 PF) (Brown 1 FT),"[203090, 1628971]",1610612758.0,SAC,shooting,,,Harkless,M. Harkless,,,,,,,,,,,,,,,2004.0,,1.0,0.0,Brown,1628971.0,,,,,
85,PT04M48.00S,2022-02-15T00:54:52.4Z,1,REGULAR,substitution,out,[],1630556,,,1610612751,24,11,2022-02-15T00:55:01Z,840000,,,0,,SUB out: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M48.00S,2022-02-15T00:54:52.4Z,1,REGULAR,substitution,out,[],203090,,,1610612751,24,11,2022-02-15T00:55:01Z,850000,,,0,,SUB out: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M48.00S,2022-02-15T00:54:52.4Z,1,REGULAR,substitution,out,[],1627734,,,1610612751,24,11,2022-02-15T00:55:01Z,860000,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M48.00S,2022-02-15T00:54:52.4Z,1,REGULAR,substitution,in,[],201949,,,1610612751,24,11,2022-02-15T00:55:01Z,870000,,,0,,SUB in: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M48.00S,2022-02-15T00:54:52.4Z,1,REGULAR,substitution,in,[],1626158,,,1610612751,24,11,2022-02-15T00:55:01Z,880000,,,0,,SUB in: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M48.00S,2022-02-15T00:54:52.4Z,1,REGULAR,substitution,in,[],1629002,,,1610612751,24,11,2022-02-15T00:55:01Z,890000,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
