actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
25,PT09M38.00S,2021-12-17T00:44:00.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629003,7.966491458607096,55.88235294117647,1610612755,10,9,2021-12-17T00:44:04Z,250000,-29.0,22.0,1,left,MISS S. Milton driving finger roll Layup,[1629003],1610612755.0,PHI,driving finger roll,,,Milton,S. Milton,,,,,3.7,Missed,,,,,,,,,,,,,,,,,,,
26,PT09M36.00S,2021-12-17T00:44:02.2Z,1,REGULAR,rebound,defensive,[],1630561,,,1610612751,10,9,2021-12-17T00:44:04Z,260000,,,0,,D. Duke Jr. REBOUND (Off:0 Def:1),[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,25.0,1.0,1.0,0.0,,,,,,
27,PT09M32.00S,2021-12-17T00:44:07.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630561,93.77463863337714,53.431372549019606,1610612751,10,9,2021-12-17T00:44:14Z,270000,17.0,6.0,1,right,MISS D. Duke Jr. running Layup,[1630561],1610612751.0,BKN,running,,,Duke Jr.,D. Duke Jr.,,,,,1.82,Missed,,,,,,,,,,,,,,,,,,,
28,PT09M27.00S,2021-12-17T00:44:12.1Z,1,REGULAR,rebound,defensive,[],203552,,,1610612755,10,9,2021-12-17T00:44:14Z,280000,,,0,,S. Curry REBOUND (Off:0 Def:1),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,27.0,1.0,1.0,0.0,,,,,,
29,PT09M23.00S,2021-12-17T00:44:15.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202699,23.340998685939553,86.27450980392157,1610612755,10,9,2021-12-17T00:44:35Z,290000,-181.0,167.0,1,left,MISS T. Harris 24' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,24.65,Missed,,,,,,,,,,,,,,,,,,,
30,PT09M21.00S,2021-12-17T00:44:17.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,10,9,2021-12-17T00:44:35Z,300000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,
31,PT09M21.00S,2021-12-17T00:44:21.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,10,9,2021-12-17T00:44:21Z,310000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT09M12.00S,2021-12-17T00:44:34.2Z,1,REGULAR,3pt,Jump Shot,[],201933,69.33311432325887,34.068627450980394,1610612751,10,9,2021-12-17T00:44:38Z,320000,-80.0,236.0,1,right,MISS B. Griffin 24' 3PT,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,24.89,Missed,,,,,,,,,,,,,,,,,,,
33,PT09M08.00S,2021-12-17T00:44:38.2Z,1,REGULAR,rebound,defensive,[],1629003,,,1610612755,10,9,2021-12-17T00:44:38Z,330000,,,0,,S. Milton REBOUND (Off:0 Def:1),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,32.0,1.0,1.0,0.0,,,,,,
34,PT09M03.00S,2021-12-17T00:44:43.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201980,3.4986859395532193,95.58823529411765,1610612755,10,9,2021-12-17T00:44:52Z,340000,-228.0,-20.0,1,left,MISS D. Green 3PT,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,22.87,Missed,,,,,,,,,,,,,,,,,,,
35,PT08M59.00S,2021-12-17T00:44:47.6Z,1,REGULAR,rebound,offensive,[],202699,,,1610612755,10,9,2021-12-17T00:44:47Z,350000,,,0,,T. Harris REBOUND (Off:1 Def:0),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,34.0,1.0,0.0,1.0,,,,,,
36,PT08M55.00S,2021-12-17T00:44:51.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203954,5.469776609724048,49.26470588235294,1610612755,10,11,2021-12-17T00:45:15Z,360000,4.0,-1.0,1,left,J. Embiid driving finger roll Layup (2 PTS) (T. Harris 1 AST),"[203954, 202699]",1610612755.0,PHI,driving finger roll,,,Embiid,J. Embiid,,,,,0.39,Made,2.0,T. Harris,202699.0,1.0,,,,,,,,,,,,,,,
38,PT08M47.00S,2021-12-17T00:45:02.2Z,1,REGULAR,foul,personal,[],1629003,,,1610612751,10,11,2021-12-17T00:45:11Z,380000,,,0,,S. Milton personal FOUL (1 PF),"[1629003, 201142]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,1627541.0,1.0,0.0,Durant,201142.0,,,,,,,,,,
40,PT08M42.00S,2021-12-17T00:45:18.4Z,1,REGULAR,2pt,Jump Shot,[],201142,89.96386333771353,72.79411764705883,1610612751,12,11,2021-12-17T00:45:22Z,400000,114.0,42.0,1,right,K. Durant 12' fadeaway Jump Shot (4 PTS),[201142],1610612751.0,BKN,fadeaway,,,Durant,K. Durant,,,,,12.14,Made,4.0,,,,,,,,,,,,,,,,,,
41,PT08M20.00S,2021-12-17T00:45:40.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203552,19.398817345597898,45.83333333333333,1610612755,12,13,2021-12-17T00:45:45Z,410000,21.0,130.0,1,left,S. Curry 13' floating Jump Shot (5 PTS),[203552],1610612755.0,PHI,floating,,,Curry,S. Curry,,,,,13.15,Made,5.0,,,,,,,,,,,,,,,,,,
42,PT08M07.00S,2021-12-17T00:45:52.7Z,1,REGULAR,3pt,Jump Shot,[],201988,75.90341655716163,13.480392156862745,1610612751,15,13,2021-12-17T00:45:56Z,420000,-183.0,174.0,1,right,P. Mills 25' 3PT  (6 PTS) (B. Griffin 2 AST),"[201988, 201933]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,25.22,Made,6.0,B. Griffin,201933.0,2.0,,,,,,,,,,,,,,,
44,PT07M52.00S,2021-12-17T00:46:07.8Z,1,REGULAR,2pt,Jump Shot,[],203552,21.895532194480946,70.09803921568627,1610612755,15,13,2021-12-17T00:46:12Z,440000,-100.0,153.0,1,left,MISS S. Curry 18' pullup Shot,[203552],1610612755.0,PHI,pullup,,,Curry,S. Curry,,,,,18.33,Missed,,,,,,,,,,,,,,,,,,,
45,PT07M49.00S,2021-12-17T00:46:10.8Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,15,13,2021-12-17T00:46:12Z,450000,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,44.0,1.0,1.0,0.0,,,,,,
46,PT07M41.00S,2021-12-17T00:46:19.1Z,1,REGULAR,2pt,Jump Shot,[],201142,87.91064388961892,22.817095588235293,1610612751,15,13,2021-12-17T00:46:25Z,460000,-136.0,61.0,1,right,MISS K. Durant 14' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,14.9,Missed,,,,,,,,,,,,,,,,,,,
47,PT07M39.00S,2021-12-17T00:46:21.1Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,15,13,2021-12-17T00:46:25Z,470000,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,46.0,1.0,1.0,0.0,,,,,,
48,PT07M30.00S,2021-12-17T00:46:32.8Z,1,REGULAR,foul,personal,['2freethrow'],201933,,,1610612755,15,13,2021-12-17T00:46:44Z,480000,,,0,,B. Griffin shooting personal FOUL (1 PF) (Embiid 2 FT),"[201933, 203954]",1610612751.0,BKN,shooting,,,Griffin,B. Griffin,,,,,,,,,,,1627541.0,1.0,0.0,Embiid,203954.0,,,,,,,,,,
50,PT07M30.00S,2021-12-17T00:47:04.7Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,15,14,2021-12-17T00:47:04Z,500000,,,0,,J. Embiid Free Throw 1 of 2 (3 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
51,PT07M30.00S,2021-12-17T00:47:24.3Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,15,15,2021-12-17T00:47:24Z,510000,,,0,,J. Embiid Free Throw 2 of 2 (4 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
52,PT07M14.00S,2021-12-17T00:47:41.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,92.46057818659659,52.69607843137255,1610612751,17,15,2021-12-17T00:47:45Z,520000,13.0,18.0,1,right,N. Claxton turnaround Hook (7 PTS) (D. Duke Jr. 2 AST),"[1629651, 1630561]",1610612751.0,BKN,turnaround,,,Claxton,N. Claxton,,,,,2.28,Made,7.0,D. Duke Jr.,1630561.0,2.0,,,,,,,,,,,,,,,
54,PT06M52.00S,2021-12-17T00:48:03.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629003,20.318659658344284,63.970588235294116,1610612755,17,15,2021-12-17T00:48:09Z,540000,-70.0,138.0,1,left,MISS S. Milton 15' pullup Shot,[1629003],1610612755.0,PHI,pullup,,,Milton,S. Milton,,,,,15.51,Missed,,,,,,,,,,,,,,,,,,,
55,PT06M52.00S,2021-12-17T00:48:03.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,17,15,2021-12-17T00:48:09Z,550000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,54.0,,,,,,,,,
56,PT06M52.00S,2021-12-17T00:48:08.2Z,1,REGULAR,foul,personal,[],1629003,,,1610612751,17,15,2021-12-17T00:48:43Z,560000,,,0,,S. Milton loose ball personal FOUL (2 PF),"[1629003, 201933]",1610612755.0,PHI,loose ball,,,Milton,S. Milton,,,,,,,,,,,1199.0,2.0,0.0,Griffin,201933.0,,,,,,,,,,
58,PT06M52.00S,2021-12-17T00:48:27.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,17,15,2021-12-17T00:48:27Z,580000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M52.00S,2021-12-17T00:48:40.1Z,1,REGULAR,substitution,out,[],1629003,,,1610612751,17,15,2021-12-17T00:51:25Z,590000,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M52.00S,2021-12-17T00:48:40.1Z,1,REGULAR,substitution,in,[],1630198,,,1610612751,17,15,2021-12-17T00:51:25Z,600000,,,0,,SUB in: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M40.00S,2021-12-17T00:51:51.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,93.64323258869908,49.50980392156863,1610612751,19,15,2021-12-17T00:51:56Z,610000,-2.0,7.0,1,right,N. Claxton alley-oop DUNK (9 PTS) (K. Durant 2 AST),"[1629651, 201142]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,0.77,Made,9.0,K. Durant,201142.0,2.0,,,,,,,,,,,,,,,
65,PT06M26.00S,2021-12-17T00:52:10.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,5.590000152587891,50.0,1610612755,19,15,2021-12-17T00:59:04Z,650000,0.0,0.0,1,left,MISS T. Harris floating Shot,[202699],1610612755.0,PHI,floating,,,Harris,T. Harris,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
66,PT06M25.00S,2021-12-17T00:52:11.3Z,1,REGULAR,rebound,offensive,[],202699,,,1610612755,19,15,2021-12-17T00:59:04Z,660000,,,0,,T. Harris REBOUND (Off:2 Def:0),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,65.0,2.0,0.0,2.0,,,,,,
102,PT06M25.00S,2021-12-17T00:52:13.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202699,9.773324572930349,54.16666666666667,1610612755,19,15,2021-12-17T01:00:08Z,665000,-21.0,39.0,1,left,MISS T. Harris tip Layup,[202699],1610612755.0,PHI,tip,,,Harris,T. Harris,,,,,4.46,Missed,,,,,,,,,,,,,,,,,,,
103,PT06M23.00S,2021-12-17T00:52:15.4Z,1,REGULAR,rebound,defensive,[],201988,,,1610612751,19,15,2021-12-17T01:00:08Z,667500,,,0,,P. Mills REBOUND (Off:0 Def:1),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,102.0,1.0,1.0,0.0,,,,,,
67,PT06M14.00S,2021-12-17T00:52:16.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201933,94.56307490144546,44.36274509803921,1610612751,19,15,2021-12-17T00:52:23Z,670000,-28.0,-1.0,1,right,MISS B. Griffin driving Layup,[201933],1610612751.0,BKN,driving,,,Griffin,B. Griffin,,,,,2.82,Missed,,,,,,,,,,,,,,,,,,,
68,PT06M12.00S,2021-12-17T00:52:18.6Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,19,15,2021-12-17T00:52:23Z,680000,,,0,,J. Embiid REBOUND (Off:0 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,67.0,2.0,2.0,0.0,,,,,,
69,PT06M07.00S,2021-12-17T00:52:26.7Z,1,REGULAR,foul,personal,['2freethrow'],1629651,,,1610612755,19,15,2021-12-17T00:52:50Z,690000,,,0,,N. Claxton shooting personal FOUL (1 PF) (Harris 2 FT),"[1629651, 202699]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,,,,,,,1199.0,1.0,0.0,Harris,202699.0,,,,,,,,,,
71,PT06M07.00S,2021-12-17T00:52:56.8Z,1,REGULAR,freethrow,1 of 2,[],202699,,,1610612755,19,16,2021-12-17T00:52:56Z,710000,,,0,,T. Harris Free Throw 1 of 2 (1 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
72,PT06M07.00S,2021-12-17T00:52:58.6Z,1,REGULAR,substitution,out,[],1629651,,,1610612755,19,16,2021-12-17T00:53:06Z,720000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M07.00S,2021-12-17T00:52:58.6Z,1,REGULAR,substitution,in,[],1630560,,,1610612755,19,16,2021-12-17T00:53:06Z,730000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M07.00S,2021-12-17T00:53:22.2Z,1,REGULAR,freethrow,2 of 2,[],202699,,,1610612755,19,17,2021-12-17T00:53:22Z,740000,,,0,,T. Harris Free Throw 2 of 2 (2 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
75,PT05M52.00S,2021-12-17T00:53:38.7Z,1,REGULAR,3pt,Jump Shot,[],201142,68.80749014454665,30.637254901960787,1610612751,19,17,2021-12-17T00:53:43Z,750000,-97.0,241.0,1,right,MISS K. Durant 25' pullup 3PT,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,25.94,Missed,,,,,,,,,,,,,,,,,,,
76,PT05M48.00S,2021-12-17T00:53:42.7Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,19,17,2021-12-17T00:53:43Z,760000,,,0,,J. Embiid REBOUND (Off:0 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,75.0,3.0,3.0,0.0,,,,,,
77,PT05M45.00S,2021-12-17T00:53:45.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630198,23.47240473061761,84.80392156862744,1610612755,19,17,2021-12-17T00:53:53Z,770000,-174.0,168.0,1,left,MISS I. Joe 24' running 3PT,[1630198],1610612755.0,PHI,running,,,Joe,I. Joe,,,,,24.19,Missed,,,,,,,,,,,,,,,,,,,
78,PT05M41.00S,2021-12-17T00:53:49.5Z,1,REGULAR,rebound,defensive,[],1630560,,,1610612751,19,17,2021-12-17T00:53:53Z,780000,,,0,,C. Thomas REBOUND (Off:0 Def:1),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,77.0,1.0,1.0,0.0,,,,,,
79,PT05M36.00S,2021-12-17T00:53:55.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201933,93.77463863337714,48.77450980392157,1610612751,21,17,2021-12-17T00:54:02Z,790000,-6.0,6.0,1,right,B. Griffin Layup (2 PTS),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,0.86,Made,2.0,,,,,,,,,,,,,,,,,,
80,PT05M18.00S,2021-12-17T00:54:12.9Z,1,REGULAR,2pt,Jump Shot,[],203954,20.45006570302234,30.88235294117647,1610612755,21,17,2021-12-17T00:54:17Z,800000,96.0,140.0,1,left,MISS J. Embiid 16' pullup Shot,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,16.93,Missed,,,,,,,,,,,,,,,,,,,
81,PT05M14.00S,2021-12-17T00:54:16.9Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,21,17,2021-12-17T00:54:17Z,810000,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,80.0,2.0,2.0,0.0,,,,,,
82,PT05M13.00S,2021-12-17T00:54:21.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,21,17,2021-12-17T00:54:21Z,820000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M13.00S,2021-12-17T00:54:22.5Z,1,REGULAR,substitution,out,[],201988,,,1610612751,21,17,2021-12-17T00:54:40Z,830000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M13.00S,2021-12-17T00:54:22.5Z,1,REGULAR,substitution,out,[],201980,,,1610612751,21,17,2021-12-17T00:54:40Z,840000,,,0,,SUB out: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M13.00S,2021-12-17T00:54:22.5Z,1,REGULAR,substitution,in,[],1630556,,,1610612751,21,17,2021-12-17T00:54:40Z,850000,,,0,,SUB in: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M13.00S,2021-12-17T00:54:22.5Z,1,REGULAR,substitution,in,[],1629680,,,1610612751,21,17,2021-12-17T00:54:40Z,860000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M01.00S,2021-12-17T00:54:52.5Z,1,REGULAR,2pt,Jump Shot,[],1630560,86.33377135348226,14.728860294117647,1610612751,23,17,2021-12-17T00:54:58Z,870000,-176.0,76.0,1,right,C. Thomas 19' pullup Jump Shot (2 PTS),[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,19.21,Made,2.0,,,,,,,,,,,,,,,,,,
88,PT04M42.00S,2021-12-17T00:55:10.3Z,1,REGULAR,3pt,Jump Shot,[],203552,31.61957950065703,58.57843137254902,1610612755,23,17,2021-12-17T00:55:15Z,880000,-43.0,245.0,1,left,MISS S. Curry 24' pullup 3PT,[203552],1610612755.0,PHI,pullup,,,Curry,S. Curry,,,,,24.84,Missed,,,,,,,,,,,,,,,,,,,
89,PT04M38.00S,2021-12-17T00:55:14.3Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,23,17,2021-12-17T00:55:15Z,890000,,,0,,K. Durant REBOUND (Off:0 Def:3),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,88.0,3.0,3.0,0.0,,,,,,
90,PT04M30.00S,2021-12-17T00:55:22.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201933,95.0886990801577,48.28431372549019,1610612751,23,17,2021-12-17T00:55:27Z,900000,-9.0,-6.0,1,right,MISS B. Griffin cutting DUNK,[201933],1610612751.0,BKN,cutting,,,Griffin,B. Griffin,,,,,1.07,Missed,,,,,,,,,,,,,,,,,,,
91,PT04M26.00S,2021-12-17T00:55:26.3Z,1,REGULAR,rebound,offensive,[],201142,,,1610612751,23,17,2021-12-17T00:55:27Z,910000,,,0,,K. Durant REBOUND (Off:1 Def:3),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,90.0,4.0,3.0,1.0,,,,,,
92,PT04M26.00S,2021-12-17T00:55:26.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201142,94.40999984741211,50.0,1610612751,25,17,2021-12-17T00:57:46Z,920000,0.0,0.0,1,right,K. Durant putback Layup (6 PTS),[201142],1610612751.0,BKN,putback,,,Durant,K. Durant,,,,,0.0,Made,6.0,,,,,,,,,,,,,,,,,,
93,PT04M22.00S,2021-12-17T00:55:34.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,25,17,2021-12-17T00:55:34Z,930000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
