actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
272,PT05M20.00S,2022-04-06T00:24:17.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630231,5.863994743758213,58.82352941176471,1610612745,49,37,2022-04-06T00:24:20Z,2720000,-44.0,3.0,1,left,MISS K. Martin Jr. driving Layup - blocked,"[1630231, 203083]",1610612745.0,HOU,driving,,,Martin Jr.,K. Martin Jr.,,,,,4.42,Missed,,,,,,,,,,Drummond,203083.0,,,,,,,
273,PT05M20.00S,2022-04-06T00:24:17.2Z,2,REGULAR,block,,[],203083,,,1610612745,49,37,2022-04-06T00:24:19Z,2730000,,,0,,A. Drummond BLOCK (1 BLK),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
274,PT05M18.00S,2022-04-06T00:24:19.2Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612751,49,37,2022-04-06T00:24:20Z,2740000,,,0,,B. Brown REBOUND (Off:0 Def:3),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,272.0,3.0,3.0,0.0,,,
275,PT05M14.00S,2022-04-06T00:24:23.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630556,85.3646517739816,42.8921568627451,1610612751,51,37,2022-04-06T00:24:33Z,2750000,-36.0,85.0,1,right,K. Edwards 9' floating Jump Shot (5 PTS) (B. Brown 1 AST),"[1630556, 1628971]",1610612751.0,BKN,floating,,,Edwards,K. Edwards,,,,,9.22,Made,5.0,B. Brown,1628971.0,1.0,,,,,,,,,,,,,,
277,PT04M56.00S,2022-04-06T00:24:40.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,8.623521681997373,48.77450980392157,1610612745,51,39,2022-04-06T00:24:45Z,2770000,6.0,29.0,1,left,A. Sengun driving Layup (6 PTS),[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,2.92,Made,6.0,,,,,,,,,,,,,,,,,
278,PT04M44.00S,2022-04-06T00:24:52.3Z,2,REGULAR,2pt,Jump Shot,[],1630560,81.94809461235218,82.35294117647058,1610612751,53,39,2022-04-06T00:24:56Z,2780000,162.0,117.0,1,right,C. Thomas 19' pullup Jump Shot (4 PTS),[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,19.98,Made,4.0,,,,,,,,,,,,,,,,,
279,PT04M28.00S,2022-04-06T00:25:08.6Z,2,REGULAR,3pt,Jump Shot,[],1630528,8.09789750328515,4.6568627450980395,1610612745,53,39,2022-04-06T00:25:13Z,2790000,227.0,24.0,1,left,MISS J. Christopher 3PT,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,22.79,Missed,,,,,,,,,,,,,,,,,,
280,PT04M24.00S,2022-04-06T00:25:12.6Z,2,REGULAR,rebound,defensive,[],201142,,,1610612751,53,39,2022-04-06T00:25:13Z,2800000,,,0,,K. Durant REBOUND (Off:0 Def:6),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,279.0,6.0,6.0,0.0,,,
281,PT04M10.00S,2022-04-06T00:25:26.2Z,2,REGULAR,2pt,Jump Shot,[],201142,77.34888304862024,36.27450980392157,1610612751,53,39,2022-04-06T00:25:42Z,2810000,-69.0,160.0,1,right,MISS K. Durant 17' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,17.45,Missed,,,,,,,,,,,,,,,,,,
282,PT04M08.00S,2022-04-06T00:25:28.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612745,53,39,2022-04-06T00:25:42Z,2820000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,281.0,,,,,,
283,PT04M08.00S,2022-04-06T00:25:32.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,53,39,2022-04-06T00:25:32Z,2830000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT04M08.00S,2022-04-06T00:25:33.7Z,2,REGULAR,substitution,out,[],1630231,,,1610612745,53,39,2022-04-06T00:25:38Z,2840000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,
285,PT04M08.00S,2022-04-06T00:25:33.7Z,2,REGULAR,substitution,out,[],1630227,,,1610612745,53,39,2022-04-06T00:25:38Z,2850000,,,0,,SUB out: D. Nix,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,,,,,,,,,,
286,PT04M08.00S,2022-04-06T00:25:33.7Z,2,REGULAR,substitution,in,[],1630224,,,1610612745,53,39,2022-04-06T00:25:38Z,2860000,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
287,PT04M08.00S,2022-04-06T00:25:33.7Z,2,REGULAR,substitution,in,[],1630256,,,1610612745,53,39,2022-04-06T00:25:38Z,2870000,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M57.00S,2022-04-06T00:25:57.3Z,2,REGULAR,foul,personal,[],1630556,,,1610612745,53,39,2022-04-06T00:26:20Z,2880000,,,0,,K. Edwards personal FOUL (1 PF),"[1630556, 1630578]",1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,1199.0,1.0,0.0,Sengun,1630578.0,,,,,,,,,
290,PT03M47.00S,2022-04-06T00:26:21.7Z,2,REGULAR,2pt,Jump Shot,[],1629645,24.392247043363994,51.470588235294116,1610612745,53,41,2022-04-06T00:26:26Z,2900000,-7.0,177.0,1,left,K. Porter Jr. 17' pullup Jump Shot (14 PTS),[1629645],1610612745.0,HOU,pullup,,,Porter Jr.,K. Porter Jr.,,,,,17.7,Made,14.0,,,,,,,,,,,,,,,,,
291,PT03M36.00S,2022-04-06T00:26:33.9Z,2,REGULAR,turnover,out-of-bounds,[],203083,,,1610612751,53,41,2022-04-06T00:26:40Z,2910000,,,0,,A. Drummond lost ball out-of-bounds TURNOVER (1 TO),[203083],1610612751.0,BKN,lost ball,,,Drummond,A. Drummond,,,,,,,,,,,1199.0,,,,,,,,,,,1.0,,
292,PT03M30.00S,2022-04-06T00:26:43.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630224,9.017739816031538,40.931372549019606,1610612745,53,41,2022-04-06T00:26:46Z,2920000,45.0,32.0,1,left,MISS J. Green driving Layup - blocked,"[1630224, 1628971]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,5.56,Missed,,,,,,,,,,Brown,1628971.0,,,,,,,
293,PT03M30.00S,2022-04-06T00:26:43.0Z,2,REGULAR,block,,[],1628971,,,1610612745,53,41,2022-04-06T00:26:45Z,2930000,,,0,,B. Brown BLOCK (2 BLK),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
294,PT03M27.00S,2022-04-06T00:26:46.0Z,2,REGULAR,rebound,defensive,[],1630560,,,1610612751,53,41,2022-04-06T00:26:46Z,2940000,,,0,,C. Thomas REBOUND (Off:0 Def:2),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,292.0,2.0,2.0,0.0,,,
295,PT03M26.00S,2022-04-06T00:26:51.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,53,41,2022-04-06T00:26:51Z,2950000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT03M26.00S,2022-04-06T00:26:51.7Z,2,REGULAR,substitution,out,[],1628971,,,1610612751,53,41,2022-04-06T00:26:54Z,2960000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
297,PT03M26.00S,2022-04-06T00:26:51.7Z,2,REGULAR,substitution,in,[],202681,,,1610612751,53,41,2022-04-06T00:26:54Z,2970000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,
298,PT03M24.00S,2022-04-06T00:27:08.6Z,2,REGULAR,2pt,Jump Shot,[],201142,87.20433639947439,22.058823529411764,1610612751,55,41,2022-04-06T00:27:12Z,2980000,-140.0,68.0,1,right,K. Durant 15' Jump Shot (4 PTS) (K. Irving 2 AST),"[201142, 202681]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,15.53,Made,4.0,K. Irving,202681.0,2.0,,,,,,,,,,,,,,
300,PT02M57.00S,2022-04-06T00:27:37.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630560,,,1610612745,55,41,2022-04-06T00:27:51Z,3000000,,,0,,C. Thomas shooting personal FOUL (1 PF) (Christopher 2 FT),"[1630560, 1630528]",1610612751.0,BKN,shooting,,,Thomas,C. Thomas,,,,,,,,,,,202901.0,1.0,0.0,Christopher,1630528.0,,,,,,,,,
302,PT02M57.00S,2022-04-06T00:27:50.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,55,41,2022-04-06T00:27:50Z,3020000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT02M57.00S,2022-04-06T00:30:51.0Z,2,REGULAR,freethrow,1 of 2,[],1630528,,,1610612745,55,41,2022-04-06T00:31:09Z,3030000,,,0,,MISS J. Christopher Free Throw 1 of 2,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,Missed,,,,,,,,,,,,,,,,,,
304,PT02M57.00S,2022-04-06T00:30:51.0Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612745,55,41,2022-04-06T00:31:09Z,3040000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,303.0,,,,,,
305,PT02M57.00S,2022-04-06T00:30:51.0Z,2,REGULAR,freethrow,2 of 2,[],1630528,,,1610612745,55,41,2022-04-06T00:31:09Z,3050000,,,0,,MISS J. Christopher Free Throw 2 of 2,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,Missed,,,,,,,,,,,,,,,,,,
306,PT02M55.00S,2022-04-06T00:30:53.0Z,2,REGULAR,rebound,defensive,[],203083,,,1610612751,55,41,2022-04-06T00:31:09Z,3060000,,,0,,A. Drummond REBOUND (Off:1 Def:4),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,305.0,5.0,4.0,1.0,,,
307,PT02M48.00S,2022-04-06T00:31:19.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630256,,,1610612751,55,41,2022-04-06T00:31:26Z,3070000,,,0,,J. Tate personal FOUL (1 PF) (Durant 2 FT),"[1630256, 201142]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,1627541.0,1.0,0.0,Durant,201142.0,,,,,,,,,
309,PT02M48.00S,2022-04-06T00:31:43.5Z,2,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,56,41,2022-04-06T00:31:43Z,3090000,,,0,,K. Durant Free Throw 1 of 2 (5 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
310,PT02M48.00S,2022-04-06T00:32:00.7Z,2,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,57,41,2022-04-06T00:32:00Z,3100000,,,0,,K. Durant Free Throw 2 of 2 (6 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
311,PT02M35.00S,2022-04-06T00:32:15.9Z,2,REGULAR,2pt,Jump Shot,[],1629645,27.020367936925098,50.49019607843137,1610612745,57,41,2022-04-06T00:32:19Z,3110000,-2.0,201.0,1,left,MISS K. Porter Jr. 20' pullup Shot,[1629645],1610612745.0,HOU,pullup,,,Porter Jr.,K. Porter Jr.,,,,,20.15,Missed,,,,,,,,,,,,,,,,,,
312,PT02M32.00S,2022-04-06T00:32:18.9Z,2,REGULAR,rebound,defensive,[],1630560,,,1610612751,57,41,2022-04-06T00:32:19Z,3120000,,,0,,C. Thomas REBOUND (Off:0 Def:3),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,311.0,3.0,3.0,0.0,,,
313,PT02M15.00S,2022-04-06T00:32:35.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203083,89.83245729303549,47.05882352941176,1610612751,57,41,2022-04-06T00:32:38Z,3130000,-15.0,43.0,1,right,MISS A. Drummond Layup - blocked,"[203083, 1630528]",1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,4.55,Missed,,,,,,,,,,Christopher,1630528.0,,,,,,,
314,PT02M15.00S,2022-04-06T00:32:35.9Z,2,REGULAR,block,,[],1630528,,,1610612751,57,41,2022-04-06T00:32:37Z,3140000,,,0,,J. Christopher BLOCK (1 BLK),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,
315,PT02M13.00S,2022-04-06T00:32:37.9Z,2,REGULAR,rebound,defensive,[],1630528,,,1610612745,57,41,2022-04-06T00:32:38Z,3150000,,,0,,J. Christopher REBOUND (Off:0 Def:3),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,313.0,3.0,3.0,0.0,,,
316,PT02M09.00S,2022-04-06T00:32:42.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630528,7.703679369250986,54.41176470588235,1610612745,57,41,2022-04-06T00:32:48Z,3160000,-22.0,20.0,1,left,MISS J. Christopher driving Layup - blocked,"[1630528, 1630556]",1610612745.0,HOU,driving,,,Christopher,J. Christopher,,,,,2.97,Missed,,,,,,,,,,Edwards,1630556.0,,,,,,,
317,PT02M09.00S,2022-04-06T00:32:42.7Z,2,REGULAR,block,,[],1630556,,,1610612745,57,41,2022-04-06T00:32:45Z,3170000,,,0,,K. Edwards BLOCK (1 BLK),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
318,PT02M06.00S,2022-04-06T00:32:45.7Z,2,REGULAR,rebound,offensive,[],1630528,,,1610612745,57,41,2022-04-06T00:32:48Z,3180000,,,0,,J. Christopher REBOUND (Off:1 Def:3),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,316.0,4.0,3.0,1.0,,,
319,PT02M01.00S,2022-04-06T00:32:52.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630256,5.601182654402102,53.18627450980392,1610612745,57,43,2022-04-06T00:32:57Z,3190000,-16.0,0.0,1,left,J. Tate reverse Layup (5 PTS) (A. Sengun 2 AST),"[1630256, 1630578]",1610612745.0,HOU,reverse,,,Tate,J. Tate,,,,,1.59,Made,5.0,A. Sengun,1630578.0,2.0,,,,,,,,,,,,,,
320,PT02M01.00S,2022-04-06T00:32:57.2Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203083,,,1610612745,57,43,2022-04-06T00:33:03Z,3200000,,,0,,A. Drummond shooting personal FOUL (3 PF) (Tate 1 FT),"[203083, 1630256]",1610612751.0,BKN,shooting,,,Drummond,A. Drummond,,,,,,,,,,,202901.0,3.0,0.0,Tate,1630256.0,,,,,,,,,
323,PT02M01.00S,2022-04-06T00:33:26.1Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1630256,,,1610612745,57,44,2022-04-06T00:33:26Z,3220000,,,0,,J. Tate Free Throw 1 of 1 (6 PTS),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
324,PT01M47.00S,2022-04-06T00:33:42.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203083,92.46057818659659,55.88235294117647,1610612751,57,44,2022-04-06T00:33:45Z,3230000,29.0,18.0,1,right,MISS A. Drummond driving Layup - blocked,"[203083, 1630224]",1610612751.0,BKN,driving,,,Drummond,A. Drummond,,,,,3.47,Missed,,,,,,,,,,Green,1630224.0,,,,,,,
325,PT01M47.00S,2022-04-06T00:33:42.2Z,2,REGULAR,block,,[],1630224,,,1610612751,57,44,2022-04-06T00:33:44Z,3240000,,,0,,J. Green BLOCK (1 BLK),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
326,PT01M45.00S,2022-04-06T00:33:44.2Z,2,REGULAR,rebound,offensive,[],203083,,,1610612751,57,44,2022-04-06T00:33:45Z,3250000,,,0,,A. Drummond REBOUND (Off:2 Def:4),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,324.0,6.0,4.0,2.0,,,
327,PT01M41.00S,2022-04-06T00:33:48.7Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630560,93.9060446780552,11.76470588235294,1610612751,59,44,2022-04-06T00:33:54Z,3260000,-191.0,5.0,1,right,C. Thomas 19' step back Jump Shot (6 PTS) (A. Drummond 1 AST),"[1630560, 203083]",1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,19.13,Made,6.0,A. Drummond,203083.0,1.0,,,,,,,,,,,,,,
329,PT01M23.00S,2022-04-06T00:34:08.8Z,2,REGULAR,violation,kicked ball,[],203083,,,1610612745,59,44,2022-04-06T00:34:13Z,3280000,,,0,,A. Drummond kicked ball VIOLATION,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,202901.0,,,,,,,,,,,,,
330,PT01M13.00S,2022-04-06T00:34:30.6Z,2,REGULAR,3pt,Jump Shot,[],1630256,31.61957950065703,52.94117647058824,1610612745,59,44,2022-04-06T00:34:37Z,3290000,-15.0,245.0,1,left,MISS J. Tate 24' 3PT,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,24.51,Missed,,,,,,,,,,,,,,,,,,
331,PT01M10.00S,2022-04-06T00:34:33.6Z,2,REGULAR,rebound,offensive,[],1630578,,,1610612745,59,44,2022-04-06T00:34:37Z,3300000,,,0,,A. Sengun REBOUND (Off:2 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,330.0,3.0,1.0,2.0,,,
332,PT01M03.00S,2022-04-06T00:34:41.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629645,29.77989487516426,78.67647058823529,1610612745,59,47,2022-04-06T00:34:44Z,3310000,-143.0,227.0,1,left,K. Porter Jr. 26' 3PT pullup (17 PTS) (A. Sengun 3 AST),"[1629645, 1630578]",1610612745.0,HOU,pullup,,,Porter Jr.,K. Porter Jr.,,,,,26.88,Made,17.0,A. Sengun,1630578.0,3.0,,,,,,,,,,,,,,
334,PT00M49.10S,2022-04-06T00:34:56.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202681,94.30026281208936,47.549019607843135,1610612751,61,47,2022-04-06T00:34:59Z,3330000,-12.0,1.0,1,right,K. Irving driving finger roll Layup (19 PTS),[202681],1610612751.0,BKN,driving finger roll,,,Irving,K. Irving,,,,,1.23,Made,19.0,,,,,,,,,,,,,,,,,
335,PT00M48.10S,2022-04-06T00:35:00.3Z,2,REGULAR,turnover,traveling,[],1630256,,,1610612745,61,47,2022-04-06T00:35:04Z,3340000,,,0,,J. Tate traveling TURNOVER (2 TO),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,1199.0,,,,,,,,,,,2.0,,
336,PT00M44.10S,2022-04-06T00:35:23.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202681,89.56964520367937,95.09803921568627,1610612751,64,47,2022-04-06T00:35:26Z,3350000,225.0,46.0,1,right,K. Irving 3PT  (22 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,23.0,Made,22.0,,,,,,,,,,,,,,,,,
337,PT00M31.40S,2022-04-06T00:35:40.5Z,2,REGULAR,3pt,Jump Shot,[],1629645,31.35676741130092,75.73529411764706,1610612745,64,47,2022-04-06T00:35:45Z,3360000,-129.0,242.0,1,left,MISS K. Porter Jr. 27' step back 3PT,[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,27.44,Missed,,,,,,,,,,,,,,,,,,
338,PT00M26.90S,2022-04-06T00:35:45.0Z,2,REGULAR,rebound,offensive,[],1630528,,,1610612745,64,47,2022-04-06T00:35:45Z,3370000,,,0,,J. Christopher REBOUND (Off:2 Def:3),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,337.0,5.0,3.0,2.0,,,
339,PT00M26.40S,2022-04-06T00:35:45.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630528,6.915243101182654,45.34313725490196,1610612745,64,47,2022-04-06T00:35:49Z,3380000,23.0,13.0,1,left,MISS J. Christopher driving Layup,[1630528],1610612745.0,HOU,driving,,,Christopher,J. Christopher,,,,,2.64,Missed,,,,,,,,,,,,,,,,,,
341,PT00M22.70S,2022-04-06T00:35:49.0Z,2,REGULAR,rebound,offensive,[],1630578,,,1610612745,64,47,2022-04-06T00:35:49Z,3400000,,,0,,A. Sengun REBOUND (Off:3 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,339.0,4.0,1.0,3.0,,,
342,PT00M21.40S,2022-04-06T00:35:50.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630578,7.835085413929041,55.63725490196079,1610612745,64,47,2022-04-06T00:35:54Z,3410000,-28.0,21.0,1,left,MISS A. Sengun putback Layup,[1630578],1610612745.0,HOU,putback,,,Sengun,A. Sengun,,,,,3.52,Missed,,,,,,,,,,,,,,,,,,
343,PT00M20.00S,2022-04-06T00:35:51.8Z,2,REGULAR,rebound,offensive,[],1630578,,,1610612745,64,47,2022-04-06T00:35:51Z,3420000,,,0,,A. Sengun REBOUND (Off:4 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,342.0,5.0,1.0,4.0,,,
344,PT00M18.10S,2022-04-06T00:35:53.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630256,6.915243101182654,56.127450980392155,1610612745,64,47,2022-04-06T00:35:57Z,3430000,-31.0,13.0,1,left,MISS J. Tate Layup,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,3.31,Missed,,,,,,,,,,,,,,,,,,
345,PT00M15.20S,2022-04-06T00:35:56.6Z,2,REGULAR,rebound,defensive,[],201142,,,1610612751,64,47,2022-04-06T00:35:56Z,3440000,,,0,,K. Durant REBOUND (Off:0 Def:7),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,344.0,7.0,7.0,0.0,,,
346,PT00M09.70S,2022-04-06T00:36:02.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202681,90.09526938239159,96.32352941176471,1610612751,64,47,2022-04-06T00:36:08Z,3450000,232.0,41.0,1,right,MISS K. Irving 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,23.51,Missed,,,,,,,,,,,,,,,,,,
347,PT00M05.90S,2022-04-06T00:36:05.9Z,2,REGULAR,rebound,offensive,[],203083,,,1610612751,64,47,2022-04-06T00:36:05Z,3460000,,,0,,A. Drummond REBOUND (Off:3 Def:4),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,346.0,7.0,4.0,3.0,,,
348,PT00M03.00S,2022-04-06T00:36:08.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203083,92.32917214191852,47.05882352941176,1610612751,64,47,2022-04-06T00:36:15Z,3470000,-15.0,20.0,1,right,MISS A. Drummond putback DUNK - blocked,"[203083, 1630528]",1610612751.0,BKN,putback,,,Drummond,A. Drummond,,,,,2.45,Missed,,,,,,,,,,Christopher,1630528.0,,,,,,,
349,PT00M03.00S,2022-04-06T00:36:08.8Z,2,REGULAR,block,,[],1630528,,,1610612751,64,47,2022-04-06T00:36:10Z,3480000,,,0,,J. Christopher BLOCK (2 BLK),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,
350,PT00M03.00S,2022-04-06T00:36:08.8Z,2,REGULAR,rebound,defensive,[],1630256,,,1610612745,64,47,2022-04-06T00:36:15Z,3490000,,,0,,J. Tate REBOUND (Off:2 Def:4),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,348.0,6.0,4.0,2.0,,,
351,PT00M00.00S,2022-04-06T00:36:16.5Z,2,REGULAR,period,end,[],0,,,1610612745,64,47,2022-04-06T00:36:16Z,3500000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2022-04-06T00:49:20.0Z,3,REGULAR,substitution,out,['startperiod'],1630556,,,1610612745,64,47,2022-04-06T00:51:30Z,3510000,,,0,,SUB out: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2022-04-06T00:49:20.0Z,3,REGULAR,substitution,out,['startperiod'],1630560,,,1610612745,64,47,2022-04-06T00:51:30Z,3520000,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2022-04-06T00:49:20.0Z,3,REGULAR,substitution,out,['startperiod'],1630528,,,1610612745,64,47,2022-04-06T00:51:30Z,3530000,,,0,,SUB out: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2022-04-06T00:49:20.0Z,3,REGULAR,substitution,in,['startperiod'],1628971,,,1610612745,64,47,2022-04-06T00:51:30Z,3540000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2022-04-06T00:49:20.0Z,3,REGULAR,substitution,in,['startperiod'],201988,,,1610612745,64,47,2022-04-06T00:51:30Z,3550000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2022-04-06T00:49:20.0Z,3,REGULAR,substitution,in,['startperiod'],1629726,,,1610612745,64,47,2022-04-06T00:51:30Z,3560000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2022-04-06T00:51:40.0Z,3,REGULAR,period,start,[],0,,,1610612745,64,47,2022-04-06T00:51:40Z,3570000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
