actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
26,PT10M16.00S,2021-10-29T23:43:51.6Z,1,REGULAR,turnover,traveling,[],1630537,,,1610612754,2,3,2021-10-29T23:43:59Z,260000,,,0,,C. Duarte traveling TURNOVER (1 TO),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,2882.0,,,,,,,,,,1.0,,,,,,
27,PT10M03.00S,2021-10-29T23:44:14.0Z,1,REGULAR,turnover,bad pass,[],201933,,,1610612751,2,3,2021-10-29T23:44:23Z,270000,,,0,,B. Griffin bad pass TURNOVER (1 TO),"[201933, 204456]",1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,1.0,McConnell,204456.0,,,,
28,PT10M03.00S,2021-10-29T23:44:14.0Z,1,REGULAR,steal,,[],204456,,,1610612754,2,3,2021-10-29T23:44:20Z,280000,,,0,,T. McConnell STEAL (1 STL),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT09M55.00S,2021-10-29T23:44:21.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630537,7.835085413929041,47.549019607843135,1610612754,2,3,2021-10-29T23:44:32Z,290000,12.0,21.0,1,left,MISS C. Duarte running Layup,[1630537],1610612754.0,IND,running,,,Duarte,C. Duarte,,,,,2.44,Missed,,,,,,,,,,,,,,,,,,,
30,PT09M55.00S,2021-10-29T23:44:21.6Z,1,REGULAR,rebound,defensive,[],203925,,,1610612751,2,3,2021-10-29T23:44:32Z,300000,,,0,,J. Harris REBOUND (Off:0 Def:1),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,29.0,,,1.0,1.0,0.0,,,,,,,,,,,,,
31,PT09M55.00S,2021-10-29T23:44:27.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,2,3,2021-10-29T23:44:27Z,310000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT09M46.00S,2021-10-29T23:44:40.3Z,1,REGULAR,foul,personal,['2freethrow'],203200,,,1610612751,2,3,2021-10-29T23:44:52Z,320000,,,0,,J. Holiday shooting personal FOUL (1 PF) (Durant 2 FT),"[203200, 201142]",1610612754.0,IND,shooting,,,Holiday,J. Holiday,,,,,,,,,1627963.0,,,,,,1.0,0.0,Durant,201142.0,,,,,,,
34,PT09M46.00S,2021-10-29T23:45:12.8Z,1,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,2,3,2021-10-29T23:45:12Z,340000,,,0,,MISS K. Durant Free Throw 1 of 2,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Missed,,,,,,,,,,,,,,,,,,,
35,PT09M46.00S,2021-10-29T23:45:12.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,2,3,2021-10-29T23:45:12Z,350000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,
36,PT09M46.00S,2021-10-29T23:45:29.4Z,1,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,3,3,2021-10-29T23:45:29Z,360000,,,0,,K. Durant Free Throw 2 of 2 (3 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,,3.0,,,,,,,,,,,,,,,,,
37,PT09M35.00S,2021-10-29T23:45:42.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204456,5.863994743758213,49.01960784313725,1610612754,3,3,2021-10-30T00:55:31Z,370000,5.0,3.0,1,left,MISS T. McConnell driving Layup,[204456],1610612754.0,IND,driving,,,McConnell,T. McConnell,,,,,0.55,Missed,,,,,,,,,,,,,,,,,,,
38,PT09M31.00S,2021-10-29T23:45:46.3Z,1,REGULAR,rebound,defensive,[],203925,,,1610612751,3,3,2021-10-29T23:52:25Z,380000,,,0,,J. Harris REBOUND (Off:0 Def:2),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,37.0,,,2.0,2.0,0.0,,,,,,,,,,,,,
41,PT09M28.00S,2021-10-29T23:45:48.9Z,1,REGULAR,turnover,bad pass,[],201142,,,1610612751,3,3,2021-10-29T23:45:53Z,410000,,,0,,K. Durant bad pass TURNOVER (1 TO),"[201142, 203200]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,1.0,Holiday,203200.0,,,,
42,PT09M28.00S,2021-10-29T23:45:48.9Z,1,REGULAR,steal,,[],203200,,,1610612754,3,3,2021-10-29T23:45:50Z,420000,,,0,,J. Holiday STEAL (1 STL),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT09M24.00S,2021-10-29T23:45:52.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203200,27.94021024967148,19.362745098039216,1610612754,3,6,2021-10-29T23:45:58Z,430000,153.0,210.0,1,left,J. Holiday 26' 3PT running pullup (3 PTS),[203200],1610612754.0,IND,running pullup,,,Holiday,J. Holiday,,,,,26.0,Made,,3.0,,,,,,,,,,,,,,,,,
44,PT09M10.00S,2021-10-29T23:46:06.9Z,1,REGULAR,3pt,Jump Shot,[],201933,72.35545335085413,20.588235294117645,1610612751,3,6,2021-10-29T23:51:44Z,440000,-147.0,207.0,1,right,MISS B. Griffin 25' 3PT,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,25.43,Missed,,,,,,,,,,,,,,,,,,,
45,PT09M07.00S,2021-10-29T23:46:09.9Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,3,6,2021-10-29T23:46:13Z,450000,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,44.0,,,1.0,1.0,0.0,,,,,,,,,,,,,
46,PT08M57.00S,2021-10-29T23:46:20.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203200,5.863994743758213,48.529411764705884,1610612754,3,6,2021-10-29T23:46:30Z,460000,7.0,3.0,1,left,MISS J. Holiday reverse Layup,[203200],1610612754.0,IND,reverse,,,Holiday,J. Holiday,,,,,0.78,Missed,,,,,,,,,,,,,,,,,,,
47,PT08M53.00S,2021-10-29T23:46:23.7Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612754,3,6,2021-10-29T23:46:23Z,470000,,,0,,D. Sabonis REBOUND (Off:1 Def:1),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,46.0,,,2.0,1.0,1.0,,,,,,,,,,,,,
48,PT08M51.00S,2021-10-29T23:46:26.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630537,7.440867279894875,49.01960784313725,1610612754,3,8,2021-10-29T23:54:03Z,480000,5.0,17.0,1,left,C. Duarte cutting Layup (2 PTS) (D. Sabonis 1 AST),"[1630537, 1627734]",1610612754.0,IND,cutting,,,Duarte,C. Duarte,,,,,1.81,Made,,2.0,,,,,,,,,,,,,,D. Sabonis,1627734.0,1.0,
50,PT08M34.00S,2021-10-29T23:46:42.7Z,1,REGULAR,3pt,Jump Shot,[],203925,70.90998685939553,22.058823529411764,1610612751,3,8,2021-10-29T23:46:46Z,500000,-140.0,221.0,1,right,MISS J. Harris 26' 3PT,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,26.14,Missed,,,,,,,,,,,,,,,,,,,
51,PT08M31.00S,2021-10-29T23:46:45.7Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,3,8,2021-10-29T23:46:46Z,510000,,,0,,D. Sabonis REBOUND (Off:1 Def:2),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,50.0,,,3.0,2.0,1.0,,,,,,,,,,,,,
52,PT08M15.00S,2021-10-29T23:47:02.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627734,13.14060446780552,48.66344975490196,1610612754,3,10,2021-10-29T23:47:25Z,520000,7.0,71.0,1,left,D. Sabonis 7' turnaround Jump Shot (4 PTS),[1627734],1610612754.0,IND,turnaround,,,Sabonis,D. Sabonis,,,,,7.13,Made,,4.0,,,,,,,,,,,,,,,,,
53,PT07M55.00S,2021-10-29T23:47:21.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,86.41590013140605,41.66666666666667,1610612751,5,10,2021-10-29T23:47:32Z,530000,-42.0,75.0,1,right,B. Brown 8' floating Jump Shot (2 PTS) (J. Harden 1 AST),"[1628971, 201935]",1610612751.0,BKN,floating,,,Brown,B. Brown,,,,,8.6,Made,,2.0,,,,,,,,,,,,,,J. Harden,201935.0,1.0,
55,PT07M43.00S,2021-10-29T23:47:33.5Z,1,REGULAR,3pt,Jump Shot,[],203200,31.882391590013142,50.98039215686274,1610612754,5,13,2021-10-29T23:47:38Z,550000,-5.0,247.0,1,left,J. Holiday 24' 3PT pullup (6 PTS) (D. Sabonis 2 AST),"[203200, 1627734]",1610612754.0,IND,pullup,,,Holiday,J. Holiday,,,,,24.72,Made,,6.0,,,,,,,,,,,,,,D. Sabonis,1627734.0,2.0,
57,PT07M32.00S,2021-10-29T23:47:47.6Z,1,REGULAR,violation,kicked ball,[],1630537,,,1610612751,5,13,2021-10-29T23:48:22Z,570000,,,0,,C. Duarte kicked ball VIOLATION,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,1627963.0,,,,,,,,,,,,,,,,
58,PT07M32.00S,2021-10-29T23:47:52.1Z,1,REGULAR,substitution,out,[],1628971,,,1610612751,5,13,2021-10-29T23:48:08Z,580000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M32.00S,2021-10-29T23:47:52.1Z,1,REGULAR,substitution,in,[],201988,,,1610612751,5,13,2021-10-29T23:48:08Z,590000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M32.00S,2021-10-29T23:48:13.4Z,1,REGULAR,turnover,out-of-bounds,[],201935,,,1610612751,5,13,2021-10-29T23:48:33Z,600000,,,0,,J. Harden bad pass out-of-bounds TURNOVER (1 TO),[201935],1610612751.0,BKN,bad pass,,,Harden,J. Harden,,,,,,,,,203592.0,,,,,,,,,,1.0,,,,,,
61,PT07M14.00S,2021-10-29T23:48:53.9Z,1,REGULAR,substitution,out,[],1626167,,,1610612754,5,13,2021-10-29T23:48:56Z,610000,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M14.00S,2021-10-29T23:48:53.9Z,1,REGULAR,substitution,in,[],1629052,,,1610612754,5,13,2021-10-29T23:48:56Z,620000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M14.00S,2021-10-29T23:49:17.9Z,1,REGULAR,jumpball,recovered,[],203925,,,1610612754,5,13,2021-10-29T23:56:49Z,630000,,,0,,Jump Ball B. Griffin vs. D. Sabonis: Tip to J. Harris,"[203925, 201933, 1627734]",1610612751.0,BKN,heldball,J. Harris,203925.0,Harris,J. Harris,Griffin,201933.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,
66,PT07M12.00S,2021-10-29T23:49:17.9Z,1,REGULAR,turnover,lost ball,[],1627734,,,1610612754,5,13,2021-10-29T23:49:17Z,660000,,,0,,D. Sabonis lost ball TURNOVER (1 TO),"[1627734, 201933]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,1.0,Griffin,201933.0,,,,
67,PT07M12.00S,2021-10-29T23:49:17.9Z,1,REGULAR,steal,,[],201933,,,1610612751,5,13,2021-10-29T23:49:17Z,670000,,,0,,B. Griffin STEAL (1 STL),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT07M02.00S,2021-10-29T23:49:30.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,5,13,2021-10-29T23:49:30Z,680000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M59.00S,2021-10-29T23:49:50.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201142,89.30683311432325,75.0,1610612751,7,13,2021-10-29T23:49:55Z,690000,125.0,48.0,1,right,K. Durant 13' pullup Jump Shot (5 PTS) (J. Harden 2 AST),"[201142, 201935]",1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,13.39,Made,,5.0,,,,,,,,,,,,,,J. Harden,201935.0,2.0,
71,PT06M45.00S,2021-10-29T23:50:03.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630537,12.040078843626807,59.80392156862745,1610612754,7,13,2021-10-29T23:58:20Z,710000,-49.0,61.0,1,left,MISS C. Duarte 7' driving floating Shot,[1630537],1610612754.0,IND,driving floating,,,Duarte,C. Duarte,,,,,7.8,Missed,,,,,,,,,,,,,,,,,,,
72,PT06M43.00S,2021-10-29T23:50:05.8Z,1,REGULAR,rebound,defensive,[],201988,,,1610612751,7,13,2021-10-29T23:50:08Z,720000,,,0,,P. Mills REBOUND (Off:0 Def:1),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,71.0,,,1.0,1.0,0.0,,,,,,,,,,,,,
73,PT06M39.00S,2021-10-29T23:50:10.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201935,68.41327201051249,27.941176470588236,1610612751,10,13,2021-10-29T23:50:21Z,730000,-110.0,244.0,1,right,J. Harden 26' 3PT running pullup (3 PTS),[201935],1610612751.0,BKN,running pullup,,,Harden,J. Harden,,,,,26.81,Made,,3.0,,,,,,,,,,,,,,,,,
74,PT06M37.00S,2021-10-29T23:50:16.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,10,13,2021-10-29T23:50:16Z,740000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M37.00S,2021-10-29T23:50:22.4Z,1,REGULAR,substitution,out,[],204456,,,1610612754,10,13,2021-10-29T23:52:47Z,750000,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M37.00S,2021-10-29T23:50:22.4Z,1,REGULAR,substitution,out,[],1629052,,,1610612754,10,13,2021-10-29T23:52:47Z,760000,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M37.00S,2021-10-29T23:50:22.4Z,1,REGULAR,substitution,in,[],1628470,,,1610612754,10,13,2021-10-29T23:52:47Z,770000,,,0,,SUB in: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M37.00S,2021-10-29T23:50:22.4Z,1,REGULAR,substitution,in,[],202954,,,1610612754,10,13,2021-10-29T23:52:47Z,780000,,,0,,SUB in: B. Wanamaker,[202954],1610612754.0,IND,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M23.00S,2021-10-29T23:53:28.1Z,1,REGULAR,2pt,Jump Shot,[],202954,25.837713534822605,35.049019607843135,1610612754,10,13,2021-10-29T23:53:35Z,790000,75.0,190.0,1,left,MISS B. Wanamaker 20' pullup Shot,[202954],1610612754.0,IND,pullup,,,Wanamaker,B. Wanamaker,,,,,20.46,Missed,,,,,,,,,,,,,,,,,,,
80,PT06M19.00S,2021-10-29T23:53:32.1Z,1,REGULAR,rebound,offensive,[],202954,,,1610612754,10,13,2021-10-30T00:05:16Z,800000,,,0,,B. Wanamaker REBOUND (Off:1 Def:0),[202954],1610612754.0,IND,,,,Wanamaker,B. Wanamaker,,,,,,,79.0,,,1.0,0.0,1.0,,,,,,,,,,,,,
81,PT06M16.00S,2021-10-29T23:53:34.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630537,10.068988173455978,87.99019607843137,1610612754,10,15,2021-10-29T23:53:52Z,810000,-190.0,42.0,1,left,C. Duarte 19' Jump Shot (4 PTS) (B. Wanamaker 1 AST),"[1630537, 202954]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,19.46,Made,,4.0,,,,,,,,,,,,,,B. Wanamaker,202954.0,1.0,
82,PT06M04.00S,2021-10-29T23:53:47.1Z,1,REGULAR,turnover,lost ball,[],201935,,,1610612751,10,15,2021-10-29T23:54:14Z,820000,,,0,,J. Harden lost ball TURNOVER (2 TO),"[201935, 1627734]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,2.0,Sabonis,1627734.0,,,,
83,PT06M04.00S,2021-10-29T23:53:47.1Z,1,REGULAR,steal,,[],1627734,,,1610612754,10,15,2021-10-29T23:53:49Z,830000,,,0,,D. Sabonis STEAL (1 STL),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M01.00S,2021-10-29T23:53:50.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630537,5.995400788436268,50.0,1610612754,10,17,2021-10-29T23:54:10Z,840000,0.0,4.0,1,left,C. Duarte running DUNK (6 PTS) (D. Sabonis 3 AST),"[1630537, 1627734]",1610612754.0,IND,running,,,Duarte,C. Duarte,,,,,0.39,Made,,6.0,,,,,,,,,,,,,,D. Sabonis,1627734.0,3.0,
87,PT05M47.00S,2021-10-29T23:54:13.4Z,1,REGULAR,turnover,lost ball,[],201935,,,1610612751,10,17,2021-10-29T23:54:17Z,860000,,,0,,J. Harden lost ball TURNOVER (3 TO),"[201935, 1627734]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,3.0,Sabonis,1627734.0,,,,
88,PT05M47.00S,2021-10-29T23:54:13.4Z,1,REGULAR,steal,,[],1627734,,,1610612754,10,17,2021-10-29T23:55:13Z,870000,,,0,,D. Sabonis STEAL (2 STL),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M41.00S,2021-10-29T23:54:18.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627734,5.732588699080158,48.03921568627451,1610612754,10,19,2021-10-29T23:54:25Z,880000,10.0,1.0,1,left,D. Sabonis running finger roll Layup (6 PTS) (T. Craig 1 AST),"[1627734, 1628470]",1610612754.0,IND,running finger roll,,,Sabonis,D. Sabonis,,,,,0.99,Made,,6.0,,,,,,,,,,,,,,T. Craig,1628470.0,1.0,
91,PT05M25.00S,2021-10-29T23:54:34.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,83.919185282523,51.9607843137255,1610612751,12,19,2021-10-29T23:54:38Z,900000,10.0,99.0,1,right,K. Durant 9' turnaround fadeaway Jump Shot (7 PTS),[201142],1610612751.0,BKN,turnaround fadeaway,,,Durant,K. Durant,,,,,9.92,Made,,7.0,,,,,,,,,,,,,,,,,
