actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
181,PT00M01.40S,2021-10-30T00:08:28.6Z,1,REGULAR,substitution,in,[],1628971,,,1610612754,26,38,2021-10-30T00:08:42Z,1790000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT00M01.40S,2021-10-30T00:08:28.6Z,1,REGULAR,substitution,in,[],1627761,,,1610612754,26,38,2021-10-30T00:08:42Z,1800000,,,0,,SUB in: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT00M01.40S,2021-10-30T00:08:28.6Z,1,REGULAR,substitution,in,[],203087,,,1610612754,26,38,2021-10-30T00:08:42Z,1810000,,,0,,SUB in: J. Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT00M00.00S,2021-10-30T00:08:48.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628470,28.203022339027594,20.588235294117645,1610612754,26,38,2021-10-30T00:08:55Z,1820000,147.0,213.0,1,left,MISS T. Craig 25' turnaround 3PT,[1628470],1610612754.0,IND,turnaround,,,Craig,T. Craig,,,,,25.85,Missed,,,,,,,,,,,,,,,,,,,
185,PT00M00.00S,2021-10-30T00:08:51.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,26,38,2021-10-30T00:08:51Z,1830000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,184.0,,,,,,,,,,,,,,,,,,
186,PT00M00.00S,2021-10-30T00:08:54.4Z,1,REGULAR,period,end,[],0,,,1610612754,26,38,2021-10-30T00:08:54Z,1840000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2021-10-30T00:09:11.8Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612754,26,38,2021-10-30T00:11:28Z,1850000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2021-10-30T00:09:11.8Z,2,REGULAR,substitution,out,['startperiod'],1628971,,,1610612754,26,38,2021-10-30T00:11:28Z,1860000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2021-10-30T00:09:11.8Z,2,REGULAR,substitution,in,['startperiod'],1628975,,,1610612754,26,38,2021-10-30T00:11:28Z,1870000,,,0,,SUB in: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2021-10-30T00:09:11.8Z,2,REGULAR,substitution,in,['startperiod'],203925,,,1610612754,26,38,2021-10-30T00:11:28Z,1880000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT12M00.00S,2021-10-30T00:11:53.0Z,2,REGULAR,period,start,[],0,,,1610612751,26,38,2021-10-30T00:11:53Z,1890000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT12M00.00S,2021-10-30T00:11:54.9Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612751,26,38,2021-10-30T00:16:53Z,1900000,,,0,,TEAM delay-of-game VIOLATION,[],1610612751.0,BKN,,,,,,,,,,,,,,1627963.0,,,,,,,,,,,,,,,,
193,PT11M43.00S,2021-10-30T00:12:09.4Z,2,REGULAR,2pt,Jump Shot,[],200746,77.7431011826544,25.98039215686275,1610612751,28,38,2021-10-30T00:12:22Z,1910000,-120.0,157.0,1,right,L. Aldridge 19' Jump Shot (2 PTS) (J. Harris 1 AST),"[200746, 203925]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,19.74,Made,,2.0,,,,,,,,,,,,,,J. Harris,203925.0,1.0,
196,PT11M43.00S,2021-10-30T00:12:24.8Z,2,REGULAR,foul,personal,['1freethrow'],1626167,,,1610612751,28,38,2021-10-30T00:12:44Z,1940000,,,0,,M. Turner shooting personal FOUL (1 PF) (Aldridge 1 FT),"[1626167, 200746]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,,,,,2882.0,,,,,,1.0,0.0,Aldridge,200746.0,,,,,,,
198,PT11M43.00S,2021-10-30T00:12:43.0Z,2,REGULAR,freethrow,1 of 1,[],200746,,,1610612751,28,38,2021-10-30T00:12:47Z,1960000,,,0,,MISS L. Aldridge Free Throw 1 of 1,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,Missed,,,,,,,,,,,,,,,,,,,
199,PT11M36.00S,2021-10-30T00:12:50.0Z,2,REGULAR,rebound,defensive,[],203200,,,1610612754,28,38,2021-10-30T00:12:47Z,1970000,,,0,,J. Holiday REBOUND (Off:0 Def:1),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,198.0,,,1.0,1.0,0.0,,,,,,,,,,,,,
200,PT11M30.00S,2021-10-30T00:12:54.2Z,2,REGULAR,foul,personal,[],203925,,,1610612754,28,38,2021-10-30T00:13:04Z,1980000,,,0,,J. Harris personal FOUL (1 PF),"[203925, 203087]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,1627963.0,,,,,,1.0,0.0,Lamb,203087.0,,,,,,,
202,PT11M25.00S,2021-10-30T00:13:18.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,28,38,2021-10-30T00:13:18Z,2000000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT11M15.00S,2021-10-30T00:13:48.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203087,11.908672798948752,53.431372549019606,1610612754,28,38,2021-10-30T00:13:54Z,2010000,-17.0,59.0,1,left,MISS J. Lamb 6' driving floating Shot,[203087],1610612754.0,IND,driving floating,,,Lamb,J. Lamb,,,,,6.18,Missed,,,,,,,,,,,,,,,,,,,
204,PT11M10.00S,2021-10-30T00:13:52.1Z,2,REGULAR,rebound,offensive,[],1628470,,,1610612754,28,38,2021-10-30T00:13:52Z,2020000,,,0,,T. Craig REBOUND (Off:2 Def:1),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,203.0,,,3.0,1.0,2.0,,,,,,,,,,,,,
205,PT11M10.00S,2021-10-30T00:13:52.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628470,5.590000152587891,50.0,1610612754,28,40,2021-10-30T00:13:56Z,2030000,0.0,0.0,1,left,T. Craig tip Layup (12 PTS),[1628470],1610612754.0,IND,tip,,,Craig,T. Craig,,,,,0.0,Made,,12.0,,,,,,,,,,,,,,,,,
206,PT11M07.00S,2021-10-30T00:14:08.1Z,2,REGULAR,stoppage,blood rule,[],0,,,1610612751,28,40,2021-10-30T00:14:08Z,2040000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT10M58.00S,2021-10-30T00:15:16.3Z,2,REGULAR,2pt,Jump Shot,[],200746,78.26872536136662,23.52941176470588,1610612751,30,40,2021-10-30T00:15:22Z,2050000,-132.0,152.0,1,right,L. Aldridge 20' Jump Shot (4 PTS) (P. Mills 1 AST),"[200746, 201988]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,20.14,Made,,4.0,,,,,,,,,,,,,,P. Mills,201988.0,1.0,
209,PT10M34.00S,2021-10-30T00:15:41.0Z,2,REGULAR,turnover,bad pass,[],203200,,,1610612754,30,40,2021-10-30T00:15:48Z,2070000,,,0,,J. Holiday bad pass TURNOVER (1 TO),"[203200, 201988]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,1.0,Mills,201988.0,,,,
210,PT10M34.00S,2021-10-30T00:15:41.0Z,2,REGULAR,steal,,[],201988,,,1610612751,30,40,2021-10-30T00:15:43Z,2080000,,,0,,P. Mills STEAL (1 STL),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT10M30.00S,2021-10-30T00:15:45.3Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203925,95.22010512483574,96.56862745098039,1610612751,30,40,2021-10-30T00:15:53Z,2090000,233.0,-8.0,1,right,MISS J. Harris running 3PT,[203925],1610612751.0,BKN,running,,,Harris,J. Harris,,,,,23.29,Missed,,,,,,,,,,,,,,,,,,,
212,PT10M24.00S,2021-10-30T00:15:51.3Z,2,REGULAR,rebound,defensive,[],203087,,,1610612754,30,40,2021-10-30T00:15:53Z,2100000,,,0,,J. Lamb REBOUND (Off:0 Def:1),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,211.0,,,1.0,1.0,0.0,,,,,,,,,,,,,
213,PT10M21.00S,2021-10-30T00:15:54.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626167,5.206964520367937,45.09803921568628,1610612754,30,42,2021-10-30T00:16:11Z,2110000,25.0,-4.0,1,left,M. Turner running Layup (3 PTS) (T. Craig 2 AST),"[1626167, 1628470]",1610612754.0,IND,running,,,Turner,M. Turner,,,,,2.48,Made,,3.0,,,,,,,,,,,,,,T. Craig,1628470.0,2.0,
215,PT10M03.00S,2021-10-30T00:16:11.3Z,2,REGULAR,3pt,Jump Shot,[],201988,66.96780551905388,47.794117647058826,1610612751,30,42,2021-10-30T00:16:15Z,2130000,-11.0,258.0,1,right,MISS P. Mills 25' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,25.82,Missed,,,,,,,,,,,,,,,,,,,
216,PT10M01.00S,2021-10-30T00:16:13.3Z,2,REGULAR,rebound,defensive,[],1626167,,,1610612754,30,42,2021-10-30T00:16:15Z,2140000,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,215.0,,,2.0,2.0,0.0,,,,,,,,,,,,,
217,PT09M54.00S,2021-10-30T00:16:20.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",204456,7.30946123521682,48.03921568627451,1610612754,30,42,2021-10-30T00:16:47Z,2150000,10.0,16.0,1,left,MISS T. McConnell running Layup,[204456],1610612754.0,IND,running,,,McConnell,T. McConnell,,,,,1.89,Missed,,,,,,,,,,,,,,,,,,,
218,PT09M50.00S,2021-10-30T00:16:24.8Z,2,REGULAR,rebound,offensive,[],1628470,,,1610612754,30,42,2021-10-30T00:16:47Z,2160000,,,0,,T. Craig REBOUND (Off:3 Def:1),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,217.0,,,4.0,1.0,3.0,,,,,,,,,,,,,
219,PT09M50.00S,2021-10-30T00:16:24.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1628470,5.590000152587891,50.0,1610612754,30,44,2021-10-30T00:16:48Z,2170000,0.0,0.0,1,left,T. Craig tip Layup (14 PTS),[1628470],1610612754.0,IND,tip,,,Craig,T. Craig,,,,,0.0,Made,,14.0,,,,,,,,,,,,,,,,,
220,PT09M40.00S,2021-10-30T00:16:34.4Z,2,REGULAR,2pt,Jump Shot,[],200746,92.72339027595268,73.52941176470588,1610612751,30,44,2021-10-30T00:16:41Z,2180000,118.0,16.0,1,right,MISS L. Aldridge 11' turnaround Shot,[200746],1610612751.0,BKN,turnaround,,,Aldridge,L. Aldridge,,,,,11.87,Missed,,,,,,,,,,,,,,,,,,,
221,PT09M37.00S,2021-10-30T00:16:37.4Z,2,REGULAR,rebound,defensive,[],203087,,,1610612754,30,44,2021-10-30T00:16:41Z,2190000,,,0,,J. Lamb REBOUND (Off:0 Def:2),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,220.0,,,2.0,2.0,0.0,,,,,,,,,,,,,
222,PT09M17.00S,2021-10-30T00:16:58.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628470,14.14257555847569,37.00980392156863,1610612754,30,46,2021-10-30T00:17:24Z,2200000,65.0,80.0,1,left,T. Craig 10' Jump Shot (16 PTS) (M. Turner 2 AST),"[1628470, 1626167]",1610612754.0,IND,,,,Craig,T. Craig,,,,,10.34,Made,,16.0,,,,,,,,,,,,,,M. Turner,1626167.0,2.0,
224,PT09M15.00S,2021-10-30T00:17:04.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,30,46,2021-10-30T00:17:04Z,2220000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT09M15.00S,2021-10-30T00:17:05.4Z,2,REGULAR,substitution,out,[],201988,,,1610612751,30,46,2021-10-30T00:19:45Z,2230000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT09M15.00S,2021-10-30T00:17:05.4Z,2,REGULAR,substitution,out,[],1627761,,,1610612751,30,46,2021-10-30T00:19:45Z,2240000,,,0,,SUB out: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT09M15.00S,2021-10-30T00:17:05.4Z,2,REGULAR,substitution,in,[],200794,,,1610612751,30,46,2021-10-30T00:19:45Z,2250000,,,0,,SUB in: P. Millsap,[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT09M15.00S,2021-10-30T00:17:05.4Z,2,REGULAR,substitution,in,[],201935,,,1610612751,30,46,2021-10-30T00:19:45Z,2260000,,,0,,SUB in: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT09M03.00S,2021-10-30T00:20:14.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],200794,90.88370565045992,52.69607843137255,1610612751,32,46,2021-10-30T00:20:31Z,2270000,13.0,33.0,1,right,P. Millsap driving Layup (2 PTS) (J. Harden 3 AST),"[200794, 201935]",1610612751.0,BKN,driving,,,Millsap,P. Millsap,,,,,3.58,Made,,2.0,,,,,,,,,,,,,,J. Harden,201935.0,3.0,
231,PT09M03.00S,2021-10-30T00:20:18.6Z,2,REGULAR,foul,personal,['1freethrow'],203200,,,1610612751,32,46,2021-10-30T00:20:30Z,2290000,,,0,,J. Holiday shooting personal FOUL (2 PF) (Millsap 1 FT),"[203200, 200794]",1610612754.0,IND,shooting,,,Holiday,J. Holiday,,,,,,,,,2882.0,,,,,,2.0,0.0,Millsap,200794.0,,,,,,,
233,PT09M03.00S,2021-10-30T00:20:36.2Z,2,REGULAR,substitution,out,[],203200,,,1610612751,32,46,2021-10-30T00:21:00Z,2310000,,,0,,SUB out: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT09M03.00S,2021-10-30T00:20:36.2Z,2,REGULAR,substitution,out,[],1626167,,,1610612751,32,46,2021-10-30T00:21:00Z,2320000,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT09M03.00S,2021-10-30T00:20:36.2Z,2,REGULAR,substitution,in,[],1630537,,,1610612751,32,46,2021-10-30T00:21:00Z,2330000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT09M03.00S,2021-10-30T00:20:36.2Z,2,REGULAR,substitution,in,[],1627734,,,1610612751,32,46,2021-10-30T00:21:00Z,2340000,,,0,,SUB in: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT09M03.00S,2021-10-30T00:20:57.1Z,2,REGULAR,freethrow,1 of 1,[],200794,,,1610612751,32,46,2021-10-30T00:21:00Z,2350000,,,0,,MISS P. Millsap Free Throw 1 of 1,[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,Missed,,,,,,,,,,,,,,,,,,,
238,PT08M59.00S,2021-10-30T00:21:01.1Z,2,REGULAR,rebound,defensive,[],1628470,,,1610612754,32,46,2021-10-30T00:21:00Z,2360000,,,0,,T. Craig REBOUND (Off:3 Def:2),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,237.0,,,5.0,2.0,3.0,,,,,,,,,,,,,
239,PT08M40.00S,2021-10-30T00:21:18.8Z,2,REGULAR,turnover,lost ball,[],1628470,,,1610612754,32,46,2021-10-30T00:21:23Z,2370000,,,0,,T. Craig lost ball TURNOVER (1 TO),"[1628470, 1628975]",1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,1.0,Carter,1628975.0,,,,
240,PT08M40.00S,2021-10-30T00:21:18.8Z,2,REGULAR,steal,,[],1628975,,,1610612751,32,46,2021-10-30T00:24:08Z,2380000,,,0,,J. Carter STEAL (1 STL),[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT08M39.00S,2021-10-30T00:21:23.3Z,2,REGULAR,foul,personal,['2freethrow'],203087,,,1610612751,32,46,2021-10-30T00:21:35Z,2390000,,,0,,J. Lamb shooting personal FOUL (2 PF) (Harden 2 FT),"[203087, 201935]",1610612754.0,IND,shooting,,,Lamb,J. Lamb,,,,,,,,,1627963.0,,,,,,2.0,0.0,Harden,201935.0,,,,,,,
243,PT08M39.00S,2021-10-30T00:21:56.6Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",201935,,,1610612751,33,46,2021-10-30T00:21:56Z,2410000,,,0,,J. Harden Free Throw 1 of 2 (9 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,,9.0,,,,,,,,,,,,,,,,,
244,PT08M39.00S,2021-10-30T00:21:57.4Z,2,REGULAR,substitution,out,[],1628470,,,1610612751,33,46,2021-10-30T00:22:04Z,2420000,,,0,,SUB out: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT08M39.00S,2021-10-30T00:21:57.4Z,2,REGULAR,substitution,in,[],1626167,,,1610612751,33,46,2021-10-30T00:22:04Z,2430000,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT08M39.00S,2021-10-30T00:22:19.3Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",201935,,,1610612751,34,46,2021-10-30T00:22:19Z,2440000,,,0,,J. Harden Free Throw 2 of 2 (10 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,,10.0,,,,,,,,,,,,,,,,,
247,PT08M17.00S,2021-10-30T00:22:42.4Z,2,REGULAR,2pt,Jump Shot,[],203087,21.02496714848883,74.04258578431373,1610612754,34,46,2021-10-30T00:23:04Z,2450000,-120.0,145.0,1,left,MISS J. Lamb 18' pullup Shot,[203087],1610612754.0,IND,pullup,,,Lamb,J. Lamb,,,,,18.84,Missed,,,,,,,,,,,,,,,,,,,
248,PT08M12.00S,2021-10-30T00:22:47.4Z,2,REGULAR,rebound,defensive,[],200746,,,1610612751,34,46,2021-10-30T00:23:04Z,2460000,,,0,,L. Aldridge REBOUND (Off:0 Def:1),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,247.0,,,1.0,1.0,0.0,,,,,,,,,,,,,
249,PT08M01.00S,2021-10-30T00:22:59.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,34,46,2021-10-30T00:22:59Z,2470000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M59.00S,2021-10-30T00:23:13.6Z,2,REGULAR,3pt,Jump Shot,[],203925,93.38042049934296,96.07843137254902,1610612751,37,46,2021-10-30T00:23:18Z,2480000,230.0,10.0,1,right,J. Harris 3PT  (5 PTS) (J. Harden 4 AST),"[203925, 201935]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,23.06,Made,,5.0,,,,,,,,,,,,,,J. Harden,201935.0,4.0,
252,PT07M45.00S,2021-10-30T00:23:26.8Z,2,REGULAR,3pt,Jump Shot,[],203087,32.53942181340342,49.50980392156863,1610612754,37,46,2021-10-30T00:23:31Z,2500000,2.0,253.0,1,left,MISS J. Lamb 25' pullup 3PT,[203087],1610612754.0,IND,pullup,,,Lamb,J. Lamb,,,,,25.34,Missed,,,,,,,,,,,,,,,,,,,
253,PT07M43.00S,2021-10-30T00:23:28.8Z,2,REGULAR,rebound,defensive,[],201935,,,1610612751,37,46,2021-10-30T00:23:31Z,2510000,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,252.0,,,2.0,2.0,0.0,,,,,,,,,,,,,
254,PT07M37.00S,2021-10-30T00:23:37.7Z,2,REGULAR,foul,personal,['2freethrow'],1626167,,,1610612751,37,46,2021-10-30T00:23:47Z,2520000,,,0,,M. Turner shooting personal FOUL (2 PF) (Millsap 2 FT),"[1626167, 200794]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,,,,,2882.0,,,,,,2.0,0.0,Millsap,200794.0,,,,,,,
256,PT07M37.00S,2021-10-30T00:23:59.9Z,2,REGULAR,freethrow,1 of 2,[],200794,,,1610612751,38,46,2021-10-30T00:24:17Z,2540000,,,0,,P. Millsap Free Throw 1 of 2 (3 PTS),[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,Made,,3.0,,,,,,,,,,,,,,,,,
257,PT07M37.00S,2021-10-30T00:23:59.9Z,2,REGULAR,freethrow,2 of 2,[],200794,,,1610612751,38,46,2021-10-30T00:24:17Z,2550000,,,0,,MISS P. Millsap Free Throw 2 of 2,[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,Missed,,,,,,,,,,,,,,,,,,,
258,PT07M33.00S,2021-10-30T00:24:03.9Z,2,REGULAR,rebound,offensive,[],200746,,,1610612751,38,46,2021-10-30T00:29:19Z,2560000,,,0,,L. Aldridge REBOUND (Off:1 Def:1),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,257.0,,,2.0,1.0,1.0,,,,,,,,,,,,,
259,PT07M32.00S,2021-10-30T00:24:16.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",200794,84.70762155059133,49.01960784313725,1610612751,40,46,2021-10-30T00:24:20Z,2570000,-5.0,91.0,1,right,P. Millsap 9' floating Jump Shot (5 PTS),[200794],1610612751.0,BKN,floating,,,Millsap,P. Millsap,,,,,9.13,Made,,5.0,,,,,,,,,,,,,,,,,
260,PT07M32.00S,2021-10-30T00:24:23.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,40,46,2021-10-30T00:24:23Z,2580000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT07M32.00S,2021-10-30T00:24:24.9Z,2,REGULAR,substitution,out,[],203087,,,1610612754,40,46,2021-10-30T00:26:59Z,2590000,,,0,,SUB out: J. Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT07M32.00S,2021-10-30T00:24:24.9Z,2,REGULAR,substitution,in,[],203200,,,1610612754,40,46,2021-10-30T00:26:59Z,2600000,,,0,,SUB in: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT07M24.00S,2021-10-30T00:27:32.4Z,2,REGULAR,turnover,out-of-bounds,[],1627734,,,1610612754,40,46,2021-10-30T00:27:44Z,2610000,,,0,,D. Sabonis bad pass out-of-bounds TURNOVER (2 TO),[1627734],1610612754.0,IND,bad pass,,,Sabonis,D. Sabonis,,,,,,,,,1627963.0,,,,,,,,,,2.0,,,,,,
264,PT07M24.00S,2021-10-30T00:27:45.5Z,2,REGULAR,turnover,traveling,[],203925,,,1610612751,40,46,2021-10-30T00:28:04Z,2620000,,,0,,J. Harris traveling TURNOVER (1 TO),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,1627963.0,,,,,,,,,,1.0,,,,,,
265,PT07M10.00S,2021-10-30T00:28:07.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",204456,11.514454664914586,53.67647058823529,1610612754,40,46,2021-10-30T00:28:25Z,2630000,-18.0,56.0,1,left,MISS T. McConnell fadeaway Shot,[204456],1610612754.0,IND,fadeaway,,,McConnell,T. McConnell,,,,,5.87,Missed,,,,,,,,,,,,,,,,,,,
266,PT07M09.00S,2021-10-30T00:28:08.3Z,2,REGULAR,rebound,offensive,[],1626167,,,1610612754,40,46,2021-10-30T00:28:25Z,2640000,,,0,,M. Turner REBOUND (Off:1 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,265.0,,,3.0,2.0,1.0,,,,,,,,,,,,,
267,PT07M09.00S,2021-10-30T00:28:12.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626167,5.732588699080158,49.01960784313725,1610612754,40,48,2021-10-30T00:29:11Z,2650000,5.0,1.0,1,left,M. Turner putback DUNK (5 PTS),[1626167],1610612754.0,IND,putback,,,Turner,M. Turner,,,,,0.51,Made,,5.0,,,,,,,,,,,,,,,,,
268,PT07M09.00S,2021-10-30T00:28:15.6Z,2,REGULAR,foul,personal,['1freethrow'],200794,,,1610612754,40,48,2021-10-30T00:28:24Z,2660000,,,0,,P. Millsap shooting personal FOUL (1 PF) (Turner 1 FT),"[200794, 1626167]",1610612751.0,BKN,shooting,,,Millsap,P. Millsap,,,,,,,,,1627963.0,,,,,,1.0,0.0,Turner,1626167.0,,,,,,,
270,PT07M09.00S,2021-10-30T00:28:34.1Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1626167,,,1610612754,40,49,2021-10-30T00:28:34Z,2680000,,,0,,M. Turner Free Throw 1 of 1 (6 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,Made,,6.0,,,,,,,,,,,,,,,,,
271,PT06M48.00S,2021-10-30T00:28:56.9Z,2,REGULAR,3pt,Jump Shot,[],203925,71.56701708278581,79.90196078431373,1610612751,40,49,2021-10-30T00:29:01Z,2690000,150.0,215.0,1,right,MISS J. Harris 26' 3PT,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,26.17,Missed,,,,,,,,,,,,,,,,,,,
