actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
272,PT02M31.00S,2021-12-01T01:22:51.9Z,2,REGULAR,foul,personal,[],1629011,,,1610612751,51,52,2021-12-01T01:23:15Z,2680000,,,0,,M. Robinson loose ball personal FOUL (2 PF),"[1629011, 1630560]",1610612752.0,NYK,loose ball,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,1162.0,2.0,0.0,Thomas,1630560.0,
274,PT02M19.00S,2021-12-01T01:23:17.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202692,,,1610612751,51,52,2021-12-01T01:23:32Z,2700000,,,0,,A. Burks shooting personal FOUL (2 PF) (Durant 2 FT),"[202692, 201142]",1610612752.0,NYK,shooting,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,1626301.0,2.0,0.0,Durant,201142.0,
276,PT02M19.00S,2021-12-01T01:23:42.7Z,2,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,52,52,2021-12-01T01:23:42Z,2720000,,,0,,K. Durant Free Throw 1 of 2 (5 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
277,PT02M19.00S,2021-12-01T01:23:59.6Z,2,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,53,52,2021-12-01T01:23:59Z,2730000,,,0,,K. Durant Free Throw 2 of 2 (6 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
278,PT02M01.00S,2021-12-01T01:24:21.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,13.222733245729303,47.30392156862745,1610612752,53,54,2021-12-01T01:24:28Z,2740000,13.0,72.0,1,left,J. Randle 7' turnaround Jump Shot (7 PTS),[203944],1610612752.0,NYK,turnaround,,,Randle,J. Randle,,,,,7.31,Made,7.0,,,,,,,,,,,,,,,,,,
279,PT01M50.00S,2021-12-01T01:24:32.6Z,2,REGULAR,2pt,Jump Shot,[],201142,77.34888304862024,47.549019607843135,1610612751,53,54,2021-12-01T01:24:36Z,2750000,-12.0,160.0,1,right,MISS K. Durant 16' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,16.09,Missed,,,,,,,,,,,,,,,,,,,
280,PT01M47.00S,2021-12-01T01:24:35.6Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612752,53,54,2021-12-01T01:24:36Z,2760000,,,0,,I. Quickley REBOUND (Off:1 Def:1),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,279.0,2.0,1.0,1.0,,,,,,,,,,,,,,
281,PT01M41.00S,2021-12-01T01:24:41.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203095,5.601182654402102,48.03921568627451,1610612752,53,54,2021-12-01T01:24:46Z,2770000,10.0,0.0,1,left,MISS E. Fournier driving Layup,[203095],1610612752.0,NYK,driving,,,Fournier,E. Fournier,,,,,0.98,Missed,,,,,,,,,,,,,,,,,,,
282,PT01M38.00S,2021-12-01T01:24:44.4Z,2,REGULAR,rebound,offensive,[],1629011,,,1610612752,53,54,2021-12-01T01:24:44Z,2780000,,,0,,M. Robinson REBOUND (Off:1 Def:3),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,281.0,4.0,3.0,1.0,,,,,,,,,,,,,,
283,PT01M38.00S,2021-12-01T01:24:44.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629011,5.590000152587891,50.0,1610612752,53,56,2021-12-01T01:32:28Z,2790000,0.0,0.0,1,left,M. Robinson tip Layup (8 PTS),[1629011],1610612752.0,NYK,tip,,,Robinson,M. Robinson,,,,,0.0,Made,8.0,,,,,,,,,,,,,,,,,,
284,PT01M19.00S,2021-12-01T01:25:03.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,83.65637319316689,62.254901960784316,1610612751,53,56,2021-12-01T01:25:13Z,2800000,61.0,101.0,1,right,MISS K. Durant 11' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,11.82,Missed,,,,,,,,,,,,,,,,,,,
285,PT01M16.00S,2021-12-01T01:25:06.4Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612752,53,56,2021-12-01T01:25:13Z,2810000,,,0,,I. Quickley REBOUND (Off:1 Def:2),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,284.0,3.0,2.0,1.0,,,,,,,,,,,,,,
286,PT01M08.00S,2021-12-01T01:25:14.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202692,8.886333771353483,40.68627450980392,1610612752,53,56,2021-12-01T01:25:23Z,2820000,47.0,31.0,1,left,MISS A. Burks driving floating bank Shot,[202692],1610612752.0,NYK,driving floating bank,,,Burks,A. Burks,,,,,5.6,Missed,,,,,,,,,,,,,,,,,,,
287,PT01M06.00S,2021-12-01T01:25:16.4Z,2,REGULAR,rebound,defensive,[],201142,,,1610612751,53,56,2021-12-01T01:25:23Z,2830000,,,0,,K. Durant REBOUND (Off:0 Def:3),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,286.0,3.0,3.0,0.0,,,,,,,,,,,,,,
288,PT01M03.00S,2021-12-01T01:25:19.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201935,92.85479632063075,50.98039215686274,1610612751,55,56,2021-12-01T01:33:30Z,2840000,5.0,15.0,1,right,J. Harden running finger roll Layup (23 PTS) (K. Durant 5 AST),"[201935, 201142]",1610612751.0,BKN,running finger roll,,,Harden,J. Harden,,,,,1.55,Made,23.0,,,,,K. Durant,201142.0,5.0,,,,,,,,,,,
290,PT00M42.90S,2021-12-01T01:25:44.5Z,2,REGULAR,2pt,Jump Shot,[],203944,12.171484888304862,70.09803921568627,1610612752,55,58,2021-12-01T01:25:54Z,2860000,-100.0,62.0,1,left,J. Randle 11' Jump Shot (9 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,11.8,Made,9.0,,,,,,,,,,,,,,,,,,
291,PT00M42.90S,2021-12-01T01:25:48.3Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",201142,,,1610612752,55,58,2021-12-01T01:26:06Z,2870000,,,0,,K. Durant shooting personal FOUL (2 PF) (Randle 1 FT),"[201142, 203944]",1610612751.0,BKN,shooting,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,1162.0,2.0,0.0,Randle,203944.0,
293,PT00M42.90S,2021-12-01T01:26:24.9Z,2,REGULAR,freethrow,1 of 1,[],203944,,,1610612752,55,59,2021-12-01T01:26:24Z,2890000,,,0,,J. Randle Free Throw 1 of 1 (10 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
294,PT00M32.50S,2021-12-01T01:26:41.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629011,,,1610612751,55,59,2021-12-01T01:26:57Z,2900000,,,0,,M. Robinson personal FOUL (3 PF) (Harden 2 FT),"[1629011, 201935]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,1626301.0,3.0,0.0,Harden,201935.0,
296,PT00M32.50S,2021-12-01T01:27:14.4Z,2,REGULAR,freethrow,1 of 2,[],201935,,,1610612751,56,59,2021-12-01T01:27:14Z,2920000,,,0,,J. Harden Free Throw 1 of 2 (24 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,24.0,,,,,,,,,,,,,,,,,,
297,PT00M32.50S,2021-12-01T01:27:18.6Z,2,REGULAR,substitution,out,[],1629011,,,1610612751,56,59,2021-12-01T01:27:29Z,2930000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT00M32.50S,2021-12-01T01:27:18.6Z,2,REGULAR,substitution,in,[],201565,,,1610612751,56,59,2021-12-01T01:27:29Z,2940000,,,0,,SUB in: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT00M32.50S,2021-12-01T01:27:41.1Z,2,REGULAR,substitution,out,[],200746,,,1610612751,56,59,2021-12-01T01:27:44Z,2950000,,,0,,SUB out: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT00M32.50S,2021-12-01T01:27:41.1Z,2,REGULAR,substitution,in,[],201949,,,1610612751,56,59,2021-12-01T01:27:44Z,2960000,,,0,,SUB in: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT00M32.50S,2021-12-01T01:28:05.9Z,2,REGULAR,freethrow,2 of 2,[],201935,,,1610612751,57,59,2021-12-01T01:28:05Z,2970000,,,0,,J. Harden Free Throw 2 of 2 (25 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,25.0,,,,,,,,,,,,,,,,,,
302,PT00M10.80S,2021-12-01T01:28:30.4Z,2,REGULAR,2pt,Jump Shot,[],203944,12.828515111695138,30.14705882352941,1610612752,57,59,2021-12-01T01:28:38Z,2980000,99.0,68.0,1,left,MISS J. Randle 12' pullup Shot,[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,12.04,Missed,,,,,,,,,,,,,,,,,,,
303,PT00M10.40S,2021-12-01T01:28:30.8Z,2,REGULAR,rebound,offensive,[],202692,,,1610612752,57,59,2021-12-01T01:28:38Z,2990000,,,0,,A. Burks REBOUND (Off:1 Def:4),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,302.0,5.0,4.0,1.0,,,,,,,,,,,,,,
304,PT00M10.40S,2021-12-01T01:28:33.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202692,5.590000152587891,50.0,1610612752,57,61,2021-12-01T01:28:33Z,3000000,0.0,0.0,1,left,A. Burks tip Layup (13 PTS),[202692],1610612752.0,NYK,tip,,,Burks,A. Burks,,,,,0.0,Made,13.0,,,,,,,,,,,,,,,,,,
305,PT00M03.50S,2021-12-01T01:28:40.6Z,2,REGULAR,3pt,Jump Shot,[],201935,66.3107752956636,32.35294117647059,1610612751,60,61,2021-12-01T01:28:54Z,3010000,-88.0,264.0,1,right,J. Harden 27' 3PT running pullup (28 PTS),[201935],1610612751.0,BKN,running pullup,,,Harden,J. Harden,,,,,27.85,Made,28.0,,,,,,,,,,,,,,,,,,
306,PT00M00.00S,2021-12-01T01:28:48.4Z,2,REGULAR,turnover,bad pass,[],203944,,,1610612752,60,61,2021-12-01T01:28:56Z,3020000,,,0,,J. Randle bad pass TURNOVER (2 TO),"[203944, 201935]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,2.0,Harden,201935.0,,,,,,
307,PT00M00.00S,2021-12-01T01:28:48.4Z,2,REGULAR,steal,,[],201935,,,1610612751,60,61,2021-12-01T01:28:52Z,3030000,,,0,,J. Harden STEAL (1 STL),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT00M00.00S,2021-12-01T01:28:53.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201935,62.89421813403416,21.568627450980394,1610612751,60,61,2021-12-01T01:37:57Z,3040000,-142.0,296.0,1,right,MISS J. Harden 32' running 3PT,[201935],1610612751.0,BKN,running,,,Harden,J. Harden,,,,,32.87,Missed,,,,,,,,,,,,,,,,,,,
309,PT00M00.00S,2021-12-01T01:28:56.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,60,61,2021-12-01T01:28:56Z,3050000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,308.0,,,,,,,,,,,,,,,,,
310,PT00M00.00S,2021-12-01T01:28:57.0Z,2,REGULAR,period,end,[],0,,,1610612751,60,61,2021-12-01T01:28:57Z,3060000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT12M00.00S,2021-12-01T01:42:46.1Z,3,REGULAR,substitution,out,['startperiod'],1630560,,,1610612751,60,61,2021-12-01T01:45:15Z,3070000,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT12M00.00S,2021-12-01T01:42:46.1Z,3,REGULAR,substitution,out,['startperiod'],201949,,,1610612751,60,61,2021-12-01T01:45:15Z,3080000,,,0,,SUB out: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT12M00.00S,2021-12-01T01:42:46.1Z,3,REGULAR,substitution,out,['startperiod'],201565,,,1610612751,60,61,2021-12-01T01:45:15Z,3090000,,,0,,SUB out: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2021-12-01T01:42:46.1Z,3,REGULAR,substitution,out,['startperiod'],1630193,,,1610612751,60,61,2021-12-01T01:45:15Z,3100000,,,0,,SUB out: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2021-12-01T01:42:46.1Z,3,REGULAR,substitution,in,['startperiod'],200746,,,1610612751,60,61,2021-12-01T01:45:15Z,3110000,,,0,,SUB in: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2021-12-01T01:42:46.1Z,3,REGULAR,substitution,in,['startperiod'],201988,,,1610612751,60,61,2021-12-01T01:45:15Z,3120000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2021-12-01T01:42:46.1Z,3,REGULAR,substitution,in,['startperiod'],1629656,,,1610612751,60,61,2021-12-01T01:45:15Z,3130000,,,0,,SUB in: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2021-12-01T01:42:46.1Z,3,REGULAR,substitution,in,['startperiod'],1629011,,,1610612751,60,61,2021-12-01T01:45:15Z,3140000,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2021-12-01T01:45:24.5Z,3,REGULAR,period,start,[],0,,,1610612751,60,61,2021-12-01T01:45:24Z,3150000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT11M46.00S,2021-12-01T01:45:38.2Z,3,REGULAR,3pt,Jump Shot,[],201988,30.042706964520367,69.6078431372549,1610612751,63,61,2021-12-01T01:45:42Z,3160000,-98.0,230.0,1,left,P. Mills 24' 3PT  (5 PTS) (K. Durant 6 AST),"[201988, 201142]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,24.99,Made,5.0,,,,,K. Durant,201142.0,6.0,,,,,,,,,,,
322,PT11M21.00S,2021-12-01T01:46:03.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202692,92.9862023653088,51.71568627450981,1610612752,63,61,2021-12-01T01:46:15Z,3180000,9.0,13.0,1,right,MISS A. Burks driving Layup - blocked,"[202692, 200746]",1610612752.0,NYK,driving,,,Burks,A. Burks,,,,,1.59,Missed,,,,,,,,,Aldridge,200746.0,,,,,,,,,
323,PT11M21.00S,2021-12-01T01:46:03.4Z,3,REGULAR,block,,[],200746,,,1610612752,63,61,2021-12-01T01:46:05Z,3190000,,,0,,L. Aldridge BLOCK (1 BLK),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT11M17.00S,2021-12-01T01:46:07.4Z,3,REGULAR,rebound,defensive,[],201935,,,1610612751,63,61,2021-12-01T01:46:15Z,3200000,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,322.0,2.0,2.0,0.0,,,,,,,,,,,,,,
325,PT11M13.00S,2021-12-01T01:46:10.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201988,32.276609724047304,37.5,1610612751,66,61,2021-12-01T01:48:04Z,3210000,62.0,251.0,1,left,P. Mills 25' 3PT running (8 PTS) (J. Harden 3 AST),"[201988, 201935]",1610612751.0,BKN,running,,,Mills,P. Mills,,,,,25.86,Made,8.0,,,,,J. Harden,201935.0,3.0,,,,,,,,,,,
327,PT11M12.00S,2021-12-01T01:46:22.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,66,61,2021-12-01T01:46:22Z,3230000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT10M54.00S,2021-12-01T01:49:56.9Z,3,REGULAR,2pt,Jump Shot,[],203944,85.3646517739816,72.79411764705883,1610612752,66,61,2021-12-01T01:50:59Z,3240000,114.0,85.0,1,right,MISS J. Randle 14' Jump Shot,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,14.23,Missed,,,,,,,,,,,,,,,,,,,
329,PT10M50.00S,2021-12-01T01:50:00.9Z,3,REGULAR,rebound,defensive,[],201935,,,1610612751,66,61,2021-12-01T01:50:01Z,3250000,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,328.0,3.0,3.0,0.0,,,,,,,,,,,,,,
330,PT10M45.00S,2021-12-01T01:50:05.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",201935,10.463206307490145,56.86274509803921,1610612751,66,61,2021-12-01T01:50:21Z,3260000,-34.0,46.0,1,left,MISS J. Harden driving floating Shot,[201935],1610612751.0,BKN,driving floating,,,Harden,J. Harden,,,,,5.73,Missed,,,,,,,,,,,,,,,,,,,
331,PT10M44.00S,2021-12-01T01:50:07.6Z,3,REGULAR,rebound,offensive,[],201935,,,1610612751,66,61,2021-12-01T01:50:07Z,3270000,,,0,,J. Harden REBOUND (Off:1 Def:3),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,330.0,4.0,3.0,1.0,,,,,,,,,,,,,,
332,PT10M43.00S,2021-12-01T01:50:10.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201935,8.492115637319317,53.92156862745098,1610612751,66,61,2021-12-01T01:50:24Z,3280000,-20.0,27.0,1,left,MISS J. Harden putback Layup - blocked,"[201935, 1629011]",1610612751.0,BKN,putback,,,Harden,J. Harden,,,,,3.36,Missed,,,,,,,,,Robinson,1629011.0,,,,,,,,,
333,PT10M43.00S,2021-12-01T01:50:10.2Z,3,REGULAR,block,,[],1629011,,,1610612751,66,61,2021-12-01T01:50:12Z,3290000,,,0,,M. Robinson BLOCK (1 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT10M43.00S,2021-12-01T01:50:10.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612751,66,61,2021-12-01T01:50:24Z,3300000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,332.0,,,,,,,,,,,,,,,,,
335,PT10M43.00S,2021-12-01T01:50:15.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,66,61,2021-12-01T01:50:15Z,3310000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT10M37.00S,2021-12-01T01:50:27.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201142,15.325229960578188,40.19607843137255,1610612751,68,61,2021-12-01T01:50:37Z,3320000,49.0,92.0,1,left,K. Durant 10' pullup Jump Shot (8 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,10.39,Made,8.0,,,,,,,,,,,,,,,,,,
337,PT10M24.00S,2021-12-01T01:50:40.0Z,3,REGULAR,turnover,bad pass,[],202692,,,1610612752,68,61,2021-12-01T01:50:46Z,3330000,,,0,,A. Burks bad pass TURNOVER (1 TO),"[202692, 1627761]",1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,1.0,Bembry,1627761.0,,,,,,
338,PT10M24.00S,2021-12-01T01:50:40.0Z,3,REGULAR,steal,,[],1627761,,,1610612751,68,61,2021-12-01T01:50:42Z,3340000,,,0,,D. Bembry STEAL (1 STL),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT10M18.00S,2021-12-01T01:50:45.5Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",201988,30.699737187910642,68.62745098039215,1610612751,68,61,2021-12-01T01:50:58Z,3350000,-93.0,236.0,1,left,MISS P. Mills 25' running pullup 3PT,[201988],1610612751.0,BKN,running pullup,,,Mills,P. Mills,,,,,25.38,Missed,,,,,,,,,,,,,,,,,,,
340,PT10M14.00S,2021-12-01T01:50:49.5Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,68,61,2021-12-01T01:50:49Z,3360000,,,0,,J. Randle REBOUND (Off:0 Def:4),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,339.0,4.0,4.0,0.0,,,,,,,,,,,,,,
341,PT09M56.00S,2021-12-01T01:51:07.2Z,3,REGULAR,turnover,bad pass,[],203095,,,1610612752,68,61,2021-12-01T01:51:12Z,3370000,,,0,,E. Fournier bad pass TURNOVER (2 TO),"[203095, 201988]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,2.0,Mills,201988.0,,,,,,
342,PT09M56.00S,2021-12-01T01:51:07.2Z,3,REGULAR,steal,,[],201988,,,1610612751,68,61,2021-12-01T01:51:09Z,3380000,,,0,,P. Mills STEAL (1 STL),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT09M52.00S,2021-12-01T01:51:11.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627761,5.995400788436268,47.30392156862745,1610612751,70,61,2021-12-01T01:51:16Z,3390000,13.0,4.0,1,left,D. Bembry running finger roll Layup (4 PTS) (P. Mills 2 AST),"[1627761, 201988]",1610612751.0,BKN,running finger roll,,,Bembry,D. Bembry,,,,,1.41,Made,4.0,,,,,P. Mills,201988.0,2.0,,,,,,,,,,,
345,PT09M42.00S,2021-12-01T01:51:21.5Z,3,REGULAR,3pt,Jump Shot,[],203944,68.28186596583443,30.14705882352941,1610612752,70,61,2021-12-01T01:51:26Z,3410000,-99.0,246.0,1,right,MISS J. Randle 26' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,26.5,Missed,,,,,,,,,,,,,,,,,,,
346,PT09M39.00S,2021-12-01T01:51:24.5Z,3,REGULAR,rebound,defensive,[],200746,,,1610612751,70,61,2021-12-01T01:51:26Z,3420000,,,0,,L. Aldridge REBOUND (Off:0 Def:3),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,345.0,3.0,3.0,0.0,,,,,,,,,,,,,,
347,PT09M33.00S,2021-12-01T01:51:30.5Z,3,REGULAR,3pt,Jump Shot,[],201142,23.99802890932983,15.441176470588236,1610612751,70,61,2021-12-01T01:51:35Z,3430000,173.0,173.0,1,left,MISS K. Durant 24' 3PT,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,24.46,Missed,,,,,,,,,,,,,,,,,,,
348,PT09M29.00S,2021-12-01T01:51:34.6Z,3,REGULAR,rebound,offensive,[],201988,,,1610612751,70,61,2021-12-01T01:51:34Z,3440000,,,0,,P. Mills REBOUND (Off:1 Def:1),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,347.0,2.0,1.0,1.0,,,,,,,,,,,,,,
349,PT09M28.00S,2021-12-01T01:51:36.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201988,31.882391590013142,49.26470588235294,1610612751,70,61,2021-12-01T01:51:48Z,3450000,4.0,247.0,1,left,MISS P. Mills 24' pullup 3PT,[201988],1610612751.0,BKN,pullup,,,Mills,P. Mills,,,,,24.72,Missed,,,,,,,,,,,,,,,,,,,
350,PT09M27.00S,2021-12-01T01:51:37.2Z,3,REGULAR,rebound,offensive,[],201935,,,1610612751,70,61,2021-12-01T01:51:48Z,3460000,,,0,,J. Harden REBOUND (Off:2 Def:3),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,349.0,5.0,3.0,2.0,,,,,,,,,,,,,,
351,PT09M27.00S,2021-12-01T01:51:40.6Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",201935,5.590000152587891,50.0,1610612751,72,61,2021-12-01T01:54:26Z,3470000,0.0,0.0,1,left,J. Harden tip DUNK (30 PTS),[201935],1610612751.0,BKN,tip,,,Harden,J. Harden,,,,,0.0,Made,30.0,,,,,,,,,,,,,,,,,,
352,PT09M27.00S,2021-12-01T01:51:44.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,72,61,2021-12-01T01:51:44Z,3480000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT09M27.00S,2021-12-01T01:52:07.2Z,3,REGULAR,substitution,out,[],1629656,,,1610612752,72,61,2021-12-01T01:54:25Z,3490000,,,0,,SUB out: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT09M27.00S,2021-12-01T01:52:07.2Z,3,REGULAR,substitution,in,[],1630193,,,1610612752,72,61,2021-12-01T01:54:25Z,3500000,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT09M10.00S,2021-12-01T01:55:30.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203095,83.78777923784494,48.529411764705884,1610612752,72,61,2021-12-01T01:55:36Z,3510000,-7.0,100.0,1,right,MISS E. Fournier 10' driving floating Shot,[203095],1610612752.0,NYK,driving floating,,,Fournier,E. Fournier,,,,,10.02,Missed,,,,,,,,,,,,,,,,,,,
356,PT09M06.00S,2021-12-01T01:55:34.9Z,3,REGULAR,rebound,defensive,[],201935,,,1610612751,72,61,2021-12-01T01:55:36Z,3520000,,,0,,J. Harden REBOUND (Off:2 Def:4),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,355.0,6.0,4.0,2.0,,,,,,,,,,,,,,
