actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
276,PT05M18.00S,2022-01-16T01:30:11.9Z,2,REGULAR,substitution,out,[],1630549,,,1610612740,52,29,2022-01-16T01:30:33Z,2690000,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT05M18.00S,2022-01-16T01:30:11.9Z,2,REGULAR,substitution,in,[],201933,,,1610612740,52,29,2022-01-16T01:30:33Z,2700000,,,0,,SUB in: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT05M18.00S,2022-01-16T01:30:28.1Z,2,REGULAR,freethrow,1 of 1,[],1629637,,,1610612740,52,30,2022-01-16T01:30:28Z,2710000,,,0,,J. Hayes Free Throw 1 of 1 (3 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
279,PT05M05.00S,2022-01-16T01:30:43.6Z,2,REGULAR,3pt,Jump Shot,[],201988,30.042706964520367,71.07843137254902,1610612751,52,30,2022-01-16T01:30:49Z,2720000,-105.0,230.0,1,left,MISS P. Mills 25' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,25.29,Missed,,,,,,,,,,,,,,
280,PT05M00.00S,2022-01-16T01:30:48.6Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612740,52,30,2022-01-16T01:30:49Z,2730000,,,0,,B. Ingram REBOUND (Off:0 Def:2),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,279.0,2.0,2.0,0.0,,,,,,
281,PT04M54.00S,2022-01-16T01:30:53.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629637,94.69448094612353,52.20588235294118,1610612740,52,30,2022-01-16T01:30:57Z,2740000,11.0,-3.0,1,right,MISS J. Hayes alley-oop Layup,[1629637],1610612740.0,NOP,alley-oop,,,Hayes,J. Hayes,,,,,,,,,,1.13,Missed,,,,,,,,,,,,,,
282,PT04M52.00S,2022-01-16T01:30:55.9Z,2,REGULAR,rebound,defensive,[],1630556,,,1610612751,52,30,2022-01-16T01:30:57Z,2750000,,,0,,K. Edwards REBOUND (Off:0 Def:1),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,281.0,1.0,1.0,0.0,,,,,,
283,PT04M43.00S,2022-01-16T01:31:05.1Z,2,REGULAR,2pt,Jump Shot,[],201988,22.552562417871222,61.029411764705884,1610612751,54,30,2022-01-16T01:31:08Z,2760000,-55.0,159.0,1,left,P. Mills 16' pullup Jump Shot (7 PTS) (B. Griffin 1 AST),"[201988, 201933]",1610612751.0,BKN,pullup,,,Mills,P. Mills,,,,,,,,,,16.87,Made,7.0,B. Griffin,201933.0,1.0,,,,,,,,,,
285,PT04M24.00S,2022-01-16T01:31:24.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,88.38699080157687,41.66666666666667,1610612740,54,32,2022-01-16T01:31:31Z,2780000,-42.0,57.0,1,right,H. Jones 7' driving finger roll Layup (2 PTS) (B. Ingram 4 AST),"[1630529, 1627742]",1610612740.0,NOP,driving finger roll,,,Jones,H. Jones,,,,,,,,,,7.04,Made,2.0,B. Ingram,1627742.0,4.0,,,,,,,,,,
286,PT04M16.00S,2022-01-16T01:31:39.4Z,2,REGULAR,turnover,out-of-bounds,[],1628971,,,1610612751,54,32,2022-01-16T01:33:40Z,2790000,,,0,,B. Brown bad pass out-of-bounds TURNOVER (1 TO),[1628971],1610612751.0,BKN,bad pass,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,1.0,,,,,
287,PT04M16.00S,2022-01-16T01:31:42.9Z,2,REGULAR,substitution,out,[],1629109,,,1610612740,54,32,2022-01-16T01:31:53Z,2800000,,,0,,SUB out: G. Clark,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT04M16.00S,2022-01-16T01:31:42.9Z,2,REGULAR,substitution,in,[],1628404,,,1610612740,54,32,2022-01-16T01:31:53Z,2810000,,,0,,SUB in: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT04M04.00S,2022-01-16T01:32:06.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630631,70.77858081471747,24.019607843137255,1610612740,54,32,2022-01-16T01:32:14Z,2820000,-130.0,222.0,1,right,MISS J. Alvarado 25' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,25.74,Missed,,,,,,,,,,,,,,
290,PT03M58.00S,2022-01-16T01:32:12.9Z,2,REGULAR,rebound,offensive,[],1628404,,,1610612740,54,32,2022-01-16T01:32:14Z,2830000,,,0,,J. Hart REBOUND (Off:1 Def:4),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,289.0,5.0,4.0,1.0,,,,,,
291,PT03M58.00S,2022-01-16T01:32:12.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628404,94.40999984741211,50.0,1610612740,54,32,2022-01-16T01:32:12Z,2840000,0.0,0.0,1,right,MISS J. Hart tip Layup,[1628404],1610612740.0,NOP,tip,,,Hart,J. Hart,,,,,,,,,,0.0,Missed,,,,,,,,,,,,,,
292,PT03M58.00S,2022-01-16T01:32:13.1Z,2,REGULAR,rebound,defensive,[],201933,,,1610612751,54,32,2022-01-16T01:32:13Z,2850000,,,0,,B. Griffin REBOUND (Off:0 Def:2),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,291.0,2.0,2.0,0.0,,,,,,
293,PT03M55.00S,2022-01-16T01:32:19.4Z,2,REGULAR,foul,personal,[],1630529,,,1610612751,54,32,2022-01-16T01:32:28Z,2860000,,,0,,H. Jones personal FOUL (3 PF),"[1630529, 1627761]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,1662.0,3.0,0.0,Bembry,1627761.0,,,,,,,,,,,,,,,,
296,PT03M55.00S,2022-01-16T01:32:30.9Z,2,REGULAR,substitution,out,[],1627761,,,1610612751,54,32,2022-01-16T01:32:34Z,2880000,,,0,,SUB out: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT03M55.00S,2022-01-16T01:32:30.9Z,2,REGULAR,substitution,in,[],201935,,,1610612751,54,32,2022-01-16T01:32:34Z,2890000,,,0,,SUB in: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT03M49.00S,2022-01-16T01:32:53.5Z,2,REGULAR,3pt,Jump Shot,[],1630556,20.318659658344284,91.17647058823529,1610612751,57,32,2022-01-16T01:32:58Z,2900000,-206.0,138.0,1,left,K. Edwards 24' 3PT  (10 PTS) (J. Harden 10 AST),"[1630556, 201935]",1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,24.81,Made,10.0,J. Harden,201935.0,10.0,,,,,,,,,,
300,PT03M38.00S,2022-01-16T01:33:04.6Z,2,REGULAR,3pt,Jump Shot,[],1628404,91.5407358738502,4.166666666666666,1610612740,57,32,2022-01-16T01:33:16Z,2920000,-229.0,27.0,1,right,MISS J. Hart 3PT,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,23.08,Missed,,,,,,,,,,,,,,
301,PT03M31.00S,2022-01-16T01:33:11.6Z,2,REGULAR,rebound,defensive,[],201933,,,1610612751,57,32,2022-01-16T01:33:16Z,2930000,,,0,,B. Griffin REBOUND (Off:0 Def:3),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,300.0,3.0,3.0,0.0,,,,,,
302,PT03M13.00S,2022-01-16T01:33:28.8Z,2,REGULAR,3pt,Jump Shot,[],201935,32.53942181340342,53.92156862745098,1610612751,57,32,2022-01-16T01:33:46Z,2940000,-20.0,253.0,1,left,MISS J. Harden 25' step back 3PT,[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,,,,,,25.42,Missed,,,,,,,,,,,,,,
303,PT03M11.00S,2022-01-16T01:33:30.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612740,57,32,2022-01-16T01:33:35Z,2950000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,302.0,,,,,,,,,
304,PT03M11.00S,2022-01-16T01:33:36.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,57,32,2022-01-16T01:33:36Z,2960000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT02M54.00S,2022-01-16T01:33:58.9Z,2,REGULAR,2pt,Jump Shot,[],1627742,76.69185282522996,26.47058823529412,1610612740,57,32,2022-01-16T01:34:02Z,2970000,-118.0,167.0,1,right,MISS B. Ingram 20' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,,,,,,20.39,Missed,,,,,,,,,,,,,,
306,PT02M51.00S,2022-01-16T01:34:01.9Z,2,REGULAR,rebound,defensive,[],201988,,,1610612751,57,32,2022-01-16T01:34:02Z,2980000,,,0,,P. Mills REBOUND (Off:0 Def:1),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,305.0,1.0,1.0,0.0,,,,,,
307,PT02M43.00S,2022-01-16T01:34:09.0Z,2,REGULAR,3pt,Jump Shot,[],201933,30.831143232588698,30.14705882352941,1610612751,57,32,2022-01-16T01:34:33Z,2990000,99.0,237.0,1,left,MISS B. Griffin 25' 3PT,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,25.72,Missed,,,,,,,,,,,,,,
308,PT02M40.00S,2022-01-16T01:34:12.0Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612740,57,32,2022-01-16T01:34:13Z,3000000,,,0,,J. Hart REBOUND (Off:1 Def:5),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,307.0,6.0,5.0,1.0,,,,,,
309,PT02M34.00S,2022-01-16T01:34:18.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,94.03745072273325,49.26470588235294,1610612740,57,34,2022-01-16T01:34:23Z,3010000,-4.0,4.0,1,right,B. Ingram driving Layup (8 PTS) (J. Hart 1 AST),"[1627742, 1628404]",1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,,,,,,0.51,Made,8.0,J. Hart,1628404.0,1.0,,,,,,,,,,
311,PT02M21.00S,2022-01-16T01:34:31.4Z,2,REGULAR,3pt,Jump Shot,[],1630556,30.962549277266753,64.4607843137255,1610612751,60,34,2022-01-16T01:34:36Z,3030000,-72.0,239.0,1,left,K. Edwards 24' 3PT  (13 PTS) (J. Harden 11 AST),"[1630556, 201935]",1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,24.92,Made,13.0,J. Harden,201935.0,11.0,,,,,,,,,,
313,PT02M09.00S,2022-01-16T01:34:42.7Z,2,REGULAR,3pt,Jump Shot,[],1627742,94.43166885676742,96.07843137254902,1610612740,60,37,2022-01-16T01:34:47Z,3050000,230.0,0.0,1,right,B. Ingram 3PT  (11 PTS) (J. Hart 2 AST),"[1627742, 1628404]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,23.04,Made,11.0,J. Hart,1628404.0,2.0,,,,,,,,,,
315,PT01M56.00S,2022-01-16T01:34:59.1Z,2,REGULAR,foul,personal,['2freethrow'],1629637,,,1610612751,60,37,2022-01-16T01:35:08Z,3070000,,,0,,J. Hayes shooting personal FOUL (1 PF) (Harden 2 FT),"[1629637, 201935]",1610612740.0,NOP,shooting,,,Hayes,J. Hayes,,,,,1627539.0,1.0,0.0,Harden,201935.0,,,,,,,,,,,,,,,,
317,PT01M56.00S,2022-01-16T01:35:32.0Z,2,REGULAR,freethrow,1 of 2,[],201935,,,1610612751,60,37,2022-01-16T01:35:32Z,3090000,,,0,,MISS J. Harden Free Throw 1 of 2,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,Missed,,,,,,,,,,,,,,
318,PT01M56.00S,2022-01-16T01:35:32.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,60,37,2022-01-16T01:35:32Z,3100000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,317.0,,,,,,,,,
319,PT01M56.00S,2022-01-16T01:35:33.7Z,2,REGULAR,substitution,out,[],1630631,,,1610612751,60,37,2022-01-16T01:35:37Z,3110000,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT01M56.00S,2022-01-16T01:35:33.7Z,2,REGULAR,substitution,in,[],1628984,,,1610612751,60,37,2022-01-16T01:35:37Z,3120000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT01M56.00S,2022-01-16T01:35:48.8Z,2,REGULAR,freethrow,2 of 2,[],201935,,,1610612751,61,37,2022-01-16T01:35:48Z,3130000,,,0,,J. Harden Free Throw 2 of 2 (10 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,
322,PT01M44.00S,2022-01-16T01:36:04.5Z,2,REGULAR,2pt,Jump Shot,[],1627742,82.34231274638634,77.94117647058823,1610612740,61,37,2022-01-16T01:36:10Z,3140000,140.0,113.0,1,right,MISS B. Ingram 18' Jump Shot,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,18.0,Missed,,,,,,,,,,,,,,
323,PT01M41.00S,2022-01-16T01:36:07.5Z,2,REGULAR,rebound,defensive,[],201935,,,1610612751,61,37,2022-01-16T01:36:10Z,3150000,,,0,,J. Harden REBOUND (Off:1 Def:4),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,322.0,5.0,4.0,1.0,,,,,,
324,PT01M34.00S,2022-01-16T01:36:14.4Z,2,REGULAR,3pt,Jump Shot,[],201988,32.14520367936925,50.0,1610612751,64,37,2022-01-16T01:36:35Z,3160000,0.0,250.0,1,left,P. Mills 24' 3PT  (10 PTS) (B. Griffin 2 AST),"[201988, 201933]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,24.97,Made,10.0,B. Griffin,201933.0,2.0,,,,,,,,,,
326,PT01M21.00S,2022-01-16T01:36:26.8Z,2,REGULAR,2pt,Jump Shot,[],1630529,93.82391590013141,91.68964460784314,1610612740,64,37,2022-01-16T01:36:59Z,3180000,208.0,6.0,1,right,MISS H. Jones 20' Jump Shot,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,20.85,Missed,,,,,,,,,,,,,,
327,PT01M17.00S,2022-01-16T01:36:30.8Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612751,64,37,2022-01-16T01:36:31Z,3190000,,,0,,B. Brown REBOUND (Off:0 Def:2),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,326.0,2.0,2.0,0.0,,,,,,
328,PT01M12.00S,2022-01-16T01:36:35.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201935,29.122864651773984,25.245098039215684,1610612751,67,37,2022-01-16T01:36:53Z,3200000,124.0,221.0,1,left,J. Harden 25' 3PT step back (13 PTS),[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,,,,,,25.36,Made,13.0,,,,,,,,,,,,,
329,PT01M11.00S,2022-01-16T01:37:04.7Z,2,REGULAR,timeout,full,['team'],0,,,1610612740,67,37,2022-01-16T01:37:04Z,3210000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT00M50.20S,2022-01-16T01:38:31.7Z,2,REGULAR,2pt,Jump Shot,[],1630529,93.31882391590013,90.70925245098039,1610612740,67,39,2022-01-16T01:38:40Z,3220000,204.0,10.0,1,right,H. Jones 20' Jump Shot (4 PTS) (B. Ingram 5 AST),"[1630529, 1627742]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,20.38,Made,4.0,B. Ingram,1627742.0,5.0,,,,,,,,,,
332,PT00M28.40S,2022-01-16T01:38:57.2Z,2,REGULAR,2pt,Jump Shot,[],1628971,12.302890932982917,30.392156862745097,1610612751,67,39,2022-01-16T01:39:08Z,3240000,98.0,63.0,1,left,MISS B. Brown 11' floating Shot,[1628971],1610612751.0,BKN,floating,,,Brown,B. Brown,,,,,,,,,,11.66,Missed,,,,,,,,,,,,,,
333,PT00M26.90S,2022-01-16T01:38:58.7Z,2,REGULAR,rebound,offensive,[],201933,,,1610612751,67,39,2022-01-16T01:39:08Z,3250000,,,0,,B. Griffin REBOUND (Off:1 Def:3),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,332.0,4.0,3.0,1.0,,,,,,
334,PT00M26.90S,2022-01-16T01:39:03.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627742,,,1610612751,67,39,2022-01-16T01:39:17Z,3260000,,,0,,B. Ingram personal FOUL (1 PF) (Griffin 2 FT),"[1627742, 201933]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,1627962.0,1.0,0.0,Griffin,201933.0,,,,,,,,,,,,,,,,
336,PT00M26.90S,2022-01-16T01:39:25.9Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],201933,,,1610612751,68,39,2022-01-16T01:39:25Z,3280000,,,0,,B. Griffin Free Throw 1 of 2 (1 PTS),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
337,PT00M26.90S,2022-01-16T01:39:43.2Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],201933,,,1610612751,69,39,2022-01-16T01:39:43Z,3290000,,,0,,B. Griffin Free Throw 2 of 2 (2 PTS),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
338,PT00M04.70S,2022-01-16T01:40:08.6Z,2,REGULAR,2pt,Jump Shot,[],1627742,80.17821944809461,21.346507352941178,1610612740,69,41,2022-01-16T01:40:42Z,3300000,-143.0,134.0,1,right,B. Ingram 19' turnaround Jump Shot (13 PTS),[1627742],1610612740.0,NOP,turnaround,,,Ingram,B. Ingram,,,,,,,,,,19.61,Made,13.0,,,,,,,,,,,,,
339,PT00M00.00S,2022-01-16T01:40:19.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630556,8.360709592641262,42.40196078431372,1610612751,69,41,2022-01-16T01:40:30Z,3310000,38.0,26.0,1,left,MISS K. Edwards running Layup - blocked,"[1630556, 1629637]",1610612751.0,BKN,running,,,Edwards,K. Edwards,,,,,,,,,,4.61,Missed,,,,,,,,,,,,Hayes,1629637.0,
340,PT00M00.00S,2022-01-16T01:40:19.0Z,2,REGULAR,block,,[],1629637,,,1610612751,69,41,2022-01-16T01:40:22Z,3320000,,,0,,J. Hayes BLOCK (2 BLK),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT00M00.00S,2022-01-16T01:40:19.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,69,41,2022-01-16T01:40:30Z,3330000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,339.0,,,,,,,,,
342,PT00M00.00S,2022-01-16T01:40:28.7Z,2,REGULAR,period,end,[],0,,,1610612751,69,41,2022-01-16T01:40:28Z,3340000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2022-01-16T01:55:05.5Z,3,REGULAR,substitution,out,['startperiod'],1628971,,,1610612751,69,41,2022-01-16T01:55:32Z,3350000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2022-01-16T01:55:05.5Z,3,REGULAR,substitution,out,['startperiod'],201933,,,1610612751,69,41,2022-01-16T01:55:32Z,3360000,,,0,,SUB out: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2022-01-16T01:55:05.5Z,3,REGULAR,substitution,out,['startperiod'],1629637,,,1610612751,69,41,2022-01-16T01:55:32Z,3370000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2022-01-16T01:55:05.5Z,3,REGULAR,substitution,in,['startperiod'],1630549,,,1610612751,69,41,2022-01-16T01:55:32Z,3380000,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2022-01-16T01:55:05.5Z,3,REGULAR,substitution,in,['startperiod'],1630560,,,1610612751,69,41,2022-01-16T01:55:32Z,3390000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2022-01-16T01:55:05.5Z,3,REGULAR,substitution,in,['startperiod'],202685,,,1610612751,69,41,2022-01-16T01:55:32Z,3400000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2022-01-16T01:55:37.1Z,3,REGULAR,period,start,[],0,,,1610612740,69,41,2022-01-16T01:55:37Z,3410000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT11M43.00S,2022-01-16T01:55:53.5Z,3,REGULAR,3pt,Jump Shot,[],1630529,22.026938239159,87.25490196078431,1610612740,69,44,2022-01-16T01:55:59Z,3420000,-186.0,155.0,1,left,H. Jones 24' 3PT  (7 PTS) (B. Ingram 6 AST),"[1630529, 1627742]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,24.21,Made,7.0,B. Ingram,1627742.0,6.0,,,,,,,,,,
356,PT11M27.00S,2022-01-16T01:56:08.7Z,3,REGULAR,2pt,Jump Shot,[],201988,75.77201051248358,72.54901960784314,1610612751,69,44,2022-01-16T01:56:15Z,3440000,113.0,175.0,1,right,MISS P. Mills 20' pullup Shot,[201988],1610612751.0,BKN,pullup,,,Mills,P. Mills,,,,,,,,,,20.83,Missed,,,,,,,,,,,,,,
357,PT11M23.00S,2022-01-16T01:56:12.7Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612740,69,44,2022-01-16T01:56:15Z,3450000,,,0,,J. Hart REBOUND (Off:1 Def:6),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,356.0,7.0,6.0,1.0,,,,,,
358,PT11M15.00S,2022-01-16T01:56:20.7Z,3,REGULAR,3pt,Jump Shot,[],1628984,3.3672798948751645,97.54901960784314,1610612740,69,44,2022-01-16T01:56:26Z,3460000,-238.0,-21.0,1,left,MISS D. Graham 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,23.86,Missed,,,,,,,,,,,,,,
359,PT11M13.00S,2022-01-16T01:56:22.7Z,3,REGULAR,rebound,defensive,[],201935,,,1610612751,69,44,2022-01-16T01:56:26Z,3470000,,,0,,J. Harden REBOUND (Off:1 Def:5),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,358.0,6.0,5.0,1.0,,,,,,
360,PT10M59.00S,2022-01-16T01:56:37.4Z,3,REGULAR,2pt,Jump Shot,[],1630560,79.31997371879106,43.38235294117647,1610612751,69,44,2022-01-16T01:56:42Z,3480000,-33.0,142.0,1,right,MISS C. Thomas 14' floating Shot,[1630560],1610612751.0,BKN,floating,,,Thomas,C. Thomas,,,,,,,,,,14.57,Missed,,,,,,,,,,,,,,
361,PT10M53.00S,2022-01-16T01:56:43.4Z,3,REGULAR,rebound,offensive,[],1630549,,,1610612751,69,44,2022-01-16T01:56:42Z,3490000,,,0,,D. Sharpe REBOUND (Off:5 Def:3),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,360.0,8.0,3.0,5.0,,,,,,
362,PT10M53.00S,2022-01-16T01:56:42.7Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630549,94.40999984741211,50.0,1610612751,71,44,2022-01-16T01:56:45Z,3500000,0.0,0.0,1,right,D. Sharpe tip Layup (10 PTS),[1630549],1610612751.0,BKN,tip,,,Sharpe,D. Sharpe,,,,,,,,,,0.0,Made,10.0,,,,,,,,,,,,,
363,PT10M45.00S,2022-01-16T01:56:50.3Z,3,REGULAR,2pt,Jump Shot,[],1627742,28.597240473061763,53.18627450980392,1610612740,71,44,2022-01-16T01:56:57Z,3510000,-16.0,216.0,1,left,MISS B. Ingram 21' Jump Shot,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,21.69,Missed,,,,,,,,,,,,,,
364,PT10M41.00S,2022-01-16T01:56:54.3Z,3,REGULAR,rebound,offensive,[],1630529,,,1610612740,71,44,2022-01-16T01:56:57Z,3520000,,,0,,H. Jones REBOUND (Off:1 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,363.0,2.0,1.0,1.0,,,,,,
365,PT10M41.00S,2022-01-16T01:56:55.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628404,5.863994743758213,49.50980392156863,1610612740,71,46,2022-01-16T01:57:00Z,3530000,2.0,3.0,1,left,J. Hart cutting DUNK (7 PTS) (H. Jones 1 AST),"[1628404, 1630529]",1610612740.0,NOP,cutting,,,Hart,J. Hart,,,,,,,,,,0.36,Made,7.0,H. Jones,1630529.0,1.0,,,,,,,,,,
367,PT10M24.00S,2022-01-16T01:57:11.7Z,3,REGULAR,3pt,Jump Shot,[],201988,70.51576872536137,25.0,1610612751,71,46,2022-01-16T01:57:16Z,3550000,-125.0,225.0,1,right,MISS P. Mills 25' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,25.71,Missed,,,,,,,,,,,,,,
368,PT10M21.00S,2022-01-16T01:57:14.7Z,3,REGULAR,rebound,defensive,[],1630529,,,1610612740,71,46,2022-01-16T01:57:16Z,3560000,,,0,,H. Jones REBOUND (Off:1 Def:2),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,367.0,3.0,2.0,1.0,,,,,,
