actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
19,PT09M50.00S,2022-03-16T23:48:20.5Z,1,REGULAR,3pt,Jump Shot,[],203915,35.43035479632063,40.68627450980392,1610612742,6,4,2022-03-16T23:48:25Z,190000,47.0,281.0,1,left,MISS S. Dinwiddie 28' 3PT,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,28.43,Missed,,,,,,,,,,,,,,,,,,,
20,PT09M48.00S,2022-03-16T23:48:22.5Z,1,REGULAR,rebound,offensive,[],203939,,,1610612742,6,4,2022-03-16T23:48:25Z,200000,,,0,,D. Powell REBOUND (Off:1 Def:0),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,19.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
21,PT09M35.00S,2022-03-16T23:48:36.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203915,11.12023653088042,40.68627450980392,1610612742,6,4,2022-03-16T23:48:41Z,210000,47.0,52.0,1,left,MISS S. Dinwiddie 6' driving floating Shot,[203915],1610612742.0,DAL,driving floating,,,Dinwiddie,S. Dinwiddie,,,,,6.98,Missed,,,,,,,,,,,,,,,,,,,
22,PT09M30.00S,2022-03-16T23:48:41.3Z,1,REGULAR,rebound,offensive,[],203915,,,1610612742,6,4,2022-03-16T23:48:41Z,220000,,,0,,S. Dinwiddie REBOUND (Off:1 Def:0),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,21.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
23,PT09M30.00S,2022-03-16T23:48:40.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203915,5.590000152587891,50.0,1610612742,6,4,2022-03-16T23:48:40Z,230000,0.0,0.0,1,left,MISS S. Dinwiddie tip Layup,[203915],1610612742.0,DAL,tip,,,Dinwiddie,S. Dinwiddie,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
24,PT09M30.00S,2022-03-16T23:48:40.6Z,1,REGULAR,rebound,defensive,[],203083,,,1610612751,6,4,2022-03-16T23:48:40Z,240000,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
25,PT09M21.00S,2022-03-16T23:48:49.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,85.23324572930355,63.23529411764706,1610612751,6,4,2022-03-16T23:48:57Z,250000,66.0,86.0,1,right,MISS K. Durant 10' turnaround fadeaway Shot,[201142],1610612751.0,BKN,turnaround fadeaway,,,Durant,K. Durant,,,,,10.88,Missed,,,,,,,,,,,,,,,,,,,
26,PT09M18.00S,2022-03-16T23:48:52.7Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,6,4,2022-03-16T23:48:54Z,260000,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
27,PT09M11.00S,2022-03-16T23:48:59.2Z,1,REGULAR,3pt,Jump Shot,[],1629029,32.933639947437584,34.55882352941176,1610612742,6,7,2022-03-16T23:49:03Z,270000,77.0,257.0,1,left,L. Doncic 26' 3PT step back (5 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,26.84,Made,,,,,,,5.0,,,,,,,,,,,,
28,PT08M59.00S,2022-03-16T23:49:11.4Z,1,REGULAR,2pt,Jump Shot,[],201609,93.64323258869908,77.20588235294117,1610612751,6,7,2022-03-16T23:49:15Z,280000,136.0,7.0,1,right,MISS G. Dragic 13' step back Shot,[201609],1610612751.0,BKN,step back,,,Dragic,G. Dragic,,,,,13.62,Missed,,,,,,,,,,,,,,,,,,,
29,PT08M56.00S,2022-03-16T23:49:14.4Z,1,REGULAR,rebound,offensive,[],203083,,,1610612751,6,7,2022-03-16T23:49:15Z,290000,,,0,,A. Drummond REBOUND (Off:1 Def:1),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,28.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
30,PT08M56.00S,2022-03-16T23:49:14.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,94.40999984741211,50.0,1610612751,6,7,2022-03-16T23:49:14Z,300000,0.0,0.0,1,right,MISS A. Drummond tip Layup,[203083],1610612751.0,BKN,tip,,,Drummond,A. Drummond,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
31,PT08M54.00S,2022-03-16T23:49:15.8Z,1,REGULAR,rebound,offensive,[],203083,,,1610612751,6,7,2022-03-16T23:49:15Z,310000,,,0,,A. Drummond REBOUND (Off:2 Def:1),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,30.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
32,PT08M54.00S,2022-03-16T23:49:15.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,94.40999984741211,50.0,1610612751,8,7,2022-03-16T23:49:15Z,320000,0.0,0.0,1,right,A. Drummond tip Layup (4 PTS),[203083],1610612751.0,BKN,tip,,,Drummond,A. Drummond,,,,,0.0,Made,,,,,,,4.0,,,,,,,,,,,,
33,PT08M45.00S,2022-03-16T23:49:25.0Z,1,REGULAR,3pt,Jump Shot,[],1629029,32.670827858081466,17.892156862745097,1610612742,8,7,2022-03-16T23:49:30Z,330000,161.0,255.0,1,left,MISS L. Doncic 30' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,30.1,Missed,,,,,,,,,,,,,,,,,,,
34,PT08M41.00S,2022-03-16T23:49:29.0Z,1,REGULAR,rebound,defensive,[],203083,,,1610612751,8,7,2022-03-16T23:49:30Z,340000,,,0,,A. Drummond REBOUND (Off:2 Def:2),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,33.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
35,PT08M35.00S,2022-03-16T23:49:35.5Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],201142,95.3515111695138,75.73529411764706,1610612751,10,7,2022-03-16T23:49:58Z,350000,129.0,-9.0,1,right,K. Durant 12' turnaround fadeaway Jump Shot (4 PTS),[201142],1610612751.0,BKN,turnaround fadeaway,,,Durant,K. Durant,,,,,12.9,Made,,,,,,,4.0,,,,,,,,,,,,
36,PT08M18.00S,2022-03-16T23:49:56.5Z,1,REGULAR,foul,personal,['2freethrow'],201609,,,1610612742,10,7,2022-03-16T23:50:04Z,360000,,,0,,G. Dragic shooting personal FOUL (1 PF) (Dinwiddie 2 FT),"[201609, 203915]",1610612751.0,BKN,shooting,,,Dragic,G. Dragic,,,,,,,,,,,1162.0,,,,,,1.0,0.0,Dinwiddie,203915.0,,,,,
38,PT08M18.00S,2022-03-16T23:50:13.4Z,1,REGULAR,freethrow,1 of 2,[],203915,,,1610612742,10,8,2022-03-16T23:50:13Z,380000,,,0,,S. Dinwiddie Free Throw 1 of 2 (1 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,Made,,,,,,,1.0,,,,,,,,,,,,
39,PT08M18.00S,2022-03-16T23:50:28.7Z,1,REGULAR,freethrow,2 of 2,[],203915,,,1610612742,10,9,2022-03-16T23:50:28Z,390000,,,0,,S. Dinwiddie Free Throw 2 of 2 (2 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,Made,,,,,,,2.0,,,,,,,,,,,,
40,PT08M05.00S,2022-03-16T23:50:43.4Z,1,REGULAR,2pt,Jump Shot,[],201988,92.72339027595268,26.715686274509803,1610612751,10,9,2022-03-16T23:50:47Z,400000,-116.0,16.0,1,right,MISS P. Mills 11' pullup Shot,[201988],1610612751.0,BKN,pullup,,,Mills,P. Mills,,,,,11.75,Missed,,,,,,,,,,,,,,,,,,,
41,PT08M00.00S,2022-03-16T23:50:48.4Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,10,9,2022-03-16T23:50:47Z,410000,,,0,,L. Doncic REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,40.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
42,PT07M52.00S,2022-03-16T23:50:55.7Z,1,REGULAR,3pt,Jump Shot,[],1628973,3.4986859395532193,95.83333333333334,1610612742,10,9,2022-03-16T23:50:59Z,420000,-229.0,-20.0,1,left,MISS J. Brunson 3PT,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,23.0,Missed,,,,,,,,,,,,,,,,,,,
43,PT07M49.00S,2022-03-16T23:50:58.7Z,1,REGULAR,rebound,defensive,[],203083,,,1610612751,10,9,2022-03-16T23:50:59Z,430000,,,0,,A. Drummond REBOUND (Off:2 Def:3),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,42.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
44,PT07M32.00S,2022-03-16T23:51:16.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,90.22667542706965,45.34313725490196,1610612751,10,9,2022-03-16T23:51:20Z,440000,-23.0,39.0,1,right,MISS B. Brown driving floating Shot,[1628971],1610612751.0,BKN,driving floating,,,Brown,B. Brown,,,,,4.58,Missed,,,,,,,,,,,,,,,,,,,
45,PT07M30.00S,2022-03-16T23:51:18.4Z,1,REGULAR,rebound,offensive,[],203083,,,1610612751,10,9,2022-03-16T23:51:20Z,450000,,,0,,A. Drummond REBOUND (Off:3 Def:3),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,44.0,6.0,3.0,3.0,,,,,,,,,,,,,,,
46,PT07M26.00S,2022-03-16T23:51:21.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201609,71.43561103810775,17.15686274509804,1610612751,10,9,2022-03-16T23:51:26Z,460000,-164.0,216.0,1,right,MISS G. Dragic 27' 3PT,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,27.13,Missed,,,,,,,,,,,,,,,,,,,
47,PT07M24.00S,2022-03-16T23:51:23.6Z,1,REGULAR,rebound,offensive,[],203083,,,1610612751,10,9,2022-03-16T23:51:26Z,470000,,,0,,A. Drummond REBOUND (Off:4 Def:3),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,46.0,7.0,3.0,4.0,,,,,,,,,,,,,,,
48,PT07M24.00S,2022-03-16T23:51:25.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,93.11760840998686,52.94117647058824,1610612751,12,9,2022-03-16T23:51:29Z,480000,15.0,12.0,1,right,A. Drummond putback Layup (6 PTS),[203083],1610612751.0,BKN,putback,,,Drummond,A. Drummond,,,,,1.91,Made,,,,,,,6.0,,,,,,,,,,,,
49,PT07M24.00S,2022-03-16T23:51:28.2Z,1,REGULAR,foul,personal,['1freethrow'],1629029,,,1610612751,12,9,2022-03-16T23:51:36Z,490000,,,0,,L. Doncic shooting personal FOUL (1 PF) (Drummond 1 FT),"[1629029, 203083]",1610612742.0,DAL,shooting,,,Doncic,L. Doncic,,,,,,,,,,,1162.0,,,,,,1.0,0.0,Drummond,203083.0,,,,,
51,PT07M24.00S,2022-03-16T23:51:37.9Z,1,REGULAR,substitution,out,[],201988,,,1610612751,12,9,2022-03-16T23:51:42Z,510000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M24.00S,2022-03-16T23:51:37.9Z,1,REGULAR,substitution,in,[],1630556,,,1610612751,12,9,2022-03-16T23:51:42Z,520000,,,0,,SUB in: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M24.00S,2022-03-16T23:51:59.3Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],203083,,,1610612751,12,9,2022-03-16T23:52:02Z,530000,,,0,,MISS A. Drummond Free Throw 1 of 1,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,Missed,,,,,,,,,,,,,,,,,,,
54,PT07M21.00S,2022-03-16T23:52:02.3Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,12,9,2022-03-16T23:52:02Z,540000,,,0,,L. Doncic REBOUND (Off:0 Def:3),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,53.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
55,PT07M11.00S,2022-03-16T23:52:10.7Z,1,REGULAR,3pt,Jump Shot,[],1627827,5.863994743758213,94.11764705882352,1610612742,12,12,2022-03-16T23:52:15Z,550000,-221.0,3.0,1,left,D. Finney-Smith 3PT  (3 PTS) (D. Powell 1 AST),"[1627827, 203939]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,22.06,Made,,,,,,,3.0,D. Powell,203939.0,1.0,,,,,,,,,
57,PT06M57.00S,2022-03-16T23:52:25.4Z,1,REGULAR,3pt,Jump Shot,[],1630556,94.56307490144546,3.431372549019608,1610612751,15,12,2022-03-16T23:52:29Z,570000,-233.0,-1.0,1,right,K. Edwards 3PT  (3 PTS) (B. Brown 2 AST),"[1630556, 1628971]",1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,23.28,Made,,,,,,,3.0,B. Brown,1628971.0,2.0,,,,,,,,,
59,PT06M43.00S,2022-03-16T23:52:39.7Z,1,REGULAR,2pt,Jump Shot,[],1629029,20.18725361366623,30.88235294117647,1610612742,15,14,2022-03-16T23:52:44Z,590000,96.0,137.0,1,left,L. Doncic 16' step back Jump Shot (7 PTS) (J. Brunson 1 AST),"[1629029, 1628973]",1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,16.73,Made,,,,,,,7.0,J. Brunson,1628973.0,1.0,,,,,,,,,
61,PT06M30.00S,2022-03-16T23:52:51.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203083,94.30026281208936,52.94117647058824,1610612751,17,14,2022-03-16T23:52:54Z,610000,15.0,1.0,1,right,A. Drummond cutting Layup (8 PTS) (K. Durant 1 AST),"[203083, 201142]",1610612751.0,BKN,cutting,,,Drummond,A. Drummond,,,,,1.47,Made,,,,,,,8.0,K. Durant,201142.0,1.0,,,,,,,,,
63,PT06M06.00S,2022-03-16T23:53:15.4Z,1,REGULAR,2pt,Jump Shot,[],1629029,7.835085413929041,81.86274509803921,1610612742,17,14,2022-03-16T23:53:19Z,630000,-159.0,21.0,1,left,MISS L. Doncic 16' turnaround fadeaway Shot,[1629029],1610612742.0,DAL,turnaround fadeaway,,,Doncic,L. Doncic,,,,,16.07,Missed,,,,,,,,,,,,,,,,,,,
64,PT06M05.00S,2022-03-16T23:53:16.4Z,1,REGULAR,rebound,defensive,[],203083,,,1610612751,17,14,2022-03-16T23:53:19Z,640000,,,0,,A. Drummond REBOUND (Off:4 Def:4),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,63.0,8.0,4.0,4.0,,,,,,,,,,,,,,,
65,PT05M57.00S,2022-03-16T23:53:25.4Z,1,REGULAR,2pt,Jump Shot,[],201142,81.42247043363994,81.12745098039215,1610612751,19,14,2022-03-16T23:53:28Z,650000,156.0,122.0,1,right,K. Durant 19' pullup Jump Shot (6 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,19.78,Made,,,,,,,6.0,,,,,,,,,,,,
67,PT05M38.00S,2022-03-16T23:53:43.9Z,1,REGULAR,2pt,Jump Shot,[],1629029,9.149145860709593,69.36274509803921,1610612742,19,14,2022-03-16T23:53:48Z,670000,-97.0,34.0,1,left,MISS L. Doncic 10' pullup bank Shot,[1629029],1610612742.0,DAL,pullup bank,,,Doncic,L. Doncic,,,,,10.24,Missed,,,,,,,,,,,,,,,,,,,
68,PT05M36.00S,2022-03-16T23:53:46.6Z,1,REGULAR,rebound,defensive,[],203083,,,1610612751,19,14,2022-03-16T23:53:46Z,680000,,,0,,A. Drummond REBOUND (Off:4 Def:5),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,67.0,9.0,5.0,4.0,,,,,,,,,,,,,,,
69,PT05M26.00S,2022-03-16T23:53:55.8Z,1,REGULAR,3pt,Jump Shot,[],201609,76.16622864651774,9.313725490196079,1610612751,19,14,2022-03-16T23:54:00Z,690000,-203.0,172.0,1,right,MISS G. Dragic 26' 3PT,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,26.61,Missed,,,,,,,,,,,,,,,,,,,
70,PT05M24.00S,2022-03-16T23:53:57.8Z,1,REGULAR,rebound,offensive,[],203083,,,1610612751,19,14,2022-03-16T23:56:44Z,700000,,,0,,A. Drummond REBOUND (Off:5 Def:5),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,69.0,10.0,5.0,5.0,,,,,,,,,,,,,,,
73,PT05M24.00S,2022-03-16T23:54:03.3Z,1,REGULAR,foul,personal,[],1627827,,,1610612751,19,14,2022-03-16T23:54:11Z,730000,,,0,,D. Finney-Smith personal FOUL (1 PF),"[1627827, 203083]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,203591.0,,,,,,1.0,0.0,Drummond,203083.0,,,,,
75,PT05M24.00S,2022-03-16T23:54:11.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,19,14,2022-03-16T23:54:11Z,750000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M24.00S,2022-03-16T23:55:32.7Z,1,REGULAR,substitution,out,[],203083,,,1610612751,19,14,2022-03-16T23:57:20Z,760000,,,0,,SUB out: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M24.00S,2022-03-16T23:55:32.7Z,1,REGULAR,substitution,in,[],1629651,,,1610612751,19,14,2022-03-16T23:57:20Z,770000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M13.00S,2022-03-16T23:57:53.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628971,92.85479632063075,3.6764705882352944,1610612751,22,14,2022-03-16T23:57:57Z,780000,-232.0,15.0,1,right,B. Brown 3PT  (5 PTS) (K. Edwards 1 AST),"[1628971, 1630556]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,23.21,Made,,,,,,,5.0,K. Edwards,1630556.0,1.0,,,,,,,,,
80,PT04M56.00S,2022-03-16T23:58:10.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203939,6.915243101182654,49.50980392156863,1610612742,22,16,2022-03-16T23:58:14Z,800000,2.0,13.0,1,left,D. Powell DUNK (4 PTS) (L. Doncic 2 AST),"[203939, 1629029]",1610612742.0,DAL,,,,Powell,D. Powell,,,,,1.27,Made,,,,,,,4.0,L. Doncic,1629029.0,2.0,,,,,,,,,
82,PT04M44.00S,2022-03-16T23:58:25.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,22,16,2022-03-16T23:58:25Z,820000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M44.00S,2022-03-16T23:58:26.7Z,1,REGULAR,substitution,out,[],203939,,,1610612751,22,16,2022-03-16T23:58:33Z,830000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M44.00S,2022-03-16T23:58:26.7Z,1,REGULAR,substitution,out,[],1628973,,,1610612751,22,16,2022-03-16T23:58:33Z,840000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M44.00S,2022-03-16T23:58:26.7Z,1,REGULAR,substitution,in,[],1628467,,,1610612751,22,16,2022-03-16T23:58:33Z,850000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M44.00S,2022-03-16T23:58:26.7Z,1,REGULAR,substitution,in,[],1630182,,,1610612751,22,16,2022-03-16T23:58:33Z,860000,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M41.00S,2022-03-16T23:58:48.8Z,1,REGULAR,3pt,Jump Shot,[],1630556,82.21090670170827,4.411764705882353,1610612751,22,16,2022-03-16T23:58:52Z,870000,-228.0,115.0,1,right,MISS K. Edwards 25' 3PT,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,25.51,Missed,,,,,,,,,,,,,,,,,,,
88,PT04M39.00S,2022-03-16T23:58:50.8Z,1,REGULAR,rebound,defensive,[],1630182,,,1610612742,22,16,2022-03-16T23:58:52Z,880000,,,0,,J. Green REBOUND (Off:0 Def:1),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,87.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
89,PT04M16.00S,2022-03-16T23:59:14.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627827,4.418528252299605,63.970588235294116,1610612742,22,16,2022-03-16T23:59:17Z,890000,-70.0,-11.0,1,left,MISS D. Finney-Smith 7' driving floating Shot,[1627827],1610612742.0,DAL,driving floating,,,Finney-Smith,D. Finney-Smith,,,,,7.08,Missed,,,,,,,,,,,,,,,,,,,
90,PT04M13.00S,2022-03-16T23:59:17.1Z,1,REGULAR,rebound,offensive,[],1627827,,,1610612742,22,16,2022-03-16T23:59:17Z,900000,,,0,,D. Finney-Smith REBOUND (Off:1 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,89.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
