actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
16,PT11M12.00S,2025-12-09T01:12:21.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628436,8.886333771353483,49.26470588235294,1610612759,2,2,2025-12-09T01:12:31Z,160000,False,4.0,31.0,1,left,MISS L. Kornet Layup - blocked,"[1628436, 1642852]",1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,3.12,Missed,,,,,,,,,,,Queen,1642852.0,,,
17,PT11M12.00S,2025-12-09T01:12:21.5Z,1,REGULAR,block,,[],1642852,,,1610612759,2,2,2025-12-09T01:12:24Z,170000,False,,,0,,D. Queen BLOCK (1 BLK),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
18,PT11M11.00S,2025-12-09T01:12:22.5Z,1,REGULAR,rebound,offensive,[],1628436,,,1610612759,2,2,2025-12-09T01:12:44Z,180000,False,,,0,,L. Kornet REBOUND (Off:1 Def:1),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,16.0,2.0,1.0,1.0,,,,,
19,PT11M10.00S,2025-12-09T01:12:29.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628436,5.590000152587891,50.0,1610612759,2,2,2025-12-09T01:12:38Z,190000,False,0.0,0.0,1,left,MISS L. Kornet putback Layup,[1628436],1610612759.0,SAS,putback,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
20,PT11M09.00S,2025-12-09T01:12:30.3Z,1,REGULAR,rebound,defensive,[],1642852,,,1610612740,2,2,2025-12-09T01:12:38Z,200000,False,,,0,,D. Queen REBOUND (Off:0 Def:1),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,19.0,1.0,1.0,0.0,,,,,
21,PT10M58.00S,2025-12-09T01:12:34.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642852,81.8166885676741,39.705882352941174,1610612740,2,2,2025-12-09T01:12:49Z,210000,False,-51.0,118.0,1,right,MISS D. Queen 12' fadeaway Shot,[1642852],1610612740.0,NOP,fadeaway,,,Queen,D. Queen,,,,,In The Paint (Non-RA),8-16 Center,,,,12.91,Missed,,,,,,,,,,,,,,,
22,PT10M56.00S,2025-12-09T01:12:36.9Z,1,REGULAR,rebound,offensive,[],1642847,,,1610612740,2,2,2025-12-09T01:12:49Z,220000,False,,,0,,J. Fears REBOUND (Off:1 Def:0),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,21.0,1.0,0.0,1.0,,,,,
23,PT10M45.00S,2025-12-09T01:12:48.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630530,63.41984231274639,64.4607843137255,1610612740,2,2,2025-12-09T01:12:55Z,230000,False,72.0,291.0,1,right,MISS T. Murphy III 30' step back 3PT,[1630530],1610612740.0,NOP,step back,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,,,,30.02,Missed,,,,,,,,,,,,,,,
24,PT10M41.00S,2025-12-09T01:12:52.2Z,1,REGULAR,rebound,defensive,[],1642264,,,1610612759,2,2,2025-12-09T01:12:55Z,240000,False,,,0,,S. Castle REBOUND (Off:0 Def:1),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,23.0,1.0,1.0,0.0,,,,,
25,PT10M35.00S,2025-12-09T01:12:57.9Z,1,REGULAR,3pt,Jump Shot,[],203084,25.443495400788436,17.15686274509804,1610612759,2,2,2025-12-09T01:13:13Z,250000,False,164.0,187.0,1,left,MISS H. Barnes 24' 3PT,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,,,,24.86,Missed,,,,,,,,,,,,,,,
26,PT10M34.00S,2025-12-09T01:12:58.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,2,2,2025-12-09T01:13:13Z,260000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,25.0,,,,,,,,
27,PT10M34.00S,2025-12-09T01:13:06.0Z,1,REGULAR,foul,personal,[],1642847,,,1610612759,2,2,2025-12-09T01:13:16Z,270000,False,,,0,,J. Fears loose ball personal FOUL (1 PF),"[1642847, 1642264]",1610612740.0,NOP,loose ball,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,,,,,,,1151.0,1.0,0.0,Castle,1642264.0,,,,,,,,,
29,PT10M24.00S,2025-12-09T01:13:34.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642264,7.046649145860711,49.26470588235294,1610612759,2,2,2025-12-09T01:13:39Z,290000,False,4.0,14.0,1,left,MISS S. Castle driving Layup,[1642264],1610612759.0,SAS,driving,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,,,,1.42,Missed,,,,,,,,,,,,,,,
30,PT10M22.00S,2025-12-09T01:13:36.5Z,1,REGULAR,rebound,defensive,[],1642852,,,1610612740,2,2,2025-12-09T01:13:39Z,300000,False,,,0,,D. Queen REBOUND (Off:0 Def:2),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,29.0,2.0,2.0,0.0,,,,,
31,PT10M19.00S,2025-12-09T01:13:38.8Z,1,REGULAR,turnover,bad pass,[],1642852,,,1610612740,2,2,2025-12-09T01:13:42Z,310000,False,,,0,,D. Queen bad pass TURNOVER (1 TO),"[1642852, 1628368]",1610612740.0,NOP,,,,Queen,D. Queen,,,,,Above the Break 3,24+ Center,1.0,Fox,1628368.0,,,,,,,,,,,,,,,,,
32,PT10M19.00S,2025-12-09T01:13:38.8Z,1,REGULAR,steal,,[],1628368,,,1610612759,2,2,2025-12-09T01:13:41Z,320000,False,,,0,,D. Fox STEAL (1 STL),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
33,PT10M15.00S,2025-12-09T01:13:42.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1642264,27.94021024967148,81.37254901960785,1610612759,2,2,2025-12-09T01:14:17Z,330000,False,-157.0,210.0,1,left,MISS S. Castle 26' running 3PT,[1642264],1610612759.0,SAS,running,,,Castle,S. Castle,,,,,Above the Break 3,24+ Left Center,,,,26.22,Missed,,,,,,,,,,,,,,,
34,PT10M12.00S,2025-12-09T01:13:45.9Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612740,2,2,2025-12-09T01:13:46Z,340000,False,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,33.0,1.0,1.0,0.0,,,,,
35,PT10M07.00S,2025-12-09T01:13:51.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642847,94.1688567674113,45.09803921568628,1610612740,2,2,2025-12-09T01:14:00Z,350000,False,-25.0,2.0,1,right,MISS J. Fears running Layup,[1642847],1610612740.0,NOP,running,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,,,,2.46,Missed,,,,,,,,,,,,,,,
36,PT10M04.00S,2025-12-09T01:13:54.6Z,1,REGULAR,rebound,defensive,[],1628436,,,1610612759,2,2,2025-12-09T01:14:00Z,360000,False,,,0,,L. Kornet REBOUND (Off:1 Def:2),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,35.0,3.0,2.0,1.0,,,,,
37,PT09M57.00S,2025-12-09T01:14:01.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,10.068988173455978,37.254901960784316,1610612759,2,2,2025-12-09T01:14:38Z,370000,False,64.0,42.0,1,left,MISS D. Fox 7' turnaround fadeaway Shot,[1628368],1610612759.0,SAS,turnaround fadeaway,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,,7.64,Missed,,,,,,,,,,,,,,,
38,PT09M54.00S,2025-12-09T01:14:04.4Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,2,2,2025-12-09T01:14:38Z,380000,False,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,37.0,1.0,1.0,0.0,,,,,
39,PT09M49.00S,2025-12-09T01:14:08.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630180,77.21747700394218,12.5,1610612740,2,2,2025-12-09T01:14:16Z,390000,False,-188.0,162.0,1,right,MISS S. Bey 24' running 3PT,[1630180],1610612740.0,NOP,running,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,,24.76,Missed,,,,,,,,,,,,,,,
40,PT09M46.00S,2025-12-09T01:14:11.1Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,2,2,2025-12-09T01:14:16Z,400000,False,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,39.0,1.0,1.0,0.0,,,,,
41,PT09M35.00S,2025-12-09T01:14:22.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,13.748357424441524,49.754901960784316,1610612759,2,2,2025-12-09T01:14:27Z,410000,False,1.0,77.0,1,left,MISS H. Barnes 7' Jump Shot,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,7.67,Missed,,,,,,,,,,,,,,,
42,PT09M32.00S,2025-12-09T01:14:25.4Z,1,REGULAR,rebound,defensive,[],1642852,,,1610612740,2,2,2025-12-09T01:14:27Z,420000,False,,,0,,D. Queen REBOUND (Off:0 Def:3),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,41.0,3.0,3.0,0.0,,,,,
43,PT09M31.00S,2025-12-09T01:14:33.2Z,1,REGULAR,turnover,double dribble,[],1642852,,,1610612740,2,2,2025-12-09T01:14:46Z,430000,False,,,0,,D. Queen double dribble TURNOVER (2 TO),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Above the Break 3,24+ Left Center,2.0,,,,,,1151.0,,,,,,,,,,,,,
44,PT09M18.00S,2025-12-09T01:15:00.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630170,8.492115637319317,77.20588235294117,1610612759,2,2,2025-12-09T01:15:39Z,440000,False,-136.0,27.0,1,left,MISS D. Vassell 13' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Left,,,,13.87,Missed,,,,,,,,,,,,,,,
45,PT09M14.00S,2025-12-09T01:15:04.1Z,1,REGULAR,rebound,defensive,[],1642847,,,1610612740,2,2,2025-12-09T01:15:06Z,450000,False,,,0,,J. Fears REBOUND (Off:1 Def:1),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,44.0,2.0,1.0,1.0,,,,,
46,PT09M06.00S,2025-12-09T01:15:11.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630529,88.64980289093299,49.50980392156863,1610612740,4,2,2025-12-09T01:15:18Z,460000,False,-2.0,54.0,1,right,H. Jones driving floating Jump Shot (4 PTS) (J. Fears 1 AST),"[1630529, 1642847]",1610612740.0,NOP,driving floating,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,5.43,Made,4.0,,,,,,,,,,,,J. Fears,1642847.0,1.0
48,PT08M52.00S,2025-12-09T01:15:25.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642264,5.075558475689881,47.30392156862745,1610612759,4,4,2025-12-09T01:15:35Z,480000,False,13.0,-5.0,1,left,S. Castle driving Layup (4 PTS),[1642264],1610612759.0,SAS,driving,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,,,,1.43,Made,4.0,,,,,,,,,,,,,,
49,PT08M30.00S,2025-12-09T01:15:47.6Z,1,REGULAR,3pt,Jump Shot,[],1642847,80.76544021024968,5.637254901960785,1610612740,7,4,2025-12-09T01:15:52Z,490000,False,-222.0,128.0,1,right,J. Fears 25' 3PT  (3 PTS),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Above the Break 3,24+ Left Center,,,,25.62,Made,3.0,,,,,,,,,,,,,,
51,PT08M15.00S,2025-12-09T01:16:14.1Z,1,REGULAR,3pt,Jump Shot,[],203084,6.783837056504599,3.1862745098039214,1610612759,7,7,2025-12-09T01:16:18Z,510000,False,234.0,11.0,1,left,H. Barnes 3PT  (3 PTS) (S. Castle 1 AST),"[203084, 1642264]",1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,,,,23.44,Made,3.0,,,,,,,,,,,,S. Castle,1642264.0,1.0
54,PT08M00.00S,2025-12-09T01:16:46.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630530,94.03745072273325,49.01960784313725,1610612740,9,7,2025-12-09T01:16:50Z,540000,False,-5.0,4.0,1,right,T. Murphy III cutting DUNK (2 PTS) (H. Jones 1 AST),"[1630530, 1630529]",1610612740.0,NOP,cutting,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,0.6,Made,2.0,,,,,,,,,,,,H. Jones,1630529.0,1.0
56,PT07M46.00S,2025-12-09T01:16:59.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628436,4.812746386333772,47.05882352941176,1610612759,9,9,2025-12-09T01:17:03Z,560000,False,15.0,-7.0,1,left,L. Kornet cutting Layup (2 PTS) (S. Castle 2 AST),"[1628436, 1642264]",1610612759.0,SAS,cutting,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,1.64,Made,2.0,,,,,,,,,,,,S. Castle,1642264.0,2.0
58,PT07M35.00S,2025-12-09T01:17:10.6Z,1,REGULAR,2pt,Jump Shot,[],1630530,78.40013140604468,49.01960784313725,1610612740,9,9,2025-12-09T01:17:15Z,580000,False,-5.0,151.0,1,right,MISS T. Murphy III 15' pullup Shot,[1630530],1610612740.0,NOP,pullup,,,Murphy III,T. Murphy III,,,,,Mid-Range,8-16 Center,,,,15.06,Missed,,,,,,,,,,,,,,,
59,PT07M33.00S,2025-12-09T01:17:12.6Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612759,9,9,2025-12-09T01:17:15Z,590000,False,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,58.0,1.0,1.0,0.0,,,,,
60,PT07M30.00S,2025-12-09T01:17:17.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642264,4.681340341655716,46.81372549019608,1610612759,9,11,2025-12-09T01:17:52Z,600000,False,16.0,-8.0,1,left,S. Castle running Layup (6 PTS) (D. Fox 1 AST),"[1642264, 1628368]",1610612759.0,SAS,running,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,,,,1.8,Made,6.0,,,,,,,,,,,,D. Fox,1628368.0,1.0
62,PT07M30.00S,2025-12-09T01:17:21.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,9,11,2025-12-09T01:17:21Z,620000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M30.00S,2025-12-09T01:19:29.4Z,1,REGULAR,substitution,out,[],1642852,,,1610612740,9,11,2025-12-09T01:20:12Z,630000,False,,,0,,SUB out: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M30.00S,2025-12-09T01:19:29.4Z,1,REGULAR,substitution,out,[],1630529,,,1610612740,9,11,2025-12-09T01:20:12Z,640000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M30.00S,2025-12-09T01:19:29.4Z,1,REGULAR,substitution,out,[],1628368,,,1610612740,9,11,2025-12-09T01:20:12Z,650000,False,,,0,,SUB out: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M30.00S,2025-12-09T01:19:29.4Z,1,REGULAR,substitution,in,[],1631121,,,1610612740,9,11,2025-12-09T01:20:12Z,660000,False,,,0,,SUB in: B. McGowens,[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT07M30.00S,2025-12-09T01:19:29.4Z,1,REGULAR,substitution,in,[],1642274,,,1610612740,9,11,2025-12-09T01:20:12Z,670000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT07M30.00S,2025-12-09T01:19:29.4Z,1,REGULAR,substitution,in,[],1642844,,,1610612740,9,11,2025-12-09T01:20:12Z,680000,False,,,0,,SUB in: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT07M06.00S,2025-12-09T01:20:43.4Z,1,REGULAR,3pt,Jump Shot,[],1630530,86.94152431011827,95.34313725490196,1610612740,9,11,2025-12-09T01:21:05Z,690000,False,227.0,70.0,1,right,MISS T. Murphy III step back 3PT,[1630530],1610612740.0,NOP,step back,,,Murphy III,T. Murphy III,,,,,Right Corner 3,24+ Right,,,,23.73,Missed,,,,,,,,,,,,,,,
70,PT07M02.00S,2025-12-09T01:20:46.0Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,9,11,2025-12-09T01:20:46Z,700000,False,,,0,,D. Vassell REBOUND (Off:0 Def:2),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,69.0,2.0,2.0,0.0,,,,,
71,PT06M51.00S,2025-12-09T01:20:57.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628436,6.389618922470433,55.392156862745104,1610612759,9,13,2025-12-09T01:21:00Z,710000,False,-27.0,8.0,1,left,L. Kornet Layup (4 PTS) (S. Castle 3 AST),"[1628436, 1642264]",1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,2.8,Made,4.0,,,,,,,,,,,,S. Castle,1642264.0,3.0
73,PT06M36.00S,2025-12-09T01:21:13.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631121,92.72339027595268,50.98039215686274,1610612740,11,13,2025-12-09T01:21:18Z,730000,False,5.0,16.0,1,right,B. McGowens driving Layup (2 PTS) (Y. Missi 1 AST),"[1631121, 1642274]",1610612740.0,NOP,driving,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,,,,1.66,Made,2.0,,,,,,,,,,,,Y. Missi,1642274.0,1.0
75,PT06M36.00S,2025-12-09T01:21:16.7Z,1,REGULAR,foul,personal,['1freethrow'],1628436,,,1610612740,11,13,2025-12-09T01:21:24Z,750000,False,,,0,,L. Kornet shooting personal FOUL (1 PF) (McGowens 1 FT),"[1628436, 1631121]",1610612759.0,SAS,shooting,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,1162.0,1.0,0.0,McGowens,1631121.0,,,,,,,,,
77,PT06M36.00S,2025-12-09T01:21:44.0Z,1,REGULAR,freethrow,1 of 1,[],1631121,,,1610612740,12,13,2025-12-09T01:21:44Z,770000,False,,,0,,B. McGowens Free Throw 1 of 1 (3 PTS),[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
78,PT06M29.00S,2025-12-09T01:21:52.4Z,1,REGULAR,turnover,bad pass,[],1642264,,,1610612759,12,13,2025-12-09T01:21:56Z,780000,False,,,0,,S. Castle bad pass TURNOVER (2 TO),"[1642264, 1630530]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Right Center,2.0,Murphy III,1630530.0,,,,,,,,,,,,,,,,,
79,PT06M29.00S,2025-12-09T01:21:52.4Z,1,REGULAR,steal,,[],1630530,,,1610612740,12,13,2025-12-09T01:21:55Z,790000,False,,,0,,T. Murphy III STEAL (1 STL),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
80,PT06M24.00S,2025-12-09T01:21:57.7Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630180,93.9060446780552,50.73529411764706,1610612740,14,13,2025-12-09T01:22:15Z,800000,False,4.0,5.0,1,right,S. Bey running Jump Shot (2 PTS) (T. Murphy III 1 AST),"[1630180, 1630530]",1610612740.0,NOP,running,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,0.61,Made,2.0,,,,,,,,,,,,T. Murphy III,1630530.0,1.0
82,PT06M16.00S,2025-12-09T01:22:05.5Z,1,REGULAR,3pt,Jump Shot,[],203084,24.52365308804205,84.06862745098039,1610612759,14,16,2025-12-09T01:22:12Z,820000,False,-170.0,178.0,1,left,H. Barnes 24' 3PT  (6 PTS) (D. Harper 1 AST),"[203084, 1642844]",1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Left Center,,,,24.63,Made,6.0,,,,,,,,,,,,D. Harper,1642844.0,1.0
84,PT06M08.00S,2025-12-09T01:22:13.5Z,1,REGULAR,3pt,Jump Shot,[],1642847,65.25952693823915,58.333333333333336,1610612740,14,16,2025-12-09T01:22:31Z,840000,False,42.0,274.0,1,right,MISS J. Fears 27' pullup 3PT,[1642847],1610612740.0,NOP,pullup,,,Fears,J. Fears,,,,,Above the Break 3,24+ Center,,,,27.73,Missed,,,,,,,,,,,,,,,
