actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
21,PT10M23.00S,2025-11-18T01:12:54.8Z,1,REGULAR,3pt,Jump Shot,[],1631096,32.14520367936925,60.049019607843135,1610612760,2,9,2025-11-18T01:13:00Z,210000,False,-50.0,250.0,1,left,C. Holmgren 25' 3PT  (3 PTS) (S. Gilgeous-Alexander 1 AST),"[1631096, 1628983]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Center,25.47,Made,,3.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,,,,,,,
23,PT09M57.00S,2025-11-18T01:13:22.8Z,1,REGULAR,turnover,backcourt,[],1642274,,,1610612740,2,9,2025-11-18T01:13:49Z,230000,False,,,0,,Y. Missi backcourt TURNOVER (1 TO),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,,,1627541.0,,,,,,,,,
24,PT09M38.00S,2025-11-18T01:13:56.6Z,1,REGULAR,foul,personal,['2freethrow'],1642852,,,1610612760,2,9,2025-11-18T01:14:26Z,240000,False,,,0,,D. Queen shooting personal FOUL (1 PF) (Holmgren 2 FT),"[1642852, 1631096]",1610612740.0,NOP,shooting,,,Queen,D. Queen,,,,,Mid-Range,0-8 Center,,,,,,,,,,,1627962.0,1.0,0.0,Holmgren,1631096.0,,,,,
26,PT09M38.00S,2025-11-18T01:14:26.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1631096,,,1610612760,2,10,2025-11-18T01:14:26Z,260000,False,,,0,,C. Holmgren Free Throw 1 of 2 (4 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,Made,,4.0,,,,,,,,,,,,,,,,
27,PT09M38.00S,2025-11-18T01:14:45.3Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1631096,,,1610612760,2,11,2025-11-18T01:14:45Z,270000,False,,,0,,C. Holmgren Free Throw 2 of 2 (5 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,Made,,5.0,,,,,,,,,,,,,,,,
28,PT09M25.00S,2025-11-18T01:15:00.1Z,1,REGULAR,turnover,lost ball,[],1630529,,,1610612740,2,11,2025-11-18T01:15:06Z,280000,False,,,0,,H. Jones lost ball TURNOVER (2 TO),"[1630529, 1628983]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,2.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,
29,PT09M25.00S,2025-11-18T01:15:00.1Z,1,REGULAR,steal,,[],1628983,,,1610612760,2,11,2025-11-18T01:15:02Z,290000,False,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
30,PT09M10.00S,2025-11-18T01:15:17.1Z,1,REGULAR,foul,personal,['2freethrow'],1630530,,,1610612760,2,11,2025-11-18T01:15:26Z,300000,False,,,0,,T. Murphy III shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1630530, 1628983]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202037.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,
32,PT09M10.00S,2025-11-18T01:15:38.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628983,,,1610612760,2,12,2025-11-18T01:15:38Z,320000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (1 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,1.0,,,,,,,,,,,,,,,,
33,PT09M10.00S,2025-11-18T01:15:53.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628983,,,1610612760,2,13,2025-11-18T01:15:53Z,330000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (2 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,2.0,,,,,,,,,,,,,,,,
34,PT08M57.00S,2025-11-18T01:16:07.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642847,92.85479632063075,52.94117647058824,1610612740,4,13,2025-11-18T01:16:19Z,340000,False,15.0,15.0,1,right,J. Fears driving Layup (4 PTS),[1642847],1610612740.0,NOP,driving,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,2.08,Made,,4.0,,,,,,,,,,,,,,,,
35,PT08M45.00S,2025-11-18T01:16:19.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628392,7.703679369250986,47.30392156862745,1610612760,4,13,2025-11-18T01:16:29Z,350000,False,13.0,20.0,1,left,MISS I. Hartenstein alley-oop DUNK,[1628392],1610612760.0,OKC,alley-oop,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,2.4,Missed,,,,,,,,,,,,,,,,,,
36,PT08M45.00S,2025-11-18T01:16:19.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612740,4,13,2025-11-18T01:16:29Z,360000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,35.0,,,,,,,,,,,,,,,,,
38,PT08M34.00S,2025-11-18T01:16:43.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642847,84.31340341655716,50.0,1610612740,6,13,2025-11-18T01:17:00Z,380000,False,0.0,95.0,1,right,J. Fears 9' driving floating Jump Shot (6 PTS),[1642847],1610612740.0,NOP,driving floating,,,Fears,J. Fears,,,,,In The Paint (Non-RA),8-16 Center,9.5,Made,,6.0,,,,,,,,,,,,,,,,
39,PT08M34.00S,2025-11-18T01:16:46.4Z,1,REGULAR,foul,personal,['1freethrow'],1629652,,,1610612740,6,13,2025-11-18T01:16:54Z,390000,False,,,0,,L. Dort shooting personal FOUL (1 PF) (Fears 1 FT),"[1629652, 1642847]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,202037.0,1.0,0.0,Fears,1642847.0,,,,,
41,PT08M34.00S,2025-11-18T01:17:16.6Z,1,REGULAR,freethrow,1 of 1,[],1642847,,,1610612740,6,13,2025-11-18T01:17:21Z,410000,False,,,0,,MISS J. Fears Free Throw 1 of 1,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
42,PT08M31.00S,2025-11-18T01:17:19.6Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,6,13,2025-11-18T01:17:21Z,420000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,41.0,,,,,,,,,,,,,1.0,1.0,0.0,,
43,PT08M19.00S,2025-11-18T01:17:30.4Z,1,REGULAR,3pt,Jump Shot,[],1629652,30.17411300919842,68.13725490196079,1610612760,6,16,2025-11-18T01:17:35Z,430000,False,-91.0,231.0,1,left,L. Dort 24' 3PT  (9 PTS) (S. Gilgeous-Alexander 2 AST),"[1629652, 1628983]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,24.83,Made,,9.0,S. Gilgeous-Alexander,1628983.0,2.0,,,,,,,,,,,,,
45,PT08M06.00S,2025-11-18T01:17:44.2Z,1,REGULAR,turnover,out-of-bounds,[],1642274,,,1610612740,6,16,2025-11-18T01:17:53Z,450000,False,,,0,,Y. Missi bad pass out-of-bounds TURNOVER (2 TO),[1642274],1610612740.0,NOP,bad pass,,,Missi,Y. Missi,,,,,Above the Break 3,24+ Right Center,,,,,,,,2.0,,,202037.0,,,,,,,,,
46,PT07M50.00S,2025-11-18T01:18:08.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631096,10.200394218134035,46.32352941176471,1610612760,6,18,2025-11-18T01:18:18Z,460000,False,18.0,43.0,1,left,C. Holmgren driving finger roll Layup (7 PTS) (S. Gilgeous-Alexander 3 AST),"[1631096, 1628983]",1610612760.0,OKC,driving finger roll,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,4.71,Made,,7.0,S. Gilgeous-Alexander,1628983.0,3.0,,,,,,,,,,,,,
48,PT07M49.00S,2025-11-18T01:18:15.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,6,18,2025-11-18T01:18:15Z,480000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M36.00S,2025-11-18T01:21:21.3Z,1,REGULAR,turnover,out-of-bounds,[],1642847,,,1610612740,6,18,2025-11-18T01:21:28Z,490000,False,,,0,,J. Fears bad pass out-of-bounds TURNOVER (1 TO),[1642847],1610612740.0,NOP,bad pass,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,,,1627962.0,,,,,,,,,
50,PT07M19.00S,2025-11-18T01:21:43.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628392,7.440867279894875,51.225490196078425,1610612760,6,20,2025-11-18T01:21:51Z,500000,False,-6.0,17.0,1,left,I. Hartenstein Layup (2 PTS) (C. Wallace 2 AST),"[1628392, 1641717]",1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,1.84,Made,,2.0,C. Wallace,1641717.0,2.0,,,,,,,,,,,,,
52,PT06M58.00S,2025-11-18T01:22:04.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642852,93.64323258869908,44.85294117647059,1610612740,6,20,2025-11-18T01:22:15Z,520000,False,-26.0,7.0,1,right,MISS D. Queen driving Layup,[1642852],1610612740.0,NOP,driving,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,2.67,Missed,,,,,,,,,,,,,,,,,,
53,PT06M58.00S,2025-11-18T01:22:04.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,6,20,2025-11-18T01:22:15Z,530000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,52.0,,,,,,,,,,,,,,,,,
56,PT06M58.00S,2025-11-18T01:22:11.2Z,1,REGULAR,substitution,out,[],1642274,,,1610612760,6,20,2025-11-18T01:22:16Z,560000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M58.00S,2025-11-18T01:22:11.2Z,1,REGULAR,substitution,in,[],1642877,,,1610612760,6,20,2025-11-18T01:22:16Z,570000,False,,,0,,SUB in: M. Peavy,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M58.00S,2025-11-18T01:22:11.2Z,1,REGULAR,substitution,in,[],1631255,,,1610612760,6,20,2025-11-18T01:22:16Z,580000,False,,,0,,SUB in: K. Matković,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M58.00S,2025-11-18T01:22:11.2Z,1,REGULAR,substitution,out,[],1642852,,,1610612760,6,20,2025-11-18T01:22:30Z,590000,False,,,0,,SUB out: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M46.00S,2025-11-18T01:22:42.5Z,1,REGULAR,foul,offensive,[],1628392,,,1610612760,6,20,2025-11-18T01:22:54Z,600000,False,,,0,,I. Hartenstein offensive FOUL (1 PF),"[1628392, 1630529]",1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1627962.0,1.0,0.0,Jones,1630529.0,,,,,
62,PT06M46.00S,2025-11-18T01:22:42.5Z,1,REGULAR,turnover,offensive foul,[],1628392,,,1610612760,6,20,2025-11-18T01:22:42Z,620000,False,,,0,,I. Hartenstein offensive foul TURNOVER (1 TO),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,16-24 Left Center,,,,,,,,1.0,,,1627962.0,,,,,,,,,
63,PT06M37.00S,2025-11-18T01:23:02.2Z,1,REGULAR,foul,personal,['2freethrow'],1628983,,,1610612740,6,20,2025-11-18T01:23:12Z,630000,False,,,0,,S. Gilgeous-Alexander shooting personal FOUL (1 PF) (Murphy III 2 FT),"[1628983, 1630530]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202037.0,1.0,0.0,Murphy III,1630530.0,,,,,
65,PT06M37.00S,2025-11-18T01:23:27.2Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630530,,,1610612740,7,20,2025-11-18T01:23:27Z,650000,False,,,0,,T. Murphy III Free Throw 1 of 2 (1 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Made,,1.0,,,,,,,,,,,,,,,,
66,PT06M37.00S,2025-11-18T01:23:30.9Z,1,REGULAR,substitution,out,[],1642847,,,1610612740,7,20,2025-11-18T01:23:33Z,660000,False,,,0,,SUB out: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M37.00S,2025-11-18T01:23:30.9Z,1,REGULAR,substitution,in,[],1630631,,,1610612740,7,20,2025-11-18T01:23:33Z,670000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M37.00S,2025-11-18T01:23:59.6Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630530,,,1610612740,8,20,2025-11-18T01:23:59Z,680000,False,,,0,,T. Murphy III Free Throw 2 of 2 (2 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Made,,2.0,,,,,,,,,,,,,,,,
69,PT06M24.00S,2025-11-18T01:24:16.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641717,11.12023653088042,51.71568627450981,1610612760,8,20,2025-11-18T01:24:28Z,690000,False,-9.0,52.0,1,left,MISS C. Wallace driving Layup,[1641717],1610612760.0,OKC,driving,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),0-8 Center,5.27,Missed,,,,,,,,,,,,,,,,,,
70,PT06M24.00S,2025-11-18T01:24:21.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,8,20,2025-11-18T01:24:21Z,700000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,69.0,,,,,,,,,,,,,,,,,
72,PT06M17.00S,2025-11-18T01:24:47.4Z,1,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612760,8,20,2025-11-18T01:24:53Z,720000,False,,,0,,H. Jones shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1630529, 1628983]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627541.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,
74,PT06M17.00S,2025-11-18T01:25:14.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628983,,,1610612760,8,21,2025-11-18T01:25:14Z,740000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (3 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,3.0,,,,,,,,,,,,,,,,
75,PT06M17.00S,2025-11-18T01:25:21.6Z,1,REGULAR,substitution,out,[],1641717,,,1610612760,8,21,2025-11-18T01:25:27Z,750000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M17.00S,2025-11-18T01:25:21.6Z,1,REGULAR,substitution,in,[],1630198,,,1610612760,8,21,2025-11-18T01:25:27Z,760000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M17.00S,2025-11-18T01:25:39.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628983,,,1610612760,8,22,2025-11-18T01:25:39Z,770000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (4 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,4.0,,,,,,,,,,,,,,,,
78,PT06M02.00S,2025-11-18T01:25:57.2Z,1,REGULAR,turnover,bad pass,[],1630530,,,1610612740,8,22,2025-11-18T01:26:11Z,780000,False,,,0,,T. Murphy III bad pass TURNOVER (1 TO),"[1630530, 1628983]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,,,,,,,,1.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,
79,PT06M02.00S,2025-11-18T01:25:57.2Z,1,REGULAR,steal,,[],1628983,,,1610612760,8,22,2025-11-18T01:25:59Z,790000,False,,,0,,S. Gilgeous-Alexander STEAL (2 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
80,PT05M52.00S,2025-11-18T01:26:07.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628392,8.754927726675426,51.71568627450981,1610612760,8,24,2025-11-18T01:26:16Z,800000,False,-9.0,30.0,1,left,I. Hartenstein cutting DUNK (4 PTS) (I. Joe 1 AST),"[1628392, 1630198]",1610612760.0,OKC,cutting,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,3.1,Made,,4.0,I. Joe,1630198.0,1.0,,,,,,,,,,,,,
82,PT05M40.00S,2025-11-18T01:26:18.2Z,1,REGULAR,3pt,Jump Shot,[],1631255,68.15045992115637,31.127450980392158,1610612740,11,24,2025-11-18T01:26:34Z,820000,False,-94.0,247.0,1,right,K. Matković 26' 3PT  (3 PTS) (J. Alvarado 1 AST),"[1631255, 1630631]",1610612740.0,NOP,,,,Matković,K. Matković,,,,,Above the Break 3,24+ Left Center,26.43,Made,,3.0,J. Alvarado,1630631.0,1.0,,,,,,,,,,,,,
84,PT05M24.00S,2025-11-18T01:26:34.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,7.5722733245729295,55.14705882352941,1610612760,11,26,2025-11-18T01:26:41Z,840000,False,-26.0,19.0,1,left,S. Gilgeous-Alexander driving finger roll Layup (6 PTS),[1628983],1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,3.18,Made,,6.0,,,,,,,,,,,,,,,,
85,PT05M17.00S,2025-11-18T01:26:41.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,92.06636005256242,46.32352941176471,1610612740,11,26,2025-11-18T01:26:50Z,850000,False,-18.0,22.0,1,right,MISS H. Jones driving Layup,[1630529],1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,2.88,Missed,,,,,,,,,,,,,,,,,,
86,PT05M15.00S,2025-11-18T01:26:43.9Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612760,11,26,2025-11-18T01:26:50Z,860000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,85.0,,,,,,,,,,,,,1.0,1.0,0.0,,
87,PT05M10.00S,2025-11-18T01:26:49.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631096,8.623521681997373,46.32352941176471,1610612760,11,28,2025-11-18T01:27:18Z,870000,False,18.0,29.0,1,left,C. Holmgren running finger roll Layup (9 PTS),[1631096],1610612760.0,OKC,running finger roll,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,3.4,Made,,9.0,,,,,,,,,,,,,,,,
88,PT05M00.00S,2025-11-18T01:26:58.7Z,1,REGULAR,3pt,Jump Shot,[],1630631,66.96780551905388,23.774509803921568,1610612740,11,28,2025-11-18T01:27:06Z,880000,False,-131.0,258.0,1,right,MISS J. Alvarado 28' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,28.94,Missed,,,,,,,,,,,,,,,,,,
89,PT04M59.00S,2025-11-18T01:26:59.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,11,28,2025-11-18T01:27:06Z,890000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Left Center,,,88.0,,,,,,,,,,,,,,,,,
91,PT04M59.00S,2025-11-18T01:27:05.2Z,1,REGULAR,substitution,out,[],1630530,,,1610612760,11,28,2025-11-18T01:27:13Z,910000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M59.00S,2025-11-18T01:27:05.2Z,1,REGULAR,substitution,out,[],1628392,,,1610612760,11,28,2025-11-18T01:27:13Z,920000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M59.00S,2025-11-18T01:27:05.2Z,1,REGULAR,substitution,in,[],1641722,,,1610612760,11,28,2025-11-18T01:27:13Z,930000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
