actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,playerName,playerNameI,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
14,PT11M08.00S,2026-01-22T01:11:50.9Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,0,5,2026-01-22T01:13:24Z,140000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,,,,,Duren,J. Duren,Above the Break 3,24+ Left Center,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,
15,PT11M01.00S,2026-01-22T01:11:58.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641709,5.338370565045992,45.83333333333333,1610612765,0,7,2026-01-22T01:15:04Z,150000,False,21.0,-2.0,1,left,A. Thompson driving Layup (2 PTS),[1641709],1610612765.0,DET,driving,,,,,,,Thompson,A. Thompson,Restricted Area,0-8 Center,2.09,Made,2.0,,,,,,,,,,,,,,,,
16,PT10M49.00S,2026-01-22T01:12:10.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642847,91.14651773981603,43.872549019607845,1610612740,0,7,2026-01-22T01:12:17Z,160000,False,-31.0,31.0,1,right,MISS J. Fears driving Layup - blocked,"[1642847, 1642450]",1610612740.0,NOP,driving,,,,,,,Fears,J. Fears,Restricted Area,0-8 Center,4.33,Missed,,,,,,,,,,,,Jenkins,1642450.0,,,,
17,PT10M49.00S,2026-01-22T01:12:10.8Z,1,REGULAR,block,,[],1642450,,,1610612740,0,7,2026-01-22T01:12:13Z,170000,False,,,0,,D. Jenkins BLOCK (1 BLK),[1642450],1610612765.0,DET,,,,,,,,Jenkins,D. Jenkins,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
18,PT10M47.00S,2026-01-22T01:12:12.8Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612765,0,7,2026-01-22T01:17:54Z,180000,False,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612765.0,DET,,,,,,,,Robinson,D. Robinson,Restricted Area,0-8 Center,,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,
19,PT10M42.00S,2026-01-22T01:12:16.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202699,22.552562417871222,10.784313725490197,1610612765,0,7,2026-01-22T01:18:33Z,190000,False,196.0,159.0,1,left,MISS T. Harris 25' running pullup 3PT,[202699],1610612765.0,DET,running pullup,,,,,,,Harris,T. Harris,Above the Break 3,24+ Right Center,25.28,Missed,,,,,,,,,,,,,,,,,
20,PT10M37.00S,2026-01-22T01:12:21.4Z,1,REGULAR,rebound,defensive,[],1642847,,,1610612740,0,7,2026-01-22T01:12:25Z,200000,False,,,0,,J. Fears REBOUND (Off:0 Def:1),[1642847],1610612740.0,NOP,,,,,,,,Fears,J. Fears,Above the Break 3,24+ Right Center,,,,,,,,,,19.0,1.0,1.0,0.0,,,,,,
21,PT10M36.00S,2026-01-22T01:12:25.1Z,1,REGULAR,turnover,out-of-bounds,[],1630180,,,1610612740,0,7,2026-01-22T01:12:36Z,210000,False,,,0,,S. Bey bad pass out-of-bounds TURNOVER (1 TO),[1630180],1610612740.0,NOP,bad pass,,,,,,101283.0,Bey,S. Bey,Above the Break 3,24+ Left Center,,,,,,,1.0,,,,,,,,,,,,
22,PT10M12.00S,2026-01-22T01:13:01.8Z,1,REGULAR,turnover,bad pass,[],1642450,,,1610612765,0,7,2026-01-22T01:13:07Z,220000,False,,,0,,D. Jenkins bad pass TURNOVER (1 TO),"[1642450, 1642847]",1610612765.0,DET,,,,,,,,Jenkins,D. Jenkins,Above the Break 3,24+ Right Center,,,,,,,1.0,Fears,1642847.0,,,,,,,,,,
23,PT10M12.00S,2026-01-22T01:13:01.8Z,1,REGULAR,steal,,[],1642847,,,1610612740,0,7,2026-01-22T01:13:03Z,230000,False,,,0,,J. Fears STEAL (1 STL),[1642847],1610612740.0,NOP,,,,,,,,Fears,J. Fears,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,
24,PT10M08.00S,2026-01-22T01:13:06.5Z,1,REGULAR,turnover,lost ball,[],1630530,,,1610612740,0,7,2026-01-22T01:13:12Z,240000,False,,,0,,T. Murphy III lost ball TURNOVER (1 TO),"[1630530, 1642450]",1610612740.0,NOP,,,,,,,,Murphy III,T. Murphy III,Mid-Range,8-16 Right,,,,,,,1.0,Jenkins,1642450.0,,,,,,,,,,
25,PT10M08.00S,2026-01-22T01:13:06.5Z,1,REGULAR,steal,,[],1642450,,,1610612765,0,7,2026-01-22T01:13:09Z,250000,False,,,0,,D. Jenkins STEAL (2 STL),[1642450],1610612765.0,DET,,,,,,,,Jenkins,D. Jenkins,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,
26,PT10M04.00S,2026-01-22T01:13:10.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629130,22.552562417871222,87.99019607843137,1610612765,0,10,2026-01-22T01:13:19Z,260000,False,-190.0,159.0,1,left,D. Robinson 24' 3PT running (3 PTS) (D. Jenkins 1 AST),"[1629130, 1642450]",1610612765.0,DET,running,,,,,,,Robinson,D. Robinson,Above the Break 3,24+ Left Center,24.81,Made,3.0,D. Jenkins,1642450.0,1.0,,,,,,,,,,,,,
28,PT09M45.00S,2026-01-22T01:13:29.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630530,89.56964520367937,50.0,1610612740,0,10,2026-01-22T01:13:34Z,280000,False,0.0,46.0,1,right,MISS T. Murphy III pullup Shot,[1630530],1610612740.0,NOP,pullup,,,,,,,Murphy III,T. Murphy III,In The Paint (Non-RA),0-8 Center,4.55,Missed,,,,,,,,,,,,,,,,,
29,PT09M43.00S,2026-01-22T01:13:31.0Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,0,10,2026-01-22T01:13:34Z,290000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612765.0,DET,,,,,,,,Harris,T. Harris,In The Paint (Non-RA),0-8 Center,,,,,,,,,,28.0,1.0,1.0,0.0,,,,,,
30,PT09M37.00S,2026-01-22T01:13:36.6Z,1,REGULAR,turnover,bad pass,[],1629130,,,1610612765,0,10,2026-01-22T01:13:42Z,300000,False,,,0,,D. Robinson bad pass TURNOVER (1 TO),"[1629130, 1630530]",1610612765.0,DET,,,,,,,,Robinson,D. Robinson,Above the Break 3,24+ Right Center,,,,,,,1.0,Murphy III,1630530.0,,,,,,,,,,
31,PT09M37.00S,2026-01-22T01:13:36.6Z,1,REGULAR,steal,,[],1630530,,,1610612740,0,10,2026-01-22T01:13:38Z,310000,False,,,0,,T. Murphy III STEAL (1 STL),[1630530],1610612740.0,NOP,,,,,,,,Murphy III,T. Murphy III,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,
32,PT09M36.00S,2026-01-22T01:13:43.2Z,1,REGULAR,turnover,out-of-bounds,[],1630530,,,1610612740,0,10,2026-01-22T01:13:53Z,320000,False,,,0,,T. Murphy III step out-of-bounds TURNOVER (2 TO),[1630530],1610612740.0,NOP,step,,,,,,1628171.0,Murphy III,T. Murphy III,Above the Break 3,24+ Left,,,,,,,2.0,,,,,,,,,,,,
33,PT09M29.00S,2026-01-22T01:14:10.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202699,32.013797634691194,39.21568627450981,1610612765,0,13,2026-01-22T01:14:15Z,330000,False,54.0,248.0,1,left,T. Harris 25' 3PT  (3 PTS) (D. Jenkins 2 AST),"[202699, 1642450]",1610612765.0,DET,,,,,,,,Harris,T. Harris,Above the Break 3,24+ Center,25.42,Made,3.0,D. Jenkins,1642450.0,2.0,,,,,,,,,,,,,
35,PT09M29.00S,2026-01-22T01:14:17.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,0,13,2026-01-22T01:14:17Z,350000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT09M15.00S,2026-01-22T01:17:25.5Z,1,REGULAR,foul,technical,['1freethrow'],1631105,,,1610612740,0,13,2026-01-22T01:17:35Z,360000,False,,,0,,J. Duren defensive-3-second technical FOUL (1 Tech),[1631105],1610612765.0,DET,defensive-3-second,,,,,,1628168.0,Duren,J. Duren,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,0.0,1.0,,
41,PT09M15.00S,2026-01-22T01:17:38.5Z,1,REGULAR,freethrow,1 of 1,[],1630530,,,1610612740,1,13,2026-01-22T01:17:38Z,370000,False,,,0,,T. Murphy III technical Free Throw 1 of 1 (1 PTS),[1630530],1610612740.0,NOP,technical,,,,,,,Murphy III,T. Murphy III,,,,Made,1.0,,,,,,,,,,,,,,,,
42,PT09M08.00S,2026-01-22T01:18:02.0Z,1,REGULAR,foul,personal,[],1642450,,,1610612740,1,13,2026-01-22T01:18:08Z,380000,False,,,0,,D. Jenkins personal FOUL (1 PF),"[1642450, 1642847]",1610612765.0,DET,,,,,,,1628168.0,Jenkins,D. Jenkins,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1.0,0.0,Fears,1642847.0
44,PT08M57.00S,2026-01-22T01:18:30.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642852,80.1084099868594,34.31372549019608,1610612740,3,13,2026-01-22T01:22:17Z,400000,False,-78.0,134.0,1,right,D. Queen 15' turnaround fadeaway Jump Shot (2 PTS),[1642852],1610612740.0,NOP,turnaround fadeaway,,,,,,,Queen,D. Queen,In The Paint (Non-RA),8-16 Left,15.57,Made,2.0,,,,,,,,,,,,,,,,
45,PT08M34.00S,2026-01-22T01:18:52.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,17.821944809461236,63.970588235294116,1610612765,3,13,2026-01-22T01:19:01Z,410000,False,-70.0,115.0,1,left,MISS T. Harris 13' turnaround Shot,[202699],1610612765.0,DET,turnaround,,,,,,,Harris,T. Harris,In The Paint (Non-RA),8-16 Left,13.46,Missed,,,,,,,,,,,,,,,,,
46,PT08M33.00S,2026-01-22T01:18:53.4Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,3,13,2026-01-22T01:19:01Z,420000,False,,,0,,Z. Williamson REBOUND (Off:1 Def:1),[1629627],1610612740.0,NOP,,,,,,,,Williamson,Z. Williamson,In The Paint (Non-RA),8-16 Left,,,,,,,,,,45.0,2.0,1.0,1.0,,,,,,
47,PT08M30.00S,2026-01-22T01:18:59.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629627,93.51182654402102,46.81372549019608,1610612740,5,13,2026-01-22T01:23:27Z,430000,False,-16.0,8.0,1,right,Z. Williamson running finger roll Layup (2 PTS),[1629627],1610612740.0,NOP,running finger roll,,,,,,,Williamson,Z. Williamson,Restricted Area,0-8 Center,1.8,Made,2.0,,,,,,,,,,,,,,,,
48,PT08M30.00S,2026-01-22T01:19:03.4Z,1,REGULAR,foul,personal,['1freethrow'],202699,,,1610612740,5,13,2026-01-22T01:19:15Z,440000,False,,,0,,T. Harris shooting personal FOUL (1 PF) (Williamson 1 FT),"[202699, 1629627]",1610612765.0,DET,shooting,,,,,,1628171.0,Harris,T. Harris,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Williamson,1629627.0
50,PT08M30.00S,2026-01-22T01:19:23.1Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1629627,,,1610612740,5,13,2026-01-22T01:19:25Z,460000,False,,,0,,MISS Z. Williamson Free Throw 1 of 1,[1629627],1610612740.0,NOP,,,,,,,,Williamson,Z. Williamson,,,,Missed,,,,,,,,,,,,,,,,,
51,PT08M27.00S,2026-01-22T01:19:26.1Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,5,13,2026-01-22T01:19:25Z,470000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641709],1610612765.0,DET,,,,,,,,Thompson,A. Thompson,,,,,,,,,,,,50.0,1.0,1.0,0.0,,,,,,
52,PT08M22.00S,2026-01-22T01:19:29.6Z,1,REGULAR,3pt,Jump Shot,[],1629130,21.895532194480946,10.049019607843137,1610612765,5,13,2026-01-22T01:19:35Z,480000,False,200.0,153.0,1,left,MISS D. Robinson 25' 3PT,[1629130],1610612765.0,DET,,,,,,,,Robinson,D. Robinson,Above the Break 3,24+ Right Center,25.18,Missed,,,,,,,,,,,,,,,,,
53,PT08M18.00S,2026-01-22T01:19:33.6Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,5,13,2026-01-22T01:19:35Z,490000,False,,,0,,Z. Williamson REBOUND (Off:1 Def:2),[1629627],1610612740.0,NOP,,,,,,,,Williamson,Z. Williamson,Above the Break 3,24+ Right Center,,,,,,,,,,52.0,3.0,2.0,1.0,,,,,,
54,PT08M08.00S,2026-01-22T01:19:43.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630180,89.04402102496715,55.88235294117647,1610612740,5,13,2026-01-22T01:25:37Z,500000,False,29.0,50.0,1,right,MISS S. Bey driving Hook,[1630180],1610612740.0,NOP,driving,,,,,,,Bey,S. Bey,In The Paint (Non-RA),0-8 Center,5.84,Missed,,,,,,,,,,,,,,,,,
55,PT08M05.00S,2026-01-22T01:19:46.3Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,5,13,2026-01-22T01:25:37Z,510000,False,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612765.0,DET,,,,,,,,Harris,T. Harris,In The Paint (Non-RA),0-8 Center,,,,,,,,,,54.0,2.0,2.0,0.0,,,,,,
56,PT08M04.00S,2026-01-22T01:19:47.7Z,1,REGULAR,turnover,lost ball,[],202699,,,1610612765,5,13,2026-01-22T01:19:54Z,520000,False,,,0,,T. Harris lost ball TURNOVER (1 TO),"[202699, 1630180]",1610612765.0,DET,,,,,,,,Harris,T. Harris,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,Bey,1630180.0,,,,,,,,,,
57,PT08M04.00S,2026-01-22T01:19:47.7Z,1,REGULAR,steal,,[],1630180,,,1610612740,5,13,2026-01-22T01:19:50Z,530000,False,,,0,,S. Bey STEAL (1 STL),[1630180],1610612740.0,NOP,,,,,,,,Bey,S. Bey,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
58,PT08M01.00S,2026-01-22T01:19:50.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642852,93.64323258869908,46.07843137254902,1610612740,7,13,2026-01-22T01:20:00Z,540000,False,-20.0,7.0,1,right,D. Queen driving Layup (4 PTS) (S. Bey 1 AST),"[1642852, 1630180]",1610612740.0,NOP,driving,,,,,,,Queen,D. Queen,Restricted Area,0-8 Center,2.09,Made,4.0,S. Bey,1630180.0,1.0,,,,,,,,,,,,,
60,PT07M44.00S,2026-01-22T01:20:07.5Z,1,REGULAR,3pt,Jump Shot,[],202699,24.129434954007884,15.931372549019606,1610612765,7,13,2026-01-22T01:20:12Z,560000,False,170.0,174.0,1,left,MISS T. Harris 24' 3PT,[202699],1610612765.0,DET,,,,,,,,Harris,T. Harris,Above the Break 3,24+ Right Center,24.37,Missed,,,,,,,,,,,,,,,,,
61,PT07M41.00S,2026-01-22T01:20:10.5Z,1,REGULAR,rebound,defensive,[],1642847,,,1610612740,7,13,2026-01-22T01:20:12Z,570000,False,,,0,,J. Fears REBOUND (Off:0 Def:2),[1642847],1610612740.0,NOP,,,,,,,,Fears,J. Fears,Above the Break 3,24+ Right Center,,,,,,,,,,60.0,2.0,2.0,0.0,,,,,,
62,PT07M40.00S,2026-01-22T01:20:16.0Z,1,REGULAR,foul,personal,['2freethrow'],1642450,,,1610612740,7,13,2026-01-22T01:20:30Z,580000,False,,,0,,D. Jenkins shooting personal FOUL (2 PF) (Fears 2 FT),"[1642450, 1642847]",1610612765.0,DET,shooting,,,,,,101283.0,Jenkins,D. Jenkins,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,2.0,0.0,Fears,1642847.0
64,PT07M40.00S,2026-01-22T01:20:45.8Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1642847,,,1610612740,8,13,2026-01-22T01:20:45Z,600000,False,,,0,,J. Fears Free Throw 1 of 2 (1 PTS),[1642847],1610612740.0,NOP,,,,,,,,Fears,J. Fears,,,,Made,1.0,,,,,,,,,,,,,,,,
65,PT07M40.00S,2026-01-22T01:21:04.9Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1642847,,,1610612740,9,13,2026-01-22T01:21:04Z,610000,False,,,0,,J. Fears Free Throw 2 of 2 (2 PTS),[1642847],1610612740.0,NOP,,,,,,,,Fears,J. Fears,,,,Made,2.0,,,,,,,,,,,,,,,,
66,PT07M33.00S,2026-01-22T01:21:17.2Z,1,REGULAR,turnover,lost ball,[],1631105,,,1610612765,9,13,2026-01-22T01:28:17Z,620000,False,,,0,,J. Duren lost ball TURNOVER (1 TO),"[1631105, 1642852]",1610612765.0,DET,,,,,,,,Duren,J. Duren,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Queen,1642852.0,,,,,,,,,,
67,PT07M33.00S,2026-01-22T01:21:17.2Z,1,REGULAR,steal,,[],1642852,,,1610612740,9,13,2026-01-22T01:23:20Z,630000,False,,,0,,D. Queen STEAL (1 STL),[1642852],1610612740.0,NOP,,,,,,,,Queen,D. Queen,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
69,PT07M32.00S,2026-01-22T01:21:24.2Z,1,REGULAR,turnover,bad pass,[],1630530,,,1610612740,9,13,2026-01-22T01:28:26Z,650000,False,,,0,,T. Murphy III bad pass TURNOVER (3 TO),"[1630530, 1641709]",1610612740.0,NOP,,,,,,,,Murphy III,T. Murphy III,Mid-Range,8-16 Right,,,,,,,3.0,Thompson,1641709.0,,,,,,,,,,
70,PT07M32.00S,2026-01-22T01:21:24.2Z,1,REGULAR,steal,,[],1641709,,,1610612765,9,13,2026-01-22T01:32:33Z,660000,False,,,0,,A. Thompson STEAL (1 STL),[1641709],1610612765.0,DET,,,,,,,,Thompson,A. Thompson,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,
71,PT07M31.00S,2026-01-22T01:21:27.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641709,6.1268068331143235,46.81372549019608,1610612765,9,15,2026-01-22T04:05:09Z,670000,False,16.0,5.0,1,left,A. Thompson Layup (4 PTS),[1641709],1610612765.0,DET,,,,,,,,Thompson,A. Thompson,Restricted Area,0-8 Center,1.67,Made,4.0,,,,,,,,,,,,,,,,
72,PT07M22.00S,2026-01-22T01:21:30.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,92.46057818659659,54.65686274509803,1610612740,9,15,2026-01-22T01:34:33Z,680000,False,23.0,18.0,1,right,MISS Z. Williamson driving Layup,[1629627],1610612740.0,NOP,driving,,,,,,,Williamson,Z. Williamson,Restricted Area,0-8 Center,2.97,Missed,,,,,,,,,,,,,,,,,
73,PT07M21.00S,2026-01-22T01:21:31.9Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,9,15,2026-01-22T01:34:33Z,690000,False,,,0,,J. Duren REBOUND (Off:0 Def:2),[1631105],1610612765.0,DET,,,,,,,,Duren,J. Duren,Restricted Area,0-8 Center,,,,,,,,,,72.0,2.0,2.0,0.0,,,,,,
74,PT07M14.00S,2026-01-22T01:21:35.7Z,1,REGULAR,foul,personal,['2freethrow'],1642852,,,1610612765,9,15,2026-01-22T01:21:51Z,700000,False,,,0,,D. Queen shooting personal FOUL (1 PF) (Duren 2 FT),"[1642852, 1631105]",1610612740.0,NOP,shooting,,,,,,101283.0,Queen,D. Queen,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Duren,1631105.0
76,PT07M14.00S,2026-01-22T01:21:57.7Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1631105,,,1610612765,9,16,2026-01-22T01:21:57Z,720000,False,,,0,,J. Duren Free Throw 1 of 2 (3 PTS),[1631105],1610612765.0,DET,,,,,,,,Duren,J. Duren,,,,Made,3.0,,,,,,,,,,,,,,,,
77,PT07M14.00S,2026-01-22T01:21:58.6Z,1,REGULAR,substitution,out,[],1629627,,,1610612765,9,16,2026-01-22T01:22:06Z,730000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,
78,PT07M14.00S,2026-01-22T01:21:58.6Z,1,REGULAR,substitution,out,[],1642450,,,1610612765,9,16,2026-01-22T01:22:06Z,740000,False,,,0,,SUB out: D. Jenkins,[1642450],1610612765.0,DET,,,,,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,,,,
79,PT07M14.00S,2026-01-22T01:21:58.6Z,1,REGULAR,substitution,in,[],1631255,,,1610612765,9,16,2026-01-22T01:22:06Z,750000,False,,,0,,SUB in: K. Matković,[1631255],1610612740.0,NOP,,,,,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,
80,PT07M14.00S,2026-01-22T01:21:58.6Z,1,REGULAR,substitution,in,[],1631093,,,1610612765,9,16,2026-01-22T01:22:06Z,760000,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,
81,PT07M14.00S,2026-01-22T01:22:20.9Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1631105,,,1610612765,9,17,2026-01-22T01:22:20Z,770000,False,,,0,,J. Duren Free Throw 2 of 2 (4 PTS),[1631105],1610612765.0,DET,,,,,,,,Duren,J. Duren,,,,Made,4.0,,,,,,,,,,,,,,,,
82,PT07M01.00S,2026-01-22T01:22:37.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,93.51182654402102,52.69607843137255,1610612740,11,17,2026-01-22T01:22:46Z,780000,False,13.0,8.0,1,right,S. Bey reverse Layup (2 PTS) (D. Queen 1 AST),"[1630180, 1642852]",1610612740.0,NOP,reverse,,,,,,,Bey,S. Bey,Restricted Area,0-8 Center,1.6,Made,2.0,D. Queen,1642852.0,1.0,,,,,,,,,,,,,
84,PT07M01.00S,2026-01-22T01:22:40.5Z,1,REGULAR,foul,personal,['1freethrow'],1629130,,,1610612740,11,17,2026-01-22T01:22:48Z,800000,False,,,0,,D. Robinson shooting personal FOUL (1 PF) (Bey 1 FT),"[1629130, 1630180]",1610612765.0,DET,shooting,,,,,,101283.0,Robinson,D. Robinson,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Bey,1630180.0
