actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
578,PT11M35.00S,2025-11-25T02:56:01.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,5.863994743758213,46.32352941176471,1610612741,110,95,2025-11-25T02:57:44Z,5760000,False,18.0,3.0,1,left,A. Dosunmu driving finger roll Layup (20 PTS),[1630245],1610612741.0,CHI,driving finger roll,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,,,Made,,20.0,1.86,,,,,,,,,,,
579,PT11M35.00S,2025-11-25T02:56:05.5Z,4,REGULAR,foul,personal,['1freethrow'],1642847,,,1610612741,110,95,2025-11-25T02:56:15Z,5770000,False,,,0,,J. Fears shooting personal FOUL (1 PF) (Dosunmu 1 FT),"[1642847, 1630245]",1610612740.0,NOP,shooting,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,1628480.0,1.0,0.0,Dosunmu,1630245.0,,,,,,,,,,,,,,,
581,PT11M35.00S,2025-11-25T02:56:25.4Z,4,REGULAR,freethrow,1 of 1,[],1630245,,,1610612741,110,96,2025-11-25T02:56:25Z,5790000,False,,,0,,A. Dosunmu Free Throw 1 of 1 (21 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,Made,,21.0,,,,,,,,,,,,
582,PT11M23.00S,2025-11-25T02:56:41.2Z,4,REGULAR,foul,personal,['2freethrow'],1628975,,,1610612740,110,96,2025-11-25T02:56:51Z,5800000,False,,,0,,J. Carter shooting personal FOUL (2 PF) (Fears 2 FT),"[1628975, 1642847]",1610612741.0,CHI,shooting,,,Carter,J. Carter,,,,,Restricted Area,0-8 Center,201246.0,2.0,0.0,Fears,1642847.0,,,,,,,,,,,,,,,
584,PT11M23.00S,2025-11-25T02:57:10.8Z,4,REGULAR,freethrow,1 of 2,[],1642847,,,1610612740,111,96,2025-11-25T02:57:28Z,5820000,False,,,0,,J. Fears Free Throw 1 of 2 (13 PTS),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,Made,,13.0,,,,,,,,,,,,
585,PT11M23.00S,2025-11-25T02:57:10.8Z,4,REGULAR,freethrow,2 of 2,[],1642847,,,1610612740,111,96,2025-11-25T02:57:28Z,5830000,False,,,0,,MISS J. Fears Free Throw 2 of 2,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
586,PT11M20.00S,2025-11-25T02:57:13.8Z,4,REGULAR,rebound,defensive,[],1630581,,,1610612741,111,96,2025-11-25T02:57:28Z,5840000,False,,,0,,J. Giddey REBOUND (Off:0 Def:6),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,585.0,,,6.0,6.0,0.0,,,,,,,,
587,PT11M09.00S,2025-11-25T02:57:38.5Z,4,REGULAR,3pt,Jump Shot,[],1630245,9.017739816031538,3.1862745098039214,1610612741,111,99,2025-11-25T02:57:43Z,5850000,False,234.0,32.0,1,left,A. Dosunmu 3PT  (24 PTS) (J. Giddey 5 AST),"[1630245, 1630581]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Right Corner 3,24+ Right,,,,,,Made,,24.0,23.63,,,,,J. Giddey,1630581.0,5.0,,,,
589,PT10M52.00S,2025-11-25T02:57:54.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,88.25558475689881,50.0,1610612740,113,99,2025-11-25T02:58:59Z,5870000,False,0.0,58.0,1,right,Z. Williamson driving floating Jump Shot (22 PTS),[1629627],1610612740.0,NOP,driving floating,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,22.0,5.79,,,,,,,,,,,
590,PT10M45.00S,2025-11-25T02:58:01.9Z,4,REGULAR,3pt,Jump Shot,[],1630172,29.38567674113009,18.627450980392158,1610612741,113,99,2025-11-25T02:58:08Z,5880000,False,157.0,224.0,1,left,MISS P. Williams 27' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,27.32,,,,,,,,,,,
591,PT10M41.00S,2025-11-25T02:58:05.9Z,4,REGULAR,rebound,defensive,[],1630180,,,1610612740,113,99,2025-11-25T02:58:08Z,5890000,False,,,0,,S. Bey REBOUND (Off:2 Def:7),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Right Center,,,,,,,590.0,,,9.0,7.0,2.0,,,,,,,,
592,PT10M26.00S,2025-11-25T02:58:21.0Z,4,REGULAR,turnover,lost ball,[],1629627,,,1610612740,113,99,2025-11-25T02:58:26Z,5900000,False,,,0,,Z. Williamson lost ball TURNOVER (2 TO),"[1629627, 1628975]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2.0,,,,Carter,1628975.0,,
593,PT10M26.00S,2025-11-25T02:58:21.0Z,4,REGULAR,steal,,[],1628975,,,1610612741,113,99,2025-11-25T02:58:23Z,5910000,False,,,0,,J. Carter STEAL (1 STL),[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
594,PT10M18.00S,2025-11-25T02:58:28.8Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628975,5.338370565045992,51.225490196078425,1610612741,113,101,2025-11-25T03:00:18Z,5920000,False,-6.0,-2.0,1,left,J. Carter running Layup (11 PTS),[1628975],1610612741.0,CHI,running,,,Carter,J. Carter,,,,,Restricted Area,0-8 Center,,,,,,Made,,11.0,0.65,,,,,,,,,,,
595,PT10M02.00S,2025-11-25T02:58:48.6Z,4,REGULAR,foul,personal,['2freethrow'],1630172,,,1610612740,113,101,2025-11-25T02:59:29Z,5930000,False,,,0,,P. Williams shooting personal FOUL (2 PF) (Williamson 2 FT),"[1630172, 1629627]",1610612741.0,CHI,shooting,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,1628480.0,2.0,0.0,Williamson,1629627.0,,,,,,,,,,,,,,,
597,PT10M02.00S,2025-11-25T02:59:33.1Z,4,REGULAR,foul,technical,['1freethrow'],1630581,,,1610612740,113,101,2025-11-25T02:59:38Z,5950000,False,,,0,,J. Giddey technical FOUL (1 Tech),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,201246.0,2.0,1.0,,,,,,,,,,,,,,,,,
598,PT10M02.00S,2025-11-25T02:59:39.1Z,4,REGULAR,freethrow,1 of 1,[],1630530,,,1610612740,114,101,2025-11-25T02:59:39Z,5960000,False,,,0,,T. Murphy III technical Free Throw 1 of 1 (20 PTS),[1630530],1610612740.0,NOP,technical,,,Murphy III,T. Murphy III,,,,,,,,,,,,Made,,20.0,,,,,,,,,,,,
599,PT10M02.00S,2025-11-25T02:59:41.9Z,4,REGULAR,substitution,out,[],1642847,,,1610612740,114,101,2025-11-25T02:59:55Z,5970000,False,,,0,,SUB out: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT10M02.00S,2025-11-25T02:59:41.9Z,4,REGULAR,substitution,in,[],1630631,,,1610612740,114,101,2025-11-25T02:59:55Z,5980000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT10M02.00S,2025-11-25T02:59:57.1Z,4,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,115,101,2025-11-25T03:00:15Z,5990000,False,,,0,,Z. Williamson Free Throw 1 of 2 (23 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,Made,,23.0,,,,,,,,,,,,
602,PT10M02.00S,2025-11-25T02:59:57.1Z,4,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,115,101,2025-11-25T03:00:15Z,6000000,False,,,0,,MISS Z. Williamson Free Throw 2 of 2,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
603,PT09M55.00S,2025-11-25T03:00:04.1Z,4,REGULAR,rebound,offensive,[],1630180,,,1610612740,115,101,2025-11-25T03:00:15Z,6010000,False,,,0,,S. Bey REBOUND (Off:3 Def:7),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,602.0,,,10.0,7.0,3.0,,,,,,,,
604,PT09M55.00S,2025-11-25T03:00:12.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630180,94.40999984741211,50.0,1610612740,117,101,2025-11-25T03:00:12Z,6020000,False,0.0,0.0,1,right,S. Bey putback Layup (10 PTS),[1630180],1610612740.0,NOP,putback,,,Bey,S. Bey,,,,,Mid-Range,8-16 Left,,,,,,Made,,10.0,0.0,,,,,,,,,,,
605,PT09M48.00S,2025-11-25T03:00:40.9Z,4,REGULAR,foul,personal,['2freethrow'],1642852,,,1610612741,117,101,2025-11-25T03:00:48Z,6030000,False,,,0,,D. Queen shooting personal FOUL (4 PF) (Giddey 2 FT),"[1642852, 1630581]",1610612740.0,NOP,shooting,,,Queen,D. Queen,,,,,In The Paint (Non-RA),0-8 Center,201246.0,4.0,0.0,Giddey,1630581.0,,,,,,,,,,,,,,,
607,PT09M48.00S,2025-11-25T03:00:49.1Z,4,REGULAR,freethrow,1 of 2,[],1630581,,,1610612741,117,102,2025-11-25T03:00:49Z,6050000,False,,,0,,J. Giddey Free Throw 1 of 2 (14 PTS),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,Made,,14.0,,,,,,,,,,,,
608,PT09M48.00S,2025-11-25T03:01:03.8Z,4,REGULAR,freethrow,2 of 2,[],1630581,,,1610612741,117,103,2025-11-25T03:01:03Z,6060000,False,,,0,,J. Giddey Free Throw 2 of 2 (15 PTS),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,Made,,15.0,,,,,,,,,,,,
609,PT09M32.00S,2025-11-25T03:01:22.8Z,4,REGULAR,turnover,bad pass,[],1642852,,,1610612740,117,103,2025-11-25T03:01:27Z,6070000,False,,,0,,D. Queen bad pass TURNOVER (1 TO),"[1642852, 1641763]",1610612740.0,NOP,,,,Queen,D. Queen,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1.0,,,,Phillips,1641763.0,,
610,PT09M32.00S,2025-11-25T03:01:22.8Z,4,REGULAR,steal,,[],1641763,,,1610612741,117,103,2025-11-25T03:17:41Z,6080000,False,,,0,,J. Phillips STEAL (1 STL),[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
611,PT09M25.00S,2025-11-25T03:01:29.3Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641763,7.178055190538765,4.411764705882353,1610612741,117,106,2025-11-25T03:04:18Z,6090000,False,228.0,15.0,1,left,J. Phillips 3PT running (7 PTS) (A. Dosunmu 1 AST),"[1641763, 1630245]",1610612741.0,CHI,running,,,Phillips,J. Phillips,,,,,Right Corner 3,24+ Right,,,,,,Made,,7.0,22.84,,,,,A. Dosunmu,1630245.0,1.0,,,,
613,PT09M22.00S,2025-11-25T03:01:40.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,117,106,2025-11-25T03:01:40Z,6110000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT09M22.00S,2025-11-25T03:03:39.1Z,4,REGULAR,substitution,out,[],1642852,,,1610612740,117,106,2025-11-25T03:03:56Z,6120000,False,,,0,,SUB out: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT09M22.00S,2025-11-25T03:03:39.1Z,4,REGULAR,substitution,in,[],1642274,,,1610612740,117,106,2025-11-25T03:03:56Z,6130000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT09M02.00S,2025-11-25T03:04:47.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,93.51182654402102,54.41176470588235,1610612740,119,106,2025-11-25T03:04:52Z,6140000,False,22.0,8.0,1,right,Z. Williamson driving Layup (25 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,Made,,25.0,2.37,,,,,,,,,,,
618,PT08M56.00S,2025-11-25T03:04:53.6Z,4,REGULAR,3pt,Jump Shot,[],1630581,26.231931668856767,16.911764705882355,1610612741,119,106,2025-11-25T03:04:58Z,6160000,False,165.0,194.0,1,left,MISS J. Giddey 25' 3PT,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,25.5,,,,,,,,,,,
619,PT08M53.00S,2025-11-25T03:04:56.6Z,4,REGULAR,rebound,defensive,[],1630631,,,1610612740,119,106,2025-11-25T03:04:58Z,6170000,False,,,0,,J. Alvarado REBOUND (Off:1 Def:6),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,,,,,,,618.0,,,7.0,6.0,1.0,,,,,,,,
620,PT08M50.00S,2025-11-25T03:04:59.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630180,73.27529566360053,14.215686274509803,1610612740,119,106,2025-11-25T03:05:05Z,6180000,False,-179.0,199.0,1,right,MISS S. Bey 26' running 3PT,[1630180],1610612740.0,NOP,running,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,26.74,,,,,,,,,,,
621,PT08M46.00S,2025-11-25T03:05:03.7Z,4,REGULAR,rebound,defensive,[],1630172,,,1610612741,119,106,2025-11-25T03:05:05Z,6190000,False,,,0,,P. Williams REBOUND (Off:0 Def:4),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,620.0,,,4.0,4.0,0.0,,,,,,,,
622,PT08M40.00S,2025-11-25T03:05:10.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,5.338370565045992,46.07843137254902,1610612741,119,106,2025-11-25T03:05:18Z,6200000,False,20.0,-2.0,1,left,MISS A. Dosunmu driving Layup,[1630245],1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.97,,,,,,,,,,,
623,PT08M38.00S,2025-11-25T03:05:12.9Z,4,REGULAR,rebound,defensive,[],1630631,,,1610612740,119,106,2025-11-25T03:05:18Z,6210000,False,,,0,,J. Alvarado REBOUND (Off:1 Def:7),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,,,,,,,622.0,,,8.0,7.0,1.0,,,,,,,,
624,PT08M34.00S,2025-11-25T03:05:16.9Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629627,91.67214191852825,50.98039215686274,1610612740,121,106,2025-11-25T03:06:38Z,6220000,False,5.0,26.0,1,right,Z. Williamson running finger roll Layup (27 PTS) (J. Alvarado 7 AST),"[1629627, 1630631]",1610612740.0,NOP,running finger roll,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,Made,,27.0,2.63,,,,,J. Alvarado,1630631.0,7.0,,,,
626,PT08M34.00S,2025-11-25T03:05:22.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,121,106,2025-11-25T03:05:22Z,6240000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT08M34.00S,2025-11-25T03:07:29.7Z,4,REGULAR,substitution,out,[],1629627,,,1610612741,121,106,2025-11-25T03:07:48Z,6250000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT08M34.00S,2025-11-25T03:07:29.7Z,4,REGULAR,substitution,out,[],1628975,,,1610612741,121,106,2025-11-25T03:07:48Z,6260000,False,,,0,,SUB out: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT08M34.00S,2025-11-25T03:07:29.7Z,4,REGULAR,substitution,out,[],1641763,,,1610612741,121,106,2025-11-25T03:07:48Z,6270000,False,,,0,,SUB out: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT08M34.00S,2025-11-25T03:07:29.7Z,4,REGULAR,substitution,in,[],1642877,,,1610612741,121,106,2025-11-25T03:07:48Z,6280000,False,,,0,,SUB in: M. Peavy,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT08M34.00S,2025-11-25T03:07:29.7Z,4,REGULAR,substitution,in,[],1630188,,,1610612741,121,106,2025-11-25T03:07:48Z,6290000,False,,,0,,SUB in: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT08M34.00S,2025-11-25T03:07:29.7Z,4,REGULAR,substitution,in,[],1629632,,,1610612741,121,106,2025-11-25T03:07:48Z,6300000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT08M20.00S,2025-11-25T03:08:30.7Z,4,REGULAR,foul,personal,['2freethrow'],1642274,,,1610612741,121,106,2025-11-25T03:08:54Z,6310000,False,,,0,,Y. Missi shooting personal FOUL (4 PF) (Smith 2 FT),"[1642274, 1630188]",1610612740.0,NOP,shooting,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,1628480.0,4.0,0.0,Smith,1630188.0,,,,,,,,,,,,,,,
635,PT08M20.00S,2025-11-25T03:08:55.0Z,4,REGULAR,freethrow,1 of 2,[],1630188,,,1610612741,121,107,2025-11-25T03:08:55Z,6330000,False,,,0,,J. Smith Free Throw 1 of 2 (7 PTS),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,Made,,7.0,,,,,,,,,,,,
636,PT08M20.00S,2025-11-25T03:08:57.9Z,4,REGULAR,substitution,out,[],1630172,,,1610612741,121,107,2025-11-25T03:09:02Z,6340000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT08M20.00S,2025-11-25T03:08:57.9Z,4,REGULAR,substitution,in,[],1641824,,,1610612741,121,107,2025-11-25T03:09:02Z,6350000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT08M20.00S,2025-11-25T03:09:13.3Z,4,REGULAR,freethrow,2 of 2,[],1630188,,,1610612741,121,108,2025-11-25T03:09:13Z,6360000,False,,,0,,J. Smith Free Throw 2 of 2 (8 PTS),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,Made,,8.0,,,,,,,,,,,,
639,PT08M00.00S,2025-11-25T03:09:33.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,93.51182654402102,56.127450980392155,1610612740,123,108,2025-11-25T03:09:40Z,6370000,False,31.0,8.0,1,right,J. Alvarado driving floating Jump Shot (12 PTS) (T. Murphy III 4 AST),"[1630631, 1630530]",1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,,,,,,Made,,12.0,3.18,,,,,T. Murphy III,1630530.0,4.0,,,,
641,PT07M38.00S,2025-11-25T03:09:55.6Z,4,REGULAR,3pt,Jump Shot,[],1630581,19.267411300919843,91.17647058823529,1610612741,123,111,2025-11-25T03:10:00Z,6390000,False,-206.0,129.0,1,left,J. Giddey 24' 3PT  (18 PTS) (C. White 5 AST),"[1630581, 1629632]",1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,18.0,24.28,,,,,C. White,1629632.0,5.0,,,,
643,PT07M12.00S,2025-11-25T03:10:22.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,83.78777923784494,42.64705882352941,1610612740,125,111,2025-11-25T03:10:29Z,6410000,False,-37.0,100.0,1,right,S. Bey 10' turnaround Jump Shot (12 PTS),[1630180],1610612740.0,NOP,turnaround,,,Bey,S. Bey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,12.0,10.65,,,,,,,,,,,
644,PT06M50.00S,2025-11-25T03:10:43.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641824,6.652431011826544,43.872549019607845,1610612741,125,111,2025-11-25T03:10:54Z,6420000,False,31.0,10.0,1,left,MISS M. Buzelis driving Layup - blocked,"[1641824, 1642274]",1610612741.0,CHI,driving,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.22,,,,,,,,,,Missi,1642274.0
645,PT06M50.00S,2025-11-25T03:10:43.5Z,4,REGULAR,block,,[],1642274,,,1610612741,125,111,2025-11-25T03:10:46Z,6430000,False,,,0,,Y. Missi BLOCK (3 BLK),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
646,PT06M50.00S,2025-11-25T03:10:43.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612741,125,111,2025-11-25T03:10:54Z,6440000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,644.0,,,,,,,,,,,,,
648,PT06M50.00S,2025-11-25T03:10:50.3Z,4,REGULAR,substitution,out,[],1630180,,,1610612741,125,111,2025-11-25T03:11:00Z,6460000,False,,,0,,SUB out: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT06M50.00S,2025-11-25T03:10:50.3Z,4,REGULAR,substitution,out,[],1630245,,,1610612741,125,111,2025-11-25T03:11:00Z,6470000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT06M50.00S,2025-11-25T03:10:50.3Z,4,REGULAR,substitution,in,[],1631121,,,1610612741,125,111,2025-11-25T03:11:00Z,6480000,False,,,0,,SUB in: B. McGowens,[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT06M50.00S,2025-11-25T03:10:50.3Z,4,REGULAR,substitution,in,[],1630200,,,1610612741,125,111,2025-11-25T03:11:00Z,6490000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT06M46.00S,2025-11-25T03:11:10.6Z,4,REGULAR,turnover,lost ball,[],1630188,,,1610612741,125,111,2025-11-25T03:11:16Z,6500000,False,,,0,,J. Smith lost ball TURNOVER (2 TO),"[1630188, 1630530]",1610612741.0,CHI,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2.0,,,,Murphy III,1630530.0,,
653,PT06M46.00S,2025-11-25T03:11:10.6Z,4,REGULAR,steal,,[],1630530,,,1610612740,125,111,2025-11-25T03:11:13Z,6510000,False,,,0,,T. Murphy III STEAL (1 STL),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
654,PT06M21.00S,2025-11-25T03:11:35.7Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630530,87.20433639947439,52.450980392156865,1610612740,125,111,2025-11-25T03:12:49Z,6520000,False,12.0,68.0,1,right,MISS T. Murphy III 6' driving floating bank Shot,[1630530],1610612740.0,NOP,driving floating bank,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,6.89,,,,,,,,,,,
655,PT06M21.00S,2025-11-25T03:11:35.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612740,125,111,2025-11-25T03:11:42Z,6530000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,654.0,,,,,,,,,,,,,
656,PT06M21.00S,2025-11-25T03:11:38.3Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612740,125,111,2025-11-25T03:11:47Z,6540000,False,,,0,,NOP shot clock Team TURNOVER,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,1628480.0,,,,,,,,,,,,,,,,,,,
657,PT06M08.00S,2025-11-25T03:11:59.1Z,4,REGULAR,turnover,bad pass,[],1629632,,,1610612741,125,111,2025-11-25T03:13:36Z,6550000,False,,,0,,C. White bad pass TURNOVER (5 TO),"[1629632, 1630631]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,5.0,,,,Alvarado,1630631.0,,
658,PT06M08.00S,2025-11-25T03:11:59.1Z,4,REGULAR,steal,,[],1630631,,,1610612740,125,111,2025-11-25T03:12:01Z,6560000,False,,,0,,J. Alvarado STEAL (2 STL),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
659,PT06M03.00S,2025-11-25T03:12:02.6Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630631,93.9060446780552,53.67647058823529,1610612740,127,111,2025-11-25T03:15:16Z,6570000,False,18.0,5.0,1,right,J. Alvarado running finger roll Layup (14 PTS),[1630631],1610612740.0,NOP,running finger roll,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,,,,,,Made,,14.0,1.9,,,,,,,,,,,
660,PT05M53.00S,2025-11-25T03:12:12.9Z,4,REGULAR,3pt,Jump Shot,[],1629632,31.09395532194481,69.11764705882352,1610612741,127,111,2025-11-25T03:12:18Z,6580000,False,-96.0,240.0,1,left,MISS C. White 25' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,25.82,,,,,,,,,,,
661,PT05M49.00S,2025-11-25T03:12:16.9Z,4,REGULAR,rebound,defensive,[],1642877,,,1610612740,127,111,2025-11-25T03:12:18Z,6590000,False,,,0,,M. Peavy REBOUND (Off:1 Def:2),[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,Above the Break 3,24+ Left Center,,,,,,,660.0,,,3.0,2.0,1.0,,,,,,,,
