actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
32,PT10M57.00S,2026-01-03T01:13:04.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642274,91.93495400788436,50.49019607843137,1610612740,6,0,2026-01-03T01:13:09Z,320000,False,2.0,23.0,1,right,Y. Missi cutting Layup (2 PTS) (J. Fears 1 AST),"[1642274, 1642847]",1610612740.0,NOP,cutting,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,2.34,Made,,,,,,,2.0,,,,,,,,,J. Fears,1642847.0,1.0
34,PT10M57.00S,2026-01-03T01:13:07.5Z,1,REGULAR,foul,personal,['1freethrow'],1642270,,,1610612740,6,0,2026-01-03T01:13:16Z,340000,False,,,0,,D. Clingan shooting personal FOUL (1 PF) (Missi 1 FT),"[1642270, 1642274]",1610612757.0,POR,shooting,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2004.0,1.0,0.0,Missi,1642274.0,,,
36,PT10M57.00S,2026-01-03T01:13:32.1Z,1,REGULAR,freethrow,1 of 1,[],1642274,,,1610612740,7,0,2026-01-03T01:13:32Z,360000,False,,,0,,Y. Missi Free Throw 1 of 1 (3 PTS),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
37,PT10M42.00S,2026-01-03T01:13:49.7Z,1,REGULAR,foul,personal,['2freethrow'],1631121,,,1610612757,7,0,2026-01-03T01:14:14Z,370000,False,,,0,,B. McGowens shooting personal FOUL (1 PF) (Avdija 2 FT),"[1631121, 1630166]",1610612740.0,NOP,shooting,,,McGowens,B. McGowens,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1627534.0,1.0,0.0,Avdija,1630166.0,,,
39,PT10M42.00S,2026-01-03T01:14:15.8Z,1,REGULAR,freethrow,1 of 2,[],1630166,,,1610612757,7,1,2026-01-03T01:14:15Z,390000,False,,,0,,D. Avdija Free Throw 1 of 2 (1 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
40,PT10M42.00S,2026-01-03T01:14:29.4Z,1,REGULAR,freethrow,2 of 2,[],1630166,,,1610612757,7,2,2026-01-03T01:14:29Z,400000,False,,,0,,D. Avdija Free Throw 2 of 2 (2 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
41,PT10M24.00S,2026-01-03T01:14:51.7Z,1,REGULAR,3pt,Jump Shot,[],1631121,95.0886990801577,95.83333333333334,1610612740,10,2,2026-01-03T01:14:59Z,410000,False,229.0,-6.0,1,right,B. McGowens 3PT  (5 PTS) (Z. Williamson 1 AST),"[1631121, 1629627]",1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,Right Corner 3,24+ Right,22.93,Made,,,,,,,5.0,,,,,,,,,Z. Williamson,1629627.0,1.0
43,PT10M13.00S,2026-01-03T01:15:03.3Z,1,REGULAR,3pt,Jump Shot,[],1641739,27.283180026281208,82.35294117647058,1610612757,10,5,2026-01-03T01:15:08Z,430000,False,-162.0,204.0,1,left,T. Camara 26' 3PT  (3 PTS) (D. Avdija 1 AST),"[1641739, 1630166]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,26.04,Made,,,,,,,3.0,,,,,,,,,D. Avdija,1630166.0,1.0
45,PT09M59.00S,2026-01-03T01:15:26.9Z,1,REGULAR,foul,technical,['1freethrow'],1642270,,,1610612740,10,5,2026-01-03T01:15:49Z,450000,False,,,0,,D. Clingan defensive-3-second technical FOUL (1 Tech),[1642270],1610612757.0,POR,defensive-3-second,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,1627539.0,1.0,1.0,,,,,
46,PT09M59.00S,2026-01-03T01:15:43.0Z,1,REGULAR,freethrow,1 of 1,[],1629673,,,1610612740,11,5,2026-01-03T01:15:43Z,460000,False,,,0,,J. Poole technical Free Throw 1 of 1 (1 PTS),[1629673],1610612740.0,NOP,technical,,,Poole,J. Poole,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
47,PT09M48.00S,2026-01-03T01:16:02.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,92.32917214191852,50.245098039215684,1610612740,11,5,2026-01-03T01:19:40Z,470000,False,1.0,20.0,1,right,MISS Z. Williamson driving floating Shot,[1629627],1610612740.0,NOP,driving floating,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1.96,Missed,,,,,,,,,,,,,,,,,,
48,PT09M44.00S,2026-01-03T01:16:06.9Z,1,REGULAR,rebound,offensive,[],1629627,,,1610612740,11,5,2026-01-03T01:19:40Z,480000,False,,,0,,Z. Williamson REBOUND (Off:1 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,47.0,2.0,1.0,1.0,,,,,,,,,,,,
49,PT09M44.00S,2026-01-03T01:16:07.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629627,94.40999984741211,50.0,1610612740,11,5,2026-01-03T01:16:07Z,490000,False,0.0,0.0,1,right,MISS Z. Williamson tip Layup,[1629627],1610612740.0,NOP,tip,,,Williamson,Z. Williamson,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
50,PT09M43.00S,2026-01-03T01:16:07.7Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,11,5,2026-01-03T01:16:07Z,500000,False,,,0,,D. Clingan REBOUND (Off:2 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Mid-Range,8-16 Left,,,,,49.0,3.0,1.0,2.0,,,,,,,,,,,,
51,PT09M42.00S,2026-01-03T01:16:09.0Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1631101,9.543363994743759,50.245098039215684,1610612757,11,7,2026-01-03T01:17:31Z,510000,False,-1.0,37.0,1,left,S. Sharpe running alley-oop DUNK (2 PTS) (D. Avdija 2 AST),"[1631101, 1630166]",1610612757.0,POR,running alley-oop,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,3.72,Made,,,,,,,2.0,,,,,,,,,D. Avdija,1630166.0,2.0
52,PT09M38.00S,2026-01-03T01:16:18.0Z,1,REGULAR,turnover,bad pass,[],1631121,,,1610612740,11,7,2026-01-03T01:16:22Z,520000,False,,,0,,B. McGowens bad pass TURNOVER (1 TO),"[1631121, 1631200]",1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,1.0,Murray,1631200.0,,,,,,,,
53,PT09M38.00S,2026-01-03T01:16:18.0Z,1,REGULAR,steal,,[],1631200,,,1610612757,11,7,2026-01-03T01:19:02Z,530000,False,,,0,,K. Murray STEAL (1 STL),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
54,PT09M35.00S,2026-01-03T01:16:20.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630166,8.09789750328515,49.50980392156863,1610612757,11,9,2026-01-03T01:49:40Z,540000,False,2.0,24.0,1,left,D. Avdija running reverse Layup (4 PTS) (K. Murray 1 AST),"[1630166, 1631200]",1610612757.0,POR,running reverse,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,2.37,Made,,,,,,,4.0,,,,,,,,,K. Murray,1631200.0,1.0
57,PT09M21.00S,2026-01-03T01:16:37.2Z,1,REGULAR,foul,personal,['2freethrow'],1642270,,,1610612740,11,9,2026-01-03T01:16:50Z,560000,False,,,0,,D. Clingan shooting personal FOUL (2 PF) (Poole 2 FT),"[1642270, 1629673]",1610612757.0,POR,shooting,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627534.0,2.0,1.0,Poole,1629673.0,,,
59,PT09M21.00S,2026-01-03T01:17:07.4Z,1,REGULAR,freethrow,1 of 2,[],1629673,,,1610612740,11,9,2026-01-03T01:17:07Z,580000,False,,,0,,MISS J. Poole Free Throw 1 of 2,[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
60,PT09M21.00S,2026-01-03T01:17:07.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,11,9,2026-01-03T01:17:07Z,590000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,59.0,,,,,,,,,,,,,,,
61,PT09M21.00S,2026-01-03T01:17:13.1Z,1,REGULAR,substitution,out,[],1642270,,,1610612740,11,9,2026-01-03T01:17:16Z,600000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT09M21.00S,2026-01-03T01:17:13.1Z,1,REGULAR,substitution,in,[],1629057,,,1610612740,11,9,2026-01-03T01:17:16Z,610000,False,,,0,,SUB in: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT09M21.00S,2026-01-03T01:17:31.3Z,1,REGULAR,freethrow,2 of 2,[],1629673,,,1610612740,12,9,2026-01-03T01:17:31Z,620000,False,,,0,,J. Poole Free Throw 2 of 2 (2 PTS),[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
64,PT09M05.00S,2026-01-03T01:17:48.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631101,7.966491458607096,52.20588235294118,1610612757,12,11,2026-01-03T01:17:53Z,630000,False,-11.0,22.0,1,left,S. Sharpe driving DUNK (4 PTS) (D. Avdija 3 AST),"[1631101, 1630166]",1610612757.0,POR,driving,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,2.5,Made,,,,,,,4.0,,,,,,,,,D. Avdija,1630166.0,3.0
66,PT08M57.00S,2026-01-03T01:17:56.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,92.72339027595268,47.30392156862745,1610612740,14,11,2026-01-03T01:18:01Z,650000,False,-13.0,16.0,1,right,Z. Williamson driving finger roll Layup (2 PTS),[1629627],1610612740.0,NOP,driving finger roll,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.09,Made,,,,,,,2.0,,,,,,,,,,,
67,PT08M44.00S,2026-01-03T01:18:09.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,9.017739816031538,43.38235294117647,1610612757,14,13,2026-01-03T01:18:15Z,660000,False,33.0,32.0,1,left,D. Avdija driving finger roll Layup (6 PTS),[1630166],1610612757.0,POR,driving finger roll,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,4.62,Made,,,,,,,6.0,,,,,,,,,,,
68,PT08M31.00S,2026-01-03T01:18:24.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629057,,,1610612740,14,13,2026-01-03T01:18:31Z,670000,False,,,0,,R. Williams III shooting personal FOUL (1 PF) (McGowens 2 FT),"[1629057, 1631121]",1610612757.0,POR,shooting,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627539.0,1.0,0.0,McGowens,1631121.0,,,
70,PT08M31.00S,2026-01-03T01:18:51.6Z,1,REGULAR,freethrow,1 of 2,[],1631121,,,1610612740,14,13,2026-01-03T01:18:51Z,690000,False,,,0,,MISS B. McGowens Free Throw 1 of 2,[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
71,PT08M31.00S,2026-01-03T01:18:51.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,14,13,2026-01-03T01:18:51Z,700000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,
72,PT08M31.00S,2026-01-03T01:19:06.4Z,1,REGULAR,freethrow,2 of 2,[],1631121,,,1610612740,15,13,2026-01-03T01:19:06Z,710000,False,,,0,,B. McGowens Free Throw 2 of 2 (6 PTS),[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
73,PT08M12.00S,2026-01-03T01:19:28.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630166,14.011169513797633,38.72549019607843,1610612757,15,15,2026-01-03T01:19:32Z,720000,False,56.0,79.0,1,left,D. Avdija 9' fadeaway Jump Shot (8 PTS) (T. Camara 1 AST),"[1630166, 1641739]",1610612757.0,POR,fadeaway,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),8-16 Right,9.72,Made,,,,,,,8.0,,,,,,,,,T. Camara,1641739.0,1.0
75,PT08M12.00S,2026-01-03T01:19:31.0Z,1,REGULAR,foul,personal,['1freethrow'],1631121,,,1610612757,15,15,2026-01-03T01:19:42Z,740000,False,,,0,,B. McGowens shooting personal FOUL (2 PF) (Avdija 1 FT),"[1631121, 1630166]",1610612740.0,NOP,shooting,,,McGowens,B. McGowens,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1627534.0,2.0,0.0,Avdija,1630166.0,,,
77,PT08M12.00S,2026-01-03T01:19:52.2Z,1,REGULAR,freethrow,1 of 1,[],1630166,,,1610612757,15,16,2026-01-03T01:19:52Z,760000,False,,,0,,D. Avdija Free Throw 1 of 1 (9 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
78,PT08M00.00S,2026-01-03T01:20:05.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,92.72339027595268,53.431372549019606,1610612740,17,16,2026-01-03T01:20:10Z,770000,False,17.0,16.0,1,right,Z. Williamson driving Layup (4 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.34,Made,,,,,,,4.0,,,,,,,,,,,
79,PT07M51.00S,2026-01-03T01:20:14.3Z,1,REGULAR,3pt,Jump Shot,[],1631101,32.14520367936925,31.61764705882353,1610612757,17,16,2026-01-03T01:20:18Z,780000,False,92.0,250.0,1,left,MISS S. Sharpe 26' pullup 3PT,[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,26.61,Missed,,,,,,,,,,,,,,,,,,
80,PT07M48.00S,2026-01-03T01:20:17.3Z,1,REGULAR,rebound,defensive,[],1631121,,,1610612740,17,16,2026-01-03T01:20:18Z,790000,False,,,0,,B. McGowens REBOUND (Off:0 Def:1),[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,Above the Break 3,24+ Right Center,,,,,79.0,1.0,1.0,0.0,,,,,,,,,,,,
81,PT07M43.00S,2026-01-03T01:20:22.7Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1631121,86.94152431011827,48.529411764705884,1610612740,17,16,2026-01-03T01:24:14Z,800000,False,-7.0,70.0,1,right,MISS B. McGowens 7' driving floating Shot,[1631121],1610612740.0,NOP,driving floating,,,McGowens,B. McGowens,,,,,In The Paint (Non-RA),0-8 Center,7.06,Missed,,,,,,,,,,,,,,,,,,
82,PT07M43.00S,2026-01-03T01:20:22.7Z,1,REGULAR,rebound,offensive,[],1631121,,,1610612740,17,16,2026-01-03T01:20:48Z,810000,False,,,0,,B. McGowens REBOUND (Off:1 Def:1),[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,In The Paint (Non-RA),0-8 Center,,,,,81.0,2.0,1.0,1.0,,,,,,,,,,,,
83,PT07M43.00S,2026-01-03T01:20:38.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630166,,,1610612740,17,16,2026-01-03T01:20:50Z,820000,False,,,0,,D. Avdija shooting personal FOUL (2 PF) (McGowens 2 FT),"[1630166, 1631121]",1610612757.0,POR,shooting,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1627539.0,2.0,0.0,McGowens,1631121.0,,,
85,PT07M43.00S,2026-01-03T01:21:00.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,17,16,2026-01-03T01:21:00Z,840000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT07M43.00S,2026-01-03T01:21:05.5Z,1,REGULAR,substitution,out,[],1630166,,,1610612740,17,16,2026-01-03T01:23:15Z,850000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
