actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
179,PT08M54.00S,2026-03-20T00:45:03.8Z,2,REGULAR,steal,,[],1642920,,,1610612746,34,36,2026-03-20T00:47:16Z,1770000,False,,,0,,K. Sanders STEAL (1 STL),[1642920],1610612746.0,LAC,,,,Sanders,K. Sanders,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
180,PT08M49.00S,2026-03-20T00:45:08.3Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1642353,79.71419185282524,90.19607843137256,1610612746,34,36,2026-03-20T00:45:17Z,1780000,False,201.0,138.0,1,right,MISS C. Christie 24' running 3PT,[1642353],1610612746.0,LAC,running,,,Christie,C. Christie,,,,,Above the Break 3,24+ Right Center,24.39,Missed,,,,,,,,,,,,,,,,,,
181,PT08M46.00S,2026-03-20T00:45:11.3Z,2,REGULAR,rebound,defensive,[],1630529,,,1610612740,34,36,2026-03-20T00:45:17Z,1790000,False,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,180.0,,,,,,1.0,1.0,0.0,,,,,
182,PT08M39.00S,2026-03-20T00:45:18.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642847,5.732588699080158,51.9607843137255,1610612740,36,36,2026-03-20T00:45:23Z,1800000,False,-10.0,1.0,1,left,J. Fears driving Layup (8 PTS) (J. Poole 1 AST),"[1642847, 1629673]",1610612740.0,NOP,driving,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,0.99,Made,8.0,J. Poole,1629673.0,1.0,,,,,,,,,,,,,,
184,PT08M28.00S,2026-03-20T00:45:29.6Z,2,REGULAR,3pt,Jump Shot,[],1642920,66.5735873850197,16.911764705882355,1610612746,36,36,2026-03-20T00:45:36Z,1820000,False,-165.0,262.0,1,right,MISS K. Sanders 30' 3PT,[1642920],1610612746.0,LAC,,,,Sanders,K. Sanders,,,,,Above the Break 3,24+ Left Center,30.96,Missed,,,,,,,,,,,,,,,,,,
185,PT08M28.00S,2026-03-20T00:45:29.6Z,2,REGULAR,rebound,defensive,[],1642852,,,1610612740,36,36,2026-03-20T00:45:36Z,1830000,False,,,0,,D. Queen REBOUND (Off:1 Def:2),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Above the Break 3,24+ Left Center,,,,,,,184.0,,,,,,3.0,2.0,1.0,,,,,
186,PT08M19.00S,2026-03-20T00:45:38.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642847,5.995400788436268,44.85294117647059,1610612740,36,36,2026-03-20T00:45:49Z,1840000,False,26.0,4.0,1,left,MISS J. Fears running Layup,[1642847],1610612740.0,NOP,running,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,2.6,Missed,,,,,,,,,,,,,,,,,,
187,PT08M17.00S,2026-03-20T00:45:40.6Z,2,REGULAR,rebound,defensive,[],1627739,,,1610612746,36,36,2026-03-20T00:45:49Z,1850000,False,,,0,,K. Dunn REBOUND (Off:0 Def:2),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,,,,,,,186.0,,,,,,2.0,2.0,0.0,,,,,
188,PT08M10.00S,2026-03-20T00:45:48.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,92.85479632063075,47.05882352941176,1610612746,36,36,2026-03-20T00:49:47Z,1860000,False,-15.0,15.0,1,right,MISS I. Jackson cutting Layup,[1630543],1610612746.0,LAC,cutting,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,,,,,,,,,,,,,,
189,PT08M08.00S,2026-03-20T00:45:50.4Z,2,REGULAR,rebound,defensive,[],1642852,,,1610612740,36,36,2026-03-20T00:45:53Z,1870000,False,,,0,,D. Queen REBOUND (Off:1 Def:3),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,,188.0,,,,,,4.0,3.0,1.0,,,,,
190,PT08M01.00S,2026-03-20T00:45:57.4Z,2,REGULAR,turnover,out-of-bounds,[],1642852,,,1610612740,36,36,2026-03-20T00:46:05Z,1880000,False,,,0,,D. Queen lost ball out-of-bounds TURNOVER (2 TO),[1642852],1610612740.0,NOP,lost ball,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,,,1146.0,,,,,,,,2.0,,,,
191,PT08M01.00S,2026-03-20T00:46:01.3Z,2,REGULAR,substitution,out,[],1630529,,,1610612746,36,36,2026-03-20T00:46:11Z,1890000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT08M01.00S,2026-03-20T00:46:01.3Z,2,REGULAR,substitution,out,[],1642852,,,1610612746,36,36,2026-03-20T00:46:11Z,1900000,False,,,0,,SUB out: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M01.00S,2026-03-20T00:46:01.3Z,2,REGULAR,substitution,out,[],1642353,,,1610612746,36,36,2026-03-20T00:46:11Z,1910000,False,,,0,,SUB out: C. Christie,[1642353],1610612746.0,LAC,,,,Christie,C. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M01.00S,2026-03-20T00:46:01.3Z,2,REGULAR,substitution,in,[],1630180,,,1610612746,36,36,2026-03-20T00:46:11Z,1920000,False,,,0,,SUB in: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M01.00S,2026-03-20T00:46:01.3Z,2,REGULAR,substitution,in,[],1629627,,,1610612746,36,36,2026-03-20T00:46:11Z,1930000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M01.00S,2026-03-20T00:46:01.3Z,2,REGULAR,substitution,in,[],1627884,,,1610612746,36,36,2026-03-20T00:46:11Z,1940000,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT07M46.00S,2026-03-20T00:46:38.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630543,93.38042049934296,53.431372549019606,1610612746,36,38,2026-03-20T00:50:28Z,1950000,False,17.0,10.0,1,right,I. Jackson cutting Layup (4 PTS) (B. Bogdanović 1 AST),"[1630543, 203992]",1610612746.0,LAC,cutting,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,1.97,Made,4.0,B. Bogdanović,203992.0,1.0,,,,,,,,,,,,,,
199,PT07M34.00S,2026-03-20T00:46:49.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1642274,9.411957950065702,45.09803921568628,1610612740,38,38,2026-03-20T00:46:54Z,1970000,False,25.0,36.0,1,left,Y. Missi driving DUNK (4 PTS) (J. Poole 2 AST),"[1642274, 1629673]",1610612740.0,NOP,driving,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,4.35,Made,4.0,J. Poole,1629673.0,2.0,,,,,,,,,,,,,,
202,PT07M23.00S,2026-03-20T00:47:04.3Z,2,REGULAR,substitution,out,[],1642847,,,1610612746,38,38,2026-03-20T00:47:12Z,2000000,False,,,0,,SUB out: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M23.00S,2026-03-20T00:47:04.3Z,2,REGULAR,substitution,in,[],1630530,,,1610612746,38,38,2026-03-20T00:47:12Z,2010000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M20.00S,2026-03-20T00:47:26.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627884,92.59198423127464,51.71568627450981,1610612746,38,38,2026-03-20T00:47:29Z,2020000,False,9.0,17.0,1,right,MISS D. Jones Jr. Layup,[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,1.91,Missed,,,,,,,,,,,,,,,,,,
205,PT07M18.00S,2026-03-20T00:47:28.0Z,2,REGULAR,rebound,defensive,[],1642274,,,1610612740,38,38,2026-03-20T00:47:29Z,2030000,False,,,0,,Y. Missi REBOUND (Off:0 Def:2),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,,204.0,,,,,,2.0,2.0,0.0,,,,,
206,PT07M14.00S,2026-03-20T00:47:32.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629673,9.149145860709593,38.970588235294116,1610612740,38,38,2026-03-20T00:47:48Z,2040000,False,55.0,34.0,1,left,MISS J. Poole 6' running Shot,[1629673],1610612740.0,NOP,running,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,6.45,Missed,,,,,,,,,,,,,,,,,,
207,PT07M11.00S,2026-03-20T00:47:35.0Z,2,REGULAR,rebound,defensive,[],1630543,,,1610612746,38,38,2026-03-20T00:47:48Z,2050000,False,,,0,,I. Jackson REBOUND (Off:1 Def:1),[1630543],1610612746.0,LAC,,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,206.0,,,,,,2.0,1.0,1.0,,,,,
208,PT07M10.00S,2026-03-20T00:47:38.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627884,94.03745072273325,43.38235294117647,1610612746,38,40,2026-03-20T00:52:27Z,2060000,False,-33.0,4.0,1,right,D. Jones Jr. running Layup (11 PTS) (K. Sanders 1 AST),"[1627884, 1642920]",1610612746.0,LAC,running,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,3.33,Made,11.0,K. Sanders,1642920.0,1.0,,,,,,,,,,,,,,
210,PT07M10.00S,2026-03-20T00:47:40.8Z,2,REGULAR,foul,personal,['1freethrow'],1642274,,,1610612746,38,40,2026-03-20T00:47:47Z,2080000,False,,,0,,Y. Missi shooting personal FOUL (1 PF) (Jones Jr. 1 FT),"[1642274, 1627884]",1610612740.0,NOP,shooting,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,,,1630886.0,1.0,0.0,Jones Jr.,1627884.0,,,,,,,,
212,PT07M10.00S,2026-03-20T00:47:50.3Z,2,REGULAR,substitution,out,[],1642920,,,1610612746,38,40,2026-03-20T00:48:00Z,2100000,False,,,0,,SUB out: K. Sanders,[1642920],1610612746.0,LAC,,,,Sanders,K. Sanders,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M10.00S,2026-03-20T00:47:50.3Z,2,REGULAR,substitution,out,[],203992,,,1610612746,38,40,2026-03-20T00:48:00Z,2110000,False,,,0,,SUB out: B. Bogdanović,[203992],1610612746.0,LAC,,,,Bogdanović,B. Bogdanović,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M10.00S,2026-03-20T00:47:50.3Z,2,REGULAR,substitution,in,[],1641757,,,1610612746,38,40,2026-03-20T00:48:00Z,2120000,False,,,0,,SUB in: J. Miller,[1641757],1610612746.0,LAC,,,,Miller,J. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M10.00S,2026-03-20T00:47:50.3Z,2,REGULAR,substitution,in,[],1628381,,,1610612746,38,40,2026-03-20T00:48:00Z,2130000,False,,,0,,SUB in: J. Collins,[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M10.00S,2026-03-20T00:48:15.6Z,2,REGULAR,freethrow,1 of 1,[],1627884,,,1610612746,38,41,2026-03-20T00:48:15Z,2140000,False,,,0,,D. Jones Jr. Free Throw 1 of 1 (12 PTS),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
217,PT06M59.00S,2026-03-20T00:48:27.4Z,2,REGULAR,3pt,Jump Shot,[],1630180,4.944152431011826,3.9215686274509802,1610612740,38,41,2026-03-20T00:48:38Z,2150000,False,230.0,-6.0,1,left,MISS S. Bey 3PT,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Right Corner 3,24+ Right,23.05,Missed,,,,,,,,,,,,,,,,,,
218,PT06M56.00S,2026-03-20T00:48:30.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612746,38,41,2026-03-20T00:48:38Z,2160000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,217.0,,,,,,,,,,,,,
220,PT06M38.00S,2026-03-20T00:48:53.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627739,92.06636005256242,47.794117647058826,1610612746,38,41,2026-03-20T00:48:57Z,2180000,False,-11.0,22.0,1,right,MISS K. Dunn driving Layup,[1627739],1610612746.0,LAC,driving,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,2.47,Missed,,,,,,,,,,,,,,,,,,
222,PT06M36.00S,2026-03-20T00:48:55.0Z,2,REGULAR,rebound,defensive,[],1642274,,,1610612740,38,41,2026-03-20T00:48:57Z,2200000,False,,,0,,Y. Missi REBOUND (Off:0 Def:3),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,,220.0,,,,,,3.0,3.0,0.0,,,,,
223,PT06M25.00S,2026-03-20T00:49:06.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642274,6.389618922470433,44.85294117647059,1610612740,40,41,2026-03-20T00:53:33Z,2210000,False,26.0,8.0,1,left,Y. Missi driving Layup (6 PTS) (J. Poole 3 AST),"[1642274, 1629673]",1610612740.0,NOP,driving,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,2.68,Made,6.0,J. Poole,1629673.0,3.0,,,,,,,,,,,,,,
225,PT06M02.00S,2026-03-20T00:49:29.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,93.38042049934296,53.18627450980392,1610612746,40,41,2026-03-20T00:49:35Z,2230000,False,16.0,10.0,1,right,MISS J. Collins driving Layup,[1628381],1610612746.0,LAC,driving,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,1.86,Missed,,,,,,,,,,,,,,,,,,
226,PT06M00.00S,2026-03-20T00:49:31.7Z,2,REGULAR,rebound,defensive,[],1629627,,,1610612740,40,41,2026-03-20T00:49:35Z,2240000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,,225.0,,,,,,1.0,1.0,0.0,,,,,
227,PT05M53.00S,2026-03-20T00:49:38.6Z,2,REGULAR,3pt,Jump Shot,[],1629673,32.53942181340342,17.892156862745097,1610612740,40,41,2026-03-20T00:49:44Z,2250000,False,161.0,253.0,1,left,MISS J. Poole 30' 3PT,[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,30.0,Missed,,,,,,,,,,,,,,,,,,
228,PT05M50.00S,2026-03-20T00:49:41.6Z,2,REGULAR,rebound,defensive,[],1627884,,,1610612746,40,41,2026-03-20T00:49:44Z,2260000,False,,,0,,D. Jones Jr. REBOUND (Off:0 Def:2),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,227.0,,,,,,2.0,2.0,0.0,,,,,
229,PT05M36.00S,2026-03-20T00:49:55.4Z,2,REGULAR,3pt,Jump Shot,[],1627739,66.17936925098554,41.42156862745098,1610612746,40,41,2026-03-20T00:50:03Z,2270000,False,-43.0,265.0,1,right,MISS K. Dunn 26' step back 3PT,[1627739],1610612746.0,LAC,step back,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Center,26.88,Missed,,,,,,,,,,,,,,,,,,
230,PT05M33.00S,2026-03-20T00:49:58.4Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,40,41,2026-03-20T00:50:03Z,2280000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,,,,,,,229.0,,,,,,2.0,2.0,0.0,,,,,
231,PT05M30.00S,2026-03-20T00:50:02.8Z,2,REGULAR,foul,personal,[],1627884,,,1610612740,40,41,2026-03-20T00:50:13Z,2290000,False,,,0,,D. Jones Jr. personal FOUL (1 PF),"[1627884, 1630530]",1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,1146.0,1.0,0.0,Murphy III,1630530.0,,,,,,,,
233,PT05M30.00S,2026-03-20T00:50:09.0Z,2,REGULAR,substitution,out,[],1630543,,,1610612740,40,41,2026-03-20T00:50:11Z,2310000,False,,,0,,SUB out: I. Jackson,[1630543],1610612746.0,LAC,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT05M30.00S,2026-03-20T00:50:09.0Z,2,REGULAR,substitution,in,[],201572,,,1610612740,40,41,2026-03-20T00:50:11Z,2320000,False,,,0,,SUB in: B. Lopez,[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M21.00S,2026-03-20T00:50:40.0Z,2,REGULAR,foul,personal,['2freethrow'],1627884,,,1610612740,40,41,2026-03-20T00:55:01Z,2330000,False,,,0,,D. Jones Jr. personal FOUL (2 PF) (Williamson 2 FT),"[1627884, 1629627]",1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Mid-Range,8-16 Center,,,,,,,,1628953.0,2.0,0.0,Williamson,1629627.0,,,,,,,,
237,PT05M21.00S,2026-03-20T00:51:03.2Z,2,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,40,41,2026-03-20T00:51:24Z,2350000,False,,,0,,MISS Z. Williamson Free Throw 1 of 2,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
238,PT05M21.00S,2026-03-20T00:51:03.2Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612740,40,41,2026-03-20T00:51:24Z,2360000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,237.0,,,,,,,,,,,,,
239,PT05M21.00S,2026-03-20T00:51:03.2Z,2,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,41,41,2026-03-20T00:51:24Z,2370000,False,,,0,,Z. Williamson Free Throw 2 of 2 (1 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
240,PT05M07.00S,2026-03-20T00:51:33.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628381,87.99277266754271,47.30392156862745,1610612746,41,41,2026-03-20T00:51:39Z,2380000,False,-13.0,60.0,1,right,MISS J. Collins 6' pullup Shot,[1628381],1610612746.0,LAC,pullup,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,6.19,Missed,,,,,,,,,,,,,,,,,,
241,PT05M05.00S,2026-03-20T00:51:35.3Z,2,REGULAR,rebound,defensive,[],1642274,,,1610612740,41,41,2026-03-20T00:51:39Z,2390000,False,,,0,,Y. Missi REBOUND (Off:0 Def:4),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,240.0,,,,,,4.0,4.0,0.0,,,,,
242,PT04M55.00S,2026-03-20T00:51:45.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630530,18.2161629434954,37.5,1610612740,43,41,2026-03-20T00:51:49Z,2400000,False,62.0,119.0,1,left,T. Murphy III 13' pullup Jump Shot (15 PTS) (Y. Missi 3 AST),"[1630530, 1642274]",1610612740.0,NOP,pullup,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),8-16 Center,13.41,Made,15.0,Y. Missi,1642274.0,3.0,,,,,,,,,,,,,,
244,PT04M38.00S,2026-03-20T00:52:01.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641757,87.46714848883047,49.26470588235294,1610612746,43,41,2026-03-20T00:52:08Z,2420000,False,-4.0,65.0,1,right,MISS J. Miller 6' driving floating Shot,[1641757],1610612746.0,LAC,driving floating,,,Miller,J. Miller,,,,,In The Paint (Non-RA),0-8 Center,6.54,Missed,,,,,,,,,,,,,,,,,,
245,PT04M35.00S,2026-03-20T00:52:04.9Z,2,REGULAR,rebound,offensive,[],201572,,,1610612746,43,41,2026-03-20T00:52:04Z,2430000,False,,,0,,B. Lopez REBOUND (Off:1 Def:0),[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,244.0,,,,,,1.0,0.0,1.0,,,,,
246,PT04M35.00S,2026-03-20T00:52:04.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201572,94.40999984741211,50.0,1610612746,43,41,2026-03-20T00:52:23Z,2440000,False,0.0,0.0,1,right,MISS B. Lopez tip Layup,[201572],1610612746.0,LAC,tip,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
247,PT04M35.00S,2026-03-20T00:52:04.9Z,2,REGULAR,rebound,offensive,[],201572,,,1610612746,43,41,2026-03-20T00:52:23Z,2450000,False,,,0,,B. Lopez REBOUND (Off:2 Def:0),[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,246.0,,,,,,2.0,0.0,2.0,,,,,
248,PT04M35.00S,2026-03-20T00:52:06.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201572,94.40999984741211,50.0,1610612746,43,43,2026-03-20T00:52:06Z,2460000,False,0.0,0.0,1,right,B. Lopez tip Layup (3 PTS),[201572],1610612746.0,LAC,tip,,,Lopez,B. Lopez,,,,,Mid-Range,8-16 Left,0.0,Made,3.0,,,,,,,,,,,,,,,,,
249,PT04M25.00S,2026-03-20T00:52:16.7Z,2,REGULAR,2pt,Jump Shot,[],1630530,21.50131406044678,47.05882352941176,1610612740,45,43,2026-03-20T00:52:20Z,2470000,False,15.0,150.0,1,left,T. Murphy III 15' pullup Jump Shot (17 PTS) (Y. Missi 4 AST),"[1630530, 1642274]",1610612740.0,NOP,pullup,,,Murphy III,T. Murphy III,,,,,Mid-Range,8-16 Center,15.03,Made,17.0,Y. Missi,1642274.0,4.0,,,,,,,,,,,,,,
251,PT04M10.00S,2026-03-20T00:52:30.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627739,85.89027595269383,47.30392156862745,1610612746,45,43,2026-03-20T00:52:35Z,2490000,False,-13.0,80.0,1,right,MISS K. Dunn 8' driving Hook,[1627739],1610612746.0,LAC,driving,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),8-16 Center,8.12,Missed,,,,,,,,,,,,,,,,,,
252,PT04M08.00S,2026-03-20T00:52:31.9Z,2,REGULAR,rebound,offensive,[],1627739,,,1610612746,45,43,2026-03-20T00:52:31Z,2500000,False,,,0,,K. Dunn REBOUND (Off:1 Def:2),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,251.0,,,,,,3.0,2.0,1.0,,,,,
253,PT04M07.00S,2026-03-20T00:52:33.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628381,68.15045992115637,59.80392156862745,1610612746,45,43,2026-03-20T00:52:37Z,2510000,False,49.0,247.0,1,right,MISS J. Collins 25' 3PT,[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Center,25.17,Missed,,,,,,,,,,,,,,,,,,
254,PT04M07.00S,2026-03-20T00:52:33.0Z,2,REGULAR,rebound,defensive,[],1642274,,,1610612740,45,43,2026-03-20T00:52:37Z,2520000,False,,,0,,Y. Missi REBOUND (Off:0 Def:5),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Above the Break 3,24+ Center,,,,,,,253.0,,,,,,5.0,5.0,0.0,,,,,
256,PT03M59.00S,2026-03-20T00:52:48.4Z,2,REGULAR,substitution,out,[],1627739,,,1610612740,45,43,2026-03-20T00:52:53Z,2540000,False,,,0,,SUB out: K. Dunn,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT03M59.00S,2026-03-20T00:52:48.4Z,2,REGULAR,substitution,in,[],203992,,,1610612740,45,43,2026-03-20T00:52:53Z,2550000,False,,,0,,SUB in: B. Bogdanović,[203992],1610612746.0,LAC,,,,Bogdanović,B. Bogdanović,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT03M49.00S,2026-03-20T00:53:18.3Z,2,REGULAR,foul,personal,['2freethrow'],1628381,,,1610612740,45,43,2026-03-20T00:53:24Z,2560000,False,,,0,,J. Collins shooting personal FOUL (1 PF) (Missi 2 FT),"[1628381, 1642274]",1610612746.0,LAC,shooting,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1146.0,1.0,0.0,Missi,1642274.0,,,,,,,,
260,PT03M49.00S,2026-03-20T00:53:47.3Z,2,REGULAR,freethrow,1 of 2,[],1642274,,,1610612740,45,43,2026-03-20T00:53:47Z,2580000,False,,,0,,MISS Y. Missi Free Throw 1 of 2,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
261,PT03M49.00S,2026-03-20T00:53:47.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,45,43,2026-03-20T00:53:47Z,2590000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,260.0,,,,,,,,,,,,,
262,PT03M49.00S,2026-03-20T00:53:48.2Z,2,REGULAR,substitution,out,[],1629673,,,1610612740,45,43,2026-03-20T00:53:54Z,2600000,False,,,0,,SUB out: J. Poole,[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT03M49.00S,2026-03-20T00:53:48.2Z,2,REGULAR,substitution,in,[],1630529,,,1610612740,45,43,2026-03-20T00:53:54Z,2610000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
