actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
35,PT08M42.00S,2026-03-20T00:15:27.7Z,1,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612746,8,9,2026-03-20T00:15:33Z,350000,False,,,0,,H. Jones shooting personal FOUL (1 PF) (Miller 2 FT),"[1630529, 1641757]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,1630886.0,1.0,0.0,Miller,1641757.0,,,,,,,,
37,PT08M42.00S,2026-03-20T00:15:52.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1641757,,,1610612746,8,10,2026-03-20T00:16:10Z,370000,False,,,0,,J. Miller Free Throw 1 of 2 (3 PTS),[1641757],1610612746.0,LAC,,,,Miller,J. Miller,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
38,PT08M42.00S,2026-03-20T00:15:52.9Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1641757,,,1610612746,8,10,2026-03-20T00:16:10Z,380000,False,,,0,,MISS J. Miller Free Throw 2 of 2,[1641757],1610612746.0,LAC,,,,Miller,J. Miller,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
39,PT08M40.00S,2026-03-20T00:15:54.9Z,1,REGULAR,rebound,defensive,[],1642274,,,1610612740,8,10,2026-03-20T00:16:10Z,390000,False,,,0,,Y. Missi REBOUND (Off:0 Def:1),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,38.0,,,,,,1.0,1.0,0.0,,,,,
40,PT08M18.00S,2026-03-20T00:16:31.6Z,1,REGULAR,3pt,Jump Shot,[],1630180,24.129434954007884,84.06862745098039,1610612740,11,10,2026-03-20T00:16:37Z,400000,False,-170.0,174.0,1,left,S. Bey 24' 3PT pullup (3 PTS) (Y. Missi 1 AST),"[1630180, 1642274]",1610612740.0,NOP,pullup,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,24.37,Made,3.0,Y. Missi,1642274.0,1.0,,,,,,,,,,,,,,
42,PT08M07.00S,2026-03-20T00:16:42.4Z,1,REGULAR,3pt,Jump Shot,[],1628381,84.31340341655716,94.11764705882352,1610612746,11,13,2026-03-20T00:16:48Z,420000,False,221.0,95.0,1,right,J. Collins 24' 3PT  (5 PTS) (D. Jones Jr. 1 AST),"[1628381, 1627884]",1610612746.0,LAC,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,24.02,Made,5.0,D. Jones Jr.,1627884.0,1.0,,,,,,,,,,,,,,
44,PT07M50.00S,2026-03-20T00:16:59.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,13.61695137976347,61.76470588235294,1610612740,11,13,2026-03-20T00:17:50Z,440000,False,-59.0,75.0,1,left,MISS S. Bey 9' turnaround fadeaway Shot,[1630180],1610612740.0,NOP,turnaround fadeaway,,,Bey,S. Bey,,,,,In The Paint (Non-RA),8-16 Left,9.57,Missed,,,,,,,,,,,,,,,,,,
45,PT07M48.00S,2026-03-20T00:17:01.8Z,1,REGULAR,rebound,defensive,[],1627739,,,1610612746,11,13,2026-03-20T00:17:05Z,450000,False,,,0,,K. Dunn REBOUND (Off:0 Def:1),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,44.0,,,,,,1.0,1.0,0.0,,,,,
46,PT07M33.00S,2026-03-20T00:17:16.5Z,1,REGULAR,3pt,Jump Shot,[],201572,67.09921156373193,45.83333333333333,1610612746,11,13,2026-03-20T00:17:20Z,460000,False,-21.0,257.0,1,right,MISS B. Lopez 25' 3PT,[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Center,25.76,Missed,,,,,,,,,,,,,,,,,,
47,PT07M30.00S,2026-03-20T00:17:19.5Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612740,11,13,2026-03-20T00:17:20Z,470000,False,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Center,,,,,,,46.0,,,,,,1.0,1.0,0.0,,,,,
48,PT07M11.00S,2026-03-20T00:17:38.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,6.521024967148489,52.450980392156865,1610612740,11,13,2026-03-20T00:17:42Z,480000,False,-12.0,9.0,1,left,MISS S. Bey driving Layup,[1630180],1610612740.0,NOP,driving,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,1.51,Missed,,,,,,,,,,,,,,,,,,
49,PT07M09.00S,2026-03-20T00:17:40.5Z,1,REGULAR,rebound,defensive,[],1641757,,,1610612746,11,13,2026-03-20T00:17:42Z,490000,False,,,0,,J. Miller REBOUND (Off:0 Def:2),[1641757],1610612746.0,LAC,,,,Miller,J. Miller,,,,,Restricted Area,0-8 Center,,,,,,,48.0,,,,,,2.0,2.0,0.0,,,,,
51,PT07M05.00S,2026-03-20T00:17:49.9Z,1,REGULAR,substitution,out,[],1642274,,,1610612746,11,13,2026-03-20T00:18:04Z,510000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M05.00S,2026-03-20T00:17:49.9Z,1,REGULAR,substitution,out,[],1630529,,,1610612746,11,13,2026-03-20T00:18:04Z,520000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M05.00S,2026-03-20T00:17:49.9Z,1,REGULAR,substitution,in,[],1642847,,,1610612746,11,13,2026-03-20T00:18:04Z,530000,False,,,0,,SUB in: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M05.00S,2026-03-20T00:17:49.9Z,1,REGULAR,substitution,in,[],1631255,,,1610612746,11,13,2026-03-20T00:18:04Z,540000,False,,,0,,SUB in: K. Matković,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M59.00S,2026-03-20T00:18:19.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627884,93.51182654402102,50.245098039215684,1610612746,11,15,2026-03-20T00:18:24Z,550000,False,1.0,8.0,1,right,D. Jones Jr. cutting DUNK (4 PTS) (J. Collins 1 AST),"[1627884, 1628381]",1610612746.0,LAC,cutting,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,0.86,Made,4.0,J. Collins,1628381.0,1.0,,,,,,,,,,,,,,
57,PT06M59.00S,2026-03-20T00:18:23.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,11,15,2026-03-20T00:18:23Z,570000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M35.00S,2026-03-20T00:21:42.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630530,8.886333771353483,47.30392156862745,1610612740,13,15,2026-03-20T00:21:50Z,590000,False,13.0,31.0,1,left,T. Murphy III driving finger roll Layup (8 PTS),[1630530],1610612740.0,NOP,driving finger roll,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,3.38,Made,8.0,,,,,,,,,,,,,,,,,
60,PT06M22.00S,2026-03-20T00:21:54.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627884,93.64323258869908,45.588235294117645,1610612746,13,15,2026-03-20T00:22:00Z,600000,False,-22.0,7.0,1,right,MISS D. Jones Jr. driving Layup,[1627884],1610612746.0,LAC,driving,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,2.33,Missed,,,,,,,,,,,,,,,,,,
62,PT06M20.00S,2026-03-20T00:21:56.5Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,13,15,2026-03-20T00:22:00Z,620000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,,60.0,,,,,,1.0,1.0,0.0,,,,,
63,PT06M14.00S,2026-03-20T00:22:01.8Z,1,REGULAR,turnover,bad pass,[],1630530,,,1610612740,13,15,2026-03-20T00:22:08Z,630000,False,,,0,,T. Murphy III bad pass TURNOVER (1 TO),"[1630530, 1627739]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,Dunn,1627739.0,,
64,PT06M14.00S,2026-03-20T00:22:01.8Z,1,REGULAR,steal,,[],1627739,,,1610612746,13,15,2026-03-20T00:22:04Z,640000,False,,,0,,K. Dunn STEAL (1 STL),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
65,PT06M12.00S,2026-03-20T00:22:04.8Z,1,REGULAR,turnover,bad pass,[],1627739,,,1610612746,13,15,2026-03-20T00:22:10Z,650000,False,,,0,,K. Dunn bad pass TURNOVER (2 TO),"[1627739, 1642847]",1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,2.0,Fears,1642847.0,,
66,PT06M12.00S,2026-03-20T00:22:04.8Z,1,REGULAR,steal,,[],1642847,,,1610612740,13,15,2026-03-20T00:22:06Z,660000,False,,,0,,J. Fears STEAL (1 STL),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
67,PT06M10.00S,2026-03-20T00:22:07.3Z,1,REGULAR,turnover,bad pass,[],1642847,,,1610612740,13,15,2026-03-20T00:22:12Z,670000,False,,,0,,J. Fears bad pass TURNOVER (1 TO),"[1642847, 1627739]",1610612740.0,NOP,,,,Fears,J. Fears,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1.0,Dunn,1627739.0,,
68,PT06M10.00S,2026-03-20T00:22:07.3Z,1,REGULAR,steal,,[],1627739,,,1610612746,13,15,2026-03-20T00:22:08Z,680000,False,,,0,,K. Dunn STEAL (2 STL),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
69,PT06M00.00S,2026-03-20T00:22:16.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627884,93.64323258869908,51.9607843137255,1610612746,13,17,2026-03-20T00:22:20Z,690000,False,10.0,7.0,1,right,D. Jones Jr. driving Layup (6 PTS) (K. Dunn 1 AST),"[1627884, 1627739]",1610612746.0,LAC,driving,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,1.22,Made,6.0,K. Dunn,1627739.0,1.0,,,,,,,,,,,,,,
71,PT05M43.00S,2026-03-20T00:22:34.2Z,1,REGULAR,3pt,Jump Shot,[],1630530,31.750985545335087,72.54901960784314,1610612740,13,17,2026-03-20T00:26:46Z,710000,False,-113.0,246.0,1,left,MISS T. Murphy III 27' pullup 3PT,[1630530],1610612740.0,NOP,pullup,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,27.06,Missed,,,,,,,,,,,,,,,,,,
72,PT05M38.00S,2026-03-20T00:22:39.2Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612746,13,17,2026-03-20T00:22:39Z,720000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,,,,,,,71.0,,,,,,1.0,1.0,0.0,,,,,
73,PT05M30.00S,2026-03-20T00:22:46.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201572,91.14651773981603,61.51960784313726,1610612746,13,17,2026-03-20T00:27:28Z,730000,False,58.0,31.0,1,right,MISS B. Lopez 6' floating Shot,[201572],1610612746.0,LAC,floating,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,6.53,Missed,,,,,,,,,,,,,,,,,,
74,PT05M28.00S,2026-03-20T00:22:48.4Z,1,REGULAR,rebound,defensive,[],1631255,,,1610612740,13,17,2026-03-20T00:27:28Z,740000,False,,,0,,K. Matković REBOUND (Off:0 Def:1),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,73.0,,,,,,1.0,1.0,0.0,,,,,
75,PT05M14.00S,2026-03-20T00:23:04.2Z,1,REGULAR,foul,personal,['2freethrow'],1627739,,,1610612740,13,17,2026-03-20T00:23:21Z,750000,False,,,0,,K. Dunn shooting personal FOUL (1 PF) (Murphy III 2 FT),"[1627739, 1630530]",1610612746.0,LAC,shooting,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1146.0,1.0,0.0,Murphy III,1630530.0,,,,,,,,
77,PT05M14.00S,2026-03-20T00:23:28.6Z,1,REGULAR,freethrow,1 of 2,[],1630530,,,1610612740,14,17,2026-03-20T00:23:28Z,770000,False,,,0,,T. Murphy III Free Throw 1 of 2 (9 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
78,PT05M14.00S,2026-03-20T00:23:29.4Z,1,REGULAR,substitution,out,[],1627739,,,1610612740,14,17,2026-03-20T00:23:33Z,780000,False,,,0,,SUB out: K. Dunn,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M14.00S,2026-03-20T00:23:29.4Z,1,REGULAR,substitution,in,[],1642920,,,1610612740,14,17,2026-03-20T00:23:33Z,790000,False,,,0,,SUB in: K. Sanders,[1642920],1610612746.0,LAC,,,,Sanders,K. Sanders,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M14.00S,2026-03-20T00:23:45.4Z,1,REGULAR,freethrow,2 of 2,[],1630530,,,1610612740,15,17,2026-03-20T00:23:45Z,800000,False,,,0,,T. Murphy III Free Throw 2 of 2 (10 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
81,PT04M49.00S,2026-03-20T00:24:11.3Z,1,REGULAR,3pt,Jump Shot,[],1627884,70.12155059132719,30.392156862745097,1610612746,15,20,2026-03-20T00:24:16Z,810000,False,-98.0,228.0,1,right,D. Jones Jr. 24' 3PT  (9 PTS),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Left Center,24.85,Made,9.0,,,,,,,,,,,,,,,,,
83,PT04M34.00S,2026-03-20T00:24:26.6Z,1,REGULAR,3pt,Jump Shot,[],1642847,28.203022339027594,81.12745098039215,1610612740,15,20,2026-03-20T00:24:31Z,830000,False,-156.0,213.0,1,left,MISS J. Fears 26' pullup 3PT,[1642847],1610612740.0,NOP,pullup,,,Fears,J. Fears,,,,,Above the Break 3,24+ Left Center,26.35,Missed,,,,,,,,,,,,,,,,,,
84,PT04M31.00S,2026-03-20T00:24:29.6Z,1,REGULAR,rebound,offensive,[],1631255,,,1610612740,15,20,2026-03-20T00:24:31Z,840000,False,,,0,,K. Matković REBOUND (Off:1 Def:1),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Above the Break 3,24+ Left Center,,,,,,,83.0,,,,,,2.0,1.0,1.0,,,,,
85,PT04M26.00S,2026-03-20T00:24:34.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630530,31.488173455978973,20.098039215686274,1610612740,15,20,2026-03-20T00:24:39Z,850000,False,150.0,243.0,1,left,MISS T. Murphy III 28' pullup 3PT,[1630530],1610612740.0,NOP,pullup,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,28.57,Missed,,,,,,,,,,,,,,,,,,
86,PT04M23.00S,2026-03-20T00:24:37.8Z,1,REGULAR,rebound,defensive,[],1627884,,,1610612746,15,20,2026-03-20T00:24:39Z,860000,False,,,0,,D. Jones Jr. REBOUND (Off:0 Def:1),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,85.0,,,,,,1.0,1.0,0.0,,,,,
87,PT04M10.00S,2026-03-20T00:24:51.5Z,1,REGULAR,3pt,Jump Shot,[],1628381,71.69842312746385,75.73529411764706,1610612746,15,20,2026-03-20T00:24:56Z,870000,False,129.0,214.0,1,right,MISS J. Collins 24' pullup 3PT,[1628381],1610612746.0,LAC,pullup,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,24.93,Missed,,,,,,,,,,,,,,,,,,
88,PT04M06.00S,2026-03-20T00:24:55.5Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612740,15,20,2026-03-20T00:24:56Z,880000,False,,,0,,S. Bey REBOUND (Off:0 Def:2),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Right Center,,,,,,,87.0,,,,,,2.0,2.0,0.0,,,,,
89,PT03M56.00S,2026-03-20T00:25:05.2Z,1,REGULAR,3pt,Jump Shot,[],1630530,7.178055190538765,95.58823529411765,1610612740,18,20,2026-03-20T00:25:09Z,890000,False,-228.0,15.0,1,left,T. Murphy III 3PT  (13 PTS) (Z. Williamson 1 AST),"[1630530, 1629627]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Left Corner 3,24+ Left,22.84,Made,13.0,Z. Williamson,1629627.0,1.0,,,,,,,,,,,,,,
91,PT03M52.00S,2026-03-20T00:25:12.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,18,20,2026-03-20T00:25:12Z,910000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
