actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
254,PT05M02.00S,2026-03-12T00:54:01.1Z,2,REGULAR,substitution,in,[],1630567,,,1610612761,49,46,2026-03-12T00:54:18Z,2500000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M02.00S,2026-03-12T00:54:01.1Z,2,REGULAR,substitution,in,[],1642266,,,1610612761,49,46,2026-03-12T00:54:18Z,2510000,False,,,0,,SUB in: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M54.00S,2026-03-12T00:54:25.2Z,2,REGULAR,3pt,Jump Shot,[],1642266,77.34888304862024,9.313725490196079,1610612761,49,46,2026-03-12T00:54:31Z,2520000,False,-203.0,160.0,1,right,MISS J. Walter 25' 3PT,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Above the Break 3,24+ Left Center,,,25.9,Missed,,,,,,,,,,,,,,,,
257,PT04M53.00S,2026-03-12T00:54:26.2Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612740,49,46,2026-03-12T00:56:14Z,2530000,False,,,0,,D. Murray REBOUND (Off:0 Def:3),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,256.0,3.0,3.0,0.0,,,,,,,,,,,
258,PT04M30.00S,2026-03-12T00:54:49.9Z,2,REGULAR,turnover,bad pass,[],1627749,,,1610612740,49,46,2026-03-12T00:54:53Z,2540000,False,,,0,,D. Murray bad pass TURNOVER (2 TO),"[1627749, 1627742]",1610612740.0,NOP,,,,Murray,D. Murray,,,,,Right Corner 3,24+ Right,,2.0,,,,,,,,Ingram,1627742.0,,,,,,,,,
259,PT04M30.00S,2026-03-12T00:54:49.9Z,2,REGULAR,steal,,[],1627742,,,1610612761,49,46,2026-03-12T00:54:52Z,2550000,False,,,0,,B. Ingram STEAL (1 STL),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
260,PT04M16.00S,2026-03-12T00:55:03.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630567,69.59592641261499,28.431372549019606,1610612761,49,46,2026-03-12T00:55:10Z,2560000,False,-108.0,233.0,1,right,MISS S. Barnes 25' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,25.7,Missed,,,,,,,,,,,,,,,,
261,PT04M13.00S,2026-03-12T00:55:06.9Z,2,REGULAR,rebound,offensive,[],1642266,,,1610612761,49,46,2026-03-12T00:57:19Z,2570000,False,,,0,,J. Walter REBOUND (Off:1 Def:0),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Above the Break 3,24+ Left Center,,,,,,260.0,1.0,0.0,1.0,,,,,,,,,,,
262,PT04M10.00S,2026-03-12T00:55:17.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642274,,,1610612761,49,46,2026-03-12T00:55:29Z,2580000,False,,,0,,Y. Missi shooting personal FOUL (1 PF) (Ingram 2 FT),"[1642274, 1627742]",1610612740.0,NOP,shooting,,,Missi,Y. Missi,,,,,Mid-Range,8-16 Left,1627539.0,,,,,,,,,,,1.0,0.0,Ingram,1627742.0,,,,,
264,PT04M10.00S,2026-03-12T00:55:41.0Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1627742,,,1610612761,49,47,2026-03-12T00:55:41Z,2600000,False,,,0,,B. Ingram Free Throw 1 of 2 (7 PTS),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
265,PT04M10.00S,2026-03-12T00:55:57.5Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1627742,,,1610612761,49,48,2026-03-12T00:55:57Z,2610000,False,,,0,,B. Ingram Free Throw 2 of 2 (8 PTS),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
266,PT03M47.00S,2026-03-12T00:56:23.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,9.017739816031538,39.21568627450981,1610612740,49,48,2026-03-12T00:57:01Z,2620000,False,54.0,32.0,1,left,MISS D. Murray 6' driving floating bank Shot,[1627749],1610612740.0,NOP,driving floating bank,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,6.28,Missed,,,,,,,,,,,,,,,,
267,PT03M47.00S,2026-03-12T00:56:26.8Z,2,REGULAR,rebound,offensive,[],1631255,,,1610612740,49,48,2026-03-12T00:56:26Z,2630000,False,,,0,,K. Matković REBOUND (Off:1 Def:1),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,In The Paint (Non-RA),0-8 Center,,,,,,266.0,2.0,1.0,1.0,,,,,,,,,,,
268,PT03M47.00S,2026-03-12T00:56:29.4Z,2,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612740,49,48,2026-03-12T00:56:39Z,2640000,False,,,0,,J. Poeltl shooting personal FOUL (3 PF) (Matković 2 FT),"[1627751, 1631255]",1610612761.0,TOR,shooting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1627539.0,,,,,,,,,,,3.0,0.0,Matković,1631255.0,,,,,
270,PT03M47.00S,2026-03-12T00:56:53.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1631255,,,1610612740,50,48,2026-03-12T00:56:53Z,2660000,False,,,0,,K. Matković Free Throw 1 of 2 (3 PTS),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
271,PT03M47.00S,2026-03-12T00:57:13.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1631255,,,1610612740,51,48,2026-03-12T00:57:13Z,2670000,False,,,0,,K. Matković Free Throw 2 of 2 (4 PTS),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
272,PT03M33.00S,2026-03-12T00:57:30.1Z,2,REGULAR,turnover,bad pass,[],1627742,,,1610612761,51,48,2026-03-12T00:57:34Z,2680000,False,,,0,,B. Ingram bad pass TURNOVER (1 TO),"[1627742, 1631255]",1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Center,,1.0,,,,,,,,Matković,1631255.0,,,,,,,,,
273,PT03M33.00S,2026-03-12T00:57:30.1Z,2,REGULAR,steal,,[],1631255,,,1610612740,51,48,2026-03-12T00:57:32Z,2690000,False,,,0,,K. Matković STEAL (1 STL),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
274,PT03M26.00S,2026-03-12T00:57:37.4Z,2,REGULAR,turnover,bad pass,[],1630529,,,1610612740,51,48,2026-03-12T00:57:41Z,2700000,False,,,0,,H. Jones bad pass TURNOVER (1 TO),"[1630529, 1642266]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,,,,,Walter,1642266.0,,,,,,,,,
275,PT03M26.00S,2026-03-12T00:57:37.4Z,2,REGULAR,steal,,[],1642266,,,1610612761,51,48,2026-03-12T00:57:39Z,2710000,False,,,0,,J. Walter STEAL (1 STL),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
276,PT03M20.00S,2026-03-12T00:57:42.9Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1627742,75.90341655716163,12.990196078431374,1610612761,51,51,2026-03-12T00:59:42Z,2720000,False,-185.0,174.0,1,right,B. Ingram 25' 3PT running pullup (11 PTS) (J. Walter 1 AST),"[1627742, 1642266]",1610612761.0,TOR,running pullup,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,,,25.4,Made,11.0,,,,,,,,,,,J. Walter,1642266.0,1.0,,
278,PT03M19.00S,2026-03-12T00:57:52.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,51,51,2026-03-12T00:57:52Z,2740000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT03M19.00S,2026-03-12T00:59:29.3Z,2,REGULAR,substitution,out,[],1642274,,,1610612740,51,51,2026-03-12T01:00:38Z,2750000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M19.00S,2026-03-12T00:59:29.3Z,2,REGULAR,substitution,out,[],1627751,,,1610612740,51,51,2026-03-12T01:00:38Z,2760000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT03M19.00S,2026-03-12T00:59:29.3Z,2,REGULAR,substitution,in,[],1629627,,,1610612740,51,51,2026-03-12T01:00:38Z,2770000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT03M19.00S,2026-03-12T00:59:29.3Z,2,REGULAR,substitution,in,[],1629628,,,1610612740,51,51,2026-03-12T01:00:38Z,2780000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT03M00.00S,2026-03-12T01:00:59.9Z,2,REGULAR,3pt,Jump Shot,[],1627749,9.674770039421814,2.2058823529411766,1610612740,51,51,2026-03-12T01:01:06Z,2790000,False,239.0,38.0,1,left,MISS D. Murray 24' 3PT,[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Right Corner 3,24+ Right,,,24.21,Missed,,,,,,,,,,,,,,,,
284,PT02M56.00S,2026-03-12T01:01:03.9Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612761,51,51,2026-03-12T01:01:06Z,2800000,False,,,0,,B. Ingram REBOUND (Off:1 Def:2),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Right Corner 3,24+ Right,,,,,,283.0,3.0,2.0,1.0,,,,,,,,,,,
285,PT02M51.00S,2026-03-12T01:01:26.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631255,,,1610612761,51,51,2026-03-12T01:01:42Z,2810000,False,,,0,,K. Matković shooting personal FOUL (1 PF) (Ingram 2 FT),"[1631255, 1627742]",1610612740.0,NOP,shooting,,,Matković,K. Matković,,,,,Mid-Range,16-24 Left Center,1626301.0,,,,,,,,,,,1.0,0.0,Ingram,1627742.0,,,,,
287,PT02M51.00S,2026-03-12T01:01:43.7Z,2,REGULAR,freethrow,1 of 2,[],1627742,,,1610612761,51,52,2026-03-12T01:01:43Z,2830000,False,,,0,,B. Ingram Free Throw 1 of 2 (12 PTS),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,,
288,PT02M51.00S,2026-03-12T01:01:56.1Z,2,REGULAR,freethrow,2 of 2,[],1627742,,,1610612761,51,53,2026-03-12T01:01:56Z,2840000,False,,,0,,B. Ingram Free Throw 2 of 2 (13 PTS),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,,
289,PT02M39.00S,2026-03-12T01:02:12.3Z,2,REGULAR,turnover,bad pass,[],1629627,,,1610612740,51,53,2026-03-12T01:03:06Z,2850000,False,,,0,,Z. Williamson bad pass TURNOVER (2 TO),"[1629627, 1627742]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Right Center,,2.0,,,,,,,,Ingram,1627742.0,,,,,,,,,
290,PT02M39.00S,2026-03-12T01:02:12.3Z,2,REGULAR,steal,,[],1627742,,,1610612761,51,53,2026-03-12T01:02:14Z,2860000,False,,,0,,B. Ingram STEAL (2 STL),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
291,PT02M37.00S,2026-03-12T01:02:16.0Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627742,93.38042049934296,49.26470588235294,1610612761,51,55,2026-03-12T01:03:10Z,2870000,False,-4.0,10.0,1,right,B. Ingram running DUNK (15 PTS),[1627742],1610612761.0,TOR,running,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,1.04,Made,15.0,,,,,,,,,,,,,,,
292,PT02M15.00S,2026-03-12T01:02:36.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,4.944152431011826,55.392156862745104,1610612740,53,55,2026-03-12T01:03:36Z,2880000,False,-27.0,-6.0,1,left,D. Murray driving Layup (8 PTS),[1627749],1610612740.0,NOP,driving,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,2.77,Made,8.0,,,,,,,,,,,,,,,
293,PT02M00.00S,2026-03-12T01:02:50.0Z,2,REGULAR,3pt,Jump Shot,[],1629628,71.30420499342969,77.20588235294117,1610612761,53,55,2026-03-12T01:02:55Z,2890000,False,136.0,217.0,1,right,MISS R. Barrett 25' 3PT,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,,,25.63,Missed,,,,,,,,,,,,,,,,
294,PT01M56.00S,2026-03-12T01:02:54.0Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612740,53,55,2026-03-12T01:02:55Z,2900000,False,,,0,,D. Murray REBOUND (Off:0 Def:4),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,293.0,4.0,4.0,0.0,,,,,,,,,,,
295,PT01M53.00S,2026-03-12T01:03:04.7Z,2,REGULAR,foul,personal,[],1642266,,,1610612740,53,55,2026-03-12T01:03:09Z,2910000,False,,,0,,J. Walter personal FOUL (1 PF),"[1642266, 1627749]",1610612761.0,TOR,,,,Walter,J. Walter,,,,,Mid-Range,16-24 Center,201638.0,,,,,,,,,,,1.0,0.0,Murray,1627749.0,,,,,
297,PT01M53.00S,2026-03-12T01:03:12.4Z,2,REGULAR,substitution,out,[],1631255,,,1610612740,53,55,2026-03-12T01:03:29Z,2930000,False,,,0,,SUB out: K. Matković,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT01M53.00S,2026-03-12T01:03:12.4Z,2,REGULAR,substitution,out,[],1630567,,,1610612740,53,55,2026-03-12T01:03:29Z,2940000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT01M53.00S,2026-03-12T01:03:12.4Z,2,REGULAR,substitution,out,[],1642266,,,1610612740,53,55,2026-03-12T01:03:29Z,2950000,False,,,0,,SUB out: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT01M53.00S,2026-03-12T01:03:12.4Z,2,REGULAR,substitution,in,[],1630180,,,1610612740,53,55,2026-03-12T01:03:29Z,2960000,False,,,0,,SUB in: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT01M53.00S,2026-03-12T01:03:12.4Z,2,REGULAR,substitution,in,[],1630193,,,1610612740,53,55,2026-03-12T01:03:29Z,2970000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT01M53.00S,2026-03-12T01:03:12.4Z,2,REGULAR,substitution,in,[],1630572,,,1610612740,53,55,2026-03-12T01:03:29Z,2980000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT01M41.00S,2026-03-12T01:03:51.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,6.389618922470433,53.18627450980392,1610612740,55,55,2026-03-12T01:03:55Z,2990000,False,-16.0,8.0,1,left,Z. Williamson cutting Layup (8 PTS) (D. Murray 3 AST),"[1629627, 1627749]",1610612740.0,NOP,cutting,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,1.76,Made,8.0,,,,,,,,,,,D. Murray,1627749.0,3.0,,
305,PT01M24.00S,2026-03-12T01:04:08.5Z,2,REGULAR,2pt,Jump Shot,[],1627742,81.94809461235218,65.93137254901961,1610612761,55,55,2026-03-12T01:04:42Z,3010000,False,80.0,117.0,1,right,MISS B. Ingram 14' pullup Shot,[1627742],1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,,,14.17,Missed,,,,,,,,,,,,,,,,
306,PT01M23.00S,2026-03-12T01:04:09.5Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,55,55,2026-03-12T01:04:42Z,3020000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:3),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,8-16 Right,,,,,,305.0,3.0,3.0,0.0,,,,,,,,,,,
307,PT01M14.00S,2026-03-12T01:04:18.4Z,2,REGULAR,turnover,lost ball,[],1627749,,,1610612740,55,55,2026-03-12T01:04:21Z,3030000,False,,,0,,D. Murray lost ball TURNOVER (3 TO),"[1627749, 1627742]",1610612740.0,NOP,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,,3.0,,,,,,,,Ingram,1627742.0,,,,,,,,,
308,PT01M14.00S,2026-03-12T01:04:18.4Z,2,REGULAR,steal,,[],1627742,,,1610612761,55,55,2026-03-12T01:04:20Z,3040000,False,,,0,,B. Ingram STEAL (3 STL),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
309,PT01M11.00S,2026-03-12T01:04:22.6Z,2,REGULAR,turnover,lost ball,[],1627742,,,1610612761,55,55,2026-03-12T01:04:26Z,3050000,False,,,0,,B. Ingram lost ball TURNOVER (2 TO),"[1627742, 1627749]",1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,,2.0,,,,,,,,Murray,1627749.0,,,,,,,,,
310,PT01M11.00S,2026-03-12T01:04:22.6Z,2,REGULAR,steal,,[],1627749,,,1610612740,55,55,2026-03-12T01:04:24Z,3060000,False,,,0,,D. Murray STEAL (1 STL),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
311,PT01M05.00S,2026-03-12T01:04:27.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630530,5.338370565045992,50.98039215686274,1610612740,57,55,2026-03-12T01:04:33Z,3070000,False,-5.0,-2.0,1,left,T. Murphy III running alley-oop DUNK (16 PTS) (Z. Williamson 3 AST),"[1630530, 1629627]",1610612740.0,NOP,running alley-oop,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,0.54,Made,16.0,,,,,,,,,,,Z. Williamson,1629627.0,3.0,,
313,PT00M49.10S,2026-03-12T01:04:54.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627749,,,1610612761,57,55,2026-03-12T01:05:20Z,3090000,False,,,0,,D. Murray personal FOUL (1 PF) (Barrett 2 FT),"[1627749, 1629628]",1610612740.0,NOP,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,1627539.0,,,,,,,,,,,1.0,0.0,Barrett,1629628.0,,,,,
315,PT00M49.10S,2026-03-12T01:05:25.8Z,2,REGULAR,freethrow,1 of 2,[],1629628,,,1610612761,57,56,2026-03-12T01:05:42Z,3110000,False,,,0,,R. Barrett Free Throw 1 of 2 (5 PTS),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
316,PT00M49.10S,2026-03-12T01:05:26.8Z,2,REGULAR,substitution,out,[],1630572,,,1610612761,57,56,2026-03-12T01:05:35Z,3120000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT00M49.10S,2026-03-12T01:05:26.8Z,2,REGULAR,substitution,in,[],1630567,,,1610612761,57,56,2026-03-12T01:05:35Z,3130000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT00M49.10S,2026-03-12T01:05:25.8Z,2,REGULAR,freethrow,2 of 2,[],1629628,,,1610612761,57,56,2026-03-12T01:05:42Z,3140000,False,,,0,,MISS R. Barrett Free Throw 2 of 2,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
319,PT00M47.10S,2026-03-12T01:05:27.8Z,2,REGULAR,rebound,defensive,[],1629627,,,1610612740,57,56,2026-03-12T01:05:42Z,3150000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:3),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,318.0,3.0,3.0,0.0,,,,,,,,,,,
320,PT00M32.50S,2026-03-12T01:05:56.3Z,2,REGULAR,3pt,Jump Shot,[],1627749,23.340998685939553,88.23529411764706,1610612740,60,56,2026-03-12T01:06:00Z,3160000,False,-191.0,167.0,1,left,D. Murray 25' 3PT  (11 PTS) (S. Bey 3 AST),"[1627749, 1630180]",1610612740.0,NOP,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,25.38,Made,11.0,,,,,,,,,,,S. Bey,1630180.0,3.0,,
322,PT00M10.70S,2026-03-12T01:06:21.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,92.46057818659659,49.50980392156863,1610612761,60,58,2026-03-12T01:06:27Z,3180000,False,-2.0,18.0,1,right,R. Barrett driving finger roll Layup (7 PTS) (I. Quickley 2 AST),"[1629628, 1630193]",1610612761.0,TOR,driving finger roll,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,1.86,Made,7.0,,,,,,,,,,,I. Quickley,1630193.0,2.0,,
324,PT00M01.80S,2026-03-12T01:06:34.1Z,2,REGULAR,3pt,Jump Shot,[],1627749,32.53942181340342,41.42156862745098,1610612740,60,58,2026-03-12T01:06:42Z,3200000,False,43.0,253.0,1,left,MISS D. Murray 25' step back 3PT,[1627749],1610612740.0,NOP,step back,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,,,25.7,Missed,,,,,,,,,,,,,,,,
325,PT00M00.40S,2026-03-12T01:06:40.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612761,60,58,2026-03-12T01:06:40Z,3210000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Center,,,,,,324.0,,,,,,,,,,,,,,
327,PT00M00.00S,2026-03-12T01:06:52.4Z,2,REGULAR,2pt,Jump Shot,[],1642347,90.75229960578186,31.127450980392158,1610612761,60,58,2026-03-12T01:06:59Z,3230000,False,-94.0,34.0,1,right,MISS J. Shead 10' Jump Shot,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Mid-Range,8-16 Left,,,10.05,Missed,,,,,,,,,,,,,,,,
328,PT00M00.00S,2026-03-12T01:06:54.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,60,58,2026-03-12T01:06:54Z,3240000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Mid-Range,8-16 Left,,,,,,327.0,,,,,,,,,,,,,,
329,PT00M00.00S,2026-03-12T01:06:59.2Z,2,REGULAR,period,end,[],0,,,1610612761,60,58,2026-03-12T01:06:59Z,3250000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2026-03-12T01:21:55.1Z,3,REGULAR,substitution,out,['startperiod'],1642347,,,1610612761,60,58,2026-03-12T01:22:13Z,3260000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2026-03-12T01:21:55.1Z,3,REGULAR,substitution,in,['startperiod'],1627751,,,1610612761,60,58,2026-03-12T01:22:13Z,3270000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2026-03-12T01:22:17.4Z,3,REGULAR,period,start,[],0,,,1610612740,60,58,2026-03-12T01:22:17Z,3280000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT11M40.00S,2026-03-12T01:22:38.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,93.9060446780552,51.9607843137255,1610612740,62,58,2026-03-12T01:22:57Z,3290000,False,10.0,5.0,1,right,S. Bey driving Layup (9 PTS),[1630180],1610612740.0,NOP,driving,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,1.09,Made,9.0,,,,,,,,,,,,,,,
334,PT11M24.00S,2026-03-12T01:22:52.3Z,3,REGULAR,turnover,lost ball,[],1627742,,,1610612761,62,58,2026-03-12T01:22:57Z,3300000,False,,,0,,B. Ingram lost ball TURNOVER (3 TO),"[1627742, 1629627]",1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,,3.0,,,,,,,,Williamson,1629627.0,,,,,,,,,
335,PT11M24.00S,2026-03-12T01:22:52.3Z,3,REGULAR,steal,,[],1629627,,,1610612740,62,58,2026-03-12T01:22:54Z,3310000,False,,,0,,Z. Williamson STEAL (1 STL),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
336,PT11M20.00S,2026-03-12T01:22:56.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629627,93.24901445466492,46.07843137254902,1610612740,64,58,2026-03-12T01:23:02Z,3320000,False,-20.0,11.0,1,right,Z. Williamson running finger roll Layup (10 PTS),[1629627],1610612740.0,NOP,running finger roll,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,2.25,Made,10.0,,,,,,,,,,,,,,,
