actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
19,PT10M37.00S,2026-03-21T23:12:26.1Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,2,5,2026-03-21T23:14:09Z,190000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,17.0,1.0,1.0,0.0,,,,,
20,PT10M33.00S,2026-03-21T23:12:29.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630180,23.866622864651774,86.51960784313727,1610612740,2,5,2026-03-21T23:12:34Z,200000,False,-183.0,172.0,1,left,MISS S. Bey 25' running 3PT,[1630180],1610612740.0,NOP,running,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,,,,25.07,Missed,,,,,,,,,,,,,
21,PT10M31.00S,2026-03-21T23:12:31.8Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,2,5,2026-03-21T23:12:34Z,210000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,20.0,2.0,2.0,0.0,,,,,
22,PT10M23.00S,2026-03-21T23:12:41.0Z,1,REGULAR,turnover,bad pass,[],201935,,,1610612739,2,5,2026-03-21T23:12:45Z,220000,False,,,0,,J. Harden bad pass TURNOVER (1 TO),"[201935, 1627749]",1610612739.0,CLE,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,1.0,Murray,1627749.0
23,PT10M23.00S,2026-03-21T23:12:41.0Z,1,REGULAR,steal,,[],1627749,,,1610612740,2,5,2026-03-21T23:12:43Z,230000,False,,,0,,D. Murray STEAL (1 STL),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
25,PT10M12.00S,2026-03-21T23:13:17.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627749,26.363337713534822,89.4607843137255,1610612740,5,5,2026-03-21T23:13:22Z,250000,False,-197.0,195.0,1,left,D. Murray 27' 3PT  (3 PTS) (S. Bey 1 AST),"[1627749, 1630180]",1610612740.0,NOP,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,27.76,Made,3.0,S. Bey,1630180.0,1.0,,,,,,,,,
27,PT09M57.00S,2026-03-21T23:13:33.9Z,1,REGULAR,turnover,out-of-bounds,[],1630596,,,1610612739,5,5,2026-03-21T23:13:43Z,270000,False,,,0,,E. Mobley bad pass out-of-bounds TURNOVER (1 TO),[1630596],1610612739.0,CLE,bad pass,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Right Center,101283.0,,,,,,,,,,,,,,,,,1.0,,
28,PT09M44.00S,2026-03-21T23:13:50.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630529,26.49474375821288,78.43137254901961,1610612740,8,5,2026-03-21T23:13:54Z,280000,False,-142.0,197.0,1,left,H. Jones 24' 3PT  (3 PTS) (D. Murray 1 AST),"[1630529, 1627749]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,24.26,Made,3.0,D. Murray,1627749.0,1.0,,,,,,,,,
30,PT09M25.00S,2026-03-21T23:14:10.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629731,94.1688567674113,52.94117647058824,1610612739,8,7,2026-03-21T23:14:13Z,300000,False,15.0,2.0,1,right,D. Wade driving Layup (2 PTS) (J. Harden 2 AST),"[1629731, 201935]",1610612739.0,CLE,driving,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,,,,,,1.49,Made,2.0,J. Harden,201935.0,2.0,,,,,,,,,
32,PT09M13.00S,2026-03-21T23:14:22.3Z,1,REGULAR,foul,personal,['2freethrow'],201935,,,1610612740,8,7,2026-03-21T23:14:41Z,320000,False,,,0,,J. Harden shooting personal FOUL (1 PF) (Williamson 2 FT),"[201935, 1629627]",1610612739.0,CLE,shooting,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,202041.0,1.0,0.0,Williamson,1629627.0,,,,,,,,,,,,,,,
34,PT09M13.00S,2026-03-21T23:14:46.1Z,1,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,8,7,2026-03-21T23:15:04Z,340000,False,,,0,,MISS Z. Williamson Free Throw 1 of 2,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
35,PT09M13.00S,2026-03-21T23:14:46.1Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612740,8,7,2026-03-21T23:15:04Z,350000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,
36,PT09M13.00S,2026-03-21T23:14:46.1Z,1,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,8,7,2026-03-21T23:15:04Z,360000,False,,,0,,MISS Z. Williamson Free Throw 2 of 2,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
37,PT09M11.00S,2026-03-21T23:14:48.1Z,1,REGULAR,rebound,defensive,[],201935,,,1610612739,8,7,2026-03-21T23:15:04Z,370000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612739.0,CLE,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,36.0,1.0,1.0,0.0,,,,,
38,PT08M56.00S,2026-03-21T23:15:18.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,94.03745072273325,50.0,1610612739,8,9,2026-03-21T23:15:22Z,380000,False,0.0,4.0,1,right,E. Mobley alley-oop DUNK (2 PTS) (D. Wade 2 AST),"[1630596, 1629731]",1610612739.0,CLE,alley-oop,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,0.35,Made,2.0,D. Wade,1629731.0,2.0,,,,,,,,,
40,PT08M42.00S,2026-03-21T23:15:32.0Z,1,REGULAR,turnover,lost ball,[],1627749,,,1610612740,8,9,2026-03-21T23:19:11Z,400000,False,,,0,,D. Murray lost ball TURNOVER (1 TO),"[1627749, 1629731]",1610612740.0,NOP,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Wade,1629731.0
41,PT08M42.00S,2026-03-21T23:15:32.0Z,1,REGULAR,steal,,[],1629731,,,1610612739,8,9,2026-03-21T23:15:33Z,410000,False,,,0,,D. Wade STEAL (1 STL),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
42,PT08M33.00S,2026-03-21T23:15:41.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628378,92.72339027595268,53.18627450980392,1610612739,8,11,2026-03-21T23:19:43Z,420000,False,16.0,16.0,1,right,D. Mitchell driving Layup (4 PTS),[1628378],1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,2.25,Made,4.0,,,,,,,,,,,,
43,PT08M22.00S,2026-03-21T23:15:54.8Z,1,REGULAR,turnover,out-of-bounds,[],1630180,,,1610612740,8,11,2026-03-21T23:20:35Z,430000,False,,,0,,S. Bey lost ball out-of-bounds TURNOVER (1 TO),[1630180],1610612740.0,NOP,lost ball,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,202901.0,,,,,,,,,,,,,,,,,1.0,,
44,PT08M05.00S,2026-03-21T23:16:20.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628378,76.42904073587385,85.7843137254902,1610612739,8,11,2026-03-21T23:16:24Z,440000,False,179.0,169.0,1,right,MISS D. Mitchell 24' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,,,24.62,Missed,,,,,,,,,,,,,
45,PT08M02.00S,2026-03-21T23:16:23.8Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,8,11,2026-03-21T23:17:12Z,450000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:2),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,44.0,2.0,2.0,0.0,,,,,
46,PT07M54.00S,2026-03-21T23:16:31.4Z,1,REGULAR,3pt,Jump Shot,[],1630530,16.245072273324574,95.09803921568627,1610612740,8,11,2026-03-21T23:16:37Z,460000,False,-225.0,100.0,1,left,MISS T. Murphy III 24' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,,,,,,24.68,Missed,,,,,,,,,,,,,
47,PT07M52.00S,2026-03-21T23:16:33.4Z,1,REGULAR,rebound,offensive,[],1630180,,,1610612740,8,11,2026-03-21T23:16:37Z,470000,False,,,0,,S. Bey REBOUND (Off:1 Def:0),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,46.0,1.0,0.0,1.0,,,,,
48,PT07M52.00S,2026-03-21T23:16:35.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630180,6.783837056504599,46.568627450980394,1610612740,10,11,2026-03-21T23:16:44Z,480000,False,17.0,11.0,1,left,S. Bey putback Layup (4 PTS),[1630180],1610612740.0,NOP,putback,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,,,2.06,Made,4.0,,,,,,,,,,,,
49,PT07M52.00S,2026-03-21T23:16:39.4Z,1,REGULAR,foul,personal,['1freethrow'],1629731,,,1610612740,10,11,2026-03-21T23:16:47Z,490000,False,,,0,,D. Wade shooting personal FOUL (1 PF) (Bey 1 FT),"[1629731, 1630180]",1610612739.0,CLE,shooting,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,202901.0,1.0,0.0,Bey,1630180.0,,,,,,,,,,,,,,,
51,PT07M52.00S,2026-03-21T23:17:07.2Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1630180,,,1610612740,11,11,2026-03-21T23:17:07Z,510000,False,,,0,,S. Bey Free Throw 1 of 1 (5 PTS),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,
52,PT07M42.00S,2026-03-21T23:17:21.1Z,1,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612739,11,11,2026-03-21T23:17:28Z,520000,False,,,0,,H. Jones shooting personal FOUL (1 PF) (Mitchell 2 FT),"[1630529, 1628378]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,202901.0,1.0,0.0,Mitchell,1628378.0,,,,,,,,,,,,,,,
54,PT07M42.00S,2026-03-21T23:17:52.3Z,1,REGULAR,freethrow,1 of 2,[],1628378,,,1610612739,11,12,2026-03-21T23:17:52Z,540000,False,,,0,,D. Mitchell Free Throw 1 of 2 (5 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,
55,PT07M42.00S,2026-03-21T23:17:55.6Z,1,REGULAR,substitution,out,[],1630180,,,1610612739,11,12,2026-03-21T23:17:58Z,550000,False,,,0,,SUB out: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M42.00S,2026-03-21T23:17:55.6Z,1,REGULAR,substitution,in,[],1642274,,,1610612739,11,12,2026-03-21T23:17:58Z,560000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M42.00S,2026-03-21T23:18:13.7Z,1,REGULAR,freethrow,2 of 2,[],1628378,,,1610612739,11,13,2026-03-21T23:18:13Z,570000,False,,,0,,D. Mitchell Free Throw 2 of 2 (6 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,
58,PT07M24.00S,2026-03-21T23:18:32.4Z,1,REGULAR,3pt,Jump Shot,[],1630529,29.6484888304862,33.57843137254902,1610612740,11,13,2026-03-21T23:18:37Z,580000,False,82.0,226.0,1,left,MISS H. Jones 24' 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,24.06,Missed,,,,,,,,,,,,,
59,PT07M22.00S,2026-03-21T23:18:34.4Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,11,13,2026-03-21T23:22:17Z,590000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,58.0,1.0,1.0,0.0,,,,,
60,PT07M12.00S,2026-03-21T23:18:43.1Z,1,REGULAR,3pt,Jump Shot,[],1629731,90.48948751642575,3.431372549019608,1610612739,11,13,2026-03-21T23:18:48Z,600000,False,-233.0,37.0,1,right,MISS D. Wade 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Left Corner 3,24+ Left,,,,,,23.57,Missed,,,,,,,,,,,,,
61,PT07M09.00S,2026-03-21T23:18:46.1Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,11,13,2026-03-21T23:18:48Z,610000,False,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,60.0,1.0,1.0,0.0,,,,,
62,PT06M59.00S,2026-03-21T23:18:56.4Z,1,REGULAR,turnover,lost ball,[],1642274,,,1610612740,11,13,2026-03-22T00:20:19Z,620000,False,,,0,,Y. Missi lost ball TURNOVER (1 TO),"[1642274, 1629731]",1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,1.0,Wade,1629731.0
63,PT06M59.00S,2026-03-21T23:18:56.4Z,1,REGULAR,steal,,[],1629731,,,1610612739,11,13,2026-03-22T00:20:19Z,630000,False,,,0,,D. Wade STEAL (2 STL),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
64,PT06M51.00S,2026-03-21T23:19:04.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628378,93.77463863337714,51.71568627450981,1610612739,11,13,2026-03-21T23:19:10Z,640000,False,9.0,6.0,1,right,MISS D. Mitchell running Layup,[1628378],1610612739.0,CLE,running,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,1.05,Missed,,,,,,,,,,,,,
65,PT06M48.00S,2026-03-21T23:19:07.9Z,1,REGULAR,rebound,defensive,[],1642274,,,1610612740,11,13,2026-03-21T23:19:07Z,650000,False,,,0,,Y. Missi REBOUND (Off:0 Def:1),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,64.0,1.0,1.0,0.0,,,,,
66,PT06M40.00S,2026-03-21T23:19:16.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,6.652431011826544,52.450980392156865,1610612740,11,13,2026-03-21T23:19:20Z,660000,False,-12.0,10.0,1,left,MISS Z. Williamson driving Layup,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,1.59,Missed,,,,,,,,,,,,,
67,PT06M36.00S,2026-03-21T23:19:19.2Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,11,13,2026-03-21T23:19:19Z,670000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:3),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,66.0,3.0,3.0,0.0,,,,,
68,PT06M32.00S,2026-03-21T23:19:23.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201935,77.87450722733246,87.00980392156863,1610612739,11,13,2026-03-21T23:19:29Z,680000,False,185.0,155.0,1,right,MISS J. Harden 24' running 3PT,[201935],1610612739.0,CLE,running,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,,24.17,Missed,,,,,,,,,,,,,
69,PT06M28.00S,2026-03-21T23:19:27.9Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,11,13,2026-03-21T23:19:29Z,690000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:3),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,68.0,3.0,3.0,0.0,,,,,
70,PT06M20.00S,2026-03-21T23:19:35.3Z,1,REGULAR,turnover,lost ball,[],1627749,,,1610612740,11,13,2026-03-21T23:19:39Z,700000,False,,,0,,D. Murray lost ball TURNOVER (2 TO),"[1627749, 201935]",1610612740.0,NOP,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,2.0,Harden,201935.0
71,PT06M20.00S,2026-03-21T23:19:35.3Z,1,REGULAR,steal,,[],201935,,,1610612739,11,13,2026-03-21T23:19:44Z,710000,False,,,0,,J. Harden STEAL (1 STL),[201935],1610612739.0,CLE,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
72,PT06M13.00S,2026-03-21T23:19:42.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630241,75.50919842312747,85.04901960784314,1610612739,11,16,2026-03-21T23:26:16Z,720000,False,175.0,178.0,1,right,S. Merrill 24' 3PT running pullup (6 PTS) (J. Harden 3 AST),"[1630241, 201935]",1610612739.0,CLE,running pullup,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Right Center,,,,,,24.95,Made,6.0,J. Harden,201935.0,3.0,,,,,,,,,
74,PT06M12.00S,2026-03-21T23:19:52.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,11,16,2026-03-21T23:19:52Z,740000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M12.00S,2026-03-21T23:22:08.4Z,1,REGULAR,substitution,out,[],1629731,,,1610612740,11,16,2026-03-21T23:22:27Z,750000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M12.00S,2026-03-21T23:22:08.4Z,1,REGULAR,substitution,out,[],1628378,,,1610612740,11,16,2026-03-21T23:22:27Z,760000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M12.00S,2026-03-21T23:22:08.4Z,1,REGULAR,substitution,in,[],1631165,,,1610612740,11,16,2026-03-21T23:22:27Z,770000,False,,,0,,SUB in: K. Ellis,[1631165],1610612739.0,CLE,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M12.00S,2026-03-21T23:22:08.4Z,1,REGULAR,substitution,in,[],1629622,,,1610612740,11,16,2026-03-21T23:22:27Z,780000,False,,,0,,SUB in: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M52.00S,2026-03-21T23:23:01.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642274,5.732588699080158,52.20588235294118,1610612740,13,16,2026-03-21T23:23:05Z,790000,False,-11.0,1.0,1,left,Y. Missi cutting DUNK (2 PTS) (D. Murray 2 AST),"[1642274, 1627749]",1610612740.0,NOP,cutting,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,1.11,Made,2.0,D. Murray,1627749.0,2.0,,,,,,,,,
81,PT05M38.00S,2026-03-21T23:23:17.7Z,1,REGULAR,foul,personal,['2freethrow'],1629627,,,1610612739,13,16,2026-03-21T23:23:31Z,810000,False,,,0,,Z. Williamson shooting personal FOUL (1 PF) (Mobley 2 FT),"[1629627, 1630596]",1610612740.0,NOP,shooting,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,202041.0,1.0,0.0,Mobley,1630596.0,,,,,,,,,,,,,,,
83,PT05M38.00S,2026-03-21T23:23:45.2Z,1,REGULAR,freethrow,1 of 2,[],1630596,,,1610612739,13,17,2026-03-21T23:23:45Z,830000,False,,,0,,E. Mobley Free Throw 1 of 2 (3 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
84,PT05M38.00S,2026-03-21T23:24:03.1Z,1,REGULAR,freethrow,2 of 2,[],1630596,,,1610612739,13,18,2026-03-21T23:24:03Z,840000,False,,,0,,E. Mobley Free Throw 2 of 2 (4 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
85,PT05M23.00S,2026-03-21T23:24:21.1Z,1,REGULAR,3pt,Jump Shot,[],1630529,12.434296977660972,4.6568627450980395,1610612740,13,18,2026-03-21T23:24:25Z,850000,False,227.0,64.0,1,left,MISS H. Jones 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Right Corner 3,24+ Right,,,,,,23.57,Missed,,,,,,,,,,,,,
86,PT05M19.00S,2026-03-21T23:24:25.1Z,1,REGULAR,rebound,defensive,[],201935,,,1610612739,13,18,2026-03-21T23:24:25Z,860000,False,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612739.0,CLE,,,,Harden,J. Harden,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,85.0,2.0,2.0,0.0,,,,,
