actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
17,PT10M52.00S,2025-11-15T01:12:01.2Z,1,REGULAR,turnover,bad pass,[],1630559,,,1610612747,0,0,2025-11-15T01:12:05Z,170000,False,,,0,,A. Reaves bad pass TURNOVER (1 TO),"[1630559, 1642847]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,Fears,1642847.0,,,,,,
18,PT10M52.00S,2025-11-15T01:12:01.2Z,1,REGULAR,steal,,[],1642847,,,1610612740,0,0,2025-11-15T01:12:03Z,180000,False,,,0,,J. Fears STEAL (1 STL),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
19,PT10M48.00S,2025-11-15T01:12:08.2Z,1,REGULAR,turnover,out-of-bounds,[],1630529,,,1610612740,0,0,2025-11-15T01:12:17Z,190000,False,,,0,,H. Jones step out-of-bounds TURNOVER (1 TO),[1630529],1610612740.0,NOP,step,,,Jones,H. Jones,,,,,Right Corner 3,24+ Right,,,,,,,1628954.0,,,,,1.0,,,,,,,,
20,PT10M31.00S,2025-11-15T01:12:34.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630559,3.892904073587385,4.411764705882353,1610612747,0,3,2025-11-15T01:12:39Z,200000,False,228.0,-16.0,1,left,A. Reaves 3PT  (3 PTS) (D. Ayton 1 AST),"[1630559, 1629028]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Right Corner 3,24+ Right,22.85,Made,,,,,,,,,,,,,3.0,D. Ayton,1629028.0,1.0,,
22,PT10M20.00S,2025-11-15T01:12:48.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,89.30683311432325,46.81372549019608,1610612740,2,3,2025-11-15T01:12:54Z,220000,False,-16.0,48.0,1,right,H. Jones driving Layup (2 PTS),[1630529],1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,5.06,Made,,,,,,,,,,,,,2.0,,,,,
23,PT10M20.00S,2025-11-15T01:12:51.1Z,1,REGULAR,foul,personal,['1freethrow'],203935,,,1610612740,2,3,2025-11-15T01:13:06Z,230000,False,,,0,,M. Smart shooting personal FOUL (1 PF) (Jones 1 FT),"[203935, 1630529]",1610612747.0,LAL,shooting,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627534.0,1.0,0.0,Jones,1630529.0,,,,,,,,,
25,PT10M20.00S,2025-11-15T01:13:18.7Z,1,REGULAR,freethrow,1 of 1,[],1630529,,,1610612740,2,3,2025-11-15T01:13:18Z,250000,False,,,0,,MISS H. Jones Free Throw 1 of 1,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
26,PT10M18.00S,2025-11-15T01:13:20.7Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612747,2,3,2025-11-15T01:13:21Z,260000,False,,,0,,D. Ayton REBOUND (Off:0 Def:2),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,,25.0,2.0,2.0,0.0,,,,,,,,,,,,,,
27,PT10M01.00S,2025-11-15T01:13:36.7Z,1,REGULAR,3pt,Jump Shot,[],1629060,5.075558475689881,95.83333333333334,1610612747,2,3,2025-11-15T01:13:44Z,270000,False,-229.0,-5.0,1,left,MISS R. Hachimura 3PT,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Left Corner 3,24+ Left,22.93,Missed,,,,,,,,,,,,,,,,,,
28,PT09M54.00S,2025-11-15T01:13:43.7Z,1,REGULAR,rebound,offensive,[],203935,,,1610612747,2,3,2025-11-15T01:13:44Z,280000,False,,,0,,M. Smart REBOUND (Off:1 Def:0),[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,Left Corner 3,24+ Left,,,27.0,1.0,0.0,1.0,,,,,,,,,,,,,,
29,PT09M54.00S,2025-11-15T01:13:43.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203935,5.590000152587891,50.0,1610612747,2,5,2025-11-15T01:14:36Z,290000,False,0.0,0.0,1,left,M. Smart tip Layup (2 PTS),[203935],1610612747.0,LAL,tip,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,,,,2.0,,,,,
30,PT09M40.00S,2025-11-15T01:13:57.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630530,80.76544021024968,60.78431372549019,1610612740,4,5,2025-11-15T01:14:06Z,300000,False,54.0,128.0,1,right,T. Murphy III 13' pullup Jump Shot (2 PTS) (S. Bey 1 AST),"[1630530, 1630180]",1610612740.0,NOP,pullup,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),8-16 Center,13.92,Made,,,,,,,,,,,,,2.0,S. Bey,1630180.0,1.0,,
32,PT09M16.00S,2025-11-15T01:14:22.2Z,1,REGULAR,3pt,Jump Shot,[],203935,28.991458607095925,79.41176470588235,1610612747,4,8,2025-11-15T01:14:27Z,320000,False,-147.0,220.0,1,left,M. Smart 26' 3PT  (5 PTS) (L. Dončić 1 AST),"[203935, 1629029]",1610612747.0,LAL,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,26.46,Made,,,,,,,,,,,,,5.0,L. Dončić,1629029.0,1.0,,
34,PT08M58.00S,2025-11-15T01:14:40.0Z,1,REGULAR,3pt,Jump Shot,[],1642847,68.15045992115637,29.901960784313726,1610612740,7,8,2025-11-15T01:14:46Z,340000,False,-100.0,247.0,1,right,J. Fears 26' 3PT pullup (3 PTS),[1642847],1610612740.0,NOP,pullup,,,Fears,J. Fears,,,,,Above the Break 3,24+ Left Center,26.66,Made,,,,,,,,,,,,,3.0,,,,,
35,PT08M48.00S,2025-11-15T01:14:52.1Z,1,REGULAR,turnover,out-of-bounds,[],1629028,,,1610612747,7,8,2025-11-15T04:33:36Z,350000,False,,,0,,D. Ayton bad pass out-of-bounds TURNOVER (2 TO),[1629028],1610612747.0,LAL,bad pass,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Right Center,,,,,,,203591.0,,,,,2.0,,,,,,,,
36,PT08M34.00S,2025-11-15T01:15:14.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630530,70.12155059132719,80.63725490196079,1610612740,7,8,2025-11-15T01:16:32Z,360000,False,153.0,228.0,1,right,MISS T. Murphy III 27' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,27.5,Missed,,,,,,,,,,,,,,,,,,
37,PT08M33.00S,2025-11-15T01:15:15.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,7,8,2025-11-15T01:15:20Z,370000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,36.0,,,,,,,,,,,,,,,,,
39,PT08M15.00S,2025-11-15T01:15:39.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,18.347568988173457,44.11764705882353,1610612747,7,10,2025-11-15T01:15:45Z,390000,False,29.0,120.0,1,left,D. Ayton 12' turnaround fadeaway Jump Shot (2 PTS) (L. Dončić 2 AST),"[1629028, 1629029]",1610612747.0,LAL,turnaround fadeaway,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,12.35,Made,,,,,,,,,,,,,2.0,L. Dončić,1629029.0,2.0,,
41,PT07M55.00S,2025-11-15T01:16:00.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630530,92.32917214191852,55.88235294117647,1610612740,9,10,2025-11-15T01:16:05Z,410000,False,29.0,20.0,1,right,T. Murphy III driving Layup (4 PTS) (J. Fears 1 AST),"[1630530, 1642847]",1610612740.0,NOP,driving,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,3.53,Made,,,,,,,,,,,,,4.0,J. Fears,1642847.0,1.0,,
43,PT07M42.00S,2025-11-15T01:16:13.2Z,1,REGULAR,turnover,lost ball,[],1629029,,,1610612747,9,10,2025-11-15T01:16:16Z,430000,False,,,0,,L. Dončić lost ball TURNOVER (1 TO),"[1629029, 1630529]",1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,1.0,Jones,1630529.0,,,,,,
44,PT07M42.00S,2025-11-15T01:16:13.2Z,1,REGULAR,steal,,[],1630529,,,1610612740,9,10,2025-11-15T01:16:15Z,440000,False,,,0,,H. Jones STEAL (1 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
45,PT07M38.00S,2025-11-15T01:16:15.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642847,93.51182654402102,50.98039215686274,1610612740,11,10,2025-11-15T01:16:22Z,450000,False,5.0,8.0,1,right,J. Fears running DUNK (5 PTS),[1642847],1610612740.0,NOP,running,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,0.98,Made,,,,,,,,,,,,,5.0,,,,,
47,PT07M17.00S,2025-11-15T01:17:05.0Z,1,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612747,11,10,2025-11-15T01:17:22Z,470000,False,,,0,,H. Jones shooting personal FOUL (1 PF) (Dončić 2 FT),"[1630529, 1629029]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1627534.0,1.0,0.0,Dončić,1629029.0,,,,,,,,,
49,PT07M17.00S,2025-11-15T01:17:39.2Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612747,11,11,2025-11-15T01:17:39Z,490000,False,,,0,,L. Dončić Free Throw 1 of 2 (1 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
50,PT07M17.00S,2025-11-15T01:17:58.7Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612747,11,12,2025-11-15T01:17:58Z,500000,False,,,0,,L. Dončić Free Throw 2 of 2 (2 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,Made,,,,,,,,,,,,,2.0,,,,,
51,PT07M07.00S,2025-11-15T01:18:10.3Z,1,REGULAR,3pt,Jump Shot,[],1630529,88.25558475689881,96.32352941176471,1610612740,11,12,2025-11-15T01:18:14Z,510000,False,232.0,58.0,1,right,MISS H. Jones 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Right Corner 3,24+ Right,23.87,Missed,,,,,,,,,,,,,,,,,,
52,PT07M05.00S,2025-11-15T01:18:12.3Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612747,11,12,2025-11-15T01:18:14Z,520000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:1),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Right Corner 3,24+ Right,,,51.0,1.0,1.0,0.0,,,,,,,,,,,,,,
53,PT07M01.00S,2025-11-15T01:18:17.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629028,8.229303547963205,49.754901960784316,1610612747,11,14,2025-11-15T01:18:24Z,530000,False,1.0,25.0,1,left,D. Ayton running Layup (4 PTS) (A. Reaves 1 AST),"[1629028, 1630559]",1610612747.0,LAL,running,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,2.49,Made,,,,,,,,,,,,,4.0,A. Reaves,1630559.0,1.0,,
55,PT06M43.00S,2025-11-15T01:18:35.5Z,1,REGULAR,3pt,Jump Shot,[],1630180,71.04139290407359,19.852941176470587,1610612740,11,14,2025-11-15T01:18:40Z,550000,False,-151.0,220.0,1,right,MISS S. Bey 26' pullup 3PT,[1630180],1610612740.0,NOP,pullup,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,26.64,Missed,,,,,,,,,,,,,,,,,,
56,PT06M40.00S,2025-11-15T01:18:37.9Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612747,11,14,2025-11-15T01:18:37Z,560000,False,,,0,,L. Dončić REBOUND (Off:0 Def:1),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,,,55.0,1.0,1.0,0.0,,,,,,,,,,,,,,
57,PT06M32.00S,2025-11-15T01:18:45.1Z,1,REGULAR,2pt,Jump Shot,[],1629029,26.757555847568987,38.48039215686275,1610612747,11,14,2025-11-15T01:18:50Z,570000,False,58.0,199.0,1,left,MISS L. Dončić 20' pullup Shot - blocked,"[1629029, 1630529]",1610612747.0,LAL,pullup,,,Dončić,L. Dončić,,,,,Mid-Range,16-24 Center,20.72,Missed,,,,,,,,,,,,,,,,,Jones,1630529.0
58,PT06M32.00S,2025-11-15T01:18:45.1Z,1,REGULAR,block,,[],1630529,,,1610612747,11,14,2025-11-15T01:18:48Z,580000,False,,,0,,H. Jones BLOCK (1 BLK),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
59,PT06M29.00S,2025-11-15T01:18:48.1Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,11,14,2025-11-15T01:18:50Z,590000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,16-24 Center,,,57.0,1.0,1.0,0.0,,,,,,,,,,,,,,
60,PT06M26.00S,2025-11-15T01:18:51.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642847,90.88370565045992,51.225490196078425,1610612740,11,14,2025-11-15T01:18:57Z,600000,False,6.0,33.0,1,right,MISS J. Fears running Layup,[1642847],1610612740.0,NOP,running,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,3.38,Missed,,,,,,,,,,,,,,,,,,
61,PT06M24.00S,2025-11-15T01:18:53.7Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612747,11,14,2025-11-15T01:18:57Z,610000,False,,,0,,D. Ayton REBOUND (Off:0 Def:3),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,60.0,3.0,3.0,0.0,,,,,,,,,,,,,,
62,PT06M20.00S,2025-11-15T01:18:57.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203935,6.783837056504599,50.49019607843137,1610612747,11,16,2025-11-15T01:19:10Z,620000,False,-2.0,11.0,1,left,M. Smart running reverse Layup (7 PTS) (A. Reaves 2 AST),"[203935, 1630559]",1610612747.0,LAL,running reverse,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,1.16,Made,,,,,,,,,,,,,7.0,A. Reaves,1630559.0,2.0,,
64,PT06M14.00S,2025-11-15T01:19:08.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,11,16,2025-11-15T01:19:08Z,640000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M14.00S,2025-11-15T01:19:13.0Z,1,REGULAR,substitution,out,[],1626172,,,1610612740,11,16,2025-11-15T01:21:57Z,650000,False,,,0,,SUB out: K. Looney,[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M14.00S,2025-11-15T01:19:13.0Z,1,REGULAR,substitution,in,[],1642852,,,1610612740,11,16,2025-11-15T01:21:57Z,660000,False,,,0,,SUB in: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M01.00S,2025-11-15T01:22:14.9Z,1,REGULAR,2pt,Jump Shot,[],1630529,83.78777923784494,33.57843137254902,1610612740,11,16,2025-11-15T01:23:08Z,670000,False,-82.0,100.0,1,right,MISS H. Jones 12' driving floating Shot,[1630529],1610612740.0,NOP,driving floating,,,Jones,H. Jones,,,,,Mid-Range,8-16 Left,12.93,Missed,,,,,,,,,,,,,,,,,,
69,PT05M58.00S,2025-11-15T01:22:17.9Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612747,11,16,2025-11-15T01:22:21Z,680000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:2),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Mid-Range,8-16 Left,,,68.0,2.0,2.0,0.0,,,,,,,,,,,,,,
70,PT05M48.00S,2025-11-15T01:22:37.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630559,8.492115637319317,45.34313725490196,1610612747,11,18,2025-11-15T01:24:14Z,690000,False,23.0,27.0,1,left,A. Reaves driving Hook (5 PTS),[1630559],1610612747.0,LAL,driving,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,3.59,Made,,,,,,,,,,,,,5.0,,,,,
71,PT05M48.00S,2025-11-15T01:22:48.9Z,1,REGULAR,foul,personal,['1freethrow'],1642852,,,1610612747,11,18,2025-11-15T01:23:01Z,700000,False,,,0,,D. Queen shooting personal FOUL (1 PF) (Reaves 1 FT),"[1642852, 1630559]",1610612740.0,NOP,shooting,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,,203591.0,1.0,0.0,Reaves,1630559.0,,,,,,,,,
73,PT05M48.00S,2025-11-15T01:23:09.1Z,1,REGULAR,substitution,out,[],203935,,,1610612747,11,18,2025-11-15T01:23:20Z,720000,False,,,0,,SUB out: M. Smart,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M48.00S,2025-11-15T01:23:09.1Z,1,REGULAR,substitution,in,[],1631222,,,1610612747,11,18,2025-11-15T01:23:20Z,730000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M48.00S,2025-11-15T01:23:21.5Z,1,REGULAR,freethrow,1 of 1,[],1630559,,,1610612747,11,19,2025-11-15T01:23:21Z,740000,False,,,0,,A. Reaves Free Throw 1 of 1 (6 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,,,,,,,,,,,,,6.0,,,,,
76,PT05M34.00S,2025-11-15T01:23:23.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642847,91.14651773981603,51.225490196078425,1610612740,11,19,2025-11-15T01:24:58Z,750000,False,6.0,31.0,1,right,MISS J. Fears driving floating bank Shot,[1642847],1610612740.0,NOP,driving floating bank,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,3.13,Missed,,,,,,,,,,,,,,,,,,
77,PT05M32.00S,2025-11-15T01:23:25.0Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612747,11,19,2025-11-15T01:28:03Z,760000,False,,,0,,D. Ayton REBOUND (Off:0 Def:4),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,76.0,4.0,4.0,0.0,,,,,,,,,,,,,,
78,PT05M26.00S,2025-11-15T01:23:32.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,17.69053876478318,49.26470588235294,1610612747,11,19,2025-11-15T01:26:16Z,770000,False,4.0,114.0,1,left,MISS D. Ayton 11' floating Shot,[1629028],1610612747.0,LAL,floating,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,11.39,Missed,,,,,,,,,,,,,,,,,,
79,PT05M24.00S,2025-11-15T01:23:34.1Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612747,11,19,2025-11-15T01:23:34Z,780000,False,,,0,,D. Ayton REBOUND (Off:1 Def:4),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,,,78.0,5.0,4.0,1.0,,,,,,,,,,,,,,
80,PT05M23.00S,2025-11-15T01:23:34.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629028,9.543363994743759,50.245098039215684,1610612747,11,21,2025-11-15T01:26:38Z,790000,False,-1.0,37.0,1,left,D. Ayton floating Jump Shot (6 PTS),[1629028],1610612747.0,LAL,floating,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,3.72,Made,,,,,,,,,,,,,6.0,,,,,
81,PT05M07.00S,2025-11-15T01:23:50.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642852,83.39356110381078,49.50980392156863,1610612740,11,21,2025-11-15T01:23:55Z,800000,False,-2.0,104.0,1,right,MISS D. Queen 10' pullup Shot,[1642852],1610612740.0,NOP,pullup,,,Queen,D. Queen,,,,,In The Paint (Non-RA),8-16 Center,10.36,Missed,,,,,,,,,,,,,,,,,,
82,PT05M05.00S,2025-11-15T01:23:52.8Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612747,11,21,2025-11-15T01:23:55Z,810000,False,,,0,,L. Dončić REBOUND (Off:0 Def:2),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,,,81.0,2.0,2.0,0.0,,,,,,,,,,,,,,
83,PT04M58.00S,2025-11-15T01:24:00.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,8.623521681997373,47.30392156862745,1610612747,11,23,2025-11-15T01:24:04Z,820000,False,13.0,29.0,1,left,R. Hachimura Layup (2 PTS) (L. Dončić 3 AST),"[1629060, 1629029]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,3.16,Made,,,,,,,,,,,,,2.0,L. Dončić,1629029.0,3.0,,
88,PT04M33.00S,2025-11-15T01:24:24.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,93.64323258869908,54.166666666666664,1610612740,11,23,2025-11-15T01:40:37Z,870000,False,21.0,7.0,1,right,MISS S. Bey driving reverse Layup,[1630180],1610612740.0,NOP,driving reverse,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,2.2,Missed,,,,,,,,,,,,,,,,,,
