actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
17,PT10M48.00S,2025-11-17T00:12:10.0Z,1,REGULAR,turnover,bad pass,[],1630530,,,1610612740,4,2,2025-11-17T00:12:18Z,170000,False,,,0,,T. Murphy III bad pass TURNOVER (1 TO),"[1630530, 203110]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1.0,Green,203110.0,,,,,
18,PT10M48.00S,2025-11-17T00:12:10.0Z,1,REGULAR,steal,,[],203110,,,1610612744,4,2,2025-11-17T00:12:12Z,180000,False,,,0,,D. Green STEAL (1 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
19,PT10M35.00S,2025-11-17T00:12:23.2Z,1,REGULAR,turnover,bad pass,[],202710,,,1610612744,4,2,2025-11-17T00:12:27Z,190000,False,,,0,,J. Butler III bad pass TURNOVER (1 TO),"[202710, 1630529]",1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,Jones,1630529.0,,,,,
20,PT10M35.00S,2025-11-17T00:12:23.2Z,1,REGULAR,steal,,[],1630529,,,1610612740,4,2,2025-11-17T00:12:25Z,200000,False,,,0,,H. Jones STEAL (1 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
21,PT10M28.00S,2025-11-17T00:12:32.3Z,1,REGULAR,foul,personal,['2freethrow'],1642954,,,1610612740,4,2,2025-11-17T00:12:44Z,210000,False,,,0,,W. Richard shooting personal FOUL (1 PF) (Murphy III 2 FT),"[1642954, 1630530]",1610612744.0,GSW,shooting,,,Richard,W. Richard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1628172.0,1.0,0.0,Murphy III,1630530.0
23,PT10M28.00S,2025-11-17T00:13:00.7Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630530,,,1610612740,5,2,2025-11-17T00:13:00Z,230000,False,,,0,,T. Murphy III Free Throw 1 of 2 (1 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
24,PT10M28.00S,2025-11-17T00:13:21.7Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630530,,,1610612740,6,2,2025-11-17T00:13:21Z,240000,False,,,0,,T. Murphy III Free Throw 2 of 2 (2 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
25,PT10M05.00S,2025-11-17T00:13:45.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203110,92.9862023653088,52.94117647058824,1610612744,6,2,2025-11-17T00:14:02Z,250000,False,15.0,13.0,1,right,MISS D. Green Layup,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Restricted Area,0-8 Center,1.99,Missed,,,,,,,,,,,,,,,,,,
26,PT10M01.00S,2025-11-17T00:13:49.7Z,1,REGULAR,rebound,offensive,[],203110,,,1610612744,6,2,2025-11-17T00:14:02Z,260000,False,,,0,,D. Green REBOUND (Off:1 Def:0),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,,25.0,1.0,0.0,1.0,,,,,,,,,,,
27,PT10M01.00S,2025-11-17T00:13:49.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203110,94.40999984741211,50.0,1610612744,6,2,2025-11-17T00:14:56Z,270000,False,0.0,0.0,1,right,MISS D. Green tip Layup,[203110],1610612744.0,GSW,tip,,,Green,D. Green,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
28,PT10M00.00S,2025-11-17T00:13:50.1Z,1,REGULAR,rebound,offensive,[],203110,,,1610612744,6,2,2025-11-17T00:14:56Z,280000,False,,,0,,D. Green REBOUND (Off:2 Def:0),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,,27.0,2.0,0.0,2.0,,,,,,,,,,,
29,PT10M00.00S,2025-11-17T00:13:50.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203110,94.40999984741211,50.0,1610612744,6,2,2025-11-17T00:14:59Z,290000,False,0.0,0.0,1,right,MISS D. Green tip Layup,[203110],1610612744.0,GSW,tip,,,Green,D. Green,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
30,PT09M58.00S,2025-11-17T00:13:52.5Z,1,REGULAR,rebound,offensive,[],203110,,,1610612744,6,2,2025-11-17T00:14:59Z,300000,False,,,0,,D. Green REBOUND (Off:3 Def:0),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,,29.0,3.0,0.0,3.0,,,,,,,,,,,
31,PT09M58.00S,2025-11-17T00:13:52.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203110,94.40999984741211,50.0,1610612744,6,2,2025-11-17T00:15:01Z,310000,False,0.0,0.0,1,right,MISS D. Green tip Layup,[203110],1610612744.0,GSW,tip,,,Green,D. Green,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
32,PT09M57.00S,2025-11-17T00:13:53.6Z,1,REGULAR,rebound,offensive,[],203110,,,1610612744,6,2,2025-11-17T00:21:06Z,320000,False,,,0,,D. Green REBOUND (Off:4 Def:0),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,,31.0,4.0,0.0,4.0,,,,,,,,,,,
62,PT09M57.00S,2025-11-17T00:13:55.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203110,93.9060446780552,53.18627450980392,1610612744,6,2,2025-11-17T00:20:57Z,325000,False,16.0,5.0,1,right,MISS D. Green tip Layup,[203110],1610612744.0,GSW,tip,,,Green,D. Green,,,,,Restricted Area,0-8 Center,1.66,Missed,,,,,,,,,,,,,,,,,,
63,PT09M56.00S,2025-11-17T00:13:56.1Z,1,REGULAR,rebound,offensive,[],202710,,,1610612744,6,2,2025-11-17T00:20:57Z,327500,False,,,0,,J. Butler III REBOUND (Off:1 Def:0),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Restricted Area,0-8 Center,,,,,,62.0,1.0,0.0,1.0,,,,,,,,,,,
33,PT09M53.00S,2025-11-17T00:13:57.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630541,74.58935611038108,15.441176470588236,1610612744,6,5,2025-11-17T00:20:57Z,330000,False,-173.0,186.0,1,right,M. Moody 25' 3PT  (3 PTS) (S. Curry 1 AST),"[1630541, 201939]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Left Center,25.42,Made,3.0,,,,,,,S. Curry,201939.0,1.0,,,,,,,,
35,PT09M41.00S,2025-11-17T00:14:09.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642847,6.044678055190539,52.91819852941176,1610612740,6,5,2025-11-17T00:14:14Z,350000,False,-15.0,4.0,1,left,MISS J. Fears driving Layup,[1642847],1610612740.0,NOP,driving,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,1.52,Missed,,,,,,,,,,,,,,,,,,
36,PT09M39.00S,2025-11-17T00:14:11.1Z,1,REGULAR,rebound,defensive,[],1630541,,,1610612744,6,5,2025-11-17T00:14:14Z,360000,False,,,0,,M. Moody REBOUND (Off:0 Def:1),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,,,,,,35.0,1.0,1.0,0.0,,,,,,,,,,,
37,PT09M32.00S,2025-11-17T00:14:18.7Z,1,REGULAR,3pt,Jump Shot,[],201939,78.9257555847569,7.8431372549019605,1610612744,6,5,2025-11-17T00:14:24Z,370000,False,-211.0,146.0,1,right,MISS S. Curry 25' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,25.62,Missed,,,,,,,,,,,,,,,,,,
38,PT09M28.00S,2025-11-17T00:14:23.3Z,1,REGULAR,rebound,offensive,[],1642954,,,1610612744,6,5,2025-11-17T00:14:23Z,380000,False,,,0,,W. Richard REBOUND (Off:1 Def:0),[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,Above the Break 3,24+ Left Center,,,,,,37.0,1.0,0.0,1.0,,,,,,,,,,,
39,PT09M25.00S,2025-11-17T00:14:26.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630541,72.35545335085413,18.627450980392158,1610612744,6,8,2025-11-17T00:14:31Z,390000,False,-157.0,207.0,1,right,M. Moody 26' 3PT  (6 PTS) (J. Butler III 1 AST),"[1630541, 202710]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Left Center,26.01,Made,6.0,,,,,,,J. Butler III,202710.0,1.0,,,,,,,,
41,PT09M18.00S,2025-11-17T00:14:35.0Z,1,REGULAR,foul,personal,[],1630541,,,1610612740,6,8,2025-11-17T00:14:40Z,410000,False,,,0,,M. Moody personal FOUL (1 PF),"[1630541, 1642847]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1628172.0,1.0,0.0,Fears,1642847.0
43,PT09M03.00S,2025-11-17T00:15:01.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630530,8.886333771353483,36.27450980392157,1610612740,6,8,2025-11-17T00:23:30Z,430000,False,69.0,31.0,1,left,MISS T. Murphy III 7' driving floating Shot,[1630530],1610612740.0,NOP,driving floating,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),0-8 Center,7.53,Missed,,,,,,,,,,,,,,,,,,
44,PT09M00.00S,2025-11-17T00:15:04.9Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,6,8,2025-11-17T00:15:07Z,440000,False,,,0,,D. Green REBOUND (Off:4 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,43.0,5.0,1.0,4.0,,,,,,,,,,,
45,PT08M53.00S,2025-11-17T00:15:13.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,92.19776609724047,43.13725490196079,1610612744,6,10,2025-11-17T00:24:06Z,450000,False,-34.0,21.0,1,right,J. Butler III cutting Layup (4 PTS) (D. Green 2 AST),"[202710, 203110]",1610612744.0,GSW,cutting,,,Butler III,J. Butler III,,,,,Restricted Area,0-8 Center,4.01,Made,4.0,,,,,,,D. Green,203110.0,2.0,,,,,,,,
47,PT08M53.00S,2025-11-17T00:15:15.3Z,1,REGULAR,foul,personal,['1freethrow'],1642847,,,1610612744,6,10,2025-11-17T00:15:21Z,470000,False,,,0,,J. Fears shooting personal FOUL (1 PF) (Butler III 1 FT),"[1642847, 202710]",1610612740.0,NOP,shooting,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1628172.0,1.0,0.0,Butler III,202710.0
49,PT08M53.00S,2025-11-17T00:15:39.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,6,10,2025-11-17T00:18:59Z,490000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT08M53.00S,2025-11-17T00:18:46.7Z,1,REGULAR,freethrow,1 of 1,[],202710,,,1610612744,6,11,2025-11-17T00:18:46Z,500000,False,,,0,,J. Butler III Free Throw 1 of 1 (5 PTS),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
51,PT08M45.00S,2025-11-17T00:18:56.1Z,1,REGULAR,3pt,Jump Shot,[],1630180,10.726018396846255,96.81372549019608,1610612740,6,11,2025-11-17T00:19:01Z,510000,False,-234.0,48.0,1,left,MISS S. Bey 3PT,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Left Corner 3,24+ Left,23.9,Missed,,,,,,,,,,,,,,,,,,
52,PT08M41.00S,2025-11-17T00:19:00.1Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,6,11,2025-11-17T00:19:01Z,520000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Left Corner 3,24+ Left,,,,,,51.0,1.0,1.0,0.0,,,,,,,,,,,
53,PT08M35.00S,2025-11-17T00:19:06.7Z,1,REGULAR,3pt,Jump Shot,[],1630541,68.54467805519053,64.2156862745098,1610612744,6,11,2025-11-17T00:55:51Z,530000,False,71.0,243.0,1,right,MISS M. Moody 25' 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Center,25.34,Missed,,,,,,,,,,,,,,,,,,
54,PT08M34.00S,2025-11-17T00:19:07.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,6,11,2025-11-17T00:55:51Z,540000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Center,,,,,,53.0,,,,,,,,,,,,,,
55,PT08M34.00S,2025-11-17T00:19:13.9Z,1,REGULAR,foul,personal,[],1642847,,,1610612744,6,11,2025-11-17T00:19:24Z,550000,False,,,0,,J. Fears loose ball personal FOUL (2 PF),"[1642847, 201939]",1610612740.0,NOP,loose ball,,,Fears,J. Fears,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,200833.0,2.0,0.0,Curry,201939.0
270,PT08M34.00S,2025-11-17T00:19:31.8Z,1,REGULAR,substitution,out,[],1642847,,,1610612744,6,11,2025-11-17T00:57:22Z,575000,False,,,0,,SUB out: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT08M34.00S,2025-11-17T00:19:31.8Z,1,REGULAR,substitution,in,[],1630631,,,1610612744,6,11,2025-11-17T00:57:22Z,582500,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT08M30.00S,2025-11-17T00:19:49.8Z,1,REGULAR,foul,personal,['3freethrow'],1642852,,,1610612744,6,11,2025-11-17T00:20:29Z,590000,False,,,0,,D. Queen shooting personal FOUL (1 PF) (Curry 3 FT),"[1642852, 201939]",1610612740.0,NOP,shooting,,,Queen,D. Queen,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,200833.0,1.0,0.0,Curry,201939.0
64,PT08M30.00S,2025-11-17T00:21:49.8Z,1,REGULAR,freethrow,1 of 3,['2ndchance'],201939,,,1610612744,6,12,2025-11-17T00:21:49Z,620000,False,,,0,,S. Curry Free Throw 1 of 3 (1 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
65,PT08M30.00S,2025-11-17T00:22:03.9Z,1,REGULAR,freethrow,2 of 3,['2ndchance'],201939,,,1610612744,6,13,2025-11-17T00:22:03Z,630000,False,,,0,,S. Curry Free Throw 2 of 3 (2 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
66,PT08M30.00S,2025-11-17T00:22:17.4Z,1,REGULAR,freethrow,3 of 3,['2ndchance'],201939,,,1610612744,6,14,2025-11-17T00:22:17Z,640000,False,,,0,,S. Curry Free Throw 3 of 3 (3 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
67,PT08M07.00S,2025-11-17T00:22:41.1Z,1,REGULAR,3pt,Jump Shot,[],1630631,30.17411300919842,29.65686274509804,1610612740,9,14,2025-11-17T00:25:52Z,650000,False,102.0,231.0,1,left,J. Alvarado 25' 3PT pullup (3 PTS),[1630631],1610612740.0,NOP,pullup,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,25.25,Made,3.0,,,,,,,,,,,,,,,,,
68,PT07M51.00S,2025-11-17T00:22:56.4Z,1,REGULAR,turnover,bad pass,[],203110,,,1610612744,9,14,2025-11-17T00:23:01Z,660000,False,,,0,,D. Green bad pass TURNOVER (1 TO),"[203110, 1630530]",1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1.0,Murphy III,1630530.0,,,,,
69,PT07M51.00S,2025-11-17T00:22:56.4Z,1,REGULAR,steal,,[],1630530,,,1610612740,9,14,2025-11-17T00:22:58Z,670000,False,,,0,,T. Murphy III STEAL (1 STL),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
70,PT07M48.00S,2025-11-17T00:23:00.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630530,8.623521681997373,54.90196078431373,1610612740,9,14,2025-11-17T00:27:08Z,680000,False,-25.0,29.0,1,left,MISS T. Murphy III running Layup,[1630530],1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,3.77,Missed,,,,,,,,,,,,,,,,,,
71,PT07M42.00S,2025-11-17T00:23:06.4Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,9,14,2025-11-17T00:27:08Z,690000,False,,,0,,D. Green REBOUND (Off:4 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,,70.0,6.0,2.0,4.0,,,,,,,,,,,
72,PT07M38.00S,2025-11-17T00:23:10.1Z,1,REGULAR,3pt,Jump Shot,[],1642954,78.53153745072274,91.17647058823529,1610612744,9,14,2025-11-17T00:23:15Z,700000,False,206.0,149.0,1,right,MISS W. Richard 25' 3PT,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,Above the Break 3,24+ Right Center,25.43,Missed,,,,,,,,,,,,,,,,,,
73,PT07M33.00S,2025-11-17T00:23:15.1Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,9,14,2025-11-17T00:23:15Z,710000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,,,,72.0,1.0,1.0,0.0,,,,,,,,,,,
74,PT07M28.00S,2025-11-17T00:23:21.8Z,1,REGULAR,foul,offensive,[],1630530,,,1610612740,9,14,2025-11-17T00:25:40Z,720000,False,,,0,,T. Murphy III charge offensive FOUL (1 PF),"[1630530, 203110]",1610612740.0,NOP,charge,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,200833.0,1.0,0.0,Green,203110.0
78,PT07M28.00S,2025-11-17T00:23:21.8Z,1,REGULAR,turnover,offensive foul,[],1630530,,,1610612740,9,14,2025-11-17T00:23:21Z,735000,False,,,0,,T. Murphy III offensive foul TURNOVER (2 TO),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2.0,,,200833.0,,,,
76,PT07M28.00S,2025-11-17T00:24:00.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,9,14,2025-11-17T00:23:21Z,740000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT07M28.00S,2025-11-17T00:25:54.7Z,1,REGULAR,substitution,out,[],1642852,,,1610612744,9,14,2025-11-17T00:26:28Z,760000,False,,,0,,SUB out: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT07M28.00S,2025-11-17T00:25:54.7Z,1,REGULAR,substitution,in,[],1642274,,,1610612744,9,14,2025-11-17T00:26:28Z,770000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT07M12.00S,2025-11-17T00:27:04.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630541,73.66951379763469,83.33333333333334,1610612744,9,17,2025-11-17T00:27:10Z,780000,False,167.0,195.0,1,right,M. Moody 25' 3PT  (9 PTS) (J. Butler III 2 AST),"[1630541, 202710]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,25.65,Made,9.0,,,,,,,J. Butler III,202710.0,2.0,,,,,,,,
83,PT06M53.00S,2025-11-17T00:27:24.8Z,1,REGULAR,3pt,Jump Shot,[],1630631,26.757555847568987,17.401960784313726,1610612740,9,17,2025-11-17T00:27:28Z,800000,False,163.0,199.0,1,left,MISS J. Alvarado 25' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,25.72,Missed,,,,,,,,,,,,,,,,,,
84,PT06M50.00S,2025-11-17T00:27:27.1Z,1,REGULAR,rebound,defensive,[],1630541,,,1610612744,9,17,2025-11-17T00:27:27Z,810000,False,,,0,,M. Moody REBOUND (Off:0 Def:2),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,,,,,,83.0,2.0,2.0,0.0,,,,,,,,,,,
85,PT06M45.00S,2025-11-17T00:27:31.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630541,72.48685939553219,16.176470588235293,1610612744,9,20,2025-11-17T00:27:36Z,820000,False,-169.0,206.0,1,right,M. Moody 26' 3PT running (12 PTS) (W. Richard 1 AST),"[1630541, 1642954]",1610612744.0,GSW,running,,,Moody,M. Moody,,,,,Above the Break 3,24+ Left Center,26.66,Made,12.0,,,,,,,W. Richard,1642954.0,1.0,,,,,,,,
87,PT06M21.00S,2025-11-17T00:28:01.3Z,1,REGULAR,turnover,lost ball,[],1630530,,,1610612740,9,20,2025-11-17T00:28:22Z,840000,False,,,0,,T. Murphy III lost ball TURNOVER (3 TO),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,3.0,,,,,,,
