actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
17,PT10M34.00S,2025-11-27T01:12:20.0Z,1,REGULAR,foul,personal,['1freethrow'],1642377,,,1610612740,4,3,2025-11-27T01:12:27Z,170000,False,,,0,,J. Wells shooting personal FOUL (1 PF) (Fears 1 FT),"[1642377, 1642847]",1610612763.0,MEM,shooting,,,Wells,J. Wells,,,,,Restricted Area,0-8 Center,,,,,,,202026.0,,,,,,1.0,0.0,Fears,1642847.0,,,,
19,PT10M34.00S,2025-11-27T01:12:51.3Z,1,REGULAR,freethrow,1 of 1,[],1642847,,,1610612740,5,3,2025-11-27T01:12:51Z,190000,False,,,0,,J. Fears Free Throw 1 of 1 (3 PTS),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
20,PT10M20.00S,2025-11-27T01:13:06.5Z,1,REGULAR,3pt,Jump Shot,[],1631246,24.26084099868594,15.196078431372548,1610612763,5,3,2025-11-27T01:13:13Z,200000,False,174.0,176.0,1,left,MISS V. Williams Jr. 24' 3PT,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Right Center,24.72,Missed,,,,,,,,,,,,,,,,,,
21,PT10M17.00S,2025-11-27T01:13:09.5Z,1,REGULAR,rebound,offensive,[],1641744,,,1610612763,5,3,2025-11-27T01:13:13Z,210000,False,,,0,,Z. Edey REBOUND (Off:1 Def:0),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Above the Break 3,24+ Right Center,,,20.0,1.0,0.0,1.0,,,,,,,,,,,,,,
22,PT10M15.00S,2025-11-27T01:13:11.5Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1641744,14.536793692509855,49.26470588235294,1610612763,5,3,2025-11-27T01:13:25Z,220000,False,4.0,84.0,1,left,MISS Z. Edey 8' turnaround Hook,[1641744],1610612763.0,MEM,turnaround,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),8-16 Center,8.42,Missed,,,,,,,,,,,,,,,,,,
23,PT10M15.00S,2025-11-27T01:13:11.5Z,1,REGULAR,rebound,offensive,[],1641744,,,1610612763,5,3,2025-11-27T01:13:25Z,230000,False,,,0,,Z. Edey REBOUND (Off:2 Def:0),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),8-16 Center,,,22.0,2.0,0.0,2.0,,,,,,,,,,,,,,
24,PT10M14.00S,2025-11-27T01:13:19.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1641744,5.590000152587891,50.0,1610612763,5,5,2025-11-27T01:15:06Z,240000,False,0.0,0.0,1,left,Z. Edey putback Layup (2 PTS),[1641744],1610612763.0,MEM,putback,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,2.0,,,,,,,,,,,
25,PT10M03.00S,2025-11-27T01:13:31.2Z,1,REGULAR,foul,personal,[],1642377,,,1610612740,5,5,2025-11-27T01:13:37Z,250000,False,,,0,,J. Wells personal FOUL (2 PF),"[1642377, 1630530]",1610612763.0,MEM,,,,Wells,J. Wells,,,,,Restricted Area,0-8 Center,,,,,,,204058.0,,,,,,2.0,0.0,Murphy III,1630530.0,,,,
27,PT09M53.00S,2025-11-27T01:13:59.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,91.67214191852825,52.20588235294118,1610612740,5,5,2025-11-27T01:22:52Z,270000,False,11.0,26.0,1,right,MISS Z. Williamson driving Layup - blocked,"[1629627, 1641744]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.8,Missed,,,,,,,,,,,,,,,Edey,1641744.0,,
28,PT09M53.00S,2025-11-27T01:13:59.6Z,1,REGULAR,block,,[],1641744,,,1610612740,5,5,2025-11-27T01:14:58Z,280000,False,,,0,,Z. Edey BLOCK (1 BLK),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
29,PT09M53.00S,2025-11-27T01:13:59.6Z,1,REGULAR,rebound,defensive,[],1631246,,,1610612763,5,5,2025-11-27T01:22:52Z,290000,False,,,0,,V. Williams Jr. REBOUND (Off:0 Def:1),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Restricted Area,0-8 Center,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,
34,PT09M37.00S,2025-11-27T01:14:35.0Z,1,REGULAR,turnover,bad pass,[],1631246,,,1610612763,5,5,2025-11-27T01:14:40Z,340000,False,,,0,,V. Williams Jr. bad pass TURNOVER (1 TO),"[1631246, 1642852]",1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,1.0,,,,,,,,,,,Queen,1642852.0
35,PT09M37.00S,2025-11-27T01:14:35.0Z,1,REGULAR,steal,,[],1642852,,,1610612740,5,5,2025-11-27T01:14:37Z,350000,False,,,0,,D. Queen STEAL (1 STL),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
36,PT09M31.00S,2025-11-27T01:14:41.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630530,93.51182654402102,51.225490196078425,1610612740,7,5,2025-11-27T01:14:54Z,360000,False,6.0,8.0,1,right,T. Murphy III running alley-oop DUNK (2 PTS) (D. Queen 1 AST),"[1630530, 1642852]",1610612740.0,NOP,running alley-oop,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,1.05,Made,,,,,,,2.0,D. Queen,1642852.0,1.0,,,,,,,,
38,PT09M20.00S,2025-11-27T01:14:51.5Z,1,REGULAR,3pt,Jump Shot,[],1628991,4.155716162943495,98.0392156862745,1610612763,7,8,2025-11-27T01:15:01Z,380000,False,-240.0,-13.0,1,left,J. Jackson Jr. 24' 3PT  (6 PTS) (V. Williams Jr. 2 AST),"[1628991, 1631246]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Left Corner 3,24+ Left,24.06,Made,,,,,,,6.0,V. Williams Jr.,1631246.0,2.0,,,,,,,,
40,PT09M05.00S,2025-11-27T01:15:08.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,85.10183968462549,41.42156862745098,1610612740,7,8,2025-11-27T01:15:13Z,400000,False,-43.0,88.0,1,right,MISS S. Bey 9' fadeaway Shot,[1630180],1610612740.0,NOP,fadeaway,,,Bey,S. Bey,,,,,In The Paint (Non-RA),8-16 Center,9.75,Missed,,,,,,,,,,,,,,,,,,
41,PT09M02.00S,2025-11-27T01:15:11.0Z,1,REGULAR,rebound,defensive,[],1642377,,,1610612763,7,8,2025-11-27T01:15:13Z,410000,False,,,0,,J. Wells REBOUND (Off:0 Def:1),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,In The Paint (Non-RA),8-16 Center,,,40.0,1.0,1.0,0.0,,,,,,,,,,,,,,
56,PT09M01.00S,2025-11-27T01:15:21.6Z,1,REGULAR,turnover,out-of-bounds,[],1642377,,,1610612763,7,8,2025-11-27T01:17:21Z,420000,False,,,0,,J. Wells bad pass out-of-bounds TURNOVER (1 TO),[1642377],1610612763.0,MEM,bad pass,,,Wells,J. Wells,,,,,Above the Break 3,24+ Center,,,,,,,204058.0,1.0,,,,,,,,,,,,
162,PT08M50.00S,2025-11-27T01:15:32.0Z,1,REGULAR,turnover,lost ball,[],1629627,,,1610612740,7,8,2025-11-27T01:33:48Z,440000,False,,,0,,Z. Williamson lost ball TURNOVER (1 TO),"[1629627, 1628991]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,,,,,,,,,,,Jackson Jr.,1628991.0
163,PT08M50.00S,2025-11-27T01:15:32.0Z,1,REGULAR,steal,,[],1628991,,,1610612763,7,8,2025-11-27T01:33:48Z,450000,False,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
46,PT08M44.00S,2025-11-27T01:15:42.5Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1642377,22.026938239159,9.068627450980392,1610612763,7,11,2025-11-27T01:34:19Z,460000,False,205.0,155.0,1,left,J. Wells 25' 3PT running (3 PTS) (V. Williams Jr. 3 AST),"[1642377, 1631246]",1610612763.0,MEM,running,,,Wells,J. Wells,,,,,Above the Break 3,24+ Right Center,25.65,Made,,,,,,,3.0,V. Williams Jr.,1631246.0,3.0,,,,,,,,
48,PT08M26.00S,2025-11-27T01:15:56.4Z,1,REGULAR,2pt,Jump Shot,[],1642852,79.71419185282524,70.09803921568627,1610612740,9,11,2025-11-27T01:29:55Z,480000,False,100.0,138.0,1,right,D. Queen 17' pullup Jump Shot (2 PTS) (J. Fears 1 AST),"[1642852, 1642847]",1610612740.0,NOP,pullup,,,Queen,D. Queen,,,,,Mid-Range,16-24 Right Center,17.09,Made,,,,,,,2.0,J. Fears,1642847.0,1.0,,,,,,,,
50,PT08M16.00S,2025-11-27T01:16:06.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641744,5.469776609724048,50.0,1610612763,9,13,2025-11-27T01:16:14Z,500000,False,0.0,-1.0,1,left,Z. Edey alley-oop DUNK (4 PTS) (V. Williams Jr. 4 AST),"[1641744, 1631246]",1610612763.0,MEM,alley-oop,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,0.11,Made,,,,,,,4.0,V. Williams Jr.,1631246.0,4.0,,,,,,,,
52,PT08M04.00S,2025-11-27T01:16:18.6Z,1,REGULAR,2pt,Jump Shot,[],1642852,73.53810775295663,47.794117647058826,1610612740,9,13,2025-11-27T01:17:40Z,520000,False,-11.0,196.0,1,right,MISS D. Queen 19' pullup Shot,[1642852],1610612740.0,NOP,pullup,,,Queen,D. Queen,,,,,Mid-Range,16-24 Center,19.65,Missed,,,,,,,,,,,,,,,,,,
53,PT07M59.00S,2025-11-27T01:16:23.0Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,9,13,2025-11-27T01:16:23Z,530000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,16-24 Center,,,52.0,1.0,1.0,0.0,,,,,,,,,,,,,,
54,PT07M52.00S,2025-11-27T01:16:30.6Z,1,REGULAR,3pt,Jump Shot,[],1628991,25.837713534822605,21.07843137254902,1610612763,9,16,2025-11-27T01:31:34Z,540000,False,145.0,190.0,1,left,J. Jackson Jr. 3PT pullup (9 PTS),[1628991],1610612763.0,MEM,pullup,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,23.91,Made,,,,,,,9.0,,,,,,,,,,,
55,PT07M52.00S,2025-11-27T01:16:39.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,9,16,2025-11-27T01:16:39Z,550000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M52.00S,2025-11-27T01:18:56.1Z,1,REGULAR,substitution,out,[],1629627,,,1610612740,9,16,2025-11-27T01:19:12Z,560000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M52.00S,2025-11-27T01:18:56.1Z,1,REGULAR,substitution,out,[],1628991,,,1610612740,9,16,2025-11-27T01:19:12Z,570000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M52.00S,2025-11-27T01:18:56.1Z,1,REGULAR,substitution,in,[],1642877,,,1610612740,9,16,2025-11-27T01:19:12Z,580000,False,,,0,,SUB in: M. Peavy,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M52.00S,2025-11-27T01:18:56.1Z,1,REGULAR,substitution,in,[],1630583,,,1610612740,9,16,2025-11-27T01:19:12Z,590000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M38.00S,2025-11-27T01:19:40.1Z,1,REGULAR,3pt,Jump Shot,[],1642877,72.22404730617609,17.401960784313726,1610612740,9,16,2025-11-27T01:19:46Z,600000,False,-163.0,209.0,1,right,MISS M. Peavy 26' 3PT,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,Above the Break 3,24+ Left Center,26.47,Missed,,,,,,,,,,,,,,,,,,
62,PT07M34.00S,2025-11-27T01:19:44.1Z,1,REGULAR,rebound,defensive,[],1641744,,,1610612763,9,16,2025-11-27T01:19:46Z,610000,False,,,0,,Z. Edey REBOUND (Off:2 Def:1),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Above the Break 3,24+ Left Center,,,61.0,3.0,1.0,2.0,,,,,,,,,,,,,,
63,PT07M23.00S,2025-11-27T01:19:54.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642907,19.793035479632064,47.30392156862745,1610612763,9,18,2025-11-27T01:19:59Z,620000,False,13.0,134.0,1,left,C. Coward 13' pullup Jump Shot (2 PTS) (V. Williams Jr. 5 AST),"[1642907, 1631246]",1610612763.0,MEM,pullup,,,Coward,C. Coward,,,,,In The Paint (Non-RA),8-16 Center,13.43,Made,,,,,,,2.0,V. Williams Jr.,1631246.0,5.0,,,,,,,,
64,PT07M05.00S,2025-11-27T01:20:12.8Z,1,REGULAR,3pt,Jump Shot,[],1630180,70.64717477003943,16.176470588235293,1610612740,9,18,2025-11-27T01:20:19Z,630000,False,-169.0,223.0,1,right,MISS S. Bey 28' pullup 3PT,[1630180],1610612740.0,NOP,pullup,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,28.02,Missed,,,,,,,,,,,,,,,,,,
65,PT07M02.00S,2025-11-27T01:20:15.8Z,1,REGULAR,rebound,offensive,[],1642847,,,1610612740,9,18,2025-11-27T01:20:19Z,640000,False,,,0,,J. Fears REBOUND (Off:1 Def:0),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Above the Break 3,24+ Left Center,,,64.0,1.0,0.0,1.0,,,,,,,,,,,,,,
66,PT06M58.00S,2025-11-27T01:20:20.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642847,87.20433639947439,45.588235294117645,1610612740,9,18,2025-11-27T01:37:01Z,650000,False,-22.0,68.0,1,right,MISS J. Fears 7' driving Layup,[1642847],1610612740.0,NOP,driving,,,Fears,J. Fears,,,,,In The Paint (Non-RA),0-8 Center,7.13,Missed,,,,,,,,,,,,,,,,,,
67,PT06M54.00S,2025-11-27T01:20:24.3Z,1,REGULAR,rebound,defensive,[],1642377,,,1610612763,9,18,2025-11-27T01:21:15Z,660000,False,,,0,,J. Wells REBOUND (Off:0 Def:2),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,In The Paint (Non-RA),0-8 Center,,,66.0,2.0,2.0,0.0,,,,,,,,,,,,,,
68,PT06M49.00S,2025-11-27T01:20:29.3Z,1,REGULAR,2pt,Jump Shot,[],1642377,27.283180026281208,40.19607843137255,1610612763,9,18,2025-11-27T01:21:18Z,670000,False,49.0,204.0,1,left,MISS J. Wells 20' pullup Shot,[1642377],1610612763.0,MEM,pullup,,,Wells,J. Wells,,,,,Mid-Range,16-24 Center,20.98,Missed,,,,,,,,,,,,,,,,,,
69,PT06M46.00S,2025-11-27T01:20:32.0Z,1,REGULAR,rebound,defensive,[],1642877,,,1610612740,9,18,2025-11-27T01:20:32Z,680000,False,,,0,,M. Peavy REBOUND (Off:0 Def:1),[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,Mid-Range,16-24 Center,,,68.0,1.0,1.0,0.0,,,,,,,,,,,,,,
70,PT06M43.00S,2025-11-27T01:20:35.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630530,93.24901445466492,52.69607843137255,1610612740,9,18,2025-11-27T01:39:16Z,690000,False,13.0,11.0,1,right,MISS T. Murphy III running Layup,[1630530],1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,1.74,Missed,,,,,,,,,,,,,,,,,,
72,PT06M42.00S,2025-11-27T01:20:36.0Z,1,REGULAR,rebound,defensive,[],1641744,,,1610612763,9,18,2025-11-27T01:21:23Z,710000,False,,,0,,Z. Edey REBOUND (Off:2 Def:2),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,,,70.0,4.0,2.0,2.0,,,,,,,,,,,,,,
73,PT06M42.00S,2025-11-27T01:20:41.1Z,1,REGULAR,turnover,traveling,[],1642907,,,1610612763,9,18,2025-11-27T01:22:21Z,720000,False,,,0,,C. Coward traveling TURNOVER (1 TO),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Above the Break 3,24+ Center,,,,,,,202026.0,1.0,,,,,,,,,,,,
74,PT06M42.00S,2025-11-27T01:20:44.4Z,1,REGULAR,substitution,out,[],1631246,,,1610612740,9,18,2025-11-27T01:21:01Z,730000,False,,,0,,SUB out: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M42.00S,2025-11-27T01:20:44.4Z,1,REGULAR,substitution,out,[],1641744,,,1610612740,9,18,2025-11-27T01:21:01Z,740000,False,,,0,,SUB out: Z. Edey,[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M42.00S,2025-11-27T01:20:44.4Z,1,REGULAR,substitution,out,[],1642907,,,1610612740,9,18,2025-11-27T01:21:01Z,750000,False,,,0,,SUB out: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M42.00S,2025-11-27T01:20:44.4Z,1,REGULAR,substitution,in,[],1642285,,,1610612740,9,18,2025-11-27T01:21:01Z,760000,False,,,0,,SUB in: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M42.00S,2025-11-27T01:20:44.4Z,1,REGULAR,substitution,in,[],1629111,,,1610612740,9,18,2025-11-27T01:21:01Z,770000,False,,,0,,SUB in: J. Landale,[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M42.00S,2025-11-27T01:20:44.4Z,1,REGULAR,substitution,in,[],203484,,,1610612740,9,18,2025-11-27T01:21:01Z,780000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M27.00S,2025-11-27T01:21:24.3Z,1,REGULAR,substitution,out,[],1642847,,,1610612740,9,18,2025-11-27T01:23:17Z,810000,False,,,0,,SUB out: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M27.00S,2025-11-27T01:21:24.3Z,1,REGULAR,substitution,out,[],1642852,,,1610612740,9,18,2025-11-27T01:23:17Z,820000,False,,,0,,SUB out: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M27.00S,2025-11-27T01:21:24.3Z,1,REGULAR,substitution,in,[],1630631,,,1610612740,9,18,2025-11-27T01:23:17Z,830000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M27.00S,2025-11-27T01:21:24.3Z,1,REGULAR,substitution,in,[],1642274,,,1610612740,9,18,2025-11-27T01:23:17Z,840000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT06M19.00S,2025-11-27T01:21:57.4Z,1,REGULAR,foul,personal,['2freethrow'],203484,,,1610612740,9,18,2025-11-27T01:22:06Z,850000,False,,,0,,K. Caldwell-Pope shooting personal FOUL (1 PF) (Bey 2 FT),"[203484, 1630180]",1610612763.0,MEM,shooting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,,,,,,,204058.0,,,,,,1.0,0.0,Bey,1630180.0,,,,
88,PT06M19.00S,2025-11-27T01:22:17.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630180,,,1610612740,10,18,2025-11-27T01:23:17Z,870000,False,,,0,,S. Bey Free Throw 1 of 2 (3 PTS),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
89,PT06M19.00S,2025-11-27T01:22:35.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630180,,,1610612740,11,18,2025-11-27T01:23:17Z,880000,False,,,0,,S. Bey Free Throw 2 of 2 (4 PTS),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
90,PT06M06.00S,2025-11-27T01:22:49.9Z,1,REGULAR,3pt,Jump Shot,[],203484,25.443495400788436,86.76470588235294,1610612763,11,18,2025-11-27T01:22:55Z,890000,False,-184.0,187.0,1,left,MISS K. Caldwell-Pope 26' 3PT,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,26.2,Missed,,,,,,,,,,,,,,,,,,
