actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
277,PT03M41.00S,2022-04-04T02:03:25.6Z,2,REGULAR,substitution,out,[],1627814,,,1610612758,31,54,2022-04-04T02:03:44Z,2720000,,,0,,SUB out: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT03M41.00S,2022-04-04T02:03:25.6Z,2,REGULAR,substitution,in,[],1627780,,,1610612758,31,54,2022-04-04T02:03:44Z,2730000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT03M41.00S,2022-04-04T02:03:25.6Z,2,REGULAR,substitution,in,[],202357,,,1610612758,31,54,2022-04-04T02:03:44Z,2740000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M41.00S,2022-04-04T02:03:59.5Z,2,REGULAR,freethrow,1 of 2,[],1630558,,,1610612758,31,54,2022-04-04T02:03:59Z,2750000,,,0,,MISS D. Mitchell Free Throw 1 of 2,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,Missed,,,,,,,,,,,,,,
281,PT03M41.00S,2022-04-04T02:03:59.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,31,54,2022-04-04T02:03:59Z,2760000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,280.0,,,,,,,,,,,,,
282,PT03M41.00S,2022-04-04T02:04:15.5Z,2,REGULAR,freethrow,2 of 2,[],1630558,,,1610612758,32,54,2022-04-04T02:04:15Z,2770000,,,0,,D. Mitchell Free Throw 2 of 2 (1 PTS),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,Made,,1.0,,,,,,,,,,,,
283,PT03M22.00S,2022-04-04T02:04:35.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627780,93.24901445466492,45.34313725490196,1610612744,32,54,2022-04-04T02:04:49Z,2780000,-23.0,11.0,1,right,MISS G. Payton II Layup,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,2.58,Missed,,,,,,,,,,,,,,
284,PT03M21.00S,2022-04-04T02:04:36.8Z,2,REGULAR,rebound,defensive,[],1627745,,,1610612758,32,54,2022-04-04T02:04:49Z,2790000,,,0,,D. Jones REBOUND (Off:0 Def:2),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,283.0,,,,,2.0,2.0,0.0,,,,,,
285,PT03M21.00S,2022-04-04T02:04:43.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627780,,,1610612758,32,54,2022-04-04T02:04:52Z,2800000,,,0,,G. Payton II personal FOUL (2 PF) (Jones 2 FT),"[1627780, 1627745]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,2003.0,2.0,0.0,Jones,1627745.0,,,,,,,,,,,,,,,,
287,PT03M21.00S,2022-04-04T02:05:13.1Z,2,REGULAR,freethrow,1 of 2,[],1627745,,,1610612758,33,54,2022-04-04T02:05:13Z,2820000,,,0,,D. Jones Free Throw 1 of 2 (5 PTS),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,Made,,5.0,,,,,,,,,,,,
288,PT03M21.00S,2022-04-04T02:05:29.2Z,2,REGULAR,freethrow,2 of 2,[],1627745,,,1610612758,34,54,2022-04-04T02:05:29Z,2830000,,,0,,D. Jones Free Throw 2 of 2 (6 PTS),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,Made,,6.0,,,,,,,,,,,,
289,PT03M11.00S,2022-04-04T02:05:49.8Z,2,REGULAR,foul,offensive,['inpenalty'],1629673,,,1610612744,34,54,2022-04-04T02:06:03Z,2840000,,,0,,J. Poole offensive FOUL (3 PF),"[1629673, 1630558]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,2003.0,3.0,0.0,Mitchell,1630558.0,,,,,,,,,,,,,,,,
291,PT03M11.00S,2022-04-04T02:05:49.8Z,2,REGULAR,turnover,offensive foul,[],1629673,,,1610612744,34,54,2022-04-04T02:05:49Z,2860000,,,0,,J. Poole offensive foul TURNOVER (2 TO),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,2003.0,,,,,,,,,,,,,,,2.0,,,,,
292,PT03M11.00S,2022-04-04T02:06:02.3Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1629673,,,1610612758,34,54,2022-04-04T02:06:17Z,2870000,,,0,,J. Poole technical FOUL (1 Tech),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,2003.0,3.0,1.0,,,,,,,,,,,,,,,,,,
293,PT03M11.00S,2022-04-04T02:06:22.6Z,2,REGULAR,freethrow,1 of 1,[],1628978,,,1610612758,35,54,2022-04-04T02:06:22Z,2880000,,,0,,D. DiVincenzo technical Free Throw 1 of 1 (3 PTS),[1628978],1610612758.0,SAC,technical,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,Made,,3.0,,,,,,,,,,,,
294,PT03M11.00S,2022-04-04T02:06:24.1Z,2,REGULAR,substitution,out,[],1629673,,,1610612758,35,54,2022-04-04T02:06:35Z,2890000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT03M11.00S,2022-04-04T02:06:24.1Z,2,REGULAR,substitution,in,[],1629308,,,1610612758,35,54,2022-04-04T02:06:35Z,2900000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT02M50.00S,2022-04-04T02:06:58.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203084,29.911300919842315,26.47058823529412,1610612758,35,54,2022-04-04T02:07:04Z,2910000,118.0,229.0,1,left,MISS H. Barnes 25' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,25.72,Missed,,,,,,,,,,,,,,
297,PT02M45.00S,2022-04-04T02:07:03.6Z,2,REGULAR,rebound,defensive,[],1629308,,,1610612744,35,54,2022-04-04T02:07:04Z,2920000,,,0,,J. Toscano-Anderson REBOUND (Off:0 Def:2),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,296.0,,,,,2.0,2.0,0.0,,,,,,
298,PT02M38.00S,2022-04-04T02:07:11.3Z,2,REGULAR,3pt,Jump Shot,[],202357,72.7496714848883,16.911764705882355,1610612744,35,54,2022-04-04T02:07:19Z,2930000,-165.0,204.0,1,right,MISS N. Bjelica 26' 3PT,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,26.24,Missed,,,,,,,,,,,,,,
299,PT02M31.00S,2022-04-04T02:07:18.3Z,2,REGULAR,rebound,defensive,[],203200,,,1610612758,35,54,2022-04-04T02:07:19Z,2940000,,,0,,J. Holiday REBOUND (Off:0 Def:1),[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,,,,,298.0,,,,,1.0,1.0,0.0,,,,,,
300,PT02M26.00S,2022-04-04T02:07:22.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628978,4.5499342969776615,36.27450980392157,1610612758,35,54,2022-04-04T02:09:26Z,2950000,69.0,-10.0,1,left,MISS D. DiVincenzo 6' floating Shot,[1628978],1610612758.0,SAC,floating,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,6.93,Missed,,,,,,,,,,,,,,
301,PT02M23.00S,2022-04-04T02:07:25.1Z,2,REGULAR,rebound,offensive,[],203084,,,1610612758,35,54,2022-04-04T02:09:26Z,2960000,,,0,,H. Barnes REBOUND (Off:2 Def:4),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,300.0,,,,,6.0,4.0,2.0,,,,,,
310,PT02M23.00S,2022-04-04T02:07:25.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203084,5.519053876478318,49.5327818627451,1610612758,35,54,2022-04-04T02:09:26Z,2965000,2.0,-1.0,1,left,MISS H. Barnes tip Layup,[203084],1610612758.0,SAC,tip,,,Barnes,H. Barnes,,,,,,,,,,0.24,Missed,,,,,,,,,,,,,,
311,PT02M22.00S,2022-04-04T02:07:26.5Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,35,54,2022-04-04T02:08:37Z,2967500,,,0,,D. Green REBOUND (Off:1 Def:4),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,310.0,,,,,5.0,4.0,1.0,,,,,,
302,PT02M20.00S,2022-04-04T02:07:29.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203952,93.24901445466492,56.86274509803921,1610612744,35,54,2022-04-04T02:07:37Z,2970000,34.0,11.0,1,right,MISS A. Wiggins Layup,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,3.6,Missed,,,,,,,,,,,,,,
303,PT02M20.00S,2022-04-04T02:07:29.0Z,2,REGULAR,rebound,offensive,[],202357,,,1610612744,35,54,2022-04-04T02:07:37Z,2980000,,,0,,N. Bjelica REBOUND (Off:1 Def:7),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,302.0,,,,,8.0,7.0,1.0,,,,,,
304,PT02M15.00S,2022-04-04T02:07:33.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202357,94.40999984741211,50.0,1610612744,35,54,2022-04-04T02:07:33Z,2990000,0.0,0.0,1,right,MISS N. Bjelica tip Layup,[202357],1610612744.0,GSW,tip,,,Bjelica,N. Bjelica,,,,,,,,,,0.0,Missed,,,,,,,,,,,,,,
305,PT02M14.00S,2022-04-04T02:07:34.2Z,2,REGULAR,rebound,defensive,[],203200,,,1610612758,35,54,2022-04-04T02:07:34Z,3000000,,,0,,J. Holiday REBOUND (Off:0 Def:2),[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,,,,,304.0,,,,,2.0,2.0,0.0,,,,,,
306,PT02M08.00S,2022-04-04T02:07:40.7Z,2,REGULAR,2pt,Jump Shot,[],203200,20.97568988173456,70.34313725490196,1610612758,35,54,2022-04-04T02:12:17Z,3010000,-102.0,145.0,1,left,MISS J. Holiday 17' pullup Shot,[203200],1610612758.0,SAC,pullup,,,Holiday,J. Holiday,,,,,,,,,,17.69,Missed,,,,,,,,,,,,,,
307,PT02M04.00S,2022-04-04T02:07:44.7Z,2,REGULAR,rebound,defensive,[],1627780,,,1610612744,35,54,2022-04-04T02:07:45Z,3020000,,,0,,G. Payton II REBOUND (Off:1 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,306.0,,,,,2.0,1.0,1.0,,,,,,
308,PT01M56.00S,2022-04-04T02:07:55.7Z,2,REGULAR,foul,personal,[],1630558,,,1610612744,35,54,2022-04-04T02:08:03Z,3030000,,,0,,D. Mitchell personal FOUL (1 PF),"[1630558, 203952]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,2003.0,1.0,0.0,Wiggins,203952.0,,,,,,,,,,,,,,,,
312,PT01M56.00S,2022-04-04T02:08:18.8Z,2,REGULAR,substitution,out,[],203200,,,1610612744,35,54,2022-04-04T02:08:25Z,3050000,,,0,,SUB out: J. Holiday,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT01M56.00S,2022-04-04T02:08:18.8Z,2,REGULAR,substitution,in,[],1628367,,,1610612744,35,54,2022-04-04T02:08:25Z,3060000,,,0,,SUB in: J. Jackson,[1628367],1610612758.0,SAC,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT01M50.00S,2022-04-04T02:08:38.2Z,2,REGULAR,foul,offensive,['inpenalty'],203110,,,1610612744,35,54,2022-04-04T02:09:36Z,3070000,,,0,,D. Green offensive FOUL (3 PF),"[203110, 1628367]",1610612744.0,GSW,,,,Green,D. Green,,,,,2003.0,3.0,0.0,Jackson,1628367.0,,,,,,,,,,,,,,,,
316,PT01M50.00S,2022-04-04T02:08:38.2Z,2,REGULAR,turnover,offensive foul,[],203110,,,1610612744,35,54,2022-04-04T02:08:38Z,3090000,,,0,,D. Green offensive foul TURNOVER (1 TO),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,2003.0,,,,,,,,,,,,,,,1.0,,,,,
317,PT01M50.00S,2022-04-04T02:09:20.6Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",203110,,,1610612758,35,54,2022-04-04T02:09:35Z,3100000,,,0,,D. Green technical FOUL (1 Tech),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,2003.0,3.0,1.0,,,,,,,,,,,,,,,,,,
318,PT01M50.00S,2022-04-04T02:09:36.9Z,2,REGULAR,freethrow,1 of 1,[],1628978,,,1610612758,36,54,2022-04-04T02:09:36Z,3110000,,,0,,D. DiVincenzo technical Free Throw 1 of 1 (4 PTS),[1628978],1610612758.0,SAC,technical,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,Made,,4.0,,,,,,,,,,,,
319,PT01M42.00S,2022-04-04T02:09:54.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630558,7.440867279894875,55.14705882352941,1610612758,36,54,2022-04-04T02:10:06Z,3120000,-26.0,17.0,1,left,MISS D. Mitchell driving Layup - blocked,"[1630558, 202357]",1610612758.0,SAC,driving,,,Mitchell,D. Mitchell,,,,,,,,,,3.1,Missed,,,,,,,,,,,,Bjelica,202357.0,
320,PT01M42.00S,2022-04-04T02:09:54.2Z,2,REGULAR,block,,[],202357,,,1610612758,36,54,2022-04-04T02:10:40Z,3130000,,,0,,N. Bjelica BLOCK (1 BLK),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT01M39.00S,2022-04-04T02:09:57.2Z,2,REGULAR,rebound,defensive,[],202357,,,1610612744,36,54,2022-04-04T02:10:06Z,3140000,,,0,,N. Bjelica REBOUND (Off:1 Def:8),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,319.0,,,,,9.0,8.0,1.0,,,,,,
322,PT01M39.00S,2022-04-04T02:10:00.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628367,,,1610612744,36,54,2022-04-04T02:10:14Z,3150000,,,0,,J. Jackson shooting personal FOUL (3 PF) (Wiggins 2 FT),"[1628367, 203952]",1610612758.0,SAC,shooting,,,Jackson,J. Jackson,,,,,2003.0,3.0,0.0,Wiggins,203952.0,,,,,,,,,,,,,,,,
324,PT01M39.00S,2022-04-04T02:10:33.5Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203952,,,1610612744,36,55,2022-04-04T02:10:33Z,3170000,,,0,,A. Wiggins Free Throw 1 of 2 (12 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,Made,,12.0,,,,,,,,,,,,
325,PT01M39.00S,2022-04-04T02:10:43.3Z,2,REGULAR,substitution,out,[],203110,,,1610612744,36,55,2022-04-04T02:10:50Z,3180000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT01M39.00S,2022-04-04T02:10:43.3Z,2,REGULAR,substitution,in,[],1630228,,,1610612744,36,55,2022-04-04T02:10:50Z,3190000,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT01M39.00S,2022-04-04T02:11:03.1Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203952,,,1610612744,36,56,2022-04-04T02:11:03Z,3200000,,,0,,A. Wiggins Free Throw 2 of 2 (13 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,Made,,13.0,,,,,,,,,,,,
328,PT01M28.00S,2022-04-04T02:11:15.5Z,2,REGULAR,turnover,bad pass,[],1628978,,,1610612758,36,56,2022-04-04T02:11:20Z,3210000,,,0,,D. DiVincenzo bad pass TURNOVER (2 TO),"[1628978, 1630228]",1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,2.0,Kuminga,1630228.0,,,
329,PT01M28.00S,2022-04-04T02:11:15.5Z,2,REGULAR,steal,,[],1630228,,,1610612744,36,56,2022-04-04T02:11:17Z,3220000,,,0,,J. Kuminga STEAL (1 STL),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT01M13.00S,2022-04-04T02:11:31.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203952,93.51182654402102,52.69607843137255,1610612744,36,58,2022-04-04T02:11:37Z,3230000,13.0,8.0,1,right,A. Wiggins driving Layup (15 PTS),[203952],1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,,,,,,1.6,Made,,15.0,,,,,,,,,,,,
331,PT00M55.90S,2022-04-04T02:11:49.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628367,7.440867279894875,43.13725490196079,1610612758,38,58,2022-04-04T02:11:53Z,3240000,34.0,17.0,1,left,J. Jackson driving Layup (5 PTS),[1628367],1610612758.0,SAC,driving,,,Jackson,J. Jackson,,,,,,,,,,3.85,Made,,5.0,,,,,,,,,,,,
332,PT00M37.90S,2022-04-04T02:12:09.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627745,,,1610612744,38,58,2022-04-04T02:12:28Z,3250000,,,0,,D. Jones shooting personal FOUL (1 PF) (Bjelica 2 FT),"[1627745, 202357]",1610612758.0,SAC,shooting,,,Jones,D. Jones,,,,,1628172.0,1.0,1.0,Bjelica,202357.0,,,,,,,,,,,,,,,,
334,PT00M37.90S,2022-04-04T02:12:36.3Z,2,REGULAR,freethrow,1 of 2,[],202357,,,1610612744,38,59,2022-04-04T02:12:36Z,3270000,,,0,,N. Bjelica Free Throw 1 of 2 (11 PTS),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,Made,,11.0,,,,,,,,,,,,
335,PT00M37.90S,2022-04-04T02:12:51.8Z,2,REGULAR,freethrow,2 of 2,[],202357,,,1610612744,38,60,2022-04-04T02:12:51Z,3280000,,,0,,N. Bjelica Free Throw 2 of 2 (12 PTS),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,Made,,12.0,,,,,,,,,,,,
336,PT00M31.80S,2022-04-04T02:12:59.0Z,2,REGULAR,3pt,Jump Shot,[],203084,6.1268068331143235,95.83333333333334,1610612758,38,60,2022-04-04T02:13:04Z,3290000,-229.0,5.0,1,left,MISS H. Barnes 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,22.93,Missed,,,,,,,,,,,,,,
337,PT00M29.10S,2022-04-04T02:13:01.7Z,2,REGULAR,rebound,offensive,[],1627745,,,1610612758,38,60,2022-04-04T02:13:04Z,3300000,,,0,,D. Jones REBOUND (Off:1 Def:2),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,336.0,,,,,3.0,2.0,1.0,,,,,,
338,PT00M29.10S,2022-04-04T02:13:03.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627745,6.652431011826544,51.9607843137255,1610612758,40,60,2022-04-04T02:16:36Z,3310000,-10.0,10.0,1,left,D. Jones putback Layup (8 PTS),[1627745],1610612758.0,SAC,putback,,,Jones,D. Jones,,,,,,,,,,1.4,Made,,8.0,,,,,,,,,,,,
339,PT00M10.60S,2022-04-04T02:13:24.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630228,92.72339027595268,50.0,1610612744,40,62,2022-04-04T02:13:34Z,3320000,0.0,16.0,1,right,J. Kuminga driving reverse DUNK (12 PTS) (A. Wiggins 5 AST),"[1630228, 203952]",1610612744.0,GSW,driving reverse,,,Kuminga,J. Kuminga,,,,,,,,,,1.59,Made,,12.0,A. Wiggins,203952.0,5.0,,,,,,,,,
341,PT00M03.30S,2022-04-04T02:13:34.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,7.30946123521682,44.85294117647059,1610612758,42,62,2022-04-04T02:13:38Z,3340000,26.0,16.0,1,left,D. Mitchell driving Layup (3 PTS),[1630558],1610612758.0,SAC,driving,,,Mitchell,D. Mitchell,,,,,,,,,,3.04,Made,,3.0,,,,,,,,,,,,
342,PT00M00.00S,2022-04-04T02:13:42.0Z,2,REGULAR,3pt,Jump Shot,[],1630228,74.45795006570303,14.215686274509803,1610612744,42,62,2022-04-04T02:18:26Z,3350000,-179.0,188.0,1,right,MISS J. Kuminga 25' running pullup 3PT,[1630228],1610612744.0,GSW,running pullup,,,Kuminga,J. Kuminga,,,,,,,,,,25.92,Missed,,,,,,,,,,,,,,
343,PT00M00.00S,2022-04-04T02:13:42.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,42,62,2022-04-04T02:13:48Z,3360000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,342.0,,,,,,,,,,,,,
344,PT00M00.00S,2022-04-04T02:13:46.8Z,2,REGULAR,period,end,[],0,,,1610612744,42,62,2022-04-04T02:13:46Z,3370000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2022-04-04T02:28:00.6Z,3,REGULAR,substitution,out,['startperiod'],1628978,,,1610612744,42,62,2022-04-04T02:29:22Z,3380000,,,0,,SUB out: D. DiVincenzo,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2022-04-04T02:28:00.6Z,3,REGULAR,substitution,out,['startperiod'],1628367,,,1610612744,42,62,2022-04-04T02:29:22Z,3390000,,,0,,SUB out: J. Jackson,[1628367],1610612758.0,SAC,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2022-04-04T02:28:00.6Z,3,REGULAR,substitution,out,['startperiod'],202357,,,1610612744,42,62,2022-04-04T02:29:22Z,3400000,,,0,,SUB out: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2022-04-04T02:28:00.6Z,3,REGULAR,substitution,out,['startperiod'],1629308,,,1610612744,42,62,2022-04-04T02:29:22Z,3410000,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2022-04-04T02:28:00.6Z,3,REGULAR,substitution,out,['startperiod'],1630228,,,1610612744,42,62,2022-04-04T02:29:22Z,3420000,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2022-04-04T02:28:00.6Z,3,REGULAR,substitution,in,['startperiod'],203200,,,1610612744,42,62,2022-04-04T02:29:22Z,3430000,,,0,,SUB in: J. Holiday,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2022-04-04T02:28:00.6Z,3,REGULAR,substitution,in,['startperiod'],1626168,,,1610612744,42,62,2022-04-04T02:29:22Z,3440000,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2022-04-04T02:28:00.6Z,3,REGULAR,substitution,in,['startperiod'],1629673,,,1610612744,42,62,2022-04-04T02:29:22Z,3450000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2022-04-04T02:28:00.6Z,3,REGULAR,substitution,in,['startperiod'],1626172,,,1610612744,42,62,2022-04-04T02:29:22Z,3460000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2022-04-04T02:28:00.6Z,3,REGULAR,substitution,in,['startperiod'],203110,,,1610612744,42,62,2022-04-04T02:29:22Z,3470000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2022-04-04T02:29:21.8Z,3,REGULAR,period,start,[],0,,,1610612744,42,62,2022-04-04T02:29:22Z,3480000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT11M44.00S,2022-04-04T02:29:24.8Z,3,REGULAR,3pt,Jump Shot,[],1629673,25.443495400788436,15.441176470588236,1610612744,42,65,2022-04-04T02:29:35Z,3490000,173.0,187.0,1,left,J. Poole 25' 3PT  (13 PTS) (D. Green 1 AST),"[1629673, 203110]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,25.44,Made,,13.0,D. Green,203110.0,1.0,,,,,,,,,
357,PT11M28.00S,2022-04-04T02:29:41.6Z,3,REGULAR,turnover,bad pass,[],1630558,,,1610612758,42,65,2022-04-04T02:29:45Z,3500000,,,0,,D. Mitchell bad pass TURNOVER (1 TO),"[1630558, 1627780]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,1.0,Payton II,1627780.0,,,
358,PT11M28.00S,2022-04-04T02:29:41.6Z,3,REGULAR,steal,,[],1627780,,,1610612744,42,65,2022-04-04T02:29:43Z,3510000,,,0,,G. Payton II STEAL (2 STL),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT11M21.00S,2022-04-04T02:29:48.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629673,28.728646517739815,24.264705882352942,1610612744,42,68,2022-04-04T02:29:55Z,3520000,129.0,218.0,1,left,J. Poole 25' 3PT  (16 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,25.27,Made,,16.0,,,,,,,,,,,,
361,PT11M19.00S,2022-04-04T02:29:58.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,42,68,2022-04-04T02:29:58Z,3540000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
