actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
23,PT10M30.00S,2022-01-13T03:13:19.5Z,1,REGULAR,substitution,in,[],1626169,,,1610612758,3,2,2022-01-13T03:13:24Z,230000,,,0,,SUB in: S. Johnson,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
24,PT10M30.00S,2022-01-13T03:13:36.2Z,1,REGULAR,freethrow,2 of 2,[],1629002,,,1610612758,4,2,2022-01-13T03:13:36Z,240000,,,0,,C. Metu Free Throw 2 of 2 (2 PTS),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,Made,,,,,,,,,,2.0,,,,,,,,,
25,PT10M15.00S,2022-01-13T03:13:52.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],2544,93.24901445466492,51.225490196078425,1610612747,4,4,2022-01-13T03:13:59Z,250000,6.0,11.0,1,right,L. James cutting DUNK (4 PTS) (M. Monk 1 AST),"[2544, 1628370]",1610612747.0,LAL,cutting,,,James,L. James,,,,,1.26,Made,,,,,,,,,,4.0,M. Monk,1628370.0,1.0,,,,,,
38,PT10M14.00S,2022-01-13T03:14:04.5Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612758,4,4,2022-01-13T03:15:11Z,270000,,,0,,TEAM delay-of-game VIOLATION,[],1610612747.0,LAL,,,,,,,,,,,,,,,,1204.0,,,,,,,,,,,,,,
28,PT10M03.00S,2022-01-13T03:14:16.3Z,1,REGULAR,3pt,Jump Shot,[],203084,31.750985545335087,53.92156862745098,1610612758,4,4,2022-01-13T03:14:32Z,280000,-20.0,246.0,1,left,MISS H. Barnes 24' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,24.68,Missed,,,,,,,,,,,,,,,,,,,
29,PT10M00.00S,2022-01-13T03:14:19.9Z,1,REGULAR,rebound,defensive,[],1628370,,,1610612747,4,4,2022-01-13T03:14:19Z,290000,,,0,,M. Monk REBOUND (Off:0 Def:1),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
30,PT09M54.00S,2022-01-13T03:14:25.5Z,1,REGULAR,3pt,Jump Shot,[],202340,79.84559789750328,92.15686274509804,1610612747,4,4,2022-01-13T03:14:35Z,300000,211.0,137.0,1,right,MISS A. Bradley 25' 3PT,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,25.14,Missed,,,,,,,,,,,,,,,,,,,
31,PT09M50.00S,2022-01-13T03:14:29.5Z,1,REGULAR,rebound,offensive,[],201566,,,1610612747,4,4,2022-01-13T03:18:25Z,310000,,,0,,R. Westbrook REBOUND (Off:1 Def:0),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,30.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
32,PT09M47.00S,2022-01-13T03:14:32.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628370,67.36202365308804,50.245098039215684,1610612747,4,7,2022-01-13T03:15:47Z,320000,1.0,254.0,1,right,M. Monk 25' 3PT  (3 PTS) (R. Westbrook 1 AST),"[1628370, 201566]",1610612747.0,LAL,,,,Monk,M. Monk,,,,,25.43,Made,,,,,,,,,,3.0,R. Westbrook,201566.0,1.0,,,,,,
33,PT09M37.00S,2022-01-13T03:14:42.3Z,1,REGULAR,3pt,Jump Shot,[],1629002,20.318659658344284,6.372549019607843,1610612758,4,7,2022-01-13T03:15:26Z,330000,218.0,138.0,1,left,MISS C. Metu 25' 3PT,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,25.84,Missed,,,,,,,,,,,,,,,,,,,
34,PT09M36.00S,2022-01-13T03:14:45.6Z,1,REGULAR,rebound,offensive,[],203084,,,1610612758,4,7,2022-01-13T03:14:45Z,340000,,,0,,H. Barnes REBOUND (Off:1 Def:0),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,33.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
35,PT09M36.00S,2022-01-13T03:14:48.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203084,5.995400788436268,53.18627450980392,1610612758,6,7,2022-01-13T03:19:55Z,350000,-16.0,4.0,1,left,H. Barnes putback Layup (2 PTS),[203084],1610612758.0,SAC,putback,,,Barnes,H. Barnes,,,,,1.64,Made,,,,,,,,,,2.0,,,,,,,,,
36,PT09M36.00S,2022-01-13T03:14:52.1Z,1,REGULAR,foul,personal,['1freethrow'],1628370,,,1610612758,6,7,2022-01-13T03:15:00Z,360000,,,0,,M. Monk shooting personal FOUL (1 PF) (Barnes 1 FT),"[1628370, 203084]",1610612747.0,LAL,shooting,,,Monk,M. Monk,,,,,,,,,,,2882.0,1.0,0.0,Barnes,203084.0,,,,,,,,,,
39,PT09M36.00S,2022-01-13T03:15:13.6Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],203084,,,1610612758,7,7,2022-01-13T03:15:13Z,380000,,,0,,H. Barnes Free Throw 1 of 1 (3 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,,,,,,,,,,3.0,,,,,,,,,
40,PT09M21.00S,2022-01-13T03:15:28.2Z,1,REGULAR,3pt,Jump Shot,[],1628370,73.14388961892247,83.82352941176471,1610612747,7,10,2022-01-13T03:15:33Z,390000,169.0,200.0,1,right,M. Monk 26' 3PT  (6 PTS) (L. James 1 AST),"[1628370, 2544]",1610612747.0,LAL,,,,Monk,M. Monk,,,,,26.18,Made,,,,,,,,,,6.0,L. James,2544.0,1.0,,,,,,
42,PT09M07.00S,2022-01-13T03:15:41.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628963,6.783837056504599,49.754901960784316,1610612758,9,10,2022-01-13T03:20:31Z,410000,1.0,11.0,1,left,M. Bagley III cutting DUNK (2 PTS) (T. Haliburton 1 AST),"[1628963, 1630169]",1610612758.0,SAC,cutting,,,Bagley III,M. Bagley III,,,,,1.14,Made,,,,,,,,,,2.0,T. Haliburton,1630169.0,1.0,,,,,,
44,PT08M56.00S,2022-01-13T03:15:53.1Z,1,REGULAR,2pt,Jump Shot,[],201566,84.57621550591328,17.892156862745097,1610612747,9,12,2022-01-13T03:16:02Z,430000,-161.0,92.0,1,right,R. Westbrook 18' bank Jump Shot (2 PTS),[201566],1610612747.0,LAL,bank,,,Westbrook,R. Westbrook,,,,,18.52,Made,,,,,,,,,,2.0,,,,,,,,,
45,PT08M43.00S,2022-01-13T03:16:05.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629002,16.245072273324574,36.27450980392157,1610612758,11,12,2022-01-13T03:16:09Z,440000,69.0,100.0,1,left,C. Metu 12' Hook (4 PTS) (T. Haliburton 2 AST),"[1629002, 1630169]",1610612758.0,SAC,,,,Metu,C. Metu,,,,,12.14,Made,,,,,,,,,,4.0,T. Haliburton,1630169.0,2.0,,,,,,
46,PT08M31.00S,2022-01-13T03:16:16.8Z,1,REGULAR,3pt,Jump Shot,[],2544,70.25295663600527,78.92156862745098,1610612747,11,12,2022-01-13T03:16:21Z,450000,145.0,227.0,1,right,MISS L. James 26' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,26.92,Missed,,,,,,,,,,,,,,,,,,,
47,PT08M29.00S,2022-01-13T03:16:18.8Z,1,REGULAR,rebound,defensive,[],1629002,,,1610612758,11,12,2022-01-13T03:16:21Z,460000,,,0,,C. Metu REBOUND (Off:0 Def:1),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,46.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
48,PT08M20.00S,2022-01-13T03:16:28.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628963,13.748357424441524,49.50980392156863,1610612758,13,12,2022-01-13T03:16:33Z,470000,2.0,77.0,1,left,M. Bagley III 7' Jump Shot (4 PTS) (T. Haliburton 3 AST),"[1628963, 1630169]",1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,7.67,Made,,,,,,,,,,4.0,T. Haliburton,1630169.0,3.0,,,,,,
50,PT08M10.00S,2022-01-13T03:16:40.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,92.19776609724047,44.36274509803921,1610612747,13,12,2022-01-13T03:16:46Z,490000,-28.0,21.0,1,right,MISS L. James driving Layup - blocked,"[2544, 1629002]",1610612747.0,LAL,driving,,,James,L. James,,,,,3.5,Missed,,,,,,,,,,,,,,Metu,1629002.0,,,,
51,PT08M10.00S,2022-01-13T03:16:40.9Z,1,REGULAR,block,,[],1629002,,,1610612747,13,12,2022-01-13T03:17:00Z,500000,,,0,,C. Metu BLOCK (1 BLK),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT08M10.00S,2022-01-13T03:16:40.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,13,12,2022-01-13T03:16:46Z,510000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,
53,PT08M10.00S,2022-01-13T03:16:48.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,13,12,2022-01-13T03:16:48Z,520000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT08M05.00S,2022-01-13T03:17:02.4Z,1,REGULAR,foul,personal,['2freethrow'],1629002,,,1610612747,13,12,2022-01-13T03:17:11Z,530000,,,0,,C. Metu shooting personal FOUL (1 PF) (Bradley 2 FT),"[1629002, 202340]",1610612758.0,SAC,shooting,,,Metu,C. Metu,,,,,,,,,,,2882.0,1.0,0.0,Bradley,202340.0,,,,,,,,,,
56,PT08M05.00S,2022-01-13T03:17:27.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],202340,,,1610612747,13,13,2022-01-13T03:17:27Z,550000,,,0,,A. Bradley Free Throw 1 of 2 (1 PTS),[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
57,PT08M05.00S,2022-01-13T03:17:43.2Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],202340,,,1610612747,13,14,2022-01-13T03:17:43Z,560000,,,0,,A. Bradley Free Throw 2 of 2 (2 PTS),[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,Made,,,,,,,,,,2.0,,,,,,,,,
58,PT07M50.00S,2022-01-13T03:18:00.1Z,1,REGULAR,2pt,Jump Shot,[],1629002,20.844283837056505,49.754901960784316,1610612758,15,14,2022-01-13T03:18:05Z,570000,1.0,143.0,1,left,C. Metu 14' floating Jump Shot (6 PTS) (T. Haliburton 4 AST),"[1629002, 1630169]",1610612758.0,SAC,floating,,,Metu,C. Metu,,,,,14.34,Made,,,,,,,,,,6.0,T. Haliburton,1630169.0,4.0,,,,,,
60,PT07M30.00S,2022-01-13T03:18:19.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626169,83.919185282523,58.57843137254902,1610612747,15,16,2022-01-13T03:18:25Z,590000,43.0,99.0,1,right,S. Johnson 10' pullup Jump Shot (2 PTS) (A. Bradley 1 AST),"[1626169, 202340]",1610612747.0,LAL,pullup,,,Johnson,S. Johnson,,,,,10.76,Made,,,,,,,,,,2.0,A. Bradley,202340.0,1.0,,,,,,
62,PT07M16.00S,2022-01-13T03:18:33.6Z,1,REGULAR,2pt,Jump Shot,[],1628368,25.443495400788436,31.61764705882353,1610612758,15,16,2022-01-13T03:18:39Z,610000,92.0,187.0,1,left,MISS D. Fox 20' step back Shot,[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,20.81,Missed,,,,,,,,,,,,,,,,,,,
63,PT07M14.00S,2022-01-13T03:18:35.6Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,15,16,2022-01-13T03:18:39Z,620000,,,0,,R. Westbrook REBOUND (Off:1 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,62.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
64,PT06M59.00S,2022-01-13T03:18:50.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,92.72339027595268,49.26470588235294,1610612747,15,18,2022-01-13T03:18:54Z,630000,-4.0,16.0,1,right,L. James cutting Layup (6 PTS) (A. Bradley 2 AST),"[2544, 202340]",1610612747.0,LAL,cutting,,,James,L. James,,,,,1.63,Made,,,,,,,,,,6.0,A. Bradley,202340.0,2.0,,,,,,
66,PT06M49.00S,2022-01-13T03:19:01.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,11.514454664914586,38.72549019607843,1610612758,15,18,2022-01-13T03:23:58Z,650000,56.0,56.0,1,left,MISS T. Haliburton 7' driving Layup - blocked,"[1630169, 1628370]",1610612758.0,SAC,driving,,,Haliburton,T. Haliburton,,,,,7.93,Missed,,,,,,,,,,,,,,Monk,1628370.0,,,,
67,PT06M49.00S,2022-01-13T03:19:01.8Z,1,REGULAR,block,,[],1628370,,,1610612758,15,18,2022-01-13T03:19:04Z,660000,,,0,,M. Monk BLOCK (1 BLK),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M49.00S,2022-01-13T03:19:01.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,15,18,2022-01-13T03:19:12Z,670000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,
69,PT06M49.00S,2022-01-13T03:19:07.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,15,18,2022-01-13T03:19:07Z,680000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M49.00S,2022-01-13T03:19:24.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,15,18,2022-01-13T03:19:24Z,690000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M49.00S,2022-01-13T03:19:47.7Z,1,REGULAR,substitution,out,[],1630169,,,1610612758,15,18,2022-01-13T03:22:04Z,700000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M49.00S,2022-01-13T03:19:47.7Z,1,REGULAR,substitution,out,[],1629002,,,1610612758,15,18,2022-01-13T03:22:04Z,710000,,,0,,SUB out: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M49.00S,2022-01-13T03:19:47.7Z,1,REGULAR,substitution,out,[],1628963,,,1610612758,15,18,2022-01-13T03:22:04Z,720000,,,0,,SUB out: M. Bagley III,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M49.00S,2022-01-13T03:19:47.7Z,1,REGULAR,substitution,out,[],201566,,,1610612758,15,18,2022-01-13T03:22:04Z,730000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M49.00S,2022-01-13T03:19:47.7Z,1,REGULAR,substitution,in,[],203458,,,1610612758,15,18,2022-01-13T03:22:04Z,740000,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M49.00S,2022-01-13T03:19:47.7Z,1,REGULAR,substitution,in,[],203090,,,1610612758,15,18,2022-01-13T03:22:04Z,750000,,,0,,SUB in: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M49.00S,2022-01-13T03:19:47.7Z,1,REGULAR,substitution,in,[],1627741,,,1610612758,15,18,2022-01-13T03:22:04Z,760000,,,0,,SUB in: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M49.00S,2022-01-13T03:19:47.7Z,1,REGULAR,substitution,in,[],1629659,,,1610612758,15,18,2022-01-13T03:22:04Z,770000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M36.00S,2022-01-13T03:22:23.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628368,32.802233902759525,44.11764705882353,1610612758,15,18,2022-01-13T03:24:52Z,780000,29.0,256.0,1,left,MISS D. Fox 25' pullup 3PT,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,25.75,Missed,,,,,,,,,,,,,,,,,,,
82,PT06M36.00S,2022-01-13T03:22:23.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,15,18,2022-01-13T03:22:47Z,790000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,81.0,,,,,,,,,,,,,,,,,,
83,PT06M36.00S,2022-01-13T03:22:30.0Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612758,15,18,2022-01-13T03:22:36Z,800000,,,0,,SAC shot clock Team TURNOVER,[],1610612758.0,SAC,,,,,,,,,,,,,,,,1204.0,,,,,,,,,,,,,,
84,PT06M24.00S,2022-01-13T03:22:51.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629659,92.59198423127464,44.85294117647059,1610612747,15,20,2022-01-13T03:22:57Z,810000,-26.0,17.0,1,right,T. Horton-Tucker driving Layup (2 PTS),[1629659],1610612747.0,LAL,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,3.09,Made,,,,,,,,,,2.0,,,,,,,,,
85,PT06M11.00S,2022-01-13T03:23:04.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203084,11.383048620236531,50.49019607843137,1610612758,15,20,2022-01-13T03:23:09Z,820000,-2.0,55.0,1,left,MISS H. Barnes turnaround Hook,[203084],1610612758.0,SAC,turnaround,,,Barnes,H. Barnes,,,,,5.46,Missed,,,,,,,,,,,,,,,,,,,
86,PT06M08.00S,2022-01-13T03:23:07.9Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,15,20,2022-01-13T03:23:09Z,830000,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,85.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
87,PT05M56.00S,2022-01-13T03:23:20.1Z,1,REGULAR,3pt,Jump Shot,[],1626169,70.77858081471747,24.264705882352942,1610612747,15,23,2022-01-13T03:23:24Z,840000,-129.0,222.0,1,right,S. Johnson 25' 3PT  (5 PTS) (L. James 2 AST),"[1626169, 2544]",1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,25.68,Made,,,,,,,,,,5.0,L. James,2544.0,2.0,,,,,,
89,PT05M45.00S,2022-01-13T03:23:30.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,6.258212877792378,53.431372549019606,1610612758,17,23,2022-01-13T03:23:35Z,860000,-17.0,6.0,1,left,D. Fox driving Layup (4 PTS),[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,1.83,Made,,,,,,,,,,4.0,,,,,,,,,
90,PT05M27.00S,2022-01-13T03:23:48.7Z,1,REGULAR,3pt,Jump Shot,[],1628370,67.62483574244416,62.5,1610612747,17,26,2022-01-13T03:23:53Z,870000,62.0,252.0,1,right,M. Monk 25' 3PT  (9 PTS) (T. Horton-Tucker 1 AST),"[1628370, 1629659]",1610612747.0,LAL,,,,Monk,M. Monk,,,,,25.94,Made,,,,,,,,,,9.0,T. Horton-Tucker,1629659.0,1.0,,,,,,
92,PT05M10.00S,2022-01-13T03:24:12.5Z,1,REGULAR,foul,personal,[],1628370,,,1610612758,17,26,2022-01-13T03:24:19Z,890000,,,0,,M. Monk personal FOUL (2 PF),"[1628370, 203090]",1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,1204.0,2.0,0.0,Harkless,203090.0,,,,,,,,,,
94,PT05M00.00S,2022-01-13T03:24:38.0Z,1,REGULAR,3pt,Jump Shot,[],1628368,26.62614980289093,19.852941176470587,1610612758,17,26,2022-01-13T03:26:29Z,910000,151.0,198.0,1,left,MISS D. Fox 24' step back 3PT,[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,24.87,Missed,,,,,,,,,,,,,,,,,,,
95,PT04M56.00S,2022-01-13T03:24:42.0Z,1,REGULAR,rebound,defensive,[],202340,,,1610612747,17,26,2022-01-13T03:26:29Z,920000,,,0,,A. Bradley REBOUND (Off:0 Def:1),[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,94.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
96,PT04M39.00S,2022-01-13T03:24:58.5Z,1,REGULAR,2pt,Jump Shot,[],1629659,92.72339027595268,16.42156862745098,1610612747,17,26,2022-01-13T03:25:05Z,930000,-168.0,16.0,1,right,MISS T. Horton-Tucker 16' step back Shot,[1629659],1610612747.0,LAL,step back,,,Horton-Tucker,T. Horton-Tucker,,,,,16.87,Missed,,,,,,,,,,,,,,,,,,,
