actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
16,PT10M58.00S,2022-01-20T03:11:56.9Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,1,0,2022-01-20T03:12:14Z,160000,,,0,,I. Stewart REBOUND (Off:0 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
17,PT10M48.00S,2022-01-20T03:12:23.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,92.9862023653088,55.14705882352941,1610612765,1,0,2022-01-20T03:12:28Z,170000,26.0,13.0,1,right,MISS I. Stewart driving Layup,[1630191],1610612765.0,DET,driving,,,Stewart,I. Stewart,,,,,2.9,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M45.00S,2022-01-20T03:12:26.9Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612758,1,0,2022-01-20T03:12:28Z,180000,,,0,,M. Bagley III REBOUND (Off:0 Def:1),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
19,PT10M41.00S,2022-01-20T03:12:32.5Z,1,REGULAR,foul,personal,['2freethrow'],1630595,,,1610612758,1,0,2022-01-20T03:12:45Z,190000,,,0,,C. Cunningham shooting personal FOUL (1 PF) (Fox 2 FT),"[1630595, 1628368]",1610612765.0,DET,shooting,,,Cunningham,C. Cunningham,,,,,,,,,,,101284.0,,1.0,0.0,Fox,1628368.0,,,,,,,,,
21,PT10M41.00S,2022-01-20T03:12:56.5Z,1,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,2,0,2022-01-20T03:12:56Z,210000,,,0,,D. Fox Free Throw 1 of 2 (1 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,,,,,,,,,,,1.0,,,,,,,,
22,PT10M41.00S,2022-01-20T03:13:07.3Z,1,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,3,0,2022-01-20T03:13:07Z,220000,,,0,,D. Fox Free Throw 2 of 2 (2 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,,,,,,,,,,,2.0,,,,,,,,
23,PT10M25.00S,2022-01-20T03:13:25.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202709,89.30683311432325,43.13725490196079,1610612765,3,0,2022-01-20T03:14:12Z,230000,-34.0,48.0,1,right,MISS C. Joseph driving floating Shot,[202709],1610612765.0,DET,driving floating,,,Joseph,C. Joseph,,,,,5.9,Missed,,,,,,,,,,,,,,,,,,,
24,PT10M23.00S,2022-01-20T03:13:27.8Z,1,REGULAR,rebound,offensive,[],1630191,,,1610612765,3,0,2022-01-20T03:14:12Z,240000,,,0,,I. Stewart REBOUND (Off:1 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,23.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
25,PT10M22.00S,2022-01-20T03:13:34.0Z,1,REGULAR,foul,personal,[],1626158,,,1610612765,3,0,2022-01-20T03:13:53Z,250000,,,0,,R. Holmes personal FOUL (1 PF),"[1626158, 1630191]",1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,101284.0,,1.0,0.0,Stewart,1630191.0,,,,,,,,,
27,PT10M11.00S,2022-01-20T03:14:01.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628977,70.38436268068331,72.05882352941177,1610612765,3,0,2022-01-20T03:14:06Z,270000,110.0,226.0,1,right,MISS H. Diallo 25' 3PT,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,25.14,Missed,,,,,,,,,,,,,,,,,,,
28,PT10M06.00S,2022-01-20T03:14:06.3Z,1,REGULAR,rebound,offensive,[],1630180,,,1610612765,3,0,2022-01-20T03:14:06Z,280000,,,0,,S. Bey REBOUND (Off:1 Def:0),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,27.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
29,PT10M04.00S,2022-01-20T03:14:07.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630595,79.97700394218134,6.61764705882353,1610612765,3,0,2022-01-20T03:14:12Z,290000,-217.0,136.0,1,right,MISS C. Cunningham 25' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,,
30,PT10M01.00S,2022-01-20T03:14:10.8Z,1,REGULAR,rebound,offensive,[],1630191,,,1610612765,3,0,2022-01-20T03:14:12Z,300000,,,0,,I. Stewart REBOUND (Off:2 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,29.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
31,PT09M58.00S,2022-01-20T03:14:13.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630180,67.62483574244416,51.71568627450981,1610612765,3,3,2022-01-20T03:14:18Z,310000,9.0,252.0,1,right,S. Bey 25' 3PT  (3 PTS) (I. Stewart 1 AST),"[1630180, 1630191]",1610612765.0,DET,,,,Bey,S. Bey,,,,,25.19,Made,,,,,,,,,,,3.0,I. Stewart,1630191.0,1.0,,,,,
33,PT09M45.00S,2022-01-20T03:14:31.3Z,1,REGULAR,turnover,out-of-bounds,[],1628368,,,1610612758,3,3,2022-01-20T03:14:38Z,330000,,,0,,D. Fox step out-of-bounds TURNOVER (1 TO),[1628368],1610612758.0,SAC,step,,,Fox,D. Fox,,,,,,,,,,,1198.0,1.0,,,,,,,,,,,,,
34,PT09M33.00S,2022-01-20T03:14:47.3Z,1,REGULAR,turnover,bad pass,[],1630191,,,1610612765,3,3,2022-01-20T03:15:09Z,340000,,,0,,I. Stewart bad pass TURNOVER (2 TO),"[1630191, 1628368]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,2.0,,,,,,,,,Fox,1628368.0,,,
35,PT09M33.00S,2022-01-20T03:14:47.3Z,1,REGULAR,steal,,[],1628368,,,1610612758,3,3,2022-01-20T03:14:49Z,350000,,,0,,D. Fox STEAL (1 STL),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT09M31.00S,2022-01-20T03:14:49.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628368,6.258212877792378,49.50980392156863,1610612758,5,3,2022-01-20T03:14:56Z,360000,2.0,6.0,1,left,D. Fox running DUNK (4 PTS),[1628368],1610612758.0,SAC,running,,,Fox,D. Fox,,,,,0.68,Made,,,,,,,,,,,4.0,,,,,,,,
37,PT09M20.00S,2022-01-20T03:15:07.2Z,1,REGULAR,foul,personal,['2freethrow'],1628368,,,1610612765,5,3,2022-01-20T03:15:15Z,370000,,,0,,D. Fox shooting personal FOUL (1 PF) (Cunningham 2 FT),"[1628368, 1630595]",1610612758.0,SAC,shooting,,,Fox,D. Fox,,,,,,,,,,,1198.0,,1.0,0.0,Cunningham,1630595.0,,,,,,,,,
39,PT09M20.00S,2022-01-20T03:15:29.6Z,1,REGULAR,freethrow,1 of 2,[],1630595,,,1610612765,5,4,2022-01-20T03:15:29Z,390000,,,0,,C. Cunningham Free Throw 1 of 2 (1 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,Made,,,,,,,,,,,1.0,,,,,,,,
40,PT09M20.00S,2022-01-20T03:15:42.1Z,1,REGULAR,freethrow,2 of 2,[],1630595,,,1610612765,5,5,2022-01-20T03:15:42Z,400000,,,0,,C. Cunningham Free Throw 2 of 2 (2 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,Made,,,,,,,,,,,2.0,,,,,,,,
41,PT09M11.00S,2022-01-20T03:15:53.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,14.4053876478318,48.77450980392157,1610612758,5,5,2022-01-20T03:16:01Z,410000,6.0,83.0,1,left,MISS D. Fox 8' driving floating Shot,[1628368],1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,8.31,Missed,,,,,,,,,,,,,,,,,,,
42,PT09M06.00S,2022-01-20T03:15:57.9Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,5,5,2022-01-20T03:15:57Z,420000,,,0,,S. Bey REBOUND (Off:1 Def:1),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,41.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
43,PT08M58.00S,2022-01-20T03:16:05.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630191,86.94152431011827,48.28431372549019,1610612765,5,7,2022-01-20T03:16:12Z,430000,-9.0,70.0,1,right,I. Stewart 7' Hook (2 PTS) (S. Bey 1 AST),"[1630191, 1630180]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,7.07,Made,,,,,,,,,,,2.0,S. Bey,1630180.0,1.0,,,,,
45,PT08M47.00S,2022-01-20T03:16:20.5Z,1,REGULAR,foul,personal,['2freethrow'],1630191,,,1610612758,5,7,2022-01-20T03:16:29Z,450000,,,0,,I. Stewart shooting personal FOUL (1 PF) (Davis 2 FT),"[1630191, 1629056]",1610612765.0,DET,shooting,,,Stewart,I. Stewart,,,,,,,,,,,1198.0,,1.0,0.0,Davis,1629056.0,,,,,,,,,
47,PT08M47.00S,2022-01-20T03:16:51.4Z,1,REGULAR,freethrow,1 of 2,[],1629056,,,1610612758,6,7,2022-01-20T03:16:51Z,470000,,,0,,T. Davis Free Throw 1 of 2 (1 PTS),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,Made,,,,,,,,,,,1.0,,,,,,,,
48,PT08M47.00S,2022-01-20T03:17:07.9Z,1,REGULAR,freethrow,2 of 2,[],1629056,,,1610612758,7,7,2022-01-20T03:17:08Z,480000,,,0,,T. Davis Free Throw 2 of 2 (2 PTS),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,Made,,,,,,,,,,,2.0,,,,,,,,
49,PT08M37.00S,2022-01-20T03:17:20.6Z,1,REGULAR,2pt,Jump Shot,[],1630180,75.64060446780552,46.81372549019608,1610612765,7,9,2022-01-20T03:17:58Z,490000,-16.0,176.0,1,right,S. Bey 17' pullup Jump Shot (5 PTS) (C. Joseph 1 AST),"[1630180, 202709]",1610612765.0,DET,pullup,,,Bey,S. Bey,,,,,17.72,Made,,,,,,,,,,,5.0,C. Joseph,202709.0,1.0,,,,,
51,PT08M21.00S,2022-01-20T03:17:36.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628963,13.222733245729303,48.77450980392157,1610612758,9,9,2022-01-20T03:17:40Z,510000,6.0,72.0,1,left,M. Bagley III 7' turnaround Hook (2 PTS) (D. Fox 1 AST),"[1628963, 1628368]",1610612758.0,SAC,turnaround,,,Bagley III,M. Bagley III,,,,,7.21,Made,,,,,,,,,,,2.0,D. Fox,1628368.0,1.0,,,,,
53,PT08M05.00S,2022-01-20T03:17:52.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630191,92.06636005256242,57.84313725490197,1610612765,9,9,2022-01-20T03:19:01Z,530000,39.0,22.0,1,right,MISS I. Stewart bank Hook,[1630191],1610612765.0,DET,bank,,,Stewart,I. Stewart,,,,,4.5,Missed,,,,,,,,,,,,,,,,,,,
54,PT08M02.00S,2022-01-20T03:17:55.2Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612758,9,9,2022-01-20T03:17:56Z,540000,,,0,,M. Bagley III REBOUND (Off:0 Def:2),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,53.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
55,PT07M57.00S,2022-01-20T03:18:00.0Z,1,REGULAR,2pt,Jump Shot,[],1628368,20.318659658344284,68.38235294117648,1610612758,9,9,2022-01-20T03:18:09Z,550000,-92.0,138.0,1,left,MISS D. Fox 16' pullup Shot,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,16.62,Missed,,,,,,,,,,,,,,,,,,,
56,PT07M53.00S,2022-01-20T03:18:04.0Z,1,REGULAR,rebound,offensive,[],1628963,,,1610612758,9,9,2022-01-20T03:19:31Z,560000,,,0,,M. Bagley III REBOUND (Off:1 Def:2),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,55.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
59,PT07M49.00S,2022-01-20T03:18:07.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629056,7.046649145860711,56.61764705882353,1610612758,9,9,2022-01-20T03:19:35Z,590000,-33.0,14.0,1,left,MISS T. Davis floating Shot,[1629056],1610612758.0,SAC,floating,,,Davis,T. Davis,,,,,3.58,Missed,,,,,,,,,,,,,,,,,,,
60,PT07M45.00S,2022-01-20T03:18:11.5Z,1,REGULAR,rebound,offensive,[],1629056,,,1610612758,9,9,2022-01-20T03:18:11Z,600000,,,0,,T. Davis REBOUND (Off:1 Def:0),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,59.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
61,PT07M45.00S,2022-01-20T03:18:11.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629056,5.590000152587891,50.0,1610612758,9,9,2022-01-20T03:19:35Z,610000,0.0,0.0,1,left,MISS T. Davis tip Layup,[1629056],1610612758.0,SAC,tip,,,Davis,T. Davis,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
62,PT07M43.00S,2022-01-20T03:18:13.0Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,9,9,2022-01-20T03:18:13Z,620000,,,0,,I. Stewart REBOUND (Off:2 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,61.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
63,PT07M38.00S,2022-01-20T03:18:18.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630180,77.7431011826544,10.53921568627451,1610612765,9,9,2022-01-20T03:18:29Z,630000,-197.0,157.0,1,right,MISS S. Bey 25' running 3PT,[1630180],1610612765.0,DET,running,,,Bey,S. Bey,,,,,25.2,Missed,,,,,,,,,,,,,,,,,,,
64,PT07M35.00S,2022-01-20T03:18:21.8Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,9,9,2022-01-20T03:18:29Z,640000,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,63.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
65,PT07M35.00S,2022-01-20T03:18:24.9Z,1,REGULAR,foul,personal,['2freethrow'],1628977,,,1610612758,9,9,2022-01-20T03:18:47Z,650000,,,0,,H. Diallo shooting personal FOUL (1 PF) (Barnes 2 FT),"[1628977, 203084]",1610612765.0,DET,shooting,,,Diallo,H. Diallo,,,,,,,,,,,101284.0,,1.0,0.0,Barnes,203084.0,,,,,,,,,
67,PT07M35.00S,2022-01-20T03:18:48.7Z,1,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,10,9,2022-01-20T03:18:48Z,670000,,,0,,H. Barnes Free Throw 1 of 2 (1 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,,,,,,,,,,,1.0,,,,,,,,
68,PT07M35.00S,2022-01-20T03:18:49.7Z,1,REGULAR,substitution,out,[],1626158,,,1610612758,10,9,2022-01-20T03:18:55Z,680000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT07M35.00S,2022-01-20T03:18:49.7Z,1,REGULAR,substitution,in,[],1627745,,,1610612758,10,9,2022-01-20T03:18:55Z,690000,,,0,,SUB in: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT07M35.00S,2022-01-20T03:19:04.7Z,1,REGULAR,freethrow,2 of 2,[],203084,,,1610612758,11,9,2022-01-20T03:19:04Z,700000,,,0,,H. Barnes Free Throw 2 of 2 (2 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,,,,,,,,,,,2.0,,,,,,,,
71,PT07M23.00S,2022-01-20T03:19:20.8Z,1,REGULAR,foul,personal,['2freethrow'],1629056,,,1610612765,11,9,2022-01-20T03:19:28Z,710000,,,0,,T. Davis shooting personal FOUL (1 PF) (Joseph 2 FT),"[1629056, 202709]",1610612758.0,SAC,shooting,,,Davis,T. Davis,,,,,,,,,,,1198.0,,1.0,0.0,Joseph,202709.0,,,,,,,,,
73,PT07M23.00S,2022-01-20T03:19:42.7Z,1,REGULAR,freethrow,1 of 2,[],202709,,,1610612765,11,10,2022-01-20T03:20:36Z,730000,,,0,,C. Joseph Free Throw 1 of 2 (1 PTS),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,Made,,,,,,,,,,,1.0,,,,,,,,
74,PT07M23.00S,2022-01-20T03:19:45.8Z,1,REGULAR,substitution,out,[],1629056,,,1610612765,11,10,2022-01-20T03:19:50Z,740000,,,0,,SUB out: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT07M23.00S,2022-01-20T03:19:45.8Z,1,REGULAR,substitution,in,[],1627741,,,1610612765,11,10,2022-01-20T03:19:50Z,750000,,,0,,SUB in: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT07M23.00S,2022-01-20T03:20:00.7Z,1,REGULAR,foul,technical,['1freethrow'],1628368,,,1610612765,11,10,2022-01-20T03:20:09Z,760000,,,0,,D. Fox technical FOUL (1 Tech),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,1198.0,,1.0,1.0,,,,,,,,,,,
77,PT07M23.00S,2022-01-20T03:20:11.6Z,1,REGULAR,freethrow,1 of 1,[],202709,,,1610612765,11,11,2022-01-20T03:20:11Z,770000,,,0,,C. Joseph technical Free Throw 1 of 1 (2 PTS),[202709],1610612765.0,DET,technical,,,Joseph,C. Joseph,,,,,,Made,,,,,,,,,,,2.0,,,,,,,,
78,PT07M23.00S,2022-01-20T03:19:42.7Z,1,REGULAR,freethrow,2 of 2,[],202709,,,1610612765,11,11,2022-01-20T03:20:36Z,780000,,,0,,MISS C. Joseph Free Throw 2 of 2,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,Missed,,,,,,,,,,,,,,,,,,,
79,PT07M21.00S,2022-01-20T03:19:44.7Z,1,REGULAR,rebound,defensive,[],1627745,,,1610612758,11,11,2022-01-20T03:20:36Z,790000,,,0,,D. Jones REBOUND (Off:0 Def:1),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,78.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
80,PT07M08.00S,2022-01-20T03:20:47.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628963,11.383048620236531,51.225490196078425,1610612758,11,11,2022-01-20T03:20:52Z,800000,-6.0,55.0,1,left,MISS M. Bagley III driving Hook,[1628963],1610612758.0,SAC,driving,,,Bagley III,M. Bagley III,,,,,5.48,Missed,,,,,,,,,,,,,,,,,,,
81,PT07M04.00S,2022-01-20T03:20:51.2Z,1,REGULAR,rebound,defensive,[],1628977,,,1610612765,11,11,2022-01-20T03:20:52Z,810000,,,0,,H. Diallo REBOUND (Off:0 Def:2),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,80.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
82,PT06M52.00S,2022-01-20T03:21:02.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,92.59198423127464,44.36274509803921,1610612765,11,11,2022-01-20T03:21:07Z,820000,-28.0,17.0,1,right,MISS I. Stewart Layup - blocked,"[1630191, 1627745]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,3.3,Missed,,,,,,,,,,,,,,,,,Jones,1627745.0,
83,PT06M52.00S,2022-01-20T03:21:02.9Z,1,REGULAR,block,,[],1627745,,,1610612765,11,11,2022-01-20T03:21:05Z,830000,,,0,,D. Jones BLOCK (1 BLK),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M48.00S,2022-01-20T03:21:06.9Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,11,11,2022-01-20T03:21:07Z,840000,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,82.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
85,PT06M36.00S,2022-01-20T03:21:18.4Z,1,REGULAR,3pt,Jump Shot,[],203084,22.815374507227332,11.27450980392157,1610612758,11,11,2022-01-20T03:21:24Z,850000,194.0,162.0,1,left,MISS H. Barnes 25' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,25.24,Missed,,,,,,,,,,,,,,,,,,,
86,PT06M34.00S,2022-01-20T03:21:20.4Z,1,REGULAR,rebound,offensive,[],1627745,,,1610612758,11,11,2022-01-20T03:21:24Z,860000,,,0,,D. Jones REBOUND (Off:1 Def:1),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,85.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
87,PT06M32.00S,2022-01-20T03:21:24.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203084,8.360709592641262,39.21568627450981,1610612758,11,11,2022-01-20T03:21:31Z,870000,54.0,26.0,1,left,MISS H. Barnes cutting Layup,[203084],1610612758.0,SAC,cutting,,,Barnes,H. Barnes,,,,,5.99,Missed,,,,,,,,,,,,,,,,,,,
88,PT06M32.00S,2022-01-20T03:21:24.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,11,11,2022-01-20T03:21:41Z,880000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,87.0,,,,,,,,,,,,,,,,,,
89,PT06M32.00S,2022-01-20T03:21:28.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,11,11,2022-01-20T03:21:41Z,890000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT06M32.00S,2022-01-20T03:21:48.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,11,11,2022-01-20T03:21:48Z,900000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
