actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
187,PT12M00.00S,2022-02-09T03:40:46.2Z,2,REGULAR,substitution,in,['startperiod'],203090,,,1610612758,35,35,2022-02-09T03:41:13Z,1790000,,,0,,SUB in: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2022-02-09T03:40:46.2Z,2,REGULAR,substitution,in,['startperiod'],1626156,,,1610612758,35,35,2022-02-09T03:41:13Z,1800000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2022-02-09T03:41:20.2Z,2,REGULAR,period,start,[],0,,,1610612758,35,35,2022-02-09T03:41:20Z,1810000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT11M42.00S,2022-02-09T03:41:37.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629002,14.799605781865965,46.07843137254902,1610612758,37,35,2022-02-09T03:41:41Z,1820000,20.0,87.0,1,left,C. Metu 8' Hook (4 PTS) (D. Fox 4 AST),"[1629002, 1628368]",1610612758.0,SAC,,,,Metu,C. Metu,,,,,8.88,Made,,,,,4.0,D. Fox,1628368.0,4.0,,,,,,,,,,
192,PT11M27.00S,2022-02-09T03:41:52.2Z,2,REGULAR,3pt,Jump Shot,[],1627752,80.89684625492772,4.166666666666666,1610612750,37,38,2022-02-09T03:41:56Z,1840000,-229.0,127.0,1,right,T. Prince 26' 3PT  (3 PTS) (D. Russell 1 AST),"[1627752, 1626156]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,26.21,Made,,,,,3.0,D. Russell,1626156.0,1.0,,,,,,,,,,
194,PT11M07.00S,2022-02-09T03:42:15.5Z,2,REGULAR,violation,kicked ball,[],1629675,,,1610612758,37,38,2022-02-09T03:43:10Z,1860000,,,0,,N. Reid kicked ball VIOLATION,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,201638.0,,,,,,,,,
195,PT11M07.00S,2022-02-09T03:42:21.6Z,2,REGULAR,substitution,out,[],203090,,,1610612758,37,38,2022-02-09T03:42:29Z,1870000,,,0,,SUB out: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,
196,PT11M07.00S,2022-02-09T03:42:21.6Z,2,REGULAR,substitution,in,[],1629663,,,1610612758,37,38,2022-02-09T03:42:29Z,1880000,,,0,,SUB in: L. King,[1629663],1610612758.0,SAC,,,,King,L. King,,,,,,,,,,,,,,,,,,,,,,,,
197,PT10M59.00S,2022-02-09T03:42:45.6Z,2,REGULAR,3pt,Jump Shot,[],1628368,30.831143232588698,31.372549019607842,1610612758,37,38,2022-02-09T03:43:13Z,1890000,93.0,237.0,1,left,MISS D. Fox 25' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,25.49,Missed,,,,,,,,,,,,,,,,,,
198,PT10M59.00S,2022-02-09T03:42:52.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612750,37,38,2022-02-09T03:42:52Z,1900000,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,197.0,,,,,,,,,,,,,,,,,
199,PT10M59.00S,2022-02-09T03:42:53.5Z,2,REGULAR,foul,personal,[],1630186,,,1610612750,37,38,2022-02-09T03:43:26Z,1910000,,,0,,J. Ramsey loose ball personal FOUL (1 PF),"[1630186, 1630183]",1610612758.0,SAC,loose ball,,,Ramsey,J. Ramsey,,,,,,,,,,,,,,,202035.0,,1.0,0.0,McDaniels,1630183.0,,,,
201,PT10M50.00S,2022-02-09T03:43:13.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630183,91.80354796320631,46.81372549019608,1610612750,37,38,2022-02-09T03:43:17Z,1930000,-16.0,25.0,1,right,MISS J. McDaniels DUNK,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,2.92,Missed,,,,,,,,,,,,,,,,,,
202,PT10M48.00S,2022-02-09T03:43:15.0Z,2,REGULAR,rebound,defensive,[],1629663,,,1610612758,37,38,2022-02-09T03:43:17Z,1940000,,,0,,L. King REBOUND (Off:0 Def:1),[1629663],1610612758.0,SAC,,,,King,L. King,,,,,,,201.0,1.0,1.0,0.0,,,,,,,,,,,,,,
203,PT10M31.00S,2022-02-09T03:43:32.3Z,2,REGULAR,turnover,lost ball,[],1628368,,,1610612758,37,38,2022-02-09T03:43:37Z,1950000,,,0,,D. Fox lost ball TURNOVER (1 TO),"[1628368, 1629675]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,1.0,,,,,,,Reid,1629675.0
204,PT10M31.00S,2022-02-09T03:43:32.3Z,2,REGULAR,steal,,[],1629675,,,1610612750,37,38,2022-02-09T03:43:35Z,1960000,,,0,,N. Reid STEAL (1 STL),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,
205,PT10M26.00S,2022-02-09T03:43:36.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629162,93.11760840998686,52.94117647058824,1610612750,37,40,2022-02-09T03:43:45Z,1970000,15.0,12.0,1,right,J. McLaughlin running Layup (4 PTS) (N. Reid 1 AST),"[1629162, 1629675]",1610612750.0,MIN,running,,,McLaughlin,J. McLaughlin,,,,,1.91,Made,,,,,4.0,N. Reid,1629675.0,1.0,,,,,,,,,,
207,PT10M13.00S,2022-02-09T03:43:50.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,6.652431011826544,51.225490196078425,1610612758,39,40,2022-02-09T03:43:54Z,1990000,-6.0,10.0,1,left,D. Fox driving Layup (7 PTS) (L. King 1 AST),"[1628368, 1629663]",1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,1.17,Made,,,,,7.0,L. King,1629663.0,1.0,,,,,,,,,,
209,PT10M01.00S,2022-02-09T03:44:01.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,83.52496714848883,41.66666666666667,1610612750,39,42,2022-02-09T03:44:06Z,2010000,-42.0,102.0,1,right,D. Russell 11' pullup Jump Shot (6 PTS),[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,11.06,Made,,,,,6.0,,,,,,,,,,,,,
210,PT09M48.00S,2022-02-09T03:44:15.8Z,2,REGULAR,turnover,bad pass,[],203458,,,1610612758,39,42,2022-02-09T03:44:19Z,2020000,,,0,,A. Len bad pass TURNOVER (2 TO),"[203458, 1627752]",1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,2.0,,,,,,,Prince,1627752.0
211,PT09M48.00S,2022-02-09T03:44:15.8Z,2,REGULAR,steal,,[],1627752,,,1610612750,39,42,2022-02-09T03:44:18Z,2030000,,,0,,T. Prince STEAL (1 STL),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M39.00S,2022-02-09T03:44:24.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629675,92.46057818659659,94.85294117647058,1610612750,39,45,2022-02-09T03:44:28Z,2040000,224.0,18.0,1,right,N. Reid 3PT  (5 PTS) (J. McLaughlin 4 AST),"[1629675, 1629162]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,22.51,Made,,,,,5.0,J. McLaughlin,1629162.0,4.0,,,,,,,,,,
214,PT09M19.00S,2022-02-09T03:44:44.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203458,10.200394218134035,37.00980392156863,1610612758,41,45,2022-02-09T03:44:51Z,2060000,65.0,43.0,1,left,A. Len 7' driving Hook (2 PTS) (J. Ramsey 2 AST),"[203458, 1630186]",1610612758.0,SAC,driving,,,Len,A. Len,,,,,7.82,Made,,,,,2.0,J. Ramsey,1630186.0,2.0,,,,,,,,,,
216,PT09M01.00S,2022-02-09T03:45:02.0Z,2,REGULAR,3pt,Jump Shot,[],1627752,78.40013140604468,7.8431372549019605,1610612750,41,48,2022-02-09T03:45:07Z,2080000,-211.0,151.0,1,right,T. Prince 25' 3PT  (6 PTS) (D. Russell 2 AST),"[1627752, 1626156]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,25.9,Made,,,,,6.0,D. Russell,1626156.0,2.0,,,,,,,,,,
218,PT08M47.00S,2022-02-09T03:45:16.5Z,2,REGULAR,turnover,bad pass,[],1628368,,,1610612758,41,48,2022-02-09T03:45:22Z,2100000,,,0,,D. Fox bad pass TURNOVER (2 TO),"[1628368, 1626156]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,2.0,,,,,,,Russell,1626156.0
219,PT08M47.00S,2022-02-09T03:45:16.5Z,2,REGULAR,steal,,[],1626156,,,1610612750,41,48,2022-02-09T03:45:18Z,2110000,,,0,,D. Russell STEAL (1 STL),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M42.00S,2022-02-09T03:45:20.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627752,91.40932982917214,49.50980392156863,1610612750,41,50,2022-02-09T03:45:27Z,2120000,-2.0,28.0,1,right,T. Prince running DUNK (8 PTS) (D. Russell 3 AST),"[1627752, 1626156]",1610612750.0,MIN,running,,,Prince,T. Prince,,,,,2.84,Made,,,,,8.0,D. Russell,1626156.0,3.0,,,,,,,,,,
222,PT08M35.00S,2022-02-09T03:45:32.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,41,50,2022-02-09T03:45:32Z,2140000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M35.00S,2022-02-09T03:47:08.0Z,2,REGULAR,substitution,out,[],1630186,,,1610612758,41,50,2022-02-09T03:48:19Z,2150000,,,0,,SUB out: J. Ramsey,[1630186],1610612758.0,SAC,,,,Ramsey,J. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M35.00S,2022-02-09T03:47:08.0Z,2,REGULAR,substitution,out,[],203458,,,1610612758,41,50,2022-02-09T03:48:19Z,2160000,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M35.00S,2022-02-09T03:47:08.0Z,2,REGULAR,substitution,out,[],1630183,,,1610612758,41,50,2022-02-09T03:48:19Z,2170000,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M35.00S,2022-02-09T03:47:08.0Z,2,REGULAR,substitution,in,[],1630558,,,1610612758,41,50,2022-02-09T03:48:19Z,2180000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M35.00S,2022-02-09T03:47:08.0Z,2,REGULAR,substitution,in,[],1627745,,,1610612758,41,50,2022-02-09T03:48:19Z,2190000,,,0,,SUB in: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M35.00S,2022-02-09T03:47:08.0Z,2,REGULAR,substitution,in,[],1629020,,,1610612758,41,50,2022-02-09T03:48:19Z,2200000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M18.00S,2022-02-09T03:48:40.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627745,5.075558475689881,50.245098039215684,1610612758,43,50,2022-02-09T03:48:45Z,2210000,-1.0,-5.0,1,left,D. Jones DUNK (10 PTS) (D. Mitchell 4 AST),"[1627745, 1630558]",1610612758.0,SAC,,,,Jones,D. Jones,,,,,0.49,Made,,,,,10.0,D. Mitchell,1630558.0,4.0,,,,,,,,,,
231,PT08M06.00S,2022-02-09T03:48:53.7Z,2,REGULAR,2pt,Jump Shot,[],1626156,79.71419185282524,69.11764705882352,1610612750,43,52,2022-02-09T03:49:02Z,2230000,96.0,138.0,1,right,D. Russell 16' Jump Shot (8 PTS) (J. McLaughlin 5 AST),"[1626156, 1629162]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,16.8,Made,,,,,8.0,J. McLaughlin,1629162.0,5.0,,,,,,,,,,
233,PT07M53.00S,2022-02-09T03:49:05.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,8.623521681997373,59.55882352941176,1610612758,43,52,2022-02-09T03:49:25Z,2250000,-48.0,29.0,1,left,MISS D. Mitchell Layup,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,5.57,Missed,,,,,,,,,,,,,,,,,,
234,PT07M52.00S,2022-02-09T03:49:06.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,43,52,2022-02-09T03:49:25Z,2260000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,233.0,,,,,,,,,,,,,,,,,
235,PT07M52.00S,2022-02-09T03:49:15.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,43,52,2022-02-09T03:49:15Z,2270000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M52.00S,2022-02-09T03:49:16.0Z,2,REGULAR,substitution,out,[],1629162,,,1610612758,43,52,2022-02-09T03:49:22Z,2280000,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M52.00S,2022-02-09T03:49:16.0Z,2,REGULAR,substitution,in,[],1627736,,,1610612758,43,52,2022-02-09T03:49:22Z,2290000,,,0,,SUB in: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M39.00S,2022-02-09T03:49:43.9Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1628368,9.411957950065702,33.33333333333333,1610612758,45,52,2022-02-09T03:49:53Z,2300000,83.0,36.0,1,left,D. Fox 9' turnaround bank Jump Shot (9 PTS),[1628368],1610612758.0,SAC,turnaround bank,,,Fox,D. Fox,,,,,9.07,Made,,,,,9.0,,,,,,,,,,,,,
239,PT07M39.00S,2022-02-09T03:49:49.4Z,2,REGULAR,foul,personal,['1freethrow'],1627736,,,1610612758,45,52,2022-02-09T03:49:58Z,2310000,,,0,,M. Beasley shooting personal FOUL (1 PF) (Fox 1 FT),"[1627736, 1628368]",1610612750.0,MIN,shooting,,,Beasley,M. Beasley,,,,,,,,,,,,,,,202035.0,,1.0,0.0,Fox,1628368.0,,,,
241,PT07M39.00S,2022-02-09T03:50:10.0Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1628368,,,1610612758,46,52,2022-02-09T03:50:10Z,2330000,,,0,,D. Fox Free Throw 1 of 1 (10 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
242,PT07M25.00S,2022-02-09T03:50:25.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627736,90.75229960578186,60.049019607843135,1610612750,46,52,2022-02-09T03:50:30Z,2340000,50.0,34.0,1,right,MISS M. Beasley 6' driving Layup,[1627736],1610612750.0,MIN,driving,,,Beasley,M. Beasley,,,,,6.09,Missed,,,,,,,,,,,,,,,,,,
243,PT07M21.00S,2022-02-09T03:50:29.1Z,2,REGULAR,rebound,offensive,[],1629020,,,1610612750,46,52,2022-02-09T03:50:30Z,2350000,,,0,,J. Vanderbilt REBOUND (Off:4 Def:2),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,242.0,6.0,2.0,4.0,,,,,,,,,,,,,,
244,PT07M21.00S,2022-02-09T03:50:28.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629020,94.40999984741211,50.0,1610612750,46,54,2022-02-09T03:50:28Z,2360000,0.0,0.0,1,right,J. Vanderbilt tip Layup (2 PTS),[1629020],1610612750.0,MIN,tip,,,Vanderbilt,J. Vanderbilt,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,
245,PT07M18.00S,2022-02-09T03:50:38.5Z,2,REGULAR,foul,personal,[],1629020,,,1610612758,46,54,2022-02-09T03:50:51Z,2370000,,,0,,J. Vanderbilt personal FOUL (1 PF),"[1629020, 1630558]",1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,202035.0,,1.0,0.0,Mitchell,1630558.0,,,,
247,PT07M11.00S,2022-02-09T03:51:03.6Z,2,REGULAR,turnover,lost ball,[],1628368,,,1610612758,46,54,2022-02-09T03:51:09Z,2390000,,,0,,D. Fox lost ball TURNOVER (3 TO),"[1628368, 1627752]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,3.0,,,,,,,Prince,1627752.0
248,PT07M11.00S,2022-02-09T03:51:03.6Z,2,REGULAR,steal,,[],1627752,,,1610612750,46,54,2022-02-09T03:51:06Z,2400000,,,0,,T. Prince STEAL (2 STL),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M06.00S,2022-02-09T03:51:07.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629020,94.1688567674113,49.26470588235294,1610612750,46,56,2022-02-09T03:51:16Z,2410000,-4.0,2.0,1,right,J. Vanderbilt running DUNK (4 PTS) (T. Prince 1 AST),"[1629020, 1627752]",1610612750.0,MIN,running,,,Vanderbilt,J. Vanderbilt,,,,,0.44,Made,,,,,4.0,T. Prince,1627752.0,1.0,,,,,,,,,,
251,PT06M48.00S,2022-02-09T03:51:25.9Z,2,REGULAR,2pt,Jump Shot,[],1629002,21.50131406044678,33.82352941176471,1610612758,48,56,2022-02-09T03:51:30Z,2430000,81.0,150.0,1,left,C. Metu 17' Jump Shot (6 PTS),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,17.01,Made,,,,,6.0,,,,,,,,,,,,,
252,PT06M37.00S,2022-02-09T03:51:37.6Z,2,REGULAR,2pt,Jump Shot,[],1626156,79.05716162943496,69.6078431372549,1610612750,48,56,2022-02-09T03:51:46Z,2440000,98.0,144.0,1,right,MISS D. Russell 17' pullup Shot,[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,17.45,Missed,,,,,,,,,,,,,,,,,,
253,PT06M32.00S,2022-02-09T03:51:42.6Z,2,REGULAR,rebound,defensive,[],1628368,,,1610612758,48,56,2022-02-09T03:51:42Z,2450000,,,0,,D. Fox REBOUND (Off:0 Def:3),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,252.0,3.0,3.0,0.0,,,,,,,,,,,,,,
254,PT06M25.00S,2022-02-09T03:51:52.5Z,2,REGULAR,foul,personal,[],1627752,,,1610612758,48,56,2022-02-09T03:52:25Z,2460000,,,0,,T. Prince personal FOUL (2 PF),"[1627752, 1627745]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,202041.0,,2.0,0.0,Jones,1627745.0,,,,
256,PT06M25.00S,2022-02-09T03:52:10.0Z,2,REGULAR,substitution,out,[],1626156,,,1610612758,48,56,2022-02-09T03:52:25Z,2480000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M25.00S,2022-02-09T03:52:10.0Z,2,REGULAR,substitution,out,[],1629675,,,1610612758,48,56,2022-02-09T03:52:25Z,2490000,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M25.00S,2022-02-09T03:52:10.0Z,2,REGULAR,substitution,out,[],1627752,,,1610612758,48,56,2022-02-09T03:52:25Z,2500000,,,0,,SUB out: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M25.00S,2022-02-09T03:52:10.0Z,2,REGULAR,substitution,in,[],201976,,,1610612758,48,56,2022-02-09T03:52:25Z,2510000,,,0,,SUB in: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M25.00S,2022-02-09T03:52:10.0Z,2,REGULAR,substitution,in,[],1626157,,,1610612758,48,56,2022-02-09T03:52:25Z,2520000,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M25.00S,2022-02-09T03:52:10.0Z,2,REGULAR,substitution,in,[],1630162,,,1610612758,48,56,2022-02-09T03:52:25Z,2530000,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M19.00S,2022-02-09T03:52:42.3Z,2,REGULAR,foul,personal,[],1629020,,,1610612758,48,56,2022-02-09T03:52:50Z,2540000,,,0,,J. Vanderbilt personal FOUL (2 PF),"[1629020, 1629002]",1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,202035.0,,2.0,0.0,Metu,1629002.0,,,,
264,PT06M12.00S,2022-02-09T03:53:03.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629002,6.389618922470433,45.83333333333333,1610612758,50,56,2022-02-09T03:53:09Z,2560000,21.0,8.0,1,left,C. Metu cutting DUNK (8 PTS) (D. Jones 3 AST),"[1629002, 1627745]",1610612758.0,SAC,cutting,,,Metu,C. Metu,,,,,2.21,Made,,,,,8.0,D. Jones,1627745.0,3.0,,,,,,,,,,
266,PT05M55.00S,2022-02-09T03:53:23.8Z,2,REGULAR,foul,offensive,[],1630162,,,1610612750,50,56,2022-02-09T03:53:33Z,2580000,,,0,,A. Edwards offensive FOUL (1 PF),"[1630162, 1630558]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,202035.0,,1.0,0.0,Mitchell,1630558.0,,,,
268,PT05M55.00S,2022-02-09T03:53:23.8Z,2,REGULAR,turnover,offensive foul,[],1630162,,,1610612750,50,56,2022-02-09T03:53:23Z,2600000,,,0,,A. Edwards offensive foul TURNOVER (1 TO),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,202035.0,1.0,,,,,,,,
269,PT05M42.00S,2022-02-09T03:53:47.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628368,8.360709592641262,53.431372549019606,1610612758,50,56,2022-02-09T03:53:53Z,2610000,-17.0,26.0,1,left,MISS D. Fox driving floating Shot,[1628368],1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,3.13,Missed,,,,,,,,,,,,,,,,,,
270,PT05M37.00S,2022-02-09T03:53:52.2Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612750,50,56,2022-02-09T03:53:53Z,2620000,,,0,,K. Towns REBOUND (Off:2 Def:4),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,269.0,6.0,4.0,2.0,,,,,,,,,,,,,,
271,PT05M34.00S,2022-02-09T03:53:58.3Z,2,REGULAR,foul,personal,[],1630558,,,1610612750,50,56,2022-02-09T03:54:16Z,2630000,,,0,,D. Mitchell personal FOUL (2 PF),"[1630558, 201976]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,202035.0,,2.0,0.0,Beverley,201976.0,,,,
273,PT05M34.00S,2022-02-09T03:54:17.3Z,2,REGULAR,substitution,out,[],1629663,,,1610612750,50,56,2022-02-09T03:54:21Z,2650000,,,0,,SUB out: L. King,[1629663],1610612758.0,SAC,,,,King,L. King,,,,,,,,,,,,,,,,,,,,,,,,
274,PT05M34.00S,2022-02-09T03:54:17.3Z,2,REGULAR,substitution,in,[],203084,,,1610612750,50,56,2022-02-09T03:54:21Z,2660000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
275,PT05M28.00S,2022-02-09T03:54:32.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,93.24901445466492,43.38235294117647,1610612750,50,58,2022-02-09T03:54:36Z,2670000,-33.0,11.0,1,right,A. Edwards driving Layup (2 PTS) (P. Beverley 2 AST),"[1630162, 201976]",1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,3.49,Made,,,,,2.0,P. Beverley,201976.0,2.0,,,,,,,,,,
277,PT05M18.00S,2022-02-09T03:54:42.5Z,2,REGULAR,3pt,Jump Shot,[],203084,27.677398160315374,19.852941176470587,1610612758,53,58,2022-02-09T03:54:49Z,2690000,151.0,208.0,1,left,H. Barnes 25' 3PT pullup (13 PTS) (D. Jones 4 AST),"[203084, 1627745]",1610612758.0,SAC,pullup,,,Barnes,H. Barnes,,,,,25.66,Made,,,,,13.0,D. Jones,1627745.0,4.0,,,,,,,,,,
279,PT05M00.00S,2022-02-09T03:55:00.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,93.51182654402102,55.392156862745104,1610612750,53,58,2022-02-09T03:55:05Z,2710000,27.0,8.0,1,right,MISS K. Towns driving Layup,[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,2.83,Missed,,,,,,,,,,,,,,,,,,
280,PT04M58.00S,2022-02-09T03:55:02.8Z,2,REGULAR,rebound,offensive,[],1629020,,,1610612750,53,58,2022-02-09T03:55:05Z,2720000,,,0,,J. Vanderbilt REBOUND (Off:5 Def:2),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,279.0,7.0,2.0,5.0,,,,,,,,,,,,,,
281,PT04M58.00S,2022-02-09T03:55:03.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629020,93.51182654402102,45.34313725490196,1610612750,53,60,2022-02-09T03:55:37Z,2730000,-23.0,8.0,1,right,J. Vanderbilt putback Layup (6 PTS),[1629020],1610612750.0,MIN,putback,,,Vanderbilt,J. Vanderbilt,,,,,2.48,Made,,,,,6.0,,,,,,,,,,,,,
282,PT04M46.00S,2022-02-09T03:55:15.0Z,2,REGULAR,3pt,Jump Shot,[],1628368,32.013797634691194,43.13725490196079,1610612758,56,60,2022-02-09T03:55:19Z,2740000,34.0,248.0,1,left,D. Fox 25' 3PT  (13 PTS) (C. Metu 1 AST),"[1628368, 1629002]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,25.08,Made,,,,,13.0,C. Metu,1629002.0,1.0,,,,,,,,,,
