actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
536,PT00M09.00S,2021-12-18T04:50:26.9Z,3,REGULAR,turnover,lost ball,[],1629620,,,1610612758,75,89,2021-12-18T04:50:38Z,5280000,,,0,,J. Robinson lost ball TURNOVER (1 TO),"[1629620, 1630214]",1610612758.0,SAC,,,,Robinson,J. Robinson,,,,,,,,,,,,,,,,,,,,,,1.0,Tillman,1630214.0
537,PT00M09.00S,2021-12-18T04:50:26.9Z,3,REGULAR,steal,,[],1630214,,,1610612763,75,89,2021-12-18T04:50:29Z,5290000,,,0,,X. Tillman STEAL (1 STL),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,
538,PT00M05.00S,2021-12-18T04:50:31.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630217,91.40932982917214,50.49019607843137,1610612763,75,89,2021-12-18T04:50:44Z,5300000,2.0,28.0,1,right,MISS D. Bane running Layup,[1630217],1610612763.0,MEM,running,,,Bane,D. Bane,,,,,2.84,Missed,,,,,,,,,,,,,,,,,,
539,PT00M01.70S,2021-12-18T04:50:37.6Z,3,REGULAR,rebound,offensive,[],1629001,,,1610612763,75,89,2021-12-18T04:50:37Z,5310000,,,0,,D. Melton REBOUND (Off:1 Def:2),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,538.0,3.0,2.0,1.0,,,,,,,,,,,,,,
540,PT00M01.70S,2021-12-18T04:50:37.6Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1629001,94.40999984741211,50.0,1610612763,75,91,2021-12-18T04:55:53Z,5320000,0.0,0.0,1,right,D. Melton tip DUNK (14 PTS),[1629001],1610612763.0,MEM,tip,,,Melton,D. Melton,,,,,0.0,Made,,,,,14.0,,,,,,,,,,,,,
541,PT00M00.00S,2021-12-18T04:50:40.4Z,3,REGULAR,3pt,Jump Shot,[],203090,7.966491458607096,2.450980392156863,1610612758,75,91,2021-12-18T04:50:51Z,5330000,238.0,22.0,1,left,MISS M. Harkless 3PT,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,23.88,Missed,,,,,,,,,,,,,,,,,,
542,PT00M00.00S,2021-12-18T04:50:40.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612758,75,91,2021-12-18T04:50:51Z,5340000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,541.0,,,,,,,,,,,,,,,,,
543,PT00M00.00S,2021-12-18T04:50:45.9Z,3,REGULAR,period,end,[],0,,,1610612758,75,91,2021-12-18T04:50:45Z,5350000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT12M00.00S,2021-12-18T04:52:57.4Z,4,REGULAR,substitution,out,['startperiod'],203090,,,1610612758,75,91,2021-12-18T04:53:23Z,5360000,,,0,,SUB out: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,
545,PT12M00.00S,2021-12-18T04:52:57.4Z,4,REGULAR,substitution,out,['startperiod'],1630186,,,1610612758,75,91,2021-12-18T04:53:23Z,5370000,,,0,,SUB out: J. Ramsey,[1630186],1610612758.0,SAC,,,,Ramsey,J. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,
546,PT12M00.00S,2021-12-18T04:52:57.4Z,4,REGULAR,substitution,out,['startperiod'],1629674,,,1610612758,75,91,2021-12-18T04:53:23Z,5380000,,,0,,SUB out: N. Queta,[1629674],1610612758.0,SAC,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,
547,PT12M00.00S,2021-12-18T04:52:57.4Z,4,REGULAR,substitution,out,['startperiod'],1629620,,,1610612758,75,91,2021-12-18T04:53:23Z,5390000,,,0,,SUB out: J. Robinson,[1629620],1610612758.0,SAC,,,,Robinson,J. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
548,PT12M00.00S,2021-12-18T04:52:57.4Z,4,REGULAR,substitution,out,['startperiod'],1629001,,,1610612758,75,91,2021-12-18T04:53:23Z,5400000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,
549,PT12M00.00S,2021-12-18T04:52:57.4Z,4,REGULAR,substitution,out,['startperiod'],203937,,,1610612758,75,91,2021-12-18T04:53:23Z,5410000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,
550,PT12M00.00S,2021-12-18T04:52:57.4Z,4,REGULAR,substitution,in,['startperiod'],1630169,,,1610612758,75,91,2021-12-18T04:53:23Z,5420000,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
551,PT12M00.00S,2021-12-18T04:52:57.4Z,4,REGULAR,substitution,in,['startperiod'],202684,,,1610612758,75,91,2021-12-18T04:53:23Z,5430000,,,0,,SUB in: T. Thompson,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
552,PT12M00.00S,2021-12-18T04:52:57.4Z,4,REGULAR,substitution,in,['startperiod'],1627741,,,1610612758,75,91,2021-12-18T04:53:23Z,5440000,,,0,,SUB in: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,
553,PT12M00.00S,2021-12-18T04:52:57.4Z,4,REGULAR,substitution,in,['startperiod'],203084,,,1610612758,75,91,2021-12-18T04:53:23Z,5450000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
554,PT12M00.00S,2021-12-18T04:52:57.4Z,4,REGULAR,substitution,in,['startperiod'],1629681,,,1610612758,75,91,2021-12-18T04:53:23Z,5460000,,,0,,SUB in: K. Tillie,[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,,,,,,,,,,
555,PT12M00.00S,2021-12-18T04:52:57.4Z,4,REGULAR,substitution,in,['startperiod'],1628991,,,1610612758,75,91,2021-12-18T04:53:23Z,5470000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,
556,PT12M00.00S,2021-12-18T04:53:26.9Z,4,REGULAR,period,start,[],0,,,1610612763,75,91,2021-12-18T04:53:26Z,5480000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT11M42.00S,2021-12-18T04:53:44.8Z,4,REGULAR,3pt,Jump Shot,[],1630217,73.53810775295663,16.911764705882355,1610612763,75,94,2021-12-18T04:53:50Z,5490000,-165.0,196.0,1,right,D. Bane 25' 3PT  (19 PTS) (J. Jackson Jr. 1 AST),"[1630217, 1628991]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,25.66,Made,,,,,19.0,,,,,,J. Jackson Jr.,1628991.0,1.0,,,,,
560,PT11M30.00S,2021-12-18T04:54:13.6Z,4,REGULAR,foul,personal,['2freethrow'],1630214,,,1610612758,75,94,2021-12-18T04:54:25Z,5520000,,,0,,X. Tillman shooting personal FOUL (1 PF) (Metu 2 FT),"[1630214, 1629002]",1610612763.0,MEM,shooting,,,Tillman,X. Tillman,,,,,,,,,,,,1363.0,1.0,0.0,Metu,1629002.0,,,,,,,,
562,PT11M30.00S,2021-12-18T04:54:26.3Z,4,REGULAR,freethrow,1 of 2,[],1629002,,,1610612758,76,94,2021-12-18T04:54:26Z,5540000,,,0,,C. Metu Free Throw 1 of 2 (13 PTS),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
563,PT11M30.00S,2021-12-18T04:54:40.3Z,4,REGULAR,freethrow,2 of 2,[],1629002,,,1610612758,77,94,2021-12-18T04:54:40Z,5550000,,,0,,C. Metu Free Throw 2 of 2 (14 PTS),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
564,PT11M14.00S,2021-12-18T04:55:00.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,89.83245729303549,49.754901960784316,1610612763,77,96,2021-12-18T04:55:09Z,5560000,-1.0,43.0,1,right,J. Jackson Jr. cutting Layup (14 PTS) (X. Tillman 3 AST),"[1628991, 1630214]",1610612763.0,MEM,cutting,,,Jackson Jr.,J. Jackson Jr.,,,,,4.31,Made,,,,,14.0,,,,,,X. Tillman,1630214.0,3.0,,,,,
566,PT11M14.00S,2021-12-18T04:55:03.8Z,4,REGULAR,foul,personal,['1freethrow'],203084,,,1610612763,77,96,2021-12-18T04:55:19Z,5580000,,,0,,H. Barnes shooting personal FOUL (2 PF) (Jackson Jr. 1 FT),"[203084, 1628991]",1610612758.0,SAC,shooting,,,Barnes,H. Barnes,,,,,,,,,,,,1363.0,2.0,0.0,Jackson Jr.,1628991.0,,,,,,,,
568,PT11M14.00S,2021-12-18T04:55:25.9Z,4,REGULAR,freethrow,1 of 1,[],1628991,,,1610612763,77,97,2021-12-18T04:55:25Z,5600000,,,0,,J. Jackson Jr. Free Throw 1 of 1 (15 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
569,PT11M02.00S,2021-12-18T04:55:39.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202684,11.383048620236531,49.26470588235294,1610612758,77,97,2021-12-18T04:55:45Z,5610000,4.0,55.0,1,left,MISS T. Thompson turnaround Shot,[202684],1610612758.0,SAC,turnaround,,,Thompson,T. Thompson,,,,,5.46,Missed,,,,,,,,,,,,,,,,,,
570,PT10M59.00S,2021-12-18T04:55:42.5Z,4,REGULAR,rebound,defensive,[],1630214,,,1610612763,77,97,2021-12-18T04:55:45Z,5620000,,,0,,X. Tillman REBOUND (Off:1 Def:4),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,569.0,5.0,4.0,1.0,,,,,,,,,,,,,,
571,PT10M47.00S,2021-12-18T04:55:54.6Z,4,REGULAR,3pt,Jump Shot,[],1629681,66.83639947437582,40.931372549019606,1610612763,77,100,2021-12-18T04:56:00Z,5630000,-45.0,259.0,1,right,K. Tillie 26' 3PT  (8 PTS) (J. Jackson Jr. 2 AST),"[1629681, 1628991]",1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,26.31,Made,,,,,8.0,,,,,,J. Jackson Jr.,1628991.0,2.0,,,,,
573,PT10M35.00S,2021-12-18T04:56:09.6Z,4,REGULAR,turnover,out-of-bounds,[],1629002,,,1610612758,77,100,2021-12-18T04:56:18Z,5650000,,,0,,C. Metu lost ball out-of-bounds TURNOVER (3 TO),[1629002],1610612758.0,SAC,lost ball,,,Metu,C. Metu,,,,,,,,,,,,1363.0,,,,,,,,,,3.0,,
574,PT10M20.00S,2021-12-18T04:56:30.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630217,71.56701708278581,76.7156862745098,1610612763,77,103,2021-12-18T04:58:37Z,5660000,134.0,215.0,1,right,D. Bane 25' 3PT pullup (22 PTS),[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,25.3,Made,,,,,22.0,,,,,,,,,,,,,
575,PT10M18.00S,2021-12-18T04:56:38.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,77,103,2021-12-18T04:56:38Z,5670000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT09M58.00S,2021-12-18T04:59:52.5Z,4,REGULAR,foul,personal,['2freethrow'],1629681,,,1610612758,77,103,2021-12-18T05:00:09Z,5680000,,,0,,K. Tillie shooting personal FOUL (4 PF) (Barnes 2 FT),"[1629681, 203084]",1610612763.0,MEM,shooting,,,Tillie,K. Tillie,,,,,,,,,,,,2534.0,4.0,0.0,Barnes,203084.0,,,,,,,,
578,PT09M58.00S,2021-12-18T05:00:23.9Z,4,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,78,103,2021-12-18T05:00:23Z,5700000,,,0,,H. Barnes Free Throw 1 of 2 (19 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,,,,,19.0,,,,,,,,,,,,,
579,PT09M58.00S,2021-12-18T05:00:34.9Z,4,REGULAR,freethrow,2 of 2,[],203084,,,1610612758,79,103,2021-12-18T05:00:34Z,5710000,,,0,,H. Barnes Free Throw 2 of 2 (20 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,,,,,20.0,,,,,,,,,,,,,
580,PT09M44.00S,2021-12-18T05:00:55.8Z,4,REGULAR,foul,offensive,[],1628991,,,1610612763,79,103,2021-12-18T05:01:12Z,5720000,,,0,,J. Jackson Jr. offensive FOUL (4 PF),"[1628991, 203084]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,1363.0,4.0,0.0,Barnes,203084.0,,,,,,,,
582,PT09M44.00S,2021-12-18T05:00:55.8Z,4,REGULAR,turnover,offensive foul,[],1628991,,,1610612763,79,103,2021-12-18T05:00:55Z,5740000,,,0,,J. Jackson Jr. offensive foul TURNOVER (3 TO),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,1363.0,,,,,,,,,,3.0,,
583,PT09M39.00S,2021-12-18T05:01:08.8Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1630169,15.588042049934298,76.7156862745098,1610612758,81,103,2021-12-18T05:01:16Z,5750000,-134.0,94.0,1,left,T. Haliburton 16' pullup Jump Shot (19 PTS),[1630169],1610612758.0,SAC,pullup,,,Haliburton,T. Haliburton,,,,,16.34,Made,,,,,19.0,,,,,,,,,,,,,
584,PT09M22.00S,2021-12-18T05:01:25.0Z,4,REGULAR,turnover,bad pass,[],1630214,,,1610612763,81,103,2021-12-18T05:01:34Z,5760000,,,0,,X. Tillman bad pass TURNOVER (1 TO),"[1630214, 1629002]",1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,1.0,Metu,1629002.0
585,PT09M22.00S,2021-12-18T05:01:25.0Z,4,REGULAR,steal,,[],1629002,,,1610612758,81,103,2021-12-18T05:03:14Z,5770000,,,0,,C. Metu STEAL (1 STL),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,
586,PT09M14.00S,2021-12-18T05:01:33.1Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630169,11.777266754270697,41.911764705882355,1610612758,83,103,2021-12-18T05:01:42Z,5780000,40.0,58.0,1,left,T. Haliburton 7' floating Jump Shot (21 PTS),[1630169],1610612758.0,SAC,floating,,,Haliburton,T. Haliburton,,,,,7.08,Made,,,,,21.0,,,,,,,,,,,,,
587,PT09M14.00S,2021-12-18T05:01:40.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,83,103,2021-12-18T05:01:40Z,5790000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT09M14.00S,2021-12-18T05:04:01.2Z,4,REGULAR,substitution,out,[],1630214,,,1610612763,83,103,2021-12-18T05:04:19Z,5800000,,,0,,SUB out: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,
589,PT09M14.00S,2021-12-18T05:04:01.2Z,4,REGULAR,substitution,out,[],1629723,,,1610612763,83,103,2021-12-18T05:04:19Z,5810000,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,
590,PT09M14.00S,2021-12-18T05:04:01.2Z,4,REGULAR,substitution,in,[],203500,,,1610612763,83,103,2021-12-18T05:04:19Z,5820000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,
591,PT09M14.00S,2021-12-18T05:04:01.2Z,4,REGULAR,substitution,in,[],1628415,,,1610612763,83,103,2021-12-18T05:04:19Z,5830000,,,0,,SUB in: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,
592,PT08M52.00S,2021-12-18T05:04:50.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,83.13074901445466,41.911764705882355,1610612763,83,105,2021-12-18T05:04:57Z,5840000,-40.0,106.0,1,right,D. Brooks 11' turnaround Jump Shot (21 PTS),[1628415],1610612763.0,MEM,turnaround,,,Brooks,D. Brooks,,,,,11.35,Made,,,,,21.0,,,,,,,,,,,,,
593,PT08M35.00S,2021-12-18T05:05:07.3Z,4,REGULAR,3pt,Jump Shot,[],1627741,32.670827858081466,45.588235294117645,1610612758,86,105,2021-12-18T05:05:11Z,5850000,22.0,255.0,1,left,B. Hield 25' 3PT  (12 PTS) (T. Haliburton 9 AST),"[1627741, 1630169]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,25.56,Made,,,,,12.0,,,,,,T. Haliburton,1630169.0,9.0,,,,,
595,PT08M22.00S,2021-12-18T05:05:20.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,92.32917214191852,41.911764705882355,1610612763,86,105,2021-12-18T05:05:25Z,5870000,-40.0,20.0,1,right,MISS D. Brooks driving Layup,[1628415],1610612763.0,MEM,driving,,,Brooks,D. Brooks,,,,,4.49,Missed,,,,,,,,,,,,,,,,,,
596,PT08M20.00S,2021-12-18T05:05:22.6Z,4,REGULAR,rebound,defensive,[],202684,,,1610612758,86,105,2021-12-18T05:19:31Z,5880000,,,0,,T. Thompson REBOUND (Off:3 Def:4),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,595.0,7.0,4.0,3.0,,,,,,,,,,,,,,
597,PT08M08.00S,2021-12-18T05:05:35.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,12.302890932982917,49.50980392156863,1610612758,86,105,2021-12-18T05:05:40Z,5890000,2.0,63.0,1,left,MISS T. Haliburton 6' driving Layup,[1630169],1610612758.0,SAC,driving,,,Haliburton,T. Haliburton,,,,,6.31,Missed,,,,,,,,,,,,,,,,,,
598,PT08M05.00S,2021-12-18T05:05:38.1Z,4,REGULAR,rebound,defensive,[],1628415,,,1610612763,86,105,2021-12-18T05:05:40Z,5900000,,,0,,D. Brooks REBOUND (Off:2 Def:2),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,597.0,4.0,2.0,2.0,,,,,,,,,,,,,,
599,PT07M56.00S,2021-12-18T05:05:46.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629681,93.64323258869908,54.90196078431373,1610612763,86,105,2021-12-18T05:05:51Z,5910000,25.0,7.0,1,right,MISS K. Tillie driving Layup,[1629681],1610612763.0,MEM,driving,,,Tillie,K. Tillie,,,,,2.56,Missed,,,,,,,,,,,,,,,,,,
600,PT07M53.00S,2021-12-18T05:05:49.6Z,4,REGULAR,rebound,defensive,[],203084,,,1610612758,86,105,2021-12-18T05:05:51Z,5920000,,,0,,H. Barnes REBOUND (Off:1 Def:3),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,599.0,4.0,3.0,1.0,,,,,,,,,,,,,,
601,PT07M46.00S,2021-12-18T05:05:57.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203084,7.440867279894875,44.85294117647059,1610612758,86,105,2021-12-18T05:06:04Z,5930000,26.0,17.0,1,left,MISS H. Barnes driving Layup - blocked,"[203084, 1628991]",1610612758.0,SAC,driving,,,Barnes,H. Barnes,,,,,3.1,Missed,,,,,,,,,,,,,,Jackson Jr.,1628991.0,,,
602,PT07M46.00S,2021-12-18T05:05:57.9Z,4,REGULAR,block,,[],1628991,,,1610612758,86,105,2021-12-18T05:06:00Z,5940000,,,0,,J. Jackson Jr. BLOCK (2 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,
603,PT07M46.00S,2021-12-18T05:05:57.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612758,86,105,2021-12-18T05:06:04Z,5950000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,601.0,,,,,,,,,,,,,,,,,
604,PT07M46.00S,2021-12-18T05:06:02.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,86,105,2021-12-18T05:06:02Z,5960000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT07M40.00S,2021-12-18T05:06:18.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,23.866622864651774,11.519607843137255,1610612758,89,105,2021-12-18T05:06:25Z,5970000,192.0,172.0,1,left,B. Hield 25' 3PT pullup (15 PTS),[1627741],1610612758.0,SAC,pullup,,,Hield,B. Hield,,,,,25.79,Made,,,,,15.0,,,,,,,,,,,,,
606,PT07M26.00S,2021-12-18T05:06:33.1Z,4,REGULAR,foul,personal,['2freethrow'],1630169,,,1610612763,89,105,2021-12-18T05:06:52Z,5980000,,,0,,T. Haliburton shooting personal FOUL (1 PF) (Bane 2 FT),"[1630169, 1630217]",1610612758.0,SAC,shooting,,,Haliburton,T. Haliburton,,,,,,,,,,,,2534.0,1.0,0.0,Bane,1630217.0,,,,,,,,
608,PT07M26.00S,2021-12-18T05:07:05.2Z,4,REGULAR,freethrow,1 of 2,[],1630217,,,1610612763,89,106,2021-12-18T05:07:05Z,6000000,,,0,,D. Bane Free Throw 1 of 2 (23 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,Made,,,,,23.0,,,,,,,,,,,,,
609,PT07M26.00S,2021-12-18T05:07:06.9Z,4,REGULAR,substitution,out,[],1629681,,,1610612763,89,106,2021-12-18T05:07:11Z,6010000,,,0,,SUB out: K. Tillie,[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,,,,,,,,,,
610,PT07M26.00S,2021-12-18T05:07:06.9Z,4,REGULAR,substitution,in,[],1626145,,,1610612763,89,106,2021-12-18T05:07:11Z,6020000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,
611,PT07M26.00S,2021-12-18T05:07:21.3Z,4,REGULAR,freethrow,2 of 2,[],1630217,,,1610612763,89,107,2021-12-18T05:07:21Z,6030000,,,0,,D. Bane Free Throw 2 of 2 (24 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,Made,,,,,24.0,,,,,,,,,,,,,
612,PT07M11.00S,2021-12-18T05:07:36.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629002,6.652431011826544,49.50980392156863,1610612758,91,107,2021-12-18T05:07:47Z,6040000,2.0,10.0,1,left,C. Metu alley-oop DUNK (16 PTS) (T. Haliburton 10 AST),"[1629002, 1630169]",1610612758.0,SAC,alley-oop,,,Metu,C. Metu,,,,,1.03,Made,,,,,16.0,,,,,,T. Haliburton,1630169.0,10.0,,,,,
614,PT06M56.00S,2021-12-18T05:07:52.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628991,93.11760840998686,50.0,1610612763,91,109,2021-12-18T05:08:24Z,6060000,0.0,12.0,1,right,J. Jackson Jr. driving DUNK (17 PTS) (T. Jones 4 AST),"[1628991, 1626145]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,1.22,Made,,,,,17.0,,,,,,T. Jones,1626145.0,4.0,,,,,
616,PT06M28.00S,2021-12-18T05:08:20.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202684,7.178055190538765,45.09803921568628,1610612758,93,109,2021-12-18T05:08:27Z,6080000,25.0,15.0,1,left,T. Thompson Layup (8 PTS),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,2.87,Made,,,,,8.0,,,,,,,,,,,,,
617,PT06M12.00S,2021-12-18T05:08:39.6Z,4,REGULAR,foul,personal,['2freethrow'],1629002,,,1610612763,93,109,2021-12-18T05:09:01Z,6090000,,,0,,C. Metu shooting personal FOUL (2 PF) (Jackson Jr. 2 FT),"[1629002, 1628991]",1610612758.0,SAC,shooting,,,Metu,C. Metu,,,,,,,,,,,,1363.0,2.0,0.0,Jackson Jr.,1628991.0,,,,,,,,
619,PT06M12.00S,2021-12-18T05:09:10.1Z,4,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,93,110,2021-12-18T05:09:10Z,6110000,,,0,,J. Jackson Jr. Free Throw 1 of 2 (18 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Made,,,,,18.0,,,,,,,,,,,,,
620,PT06M12.00S,2021-12-18T05:09:11.6Z,4,REGULAR,substitution,out,[],1630169,,,1610612763,93,110,2021-12-18T05:09:28Z,6120000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
621,PT06M12.00S,2021-12-18T05:09:11.6Z,4,REGULAR,substitution,out,[],1630217,,,1610612763,93,110,2021-12-18T05:09:28Z,6130000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,
622,PT06M12.00S,2021-12-18T05:09:11.6Z,4,REGULAR,substitution,in,[],1630186,,,1610612763,93,110,2021-12-18T05:09:28Z,6140000,,,0,,SUB in: J. Ramsey,[1630186],1610612758.0,SAC,,,,Ramsey,J. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,
623,PT06M12.00S,2021-12-18T05:09:11.6Z,4,REGULAR,substitution,in,[],1629001,,,1610612763,93,110,2021-12-18T05:09:28Z,6150000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,
624,PT06M12.00S,2021-12-18T05:09:48.7Z,4,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,93,111,2021-12-18T05:09:48Z,6160000,,,0,,J. Jackson Jr. Free Throw 2 of 2 (19 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Made,,,,,19.0,,,,,,,,,,,,,
625,PT05M57.00S,2021-12-18T05:10:05.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],202684,6.258212877792378,48.03921568627451,1610612758,95,111,2021-12-18T05:10:11Z,6170000,10.0,6.0,1,left,T. Thompson DUNK (10 PTS) (B. Hield 1 AST),"[202684, 1627741]",1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,1.17,Made,,,,,10.0,,,,,,B. Hield,1627741.0,1.0,,,,,
