actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
269,PT02M27.00S,2021-12-30T04:29:23.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628963,10.068988173455978,46.32352941176471,1610612758,43,41,2021-12-30T04:29:29Z,2670000,18.0,42.0,1,left,MISS M. Bagley III driving Layup - blocked,"[1628963, 204001]",1610612758.0,SAC,driving,,,Bagley III,M. Bagley III,,,,,4.59,Missed,Porzingis,204001.0,,,,,,,,,,,,,,,,,
270,PT02M27.00S,2021-12-30T04:29:23.9Z,2,REGULAR,block,,[],204001,,,1610612758,43,41,2021-12-30T04:29:26Z,2680000,,,0,,K. Porzingis BLOCK (2 BLK),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT02M24.00S,2021-12-30T04:29:26.9Z,2,REGULAR,rebound,defensive,[],204001,,,1610612742,43,41,2021-12-30T04:29:29Z,2690000,,,0,,K. Porzingis REBOUND (Off:1 Def:2),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,269.0,3.0,2.0,1.0,,,,,,,,,,,,,
272,PT02M18.00S,2021-12-30T04:29:32.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203939,94.03745072273325,52.20588235294118,1610612742,43,43,2021-12-30T04:31:39Z,2700000,11.0,4.0,1,right,D. Powell running alley-oop Layup (2 PTS) (I. Thomas 3 AST),"[203939, 202738]",1610612742.0,DAL,running alley-oop,,,Powell,D. Powell,,,,,1.15,Made,,,,,,,2.0,,,,,,I. Thomas,202738.0,3.0,,,,
274,PT02M01.00S,2021-12-30T04:29:48.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,12.434296977660972,47.05882352941176,1610612758,45,43,2021-12-30T04:29:56Z,2720000,15.0,64.0,1,left,H. Barnes 6' floating Jump Shot (4 PTS) (T. Haliburton 6 AST),"[203084, 1630169]",1610612758.0,SAC,floating,,,Barnes,H. Barnes,,,,,6.61,Made,,,,,,,4.0,,,,,,T. Haliburton,1630169.0,6.0,,,,
276,PT01M51.00S,2021-12-30T04:29:59.8Z,2,REGULAR,3pt,Jump Shot,[],202738,67.62483574244416,59.31372549019608,1610612742,45,43,2021-12-30T04:32:17Z,2740000,47.0,252.0,1,right,MISS I. Thomas 25' pullup 3PT,[202738],1610612742.0,DAL,pullup,,,Thomas,I. Thomas,,,,,25.61,Missed,,,,,,,,,,,,,,,,,,,
277,PT01M48.00S,2021-12-30T04:30:02.8Z,2,REGULAR,rebound,defensive,[],203084,,,1610612758,45,43,2021-12-30T04:30:04Z,2750000,,,0,,H. Barnes REBOUND (Off:0 Def:5),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,276.0,5.0,5.0,0.0,,,,,,,,,,,,,
278,PT01M40.00S,2021-12-30T04:30:13.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627827,,,1610612758,45,43,2021-12-30T04:30:25Z,2760000,,,0,,D. Finney-Smith personal FOUL (3 PF) (Barnes 2 FT),"[1627827, 203084]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,1627964.0,3.0,0.0,Barnes,203084.0,,,,,,,
280,PT01M40.00S,2021-12-30T04:30:39.1Z,2,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,46,43,2021-12-30T04:30:39Z,2780000,,,0,,H. Barnes Free Throw 1 of 2 (5 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,,,,,,,5.0,,,,,,,,,,,,
281,PT01M40.00S,2021-12-30T04:30:44.4Z,2,REGULAR,substitution,out,[],1630169,,,1610612758,46,43,2021-12-30T04:30:58Z,2790000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT01M40.00S,2021-12-30T04:30:44.4Z,2,REGULAR,substitution,out,[],1627827,,,1610612758,46,43,2021-12-30T04:30:58Z,2800000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT01M40.00S,2021-12-30T04:30:44.4Z,2,REGULAR,substitution,out,[],202738,,,1610612758,46,43,2021-12-30T04:30:58Z,2810000,,,0,,SUB out: I. Thomas,[202738],1610612742.0,DAL,,,,Thomas,I. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT01M40.00S,2021-12-30T04:30:44.4Z,2,REGULAR,substitution,in,[],1630558,,,1610612758,46,43,2021-12-30T04:30:58Z,2820000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT01M40.00S,2021-12-30T04:30:44.4Z,2,REGULAR,substitution,in,[],1628973,,,1610612758,46,43,2021-12-30T04:30:58Z,2830000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT01M40.00S,2021-12-30T04:30:44.4Z,2,REGULAR,substitution,in,[],1628373,,,1610612758,46,43,2021-12-30T04:30:58Z,2840000,,,0,,SUB in: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT01M40.00S,2021-12-30T04:31:02.4Z,2,REGULAR,freethrow,2 of 2,[],203084,,,1610612758,47,43,2021-12-30T04:31:02Z,2850000,,,0,,H. Barnes Free Throw 2 of 2 (6 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,,,,,,,6.0,,,,,,,,,,,,
288,PT01M32.00S,2021-12-30T04:31:14.3Z,2,REGULAR,foul,personal,[],1627745,,,1610612742,47,43,2021-12-30T04:31:22Z,2860000,,,0,,D. Jones personal FOUL (2 PF),"[1627745, 203939]",1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,1628484.0,2.0,0.0,Powell,203939.0,,,,,,,
290,PT01M24.00S,2021-12-30T04:31:44.6Z,2,REGULAR,3pt,Jump Shot,[],1630182,68.41327201051249,67.8921568627451,1610612742,47,43,2021-12-30T04:31:48Z,2880000,89.0,244.0,1,right,MISS J. Green 26' 3PT,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,26.03,Missed,,,,,,,,,,,,,,,,,,,
291,PT01M20.00S,2021-12-30T04:31:48.6Z,2,REGULAR,rebound,defensive,[],1630558,,,1610612758,47,43,2021-12-30T04:31:48Z,2890000,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,290.0,1.0,1.0,0.0,,,,,,,,,,,,,
292,PT01M04.00S,2021-12-30T04:32:04.5Z,2,REGULAR,3pt,Jump Shot,[],203084,5.075558475689881,96.07843137254902,1610612758,50,43,2021-12-30T04:32:09Z,2900000,-230.0,-5.0,1,left,H. Barnes 3PT step back (9 PTS) (D. Jones 2 AST),"[203084, 1627745]",1610612758.0,SAC,step back,,,Barnes,H. Barnes,,,,,23.04,Made,,,,,,,9.0,,,,,,D. Jones,1627745.0,2.0,,,,
294,PT00M49.30S,2021-12-30T04:32:42.8Z,2,REGULAR,turnover,lost ball,[],1628973,,,1610612742,50,43,2021-12-30T04:32:46Z,2920000,,,0,,J. Brunson lost ball TURNOVER (1 TO),"[1628973, 1628963]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,1.0,Bagley III,1628963.0,
295,PT00M49.30S,2021-12-30T04:32:42.8Z,2,REGULAR,steal,,[],1628963,,,1610612758,50,43,2021-12-30T04:32:44Z,2930000,,,0,,M. Bagley III STEAL (1 STL),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT00M35.80S,2021-12-30T04:32:56.3Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630558,17.821944809461236,75.0,1610612758,52,43,2021-12-30T04:33:01Z,2940000,-125.0,115.0,1,left,D. Mitchell 16' pullup Jump Shot (9 PTS),[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,16.99,Made,,,,,,,9.0,,,,,,,,,,,,
297,PT00M19.50S,2021-12-30T04:33:16.6Z,2,REGULAR,2pt,Jump Shot,[],1628973,91.5407358738502,27.205882352941174,1610612742,52,43,2021-12-30T04:33:24Z,2950000,-114.0,27.0,1,right,MISS J. Brunson 11' step back Shot,[1628973],1610612742.0,DAL,step back,,,Brunson,J. Brunson,,,,,11.72,Missed,,,,,,,,,,,,,,,,,,,
298,PT00M16.60S,2021-12-30T04:33:19.6Z,2,REGULAR,rebound,defensive,[],1627745,,,1610612758,52,43,2021-12-30T04:33:19Z,2960000,,,0,,D. Jones REBOUND (Off:2 Def:3),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,297.0,5.0,3.0,2.0,,,,,,,,,,,,,
299,PT00M01.60S,2021-12-30T04:33:34.6Z,2,REGULAR,3pt,Jump Shot,[],1630558,31.61957950065703,38.970588235294116,1610612758,55,43,2021-12-30T04:33:40Z,2970000,55.0,245.0,1,left,D. Mitchell 25' 3PT pullup (12 PTS),[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,25.08,Made,,,,,,,12.0,,,,,,,,,,,,
300,PT00M00.00S,2021-12-30T04:33:46.7Z,2,REGULAR,period,end,[],0,,,1610612742,55,43,2021-12-30T04:33:46Z,2980000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT12M00.00S,2021-12-30T04:48:29.1Z,3,REGULAR,substitution,out,['startperiod'],1627745,,,1610612742,55,43,2021-12-30T04:49:08Z,2990000,,,0,,SUB out: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT12M00.00S,2021-12-30T04:48:29.1Z,3,REGULAR,substitution,out,['startperiod'],1630558,,,1610612742,55,43,2021-12-30T04:49:08Z,3000000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT12M00.00S,2021-12-30T04:48:29.1Z,3,REGULAR,substitution,out,['startperiod'],1630182,,,1610612742,55,43,2021-12-30T04:49:08Z,3010000,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT12M00.00S,2021-12-30T04:48:29.1Z,3,REGULAR,substitution,in,['startperiod'],1630169,,,1610612742,55,43,2021-12-30T04:49:08Z,3020000,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT12M00.00S,2021-12-30T04:48:29.1Z,3,REGULAR,substitution,in,['startperiod'],1626158,,,1610612742,55,43,2021-12-30T04:49:08Z,3030000,,,0,,SUB in: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT12M00.00S,2021-12-30T04:48:29.1Z,3,REGULAR,substitution,in,['startperiod'],1627827,,,1610612742,55,43,2021-12-30T04:49:08Z,3040000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT12M00.00S,2021-12-30T04:49:10.9Z,3,REGULAR,period,start,[],0,,,1610612742,55,43,2021-12-30T04:49:10Z,3050000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT11M45.00S,2021-12-30T04:49:24.9Z,3,REGULAR,2pt,Jump Shot,[],1628973,19.136005256241788,74.01960784313727,1610612742,55,45,2021-12-30T04:49:29Z,3060000,-120.0,127.0,1,left,J. Brunson 17' pullup Jump Shot (11 PTS),[1628973],1610612742.0,DAL,pullup,,,Brunson,J. Brunson,,,,,17.51,Made,,,,,,,11.0,,,,,,,,,,,,
309,PT11M31.00S,2021-12-30T04:49:45.9Z,3,REGULAR,foul,personal,[],1627827,,,1610612758,55,45,2021-12-30T04:52:47Z,3070000,,,0,,D. Finney-Smith personal FOUL (4 PF),"[1627827, 203084]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,1627964.0,4.0,0.0,Barnes,203084.0,,,,,,,
311,PT11M18.00S,2021-12-30T04:50:14.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,81.15965834428384,35.294117647058826,1610612758,57,45,2021-12-30T04:50:18Z,3090000,-74.0,125.0,1,right,D. Fox 14' fadeaway Jump Shot (10 PTS),[1628368],1610612758.0,SAC,fadeaway,,,Fox,D. Fox,,,,,14.47,Made,,,,,,,10.0,,,,,,,,,,,,
312,PT10M54.00S,2021-12-30T04:50:37.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627827,17.95335085413929,36.76470588235294,1610612742,57,45,2021-12-30T04:51:17Z,3100000,66.0,116.0,1,left,MISS D. Finney-Smith 13' floating Shot,[1627827],1610612742.0,DAL,floating,,,Finney-Smith,D. Finney-Smith,,,,,13.38,Missed,,,,,,,,,,,,,,,,,,,
313,PT10M50.00S,2021-12-30T04:50:41.6Z,3,REGULAR,rebound,offensive,[],203939,,,1610612742,57,45,2021-12-30T04:51:17Z,3110000,,,0,,D. Powell REBOUND (Off:1 Def:5),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,312.0,6.0,5.0,1.0,,,,,,,,,,,,,
314,PT10M45.00S,2021-12-30T04:50:46.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628373,5.732588699080158,45.588235294117645,1610612742,57,47,2021-12-30T04:50:51Z,3120000,22.0,1.0,1,left,F. Ntilikina driving Layup (7 PTS) (J. Brunson 2 AST),"[1628373, 1628973]",1610612742.0,DAL,driving,,,Ntilikina,F. Ntilikina,,,,,2.21,Made,,,,,,,7.0,,,,,,J. Brunson,1628973.0,2.0,,,,
316,PT10M39.00S,2021-12-30T04:50:58.3Z,3,REGULAR,foul,offensive,[],1626158,,,1610612758,57,47,2021-12-30T04:51:07Z,3140000,,,0,,R. Holmes offensive FOUL (2 PF),"[1626158, 1628373]",1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,1627964.0,2.0,0.0,Ntilikina,1628373.0,,,,,,,
318,PT10M39.00S,2021-12-30T04:50:58.3Z,3,REGULAR,turnover,offensive foul,[],1626158,,,1610612758,57,47,2021-12-30T04:50:58Z,3160000,,,0,,R. Holmes offensive foul TURNOVER (1 TO),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,1627964.0,,,,,,,,1.0,,,
319,PT10M24.00S,2021-12-30T04:51:25.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628373,15.062417871222076,34.068627450980394,1610612742,57,49,2021-12-30T04:51:30Z,3170000,80.0,89.0,1,left,F. Ntilikina 11' fadeaway Jump Shot (9 PTS) (J. Brunson 3 AST),"[1628373, 1628973]",1610612742.0,DAL,fadeaway,,,Ntilikina,F. Ntilikina,,,,,11.95,Made,,,,,,,9.0,,,,,,J. Brunson,1628973.0,3.0,,,,
321,PT10M08.00S,2021-12-30T04:51:41.1Z,3,REGULAR,3pt,Jump Shot,[],1630169,68.54467805519053,67.64705882352942,1610612758,57,49,2021-12-30T04:51:46Z,3190000,88.0,243.0,1,right,MISS T. Haliburton 25' step back 3PT,[1630169],1610612758.0,SAC,step back,,,Haliburton,T. Haliburton,,,,,25.87,Missed,,,,,,,,,,,,,,,,,,,
322,PT10M05.00S,2021-12-30T04:51:44.1Z,3,REGULAR,rebound,offensive,[],203084,,,1610612758,57,49,2021-12-30T04:51:46Z,3200000,,,0,,H. Barnes REBOUND (Off:1 Def:5),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,321.0,6.0,5.0,1.0,,,,,,,,,,,,,
323,PT09M53.00S,2021-12-30T04:51:56.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628963,89.96386333771353,49.01960784313725,1610612758,57,49,2021-12-30T04:52:12Z,3210000,-5.0,42.0,1,right,MISS M. Bagley III Layup,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,4.21,Missed,,,,,,,,,,,,,,,,,,,
324,PT09M53.00S,2021-12-30T04:51:56.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612742,57,49,2021-12-30T04:52:12Z,3220000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,323.0,,,,,,,,,,,,,,,,
325,PT09M53.00S,2021-12-30T04:52:10.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,57,49,2021-12-30T04:52:10Z,3230000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT09M34.00S,2021-12-30T04:52:48.1Z,3,REGULAR,2pt,Jump Shot,[],203939,23.340998685939553,34.55882352941176,1610612742,57,49,2021-12-30T04:52:54Z,3240000,77.0,167.0,1,left,MISS D. Powell 18' turnaround Shot,[203939],1610612742.0,DAL,turnaround,,,Powell,D. Powell,,,,,18.39,Missed,,,,,,,,,,,,,,,,,,,
327,PT09M31.00S,2021-12-30T04:52:51.1Z,3,REGULAR,rebound,defensive,[],1626158,,,1610612758,57,49,2021-12-30T04:52:54Z,3250000,,,0,,R. Holmes REBOUND (Off:1 Def:3),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,326.0,4.0,3.0,1.0,,,,,,,,,,,,,
328,PT09M21.00S,2021-12-30T04:53:01.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,83.52496714848883,41.17647058823529,1610612758,59,49,2021-12-30T04:53:07Z,3260000,-44.0,102.0,1,right,D. Fox 11' step back Jump Shot (12 PTS),[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,11.15,Made,,,,,,,12.0,,,,,,,,,,,,
329,PT08M59.00S,2021-12-30T04:53:23.3Z,3,REGULAR,turnover,lost ball,[],204001,,,1610612742,59,49,2021-12-30T04:53:30Z,3270000,,,0,,K. Porzingis lost ball TURNOVER (3 TO),"[204001, 1628368]",1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,3.0,Fox,1628368.0,
330,PT08M59.00S,2021-12-30T04:53:23.3Z,3,REGULAR,steal,,[],1628368,,,1610612758,59,49,2021-12-30T04:53:27Z,3280000,,,0,,D. Fox STEAL (1 STL),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT08M59.00S,2021-12-30T04:53:31.1Z,3,REGULAR,foul,personal,[],1628973,,,1610612758,59,49,2021-12-30T04:55:50Z,3290000,,,0,,J. Brunson take personal FOUL (2 PF),"[1628973, 1628963]",1610612742.0,DAL,take,,,Brunson,J. Brunson,,,,,,,,,,,,,,1627964.0,2.0,0.0,Bagley III,1628963.0,,,,,,,
333,PT08M49.00S,2021-12-30T04:53:59.8Z,3,REGULAR,foul,personal,[],1627827,,,1610612758,59,49,2021-12-30T04:54:09Z,3310000,,,0,,D. Finney-Smith personal FOUL (5 PF),"[1627827, 203084]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,1628484.0,5.0,0.0,Barnes,203084.0,,,,,,,
335,PT08M49.00S,2021-12-30T04:54:10.1Z,3,REGULAR,substitution,out,[],1627827,,,1610612758,59,49,2021-12-30T04:54:17Z,3330000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT08M49.00S,2021-12-30T04:54:10.1Z,3,REGULAR,substitution,in,[],1630182,,,1610612758,59,49,2021-12-30T04:54:17Z,3340000,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT08M43.00S,2021-12-30T04:54:29.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203084,68.67608409986859,30.637254901960787,1610612758,62,49,2021-12-30T04:54:34Z,3350000,-97.0,242.0,1,right,H. Barnes 26' 3PT  (12 PTS) (T. Haliburton 7 AST),"[203084, 1630169]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,26.05,Made,,,,,,,12.0,,,,,,T. Haliburton,1630169.0,7.0,,,,
339,PT08M43.00S,2021-12-30T04:54:38.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,62,49,2021-12-30T04:54:38Z,3370000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT08M19.00S,2021-12-30T04:57:50.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203939,6.915243101182654,52.69607843137255,1610612742,62,49,2021-12-30T04:58:14Z,3380000,-13.0,13.0,1,left,MISS D. Powell cutting Layup,[203939],1610612742.0,DAL,cutting,,,Powell,D. Powell,,,,,1.84,Missed,,,,,,,,,,,,,,,,,,,
341,PT08M15.00S,2021-12-30T04:57:54.1Z,3,REGULAR,rebound,offensive,[],204001,,,1610612742,62,49,2021-12-30T04:57:56Z,3390000,,,0,,K. Porzingis REBOUND (Off:2 Def:2),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,340.0,4.0,2.0,2.0,,,,,,,,,,,,,
342,PT08M15.00S,2021-12-30T04:57:53.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",204001,5.590000152587891,50.0,1610612742,62,51,2021-12-30T04:57:53Z,3400000,0.0,0.0,1,left,K. Porzingis tip Layup (11 PTS),[204001],1610612742.0,DAL,tip,,,Porzingis,K. Porzingis,,,,,0.0,Made,,,,,,,11.0,,,,,,,,,,,,
343,PT08M00.00S,2021-12-30T04:58:08.3Z,3,REGULAR,3pt,Jump Shot,[],1630169,93.64323258869908,96.07843137254902,1610612758,62,51,2021-12-30T04:58:13Z,3410000,230.0,7.0,1,right,MISS T. Haliburton 3PT,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,23.05,Missed,,,,,,,,,,,,,,,,,,,
344,PT07M56.00S,2021-12-30T04:58:12.3Z,3,REGULAR,rebound,defensive,[],204001,,,1610612742,62,51,2021-12-30T04:58:13Z,3420000,,,0,,K. Porzingis REBOUND (Off:2 Def:3),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,343.0,5.0,3.0,2.0,,,,,,,,,,,,,
345,PT07M43.00S,2021-12-30T04:58:25.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630182,6.389618922470433,45.588235294117645,1610612742,62,51,2021-12-30T04:58:29Z,3430000,22.0,8.0,1,left,MISS J. Green driving Layup,[1630182],1610612742.0,DAL,driving,,,Green,J. Green,,,,,2.34,Missed,,,,,,,,,,,,,,,,,,,
346,PT07M42.00S,2021-12-30T04:58:27.0Z,3,REGULAR,rebound,offensive,[],1630182,,,1610612742,62,51,2021-12-30T04:58:27Z,3440000,,,0,,J. Green REBOUND (Off:1 Def:0),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,345.0,1.0,0.0,1.0,,,,,,,,,,,,,
347,PT07M42.00S,2021-12-30T04:58:27.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630182,5.995400788436268,46.81372549019608,1610612742,62,53,2021-12-30T04:59:26Z,3450000,16.0,4.0,1,left,J. Green putback Layup (4 PTS),[1630182],1610612742.0,DAL,putback,,,Green,J. Green,,,,,1.64,Made,,,,,,,4.0,,,,,,,,,,,,
348,PT07M24.00S,2021-12-30T04:58:44.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,83.26215505913272,53.18627450980392,1610612758,62,53,2021-12-30T04:58:48Z,3460000,16.0,105.0,1,right,MISS H. Barnes 10' pullup Shot - blocked,"[203084, 1630182]",1610612758.0,SAC,pullup,,,Barnes,H. Barnes,,,,,10.6,Missed,Green,1630182.0,,,,,,,,,,,,,,,,,
349,PT07M24.00S,2021-12-30T04:58:44.1Z,3,REGULAR,block,,[],1630182,,,1610612758,62,53,2021-12-30T04:58:46Z,3470000,,,0,,J. Green BLOCK (1 BLK),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT07M22.00S,2021-12-30T04:58:46.1Z,3,REGULAR,rebound,defensive,[],1630182,,,1610612742,62,53,2021-12-30T04:58:48Z,3480000,,,0,,J. Green REBOUND (Off:1 Def:1),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,348.0,2.0,1.0,1.0,,,,,,,,,,,,,
351,PT07M18.00S,2021-12-30T04:58:50.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628973,3.892904073587385,95.83333333333334,1610612742,62,56,2021-12-30T04:58:58Z,3490000,-229.0,-16.0,1,left,J. Brunson 3PT running (14 PTS) (J. Green 1 AST),"[1628973, 1630182]",1610612742.0,DAL,running,,,Brunson,J. Brunson,,,,,22.98,Made,,,,,,,14.0,,,,,,J. Green,1630182.0,1.0,,,,
353,PT07M18.00S,2021-12-30T04:58:57.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,62,56,2021-12-30T04:58:57Z,3510000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT07M18.00S,2021-12-30T05:00:06.8Z,3,REGULAR,substitution,out,[],1630169,,,1610612758,62,56,2021-12-30T05:01:37Z,3520000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT07M18.00S,2021-12-30T05:00:06.8Z,3,REGULAR,substitution,out,[],1626158,,,1610612758,62,56,2021-12-30T05:01:37Z,3530000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT07M18.00S,2021-12-30T05:00:06.8Z,3,REGULAR,substitution,in,[],1627741,,,1610612758,62,56,2021-12-30T05:01:37Z,3540000,,,0,,SUB in: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT07M18.00S,2021-12-30T05:00:06.8Z,3,REGULAR,substitution,in,[],1627745,,,1610612758,62,56,2021-12-30T05:01:37Z,3550000,,,0,,SUB in: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
