actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
454,PT00M37.90S,2021-11-04T03:44:56.8Z,3,REGULAR,turnover,bad pass,[],203107,,,1610612740,89,85,2021-11-04T03:45:07Z,4480000,,,0,,T. Satoransky bad pass TURNOVER (2 TO),"[203107, 1627741]",1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,2.0,Hield,1627741.0,,,,,,,,,,,,,,,,,,
455,PT00M37.90S,2021-11-04T03:44:56.8Z,3,REGULAR,steal,,[],1627741,,,1610612758,89,85,2021-11-04T03:45:00Z,4490000,,,0,,B. Hield STEAL (1 STL),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT00M36.30S,2021-11-04T03:45:10.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630184,,,1610612758,89,85,2021-11-04T03:45:32Z,4500000,,,0,,K. Lewis Jr. personal FOUL (1 PF) (Hield 2 FT),"[1630184, 1627741]",1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,1151.0,1.0,0.0,Hield,1627741.0,
458,PT00M36.30S,2021-11-04T03:45:33.9Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627741,,,1610612758,89,85,2021-11-04T03:45:33Z,4520000,,,0,,MISS B. Hield Free Throw 1 of 2,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,Missed,,,,,,,,,,,,,,,,
459,PT00M36.30S,2021-11-04T03:45:33.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,89,85,2021-11-04T03:45:33Z,4530000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,458.0,,,,,,,,,,,,,,,
460,PT00M36.30S,2021-11-04T03:45:46.4Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627741,,,1610612758,90,85,2021-11-04T03:45:46Z,4540000,,,0,,B. Hield Free Throw 2 of 2 (11 PTS),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,Made,,,,,11.0,,,,,,,,,,,
461,PT00M30.30S,2021-11-04T03:45:53.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630184,93.38042049934296,50.0,1610612740,90,87,2021-11-04T03:46:07Z,4550000,0.0,10.0,1,right,K. Lewis Jr. driving DUNK (12 PTS) (T. Murphy III 3 AST),"[1630184, 1630530]",1610612740.0,NOP,driving,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,0.97,Made,,,,,12.0,T. Murphy III,1630530.0,3.0,,,,,,,,
463,PT00M06.60S,2021-11-04T03:46:21.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,6.783837056504599,46.07843137254902,1610612758,92,87,2021-11-04T03:46:26Z,4570000,20.0,11.0,1,left,D. Mitchell driving Layup (10 PTS),[1630558],1610612758.0,SAC,driving,,,Mitchell,D. Mitchell,,,,,,,,2.26,Made,,,,,10.0,,,,,,,,,,,
464,PT00M00.10S,2021-11-04T03:46:49.0Z,3,REGULAR,turnover,out-of-bounds,[],1630230,,,1610612740,92,87,2021-11-04T03:47:10Z,4580000,,,0,,N. Marshall bad pass out-of-bounds TURNOVER (1 TO),[1630230],1610612740.0,NOP,bad pass,,,Marshall,N. Marshall,,,,,1.0,,,,,,,,,,,,,,,1146.0,,,,,
465,PT00M00.00S,2021-11-04T03:46:54.2Z,3,REGULAR,period,end,[],0,,,1610612758,92,87,2021-11-04T03:46:54Z,4590000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT12M00.00S,2021-11-04T03:47:42.0Z,4,REGULAR,substitution,out,['startperiod'],203084,,,1610612758,92,87,2021-11-04T03:49:19Z,4600000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT12M00.00S,2021-11-04T03:47:42.0Z,4,REGULAR,substitution,out,['startperiod'],1626195,,,1610612758,92,87,2021-11-04T03:49:19Z,4610000,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT12M00.00S,2021-11-04T03:47:42.0Z,4,REGULAR,substitution,in,['startperiod'],203090,,,1610612758,92,87,2021-11-04T03:49:19Z,4620000,,,0,,SUB in: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT12M00.00S,2021-11-04T03:47:42.0Z,4,REGULAR,substitution,in,['startperiod'],202685,,,1610612758,92,87,2021-11-04T03:49:19Z,4630000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT12M00.00S,2021-11-04T03:49:13.0Z,4,REGULAR,period,start,[],0,,,1610612740,92,87,2021-11-04T03:49:20Z,4640000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT11M45.00S,2021-11-04T03:49:29.6Z,4,REGULAR,3pt,Jump Shot,[],1630230,92.32917214191852,3.1862745098039214,1610612740,92,87,2021-11-04T03:49:55Z,4650000,-234.0,20.0,1,right,MISS N. Marshall 3PT - blocked,"[1630230, 1630169]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,23.49,Missed,,,,,,,,,Haliburton,1630169.0,,,,,,
474,PT11M45.00S,2021-11-04T03:49:29.6Z,4,REGULAR,block,,[],1630169,,,1610612740,92,87,2021-11-04T03:49:55Z,4655000,,,0,,T. Haliburton BLOCK (2 BLK),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT11M45.00S,2021-11-04T03:49:29.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612740,92,87,2021-11-04T03:49:55Z,4660000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,471.0,,,,,,,,,,,,,,,
473,PT11M39.00S,2021-11-04T03:49:51.2Z,4,REGULAR,foul,personal,[],202684,,,1610612740,92,87,2021-11-04T03:50:03Z,4670000,,,0,,T. Thompson personal FOUL (1 PF),"[202684, 202685]",1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,1146.0,1.0,0.0,Valanciunas,202685.0,
476,PT11M26.00S,2021-11-04T03:50:17.0Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],202685,93.11760840998686,16.666666666666664,1610612740,92,87,2021-11-04T03:50:28Z,4690000,-167.0,12.0,1,right,MISS J. Valanciunas 16' turnaround fadeaway Shot,[202685],1610612740.0,NOP,turnaround fadeaway,,,Valanciunas,J. Valanciunas,,,,,,,,16.71,Missed,,,,,,,,,,,,,,,,
477,PT11M22.00S,2021-11-04T03:50:21.0Z,4,REGULAR,rebound,defensive,[],203090,,,1610612758,92,87,2021-11-04T03:50:28Z,4700000,,,0,,M. Harkless REBOUND (Off:0 Def:1),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,476.0,1.0,1.0,0.0,,,,,,,,,,,,
478,PT11M11.00S,2021-11-04T03:50:32.9Z,4,REGULAR,2pt,Jump Shot,[],1630558,24.78646517739816,44.11764705882353,1610612758,92,87,2021-11-04T03:50:41Z,4710000,29.0,180.0,1,left,MISS D. Mitchell 18' pullup Shot,[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,,,,18.29,Missed,,,,,,,,,,,,,,,,
479,PT11M05.00S,2021-11-04T03:50:38.9Z,4,REGULAR,rebound,defensive,[],1630530,,,1610612740,92,87,2021-11-04T03:50:41Z,4720000,,,0,,T. Murphy III REBOUND (Off:0 Def:3),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,478.0,3.0,3.0,0.0,,,,,,,,,,,,
480,PT10M53.00S,2021-11-04T03:50:50.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630184,93.11760840998686,38.23529411764706,1610612740,92,89,2021-11-04T03:51:07Z,4730000,-59.0,12.0,1,right,K. Lewis Jr. 6' driving bank Jump Shot (14 PTS) (J. Valanciunas 2 AST),"[1630184, 202685]",1610612740.0,NOP,driving bank,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,6.01,Made,,,,,14.0,J. Valanciunas,202685.0,2.0,,,,,,,,
482,PT10M42.00S,2021-11-04T03:51:01.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,17.559132720105126,48.77450980392157,1610612758,92,89,2021-11-04T03:51:12Z,4750000,6.0,113.0,1,left,MISS T. Haliburton 11' driving floating Shot,[1630169],1610612758.0,SAC,driving floating,,,Haliburton,T. Haliburton,,,,,,,,11.28,Missed,,,,,,,,,,,,,,,,
483,PT10M42.00S,2021-11-04T03:51:01.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612740,92,89,2021-11-04T03:51:12Z,4760000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,482.0,,,,,,,,,,,,,,,
484,PT10M42.00S,2021-11-04T03:51:06.6Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,92,89,2021-11-04T03:51:06Z,4770000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT10M42.00S,2021-11-04T03:51:08.3Z,4,REGULAR,substitution,out,[],202684,,,1610612740,92,89,2021-11-04T03:51:12Z,4780000,,,0,,SUB out: T. Thompson,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT10M42.00S,2021-11-04T03:51:08.3Z,4,REGULAR,substitution,in,[],203458,,,1610612740,92,89,2021-11-04T03:51:12Z,4790000,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT10M31.00S,2021-11-04T03:51:25.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630184,93.77463863337714,65.68627450980392,1610612740,92,89,2021-11-04T03:51:32Z,4800000,78.0,6.0,1,right,MISS K. Lewis Jr. 7' floating Shot,[1630184],1610612740.0,NOP,floating,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,7.86,Missed,,,,,,,,,,,,,,,,
488,PT10M27.00S,2021-11-04T03:51:28.6Z,4,REGULAR,rebound,defensive,[],203458,,,1610612758,92,89,2021-11-04T03:51:28Z,4810000,,,0,,A. Len REBOUND (Off:0 Def:4),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,487.0,4.0,4.0,0.0,,,,,,,,,,,,
489,PT10M25.00S,2021-11-04T03:51:30.9Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,24.917871222076215,83.82352941176471,1610612758,92,89,2021-11-04T03:51:41Z,4820000,-169.0,182.0,1,left,MISS B. Hield 24' running pullup 3PT,[1627741],1610612758.0,SAC,running pullup,,,Hield,B. Hield,,,,,,,,24.82,Missed,,,,,,,,,,,,,,,,
490,PT10M20.00S,2021-11-04T03:51:36.4Z,4,REGULAR,rebound,defensive,[],1630230,,,1610612740,92,89,2021-11-04T03:51:36Z,4830000,,,0,,N. Marshall REBOUND (Off:1 Def:3),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,489.0,4.0,3.0,1.0,,,,,,,,,,,,
491,PT10M12.00S,2021-11-04T03:51:44.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202685,93.24901445466492,54.90196078431373,1610612740,92,89,2021-11-04T03:51:49Z,4840000,25.0,11.0,1,right,MISS J. Valanciunas driving Layup,[202685],1610612740.0,NOP,driving,,,Valanciunas,J. Valanciunas,,,,,,,,2.69,Missed,,,,,,,,,,,,,,,,
492,PT10M08.00S,2021-11-04T03:51:48.3Z,4,REGULAR,rebound,defensive,[],203090,,,1610612758,92,89,2021-11-04T03:51:49Z,4850000,,,0,,M. Harkless REBOUND (Off:0 Def:2),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,491.0,2.0,2.0,0.0,,,,,,,,,,,,
493,PT10M08.00S,2021-11-04T03:51:51.7Z,4,REGULAR,foul,personal,[],1630184,,,1610612758,92,89,2021-11-04T03:52:31Z,4860000,,,0,,K. Lewis Jr. personal FOUL (2 PF),"[1630184, 1630169]",1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,1146.0,2.0,0.0,Haliburton,1630169.0,
495,PT10M08.00S,2021-11-04T03:52:05.5Z,4,REGULAR,substitution,out,[],203107,,,1610612758,92,89,2021-11-04T03:52:11Z,4880000,,,0,,SUB out: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT10M08.00S,2021-11-04T03:52:05.5Z,4,REGULAR,substitution,in,[],202066,,,1610612758,92,89,2021-11-04T03:52:11Z,4890000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT10M01.00S,2021-11-04T03:52:29.1Z,4,REGULAR,3pt,Jump Shot,[],1627741,30.305519053876477,69.11764705882352,1610612758,92,89,2021-11-04T03:52:34Z,4900000,-96.0,232.0,1,left,MISS B. Hield 25' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,25.13,Missed,,,,,,,,,,,,,,,,
498,PT09M58.00S,2021-11-04T03:52:32.1Z,4,REGULAR,rebound,defensive,[],1630530,,,1610612740,92,89,2021-11-04T03:52:34Z,4910000,,,0,,T. Murphy III REBOUND (Off:0 Def:4),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,497.0,4.0,4.0,0.0,,,,,,,,,,,,
499,PT09M50.00S,2021-11-04T03:52:40.0Z,4,REGULAR,turnover,bad pass,[],1630184,,,1610612740,92,89,2021-11-04T03:52:44Z,4920000,,,0,,K. Lewis Jr. bad pass TURNOVER (1 TO),"[1630184, 203090]",1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,1.0,Harkless,203090.0,,,,,,,,,,,,,,,,,,
500,PT09M50.00S,2021-11-04T03:52:40.0Z,4,REGULAR,steal,,[],203090,,,1610612758,92,89,2021-11-04T03:52:42Z,4930000,,,0,,M. Harkless STEAL (1 STL),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT09M45.00S,2021-11-04T03:52:45.3Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627741,18.2161629434954,94.11764705882352,1610612758,92,89,2021-11-04T03:52:52Z,4940000,-221.0,119.0,1,left,MISS B. Hield 25' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,25.05,Missed,,,,,,,,,,,,,,,,
502,PT09M42.00S,2021-11-04T03:52:48.3Z,4,REGULAR,rebound,defensive,[],202685,,,1610612740,92,89,2021-11-04T03:52:52Z,4950000,,,0,,J. Valanciunas REBOUND (Off:1 Def:10),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,501.0,11.0,10.0,1.0,,,,,,,,,,,,
503,PT09M42.00S,2021-11-04T03:52:54.3Z,4,REGULAR,foul,personal,[],203090,,,1610612740,92,89,2021-11-04T03:53:21Z,4960000,,,0,,M. Harkless personal FOUL (1 PF),"[203090, 1630530]",1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,1146.0,1.0,0.0,Murphy III,1630530.0,
505,PT09M42.00S,2021-11-04T03:53:03.7Z,4,REGULAR,substitution,out,[],1627741,,,1610612740,92,89,2021-11-04T03:53:27Z,4980000,,,0,,SUB out: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT09M42.00S,2021-11-04T03:53:03.7Z,4,REGULAR,substitution,in,[],1628368,,,1610612740,92,89,2021-11-04T03:53:27Z,4990000,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT09M32.00S,2021-11-04T03:53:34.0Z,4,REGULAR,foul,personal,['2freethrow'],203458,,,1610612740,92,89,2021-11-04T03:53:58Z,5000000,,,0,,A. Len shooting personal FOUL (3 PF) (Valanciunas 2 FT),"[203458, 202685]",1610612758.0,SAC,shooting,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,1627534.0,3.0,0.0,Valanciunas,202685.0,
509,PT09M32.00S,2021-11-04T03:54:03.2Z,4,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,92,90,2021-11-04T03:54:03Z,5020000,,,0,,J. Valanciunas Free Throw 1 of 2 (13 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,Made,,,,,13.0,,,,,,,,,,,
510,PT09M32.00S,2021-11-04T03:54:22.6Z,4,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,92,91,2021-11-04T03:54:22Z,5030000,,,0,,J. Valanciunas Free Throw 2 of 2 (14 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,Made,,,,,14.0,,,,,,,,,,,
511,PT09M18.00S,2021-11-04T03:54:37.7Z,4,REGULAR,2pt,Jump Shot,[],1630169,22.026938239159,49.754901960784316,1610612758,94,91,2021-11-04T03:54:42Z,5040000,1.0,155.0,1,left,T. Haliburton 15' pullup Jump Shot (13 PTS),[1630169],1610612758.0,SAC,pullup,,,Haliburton,T. Haliburton,,,,,,,,15.46,Made,,,,,13.0,,,,,,,,,,,
512,PT09M05.00S,2021-11-04T03:54:50.7Z,4,REGULAR,2pt,Jump Shot,[],1630530,74.98357424441524,45.588235294117645,1610612740,94,91,2021-11-04T03:54:56Z,5050000,-22.0,183.0,1,right,MISS T. Murphy III 18' pullup Shot,[1630530],1610612740.0,NOP,pullup,,,Murphy III,T. Murphy III,,,,,,,,18.4,Missed,,,,,,,,,,,,,,,,
513,PT09M02.00S,2021-11-04T03:54:54.1Z,4,REGULAR,rebound,offensive,[],202066,,,1610612740,94,91,2021-11-04T03:54:54Z,5060000,,,0,,G. Temple REBOUND (Off:3 Def:2),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,512.0,5.0,2.0,3.0,,,,,,,,,,,,
514,PT08M50.00S,2021-11-04T03:55:09.1Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630184,80.89684625492772,49.26470588235294,1610612740,94,91,2021-11-04T03:57:25Z,5070000,-4.0,127.0,1,right,MISS K. Lewis Jr. 12' floating Shot,[1630184],1610612740.0,NOP,floating,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,12.72,Missed,,,,,,,,,,,,,,,,
515,PT08M50.00S,2021-11-04T03:55:09.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612740,94,91,2021-11-04T03:57:25Z,5080000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,514.0,,,,,,,,,,,,,,,
516,PT08M50.00S,2021-11-04T03:55:12.8Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612740,94,91,2021-11-04T03:55:19Z,5090000,,,0,,NOP shot clock Team TURNOVER,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,1146.0,,,,,
517,PT08M27.00S,2021-11-04T03:55:53.3Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1630558,19.398817345597898,23.03921568627451,1610612758,94,91,2021-11-04T03:55:58Z,5100000,135.0,130.0,1,left,MISS D. Mitchell 18' pullup Shot,[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,,,,18.71,Missed,,,,,,,,,,,,,,,,
518,PT08M22.00S,2021-11-04T03:55:58.3Z,4,REGULAR,rebound,defensive,[],202066,,,1610612740,94,91,2021-11-04T03:55:58Z,5110000,,,0,,G. Temple REBOUND (Off:3 Def:3),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,517.0,6.0,3.0,3.0,,,,,,,,,,,,
519,PT08M11.00S,2021-11-04T03:56:10.0Z,4,REGULAR,turnover,out-of-bounds,[],1630184,,,1610612740,94,91,2021-11-04T03:56:17Z,5120000,,,0,,K. Lewis Jr. bad pass out-of-bounds TURNOVER (2 TO),[1630184],1610612740.0,NOP,bad pass,,,Lewis Jr.,K. Lewis Jr.,,,,,2.0,,,,,,,,,,,,,,,1627534.0,,,,,
520,PT07M51.00S,2021-11-04T03:56:33.4Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203458,12.434296977660972,56.127450980392155,1610612758,96,91,2021-11-04T03:56:37Z,5130000,-31.0,64.0,1,left,A. Len 7' Hook (10 PTS) (T. Haliburton 6 AST),"[203458, 1630169]",1610612758.0,SAC,,,,Len,A. Len,,,,,,,,7.13,Made,,,,,10.0,T. Haliburton,1630169.0,6.0,,,,,,,,
522,PT07M51.00S,2021-11-04T03:56:42.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,96,91,2021-11-04T03:56:42Z,5150000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT07M51.00S,2021-11-04T03:59:08.6Z,4,REGULAR,substitution,out,[],1630558,,,1610612740,96,91,2021-11-04T03:59:33Z,5160000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT07M51.00S,2021-11-04T03:59:08.6Z,4,REGULAR,substitution,out,[],1630530,,,1610612740,96,91,2021-11-04T03:59:33Z,5170000,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT07M51.00S,2021-11-04T03:59:08.6Z,4,REGULAR,substitution,in,[],203084,,,1610612740,96,91,2021-11-04T03:59:33Z,5180000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT07M51.00S,2021-11-04T03:59:08.6Z,4,REGULAR,substitution,in,[],1629638,,,1610612740,96,91,2021-11-04T03:59:33Z,5190000,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT07M51.00S,2021-11-04T03:59:37.1Z,4,REGULAR,violation,delay-of-game,['team'],0,,,1610612740,96,91,2021-11-04T03:59:51Z,5200000,,,0,,TEAM delay-of-game VIOLATION,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,1627534.0,,,,,
528,PT07M41.00S,2021-11-04T03:59:55.0Z,4,REGULAR,2pt,Jump Shot,[],202685,77.21747700394218,52.450980392156865,1610612740,96,91,2021-11-04T04:00:01Z,5210000,12.0,162.0,1,right,MISS J. Valanciunas 16' Jump Shot,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,16.22,Missed,,,,,,,,,,,,,,,,
529,PT07M36.00S,2021-11-04T03:59:59.7Z,4,REGULAR,rebound,offensive,[],1630230,,,1610612740,96,91,2021-11-04T03:59:59Z,5220000,,,0,,N. Marshall REBOUND (Off:2 Def:3),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,528.0,5.0,3.0,2.0,,,,,,,,,,,,
530,PT07M34.00S,2021-11-04T04:00:05.5Z,4,REGULAR,turnover,out-of-bounds,[],202066,,,1610612740,96,91,2021-11-04T04:00:11Z,5230000,,,0,,G. Temple bad pass out-of-bounds TURNOVER (1 TO),[202066],1610612740.0,NOP,bad pass,,,Temple,G. Temple,,,,,1.0,,,,,,,,,,,,,,,1627534.0,,,,,
531,PT07M22.00S,2021-11-04T04:00:20.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630169,34.11629434954008,29.901960784313726,1610612758,99,91,2021-11-04T04:00:26Z,5240000,100.0,268.0,1,left,T. Haliburton 28' 3PT pullup (16 PTS),[1630169],1610612758.0,SAC,pullup,,,Haliburton,T. Haliburton,,,,,,,,28.64,Made,,,,,16.0,,,,,,,,,,,
532,PT07M10.00S,2021-11-04T04:00:33.2Z,4,REGULAR,turnover,out-of-bounds,[],1630184,,,1610612740,99,91,2021-11-04T04:00:39Z,5250000,,,0,,K. Lewis Jr. lost ball out-of-bounds TURNOVER (3 TO),[1630184],1610612740.0,NOP,lost ball,,,Lewis Jr.,K. Lewis Jr.,,,,,3.0,,,,,,,,,,,,,,,1146.0,,,,,
533,PT07M02.00S,2021-11-04T04:00:52.2Z,4,REGULAR,foul,offensive,[],203458,,,1610612758,99,91,2021-11-04T04:01:02Z,5260000,,,0,,A. Len offensive FOUL (4 PF),"[203458, 1630184]",1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,1151.0,4.0,0.0,Lewis Jr.,1630184.0,
535,PT07M02.00S,2021-11-04T04:00:52.2Z,4,REGULAR,turnover,offensive foul,[],203458,,,1610612758,99,91,2021-11-04T04:00:52Z,5280000,,,0,,A. Len offensive foul TURNOVER (2 TO),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,2.0,,,,,,,,,,,,,,,1151.0,,,,,
536,PT07M02.00S,2021-11-04T04:01:01.2Z,4,REGULAR,substitution,out,[],1630230,,,1610612740,99,91,2021-11-04T04:01:18Z,5290000,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT07M02.00S,2021-11-04T04:01:01.2Z,4,REGULAR,substitution,out,[],1630184,,,1610612740,99,91,2021-11-04T04:01:18Z,5300000,,,0,,SUB out: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT07M02.00S,2021-11-04T04:01:01.2Z,4,REGULAR,substitution,in,[],1628984,,,1610612740,99,91,2021-11-04T04:01:18Z,5310000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT07M02.00S,2021-11-04T04:01:01.2Z,4,REGULAR,substitution,in,[],1628404,,,1610612740,99,91,2021-11-04T04:01:18Z,5320000,,,0,,SUB in: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
