actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
96,PT04M46.00S,2021-11-04T02:23:06.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630184,17.95335085413929,40.19607843137255,1610612740,15,18,2021-11-04T02:23:45Z,950000,49.0,116.0,1,left,K. Lewis Jr. 12' driving floating Jump Shot (2 PTS),[1630184],1610612740.0,NOP,driving floating,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,12.62,Made,,,,,2.0,,,,,,,,,,,
97,PT04M36.00S,2021-11-04T02:23:16.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630558,83.65637319316689,50.49019607843137,1610612758,17,18,2021-11-04T02:24:47Z,960000,2.0,101.0,1,right,D. Mitchell 10' driving floating Jump Shot (2 PTS),[1630558],1610612758.0,SAC,driving floating,,,Mitchell,D. Mitchell,,,,,,,,10.11,Made,,,,,2.0,,,,,,,,,,,
98,PT04M23.00S,2021-11-04T02:23:29.0Z,1,REGULAR,3pt,Jump Shot,[],1629637,28.597240473061763,21.323529411764707,1610612740,17,18,2021-11-04T02:23:34Z,970000,143.0,216.0,1,left,MISS J. Hayes 25' 3PT,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,25.95,Missed,,,,,,,,,,,,,,,,
99,PT04M19.00S,2021-11-04T02:23:33.0Z,1,REGULAR,rebound,defensive,[],1630558,,,1610612758,17,18,2021-11-04T02:23:34Z,980000,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,98.0,1.0,1.0,0.0,,,,,,,,,,,,
100,PT04M01.00S,2021-11-04T02:23:52.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203458,91.67214191852825,50.0,1610612758,19,18,2021-11-04T02:23:57Z,990000,0.0,26.0,1,right,A. Len cutting Layup (2 PTS) (D. Mitchell 1 AST),"[203458, 1630558]",1610612758.0,SAC,cutting,,,Len,A. Len,,,,,,,,2.58,Made,,,,,2.0,D. Mitchell,1630558.0,1.0,,,,,,,,
102,PT03M48.00S,2021-11-04T02:24:04.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629637,7.703679369250986,45.09803921568628,1610612740,19,18,2021-11-04T02:24:09Z,1010000,25.0,20.0,1,left,MISS J. Hayes cutting Layup - blocked,"[1629637, 203458]",1610612740.0,NOP,cutting,,,Hayes,J. Hayes,,,,,,,,3.16,Missed,,,,,,,,,Len,203458.0,,,,,,
103,PT03M48.00S,2021-11-04T02:24:04.8Z,1,REGULAR,block,,[],203458,,,1610612740,19,18,2021-11-04T02:24:08Z,1020000,,,0,,A. Len BLOCK (1 BLK),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M44.00S,2021-11-04T02:24:08.8Z,1,REGULAR,rebound,defensive,[],203458,,,1610612758,19,18,2021-11-04T02:24:09Z,1030000,,,0,,A. Len REBOUND (Off:0 Def:2),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,102.0,2.0,2.0,0.0,,,,,,,,,,,,
105,PT03M43.00S,2021-11-04T02:24:11.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628368,93.24901445466492,51.9607843137255,1610612758,21,18,2021-11-04T02:24:18Z,1040000,10.0,11.0,1,right,D. Fox running Layup (5 PTS) (D. Mitchell 2 AST),"[1628368, 1630558]",1610612758.0,SAC,running,,,Fox,D. Fox,,,,,,,,1.47,Made,,,,,5.0,D. Mitchell,1630558.0,2.0,,,,,,,,
107,PT03M43.00S,2021-11-04T02:24:16.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,21,18,2021-11-04T02:24:16Z,1060000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M43.00S,2021-11-04T02:26:28.8Z,1,REGULAR,substitution,out,[],1628404,,,1610612740,21,18,2021-11-04T02:27:24Z,1070000,,,0,,SUB out: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M43.00S,2021-11-04T02:26:28.8Z,1,REGULAR,substitution,out,[],1628984,,,1610612740,21,18,2021-11-04T02:27:24Z,1080000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M43.00S,2021-11-04T02:26:28.8Z,1,REGULAR,substitution,out,[],1629638,,,1610612740,21,18,2021-11-04T02:27:24Z,1090000,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M43.00S,2021-11-04T02:26:28.8Z,1,REGULAR,substitution,in,[],1630230,,,1610612740,21,18,2021-11-04T02:27:24Z,1100000,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M43.00S,2021-11-04T02:26:28.8Z,1,REGULAR,substitution,in,[],203107,,,1610612740,21,18,2021-11-04T02:27:24Z,1110000,,,0,,SUB in: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M43.00S,2021-11-04T02:26:28.8Z,1,REGULAR,substitution,in,[],1630530,,,1610612740,21,18,2021-11-04T02:27:24Z,1120000,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M21.00S,2021-11-04T02:27:26.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203107,17.296320630749015,55.392156862745104,1610612740,21,18,2021-11-04T02:27:33Z,1130000,-27.0,110.0,1,left,MISS T. Satoransky 11' pullup Shot,[203107],1610612740.0,NOP,pullup,,,Satoransky,T. Satoransky,,,,,,,,11.34,Missed,,,,,,,,,,,,,,,,
115,PT03M18.00S,2021-11-04T02:27:29.9Z,1,REGULAR,rebound,defensive,[],1630558,,,1610612758,21,18,2021-11-04T02:27:33Z,1140000,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,114.0,2.0,2.0,0.0,,,,,,,,,,,,
116,PT03M14.00S,2021-11-04T02:27:33.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1628368,82.9993429697766,47.549019607843135,1610612758,23,18,2021-11-04T02:27:44Z,1150000,-12.0,107.0,1,right,D. Fox 10' fadeaway Jump Shot (7 PTS) (D. Mitchell 3 AST),"[1628368, 1630558]",1610612758.0,SAC,fadeaway,,,Fox,D. Fox,,,,,,,,10.8,Made,,,,,7.0,D. Mitchell,1630558.0,3.0,,,,,,,,
118,PT02M52.00S,2021-11-04T02:27:55.1Z,1,REGULAR,3pt,Jump Shot,[],1630184,11.383048620236531,96.56862745098039,1610612740,23,21,2021-11-04T02:28:00Z,1170000,-233.0,55.0,1,left,K. Lewis Jr. 3PT  (5 PTS) (T. Satoransky 1 AST),"[1630184, 203107]",1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,23.91,Made,,,,,5.0,T. Satoransky,203107.0,1.0,,,,,,,,
120,PT02M30.00S,2021-11-04T02:28:17.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203458,93.38042049934296,49.26470588235294,1610612758,25,21,2021-11-04T02:28:21Z,1190000,-4.0,10.0,1,right,A. Len cutting DUNK (4 PTS) (H. Barnes 1 AST),"[203458, 203084]",1610612758.0,SAC,cutting,,,Len,A. Len,,,,,,,,1.04,Made,,,,,4.0,H. Barnes,203084.0,1.0,,,,,,,,
122,PT02M06.00S,2021-11-04T02:28:43.4Z,1,REGULAR,turnover,out-of-bounds,[],1630530,,,1610612740,25,21,2021-11-04T02:28:48Z,1210000,,,0,,T. Murphy III bad pass out-of-bounds TURNOVER (1 TO),[1630530],1610612740.0,NOP,bad pass,,,Murphy III,T. Murphy III,,,,,1.0,,,,,,,,,,,,,,,1146.0,,,,,
123,PT02M06.00S,2021-11-04T02:28:46.3Z,1,REGULAR,substitution,out,[],1628368,,,1610612758,25,21,2021-11-04T02:29:00Z,1220000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M06.00S,2021-11-04T02:28:46.3Z,1,REGULAR,substitution,out,[],203084,,,1610612758,25,21,2021-11-04T02:29:00Z,1230000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M06.00S,2021-11-04T02:28:46.3Z,1,REGULAR,substitution,out,[],1629637,,,1610612758,25,21,2021-11-04T02:29:00Z,1240000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M06.00S,2021-11-04T02:28:46.3Z,1,REGULAR,substitution,in,[],1630169,,,1610612758,25,21,2021-11-04T02:29:00Z,1250000,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M06.00S,2021-11-04T02:28:46.3Z,1,REGULAR,substitution,in,[],203090,,,1610612758,25,21,2021-11-04T02:29:00Z,1260000,,,0,,SUB in: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M06.00S,2021-11-04T02:28:46.3Z,1,REGULAR,substitution,in,[],202685,,,1610612758,25,21,2021-11-04T02:29:00Z,1270000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M53.00S,2021-11-04T02:29:14.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203458,82.86793692509855,50.49019607843137,1610612758,25,21,2021-11-04T02:29:20Z,1280000,2.0,109.0,1,right,MISS A. Len 10' floating Shot,[203458],1610612758.0,SAC,floating,,,Len,A. Len,,,,,,,,10.85,Missed,,,,,,,,,,,,,,,,
130,PT01M49.00S,2021-11-04T02:29:18.3Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,25,21,2021-11-04T02:29:20Z,1290000,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,129.0,1.0,1.0,0.0,,,,,,,,,,,,
131,PT01M43.00S,2021-11-04T02:29:29.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,25,21,2021-11-04T02:29:29Z,1300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M43.00S,2021-11-04T02:29:30.6Z,1,REGULAR,substitution,out,[],203458,,,1610612740,25,21,2021-11-04T02:29:34Z,1310000,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M43.00S,2021-11-04T02:29:30.6Z,1,REGULAR,substitution,in,[],1626158,,,1610612740,25,21,2021-11-04T02:29:34Z,1320000,,,0,,SUB in: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M28.00S,2021-11-04T02:29:58.2Z,1,REGULAR,3pt,Jump Shot,[],1630184,32.802233902759525,24.264705882352942,1610612740,25,21,2021-11-04T02:30:06Z,1330000,129.0,256.0,1,left,MISS K. Lewis Jr. 28' step back 3PT,[1630184],1610612740.0,NOP,step back,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,28.64,Missed,,,,,,,,,,,,,,,,
135,PT01M24.00S,2021-11-04T02:30:02.2Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612758,25,21,2021-11-04T02:30:06Z,1340000,,,0,,R. Holmes REBOUND (Off:1 Def:3),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,134.0,4.0,3.0,1.0,,,,,,,,,,,,
136,PT01M21.00S,2021-11-04T02:30:04.6Z,1,REGULAR,3pt,Jump Shot,[],1627741,69.99014454664915,12.009803921568627,1610612758,25,21,2021-11-04T02:30:23Z,1350000,-190.0,230.0,1,right,MISS B. Hield 29' running pullup 3PT,[1627741],1610612758.0,SAC,running pullup,,,Hield,B. Hield,,,,,,,,29.8,Missed,,,,,,,,,,,,,,,,
137,PT01M20.00S,2021-11-04T02:30:05.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612740,25,21,2021-11-04T02:30:12Z,1360000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,136.0,,,,,,,,,,,,,,,
138,PT01M20.00S,2021-11-04T02:30:11.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,25,21,2021-11-04T02:30:11Z,1370000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M04.00S,2021-11-04T02:30:37.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203107,18.2161629434954,60.5392156862745,1610612740,25,23,2021-11-04T02:30:43Z,1380000,-53.0,119.0,1,left,T. Satoransky 12' Jump Shot (2 PTS),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,12.99,Made,,,,,2.0,,,,,,,,,,,
140,PT01M04.00S,2021-11-04T02:30:41.1Z,1,REGULAR,foul,personal,['1freethrow'],1630169,,,1610612740,25,23,2021-11-04T02:30:52Z,1390000,,,0,,T. Haliburton shooting personal FOUL (1 PF) (Satoransky 1 FT),"[1630169, 203107]",1610612758.0,SAC,shooting,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,1151.0,1.0,0.0,Satoransky,203107.0,
142,PT01M04.00S,2021-11-04T02:30:59.1Z,1,REGULAR,freethrow,1 of 1,[],203107,,,1610612740,25,24,2021-11-04T02:30:59Z,1410000,,,0,,T. Satoransky Free Throw 1 of 1 (3 PTS),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,
143,PT00M54.50S,2021-11-04T02:31:14.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,25,24,2021-11-04T02:31:14Z,1420000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M41.00S,2021-11-04T02:31:39.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630558,85.23324572930355,40.931372549019606,1610612758,25,24,2021-11-04T02:31:46Z,1430000,-45.0,86.0,1,right,MISS D. Mitchell 9' driving floating Shot,[1630558],1610612758.0,SAC,driving floating,,,Mitchell,D. Mitchell,,,,,,,,9.75,Missed,,,,,,,,,,,,,,,,
145,PT00M38.50S,2021-11-04T02:31:41.8Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,25,24,2021-11-04T02:31:46Z,1440000,,,0,,J. Valanciunas REBOUND (Off:1 Def:4),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,144.0,5.0,4.0,1.0,,,,,,,,,,,,
146,PT00M32.80S,2021-11-04T02:31:47.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630184,19.92444152431012,51.470588235294116,1610612740,25,26,2021-11-04T02:32:02Z,1450000,-7.0,135.0,1,left,K. Lewis Jr. 13' driving floating Jump Shot (7 PTS),[1630184],1610612740.0,NOP,driving floating,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,13.5,Made,,,,,7.0,,,,,,,,,,,
147,PT00M18.90S,2021-11-04T02:32:03.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626158,90.62089356110381,36.76470588235294,1610612758,27,26,2021-11-04T02:33:21Z,1460000,-66.0,36.0,1,right,R. Holmes 7' floating Jump Shot (6 PTS) (T. Haliburton 2 AST),"[1626158, 1630169]",1610612758.0,SAC,floating,,,Holmes,R. Holmes,,,,,,,,7.52,Made,,,,,6.0,T. Haliburton,1630169.0,2.0,,,,,,,,
149,PT00M00.00S,2021-11-04T02:32:25.9Z,1,REGULAR,3pt,Jump Shot,[],1630230,4.418528252299605,97.05882352941177,1610612740,27,26,2021-11-04T02:32:34Z,1480000,-235.0,-11.0,1,left,MISS N. Marshall step back 3PT,[1630230],1610612740.0,NOP,step back,,,Marshall,N. Marshall,,,,,,,,23.56,Missed,,,,,,,,,,,,,,,,
150,PT00M00.00S,2021-11-04T02:32:31.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,27,26,2021-11-04T02:32:31Z,1490000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,149.0,,,,,,,,,,,,,,,
151,PT00M00.00S,2021-11-04T02:32:32.9Z,1,REGULAR,period,end,[],0,,,1610612740,27,26,2021-11-04T02:32:32Z,1500000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2021-11-04T02:35:06.5Z,2,REGULAR,period,start,[],0,,,1610612758,27,26,2021-11-04T02:35:06Z,1510000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT11M43.00S,2021-11-04T02:35:22.6Z,2,REGULAR,2pt,Jump Shot,[],1630169,75.1149802890933,43.627450980392155,1610612758,27,26,2021-11-04T02:35:27Z,1520000,-32.0,181.0,1,right,MISS T. Haliburton 18' pullup Shot,[1630169],1610612758.0,SAC,pullup,,,Haliburton,T. Haliburton,,,,,,,,18.42,Missed,,,,,,,,,,,,,,,,
154,PT11M39.00S,2021-11-04T02:35:26.6Z,2,REGULAR,rebound,defensive,[],1630184,,,1610612740,27,26,2021-11-04T02:35:27Z,1530000,,,0,,K. Lewis Jr. REBOUND (Off:0 Def:1),[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,153.0,1.0,1.0,0.0,,,,,,,,,,,,
155,PT11M17.00S,2021-11-04T02:35:47.9Z,2,REGULAR,turnover,lost ball,[],202685,,,1610612740,27,26,2021-11-04T02:35:52Z,1540000,,,0,,J. Valanciunas lost ball TURNOVER (1 TO),"[202685, 1630169]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,1.0,Haliburton,1630169.0,,,,,,,,,,,,,,,,,,
156,PT11M17.00S,2021-11-04T02:35:47.9Z,2,REGULAR,steal,,[],1630169,,,1610612758,27,26,2021-11-04T02:35:50Z,1550000,,,0,,T. Haliburton STEAL (1 STL),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT11M14.00S,2021-11-04T02:35:54.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,27,26,2021-11-04T02:35:54Z,1560000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT10M59.00S,2021-11-04T02:36:26.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,27,26,2021-11-04T02:36:26Z,1570000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT10M56.00S,2021-11-04T02:36:36.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626158,72.61826544021025,20.098039215686274,1610612758,27,26,2021-11-04T02:36:42Z,1580000,-150.0,205.0,1,right,MISS R. Holmes 25' 3PT,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,25.36,Missed,,,,,,,,,,,,,,,,
160,PT10M51.00S,2021-11-04T02:36:40.9Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,27,26,2021-11-04T02:36:40Z,1590000,,,0,,T. Murphy III REBOUND (Off:0 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,159.0,2.0,2.0,0.0,,,,,,,,,,,,
161,PT10M45.00S,2021-11-04T02:36:47.4Z,2,REGULAR,3pt,Jump Shot,[],1630230,24.78646517739816,84.06862745098039,1610612740,27,29,2021-11-04T02:36:52Z,1600000,-170.0,180.0,1,left,N. Marshall 24' 3PT  (3 PTS) (T. Murphy III 1 AST),"[1630230, 1630530]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,24.82,Made,,,,,3.0,T. Murphy III,1630530.0,1.0,,,,,,,,
163,PT10M28.00S,2021-11-04T02:37:03.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626158,82.47371879106439,59.31372549019608,1610612758,29,29,2021-11-04T02:37:10Z,1620000,47.0,112.0,1,right,R. Holmes 12' floating Jump Shot (8 PTS) (D. Mitchell 4 AST),"[1626158, 1630558]",1610612758.0,SAC,floating,,,Holmes,R. Holmes,,,,,,,,12.15,Made,,,,,8.0,D. Mitchell,1630558.0,4.0,,,,,,,,
165,PT10M15.00S,2021-11-04T02:37:17.6Z,2,REGULAR,turnover,lost ball,[],202685,,,1610612740,29,29,2021-11-04T02:37:21Z,1640000,,,0,,J. Valanciunas lost ball TURNOVER (2 TO),"[202685, 1630169]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,2.0,Haliburton,1630169.0,,,,,,,,,,,,,,,,,,
166,PT10M15.00S,2021-11-04T02:37:17.6Z,2,REGULAR,steal,,[],1630169,,,1610612758,29,29,2021-11-04T02:37:20Z,1650000,,,0,,T. Haliburton STEAL (2 STL),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT10M04.00S,2021-11-04T02:37:28.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203090,89.96386333771353,3.6764705882352944,1610612758,29,29,2021-11-04T02:37:33Z,1660000,-232.0,42.0,1,right,MISS M. Harkless 3PT,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,23.53,Missed,,,,,,,,,,,,,,,,
168,PT10M00.00S,2021-11-04T02:37:32.8Z,2,REGULAR,rebound,defensive,[],1630184,,,1610612740,29,29,2021-11-04T02:37:33Z,1670000,,,0,,K. Lewis Jr. REBOUND (Off:0 Def:2),[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,167.0,2.0,2.0,0.0,,,,,,,,,,,,
169,PT09M54.00S,2021-11-04T02:37:39.2Z,2,REGULAR,3pt,Jump Shot,[],1630530,25.837713534822605,81.37254901960785,1610612740,29,29,2021-11-04T02:37:45Z,1680000,-157.0,190.0,1,left,MISS T. Murphy III 24' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,24.67,Missed,,,,,,,,,,,,,,,,
170,PT09M49.00S,2021-11-04T02:37:44.2Z,2,REGULAR,rebound,defensive,[],1627741,,,1610612758,29,29,2021-11-04T02:37:48Z,1690000,,,0,,B. Hield REBOUND (Off:0 Def:2),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,169.0,2.0,2.0,0.0,,,,,,,,,,,,
171,PT09M48.00S,2021-11-04T02:37:48.7Z,2,REGULAR,foul,personal,[],203107,,,1610612758,29,29,2021-11-04T02:37:57Z,1700000,,,0,,T. Satoransky personal FOUL (1 PF),"[203107, 1627741]",1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,1151.0,1.0,0.0,Hield,1627741.0,
173,PT09M48.00S,2021-11-04T02:38:00.1Z,2,REGULAR,substitution,out,[],1626158,,,1610612758,29,29,2021-11-04T02:38:08Z,1720000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT09M48.00S,2021-11-04T02:38:00.1Z,2,REGULAR,substitution,out,[],1630184,,,1610612758,29,29,2021-11-04T02:38:08Z,1730000,,,0,,SUB out: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT09M48.00S,2021-11-04T02:38:00.1Z,2,REGULAR,substitution,in,[],203458,,,1610612758,29,29,2021-11-04T02:38:08Z,1740000,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT09M48.00S,2021-11-04T02:38:00.1Z,2,REGULAR,substitution,in,[],202066,,,1610612758,29,29,2021-11-04T02:38:08Z,1750000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT09M39.00S,2021-11-04T02:38:19.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,93.77463863337714,51.9607843137255,1610612758,31,29,2021-11-04T02:38:24Z,1760000,10.0,6.0,1,right,D. Mitchell driving Layup (4 PTS),[1630558],1610612758.0,SAC,driving,,,Mitchell,D. Mitchell,,,,,,,,1.15,Made,,,,,4.0,,,,,,,,,,,
178,PT09M26.00S,2021-11-04T02:38:32.3Z,2,REGULAR,turnover,lost ball,[],203107,,,1610612740,31,29,2021-11-04T02:38:35Z,1770000,,,0,,T. Satoransky lost ball TURNOVER (1 TO),"[203107, 1630169]",1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,1.0,Haliburton,1630169.0,,,,,,,,,,,,,,,,,,
179,PT09M26.00S,2021-11-04T02:38:32.3Z,2,REGULAR,steal,,[],1630169,,,1610612758,31,29,2021-11-04T02:38:34Z,1780000,,,0,,T. Haliburton STEAL (3 STL),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT09M21.00S,2021-11-04T02:38:37.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203458,93.51182654402102,51.225490196078425,1610612758,33,29,2021-11-04T02:38:45Z,1790000,6.0,8.0,1,right,A. Len running DUNK (6 PTS) (T. Haliburton 3 AST),"[203458, 1630169]",1610612758.0,SAC,running,,,Len,A. Len,,,,,,,,1.05,Made,,,,,6.0,T. Haliburton,1630169.0,3.0,,,,,,,,
182,PT09M03.00S,2021-11-04T02:38:55.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203107,18.478975032851512,50.245098039215684,1610612740,33,29,2021-11-04T02:41:01Z,1810000,-1.0,121.0,1,left,MISS T. Satoransky 12' pullup Shot,[203107],1610612740.0,NOP,pullup,,,Satoransky,T. Satoransky,,,,,,,,12.12,Missed,,,,,,,,,,,,,,,,
