actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
16,PT10M17.00S,2022-03-15T02:12:04.7Z,1,REGULAR,turnover,bad pass,[],1630245,,,1610612741,5,5,2022-03-15T02:12:12Z,160000,,,0,,A. Dosunmu bad pass TURNOVER (1 TO),"[1630245, 1628978]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,1.0,DiVincenzo,1628978.0,,,,,,,
17,PT10M17.00S,2022-03-15T02:12:04.7Z,1,REGULAR,steal,,[],1628978,,,1610612758,5,5,2022-03-15T02:12:08Z,170000,,,0,,D. DiVincenzo STEAL (1 STL),[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,
18,PT10M12.00S,2022-03-15T02:12:09.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627734,92.19776609724047,48.77450980392157,1610612758,7,5,2022-03-15T02:12:17Z,180000,-6.0,21.0,1,right,D. Sabonis running DUNK (2 PTS) (D. DiVincenzo 1 AST),"[1627734, 1628978]",1610612758.0,SAC,running,,,Sabonis,D. Sabonis,,,,,2.17,Made,2.0,D. DiVincenzo,1628978.0,1.0,,,,,,,,,,,,,,
20,PT10M02.00S,2022-03-15T02:12:19.7Z,1,REGULAR,2pt,Jump Shot,[],203897,28.07161629434954,48.77450980392157,1610612741,7,5,2022-03-15T02:12:27Z,200000,6.0,211.0,1,left,MISS Z. LaVine 21' step back Shot,[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,21.15,Missed,,,,,,,,,,,,,,,,,,
21,PT09M58.00S,2022-03-15T02:12:23.4Z,1,REGULAR,rebound,offensive,[],1630245,,,1610612741,7,5,2022-03-15T02:12:23Z,210000,,,0,,A. Dosunmu REBOUND (Off:1 Def:0),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,20.0,1.0,0.0,1.0,,,,,,,,,,
22,PT09M57.00S,2022-03-15T02:12:29.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,7,5,2022-03-15T02:12:29Z,220000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,PT09M49.00S,2022-03-15T02:12:47.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202696,8.360709592641262,85.7843137254902,1610612741,7,5,2022-03-15T02:12:53Z,230000,-179.0,26.0,1,left,MISS N. Vucevic 18' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,18.08,Missed,,,,,,,,,,,,,,,,,,
24,PT09M45.00S,2022-03-15T02:12:51.7Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,7,5,2022-03-15T02:12:53Z,240000,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,
25,PT09M33.00S,2022-03-15T02:13:06.7Z,1,REGULAR,turnover,traveling,[],1627734,,,1610612758,7,5,2022-03-15T02:13:12Z,250000,,,0,,D. Sabonis traveling TURNOVER (1 TO),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,1.0,,,202026.0,,,,,,
26,PT09M23.00S,2022-03-15T02:13:23.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630245,12.959921156373195,2.941176470588235,1610612741,7,5,2022-03-15T02:13:29Z,260000,235.0,69.0,1,left,MISS A. Dosunmu 24' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,24.53,Missed,,,,,,,,,,,,,,,,,,
27,PT09M19.00S,2022-03-15T02:13:27.8Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,7,5,2022-03-15T02:13:29Z,270000,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,26.0,2.0,2.0,0.0,,,,,,,,,,
28,PT09M16.00S,2022-03-15T02:13:34.7Z,1,REGULAR,foul,personal,[],1629750,,,1610612758,7,5,2022-03-15T02:13:43Z,280000,,,0,,J. Green personal FOUL (1 PF),"[1629750, 203084]",1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Barnes,203084.0,,
30,PT09M08.00S,2022-03-15T02:13:52.2Z,1,REGULAR,3pt,Jump Shot,[],1628368,71.17279894875165,77.45098039215686,1610612758,7,5,2022-03-15T02:13:56Z,300000,137.0,218.0,1,right,MISS D. Fox 25' step back 3PT,[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,25.81,Missed,,,,,,,,,,,,,,,,,,
31,PT09M05.00S,2022-03-15T02:13:55.2Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,7,5,2022-03-15T02:13:56Z,310000,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,
32,PT09M00.00S,2022-03-15T02:14:04.7Z,1,REGULAR,foul,personal,[],1628978,,,1610612741,7,5,2022-03-15T02:14:11Z,320000,,,0,,D. DiVincenzo personal FOUL (1 PF),"[1628978, 201942]",1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,202026.0,1.0,0.0,DeRozan,201942.0,,
34,PT08M44.00S,2022-03-15T02:14:39.0Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612741,7,5,2022-03-15T02:14:48Z,340000,,,0,,CHI shot clock Team TURNOVER,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,1626302.0,,,,,,
35,PT08M22.00S,2022-03-15T02:15:10.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203084,76.82325886990802,10.53921568627451,1610612758,7,5,2022-03-15T02:15:16Z,350000,-197.0,165.0,1,right,MISS H. Barnes 25' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,25.75,Missed,,,,,,,,,,,,,,,,,,
36,PT08M21.00S,2022-03-15T02:15:11.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,7,5,2022-03-15T02:15:16Z,360000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,
37,PT08M21.00S,2022-03-15T02:15:16.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,7,5,2022-03-15T02:15:16Z,370000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PT08M17.00S,2022-03-15T02:15:35.3Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1628978,74.45795006570303,60.78431372549019,1610612758,9,5,2022-03-15T02:15:39Z,380000,54.0,188.0,1,right,D. DiVincenzo 19' pullup Jump Shot (2 PTS) (D. Fox 1 AST),"[1628978, 1628368]",1610612758.0,SAC,pullup,,,DiVincenzo,D. DiVincenzo,,,,,19.52,Made,2.0,D. Fox,1628368.0,1.0,,,,,,,,,,,,,,
40,PT07M52.00S,2022-03-15T02:15:59.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,12.302890932982917,45.09803921568628,1610612741,9,5,2022-03-15T02:16:04Z,400000,25.0,63.0,1,left,MISS N. Vucevic 6' Hook,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,6.77,Missed,,,,,,,,,,,,,,,,,,
41,PT07M49.00S,2022-03-15T02:16:02.9Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,9,5,2022-03-15T02:16:04Z,410000,,,0,,D. Sabonis REBOUND (Off:0 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,40.0,3.0,3.0,0.0,,,,,,,,,,
42,PT07M43.00S,2022-03-15T02:16:08.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,93.64323258869908,44.85294117647059,1610612758,9,5,2022-03-15T02:16:23Z,420000,-26.0,7.0,1,right,MISS D. Sabonis Layup,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,2.67,Missed,,,,,,,,,,,,,,,,,,
43,PT07M41.00S,2022-03-15T02:16:10.6Z,1,REGULAR,rebound,defensive,[],1629750,,,1610612741,9,5,2022-03-15T02:16:14Z,430000,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,42.0,1.0,1.0,0.0,,,,,,,,,,
44,PT07M28.00S,2022-03-15T02:16:23.9Z,1,REGULAR,3pt,Jump Shot,[],203897,6.783837056504599,3.1862745098039214,1610612741,9,5,2022-03-15T02:16:27Z,440000,234.0,11.0,1,left,MISS Z. LaVine 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,23.44,Missed,,,,,,,,,,,,,,,,,,
45,PT07M25.00S,2022-03-15T02:16:26.9Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,9,5,2022-03-15T02:16:27Z,450000,,,0,,D. Sabonis REBOUND (Off:0 Def:4),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,44.0,4.0,4.0,0.0,,,,,,,,,,
46,PT07M21.00S,2022-03-15T02:16:30.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628368,92.59198423127464,44.36274509803921,1610612758,11,5,2022-03-15T02:17:10Z,460000,-28.0,17.0,1,right,D. Fox running Layup (5 PTS),[1628368],1610612758.0,SAC,running,,,Fox,D. Fox,,,,,3.3,Made,5.0,,,,,,,,,,,,,,,,,
47,PT07M21.00S,2022-03-15T02:16:38.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,11,5,2022-03-15T02:16:38Z,470000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M05.00S,2022-03-15T02:19:55.7Z,1,REGULAR,3pt,Jump Shot,[],202696,32.933639947437584,45.83333333333333,1610612741,11,5,2022-03-15T02:20:04Z,480000,21.0,257.0,1,left,MISS N. Vucevic 25' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,25.79,Missed,,,,,,,,,,,,,,,,,,
49,PT06M58.00S,2022-03-15T02:20:02.7Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612758,11,5,2022-03-15T02:20:04Z,490000,,,0,,T. Lyles REBOUND (Off:2 Def:1),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,48.0,3.0,1.0,2.0,,,,,,,,,,
50,PT06M50.00S,2022-03-15T02:20:12.8Z,1,REGULAR,turnover,out-of-bounds,[],1628368,,,1610612758,11,5,2022-03-15T02:20:20Z,500000,,,0,,D. Fox bad pass out-of-bounds TURNOVER (1 TO),[1628368],1610612758.0,SAC,bad pass,,,Fox,D. Fox,,,,,,,,,,,,,,,1.0,,,202026.0,,,,,,
51,PT06M50.00S,2022-03-15T02:20:18.0Z,1,REGULAR,substitution,out,[],201942,,,1610612741,11,5,2022-03-15T02:20:28Z,510000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M50.00S,2022-03-15T02:20:18.0Z,1,REGULAR,substitution,in,[],1627936,,,1610612741,11,5,2022-03-15T02:20:28Z,520000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M37.00S,2022-03-15T02:20:40.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203897,7.440867279894875,54.65686274509803,1610612741,11,5,2022-03-15T02:20:48Z,530000,-23.0,17.0,1,left,MISS Z. LaVine driving reverse Layup,[203897],1610612741.0,CHI,driving reverse,,,LaVine,Z. LaVine,,,,,2.91,Missed,,,,,,,,,,,,,,,,,,
54,PT06M32.00S,2022-03-15T02:20:45.6Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,11,5,2022-03-15T02:23:15Z,540000,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,53.0,1.0,1.0,0.0,,,,,,,,,,
57,PT06M28.00S,2022-03-15T02:20:49.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203084,92.19776609724047,46.81372549019608,1610612758,13,5,2022-03-15T02:20:54Z,570000,-16.0,21.0,1,right,H. Barnes driving Layup (2 PTS) (T. Lyles 1 AST),"[203084, 1626168]",1610612758.0,SAC,driving,,,Barnes,H. Barnes,,,,,2.62,Made,2.0,T. Lyles,1626168.0,1.0,,,,,,,,,,,,,,
59,PT06M16.00S,2022-03-15T02:21:01.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,12.434296977660972,57.35294117647059,1610612741,13,5,2022-03-15T02:21:06Z,590000,-37.0,64.0,1,left,MISS N. Vucevic 7' Hook,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,7.42,Missed,,,,,,,,,,,,,,,,,,
60,PT06M13.00S,2022-03-15T02:21:04.6Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612758,13,5,2022-03-15T02:21:06Z,600000,,,0,,T. Lyles REBOUND (Off:2 Def:2),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,59.0,4.0,2.0,2.0,,,,,,,,,,
61,PT06M01.00S,2022-03-15T02:21:16.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,89.04402102496715,49.01960784313725,1610612758,13,5,2022-03-15T02:21:19Z,610000,-5.0,50.0,1,right,MISS D. Sabonis Hook,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,5.07,Missed,,,,,,,,,,,,,,,,,,
62,PT05M59.00S,2022-03-15T02:21:18.1Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,13,5,2022-03-15T02:21:19Z,620000,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,61.0,2.0,2.0,0.0,,,,,,,,,,
63,PT05M53.00S,2022-03-15T02:21:24.2Z,1,REGULAR,3pt,Jump Shot,[],203897,5.206964520367937,95.83333333333334,1610612741,13,5,2022-03-15T02:21:32Z,630000,-229.0,-4.0,1,left,MISS Z. LaVine running 3PT,[203897],1610612741.0,CHI,running,,,LaVine,Z. LaVine,,,,,22.92,Missed,,,,,,,,,,,,,,,,,,
64,PT05M51.00S,2022-03-15T02:21:27.3Z,1,REGULAR,rebound,offensive,[],1629750,,,1610612741,13,5,2022-03-15T02:21:27Z,640000,,,0,,J. Green REBOUND (Off:1 Def:1),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,63.0,2.0,1.0,1.0,,,,,,,,,,
65,PT05M48.00S,2022-03-15T02:21:29.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630245,29.77989487516426,27.450980392156865,1610612741,13,5,2022-03-15T02:21:35Z,650000,113.0,227.0,1,left,MISS A. Dosunmu 25' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,25.38,Missed,,,,,,,,,,,,,,,,,,
66,PT05M48.00S,2022-03-15T02:21:29.7Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,13,5,2022-03-15T02:21:35Z,660000,,,0,,D. Fox REBOUND (Off:0 Def:2),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,65.0,2.0,2.0,0.0,,,,,,,,,,
67,PT05M35.00S,2022-03-15T02:21:42.9Z,1,REGULAR,3pt,Jump Shot,[],1628978,71.69842312746385,76.7156862745098,1610612758,13,5,2022-03-15T02:21:49Z,670000,134.0,214.0,1,right,MISS D. DiVincenzo 25' 3PT,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,25.19,Missed,,,,,,,,,,,,,,,,,,
68,PT05M32.00S,2022-03-15T02:21:45.9Z,1,REGULAR,rebound,offensive,[],1626168,,,1610612758,13,5,2022-03-15T02:21:49Z,680000,,,0,,T. Lyles REBOUND (Off:3 Def:2),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,67.0,5.0,2.0,3.0,,,,,,,,,,
69,PT05M32.00S,2022-03-15T02:21:48.9Z,1,REGULAR,foul,personal,['2freethrow'],1629750,,,1610612758,13,5,2022-03-15T02:22:26Z,690000,,,0,,J. Green shooting personal FOUL (2 PF) (Lyles 2 FT),"[1629750, 1626168]",1610612741.0,CHI,shooting,,,Green,J. Green,,,,,,,,,,,,,,,,,,1626302.0,2.0,0.0,Lyles,1626168.0,,
71,PT05M32.00S,2022-03-15T02:22:20.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1626168,,,1610612758,14,5,2022-03-15T02:22:20Z,710000,,,0,,T. Lyles Free Throw 1 of 2 (3 PTS),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
72,PT05M32.00S,2022-03-15T02:22:22.6Z,1,REGULAR,substitution,out,[],1628978,,,1610612758,14,5,2022-03-15T02:22:32Z,720000,,,0,,SUB out: D. DiVincenzo,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M32.00S,2022-03-15T02:22:22.6Z,1,REGULAR,substitution,out,[],1627734,,,1610612758,14,5,2022-03-15T02:22:32Z,730000,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M32.00S,2022-03-15T02:22:22.6Z,1,REGULAR,substitution,in,[],1630558,,,1610612758,14,5,2022-03-15T02:22:32Z,740000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M32.00S,2022-03-15T02:22:22.6Z,1,REGULAR,substitution,in,[],1626158,,,1610612758,14,5,2022-03-15T02:22:32Z,750000,,,0,,SUB in: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M32.00S,2022-03-15T02:22:47.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1626168,,,1610612758,15,5,2022-03-15T02:22:47Z,760000,,,0,,T. Lyles Free Throw 2 of 2 (4 PTS),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
77,PT05M19.00S,2022-03-15T02:23:01.3Z,1,REGULAR,2pt,Jump Shot,[],203897,17.559132720105126,76.9607843137255,1610612741,15,7,2022-03-15T02:23:09Z,770000,-135.0,113.0,1,left,Z. LaVine 17' Jump Shot (5 PTS) (N. Vucevic 1 AST),"[203897, 202696]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,17.56,Made,5.0,N. Vucevic,202696.0,1.0,,,,,,,,,,,,,,
129,PT05M08.00S,2022-03-15T02:23:12.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,91.67214191852825,41.911764705882355,1610612758,15,7,2022-03-15T02:29:48Z,785000,-40.0,26.0,1,right,MISS D. Mitchell driving Layup - blocked,"[1630558, 203897]",1610612758.0,SAC,driving,,,Mitchell,D. Mitchell,,,,,4.79,Missed,,,,,,,,,,,,,,,,,LaVine,203897.0
130,PT05M08.00S,2022-03-15T02:23:12.6Z,1,REGULAR,block,,[],203897,,,1610612758,15,7,2022-03-15T02:29:48Z,787500,,,0,,Z. LaVine BLOCK (1 BLK),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
131,PT05M07.00S,2022-03-15T02:23:13.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,15,7,2022-03-15T02:29:48Z,788750,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,129.0,,,,,,,,,,,,,
79,PT05M07.00S,2022-03-15T02:23:23.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,15,7,2022-03-15T02:23:23Z,790000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M07.00S,2022-03-15T02:23:24.6Z,1,REGULAR,substitution,out,[],1626168,,,1610612758,15,7,2022-03-15T02:23:30Z,800000,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M07.00S,2022-03-15T02:23:24.6Z,1,REGULAR,substitution,out,[],1629750,,,1610612758,15,7,2022-03-15T02:23:30Z,810000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M07.00S,2022-03-15T02:23:24.6Z,1,REGULAR,substitution,in,[],1629002,,,1610612758,15,7,2022-03-15T02:23:30Z,820000,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M07.00S,2022-03-15T02:23:24.6Z,1,REGULAR,substitution,in,[],1627884,,,1610612758,15,7,2022-03-15T02:23:30Z,830000,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M02.00S,2022-03-15T02:23:38.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628368,68.67608409986859,66.42156862745098,1610612758,18,7,2022-03-15T02:29:48Z,840000,82.0,242.0,1,right,D. Fox 25' 3PT  (8 PTS) (D. Mitchell 1 AST),"[1628368, 1630558]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,25.55,Made,8.0,D. Mitchell,1630558.0,1.0,,,,,,,,,,,,,,
86,PT04M49.00S,2022-03-15T02:23:51.5Z,1,REGULAR,turnover,bad pass,[],1627936,,,1610612741,18,7,2022-03-15T02:23:55Z,860000,,,0,,A. Caruso bad pass TURNOVER (1 TO),"[1627936, 203084]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,1.0,Barnes,203084.0,,,,,,,
