actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
90,PT05M11.00S,2021-11-23T03:24:51.1Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,16,17,2021-11-23T03:24:55Z,900000,,,0,,A. Drummond REBOUND (Off:0 Def:5),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,89.0,5.0,5.0,0.0,,,
91,PT05M01.00S,2021-11-23T03:25:01.5Z,1,REGULAR,3pt,Jump Shot,[],1629003,69.59592641261499,70.83333333333334,1610612755,16,20,2021-11-23T03:25:07Z,910000,104.0,233.0,1,right,S. Milton 25' 3PT step back (6 PTS) (A. Drummond 3 AST),"[1629003, 203083]",1610612755.0,PHI,step back,,,Milton,S. Milton,,,,,25.55,Made,6.0,,,,,,A. Drummond,203083.0,3.0,,,,,,,,,,
93,PT04M47.00S,2021-11-23T03:25:14.5Z,1,REGULAR,2pt,Jump Shot,[],1630558,19.793035479632064,65.93137254901961,1610612758,16,20,2021-11-23T03:25:21Z,930000,-80.0,134.0,1,left,MISS D. Mitchell 15' pullup Shot,[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,15.56,Missed,,,,,,,,,,,,,,,,,,,
94,PT04M46.00S,2021-11-23T03:25:15.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,16,20,2021-11-23T03:25:21Z,940000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,93.0,,,,,,
95,PT04M46.00S,2021-11-23T03:25:21.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,16,20,2021-11-23T03:25:21Z,950000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M46.00S,2021-11-23T03:25:24.3Z,1,REGULAR,substitution,out,[],1627777,,,1610612758,16,20,2021-11-23T03:25:34Z,960000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M46.00S,2021-11-23T03:25:24.3Z,1,REGULAR,substitution,in,[],1630194,,,1610612758,16,20,2021-11-23T03:25:34Z,970000,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M44.00S,2021-11-23T03:25:41.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203084,6.783837056504599,46.568627450980394,1610612758,16,20,2021-11-23T03:25:47Z,980000,17.0,11.0,1,left,MISS H. Barnes cutting Layup - blocked,"[203084, 203083]",1610612758.0,SAC,cutting,,,Barnes,H. Barnes,,,,,2.06,Missed,,,,,,,,,,,,,,,,,Drummond,203083.0,
99,PT04M44.00S,2021-11-23T03:25:41.2Z,1,REGULAR,block,,[],203083,,,1610612758,16,20,2021-11-23T03:25:45Z,990000,,,0,,A. Drummond BLOCK (3 BLK),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M39.00S,2021-11-23T03:25:46.2Z,1,REGULAR,rebound,defensive,[],1627788,,,1610612755,16,20,2021-11-23T03:25:47Z,1000000,,,0,,F. Korkmaz REBOUND (Off:0 Def:1),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,98.0,1.0,1.0,0.0,,,
101,PT04M36.00S,2021-11-23T03:25:48.9Z,1,REGULAR,3pt,Jump Shot,[],1630194,93.51182654402102,3.6764705882352944,1610612755,16,20,2021-11-23T03:25:56Z,1010000,-232.0,8.0,1,right,MISS P. Reed 3PT,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,23.18,Missed,,,,,,,,,,,,,,,,,,,
102,PT04M31.00S,2021-11-23T03:25:53.9Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612758,16,20,2021-11-23T03:25:56Z,1020000,,,0,,B. Hield REBOUND (Off:1 Def:2),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,101.0,3.0,2.0,1.0,,,
103,PT04M27.00S,2021-11-23T03:26:00.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630194,,,1610612758,16,20,2021-11-23T03:26:13Z,1030000,,,0,,P. Reed shooting personal FOUL (1 PF) (Len 2 FT),"[1630194, 203458]",1610612755.0,PHI,shooting,,,Reed,P. Reed,,,,,,,,201246.0,1.0,0.0,Len,203458.0,,,,,,,,,,,,,
105,PT04M27.00S,2021-11-23T03:26:21.7Z,1,REGULAR,freethrow,1 of 2,[],203458,,,1610612758,16,20,2021-11-23T03:26:45Z,1050000,,,0,,MISS A. Len Free Throw 1 of 2,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,Missed,,,,,,,,,,,,,,,,,,,
106,PT04M27.00S,2021-11-23T03:26:21.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612758,16,20,2021-11-23T03:26:45Z,1060000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,105.0,,,,,,
107,PT04M27.00S,2021-11-23T03:26:21.7Z,1,REGULAR,freethrow,2 of 2,[],203458,,,1610612758,16,20,2021-11-23T03:26:45Z,1070000,,,0,,MISS A. Len Free Throw 2 of 2,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,Missed,,,,,,,,,,,,,,,,,,,
108,PT04M25.00S,2021-11-23T03:26:23.7Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,16,20,2021-11-23T03:26:45Z,1080000,,,0,,A. Drummond REBOUND (Off:0 Def:6),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,107.0,6.0,6.0,0.0,,,
109,PT04M08.00S,2021-11-23T03:26:56.4Z,1,REGULAR,3pt,Jump Shot,[],1627788,75.3777923784494,11.27450980392157,1610612755,16,20,2021-11-23T03:27:01Z,1090000,-194.0,179.0,1,right,MISS F. Korkmaz 26' 3PT,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,26.36,Missed,,,,,,,,,,,,,,,,,,,
110,PT04M04.00S,2021-11-23T03:27:00.4Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,16,20,2021-11-23T03:27:01Z,1100000,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,109.0,1.0,1.0,0.0,,,
111,PT04M00.00S,2021-11-23T03:27:05.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203083,,,1610612758,16,20,2021-11-23T03:27:37Z,1110000,,,0,,A. Drummond shooting personal FOUL (2 PF) (Len 2 FT),"[203083, 203458]",1610612755.0,PHI,shooting,,,Drummond,A. Drummond,,,,,,,,1628951.0,2.0,0.0,Len,203458.0,,,,,,,,,,,,,
113,PT04M00.00S,2021-11-23T03:27:38.4Z,1,REGULAR,freethrow,1 of 2,[],203458,,,1610612758,16,20,2021-11-23T03:27:38Z,1130000,,,0,,MISS A. Len Free Throw 1 of 2,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,Missed,,,,,,,,,,,,,,,,,,,
114,PT04M00.00S,2021-11-23T03:27:38.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,16,20,2021-11-23T03:27:38Z,1140000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,113.0,,,,,,
115,PT04M00.00S,2021-11-23T03:27:39.4Z,1,REGULAR,substitution,out,[],203083,,,1610612758,16,20,2021-11-23T03:27:42Z,1150000,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M00.00S,2021-11-23T03:27:39.4Z,1,REGULAR,substitution,in,[],1629646,,,1610612758,16,20,2021-11-23T03:27:42Z,1160000,,,0,,SUB in: C. Bassey,[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT04M00.00S,2021-11-23T03:27:58.2Z,1,REGULAR,freethrow,2 of 2,[],203458,,,1610612758,17,20,2021-11-23T03:27:58Z,1170000,,,0,,A. Len Free Throw 2 of 2 (2 PTS),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
119,PT03M36.00S,2021-11-23T03:28:23.5Z,1,REGULAR,turnover,bad pass,[],1627788,,,1610612755,17,20,2021-11-23T03:28:27Z,1180000,,,0,,F. Korkmaz bad pass TURNOVER (1 TO),"[1627788, 203084]",1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,1.0,Barnes,203084.0,,,,,,,
120,PT03M36.00S,2021-11-23T03:28:23.5Z,1,REGULAR,steal,,[],203084,,,1610612758,17,20,2021-11-23T03:28:25Z,1190000,,,0,,H. Barnes STEAL (1 STL),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M31.00S,2021-11-23T03:28:28.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627741,5.732588699080158,52.20588235294118,1610612758,19,20,2021-11-23T03:28:34Z,1200000,-11.0,1.0,1,left,B. Hield running Layup (2 PTS) (H. Barnes 1 AST),"[1627741, 203084]",1610612758.0,SAC,running,,,Hield,B. Hield,,,,,1.11,Made,2.0,,,,,,H. Barnes,203084.0,1.0,,,,,,,,,,
123,PT03M08.00S,2021-11-23T03:28:51.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630194,93.11760840998686,45.34313725490196,1610612755,19,22,2021-11-23T03:28:56Z,1220000,-23.0,12.0,1,right,P. Reed reverse Layup (2 PTS) (F. Korkmaz 3 AST),"[1630194, 1627788]",1610612755.0,PHI,reverse,,,Reed,P. Reed,,,,,2.63,Made,2.0,,,,,,F. Korkmaz,1627788.0,3.0,,,,,,,,,,
125,PT03M01.00S,2021-11-23T03:28:57.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,26.231931668856767,14.215686274509803,1610612758,22,22,2021-11-23T03:29:09Z,1240000,179.0,194.0,1,left,B. Hield 26' 3PT running (5 PTS) (D. Fox 1 AST),"[1627741, 1628368]",1610612758.0,SAC,running,,,Hield,B. Hield,,,,,26.4,Made,5.0,,,,,,D. Fox,1628368.0,1.0,,,,,,,,,,
127,PT02M42.00S,2021-11-23T03:29:19.5Z,1,REGULAR,3pt,Jump Shot,[],1629680,78.79434954007884,8.823529411764707,1610612755,22,22,2021-11-23T03:29:25Z,1260000,-206.0,147.0,1,right,MISS M. Thybulle 25' 3PT,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,25.29,Missed,,,,,,,,,,,,,,,,,,,
128,PT02M39.00S,2021-11-23T03:29:22.8Z,1,REGULAR,rebound,offensive,[],1630194,,,1610612755,22,22,2021-11-23T03:29:22Z,1270000,,,0,,P. Reed REBOUND (Off:1 Def:0),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,127.0,1.0,0.0,1.0,,,
129,PT02M36.00S,2021-11-23T03:29:24.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629680,74.58935611038108,16.176470588235293,1610612755,22,25,2021-11-23T03:29:31Z,1280000,-169.0,186.0,1,right,M. Thybulle 25' 3PT  (7 PTS) (P. Reed 1 AST),"[1629680, 1630194]",1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,25.17,Made,7.0,,,,,,P. Reed,1630194.0,1.0,,,,,,,,,,
131,PT02M26.00S,2021-11-23T03:29:35.7Z,1,REGULAR,turnover,bad pass,[],1628368,,,1610612758,22,25,2021-11-23T03:29:43Z,1300000,,,0,,D. Fox bad pass TURNOVER (2 TO),"[1628368, 1629003]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,2.0,Milton,1629003.0,,,,,,,
132,PT02M26.00S,2021-11-23T03:29:35.7Z,1,REGULAR,steal,,[],1629003,,,1610612755,22,25,2021-11-23T03:29:38Z,1310000,,,0,,S. Milton STEAL (1 STL),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M24.00S,2021-11-23T03:29:44.5Z,1,REGULAR,foul,personal,[],1628368,,,1610612755,22,25,2021-11-23T03:33:33Z,1320000,,,0,,D. Fox take personal FOUL (2 PF),"[1628368, 1629003]",1610612758.0,SAC,take,,,Fox,D. Fox,,,,,,,,1155.0,2.0,0.0,Milton,1629003.0,,,,,,,,,,,,,
135,PT02M24.00S,2021-11-23T03:29:54.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,22,25,2021-11-23T03:29:54Z,1340000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M24.00S,2021-11-23T03:32:16.3Z,1,REGULAR,substitution,out,[],1628368,,,1610612755,22,25,2021-11-23T03:32:38Z,1350000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M24.00S,2021-11-23T03:32:16.3Z,1,REGULAR,substitution,out,[],203084,,,1610612755,22,25,2021-11-23T03:32:38Z,1360000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M24.00S,2021-11-23T03:32:16.3Z,1,REGULAR,substitution,out,[],1629680,,,1610612755,22,25,2021-11-23T03:32:38Z,1370000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M24.00S,2021-11-23T03:32:16.3Z,1,REGULAR,substitution,in,[],1630169,,,1610612755,22,25,2021-11-23T03:32:38Z,1380000,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M24.00S,2021-11-23T03:32:16.3Z,1,REGULAR,substitution,in,[],1628963,,,1610612755,22,25,2021-11-23T03:32:38Z,1390000,,,0,,SUB in: M. Bagley III,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M24.00S,2021-11-23T03:32:16.3Z,1,REGULAR,substitution,in,[],1630198,,,1610612755,22,25,2021-11-23T03:32:38Z,1400000,,,0,,SUB in: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M12.00S,2021-11-23T03:32:49.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629003,79.84559789750328,48.28431372549019,1610612755,22,27,2021-11-23T03:32:54Z,1410000,-9.0,137.0,1,right,S. Milton 13' bank Jump Shot (8 PTS),[1629003],1610612755.0,PHI,bank,,,Milton,S. Milton,,,,,13.73,Made,8.0,,,,,,,,,,,,,,,,,,
143,PT01M55.00S,2021-11-23T03:33:06.2Z,1,REGULAR,3pt,Jump Shot,[],1627741,31.882391590013142,56.372549019607845,1610612758,25,27,2021-11-23T03:33:11Z,1420000,-32.0,247.0,1,left,B. Hield 24' 3PT pullup (8 PTS),[1627741],1610612758.0,SAC,pullup,,,Hield,B. Hield,,,,,24.92,Made,8.0,,,,,,,,,,,,,,,,,,
144,PT01M34.00S,2021-11-23T03:33:27.1Z,1,REGULAR,3pt,Jump Shot,[],1630198,75.50919842312747,85.5392156862745,1610612755,25,27,2021-11-23T03:33:32Z,1430000,178.0,178.0,1,right,MISS I. Joe 25' 3PT,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,25.13,Missed,,,,,,,,,,,,,,,,,,,
145,PT01M30.00S,2021-11-23T03:33:31.1Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612758,25,27,2021-11-23T03:33:32Z,1440000,,,0,,B. Hield REBOUND (Off:1 Def:3),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,144.0,4.0,3.0,1.0,,,
146,PT01M25.00S,2021-11-23T03:33:36.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,30.436925098554536,65.44117647058823,1610612758,28,27,2021-11-23T03:33:44Z,1450000,-77.0,234.0,1,left,B. Hield 24' 3PT pullup (11 PTS),[1627741],1610612758.0,SAC,pullup,,,Hield,B. Hield,,,,,24.6,Made,11.0,,,,,,,,,,,,,,,,,,
147,PT01M07.00S,2021-11-23T03:33:58.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627741,,,1610612755,28,27,2021-11-23T03:34:05Z,1460000,,,0,,B. Hield personal FOUL (1 PF) (Korkmaz 2 FT),"[1627741, 1627788]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,201246.0,1.0,0.0,Korkmaz,1627788.0,,,,,,,,,,,,,
149,PT01M07.00S,2021-11-23T03:34:18.0Z,1,REGULAR,freethrow,1 of 2,[],1627788,,,1610612755,28,27,2021-11-23T03:34:18Z,1480000,,,0,,MISS F. Korkmaz Free Throw 1 of 2,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,Missed,,,,,,,,,,,,,,,,,,,
150,PT01M07.00S,2021-11-23T03:34:18.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,28,27,2021-11-23T03:34:18Z,1490000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,149.0,,,,,,
151,PT01M07.00S,2021-11-23T03:34:32.0Z,1,REGULAR,freethrow,2 of 2,[],1627788,,,1610612755,28,28,2021-11-23T03:34:32Z,1500000,,,0,,F. Korkmaz Free Throw 2 of 2 (4 PTS),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
152,PT00M59.00S,2021-11-23T03:34:42.5Z,1,REGULAR,2pt,Jump Shot,[],1628963,6.258212877792378,30.392156862745097,1610612758,30,28,2021-11-23T03:34:47Z,1510000,98.0,6.0,1,left,M. Bagley III 9' Jump Shot (2 PTS) (T. Haliburton 1 AST),"[1628963, 1630169]",1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,9.82,Made,2.0,,,,,,T. Haliburton,1630169.0,1.0,,,,,,,,,,
154,PT00M50.70S,2021-11-23T03:34:56.8Z,1,REGULAR,turnover,double dribble,[],1629646,,,1610612755,30,28,2021-11-23T03:35:56Z,1530000,,,0,,C. Bassey double dribble TURNOVER (1 TO),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,1628951.0,,,,,,,,1.0,,,,,,,,,
155,PT00M50.70S,2021-11-23T03:35:03.4Z,1,REGULAR,substitution,out,[],1627788,,,1610612758,30,28,2021-11-23T03:35:10Z,1540000,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M50.70S,2021-11-23T03:35:03.4Z,1,REGULAR,substitution,out,[],1630194,,,1610612758,30,28,2021-11-23T03:35:10Z,1550000,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M50.70S,2021-11-23T03:35:03.4Z,1,REGULAR,substitution,in,[],1627777,,,1610612758,30,28,2021-11-23T03:35:10Z,1560000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M50.70S,2021-11-23T03:35:03.4Z,1,REGULAR,substitution,in,[],1630178,,,1610612758,30,28,2021-11-23T03:35:10Z,1570000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M41.10S,2021-11-23T03:35:20.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203458,5.732588699080158,46.07843137254902,1610612758,30,28,2021-11-23T03:35:26Z,1580000,20.0,1.0,1,left,MISS A. Len Layup,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,1.96,Missed,,,,,,,,,,,,,,,,,,,
160,PT00M38.40S,2021-11-23T03:35:23.6Z,1,REGULAR,rebound,defensive,[],1629646,,,1610612755,30,28,2021-11-23T03:35:26Z,1590000,,,0,,C. Bassey REBOUND (Off:0 Def:1),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,159.0,1.0,1.0,0.0,,,
161,PT00M25.20S,2021-11-23T03:35:36.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627777,88.38699080157687,55.88235294117647,1610612755,30,28,2021-11-23T03:36:54Z,1600000,29.0,57.0,1,right,MISS G. Niang 6' Hook,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,6.39,Missed,,,,,,,,,,,,,,,,,,,
162,PT00M22.20S,2021-11-23T03:35:39.8Z,1,REGULAR,rebound,defensive,[],203458,,,1610612758,30,28,2021-11-23T03:35:39Z,1610000,,,0,,A. Len REBOUND (Off:0 Def:1),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,161.0,1.0,1.0,0.0,,,
163,PT00M18.90S,2021-11-23T03:35:43.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,33.196452036793694,36.029411764705884,1610612758,33,28,2021-11-23T03:35:51Z,1620000,70.0,260.0,1,left,B. Hield 26' 3PT running (14 PTS) (T. Haliburton 2 AST),"[1627741, 1630169]",1610612758.0,SAC,running,,,Hield,B. Hield,,,,,26.87,Made,14.0,,,,,,T. Haliburton,1630169.0,2.0,,,,,,,,,,
165,PT00M02.40S,2021-11-23T03:36:04.5Z,1,REGULAR,3pt,Jump Shot,[],1627777,71.82982917214193,78.18627450980392,1610612755,33,28,2021-11-23T03:36:11Z,1640000,141.0,212.0,1,right,MISS G. Niang 25' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,25.48,Missed,,,,,,,,,,,,,,,,,,,
166,PT00M02.40S,2021-11-23T03:36:04.5Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612758,33,28,2021-11-23T03:36:11Z,1650000,,,0,,B. Hield REBOUND (Off:1 Def:4),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,165.0,5.0,4.0,1.0,,,
167,PT00M00.00S,2021-11-23T03:36:12.9Z,1,REGULAR,period,end,[],0,,,1610612758,33,28,2021-11-23T03:36:12Z,1660000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-11-23T03:38:20.5Z,2,REGULAR,substitution,out,['startperiod'],203458,,,1610612758,33,28,2021-11-23T03:38:53Z,1670000,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2021-11-23T03:38:20.5Z,2,REGULAR,substitution,in,['startperiod'],1626158,,,1610612758,33,28,2021-11-23T03:38:53Z,1680000,,,0,,SUB in: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2021-11-23T03:38:53.7Z,2,REGULAR,period,start,[],0,,,1610612758,33,28,2021-11-23T03:38:53Z,1690000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT11M39.00S,2021-11-23T03:39:13.7Z,2,REGULAR,3pt,Jump Shot,[],1630169,31.750985545335087,43.627450980392155,1610612758,33,28,2021-11-23T03:39:19Z,1700000,32.0,246.0,1,left,MISS T. Haliburton 24' 3PT,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,24.81,Missed,,,,,,,,,,,,,,,,,,,
172,PT11M35.00S,2021-11-23T03:39:17.7Z,2,REGULAR,rebound,defensive,[],1630198,,,1610612755,33,28,2021-11-23T03:39:19Z,1710000,,,0,,I. Joe REBOUND (Off:0 Def:1),[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,171.0,1.0,1.0,0.0,,,
173,PT11M21.00S,2021-11-23T03:39:31.7Z,2,REGULAR,2pt,Jump Shot,[],1630178,75.77201051248358,21.323529411764707,1610612755,33,28,2021-11-23T03:39:36Z,1720000,-143.0,175.0,1,right,MISS T. Maxey 22' pullup Shot,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,22.64,Missed,,,,,,,,,,,,,,,,,,,
174,PT11M18.00S,2021-11-23T03:39:34.7Z,2,REGULAR,rebound,defensive,[],1630558,,,1610612758,33,28,2021-11-23T03:39:36Z,1730000,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,173.0,1.0,1.0,0.0,,,
175,PT11M12.00S,2021-11-23T03:39:40.6Z,2,REGULAR,3pt,Jump Shot,[],1630558,30.56833114323259,27.450980392156865,1610612758,33,28,2021-11-23T03:39:45Z,1740000,113.0,235.0,1,left,MISS D. Mitchell 26' 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,26.04,Missed,,,,,,,,,,,,,,,,,,,
176,PT11M09.00S,2021-11-23T03:39:43.6Z,2,REGULAR,rebound,defensive,[],1629646,,,1610612755,33,28,2021-11-23T03:39:45Z,1750000,,,0,,C. Bassey REBOUND (Off:0 Def:2),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,175.0,2.0,2.0,0.0,,,
177,PT10M53.00S,2021-11-23T03:39:59.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,87.59855453350855,64.70588235294117,1610612755,33,30,2021-11-23T03:40:49Z,1760000,74.0,64.0,1,right,T. Maxey 9' driving floating Jump Shot (6 PTS),[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,9.75,Made,6.0,,,,,,,,,,,,,,,,,,
178,PT10M39.00S,2021-11-23T03:40:13.6Z,2,REGULAR,3pt,Jump Shot,[],1628963,4.28712220762155,96.56862745098039,1610612758,33,30,2021-11-23T03:40:21Z,1770000,-233.0,-12.0,1,left,MISS M. Bagley III 3PT,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,23.31,Missed,,,,,,,,,,,,,,,,,,,
