actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
266,PT03M47.00S,2021-11-23T03:58:01.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203083,94.40999984741211,50.0,1610612755,45,49,2021-11-23T03:59:42Z,2650000,0.0,0.0,1,right,A. Drummond tip Layup (2 PTS),[203083],1610612755.0,PHI,tip,,,Drummond,A. Drummond,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
267,PT03M38.00S,2021-11-23T03:58:07.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1626158,18.74178712220762,51.470588235294116,1610612758,47,49,2021-11-23T03:58:16Z,2660000,-7.0,124.0,1,left,R. Holmes 12' Jump Shot (8 PTS) (T. Haliburton 5 AST),"[1626158, 1630169]",1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,12.39,Made,8.0,,,,,,T. Haliburton,1630169.0,5.0,,,,,,,,,,
269,PT03M20.00S,2021-11-23T03:58:25.3Z,2,REGULAR,turnover,bad pass,[],203083,,,1610612755,47,49,2021-11-23T03:58:29Z,2680000,,,0,,A. Drummond bad pass TURNOVER (1 TO),"[203083, 1630169]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,1.0,Haliburton,1630169.0,,,,,,,
270,PT03M20.00S,2021-11-23T03:58:25.3Z,2,REGULAR,steal,,[],1630169,,,1610612758,47,49,2021-11-23T03:58:27Z,2690000,,,0,,T. Haliburton STEAL (1 STL),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M09.00S,2021-11-23T03:58:36.5Z,2,REGULAR,turnover,lost ball,[],1626158,,,1610612758,47,49,2021-11-23T04:49:49Z,2700000,,,0,,R. Holmes lost ball TURNOVER (1 TO),"[1626158, 1630178]",1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,1.0,Maxey,1630178.0,,,,,,,
272,PT03M09.00S,2021-11-23T03:58:36.5Z,2,REGULAR,steal,,[],1630178,,,1610612755,47,49,2021-11-23T04:49:49Z,2710000,,,0,,T. Maxey STEAL (2 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M00.00S,2021-11-23T03:58:45.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627788,87.33574244415243,96.32352941176471,1610612755,47,49,2021-11-23T03:58:50Z,2720000,232.0,67.0,1,right,MISS F. Korkmaz 24' 3PT,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,24.1,Missed,,,,,,,,,,,,,,,,,,,
274,PT02M56.00S,2021-11-23T03:58:49.0Z,2,REGULAR,rebound,defensive,[],1630169,,,1610612758,47,49,2021-11-23T03:58:50Z,2730000,,,0,,T. Haliburton REBOUND (Off:1 Def:1),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,273.0,2.0,1.0,1.0,,,
275,PT02M46.00S,2021-11-23T03:58:58.5Z,2,REGULAR,3pt,Jump Shot,[],203084,5.995400788436268,96.32352941176471,1610612758,47,49,2021-11-23T03:59:02Z,2740000,-232.0,4.0,1,left,MISS H. Barnes 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,23.16,Missed,,,,,,,,,,,,,,,,,,,
276,PT02M43.00S,2021-11-23T03:59:01.5Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,47,49,2021-11-23T03:59:02Z,2750000,,,0,,A. Drummond REBOUND (Off:2 Def:8),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,275.0,10.0,8.0,2.0,,,
277,PT02M29.00S,2021-11-23T03:59:15.8Z,2,REGULAR,2pt,Jump Shot,[],1630178,80.50262812089356,71.07843137254902,1610612755,47,51,2021-11-23T03:59:20Z,2760000,105.0,131.0,1,right,T. Maxey 16' pullup Jump Shot (12 PTS) (F. Korkmaz 4 AST),"[1630178, 1627788]",1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,16.8,Made,12.0,,,,,,F. Korkmaz,1627788.0,4.0,,,,,,,,,,
279,PT02M13.00S,2021-11-23T03:59:34.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,6.1268068331143235,54.41176470588235,1610612758,49,51,2021-11-23T03:59:41Z,2780000,-22.0,5.0,1,left,D. Fox driving Layup (13 PTS),[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,2.27,Made,13.0,,,,,,,,,,,,,,,,,,
280,PT02M13.00S,2021-11-23T03:59:39.3Z,2,REGULAR,foul,personal,['1freethrow'],1627777,,,1610612758,49,51,2021-11-23T04:00:00Z,2790000,,,0,,G. Niang shooting personal FOUL (2 PF) (Fox 1 FT),"[1627777, 1628368]",1610612755.0,PHI,shooting,,,Niang,G. Niang,,,,,,,,201246.0,2.0,0.0,Fox,1628368.0,,,,,,,,,,,,,
282,PT02M13.00S,2021-11-23T03:59:45.9Z,2,REGULAR,substitution,out,[],1626158,,,1610612758,49,51,2021-11-23T04:00:49Z,2810000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT02M13.00S,2021-11-23T03:59:45.9Z,2,REGULAR,substitution,out,[],1630178,,,1610612758,49,51,2021-11-23T04:00:49Z,2820000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT02M13.00S,2021-11-23T03:59:45.9Z,2,REGULAR,substitution,in,[],203458,,,1610612758,49,51,2021-11-23T04:00:49Z,2830000,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT02M13.00S,2021-11-23T03:59:45.9Z,2,REGULAR,substitution,in,[],1629003,,,1610612758,49,51,2021-11-23T04:00:49Z,2840000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT02M13.00S,2021-11-23T04:00:03.9Z,2,REGULAR,freethrow,1 of 1,[],1628368,,,1610612758,50,51,2021-11-23T04:00:03Z,2850000,,,0,,D. Fox Free Throw 1 of 1 (14 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
287,PT01M50.00S,2021-11-23T04:00:30.7Z,2,REGULAR,foul,personal,['2freethrow'],203458,,,1610612755,50,51,2021-11-23T04:00:49Z,2860000,,,0,,A. Len shooting personal FOUL (1 PF) (Drummond 2 FT),"[203458, 203083]",1610612758.0,SAC,shooting,,,Len,A. Len,,,,,,,,1628951.0,1.0,0.0,Drummond,203083.0,,,,,,,,,,,,,
289,PT01M50.00S,2021-11-23T04:00:56.8Z,2,REGULAR,freethrow,1 of 2,[],203083,,,1610612755,50,52,2021-11-23T04:01:16Z,2880000,,,0,,A. Drummond Free Throw 1 of 2 (3 PTS),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
290,PT01M50.00S,2021-11-23T04:01:00.4Z,2,REGULAR,substitution,out,[],1628368,,,1610612755,50,52,2021-11-23T04:01:04Z,2890000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT01M50.00S,2021-11-23T04:01:00.4Z,2,REGULAR,substitution,in,[],1627741,,,1610612755,50,52,2021-11-23T04:01:04Z,2900000,,,0,,SUB in: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT01M50.00S,2021-11-23T04:00:56.8Z,2,REGULAR,freethrow,2 of 2,[],203083,,,1610612755,50,52,2021-11-23T04:01:16Z,2910000,,,0,,MISS A. Drummond Free Throw 2 of 2,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,Missed,,,,,,,,,,,,,,,,,,,
293,PT01M48.00S,2021-11-23T04:00:58.8Z,2,REGULAR,rebound,defensive,[],203084,,,1610612758,50,52,2021-11-23T04:01:16Z,2920000,,,0,,H. Barnes REBOUND (Off:0 Def:3),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,292.0,3.0,3.0,0.0,,,
396,PT01M39.00S,2021-11-23T04:00:58.6Z,2,REGULAR,2pt,Layup,[],203084,5.042706964520377,66.91176470588235,1610612758,50,52,2021-11-23T04:32:01Z,2925000,-85.0,-5.0,1,left,MISS H. Barnes 8' driving Layup - blocked,"[203084, 1629003]",1610612758.0,SAC,driving,,,Barnes,H. Barnes,,,,,8.48,Missed,,,,,,,,,,,,,,,,,Milton,1629003.0,
397,PT01M39.00S,2021-11-23T04:00:58.6Z,2,REGULAR,block,,[],1629003,,,1610612758,50,52,2021-11-23T04:32:01Z,2927500,,,0,,S. Milton BLOCK (1 BLK),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT01M39.00S,2021-11-23T04:00:58.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,50,52,2021-11-23T04:32:01Z,2928750,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,396.0,,,,,,
294,PT01M39.00S,2021-11-23T04:01:27.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,50,52,2021-11-23T04:01:27Z,2930000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT01M34.00S,2021-11-23T04:01:52.3Z,2,REGULAR,turnover,traveling,[],203458,,,1610612758,50,52,2021-11-23T04:01:59Z,2940000,,,0,,A. Len traveling TURNOVER (1 TO),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,1628951.0,,,,,,,,1.0,,,,,,,,,
296,PT01M19.00S,2021-11-23T04:02:21.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629003,81.68528252299606,93.62745098039215,1610612755,50,52,2021-11-23T04:03:34Z,2950000,218.0,120.0,1,right,MISS S. Milton 24' step back 3PT,[1629003],1610612755.0,PHI,step back,,,Milton,S. Milton,,,,,24.88,Missed,,,,,,,,,,,,,,,,,,,
297,PT01M15.00S,2021-11-23T04:02:25.0Z,2,REGULAR,rebound,defensive,[],1627741,,,1610612758,50,52,2021-11-23T04:02:26Z,2960000,,,0,,B. Hield REBOUND (Off:1 Def:5),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,296.0,6.0,5.0,1.0,,,
298,PT00M59.70S,2021-11-23T04:02:40.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203458,18.347568988173457,49.01960784313725,1610612758,52,52,2021-11-23T04:02:46Z,2970000,5.0,120.0,1,left,A. Len 12' Jump Shot (4 PTS) (H. Barnes 3 AST),"[203458, 203084]",1610612758.0,SAC,,,,Len,A. Len,,,,,12.01,Made,4.0,,,,,,H. Barnes,203084.0,3.0,,,,,,,,,,
300,PT00M46.80S,2021-11-23T04:02:56.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629003,93.24901445466492,40.19607843137255,1610612755,52,54,2021-11-23T04:04:13Z,2990000,-49.0,11.0,1,right,S. Milton driving finger roll Layup (10 PTS) (F. Korkmaz 5 AST),"[1629003, 1627788]",1610612755.0,PHI,driving finger roll,,,Milton,S. Milton,,,,,5.02,Made,10.0,,,,,,F. Korkmaz,1627788.0,5.0,,,,,,,,,,
302,PT00M36.70S,2021-11-23T04:03:08.1Z,2,REGULAR,3pt,Jump Shot,[],203090,10.068988173455978,2.696078431372549,1610612758,52,54,2021-11-23T04:03:16Z,3010000,237.0,42.0,1,left,MISS M. Harkless 24' 3PT,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,24.02,Missed,,,,,,,,,,,,,,,,,,,
303,PT00M33.80S,2021-11-23T04:03:11.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,52,54,2021-11-23T04:03:16Z,3020000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,302.0,,,,,,
304,PT00M33.80S,2021-11-23T04:03:16.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,52,54,2021-11-23T04:03:16Z,3030000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT00M27.30S,2021-11-23T04:03:32.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,29.517082785808146,28.921568627450984,1610612758,52,54,2021-11-23T04:03:38Z,3040000,105.0,225.0,1,left,MISS B. Hield 24' 3PT - blocked,"[1627741, 1629680]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,24.85,Missed,,,,,,,,,,,,,,,,,Thybulle,1629680.0,
306,PT00M27.30S,2021-11-23T04:03:32.1Z,2,REGULAR,block,,[],1629680,,,1610612758,52,54,2021-11-23T04:08:41Z,3050000,,,0,,M. Thybulle BLOCK (1 BLK),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT00M23.50S,2021-11-23T04:03:35.9Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,52,54,2021-11-23T04:03:38Z,3060000,,,0,,A. Drummond REBOUND (Off:2 Def:9),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,305.0,11.0,9.0,2.0,,,
308,PT00M05.70S,2021-11-23T04:03:57.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203090,,,1610612755,52,54,2021-11-23T04:04:12Z,3070000,,,0,,M. Harkless personal FOUL (3 PF) (Drummond 2 FT),"[203090, 203083]",1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,201246.0,3.0,0.0,Drummond,203083.0,,,,,,,,,,,,,
310,PT00M05.70S,2021-11-23T04:04:26.0Z,2,REGULAR,freethrow,1 of 2,[],203083,,,1610612755,52,54,2021-11-23T04:04:26Z,3090000,,,0,,MISS A. Drummond Free Throw 1 of 2,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,Missed,,,,,,,,,,,,,,,,,,,
311,PT00M05.70S,2021-11-23T04:04:26.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,52,54,2021-11-23T04:04:26Z,3100000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,310.0,,,,,,
312,PT00M05.70S,2021-11-23T04:04:27.1Z,2,REGULAR,substitution,out,[],203090,,,1610612755,52,54,2021-11-23T04:04:46Z,3110000,,,0,,SUB out: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT00M05.70S,2021-11-23T04:04:27.1Z,2,REGULAR,substitution,out,[],1627777,,,1610612755,52,54,2021-11-23T04:04:46Z,3120000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT00M05.70S,2021-11-23T04:04:27.1Z,2,REGULAR,substitution,in,[],1628368,,,1610612755,52,54,2021-11-23T04:04:46Z,3130000,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT00M05.70S,2021-11-23T04:04:27.1Z,2,REGULAR,substitution,in,[],1630194,,,1610612755,52,54,2021-11-23T04:04:46Z,3140000,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT00M05.70S,2021-11-23T04:04:55.5Z,2,REGULAR,freethrow,2 of 2,[],203083,,,1610612755,52,55,2021-11-23T04:04:55Z,3150000,,,0,,A. Drummond Free Throw 2 of 2 (4 PTS),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
317,PT00M03.90S,2021-11-23T04:05:01.3Z,2,REGULAR,foul,personal,[],1629003,,,1610612758,52,55,2021-11-23T04:05:09Z,3160000,,,0,,S. Milton take personal FOUL (1 PF),"[1629003, 1628368]",1610612755.0,PHI,take,,,Milton,S. Milton,,,,,,,,1628951.0,1.0,0.0,Fox,1628368.0,,,,,,,,,,,,,
319,PT00M03.90S,2021-11-23T04:05:17.3Z,2,REGULAR,substitution,out,[],203458,,,1610612758,52,55,2021-11-23T04:05:27Z,3180000,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT00M03.90S,2021-11-23T04:05:17.3Z,2,REGULAR,substitution,in,[],203090,,,1610612758,52,55,2021-11-23T04:05:27Z,3190000,,,0,,SUB in: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT00M01.00S,2021-11-23T04:05:33.7Z,2,REGULAR,turnover,lost ball,[],1627741,,,1610612758,52,55,2021-11-23T04:05:51Z,3200000,,,0,,B. Hield lost ball TURNOVER (1 TO),"[1627741, 1629680]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,1.0,Thybulle,1629680.0,,,,,,,
322,PT00M01.00S,2021-11-23T04:05:33.7Z,2,REGULAR,steal,,[],1629680,,,1610612755,52,55,2021-11-23T04:05:36Z,3210000,,,0,,M. Thybulle STEAL (2 STL),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT00M00.00S,2021-11-23T04:05:46.5Z,2,REGULAR,period,end,[],0,,,1610612755,52,55,2021-11-23T04:05:46Z,3220000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2021-11-23T04:20:26.9Z,3,REGULAR,substitution,out,['startperiod'],1627741,,,1610612755,52,55,2021-11-23T04:20:53Z,3230000,,,0,,SUB out: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2021-11-23T04:20:26.9Z,3,REGULAR,substitution,out,['startperiod'],1629003,,,1610612755,52,55,2021-11-23T04:20:53Z,3240000,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2021-11-23T04:20:26.9Z,3,REGULAR,substitution,out,['startperiod'],1630194,,,1610612755,52,55,2021-11-23T04:20:53Z,3250000,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2021-11-23T04:20:26.9Z,3,REGULAR,substitution,in,['startperiod'],1626158,,,1610612755,52,55,2021-11-23T04:20:53Z,3260000,,,0,,SUB in: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2021-11-23T04:20:26.9Z,3,REGULAR,substitution,in,['startperiod'],1630178,,,1610612755,52,55,2021-11-23T04:20:53Z,3270000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2021-11-23T04:20:26.9Z,3,REGULAR,substitution,in,['startperiod'],1627777,,,1610612755,52,55,2021-11-23T04:20:53Z,3280000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2021-11-23T04:20:56.4Z,3,REGULAR,period,start,[],0,,,1610612758,52,55,2021-11-23T04:20:56Z,3290000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT11M49.00S,2021-11-23T04:21:07.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,92.9862023653088,54.90196078431373,1610612758,52,55,2021-11-23T04:21:13Z,3300000,25.0,13.0,1,right,MISS T. Haliburton driving Layup,[1630169],1610612758.0,SAC,driving,,,Haliburton,T. Haliburton,,,,,2.79,Missed,,,,,,,,,,,,,,,,,,,
332,PT11M44.00S,2021-11-23T04:21:12.1Z,3,REGULAR,rebound,offensive,[],1626158,,,1610612758,52,55,2021-11-23T04:21:13Z,3310000,,,0,,R. Holmes REBOUND (Off:2 Def:5),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,331.0,7.0,5.0,2.0,,,
333,PT11M44.00S,2021-11-23T04:21:10.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626158,94.40999984741211,50.0,1610612758,54,55,2021-11-23T04:21:10Z,3320000,0.0,0.0,1,right,R. Holmes tip Layup (10 PTS),[1626158],1610612758.0,SAC,tip,,,Holmes,R. Holmes,,,,,0.0,Made,10.0,,,,,,,,,,,,,,,,,,
334,PT11M29.00S,2021-11-23T04:21:29.6Z,3,REGULAR,foul,personal,['2freethrow'],1628368,,,1610612755,54,55,2021-11-23T04:21:37Z,3330000,,,0,,D. Fox shooting personal FOUL (3 PF) (Maxey 2 FT),"[1628368, 1630178]",1610612758.0,SAC,shooting,,,Fox,D. Fox,,,,,,,,201246.0,3.0,0.0,Maxey,1630178.0,,,,,,,,,,,,,
336,PT11M29.00S,2021-11-23T04:21:54.3Z,3,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,54,56,2021-11-23T04:21:54Z,3350000,,,0,,T. Maxey Free Throw 1 of 2 (13 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
337,PT11M29.00S,2021-11-23T04:22:09.2Z,3,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,54,57,2021-11-23T04:22:09Z,3360000,,,0,,T. Maxey Free Throw 2 of 2 (14 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
338,PT11M19.00S,2021-11-23T04:22:20.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626158,92.59198423127464,51.225490196078425,1610612758,56,57,2021-11-23T04:22:26Z,3370000,6.0,17.0,1,right,R. Holmes alley-oop DUNK (12 PTS) (T. Haliburton 6 AST),"[1626158, 1630169]",1610612758.0,SAC,alley-oop,,,Holmes,R. Holmes,,,,,1.82,Made,12.0,,,,,,T. Haliburton,1630169.0,6.0,,,,,,,,,,
340,PT10M51.00S,2021-11-23T04:22:47.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203083,8.360709592641262,43.872549019607845,1610612755,56,57,2021-11-23T04:22:55Z,3390000,31.0,26.0,1,left,MISS A. Drummond driving Layup,[203083],1610612755.0,PHI,driving,,,Drummond,A. Drummond,,,,,4.02,Missed,,,,,,,,,,,,,,,,,,,
341,PT10M48.00S,2021-11-23T04:22:50.6Z,3,REGULAR,rebound,defensive,[],1628368,,,1610612758,56,57,2021-11-23T04:22:50Z,3400000,,,0,,D. Fox REBOUND (Off:0 Def:3),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,340.0,3.0,3.0,0.0,,,
342,PT10M47.00S,2021-11-23T04:22:55.7Z,3,REGULAR,foul,personal,['2freethrow'],203083,,,1610612758,56,57,2021-11-23T04:23:04Z,3410000,,,0,,A. Drummond shooting personal FOUL (3 PF) (Holmes 2 FT),"[203083, 1626158]",1610612755.0,PHI,shooting,,,Drummond,A. Drummond,,,,,,,,201246.0,3.0,0.0,Holmes,1626158.0,,,,,,,,,,,,,
344,PT10M47.00S,2021-11-23T04:23:21.9Z,3,REGULAR,freethrow,1 of 2,[],1626158,,,1610612758,57,57,2021-11-23T04:23:21Z,3430000,,,0,,R. Holmes Free Throw 1 of 2 (13 PTS),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
345,PT10M47.00S,2021-11-23T04:23:37.9Z,3,REGULAR,freethrow,2 of 2,[],1626158,,,1610612758,58,57,2021-11-23T04:23:37Z,3440000,,,0,,R. Holmes Free Throw 2 of 2 (14 PTS),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
346,PT10M25.00S,2021-11-23T04:24:00.0Z,3,REGULAR,turnover,lost ball,[],1627777,,,1610612755,58,57,2021-11-23T04:24:04Z,3450000,,,0,,G. Niang lost ball TURNOVER (1 TO),"[1627777, 203090]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,1.0,Harkless,203090.0,,,,,,,
347,PT10M25.00S,2021-11-23T04:24:00.0Z,3,REGULAR,steal,,[],203090,,,1610612758,58,57,2021-11-23T04:24:03Z,3460000,,,0,,M. Harkless STEAL (1 STL),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT10M16.00S,2021-11-23T04:24:09.8Z,3,REGULAR,turnover,lost ball,[],203084,,,1610612758,58,57,2021-11-23T04:24:15Z,3470000,,,0,,H. Barnes lost ball TURNOVER (3 TO),"[203084, 203083]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,3.0,Drummond,203083.0,,,,,,,
349,PT10M16.00S,2021-11-23T04:24:09.8Z,3,REGULAR,steal,,[],203083,,,1610612755,58,57,2021-11-23T04:25:28Z,3480000,,,0,,A. Drummond STEAL (1 STL),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT10M14.00S,2021-11-23T04:24:16.5Z,3,REGULAR,foul,personal,['2freethrow'],203090,,,1610612755,58,57,2021-11-23T04:24:35Z,3490000,,,0,,M. Harkless shooting personal FOUL (4 PF) (Thybulle 2 FT),"[203090, 1629680]",1610612758.0,SAC,shooting,,,Harkless,M. Harkless,,,,,,,,201246.0,4.0,0.0,Thybulle,1629680.0,,,,,,,,,,,,,
352,PT10M14.00S,2021-11-23T04:24:41.6Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629680,,,1610612755,58,58,2021-11-23T04:24:41Z,3510000,,,0,,M. Thybulle Free Throw 1 of 2 (8 PTS),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
