actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
16,PT10M50.00S,2022-01-02T23:11:48.7Z,1,REGULAR,foul,personal,['2freethrow'],1630209,,,1610612758,0,0,2022-01-02T23:12:15Z,160000,,,0,,O. Yurtseven shooting personal FOUL (1 PF) (Jones 2 FT),"[1630209, 1627745]",1610612748.0,MIA,shooting,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,202041.0,1.0,0.0,Jones,1627745.0,,,,,,,
18,PT10M50.00S,2022-01-02T23:12:16.4Z,1,REGULAR,freethrow,1 of 2,[],1627745,,,1610612758,1,0,2022-01-02T23:12:16Z,180000,,,0,,D. Jones Free Throw 1 of 2 (1 PTS),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,Made,,,,,,,,,,,,,1.0,,,,,,
19,PT10M50.00S,2022-01-02T23:12:16.4Z,1,REGULAR,freethrow,2 of 2,[],1627745,,,1610612758,1,0,2022-01-02T23:12:31Z,190000,,,0,,MISS D. Jones Free Throw 2 of 2,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,Missed,,,,,,,,,,,,,,,,,,,
20,PT10M47.00S,2022-01-02T23:12:19.4Z,1,REGULAR,rebound,offensive,[],1628963,,,1610612758,1,0,2022-01-02T23:12:31Z,200000,,,0,,M. Bagley III REBOUND (Off:1 Def:1),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,19.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
21,PT10M46.00S,2022-01-02T23:12:31.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1628963,8.623521681997373,60.5392156862745,1610612758,1,0,2022-01-02T23:12:35Z,210000,-53.0,29.0,1,left,MISS M. Bagley III 6' Hook,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,6.0,Missed,,,,,,,,,,,,,,,,,,,
22,PT10M44.00S,2022-01-02T23:12:33.3Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,1,0,2022-01-02T23:12:35Z,220000,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
23,PT10M27.00S,2022-01-02T23:12:50.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630209,93.64323258869908,50.0,1610612748,1,2,2022-01-02T23:12:56Z,230000,0.0,7.0,1,right,O. Yurtseven alley-oop DUNK (2 PTS) (K. Lowry 1 AST),"[1630209, 200768]",1610612748.0,MIA,alley-oop,,,Yurtseven,O. Yurtseven,,,,,0.73,Made,,,,,,,,,,,,,2.0,K. Lowry,200768.0,1.0,,,
25,PT10M13.00S,2022-01-02T23:13:04.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627745,9.149145860709593,58.82352941176471,1610612758,1,2,2022-01-02T23:13:10Z,250000,-44.0,34.0,1,left,MISS D. Jones DUNK,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,5.54,Missed,,,,,,,,,,,,,,,,,,,
26,PT10M11.00S,2022-01-02T23:13:06.4Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,1,2,2022-01-02T23:13:10Z,260000,,,0,,J. Butler REBOUND (Off:0 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
27,PT09M51.00S,2022-01-02T23:13:26.5Z,1,REGULAR,3pt,Jump Shot,[],202710,93.77463863337714,95.83333333333334,1610612748,1,2,2022-01-02T23:13:34Z,270000,229.0,6.0,1,right,MISS J. Butler 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,22.93,Missed,,,,,,,,,,,,,,,,,,,
28,PT09M47.00S,2022-01-02T23:13:30.5Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,1,2,2022-01-02T23:13:34Z,280000,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
29,PT09M44.00S,2022-01-02T23:13:32.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628963,6.258212877792378,53.92156862745098,1610612758,1,2,2022-01-02T23:13:41Z,290000,-20.0,6.0,1,left,MISS M. Bagley III Layup - blocked,"[1628963, 1628997]",1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,2.06,Missed,,,,,,,,,,,,,,,,,Martin,1628997.0,
30,PT09M44.00S,2022-01-02T23:13:32.7Z,1,REGULAR,block,,[],1628997,,,1610612758,1,2,2022-01-02T23:13:36Z,300000,,,0,,C. Martin BLOCK (1 BLK),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
31,PT09M44.00S,2022-01-02T23:13:32.7Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,1,2,2022-01-02T23:13:41Z,310000,,,0,,J. Butler REBOUND (Off:0 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,29.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
32,PT09M33.00S,2022-01-02T23:13:44.0Z,1,REGULAR,3pt,Jump Shot,[],1628997,90.09526938239159,96.32352941176471,1610612748,1,2,2022-01-02T23:13:52Z,320000,232.0,41.0,1,right,MISS C. Martin 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,23.51,Missed,,,,,,,,,,,,,,,,,,,
33,PT09M31.00S,2022-01-02T23:13:46.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,1,2,2022-01-02T23:13:52Z,330000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,
34,PT09M31.00S,2022-01-02T23:13:52.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,1,2,2022-01-02T23:13:52Z,340000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT09M22.00S,2022-01-02T23:14:12.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629639,92.19776609724047,15.196078431372548,1610612748,1,2,2022-01-02T23:14:17Z,350000,-174.0,21.0,1,right,MISS T. Herro 17' pullup Shot,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,17.52,Missed,,,,,,,,,,,,,,,,,,,
36,PT09M18.00S,2022-01-02T23:14:16.5Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612758,1,2,2022-01-02T23:14:17Z,360000,,,0,,M. Bagley III REBOUND (Off:1 Def:2),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,35.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
37,PT09M05.00S,2022-01-02T23:14:28.8Z,1,REGULAR,3pt,Jump Shot,[],203084,28.07161629434954,20.588235294117645,1610612758,4,2,2022-01-02T23:14:33Z,370000,147.0,211.0,1,left,H. Barnes 25' 3PT  (3 PTS) (D. Fox 1 AST),"[203084, 1628368]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,25.75,Made,,,,,,,,,,,,,3.0,D. Fox,1628368.0,1.0,,,
39,PT08M43.00S,2022-01-02T23:14:51.0Z,1,REGULAR,3pt,Jump Shot,[],200768,86.41590013140605,96.32352941176471,1610612748,4,5,2022-01-02T23:14:56Z,390000,232.0,75.0,1,right,K. Lowry 24' 3PT  (3 PTS) (J. Butler 1 AST),"[200768, 202710]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,24.35,Made,,,,,,,,,,,,,3.0,J. Butler,202710.0,1.0,,,
41,PT08M31.00S,2022-01-02T23:15:03.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627745,5.995400788436268,51.470588235294116,1610612758,6,5,2022-01-02T23:15:10Z,410000,-7.0,4.0,1,left,D. Jones reverse Layup (3 PTS) (T. Haliburton 1 AST),"[1627745, 1630169]",1610612758.0,SAC,reverse,,,Jones,D. Jones,,,,,0.84,Made,,,,,,,,,,,,,3.0,T. Haliburton,1630169.0,1.0,,,
43,PT08M25.00S,2022-01-02T23:15:09.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202710,74.58935611038108,82.35294117647058,1610612748,6,5,2022-01-02T23:15:13Z,430000,162.0,186.0,1,right,MISS J. Butler 24' 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,24.68,Missed,,,,,,,,,,,,,,,,,,,
44,PT08M23.00S,2022-01-02T23:15:11.4Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,6,5,2022-01-02T23:15:13Z,440000,,,0,,D. Fox REBOUND (Off:0 Def:2),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,43.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
45,PT08M16.00S,2022-01-02T23:15:23.1Z,1,REGULAR,foul,offensive,[],1630169,,,1610612758,6,5,2022-01-02T23:15:41Z,450000,,,0,,T. Haliburton charge offensive FOUL (1 PF),"[1630169, 1628997]",1610612758.0,SAC,charge,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,202035.0,1.0,0.0,Martin,1628997.0,,,,,,,
47,PT08M16.00S,2022-01-02T23:15:23.1Z,1,REGULAR,turnover,offensive foul,[],1630169,,,1610612758,6,5,2022-01-02T23:15:23Z,470000,,,0,,T. Haliburton offensive foul TURNOVER (1 TO),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,1.0,,,202035.0,,,,,,,,,,,
48,PT07M57.00S,2022-01-02T23:15:54.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629639,93.11760840998686,44.11764705882353,1610612748,6,5,2022-01-02T23:16:01Z,480000,-29.0,12.0,1,right,MISS T. Herro driving Layup,[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,3.18,Missed,,,,,,,,,,,,,,,,,,,
49,PT07M54.00S,2022-01-02T23:15:56.8Z,1,REGULAR,rebound,offensive,[],1630209,,,1610612748,6,5,2022-01-02T23:15:56Z,490000,,,0,,O. Yurtseven REBOUND (Off:1 Def:1),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,48.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
50,PT07M49.00S,2022-01-02T23:16:01.5Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1628997,76.16622864651774,80.88235294117648,1610612748,6,7,2022-01-02T23:16:08Z,500000,154.0,172.0,1,right,C. Martin 23' Jump Shot (2 PTS) (K. Lowry 2 AST),"[1628997, 200768]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,23.08,Made,,,,,,,,,,,,,2.0,K. Lowry,200768.0,2.0,,,
52,PT07M40.00S,2022-01-02T23:16:10.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628368,9.937582128777924,48.03921568627451,1610612758,6,7,2022-01-02T23:16:18Z,520000,10.0,41.0,1,left,MISS D. Fox driving Layup,[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,4.21,Missed,,,,,,,,,,,,,,,,,,,
53,PT07M37.00S,2022-01-02T23:16:13.8Z,1,REGULAR,rebound,defensive,[],1630209,,,1610612748,6,7,2022-01-02T23:16:18Z,530000,,,0,,O. Yurtseven REBOUND (Off:1 Def:2),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,52.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
54,PT07M27.00S,2022-01-02T23:16:24.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,94.03745072273325,53.67647058823529,1610612748,6,9,2022-01-02T23:16:27Z,540000,18.0,4.0,1,right,J. Butler Layup (2 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,1.87,Made,,,,,,,,,,,,,2.0,,,,,,
55,PT07M14.00S,2022-01-02T23:16:36.4Z,1,REGULAR,3pt,Jump Shot,[],1627745,30.56833114323259,38.23529411764706,1610612758,6,9,2022-01-02T23:16:41Z,550000,59.0,235.0,1,left,MISS D. Jones 24' 3PT,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,24.21,Missed,,,,,,,,,,,,,,,,,,,
56,PT07M11.00S,2022-01-02T23:16:39.4Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612748,6,9,2022-01-02T23:16:41Z,560000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,55.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
57,PT07M06.00S,2022-01-02T23:16:44.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],200768,72.35545335085413,20.833333333333336,1610612748,6,9,2022-01-02T23:16:50Z,570000,-146.0,207.0,1,right,MISS K. Lowry 25' running 3PT,[200768],1610612748.0,MIA,running,,,Lowry,K. Lowry,,,,,25.35,Missed,,,,,,,,,,,,,,,,,,,
58,PT07M03.00S,2022-01-02T23:16:47.7Z,1,REGULAR,rebound,defensive,[],1627745,,,1610612758,6,9,2022-01-02T23:16:50Z,580000,,,0,,D. Jones REBOUND (Off:0 Def:1),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,57.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
59,PT06M55.00S,2022-01-02T23:16:59.0Z,1,REGULAR,foul,personal,['2freethrow'],1630209,,,1610612758,6,9,2022-01-02T23:17:18Z,590000,,,0,,O. Yurtseven shooting personal FOUL (2 PF) (Jones 2 FT),"[1630209, 1627745]",1610612748.0,MIA,shooting,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,202041.0,2.0,0.0,Jones,1627745.0,,,,,,,
61,PT06M55.00S,2022-01-02T23:17:16.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,6,9,2022-01-02T23:17:17Z,610000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M55.00S,2022-01-02T23:17:27.6Z,1,REGULAR,substitution,out,[],1630169,,,1610612758,6,9,2022-01-02T23:19:52Z,620000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M55.00S,2022-01-02T23:17:27.6Z,1,REGULAR,substitution,out,[],1630209,,,1610612758,6,9,2022-01-02T23:19:52Z,630000,,,0,,SUB out: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M55.00S,2022-01-02T23:17:27.6Z,1,REGULAR,substitution,in,[],1627741,,,1610612758,6,9,2022-01-02T23:19:52Z,640000,,,0,,SUB in: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M55.00S,2022-01-02T23:17:27.6Z,1,REGULAR,substitution,in,[],1629735,,,1610612758,6,9,2022-01-02T23:19:52Z,650000,,,0,,SUB in: C. Silva,[1629735],1610612748.0,MIA,,,,Silva,C. Silva,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M55.00S,2022-01-02T23:20:09.8Z,1,REGULAR,freethrow,1 of 2,[],1627745,,,1610612758,6,9,2022-01-02T23:20:09Z,660000,,,0,,MISS D. Jones Free Throw 1 of 2,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,Missed,,,,,,,,,,,,,,,,,,,
67,PT06M55.00S,2022-01-02T23:20:09.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,6,9,2022-01-02T23:20:09Z,670000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,
68,PT06M55.00S,2022-01-02T23:20:24.4Z,1,REGULAR,freethrow,2 of 2,[],1627745,,,1610612758,7,9,2022-01-02T23:20:24Z,680000,,,0,,D. Jones Free Throw 2 of 2 (4 PTS),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,Made,,,,,,,,,,,,,4.0,,,,,,
69,PT06M40.00S,2022-01-02T23:20:41.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,92.59198423127464,57.59803921568627,1610612748,7,9,2022-01-02T23:20:46Z,690000,38.0,17.0,1,right,MISS C. Martin driving Layup,[1628997],1610612748.0,MIA,driving,,,Martin,C. Martin,,,,,4.17,Missed,,,,,,,,,,,,,,,,,,,
70,PT06M37.00S,2022-01-02T23:20:44.5Z,1,REGULAR,rebound,defensive,[],1627745,,,1610612758,7,9,2022-01-02T23:20:46Z,700000,,,0,,D. Jones REBOUND (Off:0 Def:2),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,69.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
71,PT06M26.00S,2022-01-02T23:20:56.1Z,1,REGULAR,2pt,Jump Shot,[],1628368,29.25427069645204,55.14705882352941,1610612758,7,9,2022-01-02T23:21:04Z,710000,-26.0,222.0,1,left,MISS D. Fox 22' step back Shot,[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,22.4,Missed,,,,,,,,,,,,,,,,,,,
72,PT06M22.00S,2022-01-02T23:21:00.1Z,1,REGULAR,rebound,defensive,[],1629735,,,1610612748,7,9,2022-01-02T23:21:04Z,720000,,,0,,C. Silva REBOUND (Off:0 Def:1),[1629735],1610612748.0,MIA,,,,Silva,C. Silva,,,,,,,71.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
73,PT06M17.00S,2022-01-02T23:21:06.4Z,1,REGULAR,turnover,out-of-bounds,[],1629639,,,1610612748,7,9,2022-01-02T23:21:20Z,730000,,,0,,T. Herro bad pass out-of-bounds TURNOVER (1 TO),[1629639],1610612748.0,MIA,bad pass,,,Herro,T. Herro,,,,,,,,,,,1.0,,,202041.0,,,,,,,,,,,
74,PT06M17.00S,2022-01-02T23:21:09.5Z,1,REGULAR,substitution,out,[],1627745,,,1610612758,7,9,2022-01-02T23:21:15Z,740000,,,0,,SUB out: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M17.00S,2022-01-02T23:21:09.5Z,1,REGULAR,substitution,in,[],203458,,,1610612758,7,9,2022-01-02T23:21:15Z,750000,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M04.00S,2022-01-02T23:21:32.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203084,6.389618922470433,49.50980392156863,1610612758,9,9,2022-01-02T23:21:37Z,760000,2.0,8.0,1,left,H. Barnes DUNK (5 PTS) (D. Fox 2 AST),"[203084, 1628368]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,0.8,Made,,,,,,,,,,,,,5.0,D. Fox,1628368.0,2.0,,,
78,PT05M56.00S,2022-01-02T23:21:39.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628997,93.38042049934296,50.0,1610612748,9,11,2022-01-02T23:21:44Z,780000,0.0,10.0,1,right,C. Martin cutting DUNK (4 PTS) (K. Lowry 3 AST),"[1628997, 200768]",1610612748.0,MIA,cutting,,,Martin,C. Martin,,,,,0.97,Made,,,,,,,,,,,,,4.0,K. Lowry,200768.0,3.0,,,
80,PT05M42.00S,2022-01-02T23:21:54.1Z,1,REGULAR,3pt,Jump Shot,[],1627741,12.434296977660972,3.431372549019608,1610612758,12,11,2022-01-02T23:21:58Z,800000,233.0,64.0,1,left,B. Hield 24' 3PT  (3 PTS) (M. Bagley III 1 AST),"[1627741, 1628963]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,24.15,Made,,,,,,,,,,,,,3.0,M. Bagley III,1628963.0,1.0,,,
82,PT05M32.00S,2022-01-02T23:22:03.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],200768,67.49342969776609,60.5392156862745,1610612748,12,11,2022-01-02T23:36:30Z,820000,53.0,253.0,1,right,MISS K. Lowry 25' pullup 3PT,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,25.85,Missed,,,,,,,,,,,,,,,,,,,
83,PT05M30.00S,2022-01-02T23:22:05.7Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,12,11,2022-01-02T23:22:09Z,830000,,,0,,D. Fox REBOUND (Off:0 Def:3),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,82.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
84,PT05M25.00S,2022-01-02T23:22:11.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203084,11.908672798948752,4.166666666666666,1610612758,15,11,2022-01-02T23:22:59Z,840000,229.0,59.0,1,left,H. Barnes 3PT  (8 PTS) (B. Hield 1 AST),"[203084, 1627741]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,23.68,Made,,,,,,,,,,,,,8.0,B. Hield,1627741.0,1.0,,,
86,PT05M09.00S,2022-01-02T23:22:26.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629639,93.64323258869908,34.31372549019608,1610612748,15,11,2022-01-02T23:22:31Z,860000,-78.0,7.0,1,right,MISS T. Herro 7' turnaround Hook,[1629639],1610612748.0,MIA,turnaround,,,Herro,T. Herro,,,,,7.87,Missed,,,,,,,,,,,,,,,,,,,
87,PT05M06.00S,2022-01-02T23:22:29.5Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,15,11,2022-01-02T23:22:31Z,870000,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,86.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
88,PT05M02.00S,2022-01-02T23:22:36.5Z,1,REGULAR,turnover,out-of-bounds,[],203084,,,1610612758,15,11,2022-01-02T23:22:43Z,880000,,,0,,H. Barnes bad pass out-of-bounds TURNOVER (1 TO),[203084],1610612758.0,SAC,bad pass,,,Barnes,H. Barnes,,,,,,,,,,,1.0,,,1627526.0,,,,,,,,,,,
