actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
17,PT10M25.00S,2022-03-10T03:12:29.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,91.14651773981603,45.09803921568628,1610612743,3,4,2022-03-10T03:12:34Z,170000,-25.0,31.0,1,right,N. Jokic Hook (4 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,3.93,Made,4.0,,,,,,,,,,,,,,,,,,
18,PT10M18.00S,2022-03-10T03:12:36.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203458,6.258212877792378,52.69607843137255,1610612758,3,4,2022-03-10T03:12:44Z,180000,-13.0,6.0,1,left,MISS A. Len running Layup,[203458],1610612758.0,SAC,running,,,Len,A. Len,,,,,1.49,Missed,,,,,,,,,,,,,,,,,,,
19,PT10M15.00S,2022-03-10T03:12:38.7Z,1,REGULAR,rebound,defensive,[],1628432,,,1610612743,3,4,2022-03-10T03:12:38Z,190000,,,0,,D. Reed REBOUND (Off:0 Def:1),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT09M56.00S,2022-03-10T03:12:58.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,89.56964520367937,49.01960784313725,1610612743,3,4,2022-03-10T03:13:06Z,200000,-5.0,46.0,1,right,MISS N. Jokic driving Layup,[203999],1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,4.58,Missed,,,,,,,,,,,,,,,,,,,
21,PT09M54.00S,2022-03-10T03:13:00.9Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,3,4,2022-03-10T03:13:06Z,210000,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT09M49.00S,2022-03-10T03:13:06.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203084,32.276609724047304,50.98039215686274,1610612758,3,4,2022-03-10T03:13:14Z,220000,-5.0,251.0,1,left,MISS H. Barnes 25' pullup 3PT,[203084],1610612758.0,SAC,pullup,,,Barnes,H. Barnes,,,,,25.09,Missed,,,,,,,,,,,,,,,,,,,
23,PT09M46.00S,2022-03-10T03:13:09.1Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,3,4,2022-03-10T03:13:14Z,230000,,,0,,N. Jokic REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,22.0,2.0,2.0,0.0,,,,,,,,,,,,,,
24,PT09M31.00S,2022-03-10T03:13:24.2Z,1,REGULAR,3pt,Jump Shot,[],203932,91.80354796320631,3.1862745098039214,1610612743,3,4,2022-03-10T03:13:30Z,240000,-234.0,25.0,1,right,MISS A. Gordon 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,23.54,Missed,,,,,,,,,,,,,,,,,,,
25,PT09M29.00S,2022-03-10T03:13:26.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612758,3,4,2022-03-10T03:13:30Z,250000,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,
26,PT09M29.00S,2022-03-10T03:13:31.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,3,4,2022-03-10T03:13:31Z,260000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PT09M21.00S,2022-03-10T03:13:39.8Z,1,REGULAR,3pt,Jump Shot,[],1628368,31.225361366622867,57.107843137254896,1610612758,3,4,2022-03-10T03:13:45Z,270000,-36.0,241.0,1,left,MISS D. Fox 24' pullup 3PT,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,24.36,Missed,,,,,,,,,,,,,,,,,,,
28,PT09M17.00S,2022-03-10T03:13:43.1Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,3,4,2022-03-10T03:13:43Z,280000,,,0,,N. Jokic REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,27.0,3.0,3.0,0.0,,,,,,,,,,,,,,
29,PT09M08.00S,2022-03-10T03:13:52.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,87.99277266754271,49.50980392156863,1610612743,3,6,2022-03-10T03:13:59Z,290000,-2.0,60.0,1,right,N. Jokic 6' floating Jump Shot (6 PTS) (M. Morris 1 AST),"[203999, 1628420]",1610612743.0,DEN,floating,,,Jokic,N. Jokic,,,,,6.05,Made,6.0,,,,,,,M. Morris,1628420.0,1.0,,,,,,,,,
31,PT08M50.00S,2022-03-10T03:14:09.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203458,6.783837056504599,46.07843137254902,1610612758,5,6,2022-03-10T03:14:17Z,310000,20.0,11.0,1,left,A. Len cutting Layup (2 PTS) (T. Lyles 1 AST),"[203458, 1626168]",1610612758.0,SAC,cutting,,,Len,A. Len,,,,,2.26,Made,2.0,,,,,,,T. Lyles,1626168.0,1.0,,,,,,,,,
33,PT08M33.00S,2022-03-10T03:14:30.1Z,1,REGULAR,foul,personal,['2freethrow'],203458,,,1610612743,5,6,2022-03-10T03:14:51Z,330000,,,0,,A. Len shooting personal FOUL (1 PF) (Morris 2 FT),"[203458, 1628420]",1610612758.0,SAC,shooting,,,Len,A. Len,,,,,,,,,,,,201638.0,,,,,1.0,0.0,Morris,1628420.0,,,,,
35,PT08M33.00S,2022-03-10T03:14:59.3Z,1,REGULAR,freethrow,1 of 2,[],1628420,,,1610612743,5,7,2022-03-10T03:15:18Z,350000,,,0,,M. Morris Free Throw 1 of 2 (1 PTS),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
36,PT08M33.00S,2022-03-10T03:14:59.3Z,1,REGULAR,freethrow,2 of 2,[],1628420,,,1610612743,5,7,2022-03-10T03:15:18Z,360000,,,0,,MISS M. Morris Free Throw 2 of 2,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,Missed,,,,,,,,,,,,,,,,,,,
37,PT08M30.00S,2022-03-10T03:15:02.3Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612758,5,7,2022-03-10T03:15:18Z,370000,,,0,,T. Lyles REBOUND (Off:0 Def:1),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,,
38,PT08M18.00S,2022-03-10T03:15:30.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626168,7.178055190538765,53.18627450980392,1610612758,7,7,2022-03-10T03:15:37Z,380000,-16.0,15.0,1,left,T. Lyles driving Layup (2 PTS) (H. Barnes 1 AST),"[1626168, 203084]",1610612758.0,SAC,driving,,,Lyles,T. Lyles,,,,,2.19,Made,2.0,,,,,,,H. Barnes,203084.0,1.0,,,,,,,,,
40,PT08M18.00S,2022-03-10T03:15:33.8Z,1,REGULAR,foul,personal,['1freethrow'],203999,,,1610612758,7,7,2022-03-10T03:15:43Z,400000,,,0,,N. Jokic shooting personal FOUL (1 PF) (Lyles 1 FT),"[203999, 1626168]",1610612743.0,DEN,shooting,,,Jokic,N. Jokic,,,,,,,,,,,,201638.0,,,,,1.0,0.0,Lyles,1626168.0,,,,,
42,PT08M18.00S,2022-03-10T03:16:06.5Z,1,REGULAR,freethrow,1 of 1,[],1626168,,,1610612758,7,7,2022-03-10T03:16:09Z,420000,,,0,,MISS T. Lyles Free Throw 1 of 1,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,Missed,,,,,,,,,,,,,,,,,,,
43,PT08M16.00S,2022-03-10T03:16:08.5Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,7,7,2022-03-10T03:16:09Z,430000,,,0,,N. Jokic REBOUND (Off:0 Def:4),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,42.0,4.0,4.0,0.0,,,,,,,,,,,,,,
44,PT08M09.00S,2022-03-10T03:16:14.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,92.59198423127464,45.588235294117645,1610612743,7,9,2022-03-10T03:16:27Z,440000,-22.0,17.0,1,right,N. Jokic Layup (8 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,2.79,Made,8.0,,,,,,,,,,,,,,,,,,
45,PT07M59.00S,2022-03-10T03:16:24.2Z,1,REGULAR,3pt,Jump Shot,[],1628368,28.597240473061763,75.98039215686273,1610612758,10,9,2022-03-10T03:16:45Z,450000,-130.0,216.0,1,left,D. Fox 25' 3PT pullup (3 PTS),[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,25.23,Made,3.0,,,,,,,,,,,,,,,,,,
46,PT07M52.00S,2022-03-10T03:16:34.1Z,1,REGULAR,foul,personal,[],203200,,,1610612743,10,9,2022-03-10T03:16:41Z,460000,,,0,,J. Holiday personal FOUL (1 PF),"[203200, 203085]",1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,,,,,201638.0,,,,,1.0,0.0,Rivers,203085.0,,,,,
48,PT07M41.00S,2022-03-10T03:17:00.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,91.01511169513797,51.225490196078425,1610612743,10,11,2022-03-10T03:17:05Z,480000,6.0,32.0,1,right,N. Jokic Layup (10 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,3.26,Made,10.0,,,,,,,,,,,,,,,,,,
49,PT07M31.00S,2022-03-10T03:17:10.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203458,5.995400788436268,44.11764705882353,1610612758,10,11,2022-03-10T03:17:18Z,490000,29.0,4.0,1,left,MISS A. Len driving Layup,[203458],1610612758.0,SAC,driving,,,Len,A. Len,,,,,2.97,Missed,,,,,,,,,,,,,,,,,,,
50,PT07M28.00S,2022-03-10T03:17:13.8Z,1,REGULAR,rebound,offensive,[],1626168,,,1610612758,10,11,2022-03-10T03:17:13Z,500000,,,0,,T. Lyles REBOUND (Off:1 Def:1),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,49.0,2.0,1.0,1.0,,,,,,,,,,,,,,
51,PT07M28.00S,2022-03-10T03:17:13.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626168,5.590000152587891,50.0,1610612758,12,11,2022-03-10T03:17:13Z,510000,0.0,0.0,1,left,T. Lyles tip Layup (4 PTS),[1626168],1610612758.0,SAC,tip,,,Lyles,T. Lyles,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,,
52,PT07M16.00S,2022-03-10T03:17:25.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628420,92.85479632063075,52.69607843137255,1610612743,12,13,2022-03-10T03:17:30Z,520000,13.0,15.0,1,right,M. Morris driving Layup (3 PTS),[1628420],1610612743.0,DEN,driving,,,Morris,M. Morris,,,,,2.0,Made,3.0,,,,,,,,,,,,,,,,,,
53,PT07M05.00S,2022-03-10T03:17:36.3Z,1,REGULAR,3pt,Jump Shot,[],1626168,26.62614980289093,79.41176470588235,1610612758,15,13,2022-03-10T03:17:43Z,530000,-147.0,198.0,1,left,T. Lyles 24' 3PT  (7 PTS) (D. Fox 2 AST),"[1626168, 1628368]",1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,24.65,Made,7.0,,,,,,,D. Fox,1628368.0,2.0,,,,,,,,,
55,PT07M04.00S,2022-03-10T03:17:48.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,15,13,2022-03-10T03:17:48Z,550000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M43.00S,2022-03-10T03:21:00.7Z,1,REGULAR,2pt,Jump Shot,[],1628432,79.58278580814718,77.45098039215686,1610612743,15,15,2022-03-10T03:21:06Z,560000,137.0,139.0,1,right,D. Reed 19' pullup Jump Shot (2 PTS) (A. Rivers 1 AST),"[1628432, 203085]",1610612743.0,DEN,pullup,,,Reed,D. Reed,,,,,19.57,Made,2.0,,,,,,,A. Rivers,203085.0,1.0,,,,,,,,,
57,PT06M23.00S,2022-03-10T03:21:20.1Z,1,REGULAR,3pt,Jump Shot,[],203458,31.488173455978973,50.245098039215684,1610612758,15,15,2022-03-10T03:21:28Z,570000,-1.0,243.0,1,left,MISS A. Len 24' 3PT,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,24.35,Missed,,,,,,,,,,,,,,,,,,,
58,PT06M20.00S,2022-03-10T03:21:23.1Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,15,15,2022-03-10T03:21:28Z,580000,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,57.0,1.0,1.0,0.0,,,,,,,,,,,,,,
59,PT06M11.00S,2022-03-10T03:21:32.5Z,1,REGULAR,3pt,Jump Shot,[],1628432,91.40932982917214,96.32352941176471,1610612743,15,18,2022-03-10T03:21:38Z,590000,232.0,28.0,1,right,D. Reed 3PT  (5 PTS) (A. Rivers 2 AST),"[1628432, 203085]",1610612743.0,DEN,,,,Reed,D. Reed,,,,,23.33,Made,5.0,,,,,,,A. Rivers,203085.0,2.0,,,,,,,,,
61,PT05M57.00S,2022-03-10T03:21:46.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626168,8.754927726675426,53.92156862745098,1610612758,17,18,2022-03-10T03:22:05Z,610000,-20.0,30.0,1,left,T. Lyles Layup (9 PTS),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,3.57,Made,9.0,,,,,,,,,,,,,,,,,,
62,PT05M43.00S,2022-03-10T03:22:04.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,91.27792378449409,61.029411764705884,1610612743,17,20,2022-03-10T03:22:15Z,620000,55.0,29.0,1,right,N. Jokic 6' cutting Layup (12 PTS) (M. Morris 2 AST),"[203999, 1628420]",1610612743.0,DEN,cutting,,,Jokic,N. Jokic,,,,,6.25,Made,12.0,,,,,,,M. Morris,1628420.0,2.0,,,,,,,,,
64,PT05M43.00S,2022-03-10T03:22:09.2Z,1,REGULAR,foul,personal,['1freethrow'],203458,,,1610612743,17,20,2022-03-10T03:22:27Z,640000,,,0,,A. Len shooting personal FOUL (2 PF) (Jokic 1 FT),"[203458, 203999]",1610612758.0,SAC,shooting,,,Len,A. Len,,,,,,,,,,,,201638.0,,,,,2.0,0.0,Jokic,203999.0,,,,,
66,PT05M43.00S,2022-03-10T03:22:22.2Z,1,REGULAR,substitution,out,[],203458,,,1610612743,17,20,2022-03-10T03:23:02Z,660000,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M43.00S,2022-03-10T03:22:22.2Z,1,REGULAR,substitution,in,[],1627745,,,1610612743,17,20,2022-03-10T03:23:02Z,670000,,,0,,SUB in: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M43.00S,2022-03-10T03:22:41.0Z,1,REGULAR,freethrow,1 of 1,[],203999,,,1610612743,17,21,2022-03-10T03:22:41Z,680000,,,0,,N. Jokic Free Throw 1 of 1 (13 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
69,PT05M28.00S,2022-03-10T03:22:57.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627745,8.754927726675426,47.549019607843135,1610612758,17,21,2022-03-10T03:23:05Z,690000,12.0,30.0,1,left,MISS D. Jones DUNK - blocked,"[1627745, 203932]",1610612758.0,SAC,,,,Jones,D. Jones,,,,,3.22,Missed,,,,,,,,,,,,,,,Gordon,203932.0,,,
70,PT05M28.00S,2022-03-10T03:22:57.9Z,1,REGULAR,block,,[],203932,,,1610612758,17,21,2022-03-10T03:23:01Z,700000,,,0,,A. Gordon BLOCK (1 BLK),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M24.00S,2022-03-10T03:23:01.9Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,17,21,2022-03-10T03:23:05Z,710000,,,0,,N. Jokic REBOUND (Off:0 Def:5),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,69.0,5.0,5.0,0.0,,,,,,,,,,,,,,
72,PT05M21.00S,2022-03-10T03:23:04.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628420,70.77858081471747,76.22549019607843,1610612743,17,24,2022-03-10T03:23:24Z,720000,131.0,222.0,1,right,M. Morris 25' 3PT running (6 PTS) (N. Jokic 1 AST),"[1628420, 203999]",1610612743.0,DEN,running,,,Morris,M. Morris,,,,,25.8,Made,6.0,,,,,,,N. Jokic,203999.0,1.0,,,,,,,,,
74,PT05M08.00S,2022-03-10T03:23:17.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,13.354139290407357,54.41176470588235,1610612758,19,24,2022-03-10T03:23:29Z,740000,-22.0,73.0,1,left,D. Fox 7' driving floating Jump Shot (5 PTS),[1628368],1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,7.63,Made,5.0,,,,,,,,,,,,,,,,,,
75,PT04M46.00S,2022-03-10T03:23:40.1Z,1,REGULAR,3pt,Jump Shot,[],203085,94.1688567674113,3.431372549019608,1610612743,19,24,2022-03-10T03:23:46Z,750000,-233.0,2.0,1,right,MISS A. Rivers 3PT,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,23.28,Missed,,,,,,,,,,,,,,,,,,,
76,PT04M43.00S,2022-03-10T03:23:43.1Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,19,24,2022-03-10T03:23:46Z,760000,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,75.0,1.0,1.0,0.0,,,,,,,,,,,,,,
77,PT04M37.00S,2022-03-10T03:23:48.4Z,1,REGULAR,2pt,Jump Shot,[],203200,9.937582128777924,78.67647058823529,1610612758,21,24,2022-03-10T03:23:54Z,770000,-143.0,41.0,1,left,J. Holiday 14' pullup Jump Shot (2 PTS),[203200],1610612758.0,SAC,pullup,,,Holiday,J. Holiday,,,,,14.91,Made,2.0,,,,,,,,,,,,,,,,,,
78,PT04M15.00S,2022-03-10T03:24:10.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,92.59198423127464,44.6078431372549,1610612743,21,24,2022-03-10T03:24:17Z,780000,-27.0,17.0,1,right,MISS N. Jokic cutting Layup,[203999],1610612743.0,DEN,cutting,,,Jokic,N. Jokic,,,,,3.2,Missed,,,,,,,,,,,,,,,,,,,
80,PT04M12.00S,2022-03-10T03:24:13.7Z,1,REGULAR,rebound,defensive,[],203200,,,1610612758,21,24,2022-03-10T03:24:17Z,800000,,,0,,J. Holiday REBOUND (Off:0 Def:1),[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,78.0,1.0,1.0,0.0,,,,,,,,,,,,,,
81,PT04M09.00S,2022-03-10T03:24:17.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203084,6.521024967148489,45.588235294117645,1610612758,23,24,2022-03-10T03:24:26Z,810000,22.0,9.0,1,left,H. Barnes running Layup (5 PTS) (J. Holiday 1 AST),"[203084, 203200]",1610612758.0,SAC,running,,,Barnes,H. Barnes,,,,,2.38,Made,5.0,,,,,,,J. Holiday,203200.0,1.0,,,,,,,,,
83,PT03M54.00S,2022-03-10T03:24:32.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,91.93495400788436,49.754901960784316,1610612743,23,26,2022-03-10T03:24:37Z,830000,-1.0,23.0,1,right,A. Gordon cutting DUNK (2 PTS) (N. Jokic 2 AST),"[203932, 203999]",1610612743.0,DEN,cutting,,,Gordon,A. Gordon,,,,,2.33,Made,2.0,,,,,,,N. Jokic,203999.0,2.0,,,,,,,,,
85,PT03M31.00S,2022-03-10T03:24:54.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626168,12.565703022339028,48.03921568627451,1610612758,23,26,2022-03-10T03:25:11Z,850000,10.0,66.0,1,left,MISS T. Lyles 6' pullup Shot,[1626168],1610612758.0,SAC,pullup,,,Lyles,T. Lyles,,,,,6.63,Missed,,,,,,,,,,,,,,,,,,,
86,PT03M29.00S,2022-03-10T03:24:56.6Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,23,26,2022-03-10T03:25:11Z,860000,,,0,,N. Jokic REBOUND (Off:0 Def:6),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,85.0,6.0,6.0,0.0,,,,,,,,,,,,,,
87,PT03M26.00S,2022-03-10T03:25:04.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627745,,,1610612743,23,26,2022-03-10T03:25:24Z,870000,,,0,,D. Jones personal FOUL (1 PF) (Jokic 2 FT),"[1627745, 203999]",1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,202058.0,,,,,1.0,0.0,Jokic,203999.0,,,,,
89,PT03M26.00S,2022-03-10T03:25:41.7Z,1,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,23,27,2022-03-10T03:25:41Z,890000,,,0,,N. Jokic Free Throw 1 of 2 (14 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
90,PT03M26.00S,2022-03-10T03:25:42.6Z,1,REGULAR,substitution,out,[],1628432,,,1610612743,23,27,2022-03-10T03:26:00Z,900000,,,0,,SUB out: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT03M26.00S,2022-03-10T03:25:42.6Z,1,REGULAR,substitution,out,[],1628420,,,1610612743,23,27,2022-03-10T03:26:00Z,910000,,,0,,SUB out: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT03M26.00S,2022-03-10T03:25:42.6Z,1,REGULAR,substitution,out,[],203085,,,1610612743,23,27,2022-03-10T03:26:00Z,920000,,,0,,SUB out: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,
