actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
17,PT10M26.00S,2025-11-06T00:12:38.0Z,1,REGULAR,turnover,bad pass,[],1627783,,,1610612754,2,3,2025-11-06T00:12:41Z,170000,False,,,0,,P. Siakam bad pass TURNOVER (1 TO),"[1627783, 1629651]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Claxton,1629651.0,,,,,,,
18,PT10M26.00S,2025-11-06T00:12:38.0Z,1,REGULAR,steal,,[],1629651,,,1610612751,2,3,2025-11-06T00:12:39Z,180000,False,,,0,,N. Claxton STEAL (1 STL),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
19,PT10M21.00S,2025-11-06T00:12:42.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629008,6.258212877792378,47.794117647058826,1610612751,2,5,2025-11-06T00:12:46Z,190000,False,11.0,6.0,1,left,M. Porter Jr. running Layup (5 PTS) (N. Claxton 1 AST),"[1629008, 1629651]",1610612751.0,BKN,running,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,1.27,Made,5.0,,,,,N. Claxton,1629651.0,1.0,,,,,,,,,,
21,PT10M14.00S,2025-11-06T00:12:51.0Z,1,REGULAR,turnover,traveling,[],1630174,,,1610612754,2,5,2025-11-06T00:12:55Z,210000,False,,,0,,A. Nesmith traveling TURNOVER (1 TO),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,,,1630888.0,,,,,,
22,PT10M03.00S,2025-11-06T00:13:19.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629611,12.565703022339028,43.627450980392155,1610612751,2,7,2025-11-06T00:13:24Z,220000,False,32.0,66.0,1,left,T. Mann 7' driving floating Jump Shot (2 PTS) (C. Thomas 1 AST),"[1629611, 1630560]",1610612751.0,BKN,driving floating,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,7.29,Made,2.0,,,,,C. Thomas,1630560.0,1.0,,,,,,,,,,
24,PT09M53.00S,2025-11-06T00:13:28.8Z,1,REGULAR,3pt,Jump Shot,[],1641716,65.91655716162943,31.372549019607842,1610612754,2,7,2025-11-06T00:13:33Z,240000,False,-93.0,268.0,1,right,MISS J. Walker 28' pullup 3PT,[1641716],1610612754.0,IND,pullup,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,28.36,Missed,,,,,,,,,,,,,,,,,,
25,PT09M51.00S,2025-11-06T00:13:30.8Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612751,2,7,2025-11-06T00:19:35Z,250000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:2),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,24.0,2.0,2.0,0.0,,,,,,,,,,,,,
48,PT09M48.00S,2025-11-06T00:13:31.9Z,1,REGULAR,turnover,lost ball,[],1629008,,,1610612751,2,7,2025-11-06T00:19:43Z,255000,False,,,0,,M. Porter Jr. lost ball TURNOVER (1 TO),"[1629008, 1630543]",1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Jackson,1630543.0,,,,,,,
49,PT09M48.00S,2025-11-06T00:13:31.9Z,1,REGULAR,steal,,[],1630543,,,1610612754,2,7,2025-11-06T00:19:12Z,257500,False,,,0,,I. Jackson STEAL (1 STL),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
26,PT09M47.00S,2025-11-06T00:13:35.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630174,92.46057818659659,53.18627450980392,1610612754,2,7,2025-11-06T00:21:38Z,260000,False,16.0,18.0,1,right,MISS A. Nesmith Layup - blocked,"[1630174, 1629651]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,2.43,Missed,,,,,,,,,,,,,Claxton,1629651.0,,,,
60,PT09M47.00S,2025-11-06T00:13:35.1Z,1,REGULAR,block,,[],1629651,,,1610612754,2,7,2025-11-06T00:21:38Z,265000,False,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
27,PT09M43.00S,2025-11-06T00:13:39.1Z,1,REGULAR,rebound,offensive,[],1630174,,,1610612754,2,7,2025-11-06T00:13:40Z,270000,False,,,0,,A. Nesmith REBOUND (Off:1 Def:0),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,26.0,1.0,0.0,1.0,,,,,,,,,,,,,
28,PT09M42.00S,2025-11-06T00:13:40.1Z,1,REGULAR,2pt,Jump Shot,"['2ndchance', 'fromturnover']",1641767,90.48948751642575,78.92156862745098,1610612754,4,7,2025-11-06T00:19:12Z,280000,False,145.0,37.0,1,right,B. Sheppard 14' pullup Jump Shot (2 PTS) (P. Siakam 2 AST),"[1641767, 1627783]",1610612754.0,IND,pullup,,,Sheppard,B. Sheppard,,,,,Mid-Range,8-16 Right,14.92,Made,2.0,,,,,P. Siakam,1627783.0,2.0,,,,,,,,,,
30,PT09M25.00S,2025-11-06T00:13:57.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,10.068988173455978,53.67647058823529,1610612751,4,9,2025-11-06T00:14:00Z,300000,False,-18.0,42.0,1,left,N. Claxton driving Layup (2 PTS) (T. Mann 1 AST),"[1629651, 1629611]",1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,4.59,Made,2.0,,,,,T. Mann,1629611.0,1.0,,,,,,,,,,
32,PT09M25.00S,2025-11-06T00:14:00.1Z,1,REGULAR,foul,personal,['1freethrow'],1641767,,,1610612751,4,9,2025-11-06T00:14:08Z,320000,False,,,0,,B. Sheppard shooting personal FOUL (1 PF) (Claxton 1 FT),"[1641767, 1629651]",1610612754.0,IND,shooting,,,Sheppard,B. Sheppard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1630888.0,,,1.0,0.0,Claxton,1629651.0
34,PT09M25.00S,2025-11-06T00:14:29.6Z,1,REGULAR,freethrow,1 of 1,[],1629651,,,1610612751,4,10,2025-11-06T00:14:29Z,340000,False,,,0,,N. Claxton Free Throw 1 of 1 (3 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
35,PT09M11.00S,2025-11-06T00:14:45.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630543,91.93495400788436,49.01960784313725,1610612754,6,10,2025-11-06T00:14:49Z,350000,False,-5.0,23.0,1,right,I. Jackson cutting DUNK (2 PTS) (J. Walker 1 AST),"[1630543, 1641716]",1610612754.0,IND,cutting,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,2.38,Made,2.0,,,,,J. Walker,1641716.0,1.0,,,,,,,,,,
37,PT08M53.00S,2025-11-06T00:15:05.0Z,1,REGULAR,foul,personal,['2freethrow'],1641716,,,1610612751,6,10,2025-11-06T00:15:10Z,370000,False,,,0,,J. Walker shooting personal FOUL (1 PF) (Clowney 2 FT),"[1641716, 1641730]",1610612754.0,IND,shooting,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1830.0,,,1.0,0.0,Clowney,1641730.0
39,PT08M53.00S,2025-11-06T00:15:36.5Z,1,REGULAR,freethrow,1 of 2,[],1641730,,,1610612751,6,11,2025-11-06T00:15:36Z,390000,False,,,0,,N. Clowney Free Throw 1 of 2 (1 PTS),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
40,PT08M53.00S,2025-11-06T00:15:53.2Z,1,REGULAR,freethrow,2 of 2,[],1641730,,,1610612751,6,12,2025-11-06T00:15:53Z,400000,False,,,0,,N. Clowney Free Throw 2 of 2 (2 PTS),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
42,PT08M31.00S,2025-11-06T00:16:33.0Z,1,REGULAR,2pt,Jump Shot,[],1627783,84.1819973718791,14.950980392156863,1610612754,6,12,2025-11-06T00:16:37Z,420000,False,-175.0,96.0,1,right,MISS P. Siakam 19' pullup Shot,[1627783],1610612754.0,IND,pullup,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Left,19.99,Missed,,,,,,,,,,,,,,,,,,
43,PT08M29.00S,2025-11-06T00:16:35.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,6,12,2025-11-06T00:16:46Z,430000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Mid-Range,16-24 Left,,,,42.0,,,,,,,,,,,,,,,,
44,PT08M29.00S,2025-11-06T00:16:38.2Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612754,6,12,2025-11-06T00:16:51Z,440000,False,,,0,,IND shot clock Team TURNOVER,[],1610612754.0,IND,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,200833.0,,,,,,
45,PT08M20.00S,2025-11-06T00:16:58.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629008,31.225361366622867,64.70588235294117,1610612751,6,15,2025-11-06T00:17:02Z,450000,False,-74.0,241.0,1,left,M. Porter Jr. 25' 3PT  (8 PTS) (T. Mann 2 AST),"[1629008, 1629611]",1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,25.2,Made,8.0,,,,,T. Mann,1629611.0,2.0,,,,,,,,,,
47,PT08M18.00S,2025-11-06T00:17:04.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,6,15,2025-11-06T00:17:04Z,470000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT08M00.00S,2025-11-06T00:20:23.9Z,1,REGULAR,3pt,Jump Shot,[],1627783,67.7562417871222,41.42156862745098,1610612754,9,15,2025-11-06T00:20:28Z,480000,False,-43.0,251.0,1,right,P. Siakam 25' 3PT  (3 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,25.42,Made,3.0,,,,,,,,,,,,,,,,,
51,PT07M40.00S,2025-11-06T00:20:43.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,14.4053876478318,47.549019607843135,1610612751,9,15,2025-11-06T00:20:47Z,490000,False,12.0,83.0,1,left,MISS C. Thomas 8' pullup Shot,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),8-16 Center,8.38,Missed,,,,,,,,,,,,,,,,,,
52,PT07M38.00S,2025-11-06T00:20:45.9Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612754,9,15,2025-11-06T00:20:47Z,500000,False,,,0,,A. Nesmith REBOUND (Off:1 Def:1),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),8-16 Center,,,,51.0,2.0,1.0,1.0,,,,,,,,,,,,,
53,PT07M29.00S,2025-11-06T00:20:56.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,92.19776609724047,52.94117647058824,1610612754,9,15,2025-11-06T00:20:59Z,510000,False,15.0,21.0,1,right,MISS P. Siakam driving Layup,[1627783],1610612754.0,IND,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,2.55,Missed,,,,,,,,,,,,,,,,,,
54,PT07M26.00S,2025-11-06T00:20:59.1Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612751,9,15,2025-11-06T00:20:59Z,520000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:3),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,53.0,3.0,3.0,0.0,,,,,,,,,,,,,
55,PT07M17.00S,2025-11-06T00:21:08.4Z,1,REGULAR,2pt,Jump Shot,[],1629008,5.863994743758213,80.3921568627451,1610612751,9,15,2025-11-06T00:21:12Z,530000,False,-152.0,3.0,1,left,MISS M. Porter Jr. 15' fadeaway Shot,[1629008],1610612751.0,BKN,fadeaway,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Left,15.2,Missed,,,,,,,,,,,,,,,,,,
56,PT07M14.00S,2025-11-06T00:21:11.4Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612754,9,15,2025-11-06T00:21:12Z,540000,False,,,0,,A. Nesmith REBOUND (Off:1 Def:2),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Mid-Range,8-16 Left,,,,55.0,3.0,2.0,1.0,,,,,,,,,,,,,
57,PT07M08.00S,2025-11-06T00:21:16.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630543,89.83245729303549,41.911764705882355,1610612754,11,15,2025-11-06T00:21:21Z,550000,False,-40.0,43.0,1,right,I. Jackson running Layup (4 PTS) (A. Nesmith 1 AST),"[1630543, 1630174]",1610612754.0,IND,running,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,5.91,Made,4.0,,,,,A. Nesmith,1630174.0,1.0,,,,,,,,,,
59,PT06M50.00S,2025-11-06T00:21:35.7Z,1,REGULAR,foul,personal,[],1630543,,,1610612751,11,15,2025-11-06T00:21:42Z,570000,False,,,0,,I. Jackson personal FOUL (1 PF),"[1630543, 1629611]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,200833.0,,,1.0,0.0,Mann,1629611.0
62,PT06M46.00S,2025-11-06T00:21:57.4Z,1,REGULAR,2pt,Jump Shot,[],1630560,13.87976346911958,24.754901960784316,1610612751,11,15,2025-11-06T00:22:02Z,590000,False,126.0,78.0,1,left,MISS C. Thomas 14' step back Shot,[1630560],1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Right,14.84,Missed,,,,,,,,,,,,,,,,,,
63,PT06M42.00S,2025-11-06T00:22:01.4Z,1,REGULAR,rebound,defensive,[],1641716,,,1610612754,11,15,2025-11-06T00:22:02Z,600000,False,,,0,,J. Walker REBOUND (Off:0 Def:3),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Mid-Range,8-16 Right,,,,62.0,3.0,3.0,0.0,,,,,,,,,,,,,
64,PT06M34.00S,2025-11-06T00:22:10.4Z,1,REGULAR,3pt,Jump Shot,[],1630174,65.65374507227332,59.31372549019608,1610612754,11,15,2025-11-06T00:22:15Z,610000,False,47.0,270.0,1,right,MISS A. Nesmith 27' 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Center,27.44,Missed,,,,,,,,,,,,,,,,,,
65,PT06M29.00S,2025-11-06T00:22:15.4Z,1,REGULAR,rebound,defensive,[],1641730,,,1610612751,11,15,2025-11-06T00:22:15Z,620000,False,,,0,,N. Clowney REBOUND (Off:0 Def:1),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Center,,,,64.0,1.0,1.0,0.0,,,,,,,,,,,,,
66,PT06M25.00S,2025-11-06T00:22:18.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629008,10.33180026281209,43.627450980392155,1610612751,11,15,2025-11-06T00:22:24Z,630000,False,32.0,45.0,1,left,MISS M. Porter Jr. running Layup - blocked,"[1629008, 1641767]",1610612751.0,BKN,running,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.48,Missed,,,,,,,,,,,,,Sheppard,1641767.0,,,,
67,PT06M25.00S,2025-11-06T00:22:18.6Z,1,REGULAR,block,,[],1641767,,,1610612751,11,15,2025-11-06T00:22:20Z,640000,False,,,0,,B. Sheppard BLOCK (1 BLK),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
68,PT06M25.00S,2025-11-06T00:22:18.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,11,15,2025-11-06T00:22:24Z,650000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,66.0,,,,,,,,,,,,,,,,
70,PT06M25.00S,2025-11-06T00:22:23.6Z,1,REGULAR,substitution,out,[],1630560,,,1610612751,11,15,2025-11-06T00:22:34Z,670000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M25.00S,2025-11-06T00:22:23.6Z,1,REGULAR,substitution,in,[],1631213,,,1610612751,11,15,2025-11-06T00:22:34Z,680000,False,,,0,,SUB in: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M23.00S,2025-11-06T00:22:46.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629008,5.863994743758213,18.137254901960784,1610612751,11,15,2025-11-06T00:30:13Z,690000,False,159.0,3.0,1,left,MISS M. Porter Jr. 15' fadeaway Shot,[1629008],1610612751.0,BKN,fadeaway,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Right,15.93,Missed,,,,,,,,,,,,,,,,,,
73,PT06M21.00S,2025-11-06T00:22:48.1Z,1,REGULAR,rebound,defensive,[],1630543,,,1610612754,11,15,2025-11-06T00:22:51Z,700000,False,,,0,,I. Jackson REBOUND (Off:0 Def:1),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Mid-Range,8-16 Right,,,,72.0,1.0,1.0,0.0,,,,,,,,,,,,,
74,PT06M14.00S,2025-11-06T00:22:56.5Z,1,REGULAR,3pt,Jump Shot,[],1630174,68.01905387647832,45.09803921568628,1610612754,11,15,2025-11-06T00:23:02Z,710000,False,-25.0,248.0,1,right,MISS A. Nesmith 24' 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Center,24.93,Missed,,,,,,,,,,,,,,,,,,
75,PT06M11.00S,2025-11-06T00:23:00.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,11,15,2025-11-06T00:23:00Z,720000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Center,,,,74.0,,,,,,,,,,,,,,,,
77,PT06M11.00S,2025-11-06T00:23:02.2Z,1,REGULAR,substitution,out,[],1627783,,,1610612754,11,15,2025-11-06T00:23:08Z,740000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M11.00S,2025-11-06T00:23:02.2Z,1,REGULAR,substitution,in,[],1630526,,,1610612754,11,15,2025-11-06T00:23:08Z,750000,False,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612754.0,IND,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M11.00S,2025-11-06T00:23:10.5Z,1,REGULAR,substitution,out,[],1629611,,,1610612754,11,15,2025-11-06T00:23:18Z,760000,False,,,0,,SUB out: T. Mann,[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M11.00S,2025-11-06T00:23:10.5Z,1,REGULAR,substitution,in,[],1630533,,,1610612754,11,15,2025-11-06T00:23:18Z,770000,False,,,0,,SUB in: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M57.00S,2025-11-06T00:23:40.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1641716,76.95466491458606,54.166666666666664,1610612754,11,15,2025-11-06T00:23:44Z,780000,False,21.0,164.0,1,right,MISS J. Walker 16' fadeaway Shot,[1641716],1610612754.0,IND,fadeaway,,,Walker,J. Walker,,,,,Mid-Range,16-24 Center,16.54,Missed,,,,,,,,,,,,,,,,,,
82,PT05M55.00S,2025-11-06T00:23:42.8Z,1,REGULAR,rebound,offensive,[],1630526,,,1610612754,11,15,2025-11-06T00:23:44Z,790000,False,,,0,,J. Robinson-Earl REBOUND (Off:1 Def:0),[1630526],1610612754.0,IND,,,,Robinson-Earl,J. Robinson-Earl,,,,,Mid-Range,16-24 Center,,,,81.0,1.0,0.0,1.0,,,,,,,,,,,,,
83,PT05M53.00S,2025-11-06T00:23:45.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641716,92.59198423127464,46.07843137254902,1610612754,13,15,2025-11-06T00:23:50Z,800000,False,-20.0,17.0,1,right,J. Walker cutting finger roll Layup (4 PTS) (J. Robinson-Earl 1 AST),"[1641716, 1630526]",1610612754.0,IND,cutting finger roll,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,2.6,Made,4.0,,,,,J. Robinson-Earl,1630526.0,1.0,,,,,,,,,,
88,PT05M27.00S,2025-11-06T00:24:12.3Z,1,REGULAR,3pt,Jump Shot,[],1641730,18.74178712220762,8.088235294117647,1610612751,13,15,2025-11-06T00:25:33Z,850000,False,210.0,124.0,1,left,MISS N. Clowney 24' 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Right Center,24.34,Missed,,,,,,,,,,,,,,,,,,
89,PT05M25.00S,2025-11-06T00:24:14.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,13,15,2025-11-06T00:25:10Z,860000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Right Center,,,,88.0,,,,,,,,,,,,,,,,
