actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
27,PT09M58.00S,2025-12-02T00:13:50.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,7.046649145860711,51.225490196078425,1610612754,4,7,2025-12-02T00:13:53Z,270000,False,-6.0,14.0,1,left,P. Siakam driving finger roll Layup (4 PTS) (A. Nembhard 1 AST),"[1627783, 1629614]",1610612754.0,IND,driving finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,1.5,Made,,,,,,,,,,4.0,,A. Nembhard,1629614.0,1.0,,,,
28,PT09M45.00S,2025-12-02T00:14:04.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,94.69448094612353,49.26470588235294,1610612739,4,9,2025-12-02T00:14:08Z,280000,False,-4.0,-3.0,1,right,E. Mobley DUNK (4 PTS) (D. Wade 1 AST),"[1630596, 1629731]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,0.45,Made,,,,,,,,,,4.0,,D. Wade,1629731.0,1.0,,,,
30,PT09M33.00S,2025-12-02T00:14:16.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629614,6.521024967148489,51.71568627450981,1610612754,6,9,2025-12-02T00:14:18Z,300000,False,-9.0,9.0,1,left,A. Nembhard driving finger roll Layup (2 PTS),[1629614],1610612754.0,IND,driving finger roll,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,,,,,,2.0,,,,,,,,
31,PT09M20.00S,2025-12-02T00:14:29.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,92.59198423127464,45.588235294117645,1610612739,6,11,2025-12-02T00:14:32Z,310000,False,-22.0,17.0,1,right,D. Mitchell driving finger roll Layup (2 PTS),[1628378],1610612739.0,CLE,driving finger roll,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,2.79,Made,,,,,,,,,,2.0,,,,,,,,
32,PT09M00.00S,2025-12-02T00:14:49.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,17.427726675427067,42.15686274509804,1610612754,8,11,2025-12-02T00:14:53Z,320000,False,39.0,111.0,1,left,P. Siakam 11' turnaround Jump Shot (6 PTS) (A. Nembhard 2 AST),"[1627783, 1629614]",1610612754.0,IND,turnaround,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,11.8,Made,,,,,,,,,,6.0,,A. Nembhard,1629614.0,2.0,,,,
34,PT08M46.00S,2025-12-02T00:15:02.8Z,1,REGULAR,3pt,Jump Shot,[],1642281,80.50262812089356,93.38235294117648,1610612739,8,11,2025-12-02T00:15:07Z,340000,False,217.0,131.0,1,right,MISS J. Tyson 25' 3PT,[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,Above the Break 3,24+ Right Center,25.33,Missed,,,,,,,,,,,,,,,,,,
35,PT08M44.00S,2025-12-02T00:15:04.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,8,11,2025-12-02T00:15:07Z,350000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Right Center,,,34.0,,,,,,,,,,,,,,,,,
37,PT08M38.00S,2025-12-02T00:15:20.7Z,1,REGULAR,foul,offensive,[],1631097,,,1610612754,8,11,2025-12-02T00:15:29Z,370000,False,,,0,,B. Mathurin offensive FOUL (1 PF),"[1631097, 1629631]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,,,,,,,2003.0,1.0,0.0,Hunter,1629631.0,,,,,,,,,
39,PT08M38.00S,2025-12-02T00:15:20.7Z,1,REGULAR,turnover,offensive foul,[],1631097,,,1610612754,8,11,2025-12-02T00:15:20Z,390000,False,,,0,,B. Mathurin offensive foul TURNOVER (1 TO),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,,,,,,,2003.0,,,,,,1.0,,,,,,,
40,PT08M25.00S,2025-12-02T00:15:49.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629631,94.43166885676742,74.01960784313727,1610612739,8,13,2025-12-02T00:15:55Z,400000,False,120.0,0.0,1,right,D. Hunter 12' floating Jump Shot (5 PTS) (J. Tyson 2 AST),"[1629631, 1642281]",1610612739.0,CLE,floating,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Right,12.01,Made,,,,,,,,,,5.0,,J. Tyson,1642281.0,2.0,,,,
42,PT08M07.00S,2025-12-02T00:16:06.5Z,1,REGULAR,2pt,Jump Shot,[],1629614,8.492115637319317,26.225490196078432,1610612754,8,13,2025-12-02T00:16:09Z,420000,False,119.0,27.0,1,left,MISS A. Nembhard 12' fadeaway Shot,[1629614],1610612754.0,IND,fadeaway,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Right,12.2,Missed,,,,,,,,,,,,,,,,,,
43,PT08M04.00S,2025-12-02T00:16:09.5Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,8,13,2025-12-02T00:16:09Z,430000,False,,,0,,D. Mitchell REBOUND (Off:2 Def:1),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Right,,,42.0,3.0,1.0,2.0,,,,,,,,,,,,,,
44,PT07M59.00S,2025-12-02T00:16:14.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629731,93.77463863337714,51.225490196078425,1610612739,8,15,2025-12-02T00:17:13Z,440000,False,6.0,6.0,1,right,D. Wade running finger roll Layup (2 PTS) (D. Mitchell 1 AST),"[1629731, 1628378]",1610612739.0,CLE,running finger roll,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,0.86,Made,,,,,,,,,,2.0,,D. Mitchell,1628378.0,1.0,,,,
46,PT07M59.00S,2025-12-02T00:16:17.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,8,15,2025-12-02T00:16:17Z,460000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M40.00S,2025-12-02T00:19:33.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631097,9.543363994743759,57.59803921568627,1610612754,8,15,2025-12-02T00:19:38Z,470000,False,-38.0,37.0,1,left,MISS B. Mathurin turnaround Shot,[1631097],1610612754.0,IND,turnaround,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,5.32,Missed,,,,,,,,,,,,,,,,,,
49,PT07M38.00S,2025-12-02T00:19:35.1Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,8,15,2025-12-02T00:19:38Z,480000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,48.0,1.0,1.0,0.0,,,,,,,,,,,,,,
50,PT07M25.00S,2025-12-02T00:19:49.0Z,1,REGULAR,2pt,Jump Shot,[],1630596,74.06373193166885,49.26470588235294,1610612739,8,17,2025-12-02T00:19:52Z,490000,False,-4.0,191.0,1,right,E. Mobley 19' pullup Jump Shot (6 PTS),[1630596],1610612739.0,CLE,pullup,,,Mobley,E. Mobley,,,,,Mid-Range,16-24 Center,19.13,Made,,,,,,,,,,6.0,,,,,,,,
51,PT07M08.00S,2025-12-02T00:20:06.8Z,1,REGULAR,foul,personal,[],1629731,,,1610612754,8,17,2025-12-02T00:20:13Z,500000,False,,,0,,D. Wade personal FOUL (1 PF),"[1629731, 1627783]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,Mid-Range,8-16 Left,,,,,,,1627534.0,1.0,0.0,Siakam,1627783.0,,,,,,,,,
53,PT07M08.00S,2025-12-02T00:20:14.6Z,1,REGULAR,substitution,out,[],1631097,,,1610612754,8,17,2025-12-02T00:20:26Z,520000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M08.00S,2025-12-02T00:20:14.6Z,1,REGULAR,substitution,out,[],1628378,,,1610612754,8,17,2025-12-02T00:20:26Z,530000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M08.00S,2025-12-02T00:20:14.6Z,1,REGULAR,substitution,out,[],1629731,,,1610612754,8,17,2025-12-02T00:20:26Z,540000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M08.00S,2025-12-02T00:20:14.6Z,1,REGULAR,substitution,in,[],1641767,,,1610612754,8,17,2025-12-02T00:20:26Z,550000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M08.00S,2025-12-02T00:20:14.6Z,1,REGULAR,substitution,in,[],1641772,,,1610612754,8,17,2025-12-02T00:20:26Z,560000,False,,,0,,SUB in: N. Tomlin,[1641772],1610612739.0,CLE,,,,Tomlin,N. Tomlin,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M08.00S,2025-12-02T00:20:14.6Z,1,REGULAR,substitution,in,[],1641854,,,1610612754,8,17,2025-12-02T00:20:26Z,570000,False,,,0,,SUB in: C. Porter Jr.,[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M01.00S,2025-12-02T00:20:47.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,8.360709592641262,41.17647058823529,1610612754,8,17,2025-12-02T00:20:53Z,580000,False,44.0,26.0,1,left,MISS P. Siakam Layup - blocked,"[1627783, 1641772]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,5.12,Missed,,,,,,,,,,,,,,,,,Tomlin,1641772.0
60,PT07M01.00S,2025-12-02T00:20:47.6Z,1,REGULAR,block,,[],1641772,,,1610612754,8,17,2025-12-02T00:20:49Z,590000,False,,,0,,N. Tomlin BLOCK (1 BLK),[1641772],1610612739.0,CLE,,,,Tomlin,N. Tomlin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
61,PT06M58.00S,2025-12-02T00:20:50.6Z,1,REGULAR,rebound,defensive,[],1642281,,,1610612739,8,17,2025-12-02T00:20:53Z,600000,False,,,0,,J. Tyson REBOUND (Off:0 Def:1),[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,In The Paint (Non-RA),0-8 Center,,,59.0,1.0,1.0,0.0,,,,,,,,,,,,,,
62,PT06M48.00S,2025-12-02T00:21:00.9Z,1,REGULAR,3pt,Jump Shot,[],1642281,76.2976346911958,12.990196078431374,1610612739,8,20,2025-12-02T00:21:04Z,610000,False,-185.0,170.0,1,right,J. Tyson 25' 3PT  (5 PTS) (E. Mobley 1 AST),"[1642281, 1630596]",1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,Above the Break 3,24+ Left Center,25.14,Made,,,,,,,,,,5.0,,E. Mobley,1630596.0,1.0,,,,
64,PT06M31.00S,2025-12-02T00:21:16.9Z,1,REGULAR,3pt,Jump Shot,[],1641767,29.6484888304862,71.56862745098039,1610612754,8,20,2025-12-02T00:21:22Z,630000,False,-108.0,226.0,1,left,MISS B. Sheppard 25' 3PT,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Left Center,25.06,Missed,,,,,,,,,,,,,,,,,,
65,PT06M28.00S,2025-12-02T00:21:19.9Z,1,REGULAR,rebound,offensive,[],1630643,,,1610612754,8,20,2025-12-02T00:21:22Z,640000,False,,,0,,J. Huff REBOUND (Off:1 Def:0),[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,Above the Break 3,24+ Left Center,,,64.0,1.0,0.0,1.0,,,,,,,,,,,,,,
66,PT06M23.00S,2025-12-02T00:21:26.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630643,33.327858081471746,48.529411764705884,1610612754,11,20,2025-12-02T00:21:30Z,650000,False,7.0,261.0,1,left,J. Huff 26' 3PT  (3 PTS) (A. Nembhard 3 AST),"[1630643, 1629614]",1610612754.0,IND,,,,Huff,J. Huff,,,,,Above the Break 3,24+ Center,26.09,Made,,,,,,,,,,3.0,,A. Nembhard,1629614.0,3.0,,,,
68,PT06M10.00S,2025-12-02T00:21:38.2Z,1,REGULAR,turnover,bad pass,[],1629631,,,1610612739,11,20,2025-12-02T00:21:41Z,670000,False,,,0,,D. Hunter bad pass TURNOVER (1 TO),"[1629631, 1641716]",1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,,,,Walker,1641716.0,,
69,PT06M10.00S,2025-12-02T00:21:38.2Z,1,REGULAR,steal,,[],1641716,,,1610612754,11,20,2025-12-02T00:21:40Z,680000,False,,,0,,J. Walker STEAL (1 STL),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
70,PT06M05.00S,2025-12-02T00:21:44.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630643,30.305519053876477,28.676470588235293,1610612754,14,20,2025-12-02T00:21:48Z,690000,False,107.0,232.0,1,left,J. Huff 25' 3PT running (6 PTS) (P. Siakam 1 AST),"[1630643, 1627783]",1610612754.0,IND,running,,,Huff,J. Huff,,,,,Above the Break 3,24+ Right Center,25.57,Made,,,,,,,,,,6.0,,P. Siakam,1627783.0,1.0,,,,
72,PT06M03.00S,2025-12-02T00:21:51.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,14,20,2025-12-02T00:21:51Z,710000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M03.00S,2025-12-02T00:24:13.0Z,1,REGULAR,substitution,out,[],1629614,,,1610612739,14,20,2025-12-02T00:24:36Z,720000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M03.00S,2025-12-02T00:24:13.0Z,1,REGULAR,substitution,out,[],1627783,,,1610612739,14,20,2025-12-02T00:24:36Z,730000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M03.00S,2025-12-02T00:24:13.0Z,1,REGULAR,substitution,in,[],204456,,,1610612739,14,20,2025-12-02T00:24:36Z,740000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M03.00S,2025-12-02T00:24:13.0Z,1,REGULAR,substitution,in,[],1630526,,,1610612739,14,20,2025-12-02T00:24:36Z,750000,False,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612754.0,IND,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M48.00S,2025-12-02T00:24:59.2Z,1,REGULAR,2pt,Jump Shot,[],1641854,85.10183968462549,20.833333333333336,1610612739,14,22,2025-12-02T00:25:03Z,760000,False,-146.0,88.0,1,right,C. Porter Jr. 17' step back Jump Shot (2 PTS) (D. Hunter 2 AST),"[1641854, 1629631]",1610612739.0,CLE,step back,,,Porter Jr.,C. Porter Jr.,,,,,Mid-Range,16-24 Left,17.0,Made,,,,,,,,,,2.0,,D. Hunter,1629631.0,2.0,,,,
79,PT05M30.00S,2025-12-02T00:25:17.1Z,1,REGULAR,3pt,Jump Shot,[],1630643,34.641918528252305,43.13725490196079,1610612754,14,22,2025-12-02T00:25:21Z,780000,False,34.0,273.0,1,left,MISS J. Huff 27' 3PT,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,Above the Break 3,24+ Center,27.52,Missed,,,,,,,,,,,,,,,,,,
80,PT05M26.00S,2025-12-02T00:25:21.1Z,1,REGULAR,rebound,defensive,[],1642281,,,1610612739,14,22,2025-12-02T00:25:21Z,790000,False,,,0,,J. Tyson REBOUND (Off:0 Def:2),[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,Above the Break 3,24+ Center,,,79.0,2.0,2.0,0.0,,,,,,,,,,,,,,
81,PT05M20.00S,2025-12-02T00:25:27.0Z,1,REGULAR,3pt,Jump Shot,[],1641854,67.36202365308804,31.127450980392158,1610612739,14,22,2025-12-02T00:25:31Z,800000,False,-94.0,254.0,1,right,MISS C. Porter Jr. 27' 3PT,[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,Above the Break 3,24+ Left Center,27.13,Missed,,,,,,,,,,,,,,,,,,
82,PT05M16.00S,2025-12-02T00:25:31.0Z,1,REGULAR,rebound,defensive,[],1641716,,,1610612754,14,22,2025-12-02T00:25:31Z,810000,False,,,0,,J. Walker REBOUND (Off:0 Def:2),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,,,81.0,2.0,2.0,0.0,,,,,,,,,,,,,,
83,PT05M02.00S,2025-12-02T00:25:45.1Z,1,REGULAR,turnover,lost ball,[],1630526,,,1610612754,14,22,2025-12-02T00:25:48Z,820000,False,,,0,,J. Robinson-Earl lost ball TURNOVER (1 TO),"[1630526, 1641854]",1610612754.0,IND,,,,Robinson-Earl,J. Robinson-Earl,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1.0,,,,Porter Jr.,1641854.0,,
84,PT05M02.00S,2025-12-02T00:25:45.1Z,1,REGULAR,steal,,[],1641854,,,1610612739,14,22,2025-12-02T00:28:04Z,830000,False,,,0,,C. Porter Jr. STEAL (1 STL),[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
85,PT04M58.00S,2025-12-02T00:25:49.5Z,1,REGULAR,turnover,bad pass,[],1642281,,,1610612739,14,22,2025-12-02T00:25:54Z,840000,False,,,0,,J. Tyson bad pass TURNOVER (1 TO),"[1642281, 204456]",1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,,,,McConnell,204456.0,,
86,PT04M58.00S,2025-12-02T00:25:49.5Z,1,REGULAR,steal,,[],204456,,,1610612754,14,22,2025-12-02T00:29:58Z,850000,False,,,0,,T. McConnell STEAL (1 STL),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
87,PT04M54.00S,2025-12-02T00:25:53.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630643,31.09395532194481,55.63725490196079,1610612754,17,22,2025-12-02T00:25:57Z,860000,False,-28.0,240.0,1,left,J. Huff 24' 3PT running (9 PTS) (J. Walker 1 AST),"[1630643, 1641716]",1610612754.0,IND,running,,,Huff,J. Huff,,,,,Above the Break 3,24+ Center,24.15,Made,,,,,,,,,,9.0,,J. Walker,1641716.0,1.0,,,,
