actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
22,PT10M24.00S,2025-12-31T20:13:42.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,92.06636005256242,54.65686274509803,1610612754,2,4,2025-12-31T20:13:45Z,220000,False,23.0,22.0,1,right,MISS P. Siakam driving Layup - blocked,"[1627783, 1631094]",1610612754.0,IND,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,,,3.21,Missed,,,,,,,,,Banchero,1631094.0
23,PT10M24.00S,2025-12-31T20:13:42.1Z,1,REGULAR,block,,[],1631094,,,1610612754,2,4,2025-12-31T20:13:43Z,230000,False,,,0,,P. Banchero BLOCK (1 BLK),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
24,PT10M22.00S,2025-12-31T20:13:44.1Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,2,4,2025-12-31T20:13:45Z,240000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,22.0,1.0,1.0,0.0,,
25,PT10M20.00S,2025-12-31T20:13:48.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630217,8.754927726675426,42.64705882352941,1610612753,2,6,2025-12-31T20:13:52Z,250000,False,37.0,30.0,1,left,D. Bane running Layup (2 PTS) (J. Suggs 1 AST),"[1630217, 1630591]",1610612753.0,ORL,running,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,4.74,Made,2.0,J. Suggs,1630591.0,1.0,,,,,,
27,PT10M20.00S,2025-12-31T20:13:50.6Z,1,REGULAR,foul,personal,['1freethrow'],1642277,,,1610612753,2,6,2025-12-31T20:13:58Z,270000,False,,,0,,J. Furphy shooting personal FOUL (2 PF) (Bane 1 FT),"[1642277, 1630217]",1610612754.0,IND,shooting,,,Furphy,J. Furphy,,,,,In The Paint (Non-RA),0-8 Center,,,,202037.0,2.0,0.0,Bane,1630217.0,,,,,,,,,,,,
29,PT10M20.00S,2025-12-31T20:14:11.6Z,1,REGULAR,substitution,out,[],1642277,,,1610612753,2,6,2025-12-31T20:14:48Z,290000,False,,,0,,SUB out: J. Furphy,[1642277],1610612754.0,IND,,,,Furphy,J. Furphy,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT10M20.00S,2025-12-31T20:14:11.6Z,1,REGULAR,substitution,in,[],1630174,,,1610612753,2,6,2025-12-31T20:14:48Z,300000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PT10M20.00S,2025-12-31T20:14:36.1Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1630217,,,1610612753,2,7,2025-12-31T20:14:36Z,310000,False,,,0,,D. Bane Free Throw 1 of 1 (3 PTS),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,,,,,,,Made,3.0,,,,,,,,,
32,PT10M08.00S,2025-12-31T20:14:49.0Z,1,REGULAR,3pt,Jump Shot,[],1631097,66.83639947437582,34.068627450980394,1610612754,5,7,2025-12-31T20:14:54Z,320000,False,-80.0,259.0,1,right,B. Mathurin 27' 3PT pullup (5 PTS) (J. Huff 1 AST),"[1631097, 1630643]",1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,,,,,,,,,27.12,Made,5.0,J. Huff,1630643.0,1.0,,,,,,
34,PT09M56.00S,2025-12-31T20:15:01.7Z,1,REGULAR,3pt,Jump Shot,[],1630217,32.276609724047304,45.83333333333333,1610612753,5,10,2025-12-31T20:15:06Z,340000,False,21.0,251.0,1,left,D. Bane 25' 3PT  (6 PTS) (P. Banchero 1 AST),"[1630217, 1631094]",1610612753.0,ORL,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,,,,,,,,,25.18,Made,6.0,P. Banchero,1631094.0,1.0,,,,,,
36,PT09M40.00S,2025-12-31T20:15:17.2Z,1,REGULAR,3pt,Jump Shot,[],1629614,66.70499342969777,25.98039215686275,1610612754,5,10,2025-12-31T20:15:24Z,360000,False,-120.0,260.0,1,right,MISS A. Nembhard 28' step back 3PT,[1629614],1610612754.0,IND,step back,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,28.69,Missed,,,,,,,,,,
37,PT09M38.00S,2025-12-31T20:15:19.2Z,1,REGULAR,rebound,defensive,[],1641710,,,1610612753,5,10,2025-12-31T20:15:21Z,370000,False,,,0,,A. Black REBOUND (Off:0 Def:1),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,36.0,1.0,1.0,0.0,,
38,PT09M29.00S,2025-12-31T20:15:28.7Z,1,REGULAR,3pt,Jump Shot,[],1641710,30.831143232588698,79.90196078431373,1610612753,5,10,2025-12-31T20:15:34Z,380000,False,-150.0,237.0,1,left,MISS A. Black 28' pullup 3PT,[1641710],1610612753.0,ORL,pullup,,,Black,A. Black,,,,,Above the Break 3,24+ Left Center,,,,,,,,,28.05,Missed,,,,,,,,,,
39,PT09M27.00S,2025-12-31T20:15:30.7Z,1,REGULAR,rebound,defensive,[],1629614,,,1610612754,5,10,2025-12-31T20:15:34Z,390000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:1),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,38.0,1.0,1.0,0.0,,
40,PT09M16.00S,2025-12-31T20:15:42.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,92.85479632063075,52.94117647058824,1610612754,5,10,2025-12-31T20:15:46Z,400000,False,15.0,15.0,1,right,MISS A. Nesmith driving Layup,[1630174],1610612754.0,IND,driving,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,,,,2.08,Missed,,,,,,,,,,
41,PT09M13.00S,2025-12-31T20:15:45.0Z,1,REGULAR,rebound,offensive,[],1630174,,,1610612754,5,10,2025-12-31T20:15:45Z,410000,False,,,0,,A. Nesmith REBOUND (Off:1 Def:0),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,40.0,1.0,0.0,1.0,,
42,PT09M12.00S,2025-12-31T20:15:46.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631097,68.15045992115637,43.872549019607845,1610612754,5,10,2025-12-31T20:15:53Z,420000,False,-31.0,247.0,1,right,MISS B. Mathurin 24' 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,,,,,,,,,24.88,Missed,,,,,,,,,,
43,PT09M09.00S,2025-12-31T20:15:49.2Z,1,REGULAR,rebound,offensive,[],1630174,,,1610612754,5,10,2025-12-31T20:16:04Z,430000,False,,,0,,A. Nesmith REBOUND (Off:2 Def:0),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,42.0,2.0,0.0,2.0,,
44,PT09M07.00S,2025-12-31T20:15:52.6Z,1,REGULAR,foul,personal,['2freethrow'],1641710,,,1610612754,5,10,2025-12-31T20:16:01Z,440000,False,,,0,,A. Black shooting personal FOUL (1 PF) (Nesmith 2 FT),"[1641710, 1630174]",1610612753.0,ORL,shooting,,,Black,A. Black,,,,,In The Paint (Non-RA),0-8 Center,,,,202037.0,1.0,0.0,Nesmith,1630174.0,,,,,,,,,,,,
46,PT09M07.00S,2025-12-31T20:16:32.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630174,,,1610612754,6,10,2025-12-31T20:16:56Z,460000,False,,,0,,A. Nesmith Free Throw 1 of 2 (1 PTS),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,Made,1.0,,,,,,,,,
47,PT09M07.00S,2025-12-31T20:16:32.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630174,,,1610612754,6,10,2025-12-31T20:16:56Z,470000,False,,,0,,MISS A. Nesmith Free Throw 2 of 2,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,Missed,,,,,,,,,,
48,PT09M05.00S,2025-12-31T20:16:34.5Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,6,10,2025-12-31T20:16:56Z,480000,False,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,47.0,1.0,1.0,0.0,,
49,PT08M56.00S,2025-12-31T20:17:04.5Z,1,REGULAR,3pt,Jump Shot,[],1630591,23.99802890932983,87.00980392156863,1610612753,6,10,2025-12-31T20:17:09Z,490000,False,-185.0,173.0,1,left,MISS J. Suggs 25' step back 3PT,[1630591],1610612753.0,ORL,step back,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Left Center,,,,,,,,,25.34,Missed,,,,,,,,,,
50,PT08M53.00S,2025-12-31T20:17:07.8Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612753,6,10,2025-12-31T20:17:07Z,500000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,49.0,2.0,1.0,1.0,,
51,PT08M52.00S,2025-12-31T20:17:10.5Z,1,REGULAR,foul,personal,['2freethrow'],1630643,,,1610612753,6,10,2025-12-31T20:17:14Z,510000,False,,,0,,J. Huff shooting personal FOUL (2 PF) (Carter Jr. 2 FT),"[1630643, 1628976]",1610612754.0,IND,shooting,,,Huff,J. Huff,,,,,Restricted Area,0-8 Center,,,,202037.0,2.0,0.0,Carter Jr.,1628976.0,,,,,,,,,,,,
53,PT08M52.00S,2025-12-31T20:17:42.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628976,,,1610612753,6,10,2025-12-31T20:17:42Z,530000,False,,,0,,MISS W. Carter Jr. Free Throw 1 of 2,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,Missed,,,,,,,,,,
54,PT08M52.00S,2025-12-31T20:17:42.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,6,10,2025-12-31T20:17:42Z,540000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,,
55,PT08M52.00S,2025-12-31T20:17:43.6Z,1,REGULAR,substitution,out,[],1630643,,,1610612753,6,10,2025-12-31T20:17:45Z,550000,False,,,0,,SUB out: J. Huff,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT08M52.00S,2025-12-31T20:17:43.6Z,1,REGULAR,substitution,in,[],1628396,,,1610612753,6,10,2025-12-31T20:17:45Z,560000,False,,,0,,SUB in: T. Bradley,[1628396],1610612754.0,IND,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT08M52.00S,2025-12-31T20:18:04.4Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628976,,,1610612753,6,11,2025-12-31T20:18:04Z,570000,False,,,0,,W. Carter Jr. Free Throw 2 of 2 (1 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,Made,1.0,,,,,,,,,
58,PT08M35.00S,2025-12-31T20:18:23.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628396,88.51839684625493,43.38235294117647,1610612754,6,11,2025-12-31T20:18:27Z,580000,False,-33.0,55.0,1,right,MISS T. Bradley 6' turnaround Hook,[1628396],1610612754.0,IND,turnaround,,,Bradley,T. Bradley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,6.45,Missed,,,,,,,,,,
59,PT08M32.00S,2025-12-31T20:18:26.5Z,1,REGULAR,rebound,offensive,[],1630174,,,1610612754,6,11,2025-12-31T20:18:27Z,590000,False,,,0,,A. Nesmith REBOUND (Off:3 Def:0),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,58.0,3.0,0.0,3.0,,
60,PT08M32.00S,2025-12-31T20:18:26.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630174,91.67214191852825,56.372549019607845,1610612754,6,11,2025-12-31T20:18:30Z,600000,False,32.0,26.0,1,right,MISS A. Nesmith putback Layup - blocked,"[1630174, 1631094]",1610612754.0,IND,putback,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,,,,4.1,Missed,,,,,,,,,Banchero,1631094.0
61,PT08M32.00S,2025-12-31T20:18:26.8Z,1,REGULAR,block,,[],1631094,,,1610612754,6,11,2025-12-31T20:18:29Z,610000,False,,,0,,P. Banchero BLOCK (2 BLK),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
62,PT08M32.00S,2025-12-31T20:18:26.8Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,6,11,2025-12-31T20:18:30Z,620000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,60.0,3.0,2.0,1.0,,
63,PT08M27.00S,2025-12-31T20:18:33.5Z,1,REGULAR,turnover,out-of-bounds,[],1630217,,,1610612753,6,11,2025-12-31T20:18:41Z,630000,False,,,0,,D. Bane step out-of-bounds TURNOVER (1 TO),[1630217],1610612753.0,ORL,step,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,1.0,,,202037.0,,,,,,,,,,,,,,,,
64,PT08M10.00S,2025-12-31T20:19:04.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627783,82.47371879106439,34.068627450980394,1610612754,6,11,2025-12-31T20:19:09Z,640000,False,-80.0,112.0,1,right,MISS P. Siakam 13' step back Shot,[1627783],1610612754.0,IND,step back,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,13.76,Missed,,,,,,,,,,
65,PT08M06.00S,2025-12-31T20:19:08.1Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,6,11,2025-12-31T20:19:09Z,650000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:3),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,64.0,4.0,3.0,1.0,,
66,PT07M57.00S,2025-12-31T20:19:16.7Z,1,REGULAR,3pt,Jump Shot,[],1630591,4.812746386333772,95.58823529411765,1610612753,6,14,2025-12-31T20:19:20Z,660000,False,-228.0,-7.0,1,left,J. Suggs 3PT  (3 PTS) (A. Black 2 AST),"[1630591, 1641710]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Left Corner 3,24+ Left,,,,,,,,,22.8,Made,3.0,A. Black,1641710.0,2.0,,,,,,
68,PT07M45.00S,2025-12-31T20:19:28.3Z,1,REGULAR,turnover,bad pass,[],1631097,,,1610612754,6,14,2025-12-31T20:19:31Z,680000,False,,,0,,B. Mathurin bad pass TURNOVER (1 TO),"[1631097, 1630591]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Right,1.0,Suggs,1630591.0,,,,,,,,,,,,,,,,,
69,PT07M45.00S,2025-12-31T20:19:28.3Z,1,REGULAR,steal,,[],1630591,,,1610612753,6,14,2025-12-31T20:19:30Z,690000,False,,,0,,J. Suggs STEAL (1 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
70,PT07M35.00S,2025-12-31T20:19:38.5Z,1,REGULAR,turnover,out-of-bounds,[],1641710,,,1610612753,6,14,2025-12-31T20:19:42Z,700000,False,,,0,,A. Black bad pass out-of-bounds TURNOVER (1 TO),[1641710],1610612753.0,ORL,bad pass,,,Black,A. Black,,,,,Mid-Range,8-16 Right,1.0,,,1179.0,,,,,,,,,,,,,,,,
71,PT07M35.00S,2025-12-31T20:19:40.6Z,1,REGULAR,substitution,out,[],1630591,,,1610612754,6,14,2025-12-31T20:19:45Z,710000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT07M35.00S,2025-12-31T20:19:40.6Z,1,REGULAR,substitution,in,[],1626145,,,1610612754,6,14,2025-12-31T20:19:45Z,720000,False,,,0,,SUB in: T. Jones,[1626145],1610612753.0,ORL,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT07M35.00S,2025-12-31T20:19:49.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,6,14,2025-12-31T20:19:49Z,730000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT07M20.00S,2025-12-31T20:23:05.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631097,69.46452036793693,72.30392156862744,1610612754,6,14,2025-12-31T20:23:10Z,740000,False,112.0,235.0,1,right,MISS B. Mathurin 25' 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,25.97,Missed,,,,,,,,,,
75,PT07M18.00S,2025-12-31T20:23:07.9Z,1,REGULAR,rebound,offensive,[],1628396,,,1610612754,6,14,2025-12-31T20:23:10Z,750000,False,,,0,,T. Bradley REBOUND (Off:1 Def:0),[1628396],1610612754.0,IND,,,,Bradley,T. Bradley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,74.0,1.0,0.0,1.0,,
76,PT07M16.00S,2025-12-31T20:23:10.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627783,77.87450722733246,91.91176470588235,1610612754,6,14,2025-12-31T20:23:15Z,760000,False,210.0,155.0,1,right,MISS P. Siakam 26' 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,,,,,,,,,26.1,Missed,,,,,,,,,,
77,PT07M14.00S,2025-12-31T20:23:12.6Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,6,14,2025-12-31T20:23:15Z,770000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:4),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,76.0,5.0,4.0,1.0,,
78,PT06M48.00S,2025-12-31T20:23:38.7Z,1,REGULAR,foul,personal,['2freethrow'],1628396,,,1610612753,6,14,2025-12-31T20:23:56Z,780000,False,,,0,,T. Bradley shooting personal FOUL (1 PF) (Carter Jr. 2 FT),"[1628396, 1628976]",1610612754.0,IND,shooting,,,Bradley,T. Bradley,,,,,Restricted Area,0-8 Center,,,,1179.0,1.0,0.0,Carter Jr.,1628976.0,,,,,,,,,,,,
81,PT06M48.00S,2025-12-31T20:25:05.4Z,1,REGULAR,freethrow,1 of 2,[],1628976,,,1610612753,6,15,2025-12-31T20:25:05Z,810000,False,,,0,,W. Carter Jr. Free Throw 1 of 2 (2 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,Made,2.0,,,,,,,,,
82,PT06M48.00S,2025-12-31T20:25:06.1Z,1,REGULAR,substitution,out,[],1630217,,,1610612753,6,15,2025-12-31T20:25:09Z,820000,False,,,0,,SUB out: D. Bane,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M48.00S,2025-12-31T20:25:06.1Z,1,REGULAR,substitution,in,[],1641783,,,1610612753,6,15,2025-12-31T20:25:09Z,830000,False,,,0,,SUB in: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M48.00S,2025-12-31T20:25:05.4Z,1,REGULAR,freethrow,2 of 2,[],1628976,,,1610612753,6,15,2025-12-31T20:25:32Z,840000,False,,,0,,MISS W. Carter Jr. Free Throw 2 of 2,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,Missed,,,,,,,,,,
