actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
502,PT04M02.00S,2025-11-04T01:52:53.3Z,3,REGULAR,substitution,in,[],1643007,,,1610612749,68,76,2025-11-04T01:53:17Z,5000000,False,,,0,,SUB in: T. Peter,[1643007],1610612754.0,IND,,,,Peter,T. Peter,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT04M02.00S,2025-11-04T01:52:53.3Z,3,REGULAR,substitution,in,[],1628396,,,1610612749,68,76,2025-11-04T01:53:17Z,5010000,False,,,0,,SUB in: T. Bradley,[1628396],1610612754.0,IND,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT04M02.00S,2025-11-04T01:52:53.3Z,3,REGULAR,substitution,in,[],1628398,,,1610612749,68,76,2025-11-04T01:53:17Z,5020000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT04M02.00S,2025-11-04T01:52:53.3Z,3,REGULAR,substitution,out,[],1630543,,,1610612749,68,76,2025-11-04T01:53:29Z,5030000,False,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT04M02.00S,2025-11-04T01:52:53.3Z,3,REGULAR,substitution,in,[],1630643,,,1610612749,68,76,2025-11-04T01:53:29Z,5040000,False,,,0,,SUB in: J. Huff,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT03M47.00S,2025-11-04T01:53:53.6Z,3,REGULAR,turnover,bad pass,[],1631157,,,1610612749,68,76,2025-11-04T01:53:56Z,5050000,False,,,0,,R. Rollins bad pass TURNOVER (6 TO),"[1631157, 1630174]",1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,6.0,Nesmith,1630174.0,,,,
508,PT03M47.00S,2025-11-04T01:53:53.6Z,3,REGULAR,steal,,[],1630174,,,1610612754,68,76,2025-11-04T01:53:55Z,5060000,False,,,0,,A. Nesmith STEAL (1 STL),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
509,PT03M38.00S,2025-11-04T01:54:02.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641767,6.258212877792378,50.98039215686274,1610612754,70,76,2025-11-04T01:54:05Z,5070000,False,-5.0,6.0,1,left,B. Sheppard driving finger roll Layup (5 PTS) (J. Huff 2 AST),"[1641767, 1630643]",1610612754.0,IND,driving finger roll,,,Sheppard,B. Sheppard,,,,,Restricted Area,0-8 Center,0.8,Made,,,,,,,,,,,,,,,5.0,J. Huff,1630643.0,2.0
511,PT03M31.00S,2025-11-04T01:54:10.8Z,3,REGULAR,foul,personal,[],1641767,,,1610612749,70,76,2025-11-04T01:54:19Z,5090000,False,,,0,,B. Sheppard personal FOUL (2 PF),"[1641767, 1631157]",1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,1627529.0,2.0,0.0,Rollins,1631157.0,,,,,,,
514,PT03M21.00S,2025-11-04T01:54:38.6Z,3,REGULAR,2pt,Jump Shot,[],1627752,77.87450722733246,36.029411764705884,1610612749,70,76,2025-11-04T01:54:44Z,5110000,False,-70.0,155.0,1,right,MISS T. Prince 17' pullup Shot,[1627752],1610612749.0,MIL,pullup,,,Prince,T. Prince,,,,,Mid-Range,16-24 Left Center,17.05,Missed,,,,,,,,,,,,,,,,,,
515,PT03M18.00S,2025-11-04T01:54:41.7Z,3,REGULAR,rebound,defensive,[],1643007,,,1610612754,70,76,2025-11-04T01:54:41Z,5120000,False,,,0,,T. Peter REBOUND (Off:0 Def:1),[1643007],1610612754.0,IND,,,,Peter,T. Peter,,,,,Mid-Range,16-24 Left Center,,,,,514.0,1.0,1.0,0.0,,,,,,,,,,,,
516,PT03M16.00S,2025-11-04T01:54:44.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628396,6.389618922470433,55.63725490196079,1610612754,72,76,2025-11-04T01:54:48Z,5130000,False,-28.0,8.0,1,left,T. Bradley running Layup (2 PTS) (T. Peter 1 AST),"[1628396, 1643007]",1610612754.0,IND,running,,,Bradley,T. Bradley,,,,,Restricted Area,0-8 Center,2.92,Made,,,,,,,,,,,,,,,2.0,T. Peter,1643007.0,1.0
518,PT02M59.00S,2025-11-04T01:55:01.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,91.80354796320631,55.392156862745104,1610612749,72,78,2025-11-04T01:55:05Z,5150000,False,27.0,25.0,1,right,K. Kuzma Layup (10 PTS) (R. Rollins 7 AST),"[1628398, 1631157]",1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,3.65,Made,,,,,,,,,,,,,,,10.0,R. Rollins,1631157.0,7.0
521,PT02M34.00S,2025-11-04T01:55:40.4Z,3,REGULAR,substitution,out,[],1626167,,,1610612754,72,78,2025-11-04T01:55:56Z,5180000,False,,,0,,SUB out: M. Turner,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT02M34.00S,2025-11-04T01:55:40.4Z,3,REGULAR,substitution,out,[],1631157,,,1610612754,72,78,2025-11-04T01:55:56Z,5190000,False,,,0,,SUB out: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT02M34.00S,2025-11-04T01:55:40.4Z,3,REGULAR,substitution,in,[],1630175,,,1610612754,72,78,2025-11-04T01:55:56Z,5200000,False,,,0,,SUB in: C. Anthony,[1630175],1610612749.0,MIL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT02M34.00S,2025-11-04T01:55:40.4Z,3,REGULAR,substitution,in,[],1626171,,,1610612754,72,78,2025-11-04T01:55:56Z,5210000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT02M33.00S,2025-11-04T01:56:16.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631260,,,1610612754,72,78,2025-11-04T01:56:23Z,5220000,False,,,0,,A. Green shooting personal FOUL (4 PF) (Nesmith 2 FT),"[1631260, 1630174]",1610612749.0,MIL,shooting,,,Green,A. Green,,,,,Mid-Range,16-24 Left,,,,,,,,,1627529.0,4.0,0.0,Nesmith,1630174.0,,,,,,,
527,PT02M33.00S,2025-11-04T01:56:58.5Z,3,REGULAR,freethrow,1 of 2,[],1630174,,,1610612754,72,78,2025-11-04T01:56:58Z,5240000,False,,,0,,MISS A. Nesmith Free Throw 1 of 2,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
528,PT02M33.00S,2025-11-04T01:56:58.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,72,78,2025-11-04T01:56:58Z,5250000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,527.0,,,,,,,,,,,,,,,
529,PT02M33.00S,2025-11-04T01:57:14.7Z,3,REGULAR,freethrow,2 of 2,[],1630174,,,1610612754,73,78,2025-11-04T01:57:14Z,5260000,False,,,0,,A. Nesmith Free Throw 2 of 2 (10 PTS),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,Made,,,,,,,,,,,,,,,10.0,,,
530,PT02M16.00S,2025-11-04T01:57:35.0Z,3,REGULAR,3pt,Jump Shot,[],1627752,82.9993429697766,2.696078431372549,1610612749,73,78,2025-11-04T01:57:39Z,5270000,False,-237.0,107.0,1,right,MISS T. Prince 25' 3PT,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,25.97,Missed,,,,,,,,,,,,,,,,,,
531,PT02M14.00S,2025-11-04T01:57:37.0Z,3,REGULAR,rebound,defensive,[],1630643,,,1610612754,73,78,2025-11-04T01:57:39Z,5280000,False,,,0,,J. Huff REBOUND (Off:0 Def:2),[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,Above the Break 3,24+ Left Center,,,,,530.0,2.0,2.0,0.0,,,,,,,,,,,,
532,PT01M57.00S,2025-11-04T01:57:55.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,7.703679369250986,42.64705882352941,1610612754,75,78,2025-11-04T01:57:57Z,5290000,False,37.0,20.0,1,left,A. Nesmith driving Layup (12 PTS),[1630174],1610612754.0,IND,driving,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,4.18,Made,,,,,,,,,,,,,,,12.0,,,
533,PT01M44.00S,2025-11-04T01:58:07.7Z,3,REGULAR,3pt,Jump Shot,[],1631260,78.53153745072274,90.44117647058823,1610612749,75,78,2025-11-04T01:58:12Z,5300000,False,202.0,149.0,1,right,MISS A. Green 25' 3PT,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,25.13,Missed,,,,,,,,,,,,,,,,,,
534,PT01M41.00S,2025-11-04T01:58:10.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612754,75,78,2025-11-04T01:58:12Z,5310000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,533.0,,,,,,,,,,,,,,,
536,PT01M33.00S,2025-11-04T01:58:26.9Z,3,REGULAR,3pt,Jump Shot,[],1643007,5.206964520367937,95.58823529411765,1610612754,75,78,2025-11-04T01:58:30Z,5330000,False,-228.0,-4.0,1,left,MISS T. Peter 3PT,[1643007],1610612754.0,IND,,,,Peter,T. Peter,,,,,Left Corner 3,24+ Left,22.79,Missed,,,,,,,,,,,,,,,,,,
537,PT01M30.00S,2025-11-04T01:58:29.6Z,3,REGULAR,rebound,offensive,[],1628396,,,1610612754,75,78,2025-11-04T01:58:29Z,5340000,False,,,0,,T. Bradley REBOUND (Off:2 Def:0),[1628396],1610612754.0,IND,,,,Bradley,T. Bradley,,,,,Left Corner 3,24+ Left,,,,,536.0,2.0,0.0,2.0,,,,,,,,,,,,
538,PT01M30.00S,2025-11-04T01:58:30.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630175,,,1610612754,75,78,2025-11-04T01:58:44Z,5350000,False,,,0,,C. Anthony shooting personal FOUL (2 PF) (Bradley 2 FT),"[1630175, 1628396]",1610612749.0,MIL,shooting,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,,,,,,,,,1627529.0,2.0,0.0,Bradley,1628396.0,,,,,,,
540,PT01M30.00S,2025-11-04T01:59:01.1Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1628396,,,1610612754,76,78,2025-11-04T01:59:01Z,5370000,False,,,0,,T. Bradley Free Throw 1 of 2 (3 PTS),[1628396],1610612754.0,IND,,,,Bradley,T. Bradley,,,,,,,,Made,,,,,,,,,,,,,,,3.0,,,
541,PT01M30.00S,2025-11-04T01:59:21.0Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1628396,,,1610612754,77,78,2025-11-04T01:59:21Z,5380000,False,,,0,,T. Bradley Free Throw 2 of 2 (4 PTS),[1628396],1610612754.0,IND,,,,Bradley,T. Bradley,,,,,,,,Made,,,,,,,,,,,,,,,4.0,,,
542,PT01M18.00S,2025-11-04T01:59:39.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627752,90.48948751642575,54.65686274509803,1610612749,77,78,2025-11-04T01:59:43Z,5390000,False,23.0,37.0,1,right,MISS T. Prince driving Hook,[1627752],1610612749.0,MIL,driving,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,4.36,Missed,,,,,,,,,,,,,,,,,,
543,PT01M15.00S,2025-11-04T01:59:42.1Z,3,REGULAR,rebound,defensive,[],1628396,,,1610612754,77,78,2025-11-04T01:59:43Z,5400000,False,,,0,,T. Bradley REBOUND (Off:2 Def:1),[1628396],1610612754.0,IND,,,,Bradley,T. Bradley,,,,,Restricted Area,0-8 Center,,,,,542.0,3.0,1.0,2.0,,,,,,,,,,,,
545,PT01M04.00S,2025-11-04T02:00:13.4Z,3,REGULAR,foul,personal,['inpenalty'],1627752,,,1610612754,77,78,2025-11-04T02:00:25Z,5420000,False,,,0,,T. Prince double personal FOUL (3 PF),"[1627752, 1628396]",1610612749.0,MIL,double,,,Prince,T. Prince,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,203054.0,3.0,0.0,Bradley,1628396.0,,,,,,,
547,PT01M04.00S,2025-11-04T02:00:13.4Z,3,REGULAR,foul,personal,[],1628396,,,1610612754,77,78,2025-11-04T02:00:20Z,5440000,False,,,0,,T. Bradley double personal FOUL (1 PF),"[1628396, 1627752]",1610612754.0,IND,double,,,Bradley,T. Bradley,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,203054.0,1.0,0.0,Prince,1627752.0,,,,,,,
549,PT01M04.00S,2025-11-04T02:00:42.7Z,3,REGULAR,foul,offensive,[],1628396,,,1610612754,77,78,2025-11-04T02:00:49Z,5460000,False,,,0,,T. Bradley offensive FOUL (2 PF),"[1628396, 1627752]",1610612754.0,IND,,,,Bradley,T. Bradley,,,,,Above the Break 3,24+ Center,,,,,,,,,101284.0,2.0,0.0,Prince,1627752.0,,,,,,,
551,PT01M04.00S,2025-11-04T02:00:42.7Z,3,REGULAR,turnover,offensive foul,[],1628396,,,1610612754,77,78,2025-11-04T02:00:42Z,5480000,False,,,0,,T. Bradley offensive foul TURNOVER (1 TO),[1628396],1610612754.0,IND,,,,Bradley,T. Bradley,,,,,Above the Break 3,24+ Center,,,,,,,,,101284.0,,,,,1.0,,,,,,
552,PT00M51.60S,2025-11-04T02:01:14.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626171,68.67608409986859,31.61764705882353,1610612749,77,81,2025-11-04T02:01:18Z,5490000,False,-92.0,242.0,1,right,B. Portis 25' 3PT  (3 PTS) (C. Anthony 1 AST),"[1626171, 1630175]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Left Center,25.88,Made,,,,,,,,,,,,,,,3.0,C. Anthony,1630175.0,1.0
554,PT00M34.00S,2025-11-04T02:01:35.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641767,14.011169513797633,60.29411764705882,1610612754,77,81,2025-11-04T02:01:39Z,5510000,False,-51.0,79.0,1,left,MISS B. Sheppard 9' pullup Shot,[1641767],1610612754.0,IND,pullup,,,Sheppard,B. Sheppard,,,,,In The Paint (Non-RA),8-16 Left,9.45,Missed,,,,,,,,,,,,,,,,,,
555,PT00M30.80S,2025-11-04T02:01:38.3Z,3,REGULAR,rebound,defensive,[],1630175,,,1610612749,77,81,2025-11-04T02:01:39Z,5520000,False,,,0,,C. Anthony REBOUND (Off:0 Def:2),[1630175],1610612749.0,MIL,,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),8-16 Left,,,,,554.0,2.0,2.0,0.0,,,,,,,,,,,,
556,PT00M13.70S,2025-11-04T02:01:55.4Z,3,REGULAR,3pt,Jump Shot,[],1627752,93.9060446780552,3.1862745098039214,1610612749,77,84,2025-11-04T02:01:58Z,5530000,False,-234.0,5.0,1,right,T. Prince 3PT  (6 PTS) (C. Anthony 2 AST),"[1627752, 1630175]",1610612749.0,MIL,,,,Prince,T. Prince,,,,,Left Corner 3,24+ Left,23.41,Made,,,,,,,,,,,,,,,6.0,C. Anthony,1630175.0,2.0
558,PT00M02.90S,2025-11-04T02:02:12.5Z,3,REGULAR,2pt,Jump Shot,[],1630174,23.99802890932983,70.09803921568627,1610612754,77,84,2025-11-04T02:02:16Z,5550000,False,-100.0,173.0,1,left,MISS A. Nesmith 20' step back Shot,[1630174],1610612754.0,IND,step back,,,Nesmith,A. Nesmith,,,,,Mid-Range,16-24 Left Center,20.02,Missed,,,,,,,,,,,,,,,,,,
559,PT00M02.90S,2025-11-04T02:02:12.5Z,3,REGULAR,rebound,defensive,[],1630175,,,1610612749,77,84,2025-11-04T02:02:16Z,5560000,False,,,0,,C. Anthony REBOUND (Off:0 Def:3),[1630175],1610612749.0,MIL,,,,Anthony,C. Anthony,,,,,Mid-Range,16-24 Left Center,,,,,558.0,3.0,3.0,0.0,,,,,,,,,,,,
560,PT00M00.00S,2025-11-04T02:02:16.2Z,3,REGULAR,heave,,[],0,,,1610612749,77,84,2025-11-04T02:02:21Z,5570000,False,,,0,,MIL Heave,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Center,47.77,,,,,,,,,,,,,,,,,,,
561,PT00M00.00S,2025-11-04T02:02:19.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612749,77,84,2025-11-04T02:02:19Z,5580000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Center,,,,,560.0,,,,,,,,,,,,,,,
562,PT00M00.00S,2025-11-04T02:02:22.2Z,3,REGULAR,period,end,[],0,,,1610612749,77,84,2025-11-04T02:02:22Z,5590000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT12M00.00S,2025-11-04T02:04:25.8Z,4,REGULAR,substitution,out,['startperiod'],1628396,,,1610612749,77,84,2025-11-04T02:04:42Z,5600000,False,,,0,,SUB out: T. Bradley,[1628396],1610612754.0,IND,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT12M00.00S,2025-11-04T02:04:25.8Z,4,REGULAR,substitution,out,['startperiod'],1630174,,,1610612749,77,84,2025-11-04T02:04:42Z,5610000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT12M00.00S,2025-11-04T02:04:25.8Z,4,REGULAR,substitution,in,['startperiod'],1642277,,,1610612749,77,84,2025-11-04T02:04:42Z,5620000,False,,,0,,SUB in: J. Furphy,[1642277],1610612754.0,IND,,,,Furphy,J. Furphy,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT12M00.00S,2025-11-04T02:04:25.8Z,4,REGULAR,substitution,in,['startperiod'],1627783,,,1610612749,77,84,2025-11-04T02:04:42Z,5630000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT12M00.00S,2025-11-04T02:04:59.9Z,4,REGULAR,period,start,[],0,,,1610612754,77,84,2025-11-04T02:04:59Z,5640000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT11M50.00S,2025-11-04T02:05:09.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641767,5.863994743758213,48.529411764705884,1610612754,77,84,2025-11-04T02:05:12Z,5650000,False,7.0,3.0,1,left,MISS B. Sheppard driving finger roll Layup,[1641767],1610612754.0,IND,driving finger roll,,,Sheppard,B. Sheppard,,,,,Restricted Area,0-8 Center,0.78,Missed,,,,,,,,,,,,,,,,,,
569,PT11M47.00S,2025-11-04T02:05:12.3Z,4,REGULAR,rebound,defensive,[],1628398,,,1610612749,77,84,2025-11-04T02:05:12Z,5660000,False,,,0,,K. Kuzma REBOUND (Off:1 Def:4),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,568.0,5.0,4.0,1.0,,,,,,,,,,,,
570,PT11M43.00S,2025-11-04T02:05:16.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630175,93.9060446780552,55.392156862745104,1610612749,77,84,2025-11-04T02:05:20Z,5670000,False,27.0,5.0,1,right,MISS C. Anthony running Layup,[1630175],1610612749.0,MIL,running,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,2.74,Missed,,,,,,,,,,,,,,,,,,
571,PT11M42.00S,2025-11-04T02:05:17.7Z,4,REGULAR,rebound,defensive,[],1630643,,,1610612754,77,84,2025-11-04T02:05:20Z,5680000,False,,,0,,J. Huff REBOUND (Off:0 Def:3),[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,Restricted Area,0-8 Center,,,,,570.0,3.0,3.0,0.0,,,,,,,,,,,,
572,PT11M34.00S,2025-11-04T02:05:25.2Z,4,REGULAR,turnover,bad pass,[],1642277,,,1610612754,77,84,2025-11-04T02:05:27Z,5690000,False,,,0,,J. Furphy bad pass TURNOVER (1 TO),"[1642277, 1630175]",1610612754.0,IND,,,,Furphy,J. Furphy,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,1.0,Anthony,1630175.0,,,,
573,PT11M34.00S,2025-11-04T02:05:25.2Z,4,REGULAR,steal,,[],1630175,,,1610612749,77,84,2025-11-04T02:05:26Z,5700000,False,,,0,,C. Anthony STEAL (1 STL),[1630175],1610612749.0,MIL,,,,Anthony,C. Anthony,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
574,PT11M31.00S,2025-11-04T02:05:28.4Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630175,67.49342969776609,28.921568627450984,1610612749,77,87,2025-11-04T02:05:33Z,5710000,False,-105.0,253.0,1,right,C. Anthony 27' 3PT running pullup (8 PTS),[1630175],1610612749.0,MIL,running pullup,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,27.42,Made,,,,,,,,,,,,,,,8.0,,,
575,PT11M07.00S,2025-11-04T02:05:53.0Z,4,REGULAR,3pt,Jump Shot,[],1643007,18.873193166885677,94.36274509803921,1610612754,80,87,2025-11-04T02:07:03Z,5720000,False,-222.0,125.0,1,left,T. Peter 25' 3PT step back (3 PTS),[1643007],1610612754.0,IND,step back,,,Peter,T. Peter,,,,,Above the Break 3,24+ Left Center,25.45,Made,,,,,,,,,,,,,,,3.0,,,
576,PT10M55.00S,2025-11-04T02:06:07.9Z,4,REGULAR,foul,personal,[],1642277,,,1610612749,80,87,2025-11-04T02:06:28Z,5730000,False,,,0,,J. Furphy take personal FOUL (2 PF),"[1642277, 1631260]",1610612754.0,IND,take,,,Furphy,J. Furphy,,,,,Mid-Range,8-16 Center,,,,,,,,,101284.0,2.0,0.0,Green,1631260.0,,,,,,,
578,PT10M55.00S,2025-11-04T02:06:14.6Z,4,REGULAR,substitution,out,[],1642277,,,1610612749,80,87,2025-11-04T02:06:16Z,5750000,False,,,0,,SUB out: J. Furphy,[1642277],1610612754.0,IND,,,,Furphy,J. Furphy,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT10M55.00S,2025-11-04T02:06:14.6Z,4,REGULAR,substitution,in,[],1641716,,,1610612749,80,87,2025-11-04T02:06:16Z,5760000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT10M45.00S,2025-11-04T02:06:41.8Z,4,REGULAR,3pt,Jump Shot,[],1628398,92.85479632063075,3.431372549019608,1610612749,80,90,2025-11-04T02:06:45Z,5770000,False,-233.0,15.0,1,right,K. Kuzma 3PT  (13 PTS) (C. Anthony 3 AST),"[1628398, 1630175]",1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,23.33,Made,,,,,,,,,,,,,,,13.0,C. Anthony,1630175.0,3.0
582,PT10M21.00S,2025-11-04T02:07:04.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,14.273981603153747,61.51960784313726,1610612754,82,90,2025-11-04T02:07:07Z,5790000,False,-58.0,82.0,1,left,P. Siakam 10' pullup Jump Shot (23 PTS),[1627783],1610612754.0,IND,pullup,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Left,10.0,Made,,,,,,,,,,,,,,,23.0,,,
583,PT10M06.00S,2025-11-04T02:07:20.1Z,4,REGULAR,2pt,Jump Shot,[],1626171,89.30683311432325,72.30392156862744,1610612749,82,92,2025-11-04T02:08:14Z,5800000,False,112.0,48.0,1,right,B. Portis 12' driving floating Jump Shot (5 PTS) (A. Green 3 AST),"[1626171, 1631260]",1610612749.0,MIL,driving floating,,,Portis,B. Portis,,,,,Mid-Range,8-16 Right,12.14,Made,,,,,,,,,,,,,,,5.0,A. Green,1631260.0,3.0
585,PT09M51.00S,2025-11-04T02:07:35.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641716,8.492115637319317,44.6078431372549,1610612754,84,92,2025-11-04T02:07:38Z,5820000,False,27.0,27.0,1,left,J. Walker driving Layup (10 PTS) (P. Siakam 4 AST),"[1641716, 1627783]",1610612754.0,IND,driving,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,3.84,Made,,,,,,,,,,,,,,,10.0,P. Siakam,1627783.0,4.0
587,PT09M36.00S,2025-11-04T02:07:52.8Z,4,REGULAR,foul,personal,['2freethrow'],1643007,,,1610612749,84,92,2025-11-04T02:08:00Z,5840000,False,,,0,,T. Peter shooting personal FOUL (1 PF) (Kuzma 2 FT),"[1643007, 1628398]",1610612754.0,IND,shooting,,,Peter,T. Peter,,,,,Mid-Range,8-16 Left,,,,,,,,,1627529.0,1.0,0.0,Kuzma,1628398.0,,,,,,,
589,PT09M36.00S,2025-11-04T02:08:25.5Z,4,REGULAR,freethrow,1 of 2,[],1628398,,,1610612749,84,93,2025-11-04T02:08:25Z,5860000,False,,,0,,K. Kuzma Free Throw 1 of 2 (14 PTS),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,Made,,,,,,,,,,,,,,,14.0,,,
590,PT09M36.00S,2025-11-04T02:08:52.6Z,4,REGULAR,substitution,out,[],1630643,,,1610612749,84,93,2025-11-04T02:08:54Z,5870000,False,,,0,,SUB out: J. Huff,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT09M36.00S,2025-11-04T02:08:52.6Z,4,REGULAR,substitution,in,[],1630526,,,1610612749,84,93,2025-11-04T02:08:54Z,5880000,False,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612754.0,IND,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT09M36.00S,2025-11-04T02:09:05.3Z,4,REGULAR,freethrow,2 of 2,[],1628398,,,1610612749,84,94,2025-11-04T02:09:05Z,5890000,False,,,0,,K. Kuzma Free Throw 2 of 2 (15 PTS),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,Made,,,,,,,,,,,,,,,15.0,,,
