actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
20,PT10M45.00S,2026-03-25T23:13:23.4Z,1,REGULAR,turnover,out-of-bounds,[],1630643,,,1610612754,0,6,2026-03-25T23:13:28Z,200000,False,,,0,,J. Huff bad pass out-of-bounds TURNOVER (1 TO),[1630643],1610612754.0,IND,bad pass,,,Huff,J. Huff,,,,,Above the Break 3,24+ Center,1.0,,,,,,,,,200833.0,,,,,,,,,,
21,PT10M31.00S,2026-03-25T23:13:45.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629029,34.773324572930356,51.225490196078425,1610612747,0,6,2026-03-25T23:13:49Z,210000,False,-6.0,274.0,1,left,MISS L. Dončić 27' 3PT,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Center,,,,27.45,Missed,,,,,,,,,,,,,,,
22,PT10M29.00S,2026-03-25T23:13:47.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,0,6,2026-03-25T23:13:49Z,220000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,21.0,,,,,,,
24,PT10M20.00S,2026-03-25T23:14:12.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631222,4.418528252299605,51.9607843137255,1610612747,0,8,2026-03-25T23:14:14Z,240000,False,-10.0,-11.0,1,left,J. LaRavia cutting DUNK (2 PTS) (L. James 2 AST),"[1631222, 2544]",1610612747.0,LAL,cutting,,,LaRavia,J. LaRavia,,,,,Restricted Area,0-8 Center,,,,1.47,Made,2.0,L. James,2544.0,2.0,,,,,,,,,,,
26,PT10M07.00S,2026-03-25T23:14:24.6Z,1,REGULAR,turnover,lost ball,[],1641716,,,1610612754,0,8,2026-03-25T23:14:27Z,260000,False,,,0,,J. Walker lost ball TURNOVER (2 TO),"[1641716, 1631222]",1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,2.0,LaRavia,1631222.0,,,,,,,,,,,,,,,,,
27,PT10M07.00S,2026-03-25T23:14:24.6Z,1,REGULAR,steal,,[],1631222,,,1610612747,0,8,2026-03-25T23:14:26Z,270000,False,,,0,,J. LaRavia STEAL (2 STL),[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
28,PT10M02.00S,2026-03-25T23:14:29.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",2544,4.812746386333772,55.14705882352941,1610612747,0,10,2026-03-25T23:14:33Z,280000,False,-26.0,-7.0,1,left,L. James running DUNK (2 PTS) (J. LaRavia 1 AST),"[2544, 1631222]",1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,2.67,Made,2.0,J. LaRavia,1631222.0,1.0,,,,,,,,,,,
30,PT09M46.00S,2026-03-25T23:14:45.3Z,1,REGULAR,3pt,Jump Shot,[],1630643,62.63140604467805,46.568627450980394,1610612754,3,10,2026-03-25T23:14:49Z,300000,False,-17.0,299.0,1,right,J. Huff 29' 3PT  (3 PTS) (A. Nembhard 1 AST),"[1630643, 1629614]",1610612754.0,IND,,,,Huff,J. Huff,,,,,Above the Break 3,24+ Center,,,,29.93,Made,3.0,A. Nembhard,1629614.0,1.0,,,,,,,,,,,
32,PT09M27.00S,2026-03-25T23:15:04.9Z,1,REGULAR,2pt,Jump Shot,[],2544,9.017739816031538,73.52941176470588,1610612747,3,10,2026-03-25T23:15:52Z,320000,False,-118.0,32.0,1,left,MISS L. James 12' fadeaway bank Shot,[2544],1610612747.0,LAL,fadeaway bank,,,James,L. James,,,,,Mid-Range,8-16 Left,,,,12.2,Missed,,,,,,,,,,,,,,,
33,PT09M24.00S,2026-03-25T23:15:07.9Z,1,REGULAR,rebound,defensive,[],1630643,,,1610612754,3,10,2026-03-25T23:15:09Z,330000,False,,,0,,J. Huff REBOUND (Off:0 Def:1),[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,32.0,1.0,1.0,0.0,,,,
34,PT09M20.00S,2026-03-25T23:15:12.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630643,62.23718791064389,44.6078431372549,1610612754,6,10,2026-03-25T23:15:16Z,340000,False,-27.0,302.0,1,right,J. Huff 30' 3PT running (6 PTS) (A. Nembhard 2 AST),"[1630643, 1629614]",1610612754.0,IND,running,,,Huff,J. Huff,,,,,Above the Break 3,24+ Center,,,,30.37,Made,6.0,A. Nembhard,1629614.0,2.0,,,,,,,,,,,
36,PT09M02.00S,2026-03-25T23:15:31.8Z,1,REGULAR,foul,personal,[],1629614,,,1610612747,6,10,2026-03-25T23:15:37Z,360000,False,,,0,,A. Nembhard personal FOUL (1 PF),"[1629614, 1631222]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,200833.0,1.0,0.0,,,,,LaRavia,1631222.0,,
38,PT08M55.00S,2026-03-25T23:15:55.6Z,1,REGULAR,2pt,Jump Shot,[],1629029,5.601182654402102,21.568627450980394,1610612747,6,10,2026-03-25T23:16:16Z,380000,False,142.0,0.0,1,left,MISS L. Dončić 14' turnaround fadeaway Shot,[1629029],1610612747.0,LAL,turnaround fadeaway,,,Dončić,L. Dončić,,,,,Mid-Range,8-16 Right,,,,14.22,Missed,,,,,,,,,,,,,,,
39,PT08M53.00S,2026-03-25T23:15:57.6Z,1,REGULAR,rebound,defensive,[],1641716,,,1610612754,6,10,2026-03-25T23:16:21Z,390000,False,,,0,,J. Walker REBOUND (Off:0 Def:1),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,38.0,1.0,1.0,0.0,,,,
40,PT08M47.00S,2026-03-25T23:16:03.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641716,94.1688567674113,47.794117647058826,1610612754,8,10,2026-03-25T23:16:11Z,400000,False,-11.0,2.0,1,right,J. Walker running finger roll Layup (2 PTS) (A. Nembhard 3 AST),"[1641716, 1629614]",1610612754.0,IND,running finger roll,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,1.12,Made,2.0,A. Nembhard,1629614.0,3.0,,,,,,,,,,,
42,PT08M35.00S,2026-03-25T23:16:15.7Z,1,REGULAR,3pt,Jump Shot,[],1629029,28.728646517739815,16.911764705882355,1610612747,8,13,2026-03-25T23:16:19Z,420000,False,165.0,218.0,1,left,L. Dončić 27' 3PT  (6 PTS) (A. Reaves 1 AST),"[1629029, 1630559]",1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,,,,27.32,Made,6.0,A. Reaves,1630559.0,1.0,,,,,,,,,,,
44,PT08M24.00S,2026-03-25T23:16:26.3Z,1,REGULAR,3pt,Jump Shot,[],1629614,65.25952693823915,49.01960784313725,1610612754,11,13,2026-03-25T23:16:31Z,440000,False,-5.0,274.0,1,right,A. Nembhard 27' 3PT pullup (3 PTS),[1629614],1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,,,,27.41,Made,3.0,,,,,,,,,,,,,,
45,PT08M08.00S,2026-03-25T23:16:42.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,5.995400788436268,50.49019607843137,1610612747,11,15,2026-03-25T23:16:46Z,450000,False,-2.0,4.0,1,left,A. Reaves driving finger roll Layup (3 PTS),[1630559],1610612747.0,LAL,driving finger roll,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,0.46,Made,3.0,,,,,,,,,,,,,,
46,PT07M49.00S,2026-03-25T23:17:02.0Z,1,REGULAR,turnover,lost ball,[],1627783,,,1610612754,11,15,2026-03-25T23:17:04Z,460000,False,,,0,,P. Siakam lost ball TURNOVER (1 TO),"[1627783, 1630559]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Right Center,1.0,Reaves,1630559.0,,,,,,,,,,,,,,,,,
47,PT07M49.00S,2026-03-25T23:17:02.0Z,1,REGULAR,steal,,[],1630559,,,1610612747,11,15,2026-03-25T23:17:03Z,470000,False,,,0,,A. Reaves STEAL (2 STL),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
48,PT07M45.00S,2026-03-25T23:17:06.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630559,25.443495400788436,84.80392156862744,1610612747,11,15,2026-03-25T23:17:11Z,480000,False,-174.0,187.0,1,left,MISS A. Reaves 25' running 3PT,[1630559],1610612747.0,LAL,running,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,,,,25.52,Missed,,,,,,,,,,,,,,,
49,PT07M41.00S,2026-03-25T23:17:10.4Z,1,REGULAR,rebound,offensive,[],2544,,,1610612747,11,15,2026-03-25T23:17:11Z,490000,False,,,0,,L. James REBOUND (Off:1 Def:0),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,48.0,1.0,0.0,1.0,,,,
50,PT07M41.00S,2026-03-25T23:17:10.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",2544,5.590000152587891,50.0,1610612747,11,15,2026-03-25T23:17:22Z,500000,False,0.0,0.0,1,left,MISS L. James tip Layup,[2544],1610612747.0,LAL,tip,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
51,PT07M40.00S,2026-03-25T23:17:11.3Z,1,REGULAR,rebound,offensive,[],1631222,,,1610612747,11,15,2026-03-25T23:17:22Z,510000,False,,,0,,J. LaRavia REBOUND (Off:1 Def:0),[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,50.0,1.0,0.0,1.0,,,,
52,PT07M34.00S,2026-03-25T23:17:16.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629029,7.966491458607096,63.970588235294116,1610612747,11,17,2026-03-25T23:17:20Z,520000,False,-70.0,22.0,1,left,L. Dončić 7' pullup bank Jump Shot (8 PTS),[1629029],1610612747.0,LAL,pullup bank,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),0-8 Center,,,,7.34,Made,8.0,,,,,,,,,,,,,,
53,PT07M33.00S,2026-03-25T23:17:20.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,11,17,2026-03-25T23:17:20Z,530000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M25.00S,2026-03-25T23:20:33.2Z,1,REGULAR,3pt,Jump Shot,[],1629614,66.83639947437582,24.019607843137255,1610612754,11,17,2026-03-25T23:20:37Z,540000,False,-130.0,259.0,1,right,MISS A. Nembhard 28' pullup 3PT,[1629614],1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,,,,28.99,Missed,,,,,,,,,,,,,,,
55,PT07M22.00S,2026-03-25T23:20:36.2Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612747,11,17,2026-03-25T23:20:37Z,550000,False,,,0,,J. Hayes REBOUND (Off:0 Def:1),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,54.0,1.0,1.0,0.0,,,,
56,PT07M03.00S,2026-03-25T23:20:57.2Z,1,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612747,11,17,2026-03-25T23:21:02Z,560000,False,,,0,,A. Nesmith shooting personal FOUL (1 PF) (Dončić 2 FT),"[1630174, 1629029]",1610612754.0,IND,shooting,,,Nesmith,A. Nesmith,,,,,Mid-Range,8-16 Left,,,,,,,,,,200833.0,1.0,0.0,,,,,Dončić,1629029.0,,
58,PT07M03.00S,2026-03-25T23:21:22.8Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612747,11,18,2026-03-25T23:21:22Z,580000,False,,,0,,L. Dončić Free Throw 1 of 2 (9 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
59,PT07M03.00S,2026-03-25T23:21:47.6Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612747,11,19,2026-03-25T23:21:47Z,590000,False,,,0,,L. Dončić Free Throw 2 of 2 (10 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
60,PT06M47.00S,2026-03-25T23:22:06.7Z,1,REGULAR,3pt,Jump Shot,[],1641716,63.41984231274639,51.470588235294116,1610612754,14,19,2026-03-25T23:22:11Z,600000,False,7.0,291.0,1,right,J. Walker 29' 3PT  (5 PTS) (A. Nembhard 4 AST),"[1641716, 1629614]",1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Center,,,,29.15,Made,5.0,A. Nembhard,1629614.0,4.0,,,,,,,,,,,
62,PT06M22.00S,2026-03-25T23:22:32.4Z,1,REGULAR,3pt,Jump Shot,[],1629029,25.443495400788436,87.25490196078431,1610612747,14,19,2026-03-25T23:22:55Z,620000,False,-186.0,187.0,1,left,MISS L. Dončić 26' step back 3PT,[1629029],1610612747.0,LAL,step back,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,,,,26.38,Missed,,,,,,,,,,,,,,,
63,PT06M19.00S,2026-03-25T23:22:35.4Z,1,REGULAR,rebound,defensive,[],1641716,,,1610612754,14,19,2026-03-25T23:22:55Z,630000,False,,,0,,J. Walker REBOUND (Off:0 Def:2),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,62.0,2.0,2.0,0.0,,,,
64,PT06M12.00S,2026-03-25T23:22:43.0Z,1,REGULAR,foul,personal,['2freethrow'],1629029,,,1610612754,14,19,2026-03-25T23:22:55Z,640000,False,,,0,,L. Dončić shooting personal FOUL (1 PF) (Walker 2 FT),"[1629029, 1641716]",1610612747.0,LAL,shooting,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,,,,,,,,,,200833.0,1.0,0.0,,,,,Walker,1641716.0,,
66,PT06M12.00S,2026-03-25T23:23:11.1Z,1,REGULAR,freethrow,1 of 2,[],1641716,,,1610612754,14,19,2026-03-25T23:23:11Z,660000,False,,,0,,MISS J. Walker Free Throw 1 of 2,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
67,PT06M12.00S,2026-03-25T23:23:11.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,14,19,2026-03-25T23:23:11Z,670000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,,,
68,PT06M12.00S,2026-03-25T23:23:11.8Z,1,REGULAR,substitution,out,[],1627783,,,1610612754,14,19,2026-03-25T23:23:17Z,680000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M12.00S,2026-03-25T23:23:11.8Z,1,REGULAR,substitution,out,[],1631222,,,1610612754,14,19,2026-03-25T23:23:17Z,690000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M12.00S,2026-03-25T23:23:11.8Z,1,REGULAR,substitution,in,[],1630167,,,1610612754,14,19,2026-03-25T23:23:17Z,700000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M12.00S,2026-03-25T23:23:11.8Z,1,REGULAR,substitution,in,[],1628379,,,1610612754,14,19,2026-03-25T23:23:17Z,710000,False,,,0,,SUB in: L. Kennard,[1628379],1610612747.0,LAL,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M12.00S,2026-03-25T23:23:35.5Z,1,REGULAR,freethrow,2 of 2,[],1641716,,,1610612754,15,19,2026-03-25T23:23:35Z,720000,False,,,0,,J. Walker Free Throw 2 of 2 (6 PTS),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
74,PT05M57.00S,2026-03-25T23:24:21.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,6.1268068331143235,48.03921568627451,1610612747,15,19,2026-03-25T23:24:25Z,740000,False,10.0,5.0,1,left,MISS L. James cutting Layup,[2544],1610612747.0,LAL,cutting,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,1.1,Missed,,,,,,,,,,,,,,,
75,PT05M55.00S,2026-03-25T23:24:23.1Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612754,15,19,2026-03-25T23:24:25Z,750000,False,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,74.0,1.0,1.0,0.0,,,,
76,PT05M49.00S,2026-03-25T23:24:29.3Z,1,REGULAR,3pt,Jump Shot,[],1629614,92.59198423127464,95.34313725490196,1610612754,15,19,2026-03-25T23:26:13Z,760000,False,227.0,17.0,1,right,MISS A. Nembhard 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Right Corner 3,24+ Right,,,,22.73,Missed,,,,,,,,,,,,,,,
77,PT05M45.00S,2026-03-25T23:24:33.3Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612747,15,19,2026-03-25T23:24:33Z,770000,False,,,0,,J. Hayes REBOUND (Off:0 Def:2),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,76.0,2.0,2.0,0.0,,,,
78,PT05M27.00S,2026-03-25T23:24:50.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,4.5499342969776615,48.03921568627451,1610612747,15,21,2026-03-25T23:27:40Z,780000,False,10.0,-10.0,1,left,L. Dončić driving Layup (12 PTS),[1629029],1610612747.0,LAL,driving,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,,,,1.38,Made,12.0,,,,,,,,,,,,,,
79,PT05M15.00S,2026-03-25T23:25:02.5Z,1,REGULAR,3pt,Jump Shot,[],1630174,69.59592641261499,81.61764705882352,1610612754,15,21,2026-03-25T23:25:06Z,790000,False,158.0,233.0,1,right,MISS A. Nesmith 28' step back 3PT,[1630174],1610612754.0,IND,step back,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Right Center,,,,28.18,Missed,,,,,,,,,,,,,,,
80,PT05M13.00S,2026-03-25T23:25:04.5Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,15,21,2026-03-25T23:25:06Z,800000,False,,,0,,L. James REBOUND (Off:1 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,79.0,2.0,1.0,1.0,,,,
81,PT05M05.00S,2026-03-25T23:25:14.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],2544,6.1268068331143235,52.94117647058824,1610612747,15,23,2026-03-25T23:25:18Z,810000,False,-15.0,5.0,1,left,L. James cutting DUNK (4 PTS) (L. Dončić 1 AST),"[2544, 1629029]",1610612747.0,LAL,cutting,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,1.56,Made,4.0,L. Dončić,1629029.0,1.0,,,,,,,,,,,
83,PT04M51.00S,2026-03-25T23:25:29.5Z,1,REGULAR,foul,personal,['2freethrow'],1629637,,,1610612754,15,23,2026-03-25T23:25:36Z,830000,False,,,0,,J. Hayes shooting personal FOUL (1 PF) (Nembhard 2 FT),"[1629637, 1629614]",1610612747.0,LAL,shooting,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628172.0,1.0,0.0,,,,,Nembhard,1629614.0,,
85,PT04M51.00S,2026-03-25T23:26:03.4Z,1,REGULAR,freethrow,1 of 2,[],1629614,,,1610612754,16,23,2026-03-25T23:26:03Z,850000,False,,,0,,A. Nembhard Free Throw 1 of 2 (4 PTS),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
86,PT04M51.00S,2026-03-25T23:26:04.1Z,1,REGULAR,substitution,out,[],1630174,,,1610612754,16,23,2026-03-25T23:26:14Z,860000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M51.00S,2026-03-25T23:26:04.1Z,1,REGULAR,substitution,out,[],1630643,,,1610612754,16,23,2026-03-25T23:26:14Z,870000,False,,,0,,SUB out: J. Huff,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M51.00S,2026-03-25T23:26:04.1Z,1,REGULAR,substitution,out,[],2544,,,1610612754,16,23,2026-03-25T23:26:14Z,880000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M51.00S,2026-03-25T23:26:04.1Z,1,REGULAR,substitution,in,[],1630695,,,1610612754,16,23,2026-03-25T23:26:14Z,890000,False,,,0,,SUB in: M. Potter,[1630695],1610612754.0,IND,,,,Potter,M. Potter,,,,,,,,,,,,,,,,,,,,,,,,,,
