actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
38,PT09M16.00S,2026-02-27T00:14:32.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,8,2,2026-02-27T00:14:32Z,380000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT08M57.00S,2026-02-27T00:17:47.3Z,1,REGULAR,3pt,Jump Shot,[],1628970,68.41327201051249,27.450980392156865,1610612766,8,5,2026-02-27T00:17:50Z,390000,False,-113.0,244.0,1,right,M. Bridges 26' 3PT  (3 PTS) (L. Ball 1 AST),"[1628970, 1630163]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,26.91,Made,,,,,3.0,L. Ball,1630163.0,1.0,,,,,,,,,,
41,PT08M43.00S,2026-02-27T00:18:02.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641767,8.360709592641262,51.71568627450981,1610612754,10,5,2026-02-27T00:18:06Z,410000,False,-9.0,26.0,1,left,B. Sheppard cutting finger roll Layup (2 PTS) (O. Toppin 1 AST),"[1641767, 1630167]",1610612754.0,IND,cutting finger roll,,,Sheppard,B. Sheppard,,,,,Restricted Area,0-8 Center,2.75,Made,,,,,2.0,O. Toppin,1630167.0,1.0,,,,,,,,,,
43,PT08M43.00S,2026-02-27T00:18:04.9Z,1,REGULAR,foul,personal,['1freethrow'],1630163,,,1610612754,10,5,2026-02-27T00:18:09Z,430000,False,,,0,,L. Ball shooting personal FOUL (1 PF) (Sheppard 1 FT),"[1630163, 1641767]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,201246.0,,,,1.0,0.0,Sheppard,1641767.0
45,PT08M43.00S,2026-02-27T00:18:28.3Z,1,REGULAR,freethrow,1 of 1,[],1641767,,,1610612754,11,5,2026-02-27T00:18:28Z,450000,False,,,0,,B. Sheppard Free Throw 1 of 1 (3 PTS),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
46,PT08M19.00S,2026-02-27T00:18:53.4Z,1,REGULAR,2pt,Jump Shot,[],1642851,89.04402102496715,33.33333333333333,1610612766,11,5,2026-02-27T00:19:05Z,460000,False,-83.0,50.0,1,right,MISS K. Knueppel 9' driving floating bank Shot,[1642851],1610612766.0,CHA,driving floating bank,,,Knueppel,K. Knueppel,,,,,Mid-Range,8-16 Left,9.74,Missed,,,,,,,,,,,,,,,,,,
47,PT08M14.00S,2026-02-27T00:18:58.4Z,1,REGULAR,rebound,offensive,[],1631217,,,1610612766,11,5,2026-02-27T00:18:58Z,470000,False,,,0,,M. Diabaté REBOUND (Off:1 Def:0),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Mid-Range,8-16 Left,,,46.0,1.0,0.0,1.0,,,,,,,,,,,,,,
48,PT08M14.00S,2026-02-27T00:18:58.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631217,94.40999984741211,50.0,1610612766,11,7,2026-02-27T00:18:58Z,480000,False,0.0,0.0,1,right,M. Diabaté tip Layup (2 PTS),[1631217],1610612766.0,CHA,tip,,,Diabaté,M. Diabaté,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
49,PT07M56.00S,2026-02-27T00:19:17.4Z,1,REGULAR,3pt,Jump Shot,[],1629614,19.92444152431012,91.17647058823529,1610612754,14,7,2026-02-27T00:19:21Z,490000,False,-206.0,135.0,1,left,A. Nembhard 24' 3PT step back (3 PTS),[1629614],1610612754.0,IND,step back,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,24.61,Made,,,,,3.0,,,,,,,,,,,,,
50,PT07M43.00S,2026-02-27T00:19:33.4Z,1,REGULAR,foul,personal,['3freethrow'],1629614,,,1610612766,14,7,2026-02-27T00:19:47Z,500000,False,,,0,,A. Nembhard shooting personal FOUL (1 PF) (Ball 3 FT),"[1629614, 1630163]",1610612754.0,IND,shooting,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,202027.0,,,,1.0,0.0,Ball,1630163.0
52,PT07M43.00S,2026-02-27T00:20:03.7Z,1,REGULAR,freethrow,1 of 3,[],1630163,,,1610612766,14,8,2026-02-27T00:20:03Z,520000,False,,,0,,L. Ball Free Throw 1 of 3 (3 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
53,PT07M43.00S,2026-02-27T00:20:23.6Z,1,REGULAR,freethrow,2 of 3,[],1630163,,,1610612766,14,9,2026-02-27T00:20:23Z,530000,False,,,0,,L. Ball Free Throw 2 of 3 (4 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
54,PT07M43.00S,2026-02-27T00:20:24.3Z,1,REGULAR,substitution,out,[],1630167,,,1610612766,14,9,2026-02-27T00:20:31Z,540000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M43.00S,2026-02-27T00:20:24.3Z,1,REGULAR,substitution,in,[],1641738,,,1610612766,14,9,2026-02-27T00:20:31Z,550000,False,,,0,,SUB in: K. Brown,[1641738],1610612754.0,IND,,,,Brown,K. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M43.00S,2026-02-27T00:20:50.7Z,1,REGULAR,freethrow,3 of 3,[],1630163,,,1610612766,14,10,2026-02-27T00:20:50Z,560000,False,,,0,,L. Ball Free Throw 3 of 3 (5 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
57,PT07M31.00S,2026-02-27T00:21:04.9Z,1,REGULAR,turnover,bad pass,[],1629614,,,1610612754,14,10,2026-02-27T00:21:07Z,570000,False,,,0,,A. Nembhard bad pass TURNOVER (1 TO),"[1629614, 1630163]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1.0,Ball,1630163.0,,,,
58,PT07M31.00S,2026-02-27T00:21:04.9Z,1,REGULAR,steal,,[],1630163,,,1610612766,14,10,2026-02-27T00:21:06Z,580000,False,,,0,,L. Ball STEAL (1 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
59,PT07M26.00S,2026-02-27T00:21:09.3Z,1,REGULAR,turnover,out-of-bounds,[],1630163,,,1610612766,14,10,2026-02-27T00:21:13Z,590000,False,,,0,,L. Ball bad pass out-of-bounds TURNOVER (2 TO),[1630163],1610612766.0,CHA,bad pass,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202056.0,2.0,,,,,,
73,PT07M22.00S,2026-02-27T00:21:19.0Z,1,REGULAR,violation,kicked ball,[],1641706,,,1610612754,14,10,2026-02-27T00:23:07Z,595000,False,,,0,,B. Miller kicked ball VIOLATION,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M20.00S,2026-02-27T00:21:46.1Z,1,REGULAR,turnover,out-of-bounds,[],1641716,,,1610612754,14,10,2026-02-27T00:21:49Z,610000,False,,,0,,J. Walker bad pass out-of-bounds TURNOVER (1 TO),[1641716],1610612754.0,IND,bad pass,,,Walker,J. Walker,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,202027.0,1.0,,,,,,
62,PT07M07.00S,2026-02-27T00:22:04.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641706,65.52233902759527,49.754901960784316,1610612766,14,13,2026-02-27T00:22:08Z,620000,False,-1.0,272.0,1,right,B. Miller 27' 3PT  (3 PTS) (M. Bridges 1 AST),"[1641706, 1628970]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,27.16,Made,,,,,3.0,M. Bridges,1628970.0,1.0,,,,,,,,,,
64,PT06M58.00S,2026-02-27T00:22:13.2Z,1,REGULAR,2pt,Jump Shot,[],1641716,11.908672798948752,73.2843137254902,1610612754,14,13,2026-02-27T00:22:18Z,640000,False,-116.0,59.0,1,left,MISS J. Walker 13' driving floating bank Shot,[1641716],1610612754.0,IND,driving floating bank,,,Walker,J. Walker,,,,,Mid-Range,8-16 Left,13.07,Missed,,,,,,,,,,,,,,,,,,
65,PT06M54.00S,2026-02-27T00:22:17.2Z,1,REGULAR,rebound,offensive,[],1641716,,,1610612754,14,13,2026-02-27T00:22:18Z,650000,False,,,0,,J. Walker REBOUND (Off:1 Def:1),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Mid-Range,8-16 Left,,,64.0,2.0,1.0,1.0,,,,,,,,,,,,,,
66,PT06M54.00S,2026-02-27T00:22:17.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1641716,5.590000152587891,50.0,1610612754,14,13,2026-02-27T00:22:21Z,660000,False,0.0,0.0,1,left,MISS J. Walker tip Layup,[1641716],1610612754.0,IND,tip,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
67,PT06M54.00S,2026-02-27T00:22:17.5Z,1,REGULAR,rebound,defensive,[],1631217,,,1610612766,14,13,2026-02-27T00:26:54Z,670000,False,,,0,,M. Diabaté REBOUND (Off:1 Def:1),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,66.0,2.0,1.0,1.0,,,,,,,,,,,,,,
68,PT06M47.00S,2026-02-27T00:22:24.1Z,1,REGULAR,3pt,Jump Shot,[],1630163,64.20827858081472,45.83333333333333,1610612766,14,16,2026-02-27T00:22:29Z,680000,False,-21.0,284.0,1,right,L. Ball 28' 3PT step back (8 PTS),[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,28.47,Made,,,,,8.0,,,,,,,,,,,,,
69,PT06M34.00S,2026-02-27T00:22:37.0Z,1,REGULAR,3pt,Jump Shot,[],1629614,31.882391590013142,54.65686274509803,1610612754,14,16,2026-02-27T00:22:40Z,690000,False,-23.0,247.0,1,left,MISS A. Nembhard 24' pullup 3PT,[1629614],1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,24.83,Missed,,,,,,,,,,,,,,,,,,
70,PT06M33.00S,2026-02-27T00:22:38.0Z,1,REGULAR,rebound,defensive,[],1642851,,,1610612766,14,16,2026-02-27T00:22:40Z,700000,False,,,0,,K. Knueppel REBOUND (Off:0 Def:1),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Above the Break 3,24+ Center,,,69.0,1.0,1.0,0.0,,,,,,,,,,,,,,
71,PT06M22.00S,2026-02-27T00:22:50.3Z,1,REGULAR,3pt,Jump Shot,[],1641706,70.38436268068331,22.794117647058822,1610612766,14,19,2026-02-27T00:29:45Z,710000,False,-136.0,226.0,1,right,B. Miller 26' 3PT step back (6 PTS) (M. Diabaté 1 AST),"[1641706, 1631217]",1610612766.0,CHA,step back,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,26.37,Made,,,,,6.0,M. Diabaté,1631217.0,1.0,,,,,,,,,,
72,PT06M19.00S,2026-02-27T00:22:54.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,14,19,2026-02-27T00:22:54Z,720000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M19.00S,2026-02-27T00:25:31.0Z,1,REGULAR,substitution,out,[],1641716,,,1610612754,14,19,2026-02-27T00:25:52Z,730000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M19.00S,2026-02-27T00:25:31.0Z,1,REGULAR,substitution,out,[],1630643,,,1610612754,14,19,2026-02-27T00:25:52Z,740000,False,,,0,,SUB out: J. Huff,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M19.00S,2026-02-27T00:25:31.0Z,1,REGULAR,substitution,out,[],1642851,,,1610612754,14,19,2026-02-27T00:25:52Z,750000,False,,,0,,SUB out: K. Knueppel,[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M19.00S,2026-02-27T00:25:31.0Z,1,REGULAR,substitution,in,[],1630695,,,1610612754,14,19,2026-02-27T00:25:52Z,760000,False,,,0,,SUB in: M. Potter,[1630695],1610612754.0,IND,,,,Potter,M. Potter,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M19.00S,2026-02-27T00:25:31.0Z,1,REGULAR,substitution,in,[],1631245,,,1610612754,14,19,2026-02-27T00:25:52Z,770000,False,,,0,,SUB in: Q. Jackson,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M19.00S,2026-02-27T00:25:31.0Z,1,REGULAR,substitution,in,[],1630182,,,1610612754,14,19,2026-02-27T00:25:52Z,780000,False,,,0,,SUB in: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M57.00S,2026-02-27T00:26:16.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641738,5.075558475689881,46.32352941176471,1610612754,16,19,2026-02-27T00:26:20Z,790000,False,18.0,-5.0,1,left,K. Brown cutting DUNK (2 PTS) (M. Potter 1 AST),"[1641738, 1630695]",1610612754.0,IND,cutting,,,Brown,K. Brown,,,,,Restricted Area,0-8 Center,1.9,Made,,,,,2.0,M. Potter,1630695.0,1.0,,,,,,,,,,
82,PT05M47.00S,2026-02-27T00:26:26.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631217,91.14651773981603,48.28431372549019,1610612766,16,21,2026-02-27T00:26:28Z,810000,False,-9.0,31.0,1,right,M. Diabaté DUNK (4 PTS) (B. Miller 2 AST),"[1631217, 1641706]",1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,3.19,Made,,,,,4.0,B. Miller,1641706.0,2.0,,,,,,,,,,
84,PT05M35.00S,2026-02-27T00:26:38.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630695,5.338370565045992,52.20588235294118,1610612754,18,21,2026-02-27T00:26:41Z,830000,False,-11.0,-2.0,1,left,M. Potter DUNK (2 PTS) (Q. Jackson 1 AST),"[1630695, 1631245]",1610612754.0,IND,,,,Potter,M. Potter,,,,,Restricted Area,0-8 Center,1.12,Made,,,,,2.0,Q. Jackson,1631245.0,1.0,,,,,,,,,,
86,PT05M10.00S,2026-02-27T00:27:03.3Z,1,REGULAR,2pt,Jump Shot,[],1628970,91.14651773981603,69.11764705882352,1610612766,18,21,2026-02-27T00:35:49Z,850000,False,96.0,31.0,1,right,MISS M. Bridges 10' pullup Shot - blocked,"[1628970, 1641738]",1610612766.0,CHA,pullup,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,10.04,Missed,,,,,,,,,Brown,1641738.0,,,,,,,,
87,PT05M10.00S,2026-02-27T00:27:03.3Z,1,REGULAR,block,,[],1641738,,,1610612766,18,21,2026-02-27T00:27:05Z,860000,False,,,0,,K. Brown BLOCK (1 BLK),[1641738],1610612754.0,IND,,,,Brown,K. Brown,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
88,PT05M08.00S,2026-02-27T00:27:05.3Z,1,REGULAR,rebound,defensive,[],1629614,,,1610612754,18,21,2026-02-27T00:27:06Z,870000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:1),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Right,,,86.0,1.0,1.0,0.0,,,,,,,,,,,,,,
