actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
19,PT10M36.00S,2025-12-24T00:43:01.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,3,0,2025-12-24T00:43:05Z,190000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Right Corner 3,24+ Right,,,18.0,,,,,,,,,,,,,,,,,
21,PT10M24.00S,2025-12-24T00:43:25.7Z,1,REGULAR,foul,offensive,[],1630643,,,1610612754,3,0,2025-12-24T00:43:35Z,210000,False,,,0,,J. Huff offensive FOUL (1 PF),"[1630643, 1629645]",1610612754.0,IND,,,,Huff,J. Huff,,,,,Mid-Range,16-24 Left Center,,,,,,,,1627962.0,1.0,0.0,Porter Jr.,1629645.0,,,,,,,,
23,PT10M24.00S,2025-12-24T00:43:25.7Z,1,REGULAR,turnover,offensive foul,[],1630643,,,1610612754,3,0,2025-12-24T00:43:25Z,230000,False,,,0,,J. Huff offensive foul TURNOVER (1 TO),[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,Mid-Range,16-24 Left Center,,,,,,,,1627962.0,,,,,1.0,,,,,,,
24,PT10M12.00S,2025-12-24T00:43:48.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626167,5.732588699080158,43.13725490196079,1610612749,3,0,2025-12-24T00:43:51Z,240000,False,34.0,1.0,1,left,MISS M. Turner Layup - blocked,"[1626167, 1630679]",1610612749.0,MIL,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,3.43,Missed,,,,,,,,,,,,,,,Thompson,1630679.0,,
36,PT10M12.00S,2025-12-24T00:43:48.1Z,1,REGULAR,block,,[],1630679,,,1610612749,3,0,2025-12-24T00:45:25Z,245000,False,,,0,,E. Thompson BLOCK (1 BLK),[1630679],1610612754.0,IND,,,,Thompson,E. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
25,PT10M09.00S,2025-12-24T00:43:51.1Z,1,REGULAR,rebound,offensive,[],1631260,,,1610612749,3,0,2025-12-24T00:45:25Z,250000,False,,,0,,A. Green REBOUND (Off:1 Def:0),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Restricted Area,0-8 Center,,,24.0,,,,,,,,,,,1.0,0.0,1.0,,,,
26,PT10M01.00S,2025-12-24T00:43:59.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629645,5.601182654402102,95.09803921568627,1610612749,3,3,2025-12-24T00:44:02Z,260000,False,-225.0,0.0,1,left,K. Porter Jr. 3PT  (3 PTS),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Left Corner 3,24+ Left,22.55,Made,,3.0,,,,,,,,,,,,,,,,
27,PT09M37.00S,2025-12-24T00:44:22.4Z,1,REGULAR,3pt,Jump Shot,[],1630679,66.04796320630749,51.9607843137255,1610612754,3,3,2025-12-24T00:44:27Z,270000,False,10.0,267.0,1,right,MISS E. Thompson 26' 3PT,[1630679],1610612754.0,IND,,,,Thompson,E. Thompson,,,,,Above the Break 3,24+ Center,26.68,Missed,,,,,,,,,,,,,,,,,,
28,PT09M33.00S,2025-12-24T00:44:26.4Z,1,REGULAR,rebound,offensive,[],1627783,,,1610612754,3,3,2025-12-24T00:44:27Z,280000,False,,,0,,P. Siakam REBOUND (Off:1 Def:0),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,,,27.0,,,,,,,,,,,1.0,0.0,1.0,,,,
29,PT09M33.00S,2025-12-24T00:44:27.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627783,92.32917214191852,53.431372549019606,1610612754,5,3,2025-12-24T00:44:29Z,290000,False,17.0,20.0,1,right,P. Siakam putback Layup (2 PTS),[1627783],1610612754.0,IND,putback,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,2.61,Made,,2.0,,,,,,,,,,,,,,,,
31,PT09M19.00S,2025-12-24T00:44:48.5Z,1,REGULAR,2pt,Jump Shot,[],1626171,13.222733245729303,27.450980392156865,1610612749,5,3,2025-12-24T00:47:01Z,310000,False,113.0,72.0,1,left,MISS B. Portis 13' driving floating Shot,[1626171],1610612749.0,MIL,driving floating,,,Portis,B. Portis,,,,,Mid-Range,8-16 Right,13.36,Missed,,,,,,,,,,,,,,,,,,
32,PT09M18.00S,2025-12-24T00:44:49.5Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,5,3,2025-12-24T00:45:05Z,320000,False,,,0,,P. Siakam REBOUND (Off:1 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,,,31.0,,,,,,,,,,,2.0,1.0,1.0,,,,
33,PT09M11.00S,2025-12-24T00:44:56.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630643,64.86530880420499,58.08823529411765,1610612754,5,3,2025-12-24T00:47:56Z,330000,False,40.0,278.0,1,right,MISS J. Huff 28' running 3PT,[1630643],1610612754.0,IND,running,,,Huff,J. Huff,,,,,Above the Break 3,24+ Center,28.07,Missed,,,,,,,,,,,,,,,,,,
34,PT09M08.00S,2025-12-24T00:44:59.2Z,1,REGULAR,rebound,defensive,[],1631260,,,1610612749,5,3,2025-12-24T00:45:01Z,340000,False,,,0,,A. Green REBOUND (Off:1 Def:1),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Center,,,33.0,,,,,,,,,,,2.0,1.0,1.0,,,,
35,PT08M57.00S,2025-12-24T00:45:10.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626171,13.354139290407357,52.450980392156865,1610612749,5,5,2025-12-24T00:45:15Z,350000,False,-12.0,73.0,1,left,B. Portis 7' driving Hook (2 PTS),[1626171],1610612749.0,MIL,driving,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,7.4,Made,,2.0,,,,,,,,,,,,,,,,
37,PT08M36.00S,2025-12-24T00:45:30.7Z,1,REGULAR,2pt,Jump Shot,[],1629614,78.26872536136662,60.78431372549019,1610612754,5,5,2025-12-24T00:45:35Z,360000,False,54.0,152.0,1,right,MISS A. Nembhard 16' turnaround Shot,[1629614],1610612754.0,IND,turnaround,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Right Center,16.11,Missed,,,,,,,,,,,,,,,,,,
38,PT08M33.00S,2025-12-24T00:45:33.7Z,1,REGULAR,rebound,offensive,[],1630643,,,1610612754,5,5,2025-12-24T00:45:35Z,370000,False,,,0,,J. Huff REBOUND (Off:1 Def:0),[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,Mid-Range,16-24 Right Center,,,37.0,,,,,,,,,,,1.0,0.0,1.0,,,,
39,PT08M23.00S,2025-12-24T00:45:43.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630643,65.39093298291722,50.245098039215684,1610612754,5,5,2025-12-24T00:45:48Z,380000,False,1.0,273.0,1,right,MISS J. Huff 27' 3PT,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,Above the Break 3,24+ Center,27.28,Missed,,,,,,,,,,,,,,,,,,
40,PT08M19.00S,2025-12-24T00:45:47.5Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,5,5,2025-12-24T00:45:48Z,390000,False,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Center,,,39.0,,,,,,,,,,,1.0,1.0,0.0,,,,
41,PT08M11.00S,2025-12-24T00:45:55.7Z,1,REGULAR,3pt,Jump Shot,[],1626167,24.26084099868594,11.27450980392157,1610612749,5,5,2025-12-24T00:46:00Z,400000,False,194.0,176.0,1,left,MISS M. Turner 26' step back 3PT,[1626167],1610612749.0,MIL,step back,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,26.14,Missed,,,,,,,,,,,,,,,,,,
42,PT08M08.00S,2025-12-24T00:45:58.7Z,1,REGULAR,rebound,defensive,[],1630679,,,1610612754,5,5,2025-12-24T00:46:00Z,410000,False,,,0,,E. Thompson REBOUND (Off:0 Def:1),[1630679],1610612754.0,IND,,,,Thompson,E. Thompson,,,,,Above the Break 3,24+ Right Center,,,41.0,,,,,,,,,,,1.0,1.0,0.0,,,,
43,PT08M01.00S,2025-12-24T00:46:05.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629614,91.40932982917214,45.09803921568628,1610612754,7,5,2025-12-24T00:46:08Z,420000,False,-25.0,28.0,1,right,A. Nembhard driving Layup (2 PTS) (E. Thompson 1 AST),"[1629614, 1630679]",1610612754.0,IND,driving,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,3.74,Made,,2.0,E. Thompson,1630679.0,1.0,,,,,,,,,,,,,
45,PT07M46.00S,2025-12-24T00:46:19.8Z,1,REGULAR,3pt,Jump Shot,[],1631260,6.1268068331143235,96.81372549019608,1610612749,7,5,2025-12-24T00:46:23Z,440000,False,-234.0,5.0,1,left,MISS A. Green 3PT,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Left Corner 3,24+ Left,23.42,Missed,,,,,,,,,,,,,,,,,,
46,PT07M43.00S,2025-12-24T00:46:22.8Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,7,5,2025-12-24T00:46:23Z,450000,False,,,0,,P. Siakam REBOUND (Off:1 Def:2),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Left Corner 3,24+ Left,,,45.0,,,,,,,,,,,3.0,2.0,1.0,,,,
48,PT07M38.00S,2025-12-24T00:46:28.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1627783,85.3646517739816,55.88235294117647,1610612754,9,5,2025-12-24T00:46:33Z,470000,False,29.0,85.0,1,right,P. Siakam 9' running pullup Jump Shot (4 PTS),[1627783],1610612754.0,IND,running pullup,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,9.0,Made,,4.0,,,,,,,,,,,,,,,,
49,PT07M24.00S,2025-12-24T00:46:45.3Z,1,REGULAR,foul,personal,['2freethrow'],1629614,,,1610612749,9,5,2025-12-24T00:46:52Z,480000,False,,,0,,A. Nembhard shooting personal FOUL (1 PF) (Porter Jr. 2 FT),"[1629614, 1629645]",1610612754.0,IND,shooting,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627962.0,1.0,0.0,Porter Jr.,1629645.0,,,,,,,,
51,PT07M24.00S,2025-12-24T00:47:10.1Z,1,REGULAR,freethrow,1 of 2,[],1629645,,,1610612749,9,6,2025-12-24T00:47:10Z,500000,False,,,0,,K. Porter Jr. Free Throw 1 of 2 (4 PTS),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,,4.0,,,,,,,,,,,,,,,,
52,PT07M24.00S,2025-12-24T00:47:25.8Z,1,REGULAR,freethrow,2 of 2,[],1629645,,,1610612749,9,7,2025-12-24T00:47:25Z,510000,False,,,0,,K. Porter Jr. Free Throw 2 of 2 (5 PTS),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,,5.0,,,,,,,,,,,,,,,,
53,PT07M14.00S,2025-12-24T00:47:36.4Z,1,REGULAR,3pt,Jump Shot,[],1629614,67.88764783180025,74.01960784313727,1610612754,9,7,2025-12-24T00:47:40Z,520000,False,120.0,249.0,1,right,MISS A. Nembhard 27' pullup 3PT,[1629614],1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Right Center,27.68,Missed,,,,,,,,,,,,,,,,,,
54,PT07M12.00S,2025-12-24T00:47:38.4Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,9,7,2025-12-24T00:47:40Z,530000,False,,,0,,B. Portis REBOUND (Off:0 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Right Center,,,53.0,,,,,,,,,,,2.0,2.0,0.0,,,,
55,PT07M03.00S,2025-12-24T00:47:48.4Z,1,REGULAR,turnover,bad pass,[],1629645,,,1610612749,9,7,2025-12-24T00:47:51Z,540000,False,,,0,,K. Porter Jr. bad pass TURNOVER (1 TO),"[1629645, 1630679]",1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1.0,,,,,,Thompson,1630679.0
56,PT07M03.00S,2025-12-24T00:47:48.4Z,1,REGULAR,steal,,[],1630679,,,1610612754,9,7,2025-12-24T00:47:49Z,550000,False,,,0,,E. Thompson STEAL (1 STL),[1630679],1610612754.0,IND,,,,Thompson,E. Thompson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
57,PT06M54.00S,2025-12-24T00:47:57.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627783,81.42247043363994,50.49019607843137,1610612754,9,7,2025-12-24T00:48:00Z,560000,False,2.0,122.0,1,right,MISS P. Siakam 12' step back Shot,[1627783],1610612754.0,IND,step back,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,12.21,Missed,,,,,,,,,,,,,,,,,,
58,PT06M51.00S,2025-12-24T00:48:00.3Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,9,7,2025-12-24T00:48:00Z,570000,False,,,0,,B. Portis REBOUND (Off:0 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Center,,,57.0,,,,,,,,,,,3.0,3.0,0.0,,,,
59,PT06M38.00S,2025-12-24T00:48:12.5Z,1,REGULAR,2pt,Jump Shot,[],1626171,15.062417871222076,91.17647058823529,1610612749,9,7,2025-12-24T00:48:17Z,580000,False,-206.0,89.0,1,left,MISS B. Portis 22' Jump Shot,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Left,22.44,Missed,,,,,,,,,,,,,,,,,,
60,PT06M36.00S,2025-12-24T00:48:14.5Z,1,REGULAR,rebound,defensive,[],1630643,,,1610612754,9,7,2025-12-24T00:48:17Z,590000,False,,,0,,J. Huff REBOUND (Off:1 Def:1),[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,Mid-Range,16-24 Left,,,59.0,,,,,,,,,,,2.0,1.0,1.0,,,,
61,PT06M33.00S,2025-12-24T00:48:21.5Z,1,REGULAR,foul,personal,[],1631260,,,1610612754,9,7,2025-12-24T00:48:27Z,600000,False,,,0,,A. Green personal FOUL (1 PF),"[1631260, 1627783]",1610612749.0,MIL,,,,Green,A. Green,,,,,Mid-Range,8-16 Right,,,,,,,,1627962.0,1.0,0.0,Siakam,1627783.0,,,,,,,,
63,PT06M33.00S,2025-12-24T00:48:28.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,9,7,2025-12-24T00:48:28Z,620000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M33.00S,2025-12-24T00:50:54.7Z,1,REGULAR,substitution,out,[],1630643,,,1610612754,9,7,2025-12-24T00:51:01Z,630000,False,,,0,,SUB out: J. Huff,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M33.00S,2025-12-24T00:50:54.7Z,1,REGULAR,substitution,out,[],1627783,,,1610612754,9,7,2025-12-24T00:51:01Z,640000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M33.00S,2025-12-24T00:50:54.7Z,1,REGULAR,substitution,out,[],1630679,,,1610612754,9,7,2025-12-24T00:51:01Z,650000,False,,,0,,SUB out: E. Thompson,[1630679],1610612754.0,IND,,,,Thompson,E. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M33.00S,2025-12-24T00:50:54.7Z,1,REGULAR,substitution,in,[],1641716,,,1610612754,9,7,2025-12-24T00:51:01Z,660000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M33.00S,2025-12-24T00:50:54.7Z,1,REGULAR,substitution,in,[],204456,,,1610612754,9,7,2025-12-24T00:51:01Z,670000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M33.00S,2025-12-24T00:50:54.7Z,1,REGULAR,substitution,in,[],1630164,,,1610612754,9,7,2025-12-24T00:51:01Z,680000,False,,,0,,SUB in: J. Wiseman,[1630164],1610612754.0,IND,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M25.00S,2025-12-24T00:51:35.4Z,1,REGULAR,foul,personal,['2freethrow'],1631260,,,1610612754,9,7,2025-12-24T00:51:42Z,690000,False,,,0,,A. Green shooting personal FOUL (2 PF) (Wiseman 2 FT),"[1631260, 1630164]",1610612749.0,MIL,shooting,,,Green,A. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,201245.0,2.0,0.0,Wiseman,1630164.0,,,,,,,,
72,PT06M25.00S,2025-12-24T00:51:59.2Z,1,REGULAR,freethrow,1 of 2,[],1630164,,,1610612754,10,7,2025-12-24T00:52:16Z,710000,False,,,0,,J. Wiseman Free Throw 1 of 2 (1 PTS),[1630164],1610612754.0,IND,,,,Wiseman,J. Wiseman,,,,,,,,Made,,1.0,,,,,,,,,,,,,,,,
73,PT06M25.00S,2025-12-24T00:51:59.2Z,1,REGULAR,freethrow,2 of 2,[],1630164,,,1610612754,10,7,2025-12-24T00:52:16Z,720000,False,,,0,,MISS J. Wiseman Free Throw 2 of 2,[1630164],1610612754.0,IND,,,,Wiseman,J. Wiseman,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
74,PT06M24.00S,2025-12-24T00:52:00.2Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612749,10,7,2025-12-24T00:52:16Z,730000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:1),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,73.0,,,,,,,,,,,1.0,1.0,0.0,,,,
75,PT06M16.00S,2025-12-24T00:52:23.4Z,1,REGULAR,3pt,Jump Shot,[],1626167,23.99802890932983,87.00980392156863,1610612749,10,7,2025-12-24T00:52:27Z,740000,False,-185.0,173.0,1,left,MISS M. Turner 25' 3PT,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,25.34,Missed,,,,,,,,,,,,,,,,,,
76,PT06M14.00S,2025-12-24T00:52:25.4Z,1,REGULAR,rebound,defensive,[],1641716,,,1610612754,10,7,2025-12-24T00:52:27Z,750000,False,,,0,,J. Walker REBOUND (Off:0 Def:1),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,,,75.0,,,,,,,,,,,1.0,1.0,0.0,,,,
77,PT05M56.00S,2025-12-24T00:52:43.4Z,1,REGULAR,turnover,lost ball,[],1630164,,,1610612754,10,7,2025-12-24T00:52:46Z,760000,False,,,0,,J. Wiseman lost ball TURNOVER (1 TO),"[1630164, 1631260]",1610612754.0,IND,,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,,,,,,Green,1631260.0
78,PT05M56.00S,2025-12-24T00:52:43.4Z,1,REGULAR,steal,,[],1631260,,,1610612749,10,7,2025-12-24T00:52:44Z,770000,False,,,0,,A. Green STEAL (1 STL),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
79,PT05M42.00S,2025-12-24T00:52:57.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1626167,20.97568988173456,52.69607843137255,1610612749,10,9,2025-12-24T00:53:01Z,780000,False,-13.0,145.0,1,left,M. Turner 14' Jump Shot (2 PTS) (A. Green 1 AST),"[1626167, 1631260]",1610612749.0,MIL,,,,Turner,M. Turner,,,,,Mid-Range,8-16 Center,14.53,Made,,2.0,A. Green,1631260.0,1.0,,,,,,,,,,,,,
81,PT05M25.00S,2025-12-24T00:53:15.2Z,1,REGULAR,3pt,Jump Shot,[],1629614,94.69448094612353,2.450980392156863,1610612754,10,9,2025-12-24T00:53:18Z,800000,False,-238.0,-3.0,1,right,MISS A. Nembhard 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Left Corner 3,24+ Left,23.77,Missed,,,,,,,,,,,,,,,,,,
82,PT05M22.00S,2025-12-24T00:53:18.2Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612749,10,9,2025-12-24T00:53:18Z,810000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Left Corner 3,24+ Left,,,81.0,,,,,,,,,,,1.0,1.0,0.0,,,,
83,PT05M16.00S,2025-12-24T00:53:23.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628398,11.514454664914586,42.40196078431372,1610612749,10,9,2025-12-24T00:55:05Z,820000,False,38.0,56.0,1,left,MISS K. Kuzma 6' driving Hook,[1628398],1610612749.0,MIL,driving,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,6.74,Missed,,,,,,,,,,,,,,,,,,
84,PT05M13.00S,2025-12-24T00:53:26.2Z,1,REGULAR,rebound,defensive,[],1641716,,,1610612754,10,9,2025-12-24T00:53:30Z,830000,False,,,0,,J. Walker REBOUND (Off:0 Def:2),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,83.0,,,,,,,,,,,2.0,2.0,0.0,,,,
85,PT05M09.00S,2025-12-24T00:53:32.3Z,1,REGULAR,foul,personal,['2freethrow'],1628398,,,1610612754,10,9,2025-12-24T00:53:40Z,840000,False,,,0,,K. Kuzma shooting personal FOUL (1 PF) (Walker 2 FT),"[1628398, 1641716]",1610612749.0,MIL,shooting,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1628487.0,1.0,0.0,Walker,1641716.0,,,,,,,,
