actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
18,PT10M31.00S,2026-03-12T23:43:08.4Z,1,REGULAR,turnover,out-of-bounds,[],1630552,,,1610612737,3,4,2026-03-12T23:43:17Z,180000,False,,,0,,J. Johnson lost ball out-of-bounds TURNOVER (1 TO),[1630552],1610612737.0,ATL,lost ball,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,1627961.0,,,,,,,,,,,,,,,1.0,,,,
19,PT10M09.00S,2026-03-12T23:43:32.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642962,6.1268068331143235,51.71568627450981,1610612751,3,4,2026-03-12T23:43:37Z,190000,False,-9.0,5.0,1,left,MISS D. Powell driving Layup - blocked,"[1642962, 1630168]",1610612751.0,BKN,driving,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,,,Missed,,1.0,,,,,,,,,Okongwu,1630168.0,,
20,PT10M09.00S,2026-03-12T23:43:32.5Z,1,REGULAR,block,,[],1630168,,,1610612751,3,4,2026-03-12T23:43:35Z,200000,False,,,0,,O. Okongwu BLOCK (1 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
21,PT10M06.00S,2026-03-12T23:43:35.5Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612737,3,4,2026-03-12T23:43:37Z,210000,False,,,0,,C. Kispert REBOUND (Off:0 Def:1),[1630557],1610612737.0,ATL,,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,19.0,1.0,1.0,0.0,,,,,
22,PT10M02.00S,2026-03-12T23:43:39.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203468,93.51182654402102,4.166666666666666,1610612737,3,4,2026-03-12T23:43:46Z,220000,False,-229.0,8.0,1,right,MISS C. McCollum running 3PT,[203468],1610612737.0,ATL,running,,,McCollum,C. McCollum,,,,,Left Corner 3,24+ Left,,,,,,Missed,,22.94,,,,,,,,,,,,
23,PT09M58.00S,2026-03-12T23:43:43.8Z,1,REGULAR,rebound,defensive,[],1642874,,,1610612751,3,4,2026-03-12T23:43:46Z,230000,False,,,0,,D. Wolf REBOUND (Off:0 Def:1),[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,22.0,1.0,1.0,0.0,,,,,
28,PT09M42.00S,2026-03-12T23:44:19.4Z,1,REGULAR,3pt,Jump Shot,[],1641730,31.35676741130092,51.470588235294116,1610612751,3,4,2026-03-12T23:47:23Z,280000,False,-7.0,242.0,1,left,MISS N. Clowney 24' 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Center,,,,,,Missed,,24.24,,,,,,,,,,,,
29,PT09M38.00S,2026-03-12T23:44:23.4Z,1,REGULAR,rebound,defensive,[],203468,,,1610612737,3,4,2026-03-12T23:44:25Z,290000,False,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,28.0,1.0,1.0,0.0,,,,,
30,PT09M33.00S,2026-03-12T23:44:27.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203468,92.72339027595268,53.18627450980392,1610612737,3,4,2026-03-12T23:44:34Z,300000,False,16.0,16.0,1,right,MISS C. McCollum running Layup,[203468],1610612737.0,ATL,running,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.25,,,,,,,,,,,,
31,PT09M30.00S,2026-03-12T23:44:30.5Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,3,4,2026-03-12T23:44:30Z,310000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:0),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,30.0,1.0,0.0,1.0,,,,,
32,PT09M28.00S,2026-03-12T23:44:32.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630552,70.77858081471747,23.284313725490197,1610612737,6,4,2026-03-12T23:44:37Z,320000,False,-134.0,222.0,1,right,J. Johnson 25' 3PT  (3 PTS) (C. Kispert 2 AST),"[1630552, 1630557]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,Made,3.0,25.93,C. Kispert,1630557.0,2.0,,,,,,,,,
34,PT09M08.00S,2026-03-12T23:44:52.3Z,1,REGULAR,3pt,Jump Shot,[],1642874,25.312089356110377,83.82352941176471,1610612751,6,7,2026-03-12T23:48:33Z,340000,False,-169.0,185.0,1,left,D. Wolf 25' 3PT pullup (3 PTS) (N. Claxton 1 AST),"[1642874, 1629651]",1610612751.0,BKN,pullup,,,Wolf,D. Wolf,,,,,Above the Break 3,24+ Left Center,,,,,,Made,3.0,25.09,N. Claxton,1629651.0,1.0,,,,,,,,,
36,PT08M53.00S,2026-03-12T23:45:07.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,84.57621550591328,54.65686274509803,1610612737,8,7,2026-03-12T23:45:13Z,360000,False,23.0,92.0,1,right,O. Okongwu 9' driving Hook (2 PTS) (J. Johnson 1 AST),"[1630168, 1630552]",1610612737.0,ATL,driving,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,2.0,9.54,J. Johnson,1630552.0,1.0,,,,,,,,,
38,PT08M42.00S,2026-03-12T23:45:19.0Z,1,REGULAR,turnover,bad pass,[],1642879,,,1610612751,8,7,2026-03-12T23:45:23Z,380000,False,,,0,,B. Saraf bad pass TURNOVER (1 TO),"[1642879, 1630552]",1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1.0,,,Johnson,1630552.0
39,PT08M42.00S,2026-03-12T23:45:19.0Z,1,REGULAR,steal,,[],1630552,,,1610612737,8,7,2026-03-12T23:45:21Z,390000,False,,,0,,J. Johnson STEAL (1 STL),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
41,PT08M32.00S,2026-03-12T23:45:41.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630557,92.72339027595268,49.50980392156863,1610612737,8,7,2026-03-12T23:45:46Z,410000,False,-2.0,16.0,1,right,MISS C. Kispert cutting Layup,[1630557],1610612737.0,ATL,cutting,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,,,,Missed,,1.61,,,,,,,,,,,,
42,PT08M29.00S,2026-03-12T23:45:44.9Z,1,REGULAR,rebound,defensive,[],1642874,,,1610612751,8,7,2026-03-12T23:45:46Z,420000,False,,,0,,D. Wolf REBOUND (Off:0 Def:2),[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,41.0,2.0,2.0,0.0,,,,,
43,PT08M25.00S,2026-03-12T23:45:49.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642874,7.835085413929041,49.26470588235294,1610612751,8,7,2026-03-12T23:45:54Z,430000,False,4.0,21.0,1,left,MISS D. Wolf running Layup,[1642874],1610612751.0,BKN,running,,,Wolf,D. Wolf,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.14,,,,,,,,,,,,
44,PT08M22.00S,2026-03-12T23:45:52.3Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,8,7,2026-03-12T23:45:54Z,440000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,43.0,2.0,1.0,1.0,,,,,
45,PT08M17.00S,2026-03-12T23:45:57.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630557,92.06636005256242,57.107843137254896,1610612737,8,7,2026-03-12T23:50:13Z,450000,False,36.0,22.0,1,right,MISS C. Kispert running Layup,[1630557],1610612737.0,ATL,running,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,,,,Missed,,4.18,,,,,,,,,,,,
46,PT08M14.00S,2026-03-12T23:46:00.4Z,1,REGULAR,rebound,defensive,[],1642874,,,1610612751,8,7,2026-03-12T23:46:08Z,460000,False,,,0,,D. Wolf REBOUND (Off:0 Def:3),[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,45.0,3.0,3.0,0.0,,,,,
47,PT08M13.00S,2026-03-12T23:46:01.6Z,1,REGULAR,turnover,lost ball,[],1642874,,,1610612751,8,7,2026-03-12T23:46:12Z,470000,False,,,0,,D. Wolf lost ball TURNOVER (2 TO),"[1642874, 1629638]",1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2.0,,,Alexander-Walker,1629638.0
48,PT08M13.00S,2026-03-12T23:46:01.6Z,1,REGULAR,steal,,[],1629638,,,1610612737,8,7,2026-03-12T23:46:03Z,480000,False,,,0,,N. Alexander-Walker STEAL (1 STL),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
49,PT08M10.00S,2026-03-12T23:46:04.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630557,73.66951379763469,85.29411764705883,1610612737,11,7,2026-03-12T23:46:17Z,490000,False,176.0,195.0,1,right,C. Kispert 26' 3PT  (3 PTS) (N. Alexander-Walker 1 AST),"[1630557, 1629638]",1610612737.0,ATL,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Right Center,,,,,,Made,3.0,26.3,N. Alexander-Walker,1629638.0,1.0,,,,,,,,,
51,PT08M10.00S,2026-03-12T23:46:09.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,11,7,2026-03-12T23:46:09Z,510000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M53.00S,2026-03-12T23:49:33.7Z,1,REGULAR,turnover,bad pass,[],1641730,,,1610612751,11,7,2026-03-12T23:49:38Z,520000,False,,,0,,N. Clowney bad pass TURNOVER (1 TO),"[1641730, 1630168]",1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,,,Okongwu,1630168.0
53,PT07M53.00S,2026-03-12T23:49:33.7Z,1,REGULAR,steal,,[],1630168,,,1610612737,11,7,2026-03-12T23:49:36Z,530000,False,,,0,,O. Okongwu STEAL (1 STL),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
54,PT07M48.00S,2026-03-12T23:49:38.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630557,91.93495400788436,96.81372549019608,1610612737,11,7,2026-03-12T23:49:45Z,540000,False,234.0,23.0,1,right,MISS C. Kispert running 3PT,[1630557],1610612737.0,ATL,running,,,Kispert,C. Kispert,,,,,Right Corner 3,24+ Right,,,,,,Missed,,23.53,,,,,,,,,,,,
55,PT07M44.00S,2026-03-12T23:49:42.9Z,1,REGULAR,rebound,defensive,[],1641730,,,1610612751,11,7,2026-03-12T23:49:45Z,550000,False,,,0,,N. Clowney REBOUND (Off:0 Def:2),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,54.0,2.0,2.0,0.0,,,,,
56,PT07M33.00S,2026-03-12T23:49:54.3Z,1,REGULAR,3pt,Jump Shot,[],1642879,31.09395532194481,60.78431372549019,1610612751,11,7,2026-03-12T23:49:59Z,560000,False,-54.0,240.0,1,left,MISS B. Saraf 24' 3PT,[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,Above the Break 3,24+ Center,,,,,,Missed,,24.58,,,,,,,,,,,,
57,PT07M29.00S,2026-03-12T23:49:58.3Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,11,7,2026-03-12T23:49:59Z,570000,False,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,56.0,1.0,1.0,0.0,,,,,
59,PT07M14.00S,2026-03-12T23:50:18.3Z,1,REGULAR,3pt,Jump Shot,[],1630168,88.25558475689881,3.431372549019608,1610612737,11,7,2026-03-12T23:50:42Z,590000,False,-233.0,58.0,1,right,MISS O. Okongwu 3PT,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Left Corner 3,24+ Left,,,,,,Missed,,23.99,,,,,,,,,,,,
60,PT07M13.00S,2026-03-12T23:50:19.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,11,7,2026-03-12T23:50:42Z,600000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,59.0,,,,,,,,
61,PT07M13.00S,2026-03-12T23:50:22.5Z,1,REGULAR,foul,personal,[],1642874,,,1610612737,11,7,2026-03-12T23:50:29Z,610000,False,,,0,,D. Wolf loose ball personal FOUL (1 PF),"[1642874, 203468]",1610612751.0,BKN,loose ball,,,Wolf,D. Wolf,,,,,Restricted Area,0-8 Center,1629178.0,1.0,0.0,McCollum,203468.0,,,,,,,,,,,,,,,
63,PT07M13.00S,2026-03-12T23:50:31.3Z,1,REGULAR,substitution,out,[],1629638,,,1610612737,11,7,2026-03-12T23:50:36Z,630000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M13.00S,2026-03-12T23:50:31.3Z,1,REGULAR,substitution,out,[],203468,,,1610612737,11,7,2026-03-12T23:50:36Z,640000,False,,,0,,SUB out: C. McCollum,[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M13.00S,2026-03-12T23:50:31.3Z,1,REGULAR,substitution,in,[],1629216,,,1610612737,11,7,2026-03-12T23:50:36Z,650000,False,,,0,,SUB in: G. Vincent,[1629216],1610612737.0,ATL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M13.00S,2026-03-12T23:50:31.3Z,1,REGULAR,substitution,in,[],1642258,,,1610612737,11,7,2026-03-12T23:50:36Z,660000,False,,,0,,SUB in: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT07M00.00S,2026-03-12T23:51:00.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629216,93.11760840998686,97.54901960784314,1610612737,14,7,2026-03-12T23:51:05Z,670000,False,238.0,12.0,1,right,G. Vincent 3PT  (3 PTS) (Z. Risacher 1 AST),"[1629216, 1642258]",1610612737.0,ATL,,,,Vincent,G. Vincent,,,,,Right Corner 3,24+ Right,,,,,,Made,3.0,23.8,Z. Risacher,1642258.0,1.0,,,,,,,,,
69,PT06M41.00S,2026-03-12T23:51:19.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,5.601182654402102,49.26470588235294,1610612751,14,7,2026-03-12T23:51:23Z,690000,False,4.0,0.0,1,left,MISS N. Claxton driving Layup,[1629651],1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,Missed,,0.37,,,,,,,,,,,,
70,PT06M38.00S,2026-03-12T23:51:22.3Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,14,7,2026-03-12T23:51:23Z,700000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,69.0,3.0,2.0,1.0,,,,,
71,PT06M34.00S,2026-03-12T23:51:25.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642258,95.48291721419186,97.30392156862744,1610612737,17,7,2026-03-12T23:51:31Z,710000,False,237.0,-10.0,1,right,Z. Risacher 3PT running (3 PTS) (C. Kispert 3 AST),"[1642258, 1630557]",1610612737.0,ATL,running,,,Risacher,Z. Risacher,,,,,Right Corner 3,24+ Right,,,,,,Made,3.0,23.67,C. Kispert,1630557.0,3.0,,,,,,,,,
73,PT06M15.00S,2026-03-12T23:51:44.6Z,1,REGULAR,3pt,Jump Shot,[],1642962,5.469776609724048,97.54901960784314,1610612751,17,10,2026-03-12T23:51:49Z,730000,False,-238.0,-1.0,1,left,D. Powell 3PT  (3 PTS) (N. Clowney 1 AST),"[1642962, 1641730]",1610612751.0,BKN,,,,Powell,D. Powell,,,,,Left Corner 3,24+ Left,,,,,,Made,3.0,23.77,N. Clowney,1641730.0,1.0,,,,,,,,,
75,PT05M53.00S,2026-03-12T23:52:06.1Z,1,REGULAR,3pt,Jump Shot,[],1630552,78.40013140604468,90.68627450980392,1610612737,17,10,2026-03-12T23:52:11Z,750000,False,203.0,151.0,1,right,MISS J. Johnson 25' 3PT,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,25.3,,,,,,,,,,,,
76,PT05M50.00S,2026-03-12T23:52:09.1Z,1,REGULAR,rebound,defensive,[],1641730,,,1610612751,17,10,2026-03-12T23:52:11Z,760000,False,,,0,,N. Clowney REBOUND (Off:0 Def:3),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,75.0,3.0,3.0,0.0,,,,,
77,PT05M44.00S,2026-03-12T23:52:16.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642879,6.1268068331143235,47.794117647058826,1610612751,17,12,2026-03-12T23:52:20Z,770000,False,11.0,5.0,1,left,B. Saraf driving Layup (4 PTS),[1642879],1610612751.0,BKN,driving,,,Saraf,B. Saraf,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,1.21,,,,,,,,,,,,
78,PT05M32.00S,2026-03-12T23:52:30.0Z,1,REGULAR,foul,personal,[],1641730,,,1610612737,17,12,2026-03-12T23:52:35Z,780000,False,,,0,,N. Clowney personal FOUL (1 PF),"[1641730, 1630168]",1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),0-8 Center,1627961.0,1.0,0.0,Okongwu,1630168.0,,,,,,,,,,,,,,,
80,PT05M32.00S,2026-03-12T23:52:39.3Z,1,REGULAR,substitution,out,[],1641730,,,1610612737,17,12,2026-03-12T23:52:49Z,800000,False,,,0,,SUB out: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M32.00S,2026-03-12T23:52:39.3Z,1,REGULAR,substitution,out,[],1642879,,,1610612737,17,12,2026-03-12T23:52:49Z,810000,False,,,0,,SUB out: B. Saraf,[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M32.00S,2026-03-12T23:52:39.3Z,1,REGULAR,substitution,in,[],1630623,,,1610612737,17,12,2026-03-12T23:52:49Z,820000,False,,,0,,SUB in: T. Etienne,[1630623],1610612751.0,BKN,,,,Etienne,T. Etienne,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M32.00S,2026-03-12T23:52:39.3Z,1,REGULAR,substitution,in,[],1630592,,,1610612737,17,12,2026-03-12T23:52:49Z,830000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M25.00S,2026-03-12T23:53:01.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,89.43823915900131,58.333333333333336,1610612737,19,12,2026-03-12T23:53:06Z,840000,False,42.0,47.0,1,right,O. Okongwu 6' turnaround Hook (4 PTS) (G. Vincent 1 AST),"[1630168, 1629216]",1610612737.0,ATL,turnaround,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,4.0,6.27,G. Vincent,1629216.0,1.0,,,,,,,,,
86,PT05M08.00S,2026-03-12T23:53:17.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642962,11.514454664914586,45.588235294117645,1610612751,19,12,2026-03-12T23:53:24Z,860000,False,22.0,56.0,1,left,MISS D. Powell driving floating Shot,[1642962],1610612751.0,BKN,driving floating,,,Powell,D. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,5.99,,,,,,,,,,,,
87,PT05M05.00S,2026-03-12T23:53:20.9Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,19,12,2026-03-12T23:53:24Z,870000,False,,,0,,J. Johnson REBOUND (Off:0 Def:2),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,86.0,2.0,2.0,0.0,,,,,
88,PT04M58.00S,2026-03-12T23:53:27.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,82.07950065703022,53.431372549019606,1610612737,19,12,2026-03-12T23:53:32Z,880000,False,17.0,116.0,1,right,MISS J. Johnson 11' driving floating Shot,[1630552],1610612737.0,ATL,driving floating,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,11.73,,,,,,,,,,,,
89,PT04M55.00S,2026-03-12T23:53:30.9Z,1,REGULAR,rebound,defensive,[],1630592,,,1610612751,19,12,2026-03-12T23:53:32Z,890000,False,,,0,,J. Wilson REBOUND (Off:0 Def:1),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,88.0,1.0,1.0,0.0,,,,,
