actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
275,PT05M54.00S,2025-10-23T00:32:52.6Z,2,REGULAR,block,,[],1642258,,,1610612761,39,49,2025-10-23T00:32:55Z,2750000,False,,,0,,Z. Risacher BLOCK (1 BLK),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
276,PT05M53.00S,2025-10-23T00:32:53.6Z,2,REGULAR,rebound,offensive,[],1627742,,,1610612761,39,49,2025-10-23T00:33:44Z,2760000,False,,,0,,B. Ingram REBOUND (Off:1 Def:3),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,274.0,4.0,3.0,1.0,,,,,,,,,,,,,,
277,PT05M53.00S,2025-10-23T00:32:57.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627742,94.40999984741211,50.0,1610612761,39,51,2025-10-23T00:33:10Z,2770000,False,0.0,0.0,1,right,B. Ingram putback Layup (10 PTS),[1627742],1610612761.0,TOR,putback,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,,10.0,,,,,,,
278,PT05M53.00S,2025-10-23T00:32:59.3Z,2,REGULAR,foul,personal,['1freethrow'],1642258,,,1610612761,39,51,2025-10-23T00:33:15Z,2780000,False,,,0,,Z. Risacher shooting personal FOUL (1 PF) (Ingram 1 FT),"[1642258, 1627742]",1610612737.0,ATL,shooting,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,,,,201638.0,,1.0,0.0,Ingram,1627742.0,,,,,,,,
280,PT05M53.00S,2025-10-23T00:33:22.7Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1627742,,,1610612761,39,51,2025-10-23T00:33:24Z,2800000,False,,,0,,MISS B. Ingram Free Throw 1 of 1,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
281,PT05M51.00S,2025-10-23T00:33:24.7Z,2,REGULAR,rebound,defensive,[],1630700,,,1610612737,39,51,2025-10-23T00:33:24Z,2810000,False,,,0,,D. Daniels REBOUND (Off:0 Def:1),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,280.0,1.0,1.0,0.0,,,,,,,,,,,,,,
282,PT05M40.00S,2025-10-23T00:33:34.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629638,15.719448094612352,55.88235294117647,1610612737,39,51,2025-10-23T00:33:40Z,2820000,False,-29.0,95.0,1,left,MISS N. Alexander-Walker 9' driving floating Shot,[1629638],1610612737.0,ATL,driving floating,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),8-16 Center,9.97,Missed,,,,,,,,,,,,,,,,,,
283,PT05M36.00S,2025-10-23T00:33:38.3Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612761,39,51,2025-10-23T00:33:40Z,2830000,False,,,0,,B. Ingram REBOUND (Off:1 Def:4),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,,,282.0,5.0,4.0,1.0,,,,,,,,,,,,,,
284,PT05M29.00S,2025-10-23T00:33:48.1Z,2,REGULAR,turnover,out-of-bounds,[],1627742,,,1610612761,39,51,2025-10-23T00:33:53Z,2840000,False,,,0,,B. Ingram bad pass out-of-bounds TURNOVER (2 TO),[1627742],1610612761.0,TOR,bad pass,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,,,2882.0,2.0,,,,,,,,,,,,
285,PT05M24.00S,2025-10-23T00:34:00.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629027,14.931011826544022,51.9607843137255,1610612737,39,51,2025-10-23T00:48:23Z,2850000,False,-10.0,88.0,1,left,MISS T. Young 8' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,8.84,Missed,,,,,,,,,,,,,,,,,,
286,PT05M20.00S,2025-10-23T00:34:04.5Z,2,REGULAR,rebound,defensive,[],1630534,,,1610612761,39,51,2025-10-23T00:34:10Z,2860000,False,,,0,,O. Agbaji REBOUND (Off:0 Def:1),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),8-16 Center,,,285.0,1.0,1.0,0.0,,,,,,,,,,,,,,
287,PT05M18.00S,2025-10-23T00:34:09.3Z,2,REGULAR,foul,offensive,[],1627742,,,1610612761,39,51,2025-10-23T00:34:18Z,2870000,False,,,0,,B. Ingram off-the-ball offensive FOUL (2 PF),"[1627742, 1629638]",1610612761.0,TOR,off-the-ball,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2882.0,,2.0,0.0,Alexander-Walker,1629638.0,,,,,,,,
289,PT05M18.00S,2025-10-23T00:34:09.3Z,2,REGULAR,turnover,offensive foul,[],1627742,,,1610612761,39,51,2025-10-23T00:34:09Z,2890000,False,,,0,,B. Ingram offensive foul TURNOVER (3 TO),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2882.0,3.0,,,,,,,,,,,,
290,PT05M18.00S,2025-10-23T00:34:17.5Z,2,REGULAR,substitution,out,[],1629638,,,1610612737,39,51,2025-10-23T00:34:23Z,2900000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT05M18.00S,2025-10-23T00:34:17.5Z,2,REGULAR,substitution,out,[],1642419,,,1610612737,39,51,2025-10-23T00:34:23Z,2910000,False,,,0,,SUB out: J. Battle,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT05M18.00S,2025-10-23T00:34:17.5Z,2,REGULAR,substitution,in,[],204001,,,1610612737,39,51,2025-10-23T00:34:23Z,2920000,False,,,0,,SUB in: K. Porziņģis,[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT05M18.00S,2025-10-23T00:34:17.5Z,2,REGULAR,substitution,in,[],1630567,,,1610612737,39,51,2025-10-23T00:34:23Z,2930000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT05M13.00S,2025-10-23T00:34:41.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],204001,30.962549277266753,33.33333333333333,1610612737,42,51,2025-10-23T00:58:16Z,2940000,False,83.0,239.0,1,left,K. Porziņģis 25' 3PT step back (7 PTS) (O. Okongwu 1 AST),"[204001, 1630168]",1610612737.0,ATL,step back,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Right Center,25.26,Made,,,,,,,,,,,7.0,O. Okongwu,1630168.0,1.0,,,,
295,PT04M59.00S,2025-10-23T00:34:55.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,83.13074901445466,57.35294117647059,1610612761,42,53,2025-10-23T00:34:59Z,2950000,False,37.0,106.0,1,right,B. Ingram 11' pullup Jump Shot (12 PTS) (I. Quickley 4 AST),"[1627742, 1630193]",1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,11.23,Made,,,,,,,,,,,12.0,I. Quickley,1630193.0,4.0,,,,
296,PT04M46.00S,2025-10-23T00:35:07.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,19.66162943495401,43.872549019607845,1610612737,44,53,2025-10-23T00:35:12Z,2960000,False,31.0,132.0,1,left,T. Young 13' driving floating Jump Shot (9 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,13.58,Made,,,,,,,,,,,9.0,,,,,,,
297,PT04M35.00S,2025-10-23T00:35:19.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,87.20433639947439,56.86274509803921,1610612761,44,55,2025-10-23T00:35:25Z,2970000,False,34.0,68.0,1,right,S. Barnes 7' Hook (10 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,7.6,Made,,,,,,,,,,,10.0,,,,,,,
298,PT04M18.00S,2025-10-23T00:35:35.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1642258,14.011169513797633,46.568627450980394,1610612737,46,55,2025-10-23T00:35:41Z,2980000,False,17.0,79.0,1,left,Z. Risacher 8' turnaround Hook (4 PTS),[1642258],1610612737.0,ATL,turnaround,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),8-16 Center,8.1,Made,,,,,,,,,,,4.0,,,,,,,
299,PT04M16.00S,2025-10-23T00:35:42.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,46,55,2025-10-23T00:35:42Z,2990000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT04M16.00S,2025-10-23T00:37:03.0Z,2,REGULAR,substitution,out,[],1630168,,,1610612761,46,55,2025-10-23T00:37:15Z,3000000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT04M16.00S,2025-10-23T00:37:03.0Z,2,REGULAR,substitution,out,[],1630534,,,1610612761,46,55,2025-10-23T00:37:15Z,3010000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT04M16.00S,2025-10-23T00:37:03.0Z,2,REGULAR,substitution,in,[],1630552,,,1610612761,46,55,2025-10-23T00:37:15Z,3020000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT04M16.00S,2025-10-23T00:37:03.0Z,2,REGULAR,substitution,in,[],1629628,,,1610612761,46,55,2025-10-23T00:37:15Z,3030000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT04M00.00S,2025-10-23T00:37:34.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,93.64323258869908,49.26470588235294,1610612761,46,57,2025-10-23T00:37:45Z,3040000,False,-4.0,7.0,1,right,J. Poeltl driving reverse Layup (2 PTS) (B. Ingram 2 AST),"[1627751, 1627742]",1610612761.0,TOR,driving reverse,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,0.82,Made,,,,,,,,,,,2.0,B. Ingram,1627742.0,2.0,,,,
306,PT03M48.00S,2025-10-23T00:37:46.1Z,2,REGULAR,3pt,Jump Shot,[],1630700,9.149145860709593,3.431372549019608,1610612737,46,57,2025-10-23T00:37:50Z,3060000,False,233.0,34.0,1,left,MISS D. Daniels 3PT,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Right Corner 3,24+ Right,23.52,Missed,,,,,,,,,,,,,,,,,,
307,PT03M46.00S,2025-10-23T00:37:48.1Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612761,46,57,2025-10-23T00:37:50Z,3070000,False,,,0,,I. Quickley REBOUND (Off:0 Def:2),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Right Corner 3,24+ Right,,,306.0,2.0,2.0,0.0,,,,,,,,,,,,,,
308,PT03M41.00S,2025-10-23T00:37:55.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,93.64323258869908,52.450980392156865,1610612761,46,59,2025-10-23T00:38:00Z,3080000,False,12.0,7.0,1,right,J. Poeltl cutting Layup (4 PTS) (R. Barrett 4 AST),"[1627751, 1629628]",1610612761.0,TOR,cutting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.43,Made,,,,,,,,,,,4.0,R. Barrett,1629628.0,4.0,,,,
310,PT03M41.00S,2025-10-23T00:37:59.5Z,2,REGULAR,foul,personal,['1freethrow'],1630700,,,1610612761,46,59,2025-10-23T00:38:07Z,3100000,False,,,0,,D. Daniels shooting personal FOUL (3 PF) (Poeltl 1 FT),"[1630700, 1627751]",1610612737.0,ATL,shooting,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,2882.0,,3.0,0.0,Poeltl,1627751.0,,,,,,,,
312,PT03M41.00S,2025-10-23T00:38:14.1Z,2,REGULAR,substitution,out,[],1630700,,,1610612761,46,59,2025-10-23T00:38:17Z,3120000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT03M41.00S,2025-10-23T00:38:14.1Z,2,REGULAR,substitution,in,[],1629638,,,1610612761,46,59,2025-10-23T00:38:17Z,3130000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT03M41.00S,2025-10-23T00:38:38.3Z,2,REGULAR,freethrow,1 of 1,[],1627751,,,1610612761,46,59,2025-10-23T00:38:40Z,3140000,False,,,0,,MISS J. Poeltl Free Throw 1 of 1,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
315,PT03M39.00S,2025-10-23T00:38:40.3Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,46,59,2025-10-23T00:38:40Z,3150000,False,,,0,,J. Johnson REBOUND (Off:0 Def:3),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,314.0,3.0,3.0,0.0,,,,,,,,,,,,,,
316,PT03M27.00S,2025-10-23T00:38:51.7Z,2,REGULAR,3pt,Jump Shot,[],1642258,32.40801576872536,62.5,1610612737,49,59,2025-10-23T00:38:56Z,3160000,False,-62.0,252.0,1,left,Z. Risacher 25' 3PT pullup (7 PTS) (K. Porziņģis 1 AST),"[1642258, 204001]",1610612737.0,ATL,pullup,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Center,25.97,Made,,,,,,,,,,,7.0,K. Porziņģis,204001.0,1.0,,,,
318,PT03M18.00S,2025-10-23T00:39:01.1Z,2,REGULAR,3pt,Jump Shot,[],1630193,69.72733245729303,30.14705882352941,1610612761,49,59,2025-10-23T00:39:06Z,3180000,False,-99.0,232.0,1,right,MISS I. Quickley 25' pullup 3PT,[1630193],1610612761.0,TOR,pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,25.24,Missed,,,,,,,,,,,,,,,,,,
319,PT03M14.00S,2025-10-23T00:39:05.1Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,49,59,2025-10-23T00:39:06Z,3190000,False,,,0,,J. Johnson REBOUND (Off:0 Def:4),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,,,318.0,4.0,4.0,0.0,,,,,,,,,,,,,,
320,PT03M07.00S,2025-10-23T00:39:10.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,18.610381077529567,54.65686274509803,1610612737,49,59,2025-10-23T00:59:35Z,3200000,False,-23.0,122.0,1,left,MISS K. Porziņģis 12' turnaround fadeaway Shot,[204001],1610612737.0,ATL,turnaround fadeaway,,,Porziņģis,K. Porziņģis,,,,,In The Paint (Non-RA),8-16 Center,12.46,Missed,,,,,,,,,,,,,,,,,,
321,PT03M04.00S,2025-10-23T00:39:13.5Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612761,49,59,2025-10-23T00:39:16Z,3210000,False,,,0,,R. Barrett REBOUND (Off:1 Def:4),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,,,320.0,5.0,4.0,1.0,,,,,,,,,,,,,,
322,PT02M54.00S,2025-10-23T00:39:24.1Z,2,REGULAR,3pt,Jump Shot,[],1627742,91.67214191852825,4.166666666666666,1610612761,49,59,2025-10-23T00:39:29Z,3220000,False,-229.0,26.0,1,right,MISS B. Ingram 3PT,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Left Corner 3,24+ Left,23.06,Missed,,,,,,,,,,,,,,,,,,
323,PT02M51.00S,2025-10-23T00:39:27.1Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,49,59,2025-10-23T00:39:29Z,3230000,False,,,0,,J. Johnson REBOUND (Off:0 Def:5),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Left Corner 3,24+ Left,,,322.0,5.0,5.0,0.0,,,,,,,,,,,,,,
324,PT02M46.00S,2025-10-23T00:39:31.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642258,7.5722733245729295,45.83333333333333,1610612737,51,59,2025-10-23T00:39:36Z,3240000,False,21.0,19.0,1,left,Z. Risacher running Layup (9 PTS) (J. Johnson 5 AST),"[1642258, 1630552]",1610612737.0,ATL,running,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,2.8,Made,,,,,,,,,,,9.0,J. Johnson,1630552.0,5.0,,,,
326,PT02M38.00S,2025-10-23T00:39:40.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,86.15308804204993,51.225490196078425,1610612761,51,59,2025-10-23T00:39:45Z,3260000,False,6.0,78.0,1,right,MISS S. Barnes 7' turnaround Shot - blocked,"[1630567, 1630552]",1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,7.79,Missed,,,,,,,,,,,,,,,Johnson,1630552.0,,
327,PT02M38.00S,2025-10-23T00:39:40.3Z,2,REGULAR,block,,[],1630552,,,1610612761,51,59,2025-10-23T00:39:43Z,3270000,False,,,0,,J. Johnson BLOCK (1 BLK),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
328,PT02M35.00S,2025-10-23T00:39:43.3Z,2,REGULAR,rebound,defensive,[],204001,,,1610612737,51,59,2025-10-23T00:39:45Z,3280000,False,,,0,,K. Porziņģis REBOUND (Off:1 Def:4),[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,In The Paint (Non-RA),0-8 Center,,,326.0,5.0,4.0,1.0,,,,,,,,,,,,,,
329,PT02M30.00S,2025-10-23T00:39:49.5Z,2,REGULAR,foul,personal,['2freethrow'],1627742,,,1610612737,51,59,2025-10-23T00:40:07Z,3290000,False,,,0,,B. Ingram shooting personal FOUL (3 PF) (Young 2 FT),"[1627742, 1629027]",1610612761.0,TOR,shooting,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2882.0,,3.0,0.0,Young,1629027.0,,,,,,,,
331,PT02M30.00S,2025-10-23T00:40:25.5Z,2,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,51,59,2025-10-23T00:40:25Z,3310000,False,,,0,,MISS T. Young Free Throw 1 of 2,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
332,PT02M30.00S,2025-10-23T00:40:25.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,51,59,2025-10-23T00:40:25Z,3320000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,331.0,,,,,,,,,,,,,,,,,
333,PT02M30.00S,2025-10-23T00:40:27.2Z,2,REGULAR,substitution,out,[],1627742,,,1610612737,51,59,2025-10-23T00:40:35Z,3330000,False,,,0,,SUB out: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT02M30.00S,2025-10-23T00:40:27.2Z,2,REGULAR,substitution,in,[],1641711,,,1610612737,51,59,2025-10-23T00:40:35Z,3340000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT02M30.00S,2025-10-23T00:40:44.5Z,2,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,52,59,2025-10-23T00:40:44Z,3350000,False,,,0,,T. Young Free Throw 2 of 2 (10 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,,,,,,,10.0,,,,,,,
337,PT02M12.00S,2025-10-23T00:41:03.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,87.72996057818659,55.63725490196079,1610612761,52,59,2025-10-23T00:49:55Z,3360000,False,28.0,63.0,1,right,MISS R. Barrett 6' driving floating Shot,[1629628],1610612761.0,TOR,driving floating,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,6.88,Missed,,,,,,,,,,,,,,,,,,
338,PT02M08.00S,2025-10-23T00:41:07.0Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612761,52,59,2025-10-23T00:49:55Z,3370000,False,,,0,,J. Poeltl REBOUND (Off:3 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,337.0,4.0,1.0,3.0,,,,,,,,,,,,,,
339,PT02M08.00S,2025-10-23T00:41:07.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,94.40999984741211,50.0,1610612761,52,59,2025-10-23T00:41:07Z,3380000,False,0.0,0.0,1,right,MISS J. Poeltl tip Layup,[1627751],1610612761.0,TOR,tip,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
340,PT02M07.00S,2025-10-23T00:41:08.0Z,2,REGULAR,rebound,defensive,[],1629638,,,1610612737,52,59,2025-10-23T00:41:08Z,3390000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:2),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,8-16 Left,,,339.0,2.0,2.0,0.0,,,,,,,,,,,,,,
342,PT01M58.00S,2025-10-23T00:41:17.0Z,2,REGULAR,3pt,Jump Shot,[],204001,28.07161629434954,79.90196078431373,1610612737,55,59,2025-10-23T00:41:21Z,3400000,False,-150.0,211.0,1,left,K. Porziņģis 25' 3PT  (10 PTS) (T. Young 2 AST),"[204001, 1629027]",1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Left Center,25.89,Made,,,,,,,,,,,10.0,T. Young,1629027.0,2.0,,,,
346,PT01M31.00S,2025-10-23T00:42:22.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,93.51182654402102,50.245098039215684,1610612761,55,61,2025-10-23T00:43:23Z,3440000,False,1.0,8.0,1,right,J. Poeltl cutting finger roll Layup (6 PTS) (R. Barrett 5 AST),"[1627751, 1629628]",1610612761.0,TOR,cutting finger roll,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,0.86,Made,,,,,,,,,,,6.0,R. Barrett,1629628.0,5.0,,,,
348,PT01M17.00S,2025-10-23T00:42:35.4Z,2,REGULAR,3pt,Jump Shot,[],1629638,31.09395532194481,71.07843137254902,1610612737,55,61,2025-10-23T00:43:11Z,3460000,False,-105.0,240.0,1,left,MISS N. Alexander-Walker 26' 3PT,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,26.19,Missed,,,,,,,,,,,,,,,,,,
349,PT01M17.00S,2025-10-23T00:42:35.4Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612761,55,61,2025-10-23T00:43:11Z,3470000,False,,,0,,R. Barrett REBOUND (Off:1 Def:5),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,,,348.0,6.0,5.0,1.0,,,,,,,,,,,,,,
350,PT01M10.00S,2025-10-23T00:42:49.0Z,2,REGULAR,foul,offensive,[],1630193,,,1610612761,55,61,2025-10-23T00:43:07Z,3480000,False,,,0,,I. Quickley off-the-ball offensive FOUL (1 PF),"[1630193, 1629638]",1610612761.0,TOR,off-the-ball,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,,,,,1627541.0,,1.0,0.0,Alexander-Walker,1629638.0,,,,,,,,
352,PT01M10.00S,2025-10-23T00:42:49.0Z,2,REGULAR,turnover,offensive foul,[],1630193,,,1610612761,55,61,2025-10-23T00:43:07Z,3500000,False,,,0,,I. Quickley offensive foul TURNOVER (1 TO),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,,,,,1627541.0,1.0,,,,,,,,,,,,
353,PT01M10.00S,2025-10-23T00:43:08.4Z,2,REGULAR,substitution,out,[],1627751,,,1610612737,55,61,2025-10-23T00:43:13Z,3510000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT01M10.00S,2025-10-23T00:43:08.4Z,2,REGULAR,substitution,in,[],1642367,,,1610612737,55,61,2025-10-23T00:43:13Z,3520000,False,,,0,,SUB in: J. Mogbo,[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT00M55.60S,2025-10-23T00:43:32.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",204001,19.530223390275953,56.372549019607845,1610612737,57,61,2025-10-23T00:43:37Z,3530000,False,-32.0,131.0,1,left,K. Porziņģis 13' pullup Jump Shot (12 PTS) (T. Young 3 AST),"[204001, 1629027]",1610612737.0,ATL,pullup,,,Porziņģis,K. Porziņģis,,,,,In The Paint (Non-RA),8-16 Center,13.49,Made,,,,,,,,,,,12.0,T. Young,1629027.0,3.0,,,,
357,PT00M47.40S,2025-10-23T00:43:49.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629027,,,1610612761,57,61,2025-10-23T00:44:21Z,3550000,False,,,0,,T. Young personal FOUL (1 PF) (Barnes 2 FT),"[1629027, 1630567]",1610612737.0,ATL,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,,2882.0,,1.0,0.0,Barnes,1630567.0,,,,,,,,
359,PT00M47.40S,2025-10-23T00:44:22.5Z,2,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,57,62,2025-10-23T00:44:22Z,3570000,False,,,0,,S. Barnes Free Throw 1 of 2 (11 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,,,,,,,,,,,11.0,,,,,,,
