actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
513,PT00M00.60S,2025-12-06T02:21:54.8Z,3,REGULAR,heave,,[],0,,,1610612743,103,94,2025-12-06T02:24:36Z,5070000,False,,,0,,DEN Heave,[],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Left Center,41.73,,,,,,,,,,,,,,,,,,,,,,
514,PT00M00.10S,2025-12-06T02:21:55.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612743,103,94,2025-12-06T02:22:54Z,5080000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Left Center,,,,,513.0,,,,,,,,,,,,,,,,,,
515,PT00M00.00S,2025-12-06T02:22:01.6Z,3,REGULAR,period,end,[],0,,,1610612743,103,94,2025-12-06T02:22:01Z,5090000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT12M00.00S,2025-12-06T02:24:19.0Z,4,REGULAR,substitution,out,['startperiod'],1630700,,,1610612743,103,94,2025-12-06T02:24:37Z,5100000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,,,,,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,
517,PT12M00.00S,2025-12-06T02:24:19.0Z,4,REGULAR,substitution,out,['startperiod'],203999,,,1610612743,103,94,2025-12-06T02:24:37Z,5110000,False,,,0,,SUB out: N. Jokić,[203999],1610612743.0,DEN,,,,,,,,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,
518,PT12M00.00S,2025-12-06T02:24:19.0Z,4,REGULAR,substitution,in,['startperiod'],1630811,,,1610612743,103,94,2025-12-06T02:24:37Z,5120000,False,,,0,,SUB in: K. Wallace,[1630811],1610612737.0,ATL,,,,,,,,,,,Wallace,K. Wallace,,,,,,,,,,,,,,,,,,,
519,PT12M00.00S,2025-12-06T02:24:19.0Z,4,REGULAR,substitution,in,['startperiod'],202685,,,1610612743,103,94,2025-12-06T02:24:37Z,5130000,False,,,0,,SUB in: J. Valančiūnas,[202685],1610612743.0,DEN,,,,,,,,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,
520,PT12M00.00S,2025-12-06T02:24:52.3Z,4,REGULAR,period,start,[],0,,,1610612743,103,94,2025-12-06T02:24:52Z,5140000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT11M43.00S,2025-12-06T02:25:10.2Z,4,REGULAR,3pt,Jump Shot,[],203501,31.225361366622867,56.372549019607845,1610612743,103,97,2025-12-06T02:25:50Z,5150000,False,-32.0,241.0,1,left,T. Hardaway Jr. 24' 3PT pullup (14 PTS) (C. Johnson 2 AST),"[203501, 1629661]",1610612743.0,DEN,pullup,,,,,,Above the Break 3,24+ Center,24.31,Made,Hardaway Jr.,T. Hardaway Jr.,,,,,14.0,C. Johnson,1629661.0,2.0,,,,,,,,,,,
523,PT11M23.00S,2025-12-06T02:25:28.1Z,4,REGULAR,3pt,Jump Shot,[],1631243,95.22010512483574,3.1862745098039214,1610612737,106,97,2025-12-06T02:25:32Z,5170000,False,-234.0,-8.0,1,right,M. Gueye 3PT  (3 PTS) (V. Krejčí 2 AST),"[1631243, 1630249]",1610612737.0,ATL,,,,,,,Left Corner 3,24+ Left,23.42,Made,Gueye,M. Gueye,,,,,3.0,V. Krejčí,1630249.0,2.0,,,,,,,,,,,
525,PT11M03.00S,2025-12-06T02:25:47.6Z,4,REGULAR,3pt,Jump Shot,[],1629661,30.831143232588698,58.333333333333336,1610612743,106,100,2025-12-06T02:25:52Z,5190000,False,-42.0,237.0,1,left,C. Johnson 24' 3PT  (10 PTS) (J. Murray 8 AST),"[1629661, 1627750]",1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,24.09,Made,Johnson,C. Johnson,,,,,10.0,J. Murray,1627750.0,8.0,,,,,,,,,,,
527,PT10M51.00S,2025-12-06T02:26:00.1Z,4,REGULAR,3pt,Jump Shot,[],1631243,93.51182654402102,97.54901960784314,1610612737,106,100,2025-12-06T02:26:05Z,5210000,False,238.0,8.0,1,right,MISS M. Gueye 3PT,[1631243],1610612737.0,ATL,,,,,,,Right Corner 3,24+ Right,23.79,Missed,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,
528,PT10M47.00S,2025-12-06T02:26:04.1Z,4,REGULAR,rebound,defensive,[],203501,,,1610612743,106,100,2025-12-06T02:26:05Z,5220000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:6),[203501],1610612743.0,DEN,,,,,,,Right Corner 3,24+ Right,,,Hardaway Jr.,T. Hardaway Jr.,527.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
529,PT10M37.00S,2025-12-06T02:26:16.0Z,4,REGULAR,foul,personal,[],1631243,,,1610612743,106,100,2025-12-06T02:26:31Z,5230000,False,,,0,,M. Gueye personal FOUL (1 PF),"[1631243, 202685]",1610612737.0,ATL,,,,,,,Restricted Area,0-8 Center,,,Gueye,M. Gueye,,,,,,,,,1162.0,,,,1.0,0.0,Valančiūnas,202685.0,,,
531,PT10M28.00S,2025-12-06T02:26:48.3Z,4,REGULAR,2pt,Jump Shot,[],1629661,10.988830486202366,75.24509803921569,1610612743,106,100,2025-12-06T02:26:54Z,5250000,False,-126.0,51.0,1,left,MISS C. Johnson 13' pullup Shot,[1629661],1610612743.0,DEN,pullup,,,,,,Mid-Range,8-16 Left,13.6,Missed,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,
532,PT10M25.00S,2025-12-06T02:26:51.3Z,4,REGULAR,rebound,defensive,[],1631243,,,1610612737,106,100,2025-12-06T02:26:54Z,5260000,False,,,0,,M. Gueye REBOUND (Off:0 Def:3),[1631243],1610612737.0,ATL,,,,,,,Mid-Range,8-16 Left,,,Gueye,M. Gueye,531.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
533,PT10M19.00S,2025-12-06T02:26:57.6Z,4,REGULAR,3pt,Jump Shot,[],1630249,66.5735873850197,52.69607843137255,1610612737,106,100,2025-12-06T02:27:03Z,5270000,False,13.0,262.0,1,right,MISS V. Krejčí 26' 3PT,[1630249],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Center,26.2,Missed,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,
534,PT10M15.00S,2025-12-06T02:27:01.3Z,4,REGULAR,rebound,offensive,[],1630168,,,1610612737,106,100,2025-12-06T02:27:01Z,5280000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:4),[1630168],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Center,,,Okongwu,O. Okongwu,533.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
535,PT10M13.00S,2025-12-06T02:27:03.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1631243,95.22010512483574,3.9215686274509802,1610612737,106,100,2025-12-06T02:27:09Z,5290000,False,-230.0,-8.0,1,right,MISS M. Gueye 3PT,[1631243],1610612737.0,ATL,,,,,,,Left Corner 3,24+ Left,23.05,Missed,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,
536,PT10M08.00S,2025-12-06T02:27:08.9Z,4,REGULAR,rebound,defensive,[],202685,,,1610612743,106,100,2025-12-06T02:27:09Z,5300000,False,,,0,,J. Valančiūnas REBOUND (Off:1 Def:2),[202685],1610612743.0,DEN,,,,,,,Left Corner 3,24+ Left,,,Valančiūnas,J. Valančiūnas,535.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
537,PT10M04.00S,2025-12-06T02:27:12.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1627750,29.122864651773984,70.83333333333334,1610612743,106,103,2025-12-06T02:27:20Z,5310000,False,-104.0,221.0,1,left,J. Murray 24' 3PT running pullup (17 PTS),[1627750],1610612743.0,DEN,running pullup,,,,,,Above the Break 3,24+ Left Center,24.46,Made,Murray,J. Murray,,,,,17.0,,,,,,,,,,,,,,
538,PT09M47.00S,2025-12-06T02:27:29.5Z,4,REGULAR,turnover,bad pass,[],1631243,,,1610612737,106,103,2025-12-06T02:27:37Z,5320000,False,,,0,,M. Gueye bad pass TURNOVER (1 TO),"[1631243, 1628971]",1610612737.0,ATL,,,,,,,Mid-Range,8-16 Center,,,Gueye,M. Gueye,,,,,,,,,,1.0,Brown,1628971.0,,,,,,,
539,PT09M47.00S,2025-12-06T02:27:29.5Z,4,REGULAR,steal,,[],1628971,,,1610612743,106,103,2025-12-06T02:30:25Z,5330000,False,,,0,,B. Brown STEAL (3 STL),[1628971],1610612743.0,DEN,,,,,,,Mid-Range,8-16 Center,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,
540,PT09M41.00S,2025-12-06T02:27:35.1Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629661,30.436925098554536,67.15686274509804,1610612743,106,106,2025-12-06T02:27:44Z,5340000,False,-86.0,234.0,1,left,C. Johnson 24' 3PT running (13 PTS) (J. Murray 9 AST),"[1629661, 1627750]",1610612743.0,DEN,running,,,,,,Above the Break 3,24+ Left Center,24.89,Made,Johnson,C. Johnson,,,,,13.0,J. Murray,1627750.0,9.0,,,,,,,,,,,
542,PT09M41.00S,2025-12-06T02:27:41.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,106,106,2025-12-06T02:27:41Z,5360000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT09M41.00S,2025-12-06T02:29:48.2Z,4,REGULAR,substitution,out,[],1631243,,,1610612737,106,106,2025-12-06T02:30:28Z,5370000,False,,,0,,SUB out: M. Gueye,[1631243],1610612737.0,ATL,,,,,,,,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,
544,PT09M41.00S,2025-12-06T02:29:48.2Z,4,REGULAR,substitution,out,[],1630811,,,1610612737,106,106,2025-12-06T02:30:28Z,5380000,False,,,0,,SUB out: K. Wallace,[1630811],1610612737.0,ATL,,,,,,,,,,,Wallace,K. Wallace,,,,,,,,,,,,,,,,,,,
545,PT09M41.00S,2025-12-06T02:29:48.2Z,4,REGULAR,substitution,in,[],1630552,,,1610612737,106,106,2025-12-06T02:30:28Z,5390000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,,,,,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,
546,PT09M41.00S,2025-12-06T02:29:48.2Z,4,REGULAR,substitution,in,[],1629638,,,1610612737,106,106,2025-12-06T02:30:28Z,5400000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,,,,,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,
547,PT09M16.00S,2025-12-06T02:31:06.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,92.19776609724047,45.588235294117645,1610612737,106,106,2025-12-06T02:31:13Z,5410000,False,-22.0,21.0,1,right,MISS J. Johnson driving Layup,[1630552],1610612737.0,ATL,driving,,,,,,Restricted Area,0-8 Center,3.03,Missed,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,
548,PT09M13.00S,2025-12-06T02:31:09.1Z,4,REGULAR,rebound,defensive,[],1628971,,,1610612743,106,106,2025-12-06T02:31:13Z,5420000,False,,,0,,B. Brown REBOUND (Off:0 Def:3),[1628971],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,,Brown,B. Brown,547.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
550,PT09M06.00S,2025-12-06T02:31:34.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],202685,5.469776609724048,50.98039215686274,1610612743,106,108,2025-12-06T02:31:40Z,5440000,False,-5.0,-1.0,1,left,J. Valančiūnas driving DUNK (8 PTS) (J. Murray 10 AST),"[202685, 1627750]",1610612743.0,DEN,driving,,,,,,Restricted Area,0-8 Center,0.5,Made,Valančiūnas,J. Valančiūnas,,,,,8.0,J. Murray,1627750.0,10.0,,,,,,,,,,,
552,PT08M51.00S,2025-12-06T02:31:51.9Z,4,REGULAR,turnover,traveling,[],1630552,,,1610612737,106,108,2025-12-06T02:31:59Z,5460000,False,,,0,,J. Johnson traveling TURNOVER (3 TO),[1630552],1610612737.0,ATL,,,,,,,Mid-Range,8-16 Right,,,Johnson,J. Johnson,,,,,,,,,1162.0,3.0,,,,,,,,,
553,PT08M38.00S,2025-12-06T02:32:21.2Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1627750,14.931011826544022,75.24509803921569,1610612743,106,110,2025-12-06T02:32:30Z,5470000,False,-126.0,88.0,1,left,J. Murray 15' turnaround Jump Shot (19 PTS),[1627750],1610612743.0,DEN,turnaround,,,,,,Mid-Range,8-16 Left,15.38,Made,Murray,J. Murray,,,,,19.0,,,,,,,,,,,,,,
554,PT08M38.00S,2025-12-06T02:32:26.5Z,4,REGULAR,foul,personal,['1freethrow'],1628379,,,1610612743,106,110,2025-12-06T02:32:50Z,5480000,False,,,0,,L. Kennard shooting personal FOUL (3 PF) (Murray 1 FT),"[1628379, 1627750]",1610612737.0,ATL,shooting,,,,,,Mid-Range,8-16 Left,,,Kennard,L. Kennard,,,,,,,,,1162.0,,,,3.0,0.0,Murray,1627750.0,,,
556,PT08M38.00S,2025-12-06T02:32:32.1Z,4,REGULAR,substitution,out,[],1628379,,,1610612743,106,110,2025-12-06T02:32:39Z,5500000,False,,,0,,SUB out: L. Kennard,[1628379],1610612737.0,ATL,,,,,,,,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,
557,PT08M38.00S,2025-12-06T02:32:32.1Z,4,REGULAR,substitution,out,[],1630249,,,1610612743,106,110,2025-12-06T02:32:39Z,5510000,False,,,0,,SUB out: V. Krejčí,[1630249],1610612737.0,ATL,,,,,,,,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,
558,PT08M38.00S,2025-12-06T02:32:32.1Z,4,REGULAR,substitution,in,[],1630700,,,1610612743,106,110,2025-12-06T02:32:39Z,5520000,False,,,0,,SUB in: D. Daniels,[1630700],1610612737.0,ATL,,,,,,,,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,
559,PT08M38.00S,2025-12-06T02:32:32.1Z,4,REGULAR,substitution,in,[],1642258,,,1610612743,106,110,2025-12-06T02:32:39Z,5530000,False,,,0,,SUB in: Z. Risacher,[1642258],1610612737.0,ATL,,,,,,,,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,
560,PT08M38.00S,2025-12-06T02:32:55.8Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],1627750,,,1610612743,106,111,2025-12-06T02:32:55Z,5540000,False,,,0,,J. Murray Free Throw 1 of 1 (20 PTS),[1627750],1610612743.0,DEN,,,,,,,,,,Made,Murray,J. Murray,,,,,20.0,,,,,,,,,,,,,,
561,PT08M28.00S,2025-12-06T02:33:08.6Z,4,REGULAR,foul,personal,[],1628971,,,1610612737,106,111,2025-12-06T02:33:16Z,5550000,False,,,0,,B. Brown personal FOUL (2 PF),"[1628971, 1630168]",1610612743.0,DEN,,,,,,,In The Paint (Non-RA),8-16 Center,,,Brown,B. Brown,,,,,,,,,1162.0,,,,2.0,0.0,Okongwu,1630168.0,,,
563,PT08M13.00S,2025-12-06T02:33:42.5Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612737,106,111,2025-12-06T02:33:54Z,5570000,False,,,0,,ATL shot clock Team TURNOVER,[],1610612737.0,ATL,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1162.0,,,,,,,,,,
564,PT08M01.00S,2025-12-06T02:34:13.7Z,4,REGULAR,foul,offensive,[],1627750,,,1610612743,106,111,2025-12-06T02:34:21Z,5580000,False,,,0,,J. Murray offensive FOUL (1 PF),"[1627750, 1629638]",1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,,,Murray,J. Murray,,,,,,,,,1629183.0,,,,1.0,0.0,Alexander-Walker,1629638.0,,,
566,PT08M01.00S,2025-12-06T02:34:13.7Z,4,REGULAR,turnover,offensive foul,[],1627750,,,1610612743,106,111,2025-12-06T02:34:13Z,5600000,False,,,0,,J. Murray offensive foul TURNOVER (3 TO),[1627750],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,,,Murray,J. Murray,,,,,,,,,1629183.0,3.0,,,,,,,,,
567,PT07M42.00S,2025-12-06T02:34:48.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630700,92.9862023653088,97.54901960784314,1610612737,106,111,2025-12-06T02:34:55Z,5610000,False,238.0,13.0,1,right,MISS D. Daniels 3PT,[1630700],1610612737.0,ATL,,,,,,,Right Corner 3,24+ Right,23.81,Missed,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,
568,PT07M38.00S,2025-12-06T02:34:52.6Z,4,REGULAR,rebound,defensive,[],1627750,,,1610612743,106,111,2025-12-06T02:34:55Z,5620000,False,,,0,,J. Murray REBOUND (Off:1 Def:4),[1627750],1610612743.0,DEN,,,,,,,Right Corner 3,24+ Right,,,Murray,J. Murray,567.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
569,PT07M25.00S,2025-12-06T02:35:06.1Z,4,REGULAR,3pt,Jump Shot,[],1628971,29.38567674113009,31.862745098039213,1610612743,106,114,2025-12-06T02:35:11Z,5630000,False,91.0,224.0,1,left,B. Brown 24' 3PT pullup (13 PTS),[1628971],1610612743.0,DEN,pullup,,,,,,Above the Break 3,24+ Right Center,24.14,Made,Brown,B. Brown,,,,,13.0,,,,,,,,,,,,,,
570,PT07M13.00S,2025-12-06T02:35:17.9Z,4,REGULAR,3pt,Jump Shot,[],1630552,68.01905387647832,67.15686274509804,1610612737,106,114,2025-12-06T02:35:23Z,5640000,False,86.0,248.0,1,right,MISS J. Johnson 26' 3PT,[1630552],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Right Center,26.25,Missed,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,
571,PT07M09.00S,2025-12-06T02:35:21.9Z,4,REGULAR,rebound,defensive,[],1629661,,,1610612743,106,114,2025-12-06T02:35:23Z,5650000,False,,,0,,C. Johnson REBOUND (Off:0 Def:3),[1629661],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Right Center,,,Johnson,C. Johnson,570.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
572,PT06M53.00S,2025-12-06T02:35:37.0Z,4,REGULAR,3pt,Jump Shot,[],203501,25.706307490144546,18.137254901960784,1610612743,106,117,2025-12-06T02:35:42Z,5660000,False,159.0,189.0,1,left,T. Hardaway Jr. 24' 3PT  (17 PTS) (J. Valančiūnas 2 AST),"[203501, 202685]",1610612743.0,DEN,,,,,,,Above the Break 3,24+ Right Center,24.73,Made,Hardaway Jr.,T. Hardaway Jr.,,,,,17.0,J. Valančiūnas,202685.0,2.0,,,,,,,,,,,
574,PT06M41.00S,2025-12-06T02:35:49.6Z,4,REGULAR,2pt,Jump Shot,[],1629638,77.4802890932983,71.81372549019608,1610612737,106,117,2025-12-06T02:35:54Z,5680000,False,109.0,159.0,1,right,MISS N. Alexander-Walker 19' pullup Shot,[1629638],1610612737.0,ATL,pullup,,,,,,Mid-Range,16-24 Right Center,19.3,Missed,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,
575,PT06M37.00S,2025-12-06T02:35:53.5Z,4,REGULAR,rebound,offensive,[],1630168,,,1610612737,106,117,2025-12-06T02:35:53Z,5690000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:4),[1630168],1610612737.0,ATL,,,,,,,Mid-Range,16-24 Right Center,,,Okongwu,O. Okongwu,574.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
576,PT06M36.00S,2025-12-06T02:35:57.5Z,4,REGULAR,foul,personal,[],1628971,,,1610612737,106,117,2025-12-06T02:36:03Z,5700000,False,,,0,,B. Brown personal FOUL (3 PF),"[1628971, 1630552]",1610612743.0,DEN,,,,,,,Mid-Range,16-24 Left Center,,,Brown,B. Brown,,,,,,,,,1162.0,,,,3.0,0.0,Johnson,1630552.0,,,
578,PT06M36.00S,2025-12-06T02:36:03.8Z,4,REGULAR,substitution,out,[],1630168,,,1610612737,106,117,2025-12-06T02:36:10Z,5720000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,,,,,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,
579,PT06M36.00S,2025-12-06T02:36:03.8Z,4,REGULAR,substitution,in,[],204001,,,1610612737,106,117,2025-12-06T02:36:10Z,5730000,False,,,0,,SUB in: K. Porziņģis,[204001],1610612737.0,ATL,,,,,,,,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,
580,PT06M30.00S,2025-12-06T02:36:25.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],204001,67.7562417871222,31.862745098039213,1610612737,109,117,2025-12-06T02:36:30Z,5740000,False,-91.0,251.0,1,right,K. Porziņģis 26' 3PT  (20 PTS) (D. Daniels 6 AST),"[204001, 1630700]",1610612737.0,ATL,,,,,,,Above the Break 3,24+ Left Center,26.65,Made,Porziņģis,K. Porziņģis,,,,,20.0,D. Daniels,1630700.0,6.0,,,,,,,,,,,
582,PT06M13.00S,2025-12-06T02:36:44.2Z,4,REGULAR,3pt,Jump Shot,[],1629661,32.637976346911955,64.70588235294117,1610612743,109,120,2025-12-06T02:37:20Z,5760000,False,-74.0,254.0,1,left,C. Johnson 26' 3PT  (16 PTS) (J. Murray 11 AST),"[1629661, 1627750]",1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,26.47,Made,Johnson,C. Johnson,,,,,16.0,J. Murray,1627750.0,11.0,,,,,,,,,,,
584,PT05M53.00S,2025-12-06T02:37:02.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,81.42247043363994,41.911764705882355,1610612737,109,120,2025-12-06T02:38:02Z,5780000,False,-40.0,122.0,1,right,MISS J. Johnson 12' driving floating bank Shot,[1630552],1610612737.0,ATL,driving floating bank,,,,,,In The Paint (Non-RA),8-16 Center,12.86,Missed,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,
585,PT05M51.00S,2025-12-06T02:37:04.1Z,4,REGULAR,rebound,defensive,[],202685,,,1610612743,109,120,2025-12-06T02:37:07Z,5790000,False,,,0,,J. Valančiūnas REBOUND (Off:1 Def:3),[202685],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),8-16 Center,,,Valančiūnas,J. Valančiūnas,584.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
586,PT05M44.00S,2025-12-06T02:37:12.1Z,4,REGULAR,3pt,Jump Shot,[],1627750,30.699737187910642,38.48039215686275,1610612743,109,120,2025-12-06T02:37:27Z,5800000,False,58.0,236.0,1,left,MISS J. Murray 24' pullup 3PT,[1627750],1610612743.0,DEN,pullup,,,,,,Above the Break 3,24+ Center,24.3,Missed,Murray,J. Murray,,,,,,,,,,,,,,,,,,,
587,PT05M38.00S,2025-12-06T02:37:18.1Z,4,REGULAR,rebound,defensive,[],1642258,,,1610612737,109,120,2025-12-06T02:37:27Z,5810000,False,,,0,,Z. Risacher REBOUND (Off:1 Def:2),[1642258],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Center,,,Risacher,Z. Risacher,586.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
588,PT05M34.00S,2025-12-06T02:37:23.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,93.24901445466492,51.470588235294116,1610612737,111,120,2025-12-06T02:37:49Z,5820000,False,7.0,11.0,1,right,N. Alexander-Walker driving Layup (19 PTS) (D. Daniels 7 AST),"[1629638, 1630700]",1610612737.0,ATL,driving,,,,,,Restricted Area,0-8 Center,1.33,Made,Alexander-Walker,N. Alexander-Walker,,,,,19.0,D. Daniels,1630700.0,7.0,,,,,,,,,,,
589,PT05M34.00S,2025-12-06T02:37:35.5Z,4,REGULAR,foul,personal,['1freethrow'],202685,,,1610612737,111,120,2025-12-06T02:37:47Z,5830000,False,,,0,,J. Valančiūnas shooting personal FOUL (1 PF) (Alexander-Walker 1 FT),"[202685, 1629638]",1610612743.0,DEN,shooting,,,,,,Restricted Area,0-8 Center,,,Valančiūnas,J. Valančiūnas,,,,,,,,,1629183.0,,,,1.0,0.0,Alexander-Walker,1629638.0,,,
591,PT05M34.00S,2025-12-06T02:37:46.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,111,120,2025-12-06T02:38:02Z,5850000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT05M34.00S,2025-12-06T02:40:16.8Z,4,REGULAR,substitution,out,[],1642258,,,1610612737,111,120,2025-12-06T02:40:48Z,5860000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,,,,,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,
594,PT05M34.00S,2025-12-06T02:40:16.8Z,4,REGULAR,substitution,out,[],203501,,,1610612737,111,120,2025-12-06T02:40:48Z,5870000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,
595,PT05M34.00S,2025-12-06T02:40:16.8Z,4,REGULAR,substitution,out,[],202685,,,1610612737,111,120,2025-12-06T02:40:48Z,5880000,False,,,0,,SUB out: J. Valančiūnas,[202685],1610612743.0,DEN,,,,,,,,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,
596,PT05M34.00S,2025-12-06T02:40:16.8Z,4,REGULAR,substitution,in,[],1630249,,,1610612737,111,120,2025-12-06T02:40:48Z,5890000,False,,,0,,SUB in: V. Krejčí,[1630249],1610612737.0,ATL,,,,,,,,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,
597,PT05M34.00S,2025-12-06T02:40:16.8Z,4,REGULAR,substitution,in,[],1631212,,,1610612737,111,120,2025-12-06T02:40:48Z,5900000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,,,,,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,
598,PT05M34.00S,2025-12-06T02:40:16.8Z,4,REGULAR,substitution,in,[],203999,,,1610612737,111,120,2025-12-06T02:40:48Z,5910000,False,,,0,,SUB in: N. Jokić,[203999],1610612743.0,DEN,,,,,,,,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,
599,PT05M34.00S,2025-12-06T02:41:08.9Z,4,REGULAR,freethrow,1 of 1,[],1629638,,,1610612737,112,120,2025-12-06T02:41:08Z,5920000,False,,,0,,N. Alexander-Walker Free Throw 1 of 1 (20 PTS),[1629638],1610612737.0,ATL,,,,,,,,,,Made,Alexander-Walker,N. Alexander-Walker,,,,,20.0,,,,,,,,,,,,,,
