actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
497,PT01M53.00S,2025-11-08T02:16:02.8Z,3,REGULAR,steal,,[],1641711,,,1610612761,75,70,2025-11-08T02:16:04Z,4940000,False,,,0,,G. Dick STEAL (1 STL),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
498,PT01M49.00S,2025-11-08T02:16:06.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641711,7.178055190538765,46.568627450980394,1610612761,75,70,2025-11-08T02:29:55Z,4950000,False,17.0,15.0,1,left,MISS G. Dick driving finger roll Layup,[1641711],1610612761.0,TOR,driving finger roll,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,2.28,Missed,,,,,,,,,,,,,,,,,,
499,PT01M46.00S,2025-11-08T02:16:09.7Z,3,REGULAR,rebound,defensive,[],1630249,,,1610612737,75,70,2025-11-08T02:18:34Z,4960000,False,,,0,,V. Krejčí REBOUND (Off:1 Def:2),[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Restricted Area,0-8 Center,,,,498.0,3.0,2.0,1.0,,,,,,,,,,,,,
500,PT01M26.00S,2025-11-08T02:16:30.2Z,3,REGULAR,3pt,Jump Shot,[],1630700,73.27529566360053,17.15686274509804,1610612737,75,70,2025-11-08T02:16:36Z,4970000,False,-164.0,199.0,1,right,MISS D. Daniels 25' pullup 3PT,[1630700],1610612737.0,ATL,pullup,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,25.78,Missed,,,,,,,,,,,,,,,,,,
501,PT01M22.00S,2025-11-08T02:16:34.2Z,3,REGULAR,rebound,defensive,[],1630572,,,1610612761,75,70,2025-11-08T02:16:36Z,4980000,False,,,0,,S. Mamukelashvili REBOUND (Off:2 Def:4),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Left Center,,,,500.0,6.0,4.0,2.0,,,,,,,,,,,,,
502,PT01M11.00S,2025-11-08T02:16:43.8Z,3,REGULAR,3pt,Jump Shot,[],1641711,8.492115637319317,94.11764705882352,1610612761,75,73,2025-11-08T02:16:49Z,4990000,False,-221.0,27.0,1,left,G. Dick 3PT  (6 PTS) (C. Murray-Boyles 1 AST),"[1641711, 1642867]",1610612761.0,TOR,,,,Dick,G. Dick,,,,,Left Corner 3,24+ Left,22.23,Made,6.0,,,,,,,,,,,,,,,C. Murray-Boyles,1642867.0,1.0
504,PT00M55.40S,2025-11-08T02:17:03.1Z,3,REGULAR,foul,personal,[],1641711,,,1610612737,75,73,2025-11-08T02:17:15Z,5010000,False,,,0,,G. Dick personal FOUL (2 PF),"[1641711, 1630811]",1610612761.0,TOR,,,,Dick,G. Dick,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1627529.0,2.0,0.0,Wallace,1630811.0,,,
506,PT00M52.10S,2025-11-08T02:17:26.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,85.75886990801577,51.9607843137255,1610612737,75,73,2025-11-08T02:17:32Z,5030000,False,10.0,81.0,1,right,MISS O. Okongwu 8' turnaround Hook,[1630168],1610612737.0,ATL,turnaround,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,8.2,Missed,,,,,,,,,,,,,,,,,,
507,PT00M49.10S,2025-11-08T02:17:29.3Z,3,REGULAR,rebound,defensive,[],1642867,,,1610612761,75,73,2025-11-08T02:17:32Z,5040000,False,,,0,,C. Murray-Boyles REBOUND (Off:2 Def:2),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,In The Paint (Non-RA),8-16 Center,,,,506.0,4.0,2.0,2.0,,,,,,,,,,,,,
508,PT00M28.70S,2025-11-08T02:17:50.7Z,3,REGULAR,3pt,Jump Shot,[],1642347,8.229303547963205,1.9607843137254901,1610612761,75,73,2025-11-08T02:31:31Z,5050000,False,240.0,25.0,1,left,MISS J. Shead 24' step back 3PT,[1642347],1610612761.0,TOR,step back,,,Shead,J. Shead,,,,,Right Corner 3,24+ Right,24.15,Missed,,,,,,,,,,,,,,,,,,
509,PT00M27.40S,2025-11-08T02:17:52.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,75,73,2025-11-08T02:18:06Z,5060000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Right Corner 3,24+ Right,,,,508.0,,,,,,,,,,,,,,,,
510,PT00M27.40S,2025-11-08T02:17:55.4Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612761,75,73,2025-11-08T02:18:04Z,5070000,False,,,0,,TOR shot clock Team TURNOVER,[],1610612761.0,TOR,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2534.0,,,,,,,
511,PT00M27.40S,2025-11-08T02:18:07.4Z,3,REGULAR,substitution,out,[],1641711,,,1610612737,75,73,2025-11-08T02:18:16Z,5080000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT00M27.40S,2025-11-08T02:18:07.4Z,3,REGULAR,substitution,in,[],1642266,,,1610612737,75,73,2025-11-08T02:18:16Z,5090000,False,,,0,,SUB in: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT00M06.90S,2025-11-08T02:18:41.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630811,81.15965834428384,50.49019607843137,1610612737,77,73,2025-11-08T02:18:51Z,5100000,False,2.0,125.0,1,right,K. Wallace 12' driving floating Jump Shot (7 PTS),[1630811],1610612737.0,ATL,driving floating,,,Wallace,K. Wallace,,,,,In The Paint (Non-RA),8-16 Center,12.46,Made,7.0,,,,,,,,,,,,,,,,,
514,PT00M00.70S,2025-11-08T02:18:53.9Z,3,REGULAR,2pt,Jump Shot,[],1630567,5.075558475689881,20.588235294117645,1610612761,77,73,2025-11-08T02:19:01Z,5110000,False,147.0,-5.0,1,left,MISS S. Barnes 14' pullup Shot,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Right,14.72,Missed,,,,,,,,,,,,,,,,,,
515,PT00M00.10S,2025-11-08T02:18:54.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,77,73,2025-11-08T02:19:17Z,5120000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Mid-Range,8-16 Right,,,,514.0,,,,,,,,,,,,,,,,
516,PT00M00.00S,2025-11-08T02:19:01.4Z,3,REGULAR,period,end,[],0,,,1610612761,77,73,2025-11-08T02:19:01Z,5130000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT12M00.00S,2025-11-08T02:20:49.5Z,4,REGULAR,substitution,out,['startperiod'],1631243,,,1610612761,77,73,2025-11-08T02:21:30Z,5140000,False,,,0,,SUB out: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT12M00.00S,2025-11-08T02:20:49.5Z,4,REGULAR,substitution,out,['startperiod'],1630249,,,1610612761,77,73,2025-11-08T02:21:30Z,5150000,False,,,0,,SUB out: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT12M00.00S,2025-11-08T02:20:49.5Z,4,REGULAR,substitution,out,['startperiod'],1642266,,,1610612761,77,73,2025-11-08T02:21:30Z,5160000,False,,,0,,SUB out: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT12M00.00S,2025-11-08T02:20:49.5Z,4,REGULAR,substitution,in,['startperiod'],204001,,,1610612761,77,73,2025-11-08T02:21:30Z,5170000,False,,,0,,SUB in: K. Porziņģis,[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT12M00.00S,2025-11-08T02:20:49.5Z,4,REGULAR,substitution,in,['startperiod'],1642258,,,1610612761,77,73,2025-11-08T02:21:30Z,5180000,False,,,0,,SUB in: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT12M00.00S,2025-11-08T02:20:49.5Z,4,REGULAR,substitution,in,['startperiod'],1641711,,,1610612761,77,73,2025-11-08T02:21:30Z,5190000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT12M00.00S,2025-11-08T02:21:41.2Z,4,REGULAR,period,start,[],0,,,1610612761,77,73,2025-11-08T02:21:41Z,5200000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT11M47.00S,2025-11-08T02:21:53.6Z,4,REGULAR,3pt,Jump Shot,[],1630572,8.09789750328515,2.696078431372549,1610612761,77,73,2025-11-08T02:21:58Z,5210000,False,237.0,24.0,1,left,MISS S. Mamukelashvili 3PT,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Right Corner 3,24+ Right,23.77,Missed,,,,,,,,,,,,,,,,,,
525,PT11M44.00S,2025-11-08T02:21:56.6Z,4,REGULAR,rebound,defensive,[],1630168,,,1610612737,77,73,2025-11-08T02:21:58Z,5220000,False,,,0,,O. Okongwu REBOUND (Off:3 Def:4),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Right Corner 3,24+ Right,,,,524.0,7.0,4.0,3.0,,,,,,,,,,,,,
526,PT11M39.00S,2025-11-08T02:22:02.9Z,4,REGULAR,foul,personal,[],1642867,,,1610612737,77,73,2025-11-08T02:22:17Z,5230000,False,,,0,,C. Murray-Boyles personal FOUL (2 PF),"[1642867, 1630700]",1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,2534.0,2.0,0.0,Daniels,1630700.0,,,
528,PT11M33.00S,2025-11-08T02:22:25.3Z,4,REGULAR,foul,offensive,[],1630168,,,1610612737,77,73,2025-11-08T02:22:34Z,5250000,False,,,0,,O. Okongwu off-the-ball offensive FOUL (3 PF),"[1630168, 1642347]",1610612737.0,ATL,off-the-ball,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,202053.0,3.0,0.0,Shead,1642347.0,,,
530,PT11M33.00S,2025-11-08T02:22:25.3Z,4,REGULAR,turnover,offensive foul,[],1630168,,,1610612737,77,73,2025-11-08T02:22:25Z,5270000,False,,,0,,O. Okongwu offensive foul TURNOVER (2 TO),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Right Center,,,,,,,,2.0,,,,,202053.0,,,,,,,
531,PT11M13.00S,2025-11-08T02:22:57.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630567,7.178055190538765,46.32352941176471,1610612761,77,73,2025-11-08T02:23:04Z,5280000,False,18.0,15.0,1,left,MISS S. Barnes driving Layup,[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,2.37,Missed,,,,,,,,,,,,,,,,,,
532,PT11M10.00S,2025-11-08T02:23:01.0Z,4,REGULAR,rebound,defensive,[],1630168,,,1610612737,77,73,2025-11-08T02:23:01Z,5290000,False,,,0,,O. Okongwu REBOUND (Off:3 Def:5),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,531.0,8.0,5.0,3.0,,,,,,,,,,,,,
533,PT11M04.00S,2025-11-08T02:23:07.0Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630700,88.78120893561103,46.32352941176471,1610612737,77,73,2025-11-08T02:33:58Z,5300000,False,-18.0,53.0,1,right,MISS D. Daniels driving Layup - blocked,"[1630700, 1642867]",1610612737.0,ATL,driving,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,5.61,Missed,,,,,,,,,Murray-Boyles,1642867.0,,,,,,,,
534,PT11M04.00S,2025-11-08T02:23:07.0Z,4,REGULAR,block,,[],1642867,,,1610612737,77,73,2025-11-08T02:23:09Z,5310000,False,,,0,,C. Murray-Boyles BLOCK (2 BLK),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
535,PT11M01.00S,2025-11-08T02:23:10.0Z,4,REGULAR,rebound,offensive,[],1630700,,,1610612737,77,73,2025-11-08T02:23:10Z,5320000,False,,,0,,D. Daniels REBOUND (Off:4 Def:3),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,533.0,7.0,3.0,4.0,,,,,,,,,,,,,
536,PT10M58.00S,2025-11-08T02:23:21.6Z,4,REGULAR,foul,personal,['2freethrow'],1642347,,,1610612737,77,73,2025-11-08T02:23:44Z,5330000,False,,,0,,J. Shead shooting personal FOUL (1 PF) (Porziņģis 2 FT),"[1642347, 204001]",1610612761.0,TOR,shooting,,,Shead,J. Shead,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1627529.0,1.0,0.0,Porziņģis,204001.0,,,
538,PT10M58.00S,2025-11-08T02:23:45.6Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],204001,,,1610612737,78,73,2025-11-08T02:23:45Z,5350000,False,,,0,,K. Porziņģis Free Throw 1 of 2 (8 PTS),[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
539,PT10M58.00S,2025-11-08T02:24:00.3Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],204001,,,1610612737,79,73,2025-11-08T02:24:00Z,5360000,False,,,0,,K. Porziņģis Free Throw 2 of 2 (9 PTS),[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
540,PT10M36.00S,2025-11-08T02:24:22.5Z,4,REGULAR,2pt,Jump Shot,[],1642867,11.12023653088042,10.53921568627451,1610612761,79,73,2025-11-08T02:35:01Z,5370000,False,197.0,52.0,1,left,MISS C. Murray-Boyles 20' pullup Shot,[1642867],1610612761.0,TOR,pullup,,,Murray-Boyles,C. Murray-Boyles,,,,,Mid-Range,16-24 Right,20.4,Missed,,,,,,,,,,,,,,,,,,
541,PT10M33.00S,2025-11-08T02:24:25.5Z,4,REGULAR,rebound,defensive,[],1630168,,,1610612737,79,73,2025-11-08T02:24:27Z,5380000,False,,,0,,O. Okongwu REBOUND (Off:3 Def:6),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,16-24 Right,,,,540.0,9.0,6.0,3.0,,,,,,,,,,,,,
542,PT10M21.00S,2025-11-08T02:24:39.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,91.27792378449409,56.372549019607845,1610612737,79,73,2025-11-08T02:45:09Z,5390000,False,32.0,29.0,1,right,MISS O. Okongwu driving Layup,[1630168],1610612737.0,ATL,driving,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,4.34,Missed,,,,,,,,,,,,,,,,,,
543,PT10M20.00S,2025-11-08T02:24:40.6Z,4,REGULAR,rebound,offensive,[],1630700,,,1610612737,79,73,2025-11-08T02:53:18Z,5400000,False,,,0,,D. Daniels REBOUND (Off:5 Def:3),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,542.0,8.0,3.0,5.0,,,,,,,,,,,,,
634,PT10M20.00S,2025-11-08T02:24:43.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630700,89.30683311432325,50.245098039215684,1610612737,79,73,2025-11-08T02:53:27Z,5405000,False,1.0,48.0,1,right,MISS D. Daniels tip Layup,[1630700],1610612737.0,ATL,tip,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,4.8,Missed,,,,,,,,,,,,,,,,,,
635,PT10M19.00S,2025-11-08T02:24:44.4Z,4,REGULAR,rebound,defensive,[],1642347,,,1610612761,79,73,2025-11-08T02:53:27Z,5407500,False,,,0,,J. Shead REBOUND (Off:0 Def:1),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,In The Paint (Non-RA),0-8 Center,,,,634.0,1.0,1.0,0.0,,,,,,,,,,,,,
544,PT10M12.00S,2025-11-08T02:24:47.3Z,4,REGULAR,turnover,out-of-bounds,[],1642347,,,1610612761,79,73,2025-11-08T02:24:52Z,5410000,False,,,0,,J. Shead bad pass out-of-bounds TURNOVER (1 TO),[1642347],1610612761.0,TOR,bad pass,,,Shead,J. Shead,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,,,,,1627529.0,,,,,,,
545,PT10M12.00S,2025-11-08T02:24:52.9Z,4,REGULAR,substitution,out,[],1642867,,,1610612737,79,73,2025-11-08T02:25:00Z,5420000,False,,,0,,SUB out: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT10M12.00S,2025-11-08T02:24:52.9Z,4,REGULAR,substitution,out,[],1630572,,,1610612737,79,73,2025-11-08T02:25:00Z,5430000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT10M12.00S,2025-11-08T02:24:52.9Z,4,REGULAR,substitution,in,[],1642419,,,1610612737,79,73,2025-11-08T02:25:00Z,5440000,False,,,0,,SUB in: J. Battle,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT10M12.00S,2025-11-08T02:24:52.9Z,4,REGULAR,substitution,in,[],1627751,,,1610612737,79,73,2025-11-08T02:25:00Z,5450000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT09M53.00S,2025-11-08T02:25:27.5Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],204001,87.07293035479631,70.09803921568627,1610612737,81,73,2025-11-08T02:25:35Z,5460000,False,100.0,69.0,1,right,K. Porziņģis 12' bank Jump Shot (11 PTS) (K. Wallace 3 AST),"[204001, 1630811]",1610612737.0,ATL,bank,,,Porziņģis,K. Porziņģis,,,,,Mid-Range,8-16 Right,12.19,Made,11.0,,,,,,,,,,,,,,,K. Wallace,1630811.0,3.0
551,PT09M42.00S,2025-11-08T02:25:37.7Z,4,REGULAR,3pt,Jump Shot,[],1641711,5.469776609724048,2.941176470588235,1610612761,81,76,2025-11-08T02:25:43Z,5480000,False,235.0,-1.0,1,left,G. Dick 3PT  (9 PTS) (S. Barnes 2 AST),"[1641711, 1630567]",1610612761.0,TOR,,,,Dick,G. Dick,,,,,Right Corner 3,24+ Right,23.53,Made,9.0,,,,,,,,,,,,,,,S. Barnes,1630567.0,2.0
553,PT09M22.00S,2025-11-08T02:25:58.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,87.86136662286465,42.8921568627451,1610612737,81,76,2025-11-08T02:26:06Z,5500000,False,-36.0,62.0,1,right,MISS D. Daniels 7' driving floating bank Shot,[1630700],1610612737.0,ATL,driving floating bank,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,7.11,Missed,,,,,,,,,,,,,,,,,,
554,PT09M19.00S,2025-11-08T02:26:01.1Z,4,REGULAR,rebound,defensive,[],1627751,,,1610612761,81,76,2025-11-08T02:26:06Z,5510000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:2),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,553.0,4.0,2.0,2.0,,,,,,,,,,,,,
555,PT09M18.00S,2025-11-08T02:26:05.1Z,4,REGULAR,foul,personal,['2freethrow'],1630811,,,1610612761,81,76,2025-11-08T02:26:33Z,5520000,False,,,0,,K. Wallace shooting personal FOUL (2 PF) (Dick 2 FT),"[1630811, 1641711]",1610612737.0,ATL,shooting,,,Wallace,K. Wallace,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627529.0,2.0,0.0,Dick,1641711.0,,,
557,PT09M18.00S,2025-11-08T02:26:33.9Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1641711,,,1610612761,81,77,2025-11-08T02:26:33Z,5540000,False,,,0,,G. Dick Free Throw 1 of 2 (10 PTS),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
558,PT09M18.00S,2025-11-08T02:26:35.7Z,4,REGULAR,substitution,out,[],1630700,,,1610612761,81,77,2025-11-08T02:26:49Z,5550000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT09M18.00S,2025-11-08T02:26:35.7Z,4,REGULAR,substitution,out,[],1642347,,,1610612761,81,77,2025-11-08T02:26:49Z,5560000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT09M18.00S,2025-11-08T02:26:35.7Z,4,REGULAR,substitution,in,[],1630552,,,1610612761,81,77,2025-11-08T02:26:49Z,5570000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT09M18.00S,2025-11-08T02:26:35.7Z,4,REGULAR,substitution,in,[],1630193,,,1610612761,81,77,2025-11-08T02:26:49Z,5580000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT09M18.00S,2025-11-08T02:26:56.4Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1641711,,,1610612761,81,78,2025-11-08T02:26:56Z,5590000,False,,,0,,G. Dick Free Throw 2 of 2 (11 PTS),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
563,PT09M01.00S,2025-11-08T02:27:14.7Z,4,REGULAR,3pt,Jump Shot,[],204001,90.75229960578186,96.32352941176471,1610612737,81,78,2025-11-08T02:27:20Z,5600000,False,232.0,34.0,1,right,MISS K. Porziņģis 3PT,[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,Right Corner 3,24+ Right,23.41,Missed,,,,,,,,,,,,,,,,,,
564,PT08M58.00S,2025-11-08T02:27:17.7Z,4,REGULAR,rebound,defensive,[],1627751,,,1610612761,81,78,2025-11-08T02:27:20Z,5610000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:3),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Right Corner 3,24+ Right,,,,563.0,5.0,3.0,2.0,,,,,,,,,,,,,
565,PT08M44.00S,2025-11-08T02:27:31.9Z,4,REGULAR,3pt,Jump Shot,[],1630193,31.882391590013142,65.68627450980392,1610612761,81,78,2025-11-08T02:27:40Z,5620000,False,-78.0,247.0,1,left,MISS I. Quickley 25' 3PT,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,25.93,Missed,,,,,,,,,,,,,,,,,,
566,PT08M41.00S,2025-11-08T02:27:34.9Z,4,REGULAR,rebound,defensive,[],1630168,,,1610612737,81,78,2025-11-08T02:27:40Z,5630000,False,,,0,,O. Okongwu REBOUND (Off:3 Def:7),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,,,,565.0,10.0,7.0,3.0,,,,,,,,,,,,,
567,PT08M36.00S,2025-11-08T02:27:39.1Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642258,92.72339027595268,51.470588235294116,1610612737,81,78,2025-11-08T02:28:03Z,5640000,False,7.0,16.0,1,right,MISS Z. Risacher running Layup,[1642258],1610612737.0,ATL,running,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,1.75,Missed,,,,,,,,,,,,,,,,,,
568,PT08M34.00S,2025-11-08T02:27:41.1Z,4,REGULAR,rebound,defensive,[],1641711,,,1610612761,81,78,2025-11-08T02:27:46Z,5650000,False,,,0,,G. Dick REBOUND (Off:0 Def:1),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,,,,567.0,1.0,1.0,0.0,,,,,,,,,,,,,
570,PT08M23.00S,2025-11-08T02:28:05.6Z,4,REGULAR,substitution,out,[],1642258,,,1610612761,81,78,2025-11-08T02:28:12Z,5670000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT08M23.00S,2025-11-08T02:28:05.6Z,4,REGULAR,substitution,in,[],1630249,,,1610612761,81,78,2025-11-08T02:28:12Z,5680000,False,,,0,,SUB in: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT08M15.00S,2025-11-08T02:28:30.6Z,4,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612761,81,78,2025-11-08T02:28:54Z,5690000,False,,,0,,O. Okongwu shooting personal FOUL (4 PF) (Barnes 2 FT),"[1630168, 1630567]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,202053.0,4.0,0.0,Barnes,1630567.0,,,
574,PT08M15.00S,2025-11-08T02:28:54.8Z,4,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,81,79,2025-11-08T02:28:54Z,5710000,False,,,0,,S. Barnes Free Throw 1 of 2 (7 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
575,PT08M15.00S,2025-11-08T02:28:58.2Z,4,REGULAR,substitution,out,[],204001,,,1610612761,81,79,2025-11-08T02:29:02Z,5720000,False,,,0,,SUB out: K. Porziņģis,[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT08M15.00S,2025-11-08T02:28:58.2Z,4,REGULAR,substitution,in,[],1631243,,,1610612761,81,79,2025-11-08T02:29:02Z,5730000,False,,,0,,SUB in: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
