actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
253,PT06M53.00S,2025-12-20T01:18:23.5Z,2,REGULAR,substitution,in,[],1630322,,,1610612759,31,50,2025-12-20T01:18:38Z,2480000,False,,,0,,SUB in: L. Waters III,[1630322],1610612759.0,SAS,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M42.00S,2025-12-20T01:18:55.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641705,10.463206307490145,49.01960784313725,1610612759,31,52,2025-12-20T01:19:01Z,2490000,False,5.0,46.0,1,left,V. Wembanyama driving floating bank Jump Shot (10 PTS),[1641705],1610612759.0,SAS,driving floating bank,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,4.62,Made,10.0,,,,,,,,,,,,,,,,,
255,PT06M33.00S,2025-12-20T01:19:04.9Z,2,REGULAR,3pt,Jump Shot,[],1628379,94.56307490144546,2.696078431372549,1610612737,34,52,2025-12-20T01:19:10Z,2500000,False,-237.0,-1.0,1,right,L. Kennard 3PT  (3 PTS) (J. Johnson 4 AST),"[1628379, 1630552]",1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,Left Corner 3,24+ Left,23.65,Made,3.0,,,,,,,,,J. Johnson,1630552.0,4.0,,,,,,
257,PT06M17.00S,2025-12-20T01:19:20.3Z,2,REGULAR,turnover,bad pass,[],1642264,,,1610612759,34,52,2025-12-20T01:19:25Z,2520000,False,,,0,,S. Castle bad pass TURNOVER (3 TO),"[1642264, 1630168]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Left Center,,,,,3.0,Okongwu,1630168.0,,,,,,,,,,,,,
258,PT06M17.00S,2025-12-20T01:19:20.3Z,2,REGULAR,steal,,[],1630168,,,1610612737,34,52,2025-12-20T01:19:22Z,2530000,False,,,0,,O. Okongwu STEAL (2 STL),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
259,PT06M14.00S,2025-12-20T01:19:23.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630700,92.9862023653088,51.71568627450981,1610612737,36,52,2025-12-20T01:19:38Z,2540000,False,9.0,13.0,1,right,D. Daniels running Layup (8 PTS) (O. Okongwu 1 AST),"[1630700, 1630168]",1610612737.0,ATL,running,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,1.59,Made,8.0,,,,,,,,,O. Okongwu,1630168.0,1.0,,,,,,
261,PT05M55.00S,2025-12-20T01:19:42.4Z,2,REGULAR,3pt,Jump Shot,[],1630322,6.783837056504599,96.07843137254902,1610612759,36,55,2025-12-20T01:19:49Z,2560000,False,-230.0,11.0,1,left,L. Waters III 3PT  (3 PTS) (S. Castle 4 AST),"[1630322, 1642264]",1610612759.0,SAS,,,,Waters III,L. Waters III,,,,,Left Corner 3,24+ Left,23.07,Made,3.0,,,,,,,,,S. Castle,1642264.0,4.0,,,,,,
263,PT05M46.00S,2025-12-20T01:19:52.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,92.06636005256242,51.9607843137255,1610612737,36,55,2025-12-20T01:19:57Z,2580000,False,10.0,22.0,1,right,MISS D. Daniels cutting Layup,[1630700],1610612737.0,ATL,cutting,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,2.42,Missed,,,,,,,,,,,,,,,,,,
264,PT05M42.00S,2025-12-20T01:19:56.2Z,2,REGULAR,rebound,defensive,[],1642264,,,1610612759,36,55,2025-12-20T01:19:57Z,2590000,False,,,0,,S. Castle REBOUND (Off:0 Def:2),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,,,,,,,,263.0,2.0,2.0,0.0,,,,,,,,,
265,PT05M37.00S,2025-12-20T01:20:00.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203084,4.5499342969776615,95.83333333333334,1610612759,36,58,2025-12-20T01:38:22Z,2600000,False,-229.0,-10.0,1,left,H. Barnes 3PT running (3 PTS) (S. Castle 5 AST),"[203084, 1642264]",1610612759.0,SAS,running,,,Barnes,H. Barnes,,,,,Left Corner 3,24+ Left,22.94,Made,3.0,,,,,,,,,S. Castle,1642264.0,5.0,,,,,,
267,PT05M15.00S,2025-12-20T01:20:22.6Z,2,REGULAR,3pt,Jump Shot,[],1630552,76.82325886990802,11.27450980392157,1610612737,39,58,2025-12-20T01:20:27Z,2620000,False,-194.0,165.0,1,right,J. Johnson 25' 3PT step back (11 PTS),[1630552],1610612737.0,ATL,step back,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,25.46,Made,11.0,,,,,,,,,,,,,,,,,
269,PT04M54.00S,2025-12-20T01:20:43.5Z,2,REGULAR,3pt,Jump Shot,[],203084,24.52365308804205,85.04901960784314,1610612759,39,58,2025-12-20T01:20:49Z,2640000,False,-175.0,178.0,1,left,MISS H. Barnes 24' 3PT,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Left Center,24.98,Missed,,,,,,,,,,,,,,,,,,
270,PT04M51.00S,2025-12-20T01:20:46.5Z,2,REGULAR,rebound,offensive,[],1630170,,,1610612759,39,58,2025-12-20T01:20:49Z,2650000,False,,,0,,D. Vassell REBOUND (Off:1 Def:3),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,,,,,,,,269.0,4.0,3.0,1.0,,,,,,,,,
271,PT04M49.00S,2025-12-20T01:20:48.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642264,31.61957950065703,41.66666666666667,1610612759,39,58,2025-12-20T01:20:53Z,2660000,False,42.0,245.0,1,left,MISS S. Castle 24' 3PT,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Center,24.82,Missed,,,,,,,,,,,,,,,,,,
272,PT04M46.00S,2025-12-20T01:20:51.6Z,2,REGULAR,rebound,defensive,[],1630700,,,1610612737,39,58,2025-12-20T01:20:53Z,2670000,False,,,0,,D. Daniels REBOUND (Off:1 Def:2),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Center,,,,,,,,271.0,3.0,2.0,1.0,,,,,,,,,
273,PT04M40.00S,2025-12-20T01:20:58.3Z,2,REGULAR,3pt,Jump Shot,[],1630249,67.88764783180025,66.17647058823529,1610612737,39,58,2025-12-20T01:21:03Z,2680000,False,81.0,249.0,1,right,MISS V. Krejčí 26' 3PT,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Center,26.22,Missed,,,,,,,,,,,,,,,,,,
274,PT04M37.00S,2025-12-20T01:21:01.3Z,2,REGULAR,rebound,defensive,[],1630170,,,1610612759,39,58,2025-12-20T01:21:03Z,2690000,False,,,0,,D. Vassell REBOUND (Off:1 Def:4),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,,,,,,,,273.0,5.0,4.0,1.0,,,,,,,,,
275,PT04M27.00S,2025-12-20T01:21:11.0Z,2,REGULAR,3pt,Jump Shot,[],1641705,30.699737187910642,32.35294117647059,1610612759,39,58,2025-12-20T01:21:16Z,2700000,False,88.0,236.0,1,left,MISS V. Wembanyama 25' 3PT,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,25.2,Missed,,,,,,,,,,,,,,,,,,
276,PT04M23.00S,2025-12-20T01:21:15.0Z,2,REGULAR,rebound,defensive,[],1628379,,,1610612737,39,58,2025-12-20T01:21:16Z,2710000,False,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,,,,,,,,275.0,1.0,1.0,0.0,,,,,,,,,
278,PT04M19.00S,2025-12-20T01:21:27.9Z,2,REGULAR,turnover,out-of-bounds,[],1630700,,,1610612737,39,58,2025-12-20T01:21:35Z,2730000,False,,,0,,D. Daniels lost ball out-of-bounds TURNOVER (1 TO),[1630700],1610612737.0,ATL,lost ball,,,Daniels,D. Daniels,,,,,Mid-Range,16-24 Center,,,,1193.0,1.0,,,,,,,,,,,,,,,
279,PT04M19.00S,2025-12-20T01:21:30.5Z,2,REGULAR,substitution,out,[],1628379,,,1610612759,39,58,2025-12-20T01:21:37Z,2740000,False,,,0,,SUB out: L. Kennard,[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT04M19.00S,2025-12-20T01:21:30.5Z,2,REGULAR,substitution,out,[],1642264,,,1610612759,39,58,2025-12-20T01:21:37Z,2750000,False,,,0,,SUB out: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT04M19.00S,2025-12-20T01:21:30.5Z,2,REGULAR,substitution,in,[],1629638,,,1610612759,39,58,2025-12-20T01:21:37Z,2760000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT04M19.00S,2025-12-20T01:21:30.5Z,2,REGULAR,substitution,in,[],1628368,,,1610612759,39,58,2025-12-20T01:21:37Z,2770000,False,,,0,,SUB in: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT04M13.00S,2025-12-20T01:21:49.9Z,2,REGULAR,foul,personal,[],1630168,,,1610612759,39,58,2025-12-20T01:22:05Z,2780000,False,,,0,,O. Okongwu personal FOUL (2 PF),"[1630168, 1628368]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Left Center,,,,202041.0,,,,,,,,,,,2.0,0.0,Fox,1628368.0,,
285,PT04M01.00S,2025-12-20T01:22:21.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1641705,10.988830486202366,30.14705882352941,1610612759,39,60,2025-12-20T01:22:27Z,2800000,False,99.0,51.0,1,left,V. Wembanyama 11' fadeaway bank Jump Shot (12 PTS),[1641705],1610612759.0,SAS,fadeaway bank,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Right,11.15,Made,12.0,,,,,,,,,,,,,,,,,
286,PT03M43.00S,2025-12-20T01:22:39.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,89.43823915900131,56.372549019607845,1610612737,41,60,2025-12-20T01:22:45Z,2810000,False,32.0,47.0,1,right,J. Johnson driving floating bank Jump Shot (13 PTS),[1630552],1610612737.0,ATL,driving floating bank,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,5.66,Made,13.0,,,,,,,,,,,,,,,,,
287,PT03M42.00S,2025-12-20T01:22:44.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,41,60,2025-12-20T01:22:44Z,2820000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M29.00S,2025-12-20T01:26:00.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641705,9.937582128777924,65.19607843137256,1610612759,41,60,2025-12-20T03:33:34Z,2830000,False,-76.0,41.0,1,left,MISS V. Wembanyama 8' bank Shot,[1641705],1610612759.0,SAS,bank,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Left,8.63,Missed,,,,,,,,,,,,,,,,,,
291,PT03M25.00S,2025-12-20T01:26:04.4Z,2,REGULAR,rebound,offensive,[],1641705,,,1610612759,41,60,2025-12-20T01:26:12Z,2840000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:3),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,290.0,4.0,3.0,1.0,,,,,,,,,
292,PT03M25.00S,2025-12-20T01:26:04.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641705,5.590000152587891,50.0,1610612759,41,60,2025-12-20T01:26:04Z,2850000,False,0.0,0.0,1,left,MISS V. Wembanyama tip Layup,[1641705],1610612759.0,SAS,tip,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
293,PT03M24.00S,2025-12-20T01:26:05.5Z,2,REGULAR,rebound,defensive,[],1630700,,,1610612737,41,60,2025-12-20T01:26:05Z,2860000,False,,,0,,D. Daniels REBOUND (Off:1 Def:3),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Left,,,,,,,,292.0,4.0,3.0,1.0,,,,,,,,,
294,PT03M21.00S,2025-12-20T01:26:08.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628368,,,1610612737,41,60,2025-12-20T01:26:19Z,2870000,False,,,0,,D. Fox shooting personal FOUL (3 PF) (Daniels 2 FT),"[1628368, 1630700]",1610612759.0,SAS,shooting,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,202041.0,,,,,,,,,,,3.0,0.0,Daniels,1630700.0,,
296,PT03M21.00S,2025-12-20T01:26:38.3Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630700,,,1610612737,41,60,2025-12-20T01:26:38Z,2890000,False,,,0,,MISS D. Daniels Free Throw 1 of 2,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
297,PT03M21.00S,2025-12-20T01:26:38.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,41,60,2025-12-20T01:26:38Z,2900000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,296.0,,,,,,,,,,,,
298,PT03M21.00S,2025-12-20T01:26:54.5Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630700,,,1610612737,42,60,2025-12-20T01:26:54Z,2910000,False,,,0,,D. Daniels Free Throw 2 of 2 (9 PTS),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
299,PT03M04.00S,2025-12-20T01:27:14.7Z,2,REGULAR,3pt,Jump Shot,[],1628368,9.543363994743759,96.81372549019608,1610612759,42,60,2025-12-20T01:27:20Z,2920000,False,-234.0,37.0,1,left,MISS D. Fox step back 3PT,[1628368],1610612759.0,SAS,step back,,,Fox,D. Fox,,,,,Left Corner 3,24+ Left,23.7,Missed,,,,,,,,,,,,,,,,,,
300,PT03M00.00S,2025-12-20T01:27:18.7Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,42,60,2025-12-20T01:27:20Z,2930000,False,,,0,,J. Johnson REBOUND (Off:2 Def:4),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Left Corner 3,24+ Left,,,,,,,,299.0,6.0,4.0,2.0,,,,,,,,,
301,PT02M55.00S,2025-12-20T01:27:23.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630168,67.7562417871222,48.28431372549019,1610612737,42,60,2025-12-20T01:27:30Z,2940000,False,-9.0,251.0,1,right,MISS O. Okongwu 25' running 3PT,[1630168],1610612737.0,ATL,running,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,25.07,Missed,,,,,,,,,,,,,,,,,,
302,PT02M52.00S,2025-12-20T01:27:26.7Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,42,60,2025-12-20T01:27:30Z,2950000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:4),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,,,,,,,,301.0,5.0,4.0,1.0,,,,,,,,,
303,PT02M40.00S,2025-12-20T01:27:39.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641705,5.206964520367937,50.49019607843137,1610612759,42,62,2025-12-20T01:27:44Z,2960000,False,-2.0,-4.0,1,left,V. Wembanyama cutting DUNK (14 PTS) (D. Fox 6 AST),"[1641705, 1628368]",1610612759.0,SAS,cutting,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,0.44,Made,14.0,,,,,,,,,D. Fox,1628368.0,6.0,,,,,,
305,PT02M25.00S,2025-12-20T01:27:54.2Z,2,REGULAR,turnover,lost ball,[],1630552,,,1610612737,42,62,2025-12-20T01:27:58Z,2980000,False,,,0,,J. Johnson lost ball TURNOVER (3 TO),"[1630552, 1628368]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Right,,,,,3.0,Fox,1628368.0,,,,,,,,,,,,,
306,PT02M25.00S,2025-12-20T01:27:54.2Z,2,REGULAR,steal,,[],1628368,,,1610612759,42,62,2025-12-20T01:27:56Z,2990000,False,,,0,,D. Fox STEAL (1 STL),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
307,PT02M20.00S,2025-12-20T01:28:02.5Z,2,REGULAR,foul,offensive,['inpenalty'],1641705,,,1610612759,42,62,2025-12-20T01:28:08Z,3000000,False,,,0,,V. Wembanyama charge offensive FOUL (1 PF),"[1641705, 1629638]",1610612759.0,SAS,charge,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,202041.0,,,,,,,,,,,1.0,0.0,Alexander-Walker,1629638.0,,
309,PT02M20.00S,2025-12-20T01:28:02.5Z,2,REGULAR,turnover,offensive foul,[],1641705,,,1610612759,42,62,2025-12-20T01:28:02Z,3020000,False,,,0,,V. Wembanyama offensive foul TURNOVER (2 TO),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,202041.0,2.0,,,,,,,,,,,,,,,
310,PT02M20.00S,2025-12-20T01:28:12.3Z,2,REGULAR,substitution,out,[],1630249,,,1610612737,42,62,2025-12-20T01:28:21Z,3030000,False,,,0,,SUB out: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT02M20.00S,2025-12-20T01:28:12.3Z,2,REGULAR,substitution,out,[],1641705,,,1610612737,42,62,2025-12-20T01:28:21Z,3040000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT02M20.00S,2025-12-20T01:28:12.3Z,2,REGULAR,substitution,out,[],1628368,,,1610612737,42,62,2025-12-20T01:28:21Z,3050000,False,,,0,,SUB out: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT02M20.00S,2025-12-20T01:28:12.3Z,2,REGULAR,substitution,in,[],1642258,,,1610612737,42,62,2025-12-20T01:28:21Z,3060000,False,,,0,,SUB in: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT02M20.00S,2025-12-20T01:28:12.3Z,2,REGULAR,substitution,in,[],1642844,,,1610612737,42,62,2025-12-20T01:28:21Z,3070000,False,,,0,,SUB in: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT02M20.00S,2025-12-20T01:28:12.3Z,2,REGULAR,substitution,in,[],1628436,,,1610612737,42,62,2025-12-20T01:28:21Z,3080000,False,,,0,,SUB in: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT02M09.00S,2025-12-20T01:28:38.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629638,92.06636005256242,55.88235294117647,1610612737,42,62,2025-12-20T01:28:45Z,3090000,False,29.0,22.0,1,right,MISS N. Alexander-Walker driving Layup,[1629638],1610612737.0,ATL,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,3.68,Missed,,,,,,,,,,,,,,,,,,
317,PT02M06.00S,2025-12-20T01:28:41.4Z,2,REGULAR,rebound,defensive,[],1630322,,,1610612759,42,62,2025-12-20T01:28:45Z,3100000,False,,,0,,L. Waters III REBOUND (Off:0 Def:1),[1630322],1610612759.0,SAS,,,,Waters III,L. Waters III,,,,,Restricted Area,0-8 Center,,,,,,,,316.0,1.0,1.0,0.0,,,,,,,,,
318,PT02M04.00S,2025-12-20T01:28:43.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630170,5.338370565045992,50.49019607843137,1610612759,42,64,2025-12-20T01:28:49Z,3110000,False,-2.0,-2.0,1,left,D. Vassell running DUNK (13 PTS) (D. Harper 2 AST),"[1630170, 1642844]",1610612759.0,SAS,running,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,0.34,Made,13.0,,,,,,,,,D. Harper,1642844.0,2.0,,,,,,
320,PT01M52.00S,2025-12-20T01:28:55.4Z,2,REGULAR,3pt,Jump Shot,[],1629638,72.61826544021025,19.11764705882353,1610612737,42,64,2025-12-20T01:29:00Z,3130000,False,-154.0,205.0,1,right,MISS N. Alexander-Walker 25' 3PT,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,25.66,Missed,,,,,,,,,,,,,,,,,,
321,PT01M49.00S,2025-12-20T01:28:58.4Z,2,REGULAR,rebound,defensive,[],1628436,,,1610612759,42,64,2025-12-20T01:29:00Z,3140000,False,,,0,,L. Kornet REBOUND (Off:2 Def:3),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Left Center,,,,,,,,320.0,5.0,3.0,2.0,,,,,,,,,
322,PT01M41.00S,2025-12-20T01:29:07.0Z,2,REGULAR,2pt,Jump Shot,[],1630170,21.107095926412615,46.32352941176471,1610612759,42,64,2025-12-20T01:29:13Z,3150000,False,18.0,146.0,1,left,MISS D. Vassell 14' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Center,14.71,Missed,,,,,,,,,,,,,,,,,,
323,PT01M36.00S,2025-12-20T01:29:12.0Z,2,REGULAR,rebound,offensive,[],1628436,,,1610612759,42,64,2025-12-20T01:29:13Z,3160000,False,,,0,,L. Kornet REBOUND (Off:3 Def:3),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Mid-Range,8-16 Center,,,,,,,,322.0,6.0,3.0,3.0,,,,,,,,,
324,PT01M36.00S,2025-12-20T01:29:11.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628436,5.590000152587891,50.0,1610612759,42,64,2025-12-20T01:29:11Z,3170000,False,0.0,0.0,1,left,MISS L. Kornet tip Layup,[1628436],1610612759.0,SAS,tip,,,Kornet,L. Kornet,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
325,PT01M34.00S,2025-12-20T01:29:13.3Z,2,REGULAR,rebound,offensive,[],1628436,,,1610612759,42,64,2025-12-20T01:29:13Z,3180000,False,,,0,,L. Kornet REBOUND (Off:4 Def:3),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Mid-Range,8-16 Left,,,,,,,,324.0,7.0,3.0,4.0,,,,,,,,,
326,PT01M34.00S,2025-12-20T01:29:13.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628436,5.590000152587891,50.0,1610612759,42,66,2025-12-20T01:29:13Z,3190000,False,0.0,0.0,1,left,L. Kornet tip Layup (6 PTS),[1628436],1610612759.0,SAS,tip,,,Kornet,L. Kornet,,,,,Mid-Range,8-16 Left,0.0,Made,6.0,,,,,,,,,,,,,,,,,
327,PT01M26.00S,2025-12-20T01:29:22.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630322,,,1610612737,42,66,2025-12-20T01:29:43Z,3200000,False,,,0,,L. Waters III shooting personal FOUL (1 PF) (Alexander-Walker 2 FT),"[1630322, 1629638]",1610612759.0,SAS,shooting,,,Waters III,L. Waters III,,,,,In The Paint (Non-RA),0-8 Center,,,,1193.0,,,,,,,,,,,1.0,0.0,Alexander-Walker,1629638.0,,
329,PT01M26.00S,2025-12-20T01:29:45.9Z,2,REGULAR,freethrow,1 of 2,[],1629638,,,1610612737,43,66,2025-12-20T01:29:45Z,3220000,False,,,0,,N. Alexander-Walker Free Throw 1 of 2 (10 PTS),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
330,PT01M26.00S,2025-12-20T01:30:02.5Z,2,REGULAR,freethrow,2 of 2,[],1629638,,,1610612737,44,66,2025-12-20T01:30:02Z,3230000,False,,,0,,N. Alexander-Walker Free Throw 2 of 2 (11 PTS),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
331,PT01M07.00S,2025-12-20T01:30:29.2Z,2,REGULAR,foul,offensive,['inpenalty'],1642844,,,1610612759,44,66,2025-12-20T01:30:36Z,3240000,False,,,0,,D. Harper off-the-ball offensive FOUL (1 PF),"[1642844, 1629638]",1610612759.0,SAS,off-the-ball,,,Harper,D. Harper,,,,,Mid-Range,16-24 Center,,,,201246.0,,,,,,,,,,,1.0,0.0,Alexander-Walker,1629638.0,,
333,PT01M07.00S,2025-12-20T01:30:29.2Z,2,REGULAR,turnover,offensive foul,[],1642844,,,1610612759,44,66,2025-12-20T01:30:29Z,3260000,False,,,0,,D. Harper offensive foul TURNOVER (2 TO),[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,Mid-Range,16-24 Center,,,,201246.0,2.0,,,,,,,,,,,,,,,
334,PT00M47.70S,2025-12-20T01:30:57.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629638,71.30420499342969,79.90196078431373,1610612737,44,66,2025-12-20T01:31:02Z,3270000,False,150.0,217.0,1,right,MISS N. Alexander-Walker 26' step back 3PT,[1629638],1610612737.0,ATL,step back,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,26.37,Missed,,,,,,,,,,,,,,,,,,
335,PT00M45.60S,2025-12-20T01:30:59.6Z,2,REGULAR,rebound,defensive,[],1628436,,,1610612759,44,66,2025-12-20T01:31:02Z,3280000,False,,,0,,L. Kornet REBOUND (Off:4 Def:4),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Right Center,,,,,,,,334.0,8.0,4.0,4.0,,,,,,,,,
