actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
339,PT11M21.00S,2026-01-18T01:51:28.2Z,3,REGULAR,freethrow,1 of 1,[],1629674,,,1610612738,53,87,2026-01-18T01:51:28Z,3360000,False,,,0,,N. Queta Free Throw 1 of 1 (9 PTS),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
340,PT11M05.00S,2026-01-18T01:51:45.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,13.61695137976347,44.11764705882353,1610612737,53,87,2026-01-18T01:51:56Z,3370000,False,29.0,75.0,1,left,MISS O. Okongwu 8' turnaround Hook,[1630168],1610612737.0,ATL,turnaround,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,8.1,Missed,,,,,,,,,,,,,,,,,,
341,PT11M01.00S,2026-01-18T01:51:49.4Z,3,REGULAR,rebound,defensive,[],1629674,,,1610612738,53,87,2026-01-18T01:51:56Z,3380000,False,,,0,,N. Queta REBOUND (Off:1 Def:4),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),8-16 Center,,,340.0,5.0,4.0,1.0,,,,,,,,,,,,,,
342,PT10M55.00S,2026-01-18T01:51:54.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,56.718134034165566,51.9607843137255,1610612738,53,90,2026-01-18T01:52:03Z,3390000,False,10.0,354.0,1,right,J. Brown 35' 3PT running (32 PTS) (D. White 10 AST),"[1627759, 1628401]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,35.44,Made,,,,,32.0,,,,,D. White,1628401.0,10.0,,,,,,
344,PT10M44.00S,2026-01-18T01:52:05.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,9.017739816031538,49.26470588235294,1610612737,53,90,2026-01-18T01:52:12Z,3410000,False,4.0,32.0,1,left,MISS N. Alexander-Walker driving Layup - blocked,"[1629638, 1628401]",1610612737.0,ATL,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,3.25,Missed,,,,,,,,White,1628401.0,,,,,,,,,
345,PT10M44.00S,2026-01-18T01:52:05.2Z,3,REGULAR,block,,[],1628401,,,1610612737,53,90,2026-01-18T01:52:08Z,3420000,False,,,0,,D. White BLOCK (1 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
346,PT10M43.00S,2026-01-18T01:52:06.2Z,3,REGULAR,rebound,defensive,[],1630573,,,1610612738,53,90,2026-01-18T02:02:02Z,3430000,False,,,0,,S. Hauser REBOUND (Off:0 Def:3),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,,,344.0,3.0,3.0,0.0,,,,,,,,,,,,,,
396,PT10M43.00S,2026-01-18T01:52:08.6Z,3,REGULAR,turnover,lost ball,[],1630573,,,1610612738,53,90,2026-01-18T02:00:23Z,3435000,False,,,0,,S. Hauser lost ball TURNOVER (1 TO),"[1630573, 1630168]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,,,,,,,,,,Okongwu,1630168.0
397,PT10M43.00S,2026-01-18T01:52:08.6Z,3,REGULAR,steal,,[],1630168,,,1610612737,53,90,2026-01-18T02:00:23Z,3437500,False,,,0,,O. Okongwu STEAL (1 STL),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
347,PT10M38.00S,2026-01-18T01:52:12.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629638,2.9730617608409986,97.05882352941177,1610612737,53,90,2026-01-18T02:00:23Z,3440000,False,-235.0,-25.0,1,left,MISS N. Alexander-Walker 3PT,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Left Corner 3,24+ Left,23.66,Missed,,,,,,,,,,,,,,,,,,
348,PT10M35.00S,2026-01-18T01:52:15.1Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,53,90,2026-01-18T01:52:19Z,3450000,False,,,0,,J. Brown REBOUND (Off:1 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Left Corner 3,24+ Left,,,347.0,4.0,3.0,1.0,,,,,,,,,,,,,,
349,PT10M29.00S,2026-01-18T01:52:22.9Z,3,REGULAR,foul,personal,['2freethrow'],203468,,,1610612738,53,90,2026-01-18T01:52:30Z,3460000,False,,,0,,C. McCollum shooting personal FOUL (1 PF) (Queta 2 FT),"[203468, 1629674]",1610612737.0,ATL,shooting,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,,,,1627963.0,,,,,,,1.0,0.0,Queta,1629674.0,,
351,PT10M29.00S,2026-01-18T01:52:51.1Z,3,REGULAR,freethrow,1 of 2,[],1629674,,,1610612738,53,91,2026-01-18T01:52:51Z,3480000,False,,,0,,N. Queta Free Throw 1 of 2 (10 PTS),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
352,PT10M29.00S,2026-01-18T01:53:07.8Z,3,REGULAR,freethrow,2 of 2,[],1629674,,,1610612738,53,92,2026-01-18T01:53:07Z,3490000,False,,,0,,N. Queta Free Throw 2 of 2 (11 PTS),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
353,PT10M15.00S,2026-01-18T01:53:24.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630552,16.770696452036795,48.529411764705884,1610612737,55,92,2026-01-18T01:53:30Z,3500000,False,7.0,105.0,1,left,J. Johnson 10' turnaround Hook (6 PTS) (O. Okongwu 2 AST),"[1630552, 1630168]",1610612737.0,ATL,turnaround,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,10.54,Made,,,,,6.0,,,,,O. Okongwu,1630168.0,2.0,,,,,,
355,PT09M53.00S,2026-01-18T01:53:45.3Z,3,REGULAR,3pt,Jump Shot,[],1631248,86.67871222076215,4.411764705882353,1610612738,55,95,2026-01-18T01:53:51Z,3520000,False,-228.0,73.0,1,right,B. Scheierman 3PT step back (9 PTS) (D. White 11 AST),"[1631248, 1628401]",1610612738.0,BOS,step back,,,Scheierman,B. Scheierman,,,,,Left Corner 3,24+ Left,23.92,Made,,,,,9.0,,,,,D. White,1628401.0,11.0,,,,,,
357,PT09M43.00S,2026-01-18T01:53:55.4Z,3,REGULAR,3pt,Jump Shot,[],203468,15.719448094612352,95.58823529411765,1610612737,55,95,2026-01-18T01:54:01Z,3540000,False,-228.0,95.0,1,left,MISS C. McCollum 24' step back 3PT,[203468],1610612737.0,ATL,step back,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,24.7,Missed,,,,,,,,,,,,,,,,,,
358,PT09M41.00S,2026-01-18T01:53:57.4Z,3,REGULAR,rebound,defensive,[],1630573,,,1610612738,55,95,2026-01-18T01:54:01Z,3550000,False,,,0,,S. Hauser REBOUND (Off:0 Def:4),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,357.0,4.0,4.0,0.0,,,,,,,,,,,,,,
359,PT09M28.00S,2026-01-18T01:54:11.4Z,3,REGULAR,turnover,bad pass,[],1628401,,,1610612738,55,95,2026-01-18T01:54:16Z,3560000,False,,,0,,D. White bad pass TURNOVER (1 TO),"[1628401, 1630249]",1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,16-24 Left Center,,,,,,,,,1.0,,,,,,,,,,Krejčí,1630249.0
360,PT09M28.00S,2026-01-18T01:54:11.4Z,3,REGULAR,steal,,[],1630249,,,1610612737,55,95,2026-01-18T01:54:13Z,3570000,False,,,0,,V. Krejčí STEAL (1 STL),[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
361,PT09M22.00S,2026-01-18T01:54:16.9Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630249,8.623521681997373,3.431372549019608,1610612737,55,95,2026-01-18T01:54:24Z,3580000,False,233.0,29.0,1,left,MISS V. Krejčí running 3PT,[1630249],1610612737.0,ATL,running,,,Krejčí,V. Krejčí,,,,,Right Corner 3,24+ Right,23.46,Missed,,,,,,,,,,,,,,,,,,
362,PT09M20.00S,2026-01-18T01:54:21.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612737,55,95,2026-01-18T01:54:21Z,3590000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Right Corner 3,24+ Right,,,361.0,,,,,,,,,,,,,,,,,
364,PT09M16.00S,2026-01-18T01:54:40.6Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630168,29.6484888304862,71.56862745098039,1610612737,58,95,2026-01-18T01:54:46Z,3610000,False,-108.0,226.0,1,left,O. Okongwu 25' 3PT  (16 PTS) (C. McCollum 3 AST),"[1630168, 203468]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Left Center,25.06,Made,,,,,16.0,,,,,C. McCollum,203468.0,3.0,,,,,,
366,PT08M56.00S,2026-01-18T01:55:00.1Z,3,REGULAR,3pt,Jump Shot,[],1630573,87.20433639947439,4.166666666666666,1610612738,58,98,2026-01-18T01:55:05Z,3630000,False,-229.0,68.0,1,right,S. Hauser 3PT  (24 PTS) (D. White 12 AST),"[1630573, 1628401]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Left Corner 3,24+ Left,23.9,Made,,,,,24.0,,,,,D. White,1628401.0,12.0,,,,,,
368,PT08M46.00S,2026-01-18T01:55:11.2Z,3,REGULAR,3pt,Jump Shot,[],1630552,31.882391590013142,39.950980392156865,1610612737,61,98,2026-01-18T01:55:16Z,3650000,False,50.0,247.0,1,left,J. Johnson 25' 3PT  (9 PTS) (N. Alexander-Walker 5 AST),"[1630552, 1629638]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,25.22,Made,,,,,9.0,,,,,N. Alexander-Walker,1629638.0,5.0,,,,,,
370,PT08M31.00S,2026-01-18T01:55:25.1Z,3,REGULAR,3pt,Jump Shot,[],1627759,66.96780551905388,42.64705882352941,1610612738,61,98,2026-01-18T01:55:30Z,3670000,False,-37.0,258.0,1,right,MISS J. Brown 26' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,26.06,Missed,,,,,,,,,,,,,,,,,,
371,PT08M29.00S,2026-01-18T01:55:27.1Z,3,REGULAR,rebound,defensive,[],203468,,,1610612737,61,98,2026-01-18T01:55:30Z,3680000,False,,,0,,C. McCollum REBOUND (Off:2 Def:3),[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,370.0,5.0,3.0,2.0,,,,,,,,,,,,,,
372,PT08M26.00S,2026-01-18T01:55:31.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629638,15.850854139290407,3.431372549019608,1610612737,61,98,2026-01-18T01:55:40Z,3690000,False,233.0,96.0,1,left,MISS N. Alexander-Walker 25' running 3PT,[1629638],1610612737.0,ATL,running,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,25.2,Missed,,,,,,,,,,,,,,,,,,
373,PT08M22.00S,2026-01-18T01:55:35.5Z,3,REGULAR,rebound,defensive,[],1630573,,,1610612738,61,98,2026-01-18T01:55:40Z,3700000,False,,,0,,S. Hauser REBOUND (Off:0 Def:5),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,,,372.0,5.0,5.0,0.0,,,,,,,,,,,,,,
374,PT08M08.00S,2026-01-18T01:55:48.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629674,92.59198423127464,47.794117647058826,1610612738,61,100,2026-01-18T02:01:26Z,3710000,False,-11.0,17.0,1,right,N. Queta cutting Layup (13 PTS) (S. Hauser 3 AST),"[1629674, 1630573]",1610612738.0,BOS,cutting,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,2.03,Made,,,,,13.0,,,,,S. Hauser,1630573.0,3.0,,,,,,
376,PT07M54.00S,2026-01-18T01:56:02.1Z,3,REGULAR,3pt,Jump Shot,[],1630552,30.042706964520367,26.715686274509803,1610612737,61,100,2026-01-18T01:56:08Z,3730000,False,116.0,230.0,1,left,MISS J. Johnson 25' 3PT,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,25.77,Missed,,,,,,,,,,,,,,,,,,
377,PT07M50.00S,2026-01-18T01:56:06.1Z,3,REGULAR,rebound,defensive,[],1631248,,,1610612738,61,100,2026-01-18T02:17:35Z,3740000,False,,,0,,B. Scheierman REBOUND (Off:0 Def:4),[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Above the Break 3,24+ Right Center,,,376.0,4.0,4.0,0.0,,,,,,,,,,,,,,
381,PT07M29.00S,2026-01-18T01:56:44.5Z,3,REGULAR,3pt,Jump Shot,[],1630573,71.96123521681997,82.1078431372549,1610612738,61,100,2026-01-18T01:56:50Z,3780000,False,161.0,211.0,1,right,MISS S. Hauser 26' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,26.52,Missed,,,,,,,,,,,,,,,,,,
382,PT07M26.00S,2026-01-18T01:56:47.5Z,3,REGULAR,rebound,defensive,[],1630552,,,1610612737,61,100,2026-01-18T01:56:50Z,3790000,False,,,0,,J. Johnson REBOUND (Off:1 Def:5),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,,,381.0,6.0,5.0,1.0,,,,,,,,,,,,,,
383,PT07M25.00S,2026-01-18T01:56:49.4Z,3,REGULAR,turnover,lost ball,[],1630552,,,1610612737,61,100,2026-01-18T01:56:53Z,3800000,False,,,0,,J. Johnson lost ball TURNOVER (4 TO),"[1630552, 1628401]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,,4.0,,,,,,,,,,White,1628401.0
384,PT07M25.00S,2026-01-18T01:56:49.4Z,3,REGULAR,steal,,[],1628401,,,1610612738,61,100,2026-01-18T01:56:51Z,3810000,False,,,0,,D. White STEAL (3 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
385,PT07M20.00S,2026-01-18T01:56:54.6Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631248,95.74572930354796,96.32352941176471,1610612738,61,100,2026-01-18T02:03:47Z,3820000,False,232.0,-13.0,1,right,MISS B. Scheierman running 3PT,[1631248],1610612738.0,BOS,running,,,Scheierman,B. Scheierman,,,,,Right Corner 3,24+ Right,23.19,Missed,,,,,,,,,,,,,,,,,,
386,PT07M17.00S,2026-01-18T01:56:57.6Z,3,REGULAR,rebound,defensive,[],1630249,,,1610612737,61,100,2026-01-18T01:56:59Z,3830000,False,,,0,,V. Krejčí REBOUND (Off:0 Def:1),[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Right Corner 3,24+ Right,,,385.0,1.0,1.0,0.0,,,,,,,,,,,,,,
387,PT07M12.00S,2026-01-18T01:57:04.3Z,3,REGULAR,foul,personal,[],1628401,,,1610612737,61,100,2026-01-18T01:57:12Z,3840000,False,,,0,,D. White personal FOUL (1 PF),"[1628401, 1629638]",1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627963.0,,,,,,,1.0,0.0,Alexander-Walker,1629638.0,,
389,PT07M12.00S,2026-01-18T01:57:12.8Z,3,REGULAR,substitution,out,[],1630249,,,1610612737,61,100,2026-01-18T01:57:21Z,3860000,False,,,0,,SUB out: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT07M12.00S,2026-01-18T01:57:12.8Z,3,REGULAR,substitution,out,[],1629674,,,1610612737,61,100,2026-01-18T01:57:21Z,3870000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT07M12.00S,2026-01-18T01:57:12.8Z,3,REGULAR,substitution,in,[],1628379,,,1610612737,61,100,2026-01-18T01:57:21Z,3880000,False,,,0,,SUB in: L. Kennard,[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT07M12.00S,2026-01-18T01:57:12.8Z,3,REGULAR,substitution,in,[],1630568,,,1610612737,61,100,2026-01-18T01:57:21Z,3890000,False,,,0,,SUB in: L. Garza,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT07M12.00S,2026-01-18T01:57:29.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,61,100,2026-01-18T01:57:29Z,3900000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT07M12.00S,2026-01-18T01:59:02.1Z,3,REGULAR,substitution,out,[],1630573,,,1610612737,61,100,2026-01-18T02:00:16Z,3910000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT07M12.00S,2026-01-18T01:59:02.1Z,3,REGULAR,substitution,in,[],1642864,,,1610612737,61,100,2026-01-18T02:00:16Z,3920000,False,,,0,,SUB in: H. González,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT07M02.00S,2026-01-18T02:00:34.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630168,5.469776609724048,50.245098039215684,1610612737,63,100,2026-01-18T02:00:41Z,3930000,False,-1.0,-1.0,1,left,O. Okongwu driving DUNK (18 PTS) (N. Alexander-Walker 6 AST),"[1630168, 1629638]",1610612737.0,ATL,driving,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,0.16,Made,,,,,18.0,,,,,N. Alexander-Walker,1629638.0,6.0,,,,,,
401,PT06M42.00S,2026-01-18T02:01:06.9Z,3,REGULAR,2pt,Jump Shot,[],1627759,72.88107752956637,43.38235294117647,1610612738,63,100,2026-01-18T02:01:16Z,3960000,False,-33.0,202.0,1,right,MISS J. Brown 20' fadeaway Shot,[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,20.51,Missed,,,,,,,,,,,,,,,,,,
402,PT06M39.00S,2026-01-18T02:01:09.9Z,3,REGULAR,rebound,offensive,[],1628401,,,1610612738,63,100,2026-01-18T02:01:16Z,3970000,False,,,0,,D. White REBOUND (Off:1 Def:4),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,16-24 Center,,,401.0,5.0,4.0,1.0,,,,,,,,,,,,,,
403,PT06M34.00S,2026-01-18T02:01:16.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,92.32917214191852,47.549019607843135,1610612738,63,100,2026-01-18T02:01:22Z,3980000,False,-12.0,20.0,1,right,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,2.31,Missed,,,,,,,,,,,,,,,,,,
404,PT06M29.00S,2026-01-18T02:01:21.0Z,3,REGULAR,rebound,offensive,[],1630568,,,1610612738,63,100,2026-01-18T02:01:22Z,3990000,False,,,0,,L. Garza REBOUND (Off:1 Def:1),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,Restricted Area,0-8 Center,,,403.0,2.0,1.0,1.0,,,,,,,,,,,,,,
405,PT06M29.00S,2026-01-18T02:01:20.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630568,94.40999984741211,50.0,1610612738,63,102,2026-01-18T02:01:20Z,4000000,False,0.0,0.0,1,right,L. Garza tip Layup (4 PTS),[1630568],1610612738.0,BOS,tip,,,Garza,L. Garza,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,4.0,,,,,,,,,,,,,
406,PT06M24.00S,2026-01-18T02:01:24.4Z,3,REGULAR,3pt,Jump Shot,[],1630168,32.013797634691194,55.14705882352941,1610612737,63,102,2026-01-18T02:01:32Z,4010000,False,-26.0,248.0,1,left,MISS O. Okongwu 24' 3PT,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,24.97,Missed,,,,,,,,,,,,,,,,,,
407,PT06M21.00S,2026-01-18T02:01:27.4Z,3,REGULAR,rebound,defensive,[],1642864,,,1610612738,63,102,2026-01-18T02:01:32Z,4020000,False,,,0,,H. González REBOUND (Off:0 Def:5),[1642864],1610612738.0,BOS,,,,González,H. González,,,,,Above the Break 3,24+ Center,,,406.0,5.0,5.0,0.0,,,,,,,,,,,,,,
408,PT06M12.00S,2026-01-18T02:01:37.3Z,3,REGULAR,3pt,Jump Shot,[],1627759,85.75886990801577,2.941176470588235,1610612738,63,102,2026-01-18T02:01:42Z,4030000,False,-235.0,81.0,1,right,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Left Corner 3,24+ Left,24.9,Missed,,,,,,,,,,,,,,,,,,
409,PT06M09.00S,2026-01-18T02:01:40.3Z,3,REGULAR,rebound,defensive,[],203468,,,1610612737,63,102,2026-01-18T02:01:42Z,4040000,False,,,0,,C. McCollum REBOUND (Off:2 Def:4),[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,Left Corner 3,24+ Left,,,408.0,6.0,4.0,2.0,,,,,,,,,,,,,,
410,PT06M04.00S,2026-01-18T02:01:45.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629638,30.56833114323259,67.40196078431373,1610612737,66,102,2026-01-18T02:02:00Z,4050000,False,-87.0,235.0,1,left,N. Alexander-Walker 25' 3PT running (15 PTS) (C. McCollum 4 AST),"[1629638, 203468]",1610612737.0,ATL,running,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,25.04,Made,,,,,15.0,,,,,C. McCollum,203468.0,4.0,,,,,,
412,PT05M35.00S,2026-01-18T02:02:16.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.72339027595268,50.245098039215684,1610612738,66,104,2026-01-18T02:03:54Z,4070000,False,1.0,16.0,1,right,J. Brown driving reverse Layup (34 PTS) (L. Garza 2 AST),"[1627759, 1630568]",1610612738.0,BOS,driving reverse,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,34.0,,,,,L. Garza,1630568.0,2.0,,,,,,
414,PT05M14.00S,2026-01-18T02:02:35.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,11.251642575558476,48.77450980392157,1610612737,66,104,2026-01-18T02:02:43Z,4090000,False,6.0,53.0,1,left,MISS N. Alexander-Walker driving finger roll Layup,[1629638],1610612737.0,ATL,driving finger roll,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,5.36,Missed,,,,,,,,,,,,,,,,,,
415,PT05M10.00S,2026-01-18T02:02:39.3Z,3,REGULAR,rebound,defensive,[],1630568,,,1610612738,66,104,2026-01-18T02:21:55Z,4100000,False,,,0,,L. Garza REBOUND (Off:1 Def:2),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,In The Paint (Non-RA),0-8 Center,,,414.0,3.0,2.0,1.0,,,,,,,,,,,,,,
416,PT05M08.00S,2026-01-18T02:02:41.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642864,91.01511169513797,51.71568627450981,1610612738,66,106,2026-01-18T02:02:49Z,4110000,False,9.0,32.0,1,right,H. González running Layup (4 PTS),[1642864],1610612738.0,BOS,running,,,González,H. González,,,,,Restricted Area,0-8 Center,3.31,Made,,,,,4.0,,,,,,,,,,,,,
417,PT04M58.00S,2026-01-18T02:02:55.7Z,3,REGULAR,foul,personal,[],1642864,,,1610612737,66,106,2026-01-18T02:03:01Z,4120000,False,,,0,,H. González personal FOUL (3 PF),"[1642864, 1629638]",1610612738.0,BOS,,,,González,H. González,,,,,Mid-Range,8-16 Right,,,,,,,,1627963.0,,,,,,,3.0,0.0,Alexander-Walker,1629638.0,,
419,PT04M58.00S,2026-01-18T02:03:03.3Z,3,REGULAR,substitution,out,[],1629638,,,1610612737,66,106,2026-01-18T02:03:19Z,4140000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT04M58.00S,2026-01-18T02:03:03.3Z,3,REGULAR,substitution,out,[],1630168,,,1610612737,66,106,2026-01-18T02:03:19Z,4150000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT04M58.00S,2026-01-18T02:03:03.3Z,3,REGULAR,substitution,out,[],1628401,,,1610612737,66,106,2026-01-18T02:03:19Z,4160000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT04M58.00S,2026-01-18T02:03:03.3Z,3,REGULAR,substitution,out,[],1631248,,,1610612737,66,106,2026-01-18T02:03:19Z,4170000,False,,,0,,SUB out: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT04M58.00S,2026-01-18T02:03:03.3Z,3,REGULAR,substitution,in,[],1630811,,,1610612737,66,106,2026-01-18T02:03:19Z,4180000,False,,,0,,SUB in: K. Wallace,[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT04M58.00S,2026-01-18T02:03:03.3Z,3,REGULAR,substitution,in,[],1631243,,,1610612737,66,106,2026-01-18T02:03:19Z,4190000,False,,,0,,SUB in: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT04M58.00S,2026-01-18T02:03:03.3Z,3,REGULAR,substitution,in,[],1641775,,,1610612737,66,106,2026-01-18T02:03:19Z,4200000,False,,,0,,SUB in: J. Walsh,[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,
